Date,KOKUSAI INDEX (WORLD ex JP) LARGE VALUE Large Cap
2002-08-13,454.271
2002-08-14,461.894
2002-08-15,468.414
2002-08-16,468.047
2002-08-19,478.952
2002-08-20,472.283
2002-08-21,478.18
2002-08-22,483.979
2002-08-23,474.534
2002-08-26,476.914
2002-08-27,479.799
2002-08-28,468.274
2002-08-29,465.679
2002-08-30,467.009
2002-09-02,465.104
2002-09-03,446.693
2002-09-04,450.421
2002-09-05,445.675
2002-09-06,452.989
2002-09-09,453.609
2002-09-10,457.696
2002-09-11,460.505
2002-09-12,448.831
2002-09-13,446.127
2002-09-16,446.274
2002-09-17,438.5
2002-09-18,432.017
2002-09-19,421.46
2002-09-20,422.193
2002-09-23,415.497
2002-09-24,407.267
2002-09-25,413.701
2002-09-26,426.211
2002-09-27,416.646
2002-09-30,408.266
2002-10-01,421.387
2002-10-02,417.207
2002-10-03,411.992
2002-10-04,401.6
2002-10-07,395.341
2002-10-08,394.966
2002-10-09,387.723
2002-10-10,400.201
2002-10-11,417.028
2002-10-14,417.356
2002-10-15,438.499
2002-10-16,432.418
2002-10-17,441.674
2002-10-18,441.938
2002-10-21,447.571
2002-10-22,443.843
2002-10-23,440.803
2002-10-24,440.404
2002-10-25,443.325
2002-10-28,445.213
2002-10-29,435.213
2002-10-30,442.736
2002-10-31,443.567
2002-11-01,448.226
2002-11-04,454.795
2002-11-05,459.643
2002-11-06,459.275
2002-11-07,450.347
2002-11-08,448.408
2002-11-11,441.322
2002-11-12,442.826
2002-11-13,439.384
2002-11-14,447.323
2002-11-15,452.047
2002-11-18,451.717
2002-11-19,451.744
2002-11-20,455.081
2002-11-21,466.258
2002-11-22,465.587
2002-11-25,464.701
2002-11-26,455.057
2002-11-27,465.979
2002-11-28,468.397
2002-11-29,467.536
2002-12-02,466.758
2002-12-03,459.738
2002-12-04,457.702
2002-12-05,452.966
2002-12-06,456.015
2002-12-09,446.452
2002-12-10,451.001
2002-12-11,452.671
2002-12-12,450.054
2002-12-13,446.252
2002-12-16,458.255
2002-12-17,455.222
2002-12-18,448.411
2002-12-19,445.626
2002-12-20,451.867
2002-12-23,452.511
2002-12-24,451.119
2002-12-25,451.119
2002-12-26,451.255
2002-12-27,442.118
2002-12-30,445.194
2002-12-31,446.841
2003-01-01,446.841
2003-01-02,459.865
2003-01-03,460.862
2003-01-06,471.618
2003-01-07,466.245
2003-01-08,459.19
2003-01-09,466.41
2003-01-10,467.55
2003-01-13,467.841
2003-01-14,470.339
2003-01-15,464.154
2003-01-16,463.252
2003-01-17,458.008
2003-01-20,455.755
2003-01-21,447.887
2003-01-22,441.54
2003-01-23,442.501
2003-01-24,433.546
2003-01-27,424.442
2003-01-28,428.609
2003-01-29,431.606
2003-01-30,427.44
2003-01-31,432.343
2003-02-03,437.303
2003-02-04,430.418
2003-02-05,431.184
2003-02-06,425.502
2003-02-07,421.701
2003-02-10,421.944
2003-02-11,421.293
2003-02-12,415.533
2003-02-13,415.882
2003-02-14,422.804
2003-02-17,424.832
2003-02-18,430.338
2003-02-19,426.2
2003-02-20,422.724
2003-02-21,427.453
2003-02-24,420.024
2003-02-25,418.184
2003-02-26,414.043
2003-02-27,418.761
2003-02-28,421.815
2003-03-03,421.965
2003-03-04,415.825
2003-03-05,418.414
2003-03-06,413.179
2003-03-07,413.425
2003-03-10,402.716
2003-03-11,400.277
2003-03-12,394.885
2003-03-13,408.885
2003-03-14,414.222
2003-03-17,425.955
2003-03-18,426.467
2003-03-19,431.237
2003-03-20,431.141
2003-03-21,441.306
2003-03-24,427.131
2003-03-25,432.069
2003-03-26,431.023
2003-03-27,428.378
2003-03-28,427.024
2003-03-31,418.416
2003-04-01,424.996
2003-04-02,434.308
2003-04-03,433.002
2003-04-04,435.987
2003-04-07,440.337
2003-04-08,438.435
2003-04-09,434.462
2003-04-10,435.54
2003-04-11,435.021
2003-04-14,442.403
2003-04-15,447.188
2003-04-16,442.077
2003-04-17,447.356
2003-04-18,447.356
2003-04-21,445.882
2003-04-22,455.681
2003-04-23,461.777
2003-04-24,457.251
2003-04-25,450.839
2003-04-28,459.312
2003-04-29,459.741
2003-04-30,461.769
2003-05-01,461.728
2003-05-02,466.906
2003-05-05,466.085
2003-05-06,471.17
2003-05-07,468.469
2003-05-08,462.86
2003-05-09,468.154
2003-05-12,473.225
2003-05-13,472.414
2003-05-14,472.281
2003-05-15,475.969
2003-05-16,476.882
2003-05-19,467.083
2003-05-20,467.448
2003-05-21,469.409
2003-05-22,473.905
2003-05-23,476.273
2003-05-26,476.844
2003-05-27,483.29
2003-05-28,484.982
2003-05-29,484.688
2003-05-30,488.893
2003-06-02,494.518
2003-06-03,494.796
2003-06-04,501.027
2003-06-05,503.59
2003-06-06,505.172
2003-06-09,499.155
2003-06-10,502.161
2003-06-11,510.584
2003-06-12,512.781
2003-06-13,508.492
2003-06-16,518.149
2003-06-17,519.187
2003-06-18,517.384
2003-06-19,508.95
2003-06-20,510.726
2003-06-23,503.014
2003-06-24,503.162
2003-06-25,501.37
2003-06-26,502.308
2003-06-27,498.825
2003-06-30,496.859
2003-07-01,497.98
2003-07-02,502.967
2003-07-03,501.166
2003-07-04,500.333
2003-07-07,507.29
2003-07-08,506.272
2003-07-09,502.989
2003-07-10,496.702
2003-07-11,501.315
2003-07-14,505.524
2003-07-15,501.542
2003-07-16,497.241
2003-07-17,492.785
2003-07-18,498.247
2003-07-21,492.988
2003-07-22,497.084
2003-07-23,496.688
2003-07-24,498.139
2003-07-25,503.414
2003-07-28,504.745
2003-07-29,501.313
2003-07-30,499.361
2003-07-31,500.823
2003-08-01,495.41
2003-08-04,496.485
2003-08-05,492.335
2003-08-06,492.192
2003-08-07,495.544
2003-08-08,498.09
2003-08-11,500.063
2003-08-12,503.78
2003-08-13,502.138
2003-08-14,506.69
2003-08-15,506.791
2003-08-18,509.628
2003-08-19,508.898
2003-08-20,508.103
2003-08-21,508.108
2003-08-22,502.146
2003-08-25,501.399
2003-08-26,500.007
2003-08-27,501.01
2003-08-28,503.432
2003-08-29,504.496
2003-09-01,506.151
2003-09-02,510.214
2003-09-03,513.941
2003-09-04,514.688
2003-09-05,513.282
2003-09-08,518.21
2003-09-09,514.842
2003-09-10,510.162
2003-09-11,511.378
2003-09-12,512.65
2003-09-15,511.611
2003-09-16,515.719
2003-09-17,516.243
2003-09-18,522.718
2003-09-19,521.1
2003-09-22,516.218
2003-09-23,516.232
2003-09-24,511.736
2003-09-25,509.63
2003-09-26,505.569
2003-09-29,507.591
2003-09-30,503.897
2003-10-01,514.832
2003-10-02,516.178
2003-10-03,520.808
2003-10-06,522.984
2003-10-07,524.62
2003-10-08,522.822
2003-10-09,526.417
2003-10-10,526.501
2003-10-13,529.969
2003-10-14,530.728
2003-10-15,530.841
2003-10-16,531.807
2003-10-17,527.768
2003-10-20,529.717
2003-10-21,529.391
2003-10-22,523.349
2003-10-23,523.098
2003-10-24,522.563
2003-10-27,523.098
2003-10-28,527.795
2003-10-29,529.637
2003-10-30,530.346
2003-10-31,530.997
2003-11-03,534.121
2003-11-04,532.439
2003-11-05,530.486
2003-11-06,531.329
2003-11-07,532.767
2003-11-10,530.821
2003-11-11,529.771
2003-11-12,534.913
2003-11-13,536.208
2003-11-14,535.246
2003-11-17,530.201
2003-11-18,529.284
2003-11-19,531.492
2003-11-20,528.919
2003-11-21,529.901
2003-11-24,534.604
2003-11-25,536.717
2003-11-26,539.467
2003-11-27,539.842
2003-11-28,539.939
2003-12-01,546.297
2003-12-02,547.371
2003-12-03,549.352
2003-12-04,549.814
2003-12-05,548.166
2003-12-08,551.583
2003-12-09,551.435
2003-12-10,550.608
2003-12-11,553.992
2003-12-12,557.267
2003-12-15,557.115
2003-12-16,560.172
2003-12-17,561.962
2003-12-18,567.323
2003-12-19,569.014
2003-12-22,571.56
2003-12-23,573.155
2003-12-24,573.408
2003-12-25,573.408
2003-12-26,573.926
2003-12-29,579.695
2003-12-30,581.39
2003-12-31,584.483
2004-01-01,584.483
2004-01-02,586.089
2004-01-05,592.774
2004-01-06,593.603
2004-01-07,591.216
2004-01-08,594.787
2004-01-09,590.731
2004-01-12,591.6
2004-01-13,589.889
2004-01-14,593.017
2004-01-15,593.204
2004-01-16,593.835
2004-01-19,593.837
2004-01-20,596.203
2004-01-21,602.722
2004-01-22,602.496
2004-01-23,599.818
2004-01-26,601.638
2004-01-27,599.484
2004-01-28,595.701
2004-01-29,591.856
2004-01-30,589.655
2004-02-02,591.285
2004-02-03,591.513
2004-02-04,587.673
2004-02-05,589.193
2004-02-06,595.083
2004-02-09,596.932
2004-02-10,598.403
2004-02-11,604.117
2004-02-12,604.192
2004-02-13,601.702
2004-02-16,602.651
2004-02-17,608.471
2004-02-18,606.315
2004-02-19,606.097
2004-02-20,601.616
2004-02-23,602.644
2004-02-24,600.989
2004-02-25,601.189
2004-02-26,600.077
2004-02-27,600.564
2004-03-01,606.108
2004-03-02,603.058
2004-03-03,600.67
2004-03-04,603.687
2004-03-05,608.315
2004-03-08,605.878
2004-03-09,602.713
2004-03-10,593.646
2004-03-11,582.525
2004-03-12,585.455
2004-03-15,577.744
2004-03-16,583.335
2004-03-17,588.514
2004-03-18,588.101
2004-03-19,584.162
2004-03-22,575.674
2004-03-23,574.756
2004-03-24,571.024
2004-03-25,577.362
2004-03-26,577.316
2004-03-29,584.788
2004-03-30,587.644
2004-03-31,588.182
2004-04-01,593.811
2004-04-02,595.464
2004-04-05,598.094
2004-04-06,599.406
2004-04-07,597.557
2004-04-08,597.04
2004-04-09,597.04
2004-04-12,598.857
2004-04-13,592.182
2004-04-14,587.257
2004-04-15,587.395
2004-04-16,593.332
2004-04-19,592.599
2004-04-20,587.127
2004-04-21,585.683
2004-04-22,591.477
2004-04-23,590.932
2004-04-26,591.264
2004-04-27,593.019
2004-04-28,584.604
2004-04-29,581.829
2004-04-30,579.982
2004-05-03,584.459
2004-05-04,588.811
2004-05-05,590.405
2004-05-06,584.734
2004-05-07,574.63
2004-05-10,563.243
2004-05-11,567.077
2004-05-12,568.477
2004-05-13,568.834
2004-05-14,568.987
2004-05-17,564.233
2004-05-18,566.706
2004-05-19,570.956
2004-05-20,568.267
2004-05-21,571.82
2004-05-24,572.919
2004-05-25,579.924
2004-05-26,581.84
2004-05-27,587.12
2004-05-28,584.713
2004-05-31,585.22
2004-06-01,584.485
2004-06-02,587.761
2004-06-03,585.421
2004-06-04,588.565
2004-06-07,597.256
2004-06-08,597.021
2004-06-09,590.556
2004-06-10,593.826
2004-06-11,592.025
2004-06-14,586.581
2004-06-15,590.101
2004-06-16,592.538
2004-06-17,593.654
2004-06-18,597.082
2004-06-21,594.848
2004-06-22,593.47
2004-06-23,597.456
2004-06-24,599.823
2004-06-25,595.403
2004-06-28,598.188
2004-06-29,596.434
2004-06-30,597.166
2004-07-01,593.482
2004-07-02,593.662
2004-07-05,593.562
2004-07-06,591.389
2004-07-07,593.191
2004-07-08,592.287
2004-07-09,594.15
2004-07-12,594.731
2004-07-13,593.679
2004-07-14,593.441
2004-07-15,588.75
2004-07-16,590.292
2004-07-19,589.964
2004-07-20,590.382
2004-07-21,585.853
2004-07-22,584.042
2004-07-23,580.19
2004-07-26,578.799
2004-07-27,582.379
2004-07-28,584.426
2004-07-29,589.175
2004-07-30,589.133
2004-08-02,590.69
2004-08-03,591.21
2004-08-04,589.041
2004-08-05,583.7
2004-08-06,578.347
2004-08-09,577.811
2004-08-10,584.021
2004-08-11,581.115
2004-08-12,576.868
2004-08-13,578.504
2004-08-16,585.401
2004-08-17,584.911
2004-08-18,588.621
2004-08-19,589.491
2004-08-20,591.863
2004-08-23,590.708
2004-08-24,589.784
2004-08-25,592.774
2004-08-26,594.264
2004-08-27,596.082
2004-08-30,593.604
2004-08-31,596.149
2004-09-01,598.468
2004-09-02,603.005
2004-09-03,602.49
2004-09-06,603.34
2004-09-07,606.744
2004-09-08,605.558
2004-09-09,605.515
2004-09-10,609.195
2004-09-13,610.089
2004-09-14,611.083
2004-09-15,606.065
2004-09-16,609.118
2004-09-17,612.66
2004-09-20,609.523
2004-09-21,615.812
2004-09-22,608.967
2004-09-23,605.393
2004-09-24,606.826
2004-09-27,604.019
2004-09-28,608.103
2004-09-29,609.029
2004-09-30,608.14
2004-10-01,617.278
2004-10-04,618.242
2004-10-05,619.822
2004-10-06,623.17
2004-10-07,620.35
2004-10-08,620.011
2004-10-11,620.21
2004-10-12,616.617
2004-10-13,612.357
2004-10-14,610.184
2004-10-15,612.856
2004-10-18,613.208
2004-10-19,610.191
2004-10-20,608.974
2004-10-21,610.283
2004-10-22,608.42
2004-10-25,607.064
2004-10-26,613.474
2004-10-27,619.587
2004-10-28,621.713
2004-10-29,622.267
2004-11-01,624.967
2004-11-02,625.174
2004-11-03,632.148
2004-11-04,640.348
2004-11-05,642.695
2004-11-08,642.73
2004-11-09,641.507
2004-11-10,642.314
2004-11-11,647.473
2004-11-12,652.308
2004-11-15,650.81
2004-11-16,647.592
2004-11-17,652.748
2004-11-18,651.979
2004-11-19,648.607
2004-11-22,649.609
2004-11-23,651.149
2004-11-24,653.092
2004-11-25,656.533
2004-11-26,657.153
2004-11-29,655.442
2004-11-30,653.915
2004-12-01,662.188
2004-12-02,660.617
2004-12-03,661.25
2004-12-06,660.854
2004-12-07,657.3
2004-12-08,655.056
2004-12-09,654.514
2004-12-10,655.275
2004-12-13,662.708
2004-12-14,663.938
2004-12-15,668.429
2004-12-16,665.797
2004-12-17,659.326
2004-12-20,664.235
2004-12-21,666.884
2004-12-22,670.534
2004-12-23,673.16
2004-12-24,674.491
2004-12-27,673.675
2004-12-28,675.855
2004-12-29,675.006
2004-12-30,675.751
2004-12-31,674.745
2005-01-03,669.966
2005-01-04,664.376
2005-01-05,661.076
2005-01-06,662.512
2005-01-07,660.196
2005-01-10,662.361
2005-01-11,659.087
2005-01-12,661.04
2005-01-13,657.234
2005-01-14,658.153
2005-01-17,658.679
2005-01-18,662.732
2005-01-19,659.179
2005-01-20,654.398
2005-01-21,652.973
2005-01-24,654.273
2005-01-25,655.459
2005-01-26,659.325
2005-01-27,659.663
2005-01-28,656.379
2005-01-31,662.32
2005-02-01,667.451
2005-02-02,670.011
2005-02-03,667.364
2005-02-04,674.487
2005-02-07,674.153
2005-02-08,673.811
2005-02-09,671.359
2005-02-10,676.117
2005-02-11,680.434
2005-02-14,683.26
2005-02-15,684.78
2005-02-16,684.003
2005-02-17,683.189
2005-02-18,684.824
2005-02-21,684.406
2005-02-22,679.276
2005-02-23,679.835
2005-02-24,683.007
2005-02-25,690.768
2005-02-28,689.4
2005-03-01,690.407
2005-03-02,689.659
2005-03-03,690.112
2005-03-04,699.501
2005-03-07,698.284
2005-03-08,699.102
2005-03-09,692.477
2005-03-10,691.221
2005-03-11,690.558
2005-03-14,691.779
2005-03-15,690.045
2005-03-16,685.419
2005-03-17,685.129
2005-03-18,684.834
2005-03-21,679.452
2005-03-22,675.276
2005-03-23,669.353
2005-03-24,668.976
2005-03-25,668.976
2005-03-28,668.717
2005-03-29,667.314
2005-03-30,672.594
2005-03-31,674.425
2005-04-01,672.876
2005-04-04,669.748
2005-04-05,673.158
2005-04-06,676.207
2005-04-07,680.295
2005-04-08,676.087
2005-04-11,677.95
2005-04-12,678.15
2005-04-13,674.989
2005-04-14,668.742
2005-04-15,660.153
2005-04-18,658.449
2005-04-19,662.892
2005-04-20,656.43
2005-04-21,663.284
2005-04-22,664.304
2005-04-25,667.212
2005-04-26,662.965
2005-04-27,661.716
2005-04-28,656.022
2005-04-29,662.092
2005-05-02,663.297
2005-05-03,663.926
2005-05-04,671.625
2005-05-05,672.182
2005-05-06,670.31
2005-05-09,671.653
2005-05-10,666.111
2005-05-11,665.385
2005-05-12,659.836
2005-05-13,654.912
2005-05-16,656.558
2005-05-17,659.803
2005-05-18,667.373
2005-05-19,671.02
2005-05-20,668.483
2005-05-23,672.262
2005-05-24,672.179
2005-05-25,671.023
2005-05-26,673.155
2005-05-27,674.069
2005-05-30,674.452
2005-05-31,668.404
2005-06-01,674.174
2005-06-02,674.595
2005-06-03,671.501
2005-06-06,671.597
2005-06-07,674.415
2005-06-08,674.719
2005-06-09,674.089
2005-06-10,674.645
2005-06-13,674.381
2005-06-14,676.006
2005-06-15,678.293
2005-06-16,681.444
2005-06-17,687.779
2005-06-20,685.383
2005-06-21,684.82
2005-06-22,685.999
2005-06-23,681.2
2005-06-24,677.351
2005-06-27,676.625
2005-06-28,679.862
2005-06-29,680.005
2005-06-30,676.561
2005-07-01,676.943
2005-07-04,676.521
2005-07-05,679.358
2005-07-06,677.241
2005-07-07,674.012
2005-07-08,681.121
2005-07-11,687.507
2005-07-12,690.211
2005-07-13,690.477
2005-07-14,693.009
2005-07-15,691.7
2005-07-18,687.953
2005-07-19,689.113
2005-07-20,690.531
2005-07-21,690.407
2005-07-22,693.748
2005-07-25,692.433
2005-07-26,692.107
2005-07-27,694.759
2005-07-28,698.3
2005-07-29,695.351
2005-08-01,696.88
2005-08-02,701.666
2005-08-03,703.027
2005-08-04,698.884
2005-08-05,693.239
2005-08-08,694.744
2005-08-09,698.748
2005-08-10,702.785
2005-08-11,706.949
2005-08-12,704.133
2005-08-15,703.327
2005-08-16,697.737
2005-08-17,696.472
2005-08-18,692.004
2005-08-19,694.627
2005-08-22,697.646
2005-08-23,693.861
2005-08-24,690.953
2005-08-25,690.871
2005-08-26,687.01
2005-08-29,688.611
2005-08-30,686.239
2005-08-31,694.976
2005-09-01,701.521
2005-09-02,701.269
2005-09-05,702.853
2005-09-06,708.968
2005-09-07,710.073
2005-09-08,707.971
2005-09-09,713.144
2005-09-12,709.521
2005-09-13,704.54
2005-09-14,706.331
2005-09-15,704.964
2005-09-16,711.356
2005-09-19,708.753
2005-09-20,707.296
2005-09-21,702.046
2005-09-22,700.182
2005-09-23,699.298
2005-09-26,702.975
2005-09-27,701.885
2005-09-28,704.827
2005-09-29,707.729
2005-09-30,708.153
2005-10-03,706.063
2005-10-04,701.935
2005-10-05,692.975
2005-10-06,691.685
2005-10-07,692.072
2005-10-10,687.866
2005-10-11,686.919
2005-10-12,683.455
2005-10-13,677.734
2005-10-14,684.453
2005-10-17,685.166
2005-10-18,676.806
2005-10-19,679.508
2005-10-20,672.413
2005-10-21,673.02
2005-10-24,682.107
2005-10-25,684.149
2005-10-26,683.693
2005-10-27,678.967
2005-10-28,684.847
2005-10-31,689.969
2005-11-01,689.234
2005-11-02,695.626
2005-11-03,700.012
2005-11-04,695.02
