Date,KOKUSAI INDEX (WORLD ex JP) LARGE VALUE Large Cap
2019-12-31,1652.629
2020-01-31,1603.401
2020-02-28,1449.843
2020-03-31,1218.115
2020-04-30,1325.114
2020-05-29,1360.491
2020-06-30,1370.037
2020-07-31,1409.561
2020-08-31,1469.146
2020-09-30,1420.046
2020-10-30,1373.421
2020-11-30,1583.95
2020-12-31,1635.391
2021-01-29,1614.495
2021-02-26,1686.478
2021-03-31,1792.417
2021-04-30,1852.327
2021-05-31,1910.866
2021-06-30,1885.524
2021-07-30,1900.399
2021-08-31,1929.454
2021-09-30,1865.013
2021-10-29,1965.575
2021-11-30,1891.325
2021-12-31,2025.88
2022-01-31,2006.901
2022-02-28,1968.671
2022-03-31,2023.146
2022-04-29,1927.606
2022-05-31,1976.402
2022-06-30,1808.514
2022-07-29,1884.731
2022-08-31,1826.099
2022-09-30,1681.574
2022-10-31,1857.418
2022-11-30,1991.197
2022-12-30,1939.713
2023-01-31,2016.183
2023-02-28,1958.294
2023-03-31,1955.202
2023-04-28,1998.304
2023-05-31,1903.632
2023-06-30,2014.034
2023-07-31,2088.188
2023-08-31,2032.31
2023-09-29,1975.809
2023-10-31,1916.735
2023-11-30,2053.507
2023-12-29,2160.192
2024-01-31,2167.026
2024-02-29,2218.533
2024-03-29,2323.297
2024-04-30,2246.651
2024-05-31,2321.742
2024-06-28,2312.513
2024-07-31,2416.116
2024-08-30,2493.258
2024-09-30,2537.852
2024-10-31,2488.388
2024-11-29,2580.55
2024-12-31,2427.21
2025-01-31,2547.125
2025-02-28,2606.077
2025-03-31,2577.731
2025-04-30,2529.246
2025-05-30,2600.552
2025-06-30,2709.423
