Date,USA LARGE CAP Large Cap
2001-05-04,788.904
2001-05-07,786.698
2001-05-08,785.292
2001-05-09,781.218
2001-05-10,780.395
2001-05-11,774.363
2001-05-14,776.149
2001-05-15,775.855
2001-05-16,798.39
2001-05-17,800.608
2001-05-18,802.666
2001-05-21,816.637
2001-05-22,814.437
2001-05-23,801.148
2001-05-24,804.402
2001-05-25,794.349
2001-05-28,794.349
2001-05-29,787.246
2001-05-30,774.583
2001-05-31,779.549
2001-06-01,782.634
2001-06-04,786.616
2001-06-05,797.119
2001-06-06,789.113
2001-06-07,793.456
2001-06-08,785.358
2001-06-11,778.804
2001-06-12,779.623
2001-06-13,770.549
2001-06-14,756.994
2001-06-15,752.715
2001-06-18,749.405
2001-06-19,751.776
2001-06-20,759.387
2001-06-21,768.466
2001-06-22,761.511
2001-06-25,756.874
2001-06-26,755.271
2001-06-27,751.871
2001-06-28,761.943
2001-06-29,760.06
2001-07-02,768.339
2001-07-03,767.265
2001-07-04,767.265
2001-07-05,757.154
2001-07-06,739.828
2001-07-09,745.115
2001-07-10,733.754
2001-07-11,732.421
2001-07-12,750.156
2001-07-13,754.609
2001-07-16,746.347
2001-07-17,754.598
2001-07-18,749.899
2001-07-19,754.161
2001-07-20,751.907
2001-07-23,739.233
2001-07-24,727.512
2001-07-25,738.466
2001-07-26,746.292
2001-07-27,748.091
2001-07-30,747.227
2001-07-31,751.395
2001-08-01,754.725
2001-08-02,757.855
2001-08-03,754.012
2001-08-06,745.557
2001-08-07,748.108
2001-08-08,735.281
2001-08-09,735.12
2001-08-10,739.096
2001-08-13,739.822
2001-08-14,736.579
2001-08-15,730.811
2001-08-16,732.638
2001-08-17,720.093
2001-08-20,726.05
2001-08-21,717.145
2001-08-22,722.077
2001-08-23,719.863
2001-08-24,734.433
2001-08-27,730.915
2001-08-28,719.599
2001-08-29,711.408
2001-08-30,699.022
2001-08-31,701.998
2001-09-03,701.998
2001-09-04,701.535
2001-09-05,700.839
2001-09-06,685.164
2001-09-07,672.363
2001-09-10,677.378
2001-09-11,677.378
2001-09-12,677.378
2001-09-13,677.378
2001-09-14,677.378
2001-09-17,644.03
2001-09-18,640.591
2001-09-19,630.705
2001-09-20,611.943
2001-09-21,600.756
2001-09-24,624.641
2001-09-25,630.263
2001-09-26,627.604
2001-09-27,634.781
2001-09-28,648.597
2001-10-01,647.594
2001-10-02,654.959
2001-10-03,668.626
2001-10-04,666.68
2001-10-05,667.637
2001-10-08,662.235
2001-10-09,658.739
2001-10-10,673.732
2001-10-11,684.493
2001-10-12,680.708
2001-10-15,679.963
2001-10-16,684.613
2001-10-17,671.853
2001-10-18,667.123
2001-10-19,669.808
2001-10-22,680.605
2001-10-23,677.152
2001-10-24,677.543
2001-10-25,686.657
2001-10-26,689.139
2001-10-29,672.42
2001-10-30,660.853
2001-10-31,660.839
2001-11-01,676.081
2001-11-02,677.8
2001-11-05,687.222
2001-11-06,697.647
2001-11-07,695.887
2001-11-08,698.163
2001-11-09,699.037
2001-11-12,698.035
2001-11-13,711.121
2001-11-14,713.318
2001-11-15,714.2
2001-11-16,711.617
2001-11-19,719.653
2001-11-20,713.744
2001-11-21,710.435
2001-11-22,710.435
2001-11-23,718.652
2001-11-26,723.563
2001-11-27,718.729
2001-11-28,705.499
2001-11-29,712.964
2001-11-30,712.302
2001-12-03,706.112
2001-12-04,715.07
2001-12-05,730.729
2001-12-06,728.714
2001-12-07,722.846
2001-12-10,711.209
2001-12-11,709.075
2001-12-12,709.594
2001-12-13,698.517
2001-12-14,700.672
2001-12-17,707.989
2001-12-18,712.821
2001-12-19,717.627
2001-12-20,711.785
2001-12-21,714.64
2001-12-24,714.022
2001-12-25,714.022
2001-12-26,716.921
2001-12-27,721.973
2001-12-28,724.464
2001-12-31,716.382
2002-01-01,716.382
2002-01-02,720.69
2002-01-03,727.139
2002-01-04,731.443
2002-01-07,726.635
2002-01-08,724.078
2002-01-09,720.543
2002-01-10,721.693
2002-01-11,714.953
2002-01-14,710.633
2002-01-15,715.454
2002-01-16,704.279
2002-01-17,711.253
2002-01-18,704.071
2002-01-21,704.071
2002-01-22,698.655
2002-01-23,703.335
2002-01-24,705.155
2002-01-25,705.778
2002-01-28,705.355
2002-01-29,684.477
2002-01-30,692.302
2002-01-31,702.478
2002-02-01,697.171
2002-02-04,679.565
2002-02-05,676.657
2002-02-06,672.558
2002-02-07,671.191
2002-02-08,681.893
2002-02-11,691.128
2002-02-12,688.253
2002-02-13,694.926
2002-02-14,693.752
2002-02-15,685.299
2002-02-18,685.299
2002-02-19,672.204
2002-02-20,681.649
2002-02-21,670.635
2002-02-22,676.1
2002-02-25,688.79
2002-02-26,688.287
2002-02-27,688.571
2002-02-28,686.891
2002-03-01,703.138
2002-03-04,716.285
2002-03-05,711.657
2002-03-06,721.639
2002-03-07,718.113
2002-03-08,722.931
2002-03-11,725.002
2002-03-12,723.331
2002-03-13,716.292
2002-03-14,715.446
2002-03-15,724.041
2002-03-18,723.538
2002-03-19,726.013
2002-03-20,714.416
2002-03-21,715.66
2002-03-22,712.771
2002-03-25,702.229
2002-03-26,706.062
2002-03-27,709.064
2002-03-28,710.613
2002-03-29,710.613
2002-04-01,710.001
2002-04-02,704.043
2002-04-03,697.343
2002-04-04,698.026
2002-04-05,695.727
2002-04-08,696.948
2002-04-09,691.857
2002-04-10,699.106
2002-04-11,681.637
2002-04-12,686.664
2002-04-15,681.07
2002-04-16,697.49
2002-04-17,695.84
2002-04-18,694.913
2002-04-19,695.296
2002-04-22,683.924
2002-04-23,679.269
2002-04-24,674.388
2002-04-25,672.578
2002-04-26,662.556
2002-04-29,655.964
2002-04-30,662.963
2002-05-01,669.506
2002-05-02,667.912
2002-05-03,660.459
2002-05-06,647.293
2002-05-07,645.315
2002-05-08,670.934
2002-05-09,660.997
2002-05-10,649.771
2002-05-13,662.518
2002-05-14,677.287
2002-05-15,673.742
2002-05-16,678.416
2002-05-17,684.003
2002-05-20,674.861
2002-05-21,667.249
2002-05-22,670.925
2002-05-23,677.832
2002-05-24,669.346
2002-05-27,669.346
2002-05-28,663.523
2002-05-29,658.954
2002-05-30,657.214
2002-05-31,658.528
2002-06-03,642.162
2002-06-04,642.443
2002-06-05,648.299
2002-06-06,635.061
2002-06-07,633.249
2002-06-10,635.315
2002-06-11,624.179
2002-06-12,629.351
2002-06-13,623.282
2002-06-14,621.995
2002-06-17,639.596
2002-06-18,640.401
2002-06-19,629.432
2002-06-20,620.201
2002-06-21,608.941
2002-06-24,611.717
2002-06-25,601.254
2002-06-26,600.262
2002-06-27,610.794
2002-06-28,609.767
2002-07-01,596.704
2002-07-02,585.154
2002-07-03,589.213
2002-07-04,589.213
2002-07-05,610.766
2002-07-08,603.989
2002-07-09,588.878
2002-07-10,569.655
2002-07-11,574.338
2002-07-12,570.893
2002-07-15,568.887
2002-07-16,559.027
2002-07-17,563.257
2002-07-18,547.565
2002-07-19,527.559
2002-07-22,509.685
2002-07-23,496.055
2002-07-24,524.417
2002-07-25,521.316
2002-07-26,531.436
2002-07-29,560.695
2002-07-30,563.236
2002-07-31,569.965
2002-08-01,552.877
2002-08-02,541.105
2002-08-05,521.919
2002-08-06,536.956
2002-08-07,548.653
2002-08-08,567.257
2002-08-09,569.36
2002-08-12,566.37
2002-08-13,554.307
2002-08-14,576.495
2002-08-15,582.712
2002-08-16,582.017
2002-08-19,595.978
2002-08-20,587.526
2002-08-21,595.222
2002-08-22,603.339
2002-08-23,589.436
2002-08-26,593.789
2002-08-27,585.526
2002-08-28,575.281
2002-08-29,575.182
2002-08-30,573.898
2002-09-02,573.898
2002-09-03,549.27
2002-09-04,559.081
2002-09-05,550.367
2002-09-06,559.267
2002-09-09,565.209
2002-09-10,569.611
2002-09-11,569.781
2002-09-12,555.793
2002-09-13,557.322
2002-09-16,558.69
2002-09-17,547.716
2002-09-18,545.039
2002-09-19,528.276
2002-09-20,529.159
2002-09-23,522.686
2002-09-24,514.161
2002-09-25,526.579
2002-09-26,535.949
2002-09-27,518.045
2002-09-30,510.579
2002-10-01,531.643
2002-10-02,519.278
2002-10-03,513.967
2002-10-04,502.549
2002-10-07,493.418
2002-10-08,501.694
2002-10-09,488.676
2002-10-10,505.431
2002-10-11,525.491
2002-10-14,529.256
2002-10-15,554.707
2002-10-16,541.726
2002-10-17,553.308
2002-10-18,556.736
2002-10-21,564.937
2002-10-22,560.081
2002-10-23,563.029
2002-10-24,554.41
2002-10-25,563.963
2002-10-28,559.894
2002-10-29,554.675
2002-10-30,560.314
2002-10-31,557.131
2002-11-01,566.157
2002-11-04,570.789
2002-11-05,576.178
2002-11-06,580.601
2002-11-07,568.014
2002-11-08,563.801
2002-11-11,552.253
2002-11-12,555.934
2002-11-13,555.184
2002-11-14,568.653
2002-11-15,571.97
2002-11-18,566.03
2002-11-19,564.255
2002-11-20,574.544
2002-11-21,586.511
2002-11-22,584.006
2002-11-25,585.406
2002-11-26,573.304
2002-11-27,589.249
2002-11-28,589.249
2002-11-29,587.534
2002-12-02,586.431
2002-12-03,577.777
2002-12-04,576.352
2002-12-05,569.424
2002-12-06,573.12
2002-12-09,560.73
2002-12-10,568.49
2002-12-11,568.642
2002-12-12,566.239
2002-12-13,558.989
2002-12-16,571.955
2002-12-17,567.097
2002-12-18,559.833
2002-12-19,555.619
2002-12-20,562.695
2002-12-23,563.525
2002-12-24,560.369
2002-12-25,560.369
2002-12-26,558.227
2002-12-27,549.448
2002-12-30,551.882
2002-12-31,552.073
2003-01-01,552.073
2003-01-02,570.247
2003-01-03,570.384
2003-01-06,583.278
2003-01-07,579.554
2003-01-08,571.585
2003-01-09,582.389
2003-01-10,582.275
2003-01-13,581.889
2003-01-14,585.55
2003-01-15,576.859
2003-01-16,574.542
2003-01-17,566.611
2003-01-20,566.611
2003-01-21,557.883
2003-01-22,552.098
2003-01-23,557.192
2003-01-24,540.626
2003-01-27,532.028
2003-01-28,538.705
2003-01-29,542.39
2003-01-30,529.798
2003-01-31,537.109
2003-02-03,540.113
2003-02-04,532.522
2003-02-05,529.745
2003-02-06,526.568
2003-02-07,521.241
2003-02-10,524.88
2003-02-11,520.519
2003-02-12,514.251
2003-02-13,513.614
2003-02-14,524.561
2003-02-17,524.561
2003-02-18,535.019
2003-02-19,531.731
2003-02-20,526.212
2003-02-21,532.966
2003-02-24,523.365
2003-02-25,527.137
2003-02-26,520.378
2003-02-27,526.559
2003-02-28,528.86
2003-03-03,525.07
2003-03-04,517.401
2003-03-05,522.917
2003-03-06,517.643
2003-03-07,521.916
2003-03-10,508.753
2003-03-11,504.844
2003-03-12,507.281
2003-03-13,524.205
2003-03-14,525.099
2003-03-17,543.329
2003-03-18,545.394
2003-03-19,551.028
2003-03-20,551.745
2003-03-21,564.405
2003-03-24,544.713
2003-03-25,551.02
2003-03-26,547.918
2003-03-27,546.986
2003-03-28,543.808
2003-03-31,533.582
2003-04-01,540.647
2003-04-02,555.102
2003-04-03,552.13
2003-04-04,554.086
2003-04-07,554.555
2003-04-08,554.063
2003-04-09,546.366
2003-04-10,549.485
2003-04-11,547.43
2003-04-14,558.176
2003-04-15,561.57
2003-04-16,555.089
2003-04-17,563.275
2003-04-18,563.275
2003-04-21,562.103
2003-04-22,574.208
2003-04-23,579.597
2003-04-24,574.467
2003-04-25,566.491
2003-04-28,576.471
2003-04-29,578.337
2003-04-30,577.871
2003-05-01,577.956
2003-05-02,586.339
2003-05-05,583.697
2003-05-06,588.345
2003-05-07,585.611
2003-05-08,579.573
2003-05-09,587.779
2003-05-12,595.114
2003-05-13,593.268
2003-05-14,591.478
2003-05-15,595.79
2003-05-16,593.877
2003-05-19,579.62
2003-05-20,578.906
2003-05-21,581.242
2003-05-22,586.299
2003-05-23,587.008
2003-05-26,587.008
2003-05-27,597.946
2003-05-28,599.144
2003-05-29,596.669
2003-05-30,604.734
2003-06-02,607.03
2003-06-03,610.526
2003-06-04,619.425
2003-06-05,621.461
2003-06-06,620.189
2003-06-09,613.191
2003-06-10,618.785
2003-06-11,626.545
2003-06-12,627.235
2003-06-13,621.648
2003-06-16,635.65
2003-06-17,636.891
2003-06-18,636.065
2003-06-19,626.476
2003-06-20,627.302
2003-06-23,618.797
2003-06-24,619.977
2003-06-25,614.474
2003-06-26,621.404
2003-06-27,615.194
2003-06-30,613.954
2003-07-01,619.14
2003-07-02,626.175
2003-07-03,620.946
2003-07-04,620.946
2003-07-07,632.763
2003-07-08,634.333
2003-07-09,630.828
2003-07-10,622.673
2003-07-11,628.817
2003-07-14,632.571
2003-07-15,630.347
2003-07-16,626.464
2003-07-17,618.693
2003-07-18,625.817
2003-07-21,616.42
2003-07-22,621.761
2003-07-23,622.308
2003-07-24,617.496
2003-07-25,628.493
2003-07-28,627.058
2003-07-29,622.711
2003-07-30,621.863
2003-07-31,623.605
2003-08-01,616.903
2003-08-04,618.983
2003-08-05,607.903
2003-08-06,609.333
2003-08-07,613.919
2003-08-08,616.057
2003-08-11,618.111
2003-08-12,624.007
2003-08-13,619.769
2003-08-14,623.633
2003-08-15,623.886
2003-08-18,629.316
2003-08-19,630.466
2003-08-20,628.689
2003-08-21,629.834
2003-08-22,623.591
2003-08-25,624.092
2003-08-26,626.111
2003-08-27,626.079
2003-08-28,629.472
2003-08-29,632.39
2003-09-01,632.39
2003-09-02,641.169
2003-09-03,644.063
2003-09-04,645.309
2003-09-05,641.406
2003-09-08,647.965
2003-09-09,643.012
2003-09-10,635.911
2003-09-11,639.29
2003-09-12,640.416
2003-09-15,637.752
2003-09-16,646.729
2003-09-17,644.714
2003-09-18,653.259
2003-09-19,650.975
2003-09-22,642.616
2003-09-23,646.27
2003-09-24,633.985
2003-09-25,630.515
2003-09-26,626.954
2003-09-29,632.887
2003-09-30,626.037
2003-10-01,640.222
2003-10-02,641.307
2003-10-03,646.609
2003-10-06,649.114
2003-10-07,652.173
2003-10-08,648.826
2003-10-09,651.812
2003-10-10,651.413
2003-10-13,655.601
2003-10-14,658.26
2003-10-15,656.746
2003-10-16,658.868
2003-10-17,652.533
2003-10-20,655.702
2003-10-21,656.572
2003-10-22,646.327
2003-10-23,648.613
2003-10-24,645.738
2003-10-27,646.63
2003-10-28,656.47
2003-10-29,656.966
2003-10-30,656.044
2003-10-31,658.566
2003-11-03,663.554
2003-11-04,659.807
2003-11-05,658.607
2003-11-06,662.301
2003-11-07,659.119
2003-11-10,655.968
2003-11-11,655.754
2003-11-12,663.455
2003-11-13,663.426
2003-11-14,659.158
2003-11-17,655.527
2003-11-18,649.974
2003-11-19,655.869
2003-11-20,650.099
2003-11-21,650.798
2003-11-24,660.526
2003-11-25,661.342
2003-11-26,663.858
2003-11-27,663.858
2003-11-28,663.452
2003-12-01,670.749
2003-12-02,668.871
2003-12-03,667.924
2003-12-04,671.35
2003-12-05,666.34
2003-12-08,671.139
2003-12-09,665.581
2003-12-10,665.603
2003-12-11,672.909
2003-12-12,674.637
2003-12-15,671.358
2003-12-16,676.078
2003-12-17,676.626
2003-12-18,684.164
2003-12-19,684.273
2003-12-22,686.608
2003-12-23,688.556
2003-12-24,687.333
2003-12-25,687.333
2003-12-26,688.352
2003-12-29,697.335
2003-12-30,697.463
2003-12-31,699.149
2004-01-01,699.149
2004-01-02,697.522
2004-01-05,706.315
2004-01-06,707.077
2004-01-07,709.193
2004-01-08,712.595
2004-01-09,705.914
2004-01-12,709.173
2004-01-13,705.441
2004-01-14,711.102
2004-01-15,711.913
2004-01-16,716.54
2004-01-19,716.54
2004-01-20,715.454
2004-01-21,721.54
2004-01-22,719.834
2004-01-23,718.192
2004-01-26,727.59
2004-01-27,720.074
2004-01-28,710.233
2004-01-29,714.194
2004-01-30,712.059
2004-02-02,714.861
2004-02-03,715.293
2004-02-04,709.911
2004-02-05,710.786
2004-02-06,719.072
2004-02-09,717.065
2004-02-10,720.755
2004-02-11,728.511
2004-02-12,724.631
2004-02-13,721.137
2004-02-16,721.137
2004-02-17,727.766
2004-02-18,724.645
2004-02-19,721.87
2004-02-20,720.321
2004-02-23,718.995
2004-02-24,717.869
2004-02-25,720.646
2004-02-26,721.218
2004-02-27,720.541
2004-03-01,726.952
2004-03-02,722.386
2004-03-03,723.83
2004-03-04,726.083
2004-03-05,727.371
2004-03-08,721.636
2004-03-09,717.962
2004-03-10,707.791
2004-03-11,697.026
2004-03-12,705.124
2004-03-15,695.132
2004-03-16,699.169
2004-03-17,706.694
2004-03-18,705.743
2004-03-19,697.521
2004-03-22,688.622
2004-03-23,687.545
2004-03-24,685.843
2004-03-25,696.924
2004-03-26,695.869
2004-03-29,705.123
2004-03-30,707.872
2004-03-31,707.168
2004-04-01,711.223
2004-04-02,716.988
2004-04-05,722.796
2004-04-06,721.447
2004-04-07,716.477
2004-04-08,715.871
2004-04-09,715.871
2004-04-12,720.009
2004-04-13,710.405
2004-04-14,709.948
2004-04-15,710.418
2004-04-16,713.644
2004-04-19,714.684
2004-04-20,703.454
2004-04-21,707.088
2004-04-22,716.193
2004-04-23,716.955
2004-04-26,714.353
2004-04-27,715.737
2004-04-28,706.342
2004-04-29,702.112
2004-04-30,698.188
2004-05-03,704.598
2004-05-04,705.896
2004-05-05,707.11
2004-05-06,702.648
2004-05-07,693.88
2004-05-10,686.645
2004-05-11,691.765
2004-05-12,693.265
2004-05-13,692.273
2004-05-14,691.77
2004-05-17,684.779
2004-05-18,689.344
2004-05-19,687.621
2004-05-20,688.344
2004-05-21,690.632
2004-05-24,690.898
2004-05-25,701.525
2004-05-26,702.757
2004-05-27,706.918
2004-05-28,705.925
2004-05-31,705.925
2004-06-01,706.627
2004-06-02,709.219
2004-06-03,704.134
2004-06-04,707.778
2004-06-07,718.752
2004-06-08,719.789
2004-06-09,713.41
2004-06-10,716.65
2004-06-11,716.323
2004-06-14,709.916
2004-06-15,713.859
2004-06-16,714.916
2004-06-17,713.984
2004-06-18,715.727
2004-06-21,712.256
2004-06-22,714.326
2004-06-23,720.258
2004-06-24,718.35
2004-06-25,713.015
2004-06-28,713.168
2004-06-29,715.206
2004-06-30,717.766
2004-07-01,710.767
2004-07-02,708.766
2004-07-05,708.766
2004-07-06,703.377
2004-07-07,704.863
2004-07-08,699.718
2004-07-09,701.898
2004-07-12,703.095
2004-07-13,703.652
2004-07-14,701.173
2004-07-15,697.517
2004-07-16,694.47
2004-07-19,693.958
2004-07-20,698.519
2004-07-21,689.568
2004-07-22,691.879
2004-07-23,684.975
2004-07-26,684.112
2004-07-27,690.657
2004-07-28,691.003
2004-07-29,694.003
2004-07-30,694.74
2004-08-02,697.991
2004-08-03,694.133
2004-08-04,693.412
2004-08-05,682.49
2004-08-06,672.428
2004-08-09,672.883
2004-08-10,681.503
2004-08-11,680.331
2004-08-12,672.406
2004-08-13,673.476
2004-08-16,682.12
2004-08-17,683.734
2004-08-18,692.252
2004-08-19,689.911
2004-08-20,694.318
2004-08-23,692.75
2004-08-24,692.96
2004-08-25,698.54
2004-08-26,698.5
2004-08-27,700.499
2004-08-30,695.134
2004-08-31,698.482
2004-09-01,699.488
2004-09-02,707.029
2004-09-03,704.015
2004-09-06,704.015
2004-09-07,708.636
2004-09-08,706.028
2004-09-09,707.19
2004-09-10,710.441
2004-09-13,711.505
2004-09-14,713.481
2004-09-15,708.599
2004-09-16,710.211
2004-09-17,713.488
2004-09-20,709.318
2004-09-21,713.459
2004-09-22,703.421
2004-09-23,700.008
2004-09-24,700.729
2004-09-27,696.726
2004-09-28,700.873
2004-09-29,704.037
2004-09-30,702.773
2004-10-01,713.267
2004-10-04,715.554
2004-10-05,715.284
2004-10-06,720.075
2004-10-07,712.946
2004-10-08,707.769
2004-10-11,709.434
2004-10-12,707.853
2004-10-13,703.03
2004-10-14,696.036
2004-10-15,699.023
2004-10-18,702.741
2004-10-19,695.941
2004-10-20,695.866
2004-10-21,696.721
2004-10-22,689.686
2004-10-25,688.499
2004-10-26,699.208
2004-10-27,708.11
2004-10-28,709.698
2004-10-29,710.956
2004-11-01,711.049
2004-11-02,711.001
2004-11-03,719.193
2004-11-04,730.451
2004-11-05,733.362
2004-11-08,732.697
2004-11-09,732.379
2004-11-10,731.398
2004-11-11,737.828
2004-11-12,744.347
2004-11-15,744.247
2004-11-16,739.258
2004-11-17,743.492
2004-11-18,744.272
2004-11-19,735.945
2004-11-22,739.387
2004-11-23,738.887
2004-11-24,741.399
2004-11-25,741.399
2004-11-26,741.952
2004-11-29,739.738
2004-11-30,736.688
2004-12-01,748.121
2004-12-02,748.042
2004-12-03,748.277
2004-12-06,747.696
2004-12-07,739.816
2004-12-08,743.807
2004-12-09,747.878
2004-12-10,746.967
2004-12-13,753.595
2004-12-14,756.255
2004-12-15,757.687
2004-12-16,756.565
2004-12-17,750.37
2004-12-20,750.781
2004-12-21,757.745
2004-12-22,760.946
2004-12-23,761.489
2004-12-24,761.489
2004-12-27,758.391
2004-12-28,763.531
2004-12-29,763.309
2004-12-30,763.296
2004-12-31,762.019
2005-01-03,756.48
2005-01-04,748.12
2005-01-05,746.106
2005-01-06,748.775
2005-01-07,748.094
2005-01-10,750.893
2005-01-11,746.178
2005-01-12,749.209
2005-01-13,742.192
2005-01-14,746.252
2005-01-17,746.252
2005-01-18,753.413
2005-01-19,746.237
2005-01-20,740.581
2005-01-21,735.937
2005-01-24,733.736
2005-01-25,736.822
2005-01-26,740.264
2005-01-27,740.021
2005-01-28,738.475
2005-01-31,744.128
2005-02-01,749.258
2005-02-02,751.383
2005-02-03,749.064
2005-02-04,757.105
2005-02-07,756.59
2005-02-08,756.98
2005-02-09,751.024
2005-02-10,754.104
2005-02-11,759.137
2005-02-14,760.028
2005-02-15,762.286
2005-02-16,762.263
2005-02-17,756.3
2005-02-18,756.92
2005-02-21,756.92
2005-02-22,746.236
2005-02-23,750.555
2005-02-24,756.383
2005-02-25,763.185
2005-02-28,758.15
2005-03-01,762.219
2005-03-02,762.352
2005-03-03,762.104
2005-03-04,769.024
2005-03-07,770.873
2005-03-08,767.526
2005-03-09,760.217
2005-03-10,761.928
2005-03-11,756.088
2005-03-14,760.472
2005-03-15,754.7
2005-03-16,748.522
2005-03-17,749.636
2005-03-18,749.722
2005-03-21,745.881
2005-03-22,738.126
2005-03-23,739.074
2005-03-24,738.136
2005-03-25,738.136
2005-03-28,740.172
2005-03-29,735.364
2005-03-30,745.4
2005-03-31,744.242
2005-04-01,738.913
2005-04-04,741.448
2005-04-05,745.088
2005-04-06,746.773
2005-04-07,751.412
2005-04-08,745.263
2005-04-11,745.189
2005-04-12,749.382
2005-04-13,741.238
2005-04-14,734.708
2005-04-15,723.769
2005-04-18,725.222
2005-04-19,728.852
2005-04-20,719.547
2005-04-21,733.627
2005-04-22,728.745
2005-04-25,734.55
2005-04-26,728.546
2005-04-27,731.992
2005-04-28,724.49
2005-04-29,733.358
2005-05-02,736.514
2005-05-03,736.16
2005-05-04,745.258
2005-05-05,743.233
2005-05-06,741.933
2005-05-09,746.34
2005-05-10,738.507
2005-05-11,742.061
2005-05-12,735.496
2005-05-13,732.495
2005-05-16,739.72
2005-05-17,744.775
2005-05-18,751.727
2005-05-19,755.539
2005-05-20,754.303
2005-05-23,756.977
2005-05-24,757.369
2005-05-25,755.084
2005-05-26,759.845
2005-05-27,760.514
2005-05-30,760.514
2005-05-31,755.352
2005-06-01,762.536
2005-06-02,763.794
2005-06-03,758.329
2005-06-06,759.257
2005-06-07,758.99
2005-06-08,757.291
2005-06-09,761.44
2005-06-10,759.621
2005-06-13,761.284
2005-06-14,762.699
2005-06-15,764.294
2005-06-16,766.968
2005-06-17,770.594
2005-06-20,770.585
2005-06-21,769.07
2005-06-22,769.12
2005-06-23,760.854
2005-06-24,755.361
2005-06-27,754.855
2005-06-28,761.229
2005-06-29,759.795
2005-06-30,754.103
2005-07-01,755.964
2005-07-04,755.964
2005-07-05,762.437
2005-07-06,756.262
2005-07-07,757.865
2005-07-08,766.636
2005-07-11,771.288
2005-07-12,773.165
2005-07-13,774.176
2005-07-14,776.526
2005-07-15,777.459
2005-07-18,772.565
2005-07-19,777.456
2005-07-20,780.631
2005-07-21,775.987
2005-07-22,779.549
2005-07-25,776.756
2005-07-26,777.907
2005-07-27,781.94
2005-07-28,786.101
2005-07-29,779.897
2005-08-01,780.733
2005-08-02,786.09
2005-08-03,786.873
2005-08-04,781.38
2005-08-05,775.925
2005-08-08,773.903
2005-08-09,779.532
2005-08-10,777.935
2005-08-11,783.573
2005-08-12,778.951
2005-08-15,781.062
2005-08-16,772.391
2005-08-17,773.125
2005-08-18,772.706
2005-08-19,773.02
2005-08-22,774.35
2005-08-23,771.796
2005-08-24,766.377
2005-08-25,767.837
2005-08-26,763.297
2005-08-29,768.072
2005-08-30,765.725
2005-08-31,772.925
2005-09-01,773.56
2005-09-02,771.721
2005-09-05,771.721
2005-09-06,781.372
2005-09-07,783.294
2005-09-08,780.648
2005-09-09,786.346
2005-09-12,785.685
2005-09-13,780.029
2005-09-14,777.353
2005-09-15,777.789
2005-09-16,784.651
2005-09-19,780.607
2005-09-20,774.937
2005-09-21,767.944
2005-09-22,770.924
2005-09-23,770.979
2005-09-26,770.921
2005-09-27,770.696
2005-09-28,771.361
2005-09-29,777.947
2005-09-30,778.247
2005-10-03,776.498
2005-10-04,769.231
2005-10-05,759.078
2005-10-06,756.738
2005-10-07,759.106
2005-10-10,754.561
2005-10-11,753.277
2005-10-12,749.243
2005-10-13,749.023
2005-10-14,754.871
2005-10-17,756.717
2005-10-18,749.617
2005-10-19,761.013
2005-10-20,749.572
2005-10-21,750.828
2005-10-24,763.062
2005-10-25,761.379
2005-10-26,758.242
2005-10-27,751.219
2005-10-28,763.353
2005-10-31,768.308
2005-11-01,765.693
2005-11-02,772.764
2005-11-03,776.789
2005-11-04,777.226
2005-11-07,779.298
2005-11-08,777.538
2005-11-09,778.472
2005-11-10,785.271
