Date,SINGAPORE MID CAP Mid Cap
2003-01-16,308.479
2003-01-17,303.169
2003-01-20,297.318
2003-01-21,296.798
2003-01-22,296.951
2003-01-23,299.628
2003-01-24,297.287
2003-01-27,289.154
2003-01-28,290.355
2003-01-29,286.929
2003-01-30,280.63
2003-01-31,282.123
2003-02-03,281.678
2003-02-04,285.844
2003-02-05,282.735
2003-02-06,283.227
2003-02-07,278.869
2003-02-10,274.811
2003-02-11,278.79
2003-02-12,277.981
2003-02-13,275.87
2003-02-14,274.731
2003-02-17,282.676
2003-02-18,282.739
2003-02-19,286.235
2003-02-20,288.71
2003-02-21,290.237
2003-02-24,291.602
2003-02-25,288.618
2003-02-26,287.371
2003-02-27,286.355
2003-02-28,287.126
2003-03-03,293.61
2003-03-04,288.867
2003-03-05,288.495
2003-03-06,286.378
2003-03-07,283.117
2003-03-10,279.194
2003-03-11,282.315
2003-03-12,288.184
2003-03-13,287.511
2003-03-14,287.907
2003-03-17,283.587
2003-03-18,292.837
2003-03-19,294.301
2003-03-20,298.131
2003-03-21,302.241
2003-03-24,296.561
2003-03-25,298.515
2003-03-26,301.959
2003-03-27,299.282
2003-03-28,297.364
2003-03-31,288.368
2003-04-01,291.472
2003-04-02,292.359
2003-04-03,291.823
2003-04-04,297.59
2003-04-07,301.602
2003-04-08,296.992
2003-04-09,292.879
2003-04-10,298.299
2003-04-11,296.174
2003-04-14,292.238
2003-04-15,292.438
2003-04-16,294.609
2003-04-17,292.95
2003-04-18,292.95
2003-04-21,292.028
2003-04-22,291.191
2003-04-23,290.84
2003-04-24,287.326
2003-04-25,286.485
2003-04-28,288.874
2003-04-29,296.658
2003-04-30,295.662
2003-05-01,296.866
2003-05-02,300.386
2003-05-05,304.972
2003-05-06,306.234
2003-05-07,307.693
2003-05-08,309.408
2003-05-09,308.038
2003-05-12,311.198
2003-05-13,309.034
2003-05-14,309.415
2003-05-15,311.821
2003-05-16,310.01
2003-05-19,306.333
2003-05-20,305.98
2003-05-21,305.696
2003-05-22,309.834
2003-05-23,316.041
2003-05-26,316.7
2003-05-27,312.583
2003-05-28,318.371
2003-05-29,317.221
2003-05-30,319.323
2003-06-02,327.71
2003-06-03,327.696
2003-06-04,334.966
2003-06-05,344.259
2003-06-06,345.526
2003-06-09,348.24
2003-06-10,344.595
2003-06-11,340.567
2003-06-12,347.372
2003-06-13,349.802
2003-06-16,346.567
2003-06-17,352.009
2003-06-18,351.79
2003-06-19,359.33
2003-06-20,362.486
2003-06-23,352.042
2003-06-24,348.583
2003-06-25,348.564
2003-06-26,340.472
2003-06-27,344.608
2003-06-30,337.904
2003-07-01,340.401
2003-07-02,343.781
2003-07-03,347.014
2003-07-04,347.006
2003-07-07,351.658
2003-07-08,354.055
2003-07-09,356.006
2003-07-10,357.107
2003-07-11,357.828
2003-07-14,364.661
2003-07-15,366.225
2003-07-16,363.699
2003-07-17,360.221
2003-07-18,361.173
2003-07-21,360.905
2003-07-22,355.36
2003-07-23,358.469
2003-07-24,359.833
2003-07-25,364.449
2003-07-28,366.451
2003-07-29,367.537
2003-07-30,365.394
2003-07-31,359.088
2003-08-01,360.045
2003-08-04,362.521
2003-08-05,353.821
2003-08-06,353.167
2003-08-07,355.65
2003-08-08,356.618
2003-08-11,362.783
2003-08-12,364.475
2003-08-13,365.883
2003-08-14,368.354
2003-08-15,371.273
2003-08-18,374.118
2003-08-19,376.13
2003-08-20,376.733
2003-08-21,378.691
2003-08-22,378.203
2003-08-25,375.548
2003-08-26,365.734
2003-08-27,370.045
2003-08-28,371.182
2003-08-29,374.946
2003-09-01,376.184
2003-09-02,371.503
2003-09-03,374.463
2003-09-04,373.55
2003-09-05,376.625
2003-09-08,373.858
2003-09-09,369.979
2003-09-10,369.468
2003-09-11,371.733
2003-09-12,370.617
2003-09-15,368.533
2003-09-16,367.086
2003-09-17,368.406
2003-09-18,370.603
2003-09-19,367.39
2003-09-22,370.884
2003-09-23,368.009
2003-09-24,377.846
2003-09-25,376.454
2003-09-26,372.901
2003-09-29,374.607
2003-09-30,375.022
2003-10-01,372.632
2003-10-02,376.385
2003-10-03,383.212
2003-10-06,398.309
2003-10-07,402.877
2003-10-08,400.862
2003-10-09,404.505
2003-10-10,404.269
2003-10-13,409.42
2003-10-14,399.112
2003-10-15,404.931
2003-10-16,410.233
2003-10-17,410.172
2003-10-20,408.324
2003-10-21,412.121
2003-10-22,408.205
2003-10-23,397.717
2003-10-24,398.128
2003-10-27,396.04
2003-10-28,401.296
2003-10-29,401.423
2003-10-30,400.865
2003-10-31,396.219
2003-11-03,401.324
2003-11-04,402.025
2003-11-05,404.218
2003-11-06,397.143
2003-11-07,399.187
2003-11-10,395.291
2003-11-11,387.557
2003-11-12,393.142
2003-11-13,401.213
2003-11-14,395.865
2003-11-17,388.025
2003-11-18,389.224
2003-11-19,385.23
2003-11-20,383.507
2003-11-21,382.076
2003-11-24,387.706
2003-11-25,387.706
2003-11-26,386.929
2003-11-27,388.147
2003-11-28,395.885
2003-12-01,402.757
2003-12-02,400.272
2003-12-03,404.336
2003-12-04,406.725
2003-12-05,402.459
2003-12-08,401.779
2003-12-09,398.777
2003-12-10,396.322
2003-12-11,396.984
2003-12-12,400.254
2003-12-15,403.244
2003-12-16,403.044
2003-12-17,400.085
2003-12-18,398.818
2003-12-19,399.312
2003-12-22,398.861
2003-12-23,398.067
2003-12-24,401.175
2003-12-25,401.175
2003-12-26,402.46
2003-12-29,408.388
2003-12-30,412.916
2003-12-31,412.63
2004-01-01,412.63
2004-01-02,419.214
2004-01-05,425.254
2004-01-06,424.155
2004-01-07,434.595
2004-01-08,435.469
2004-01-09,435.711
2004-01-12,431.13
2004-01-13,439.806
2004-01-14,442.685
2004-01-15,433.944
2004-01-16,435.384
2004-01-19,439.748
2004-01-20,441.644
2004-01-21,449.402
2004-01-22,451.209
2004-01-23,450.516
2004-01-26,454.268
2004-01-27,450.097
2004-01-28,440.222
2004-01-29,435.295
2004-01-30,438.694
2004-02-02,438.991
2004-02-03,434.271
2004-02-04,431.526
2004-02-05,431.47
2004-02-06,434.744
2004-02-09,443.661
2004-02-10,442.525
2004-02-11,440.19
2004-02-12,437.326
2004-02-13,434.819
2004-02-16,434.09
2004-02-17,440.45
2004-02-18,439.214
2004-02-19,436.798
2004-02-20,439.015
2004-02-23,439.324
2004-02-24,438.001
2004-02-25,436.409
2004-02-26,437.291
2004-02-27,436.798
2004-03-01,438.27
2004-03-02,436.161
2004-03-03,432.29
2004-03-04,431.913
2004-03-05,434.379
2004-03-08,431.44
2004-03-09,427.622
2004-03-10,422.188
2004-03-11,416.26
2004-03-12,415.84
2004-03-15,414.531
2004-03-16,416.108
2004-03-17,419.492
2004-03-18,422.561
2004-03-19,420.407
2004-03-22,417.333
2004-03-23,419.981
2004-03-24,420.465
2004-03-25,419.053
2004-03-26,417.615
2004-03-29,422.086
2004-03-30,427.871
2004-03-31,430.983
2004-04-01,438.456
2004-04-02,441.268
2004-04-05,448.004
2004-04-06,445.034
2004-04-07,450.27
2004-04-08,454.947
2004-04-09,454.947
2004-04-12,456.551
2004-04-13,454.227
2004-04-14,446.111
2004-04-15,439.717
2004-04-16,441.99
2004-04-19,437.854
2004-04-20,440.322
2004-04-21,435.88
2004-04-22,435.872
2004-04-23,439.652
2004-04-26,437.021
2004-04-27,438.578
2004-04-28,440.778
2004-04-29,427.457
2004-04-30,426.938
2004-05-03,429.868
2004-05-04,439.392
2004-05-05,441.532
2004-05-06,435.733
2004-05-07,431.141
2004-05-10,413.233
2004-05-11,414.086
2004-05-12,413.236
2004-05-13,405.843
2004-05-14,403.809
2004-05-17,388.674
2004-05-18,395.104
2004-05-19,409.577
2004-05-20,400.669
2004-05-21,409.835
2004-05-24,411.457
2004-05-25,408.009
2004-05-26,412.736
2004-05-27,419.294
2004-05-28,417.295
2004-05-31,418.756
2004-06-01,416.051
2004-06-02,415.087
2004-06-03,410.759
2004-06-04,413.666
2004-06-07,423.426
2004-06-08,422.585
2004-06-09,425.413
2004-06-10,425.975
2004-06-11,422.939
2004-06-14,420.639
2004-06-15,421.67
2004-06-16,422.629
2004-06-17,417.841
2004-06-18,413.903
2004-06-21,411.493
2004-06-22,413.43
2004-06-23,417.757
2004-06-24,418.705
2004-06-25,419.912
2004-06-28,425.311
2004-06-29,425.877
2004-06-30,425.671
2004-07-01,429.809
2004-07-02,430.311
2004-07-05,432.159
2004-07-06,434.621
2004-07-07,435.028
2004-07-08,431.153
2004-07-09,433.445
2004-07-12,435.055
2004-07-13,437.621
2004-07-14,430.585
2004-07-15,429.828
2004-07-16,433.41
2004-07-19,435.45
2004-07-20,429.354
2004-07-21,431.212
2004-07-22,425.06
2004-07-23,417.64
2004-07-26,421.25
2004-07-27,423.758
2004-07-28,424.35
2004-07-29,427.24
2004-07-30,429.752
2004-08-02,431.751
2004-08-03,439.825
2004-08-04,441.312
2004-08-05,450.101
2004-08-06,444.023
2004-08-09,444.165
2004-08-10,443.224
2004-08-11,435.801
2004-08-12,436.665
2004-08-13,434.124
2004-08-16,431.192
2004-08-17,432.397
2004-08-18,434.839
2004-08-19,443.769
2004-08-20,439.055
2004-08-23,441.003
2004-08-24,442.769
2004-08-25,446.565
2004-08-26,446.023
2004-08-27,445.134
2004-08-30,442.311
2004-08-31,444.211
2004-09-01,450.432
2004-09-02,453.059
2004-09-03,448.052
2004-09-06,447.646
2004-09-07,453.417
2004-09-08,451.908
2004-09-09,449.964
2004-09-10,454.043
2004-09-13,459.554
2004-09-14,461.966
2004-09-15,461.508
2004-09-16,459.302
2004-09-17,469.166
2004-09-20,467.115
2004-09-21,471.121
2004-09-22,468.168
2004-09-23,469.21
2004-09-24,469.995
2004-09-27,471.286
2004-09-28,470.148
2004-09-29,468.842
2004-09-30,471.092
2004-10-01,471.907
2004-10-04,481.087
2004-10-05,479.303
2004-10-06,481.559
2004-10-07,481.945
2004-10-08,483.864
2004-10-11,480.097
2004-10-12,474.011
2004-10-13,471.482
2004-10-14,467.571
2004-10-15,469.318
2004-10-18,465.725
2004-10-19,472.482
2004-10-20,466.271
2004-10-21,471.182
2004-10-22,475.725
2004-10-25,470.632
2004-10-26,471.955
2004-10-27,471.379
2004-10-28,476.415
2004-10-29,471.429
2004-11-01,468.655
2004-11-02,475.707
2004-11-03,479.307
2004-11-04,484.644
2004-11-05,489.439
2004-11-08,486.836
2004-11-09,488.305
2004-11-10,485.197
2004-11-11,485.812
2004-11-12,491.031
2004-11-15,490.956
2004-11-16,487.294
2004-11-17,495.415
2004-11-18,489.3
2004-11-19,491.205
2004-11-22,488.083
2004-11-23,493.797
2004-11-24,496.242
2004-11-25,500.376
2004-11-26,495.734
2004-11-29,497.795
2004-11-30,494.671
2004-12-01,499.634
2004-12-02,506.907
2004-12-03,504.072
2004-12-06,500.353
2004-12-07,493.301
2004-12-08,489.865
2004-12-09,483.914
2004-12-10,485.164
2004-12-13,486.232
2004-12-14,489.384
2004-12-15,504.706
2004-12-16,499.471
2004-12-17,501.526
2004-12-20,503.923
2004-12-21,506.506
2004-12-22,501.125
2004-12-23,502.584
2004-12-24,505.408
2004-12-27,507.459
2004-12-28,511.581
2004-12-29,510.538
2004-12-30,514.196
2004-12-31,516.762
2005-01-03,518.323
2005-01-04,513.067
2005-01-05,512.813
2005-01-06,517.781
2005-01-07,514.37
2005-01-10,514.659
2005-01-11,515.526
2005-01-12,515.294
2005-01-13,521.566
2005-01-14,517.619
2005-01-17,519.85
2005-01-18,523.533
2005-01-19,525.096
2005-01-20,522.417
2005-01-21,522.608
2005-01-24,520.502
2005-01-25,518.146
2005-01-26,521.418
2005-01-27,519.145
2005-01-28,518.898
2005-01-31,520.581
2005-02-01,519.372
2005-02-02,523.412
2005-02-03,521.184
2005-02-04,522.693
2005-02-07,523.448
2005-02-08,523.694
2005-02-09,523.519
2005-02-10,523.139
2005-02-11,523.069
2005-02-14,529.819
2005-02-15,530.702
2005-02-16,527.061
2005-02-17,526.265
2005-02-18,531.583
2005-02-21,529.581
2005-02-22,524.863
2005-02-23,520.664
2005-02-24,522.835
2005-02-25,522.935
2005-02-28,524.459
2005-03-01,525.06
2005-03-02,522.789
2005-03-03,521.946
2005-03-04,525.491
2005-03-07,525.256
2005-03-08,528.934
2005-03-09,538.311
2005-03-10,535.393
2005-03-11,536.471
2005-03-14,535.96
2005-03-15,534.011
2005-03-16,541.503
2005-03-17,541.337
2005-03-18,546.047
2005-03-21,548.721
2005-03-22,542.469
2005-03-23,532.78
2005-03-24,529.976
2005-03-25,529.976
2005-03-28,527.457
2005-03-29,518.663
2005-03-30,519.132
2005-03-31,524.633
2005-04-01,521.467
2005-04-04,521.605
2005-04-05,524.202
2005-04-06,525.395
2005-04-07,532.86
2005-04-08,536.631
2005-04-11,537.749
2005-04-12,538.058
2005-04-13,538.546
2005-04-14,531.169
2005-04-15,523.546
2005-04-18,515.5
2005-04-19,523.587
2005-04-20,526.181
2005-04-21,530.188
2005-04-22,532.19
2005-04-25,534.083
2005-04-26,532.602
2005-04-27,532.639
2005-04-28,532.25
2005-04-29,536.104
2005-05-02,534.958
2005-05-03,540.412
2005-05-04,546.783
2005-05-05,547.061
2005-05-06,556.423
2005-05-09,552.096
2005-05-10,553.902
2005-05-11,557.482
2005-05-12,551.061
2005-05-13,546.007
2005-05-16,541.0
2005-05-17,539.885
2005-05-18,541.089
2005-05-19,540.954
2005-05-20,536.797
2005-05-23,537.784
2005-05-24,541.5
2005-05-25,537.787
2005-05-26,535.019
2005-05-27,537.079
2005-05-30,538.644
2005-05-31,540.325
2005-06-01,540.967
2005-06-02,543.468
2005-06-03,543.579
2005-06-06,548.151
2005-06-07,547.017
2005-06-08,549.049
2005-06-09,552.028
2005-06-10,556.409
2005-06-13,548.565
2005-06-14,548.64
2005-06-15,548.634
2005-06-16,550.992
2005-06-17,552.786
2005-06-20,549.271
2005-06-21,554.294
2005-06-22,556.553
2005-06-23,563.955
2005-06-24,563.14
2005-06-27,558.195
2005-06-28,558.0
2005-06-29,553.717
2005-06-30,552.915
2005-07-01,555.97
2005-07-04,556.874
2005-07-05,559.554
2005-07-06,569.126
2005-07-07,565.786
2005-07-08,564.83
2005-07-11,573.952
2005-07-12,577.586
2005-07-13,571.072
2005-07-14,569.062
2005-07-15,568.986
2005-07-18,568.132
2005-07-19,581.111
2005-07-20,585.783
2005-07-21,601.596
2005-07-22,607.314
2005-07-25,602.894
2005-07-26,602.367
2005-07-27,602.016
2005-07-28,606.785
2005-07-29,606.072
2005-08-01,616.793
2005-08-02,621.452
2005-08-03,618.933
2005-08-04,617.632
2005-08-05,613.551
2005-08-08,615.163
2005-08-09,614.438
2005-08-10,614.733
2005-08-11,604.619
2005-08-12,604.168
2005-08-15,597.016
2005-08-16,603.656
2005-08-17,597.413
2005-08-18,595.434
2005-08-19,594.575
2005-08-22,596.564
2005-08-23,595.773
2005-08-24,594.517
2005-08-25,596.509
2005-08-26,594.647
2005-08-29,588.528
2005-08-30,587.24
2005-08-31,590.954
2005-09-01,597.892
2005-09-02,596.435
2005-09-05,594.081
2005-09-06,597.33
2005-09-07,595.751
2005-09-08,590.076
2005-09-09,595.323
2005-09-12,603.845
2005-09-13,601.072
2005-09-14,604.637
2005-09-15,608.016
2005-09-16,605.195
2005-09-19,602.303
2005-09-20,609.823
2005-09-21,607.996
2005-09-22,603.842
2005-09-23,602.285
2005-09-26,609.284
2005-09-27,604.036
2005-09-28,602.406
2005-09-29,602.877
2005-09-30,604.264
2005-10-03,601.338
2005-10-04,610.224
2005-10-05,612.524
2005-10-06,604.611
2005-10-07,610.754
2005-10-10,621.437
2005-10-11,617.995
2005-10-12,607.415
2005-10-13,604.442
2005-10-14,600.477
2005-10-17,592.723
2005-10-18,587.555
2005-10-19,569.871
2005-10-20,571.674
2005-10-21,576.111
2005-10-24,573.291
2005-10-25,575.788
2005-10-26,577.244
2005-10-27,568.453
2005-10-28,567.878
2005-10-31,576.607
2005-11-01,576.573
2005-11-02,583.704
2005-11-03,582.964
2005-11-04,587.903
2005-11-07,585.87
2005-11-08,583.456
2005-11-09,581.368
