Date,ITALY SMALL CAP Small Cap
2002-01-29,74.543
2002-01-30,74.173
2002-01-31,75.122
2002-02-01,74.964
2002-02-04,75.555
2002-02-05,74.779
2002-02-06,73.627
2002-02-07,74.118
2002-02-08,74.592
2002-02-11,75.024
2002-02-12,74.485
2002-02-13,74.533
2002-02-14,74.6
2002-02-15,74.888
2002-02-18,74.325
2002-02-19,73.376
2002-02-20,72.603
2002-02-21,73.088
2002-02-22,73.582
2002-02-25,73.314
2002-02-26,73.548
2002-02-27,74.321
2002-02-28,74.965
2002-03-01,75.512
2002-03-04,77.135
2002-03-05,76.849
2002-03-06,78.172
2002-03-07,79.123
2002-03-08,79.017
2002-03-11,79.256
2002-03-12,78.503
2002-03-13,80.026
2002-03-14,81.207
2002-03-15,81.384
2002-03-18,81.38
2002-03-19,82.318
2002-03-20,81.559
2002-03-21,81.245
2002-03-22,81.602
2002-03-25,81.57
2002-03-26,81.312
2002-03-27,81.203
2002-03-28,81.918
2002-03-29,81.918
2002-04-01,82.59
2002-04-02,82.135
2002-04-03,81.736
2002-04-04,81.465
2002-04-05,81.478
2002-04-08,80.16
2002-04-09,81.143
2002-04-10,81.954
2002-04-11,82.551
2002-04-12,83.187
2002-04-15,83.908
2002-04-16,84.952
2002-04-17,85.42
2002-04-18,85.417
2002-04-19,85.802
2002-04-22,85.733
2002-04-23,85.593
2002-04-24,86.766
2002-04-25,86.694
2002-04-26,86.86
2002-04-29,86.382
2002-04-30,86.302
2002-05-01,86.79
2002-05-02,85.004
2002-05-03,86.185
2002-05-06,86.549
2002-05-07,85.311
2002-05-08,86.058
2002-05-09,85.876
2002-05-10,85.588
2002-05-13,85.825
2002-05-14,85.342
2002-05-15,85.644
2002-05-16,86.17
2002-05-17,87.69
2002-05-20,87.662
2002-05-21,88.192
2002-05-22,87.721
2002-05-23,86.198
2002-05-24,85.904
2002-05-27,85.854
2002-05-28,86.62
2002-05-29,87.059
2002-05-30,86.65
2002-05-31,86.065
2002-06-03,85.526
2002-06-04,84.051
2002-06-05,84.219
2002-06-06,84.263
2002-06-07,83.644
2002-06-10,83.224
2002-06-11,84.358
2002-06-12,83.894
2002-06-13,83.177
2002-06-14,81.375
2002-06-17,82.047
2002-06-18,82.306
2002-06-19,82.01
2002-06-20,81.648
2002-06-21,81.966
2002-06-24,80.252
2002-06-25,80.257
2002-06-26,80.068
2002-06-27,80.907
2002-06-28,82.409
2002-07-01,82.566
2002-07-02,81.274
2002-07-03,79.586
2002-07-04,79.049
2002-07-05,79.993
2002-07-08,81.032
2002-07-09,82.012
2002-07-10,80.875
2002-07-11,80.284
2002-07-12,79.199
2002-07-15,79.103
2002-07-16,79.025
2002-07-17,79.735
2002-07-18,80.384
2002-07-19,79.822
2002-07-22,77.37
2002-07-23,75.084
2002-07-24,73.946
2002-07-25,74.475
2002-07-26,73.754
2002-07-29,75.202
2002-07-30,76.095
2002-07-31,76.617
2002-08-01,76.174
2002-08-02,75.659
2002-08-05,74.729
2002-08-06,73.915
2002-08-07,74.39
2002-08-08,75.257
2002-08-09,75.903
2002-08-12,75.703
2002-08-13,75.936
2002-08-14,75.797
2002-08-15,75.233
2002-08-16,76.75
2002-08-19,78.018
2002-08-20,78.281
2002-08-21,79.219
2002-08-22,79.378
2002-08-23,79.17
2002-08-26,79.83
2002-08-27,81.531
2002-08-28,80.23
2002-08-29,79.128
2002-08-30,79.324
2002-09-02,79.373
2002-09-03,78.082
2002-09-04,77.583
2002-09-05,76.664
2002-09-06,77.459
2002-09-09,76.67
2002-09-10,77.449
2002-09-11,77.52
2002-09-12,76.828
2002-09-13,76.233
2002-09-16,75.337
2002-09-17,74.794
2002-09-18,73.7
2002-09-19,73.213
2002-09-20,72.466
2002-09-23,69.921
2002-09-24,67.874
2002-09-25,68.69
2002-09-26,69.433
2002-09-27,69.14
2002-09-30,67.534
2002-10-01,67.389
2002-10-02,67.929
2002-10-03,67.985
2002-10-04,66.442
2002-10-07,66.517
2002-10-08,66.55
2002-10-09,65.263
2002-10-10,65.512
2002-10-11,67.702
2002-10-14,67.402
2002-10-15,69.292
2002-10-16,69.513
2002-10-17,70.74
2002-10-18,71.151
2002-10-21,71.255
2002-10-22,71.364
2002-10-23,69.593
2002-10-24,70.144
2002-10-25,70.3
2002-10-28,71.087
2002-10-29,69.824
2002-10-30,70.471
2002-10-31,71.789
2002-11-01,72.098
2002-11-04,73.794
2002-11-05,74.592
2002-11-06,73.636
2002-11-07,72.499
2002-11-08,72.024
2002-11-11,70.914
2002-11-12,71.897
2002-11-13,71.58
2002-11-14,72.396
2002-11-15,72.862
2002-11-18,73.407
2002-11-19,73.476
2002-11-20,72.731
2002-11-21,73.55
2002-11-22,73.858
2002-11-25,74.289
2002-11-26,74.34
2002-11-27,75.277
2002-11-28,76.656
2002-11-29,75.895
2002-12-02,75.967
2002-12-03,74.812
2002-12-04,75.342
2002-12-05,74.302
2002-12-06,74.004
2002-12-09,72.765
2002-12-10,72.9
2002-12-11,73.879
2002-12-12,73.869
2002-12-13,73.313
2002-12-16,74.459
2002-12-17,75.237
2002-12-18,74.09
2002-12-19,72.979
2002-12-20,73.551
2002-12-23,73.442
2002-12-24,73.746
2002-12-25,73.746
2002-12-26,73.932
2002-12-27,73.985
2002-12-30,74.506
2002-12-31,74.798
2003-01-01,74.798
2003-01-02,74.914
2003-01-03,75.94
2003-01-06,76.927
2003-01-07,75.458
2003-01-08,74.412
2003-01-09,75.742
2003-01-10,76.285
2003-01-13,76.337
2003-01-14,76.924
2003-01-15,76.232
2003-01-16,76.021
2003-01-17,74.939
2003-01-20,74.66
2003-01-21,74.24
2003-01-22,73.444
2003-01-23,73.762
2003-01-24,73.736
2003-01-27,72.735
2003-01-28,72.095
2003-01-29,72.199
2003-01-30,72.145
2003-01-31,72.189
2003-02-03,73.533
2003-02-04,73.256
2003-02-05,73.423
2003-02-06,72.774
2003-02-07,72.9
2003-02-10,71.719
2003-02-11,72.172
2003-02-12,71.606
2003-02-13,72.078
2003-02-14,72.306
2003-02-17,72.779
2003-02-18,73.0
2003-02-19,73.083
2003-02-20,73.251
2003-02-21,73.6
2003-02-24,73.025
2003-02-25,71.572
2003-02-26,71.93
2003-02-27,71.892
2003-02-28,73.086
2003-03-03,74.043
2003-03-04,73.339
2003-03-05,73.34
2003-03-06,72.569
2003-03-07,71.797
2003-03-10,70.945
2003-03-11,70.963
2003-03-12,69.594
2003-03-13,70.206
2003-03-14,71.134
2003-03-17,70.992
2003-03-18,71.118
2003-03-19,71.901
2003-03-20,71.149
2003-03-21,72.18
2003-03-24,71.606
2003-03-25,71.965
2003-03-26,72.235
2003-03-27,71.895
2003-03-28,72.128
2003-03-31,72.175
2003-04-01,72.453
2003-04-02,73.005
2003-04-03,73.588
2003-04-04,73.941
2003-04-07,74.959
2003-04-08,75.416
2003-04-09,75.486
2003-04-10,76.493
2003-04-11,76.294
2003-04-14,76.884
2003-04-15,77.796
2003-04-16,78.096
2003-04-17,78.813
2003-04-18,78.813
2003-04-21,78.473
2003-04-22,79.112
2003-04-23,79.932
2003-04-24,80.196
2003-04-25,79.757
2003-04-28,80.497
2003-04-29,80.961
2003-04-30,82.253
2003-05-01,83.008
2003-05-02,82.811
2003-05-05,83.89
2003-05-06,84.808
2003-05-07,85.111
2003-05-08,84.958
2003-05-09,84.79
2003-05-12,85.247
2003-05-13,85.333
2003-05-14,85.477
2003-05-15,85.307
2003-05-16,85.986
2003-05-19,85.151
2003-05-20,85.049
2003-05-21,83.929
2003-05-22,85.134
2003-05-23,85.86
2003-05-26,86.441
2003-05-27,86.998
2003-05-28,87.053
2003-05-29,88.253
2003-05-30,88.225
2003-06-02,89.508
2003-06-03,88.622
2003-06-04,88.799
2003-06-05,90.035
2003-06-06,90.359
2003-06-09,89.775
2003-06-10,89.457
2003-06-11,91.143
2003-06-12,91.036
2003-06-13,91.046
2003-06-16,92.285
2003-06-17,92.497
2003-06-18,91.69
2003-06-19,91.032
2003-06-20,90.93
2003-06-23,89.838
2003-06-24,89.432
2003-06-25,90.185
2003-06-26,88.745
2003-06-27,88.933
2003-06-30,88.488
2003-07-01,88.26
2003-07-02,88.946
2003-07-03,89.187
2003-07-04,88.804
2003-07-07,88.943
2003-07-08,89.263
2003-07-09,89.651
2003-07-10,89.252
2003-07-11,89.011
2003-07-14,89.64
2003-07-15,89.338
2003-07-16,89.814
2003-07-17,89.147
2003-07-18,89.985
2003-07-21,90.279
2003-07-22,90.609
2003-07-23,90.854
2003-07-24,91.979
2003-07-25,92.053
2003-07-28,92.292
2003-07-29,91.947
2003-07-30,91.493
2003-07-31,90.628
2003-08-01,90.424
2003-08-04,91.216
2003-08-05,91.142
2003-08-06,90.62
2003-08-07,90.754
2003-08-08,90.449
2003-08-11,90.349
2003-08-12,90.76
2003-08-13,90.955
2003-08-14,91.16
2003-08-15,91.096
2003-08-18,91.316
2003-08-19,91.638
2003-08-20,91.794
2003-08-21,92.051
2003-08-22,91.352
2003-08-25,90.968
2003-08-26,91.048
2003-08-27,91.85
2003-08-28,92.385
2003-08-29,92.887
2003-09-01,93.839
2003-09-02,93.21
2003-09-03,94.559
2003-09-04,94.761
2003-09-05,96.075
2003-09-08,96.947
2003-09-09,96.716
2003-09-10,96.278
2003-09-11,96.685
2003-09-12,98.116
2003-09-15,98.419
2003-09-16,98.28
2003-09-17,98.862
2003-09-18,99.348
2003-09-19,100.484
2003-09-22,99.925
2003-09-23,100.322
2003-09-24,100.301
2003-09-25,100.493
2003-09-26,99.449
2003-09-29,99.994
2003-09-30,99.607
2003-10-01,100.998
2003-10-02,101.416
2003-10-03,102.104
2003-10-06,102.735
2003-10-07,103.199
2003-10-08,104.014
2003-10-09,103.999
2003-10-10,104.802
2003-10-13,104.871
2003-10-14,104.707
2003-10-15,104.889
2003-10-16,104.926
2003-10-17,104.098
2003-10-20,104.44
2003-10-21,105.272
2003-10-22,105.237
2003-10-23,104.987
2003-10-24,105.662
2003-10-27,106.142
2003-10-28,105.957
2003-10-29,106.345
2003-10-30,105.944
2003-10-31,105.978
2003-11-03,105.513
2003-11-04,105.481
2003-11-05,105.151
2003-11-06,105.096
2003-11-07,106.418
2003-11-10,106.883
2003-11-11,106.047
2003-11-12,107.561
2003-11-13,108.541
2003-11-14,108.704
2003-11-17,107.438
2003-11-18,109.103
2003-11-19,109.608
2003-11-20,108.751
2003-11-21,109.106
2003-11-24,109.278
2003-11-25,110.373
2003-11-26,111.665
2003-11-27,114.026
2003-11-28,115.655
2003-12-01,116.928
2003-12-02,118.485
2003-12-03,119.264
2003-12-04,120.367
2003-12-05,120.316
2003-12-08,120.541
2003-12-09,119.019
2003-12-10,117.987
2003-12-11,117.559
2003-12-12,117.599
2003-12-15,119.808
2003-12-16,120.082
2003-12-17,120.494
2003-12-18,120.025
2003-12-19,117.677
2003-12-22,115.336
2003-12-23,114.961
2003-12-24,115.285
2003-12-25,115.285
2003-12-26,115.239
2003-12-29,116.775
2003-12-30,118.494
2003-12-31,119.279
2004-01-01,119.279
2004-01-02,119.657
2004-01-05,120.938
2004-01-06,122.253
2004-01-07,119.377
2004-01-08,119.337
2004-01-09,120.629
2004-01-12,119.633
2004-01-13,119.124
2004-01-14,119.242
2004-01-15,118.945
2004-01-16,116.765
2004-01-19,117.81
2004-01-20,119.356
2004-01-21,119.154
2004-01-22,119.16
2004-01-23,119.573
2004-01-26,118.001
2004-01-27,119.631
2004-01-28,119.028
2004-01-29,116.735
2004-01-30,116.886
2004-02-02,116.723
2004-02-03,117.017
2004-02-04,116.668
2004-02-05,116.578
2004-02-06,118.24
2004-02-09,118.546
2004-02-10,119.145
2004-02-11,118.2
2004-02-12,119.058
2004-02-13,118.126
2004-02-16,118.401
2004-02-17,119.02
2004-02-18,119.64
2004-02-19,118.289
2004-02-20,116.762
2004-02-23,116.98
2004-02-24,117.31
2004-02-25,116.523
2004-02-26,114.794
2004-02-27,115.822
2004-03-01,116.162
2004-03-02,115.38
2004-03-03,114.531
2004-03-04,114.806
2004-03-05,117.285
2004-03-08,117.027
2004-03-09,116.99
2004-03-10,115.147
2004-03-11,113.154
2004-03-12,112.757
2004-03-15,110.567
2004-03-16,111.926
2004-03-17,110.999
2004-03-18,111.671
2004-03-19,110.476
2004-03-22,108.985
2004-03-23,108.79
2004-03-24,107.842
2004-03-25,109.029
2004-03-26,108.31
2004-03-29,109.907
2004-03-30,109.726
2004-03-31,111.088
2004-04-01,112.25
2004-04-02,111.174
2004-04-05,110.314
2004-04-06,110.472
2004-04-07,111.942
2004-04-08,112.024
2004-04-09,112.024
2004-04-12,111.709
2004-04-13,110.755
2004-04-14,110.351
2004-04-15,110.805
2004-04-16,111.736
2004-04-19,111.895
2004-04-20,111.913
2004-04-21,111.262
2004-04-22,111.479
2004-04-23,111.532
2004-04-26,112.481
2004-04-27,113.305
2004-04-28,111.751
2004-04-29,112.063
2004-04-30,112.169
2004-05-03,112.614
2004-05-04,113.509
2004-05-05,113.984
2004-05-06,111.385
2004-05-07,109.074
2004-05-10,106.688
2004-05-11,107.333
2004-05-12,106.937
2004-05-13,107.302
2004-05-14,107.445
2004-05-17,107.062
2004-05-18,107.372
2004-05-19,110.184
2004-05-20,109.008
2004-05-21,109.83
2004-05-24,110.393
2004-05-25,111.429
2004-05-26,112.969
2004-05-27,114.834
2004-05-28,114.501
2004-05-31,113.987
2004-06-01,114.258
2004-06-02,115.686
2004-06-03,114.982
2004-06-04,115.337
2004-06-07,116.275
2004-06-08,115.852
2004-06-09,113.991
2004-06-10,114.03
2004-06-11,113.5
2004-06-14,114.098
2004-06-15,114.442
2004-06-16,114.281
2004-06-17,114.272
2004-06-18,115.191
2004-06-21,115.676
2004-06-22,116.494
2004-06-23,116.79
2004-06-24,117.961
2004-06-25,118.03
2004-06-28,119.1
2004-06-29,118.59
2004-06-30,119.861
2004-07-01,119.808
2004-07-02,121.159
2004-07-05,120.341
2004-07-06,119.913
2004-07-07,121.214
2004-07-08,121.858
2004-07-09,121.568
2004-07-12,121.642
2004-07-13,120.909
2004-07-14,121.423
2004-07-15,120.937
2004-07-16,122.005
2004-07-19,121.615
2004-07-20,120.741
2004-07-21,119.639
2004-07-22,119.347
2004-07-23,118.153
2004-07-26,118.401
2004-07-27,117.621
2004-07-28,117.345
2004-07-29,118.35
2004-07-30,118.491
2004-08-02,118.483
2004-08-03,118.985
2004-08-04,118.295
2004-08-05,118.854
2004-08-06,119.628
2004-08-09,118.224
2004-08-10,118.983
2004-08-11,117.316
2004-08-12,118.188
2004-08-13,119.285
2004-08-16,119.641
2004-08-17,120.049
2004-08-18,119.715
2004-08-19,120.748
2004-08-20,120.374
2004-08-23,120.194
2004-08-24,120.212
2004-08-25,119.793
2004-08-26,119.756
2004-08-27,118.907
2004-08-30,119.134
2004-08-31,120.126
2004-09-01,120.523
2004-09-02,120.973
2004-09-03,119.925
2004-09-06,120.012
2004-09-07,119.731
2004-09-08,120.691
2004-09-09,120.885
2004-09-10,122.945
2004-09-13,122.784
2004-09-14,122.924
2004-09-15,122.395
2004-09-16,122.898
2004-09-17,123.515
2004-09-20,123.301
2004-09-21,125.281
2004-09-22,124.778
2004-09-23,125.572
2004-09-24,125.552
2004-09-27,125.66
2004-09-28,126.324
2004-09-29,127.239
2004-09-30,128.229
2004-10-01,129.239
2004-10-04,128.405
2004-10-05,128.738
2004-10-06,128.738
2004-10-07,128.703
2004-10-08,130.007
2004-10-11,129.693
2004-10-12,128.51
2004-10-13,128.529
2004-10-14,129.792
2004-10-15,130.222
2004-10-18,130.726
2004-10-19,130.597
2004-10-20,130.944
2004-10-21,131.391
2004-10-22,131.684
2004-10-25,132.644
2004-10-26,133.004
2004-10-27,134.156
2004-10-28,133.972
2004-10-29,134.446
2004-11-01,135.332
2004-11-02,135.09
2004-11-03,136.534
2004-11-04,137.45
2004-11-05,138.304
2004-11-08,137.267
2004-11-09,136.711
2004-11-10,136.957
2004-11-11,137.311
2004-11-12,138.022
2004-11-15,137.652
2004-11-16,137.729
2004-11-17,138.987
2004-11-18,138.828
2004-11-19,139.716
2004-11-22,139.556
2004-11-23,140.546
2004-11-24,139.447
2004-11-25,140.854
2004-11-26,141.856
2004-11-29,142.895
2004-11-30,143.084
2004-12-01,144.149
2004-12-02,144.024
2004-12-03,145.647
2004-12-06,146.455
2004-12-07,148.152
2004-12-08,146.477
2004-12-09,145.41
2004-12-10,145.801
2004-12-13,147.696
2004-12-14,148.415
2004-12-15,150.308
2004-12-16,149.361
2004-12-17,149.029
2004-12-20,151.779
2004-12-21,151.834
2004-12-22,152.515
2004-12-23,154.14
2004-12-24,154.539
2004-12-27,155.821
2004-12-28,156.105
2004-12-29,155.839
2004-12-30,156.444
2004-12-31,156.014
2005-01-03,155.569
2005-01-04,154.397
2005-01-05,153.94
2005-01-06,152.663
2005-01-07,153.387
2005-01-10,153.27
2005-01-11,151.99
2005-01-12,153.911
2005-01-13,153.977
2005-01-14,153.392
2005-01-17,153.715
2005-01-18,153.421
2005-01-19,153.908
2005-01-20,152.94
2005-01-21,153.793
2005-01-24,153.813
2005-01-25,154.377
2005-01-26,156.192
2005-01-27,154.975
2005-01-28,154.48
2005-01-31,156.571
2005-02-01,156.895
2005-02-02,158.661
2005-02-03,158.267
2005-02-04,159.156
2005-02-07,159.429
2005-02-08,159.042
2005-02-09,158.825
2005-02-10,160.153
2005-02-11,161.282
2005-02-14,162.956
2005-02-15,163.419
2005-02-16,163.256
2005-02-17,165.431
2005-02-18,164.433
2005-02-21,160.197
2005-02-22,159.683
2005-02-23,158.965
2005-02-24,160.175
2005-02-25,161.42
2005-02-28,163.488
2005-03-01,163.65
2005-03-02,161.417
2005-03-03,161.18
2005-03-04,164.427
2005-03-07,164.411
2005-03-08,164.595
2005-03-09,164.384
2005-03-10,163.961
2005-03-11,165.14
2005-03-14,162.894
2005-03-15,163.687
2005-03-16,163.167
2005-03-17,161.696
2005-03-18,162.791
2005-03-21,161.605
2005-03-22,161.853
2005-03-23,158.263
2005-03-24,158.689
2005-03-25,158.689
2005-03-28,157.575
2005-03-29,158.002
2005-03-30,158.247
2005-03-31,159.676
2005-04-01,159.232
2005-04-04,158.799
2005-04-05,160.923
2005-04-06,162.619
2005-04-07,163.985
2005-04-08,163.623
2005-04-11,165.404
2005-04-12,163.89
2005-04-13,164.503
2005-04-14,163.143
2005-04-15,160.667
2005-04-18,159.747
2005-04-19,159.83
2005-04-20,159.873
2005-04-21,161.168
2005-04-22,161.876
2005-04-25,162.471
2005-04-26,162.103
2005-04-27,159.232
2005-04-28,158.171
2005-04-29,159.7
2005-05-02,158.232
2005-05-03,158.662
2005-05-04,159.968
2005-05-05,160.923
2005-05-06,159.008
2005-05-09,161.232
2005-05-10,161.869
2005-05-11,161.711
2005-05-12,162.09
2005-05-13,160.911
2005-05-16,159.793
2005-05-17,158.732
2005-05-18,160.061
2005-05-19,160.355
2005-05-20,159.224
2005-05-23,160.73
2005-05-24,161.09
2005-05-25,162.329
2005-05-26,162.487
2005-05-27,162.272
2005-05-30,161.67
2005-05-31,160.261
2005-06-01,160.242
2005-06-02,161.772
2005-06-03,161.351
2005-06-06,161.191
2005-06-07,161.833
2005-06-08,163.3
2005-06-09,161.567
2005-06-10,161.136
2005-06-13,160.619
2005-06-14,161.041
2005-06-15,162.054
2005-06-16,162.169
2005-06-17,164.507
2005-06-20,163.617
2005-06-21,164.547
2005-06-22,163.19
2005-06-23,163.089
2005-06-24,163.412
2005-06-27,163.958
2005-06-28,163.562
2005-06-29,163.896
2005-06-30,165.214
2005-07-01,164.68
2005-07-04,164.765
2005-07-05,164.391
2005-07-06,165.765
2005-07-07,163.793
2005-07-08,166.813
2005-07-11,169.746
2005-07-12,171.751
2005-07-13,171.895
2005-07-14,172.819
2005-07-15,171.079
2005-07-18,170.265
2005-07-19,170.667
2005-07-20,171.113
2005-07-21,172.308
2005-07-22,173.648
2005-07-25,172.993
2005-07-26,173.654
2005-07-27,175.895
2005-07-28,176.445
2005-07-29,177.806
2005-08-01,178.615
2005-08-02,180.156
2005-08-03,181.699
2005-08-04,181.722
2005-08-05,181.747
2005-08-08,183.41
2005-08-09,184.166
2005-08-10,185.453
2005-08-11,185.915
2005-08-12,185.101
2005-08-15,184.111
2005-08-16,183.885
2005-08-17,181.838
2005-08-18,179.602
2005-08-19,180.369
2005-08-22,183.154
2005-08-23,181.869
2005-08-24,181.728
2005-08-25,181.639
2005-08-26,180.648
2005-08-29,180.012
2005-08-30,179.925
2005-08-31,182.629
2005-09-01,186.368
2005-09-02,187.218
2005-09-05,189.092
2005-09-06,189.185
2005-09-07,187.691
2005-09-08,188.164
2005-09-09,189.726
2005-09-12,188.995
2005-09-13,186.914
2005-09-14,188.02
2005-09-15,187.053
2005-09-16,189.121
2005-09-19,187.963
2005-09-20,188.952
2005-09-21,189.314
2005-09-22,186.92
2005-09-23,185.663
2005-09-26,186.118
2005-09-27,185.558
2005-09-28,185.851
2005-09-29,185.106
2005-09-30,186.315
2005-10-03,183.804
2005-10-04,183.416
2005-10-05,182.027
2005-10-06,183.101
2005-10-07,182.505
2005-10-10,181.722
2005-10-11,181.075
2005-10-12,179.914
2005-10-13,174.865
2005-10-14,177.091
2005-10-17,177.053
2005-10-18,174.987
2005-10-19,170.932
2005-10-20,171.102
2005-10-21,169.972
2005-10-24,172.817
2005-10-25,174.347
2005-10-26,173.571
2005-10-27,171.2
2005-10-28,169.917
2005-10-31,170.929
2005-11-01,171.271
2005-11-02,172.625
2005-11-03,173.888
2005-11-04,171.351
2005-11-07,171.511
2005-11-08,170.79
2005-11-09,170.805
2005-11-10,169.706
