Date,ITALY SMALL CAP Small Cap
2005-11-11,173.14
2005-11-14,173.544
2005-11-15,171.32
2005-11-16,170.66
2005-11-17,172.05
2005-11-18,172.451
2005-11-21,172.072
2005-11-22,171.486
2005-11-23,172.972
2005-11-24,173.734
2005-11-25,173.401
2005-11-28,172.53
2005-11-29,171.555
2005-11-30,172.658
2005-12-01,172.845
2005-12-02,173.884
2005-12-05,175.22
2005-12-06,176.346
2005-12-07,175.819
2005-12-08,177.482
2005-12-09,177.053
2005-12-12,177.746
2005-12-13,176.457
2005-12-14,176.933
2005-12-15,174.584
2005-12-16,174.903
2005-12-19,175.794
2005-12-20,175.211
2005-12-21,174.54
2005-12-22,175.501
2005-12-23,175.184
2005-12-26,175.184
2005-12-27,175.117
2005-12-28,176.282
2005-12-29,175.445
2005-12-30,174.719
2006-01-02,175.054
2006-01-03,180.151
2006-01-04,184.407
2006-01-05,183.722
2006-01-06,185.736
2006-01-09,184.334
2006-01-10,183.971
2006-01-11,186.515
2006-01-12,186.301
2006-01-13,185.717
2006-01-16,187.944
2006-01-17,187.464
2006-01-18,187.122
2006-01-19,189.57
2006-01-20,188.29
2006-01-23,190.602
2006-01-24,192.665
2006-01-25,194.587
2006-01-26,195.785
2006-01-27,195.122
2006-01-30,193.232
2006-01-31,193.42
2006-02-01,193.945
2006-02-02,193.122
2006-02-03,192.065
2006-02-06,193.295
2006-02-07,193.224
2006-02-08,193.535
2006-02-09,195.722
2006-02-10,195.372
2006-02-13,196.433
2006-02-14,195.671
2006-02-15,197.755
2006-02-16,197.439
2006-02-17,199.701
2006-02-20,201.645
2006-02-21,200.502
2006-02-22,201.152
2006-02-23,202.549
2006-02-24,203.484
2006-02-27,204.908
2006-02-28,204.185
2006-03-01,205.171
2006-03-02,205.393
2006-03-03,206.424
2006-03-06,208.898
2006-03-07,204.789
2006-03-08,203.144
2006-03-09,204.855
2006-03-10,204.769
2006-03-13,208.522
2006-03-14,211.698
2006-03-15,212.743
2006-03-16,216.522
2006-03-17,216.786
2006-03-20,217.931
2006-03-21,216.496
2006-03-22,217.05
2006-03-23,214.117
2006-03-24,215.197
2006-03-27,213.005
2006-03-28,212.215
2006-03-29,211.965
2006-03-30,216.981
2006-03-31,216.424
2006-04-03,218.067
2006-04-04,220.839
2006-04-05,221.669
2006-04-06,219.67
2006-04-07,216.964
2006-04-10,216.939
2006-04-11,213.539
2006-04-12,213.64
2006-04-13,213.604
2006-04-14,213.604
2006-04-17,216.997
2006-04-18,216.249
2006-04-19,219.131
2006-04-20,220.554
2006-04-21,222.314
2006-04-24,223.607
2006-04-25,225.041
2006-04-26,226.27
2006-04-27,225.997
2006-04-28,226.694
2006-05-01,227.09
2006-05-02,227.948
2006-05-03,228.045
2006-05-04,231.236
2006-05-05,234.8
2006-05-08,235.803
2006-05-09,238.154
2006-05-10,238.387
2006-05-11,238.729
2006-05-12,235.604
2006-05-15,229.927
2006-05-16,227.158
2006-05-17,221.685
2006-05-18,217.627
2006-05-19,213.621
2006-05-22,204.569
2006-05-23,211.275
2006-05-24,205.725
2006-05-25,208.285
2006-05-26,212.943
2006-05-29,213.338
2006-05-30,210.277
2006-05-31,210.994
2006-06-01,210.411
2006-06-02,214.376
2006-06-05,213.926
2006-06-06,207.029
2006-06-07,206.158
2006-06-08,197.797
2006-06-09,200.175
2006-06-12,196.38
2006-06-13,189.729
2006-06-14,191.423
2006-06-15,197.757
2006-06-16,195.554
2006-06-19,194.148
2006-06-20,193.717
2006-06-21,194.767
2006-06-22,194.517
2006-06-23,194.829
2006-06-26,196.239
2006-06-27,197.804
2006-06-28,196.178
2006-06-29,199.185
2006-06-30,206.544
2006-07-03,209.111
2006-07-04,209.708
2006-07-05,204.195
2006-07-06,205.868
2006-07-07,206.002
2006-07-10,205.375
2006-07-11,203.814
2006-07-12,203.655
2006-07-13,201.344
2006-07-14,198.601
2006-07-17,193.233
2006-07-18,192.676
2006-07-19,197.085
2006-07-20,199.983
2006-07-21,199.438
2006-07-24,201.082
2006-07-25,201.049
2006-07-26,200.878
2006-07-27,205.204
2006-07-28,205.691
2006-07-31,207.061
2006-08-01,206.096
2006-08-02,208.34
2006-08-03,206.802
2006-08-04,209.092
2006-08-07,207.723
2006-08-08,208.094
2006-08-09,208.293
2006-08-10,204.87
2006-08-11,204.963
2006-08-14,205.546
2006-08-15,206.224
2006-08-16,208.645
2006-08-17,209.681
2006-08-18,210.377
2006-08-21,211.871
2006-08-22,210.503
2006-08-23,210.351
2006-08-24,210.533
2006-08-25,209.452
2006-08-28,210.435
2006-08-29,211.646
2006-08-30,213.766
2006-08-31,213.302
2006-09-01,214.858
2006-09-04,217.377
2006-09-05,215.651
2006-09-06,214.361
2006-09-07,211.529
2006-09-08,211.259
2006-09-11,210.833
2006-09-12,211.439
2006-09-13,211.328
2006-09-14,212.516
2006-09-15,210.021
2006-09-18,210.907
2006-09-19,210.181
2006-09-20,211.484
2006-09-21,212.054
2006-09-22,212.186
2006-09-25,211.245
2006-09-26,212.177
2006-09-27,214.207
2006-09-28,214.119
2006-09-29,213.784
2006-10-02,214.882
2006-10-03,215.107
2006-10-04,215.958
2006-10-05,216.685
2006-10-06,214.719
2006-10-09,216.243
2006-10-10,217.283
2006-10-11,215.957
2006-10-12,215.568
2006-10-13,214.369
2006-10-16,216.216
2006-10-17,213.308
2006-10-18,215.033
2006-10-19,216.196
2006-10-20,217.675
2006-10-23,217.228
2006-10-24,218.311
2006-10-25,219.735
2006-10-26,220.639
2006-10-27,221.396
2006-10-30,220.631
2006-10-31,223.706
2006-11-01,224.687
2006-11-02,223.911
2006-11-03,223.291
2006-11-06,224.56
2006-11-07,226.17
2006-11-08,226.125
2006-11-09,227.405
2006-11-10,229.337
2006-11-13,230.521
2006-11-14,230.378
2006-11-15,230.898
2006-11-16,231.864
2006-11-17,231.182
2006-11-20,232.004
2006-11-21,234.521
2006-11-22,238.254
2006-11-23,238.791
2006-11-24,240.177
2006-11-27,237.998
2006-11-28,237.655
2006-11-29,240.454
2006-11-30,243.02
2006-12-01,244.116
2006-12-04,245.016
2006-12-05,246.788
2006-12-06,247.727
2006-12-07,248.681
2006-12-08,249.953
2006-12-11,248.6
2006-12-12,248.293
2006-12-13,248.379
2006-12-14,247.003
2006-12-15,246.022
2006-12-18,246.173
2006-12-19,247.714
2006-12-20,249.494
2006-12-21,248.81
2006-12-22,247.856
2006-12-25,247.856
2006-12-26,247.47
2006-12-27,248.84
2006-12-28,249.447
2006-12-29,252.307
2007-01-01,252.307
2007-01-02,256.558
2007-01-03,256.381
2007-01-04,251.361
2007-01-05,250.241
2007-01-08,250.798
2007-01-09,252.3
2007-01-10,250.65
2007-01-11,252.181
2007-01-12,252.639
2007-01-15,253.087
2007-01-16,253.104
2007-01-17,252.593
2007-01-18,254.122
2007-01-19,255.376
2007-01-22,255.52
2007-01-23,256.247
2007-01-24,258.046
2007-01-25,258.551
2007-01-26,257.789
2007-01-29,258.744
2007-01-30,258.648
2007-01-31,260.666
2007-02-01,262.425
2007-02-02,262.632
2007-02-05,262.447
2007-02-06,263.072
2007-02-07,266.491
2007-02-08,265.269
2007-02-09,266.457
2007-02-12,264.763
2007-02-13,266.501
2007-02-14,270.455
2007-02-15,273.523
2007-02-16,272.833
2007-02-19,275.15
2007-02-20,273.661
2007-02-21,271.256
2007-02-22,272.173
2007-02-23,273.89
2007-02-26,275.501
2007-02-27,264.991
2007-02-28,262.18
2007-03-01,256.315
2007-03-02,258.528
2007-03-05,252.653
2007-03-06,256.399
2007-03-07,258.89
2007-03-08,263.089
2007-03-09,262.507
2007-03-12,265.583
2007-03-13,264.291
2007-03-14,260.442
2007-03-15,264.86
2007-03-16,266.623
2007-03-19,270.325
2007-03-20,270.788
2007-03-21,272.484
2007-03-22,275.089
2007-03-23,275.15
2007-03-26,273.408
2007-03-27,274.679
2007-03-28,274.694
2007-03-29,277.203
2007-03-30,280.292
2007-04-02,283.112
2007-04-03,286.355
2007-04-04,287.676
2007-04-05,289.689
2007-04-06,289.689
2007-04-09,288.18
2007-04-10,293.013
2007-04-11,291.532
2007-04-12,290.342
2007-04-13,293.219
2007-04-16,297.182
2007-04-17,297.936
2007-04-18,297.43
2007-04-19,297.01
2007-04-20,298.879
2007-04-23,300.451
2007-04-24,298.486
2007-04-25,303.476
2007-04-26,301.769
2007-04-27,303.073
2007-04-30,303.811
2007-05-01,302.676
2007-05-02,303.276
2007-05-03,299.742
2007-05-04,301.889
2007-05-07,303.801
2007-05-08,297.602
2007-05-09,298.717
2007-05-10,297.011
2007-05-11,297.918
2007-05-14,298.941
2007-05-15,299.679
2007-05-16,297.863
2007-05-17,297.461
2007-05-18,298.912
2007-05-21,300.395
2007-05-22,301.761
2007-05-23,303.267
2007-05-24,298.667
2007-05-25,296.964
2007-05-28,298.757
2007-05-29,301.599
2007-05-30,299.158
2007-05-31,303.491
2007-06-01,302.515
2007-06-04,300.145
2007-06-05,302.076
2007-06-06,295.807
2007-06-07,291.856
2007-06-08,288.915
2007-06-11,290.958
2007-06-12,289.436
2007-06-13,286.997
2007-06-14,290.801
2007-06-15,294.655
2007-06-18,295.112
2007-06-19,296.45
2007-06-20,296.797
2007-06-21,295.096
2007-06-22,294.638
2007-06-25,294.448
2007-06-26,291.926
2007-06-27,291.576
2007-06-28,292.744
2007-06-29,295.353
2007-07-02,299.563
2007-07-03,302.283
2007-07-04,304.889
2007-07-05,302.962
2007-07-06,304.6
2007-07-09,307.479
2007-07-10,307.886
2007-07-11,308.32
2007-07-12,310.532
2007-07-13,310.364
2007-07-16,311.538
2007-07-17,311.919
2007-07-18,309.293
2007-07-19,312.116
2007-07-20,310.045
2007-07-23,309.424
2007-07-24,305.137
2007-07-25,299.737
2007-07-26,291.611
2007-07-27,289.903
2007-07-30,290.926
2007-07-31,294.95
2007-08-01,288.044
2007-08-02,289.42
2007-08-03,289.565
2007-08-06,282.946
2007-08-07,283.144
2007-08-08,286.302
2007-08-09,281.122
2007-08-10,274.64
2007-08-13,274.727
2007-08-14,273.228
2007-08-15,271.175
2007-08-16,259.67
2007-08-17,260.998
2007-08-20,263.766
2007-08-21,264.038
2007-08-22,269.629
2007-08-23,270.899
2007-08-24,273.696
2007-08-27,275.805
2007-08-28,272.307
2007-08-29,273.898
2007-08-30,274.749
2007-08-31,278.187
2007-09-03,279.132
2007-09-04,280.147
2007-09-05,276.369
2007-09-06,276.113
2007-09-07,273.487
2007-09-10,269.572
2007-09-11,272.735
2007-09-12,271.181
2007-09-13,270.138
2007-09-14,267.194
2007-09-17,261.257
2007-09-18,262.47
2007-09-19,269.394
2007-09-20,270.872
2007-09-21,272.34
2007-09-24,271.916
2007-09-25,269.573
2007-09-26,271.924
2007-09-27,272.048
2007-09-28,272.328
2007-10-01,274.772
2007-10-02,275.416
2007-10-03,275.041
2007-10-04,277.801
2007-10-05,279.105
2007-10-08,280.907
2007-10-09,283.767
2007-10-10,285.417
2007-10-11,288.48
2007-10-12,287.056
2007-10-15,286.718
2007-10-16,283.984
2007-10-17,287.346
2007-10-18,285.923
2007-10-19,284.682
2007-10-22,278.429
2007-10-23,284.887
2007-10-24,281.904
2007-10-25,286.085
2007-10-26,288.134
2007-10-29,289.362
2007-10-30,289.6
2007-10-31,294.038
2007-11-01,290.488
2007-11-02,290.587
2007-11-05,284.967
2007-11-06,286.384
2007-11-07,283.837
2007-11-08,280.059
2007-11-09,273.84
2007-11-12,272.119
2007-11-13,273.876
2007-11-14,278.343
2007-11-15,270.838
2007-11-16,267.019
2007-11-19,256.354
2007-11-20,259.309
2007-11-21,249.322
2007-11-22,252.254
2007-11-23,255.995
2007-11-26,255.616
2007-11-27,256.471
2007-11-28,257.254
2007-11-29,257.286
2007-11-30,259.128
2007-12-03,258.533
2007-12-04,256.118
2007-12-05,258.367
2007-12-06,257.189
2007-12-07,259.297
2007-12-10,261.573
2007-12-11,261.037
2007-12-12,260.575
2007-12-13,254.089
2007-12-14,249.572
2007-12-17,242.262
2007-12-18,242.667
2007-12-19,240.149
2007-12-20,239.182
2007-12-21,241.128
2007-12-24,241.665
2007-12-25,241.665
2007-12-26,243.326
2007-12-27,245.33
2007-12-28,250.317
2007-12-31,248.887
2008-01-01,248.887
2008-01-02,249.696
2008-01-03,246.736
2008-01-04,240.848
2008-01-07,234.313
2008-01-08,233.302
2008-01-09,225.513
2008-01-10,223.738
2008-01-11,224.525
2008-01-14,229.644
2008-01-15,224.345
2008-01-16,220.426
2008-01-17,220.066
2008-01-18,216.895
2008-01-21,205.626
2008-01-22,210.375
2008-01-23,203.727
2008-01-24,210.661
2008-01-25,213.652
2008-01-28,213.277
2008-01-29,218.7
2008-01-30,217.664
2008-01-31,218.432
2008-02-01,223.655
2008-02-04,226.709
2008-02-05,216.807
2008-02-06,217.554
2008-02-07,211.498
2008-02-08,212.665
2008-02-11,210.268
2008-02-12,216.978
2008-02-13,218.426
2008-02-14,219.826
2008-02-15,219.51
2008-02-18,221.631
2008-02-19,224.235
2008-02-20,221.773
2008-02-21,225.805
2008-02-22,224.414
2008-02-25,227.349
2008-02-26,230.621
2008-02-27,232.504
2008-02-28,231.408
2008-02-29,228.64
2008-03-03,225.643
2008-03-04,222.707
2008-03-05,226.717
2008-03-06,225.633
2008-03-07,221.381
2008-03-10,217.608
2008-03-11,219.998
2008-03-12,223.379
2008-03-13,221.736
2008-03-14,219.439
2008-03-17,213.481
2008-03-18,215.822
2008-03-19,208.978
2008-03-20,204.632
2008-03-21,204.632
2008-03-24,204.34
2008-03-25,214.098
2008-03-26,217.065
2008-03-27,223.435
2008-03-28,222.284
2008-03-31,227.643
2008-04-01,229.781
2008-04-02,231.153
2008-04-03,228.76
2008-04-04,231.41
2008-04-07,231.651
2008-04-08,229.24
2008-04-09,229.304
2008-04-10,227.621
2008-04-11,227.676
2008-04-14,227.056
2008-04-15,227.409
2008-04-16,233.89
2008-04-17,232.387
2008-04-18,232.379
2008-04-21,234.455
2008-04-22,232.173
2008-04-23,230.951
2008-04-24,227.817
2008-04-25,228.028
2008-04-28,229.419
2008-04-29,228.243
2008-04-30,230.597
2008-05-01,228.841
2008-05-02,230.898
2008-05-05,234.12
2008-05-06,234.827
2008-05-07,234.639
2008-05-08,234.336
2008-05-09,232.281
2008-05-12,234.564
2008-05-13,234.657
2008-05-14,235.43
2008-05-15,236.012
2008-05-16,237.78
2008-05-19,240.614
2008-05-20,238.747
2008-05-21,240.173
2008-05-22,239.711
2008-05-23,239.317
2008-05-26,238.707
2008-05-27,235.863
2008-05-28,235.105
2008-05-29,233.645
2008-05-30,234.466
2008-06-02,232.569
2008-06-03,233.879
2008-06-04,232.002
2008-06-05,234.495
2008-06-06,233.331
2008-06-09,230.345
2008-06-10,224.256
2008-06-11,222.73
2008-06-12,221.093
2008-06-13,219.519
2008-06-16,221.275
2008-06-17,223.722
2008-06-18,219.141
2008-06-19,216.213
2008-06-20,214.018
2008-06-23,211.46
2008-06-24,209.978
2008-06-25,213.098
2008-06-26,211.932
2008-06-27,210.054
2008-06-30,209.966
2008-07-01,205.439
2008-07-02,206.662
2008-07-03,203.389
2008-07-04,201.191
2008-07-07,203.374
2008-07-08,199.357
2008-07-09,203.158
2008-07-10,200.874
2008-07-11,196.639
2008-07-14,197.193
2008-07-15,192.474
2008-07-16,192.544
2008-07-17,198.119
2008-07-18,200.802
2008-07-21,204.242
2008-07-22,203.36
2008-07-23,204.752
2008-07-24,201.298
2008-07-25,200.372
2008-07-28,198.819
2008-07-29,196.344
2008-07-30,199.069
2008-07-31,199.283
2008-08-01,197.235
2008-08-04,197.103
2008-08-05,200.309
2008-08-06,201.525
2008-08-07,200.972
2008-08-08,199.26
2008-08-11,201.516
2008-08-12,201.83
2008-08-13,197.42
2008-08-14,196.925
2008-08-15,194.176
2008-08-18,195.846
2008-08-19,191.242
2008-08-20,190.625
2008-08-21,191.947
2008-08-22,194.035
2008-08-25,192.868
2008-08-26,192.121
2008-08-27,192.6
2008-08-28,196.0
2008-08-29,198.547
2008-09-01,196.864
2008-09-02,198.706
2008-09-03,196.816
2008-09-04,190.36
2008-09-05,185.307
2008-09-08,187.997
2008-09-09,185.516
2008-09-10,183.411
2008-09-11,179.711
2008-09-12,184.023
2008-09-15,179.003
2008-09-16,175.686
2008-09-17,171.896
2008-09-18,169.49
2008-09-19,177.909
2008-09-22,179.779
2008-09-23,177.396
2008-09-24,175.566
2008-09-25,177.286
2008-09-26,173.659
2008-09-29,164.874
2008-09-30,159.988
2008-10-01,157.5
2008-10-02,154.211
2008-10-03,154.377
2008-10-06,139.835
2008-10-07,137.8
2008-10-08,130.076
2008-10-09,130.609
2008-10-10,123.308
2008-10-13,135.483
2008-10-14,140.824
2008-10-15,135.56
2008-10-16,130.257
2008-10-17,132.591
2008-10-20,133.904
2008-10-21,133.051
2008-10-22,125.936
2008-10-23,123.456
2008-10-24,117.468
2008-10-27,111.783
2008-10-28,113.123
2008-10-29,120.079
2008-10-30,121.771
2008-10-31,123.03
2008-11-03,126.632
2008-11-04,132.69
2008-11-05,133.461
2008-11-06,126.655
2008-11-07,127.138
2008-11-10,128.712
2008-11-11,122.701
2008-11-12,119.913
2008-11-13,119.507
2008-11-14,120.131
2008-11-17,118.359
2008-11-18,117.977
2008-11-19,116.002
2008-11-20,112.05
2008-11-21,109.722
2008-11-24,115.48
2008-11-25,115.057
2008-11-26,114.682
2008-11-27,115.37
2008-11-28,112.786
2008-12-01,108.969
2008-12-02,109.994
2008-12-03,109.413
2008-12-04,109.997
2008-12-05,107.095
2008-12-08,112.112
2008-12-09,112.438
2008-12-10,115.131
2008-12-11,118.338
2008-12-12,118.098
2008-12-15,120.864
2008-12-16,122.107
2008-12-17,126.601
2008-12-18,128.588
2008-12-19,123.974
2008-12-22,123.012
2008-12-23,123.183
2008-12-24,123.576
2008-12-25,123.576
2008-12-26,124.173
2008-12-29,126.148
2008-12-30,126.567
2008-12-31,124.383
2009-01-01,124.383
2009-01-02,127.425
2009-01-05,126.52
2009-01-06,127.126
2009-01-07,128.396
2009-01-08,129.194
2009-01-09,126.569
2009-01-12,124.824
2009-01-13,120.796
2009-01-14,117.268
2009-01-15,115.551
2009-01-16,117.161
2009-01-19,114.633
2009-01-20,111.404
2009-01-21,110.285
2009-01-22,109.431
2009-01-23,106.386
2009-01-26,110.382
2009-01-27,111.286
2009-01-28,114.284
2009-01-29,112.032
2009-01-30,110.172
2009-02-02,107.216
2009-02-03,109.138
2009-02-04,109.57
2009-02-05,109.221
2009-02-06,110.99
2009-02-09,114.587
2009-02-10,113.203
2009-02-11,111.502
2009-02-12,109.236
2009-02-13,111.096
2009-02-16,109.367
2009-02-17,104.786
2009-02-18,104.018
2009-02-19,105.148
2009-02-20,100.942
2009-02-23,99.478
2009-02-24,97.983
2009-02-25,97.553
2009-02-26,99.429
2009-02-27,98.17
2009-03-02,92.923
2009-03-03,90.616
2009-03-04,92.326
2009-03-05,88.806
2009-03-06,86.992
2009-03-09,84.235
2009-03-10,87.835
2009-03-11,88.09
2009-03-12,89.396
2009-03-13,90.344
2009-03-16,93.457
2009-03-17,93.257
2009-03-18,95.205
2009-03-19,100.72
2009-03-20,99.451
2009-03-23,103.032
2009-03-24,103.439
2009-03-25,106.039
2009-03-26,106.966
2009-03-27,104.771
2009-03-30,102.256
2009-03-31,105.036
2009-04-01,108.143
2009-04-02,113.039
2009-04-03,114.422
2009-04-06,113.584
2009-04-07,111.583
2009-04-08,112.327
2009-04-09,114.278
2009-04-10,114.278
2009-04-13,115.247
2009-04-14,115.274
2009-04-15,114.617
2009-04-16,116.319
2009-04-17,115.76
2009-04-20,111.84
2009-04-21,112.44
2009-04-22,115.451
2009-04-23,116.174
2009-04-24,120.546
2009-04-27,119.412
2009-04-28,117.424
2009-04-29,122.306
2009-04-30,122.748
2009-05-01,122.766
2009-05-04,127.014
2009-05-05,127.712
2009-05-06,128.958
2009-05-07,129.767
2009-05-08,132.091
2009-05-11,130.759
2009-05-12,131.414
2009-05-13,125.896
2009-05-14,126.808
2009-05-15,127.969
2009-05-18,130.258
2009-05-19,133.362
2009-05-20,138.334
2009-05-21,136.502
2009-05-22,140.328
2009-05-25,140.448
2009-05-26,140.867
2009-05-27,141.358
2009-05-28,140.52
2009-05-29,141.535
2009-06-01,144.251
2009-06-02,147.775
2009-06-03,144.889
2009-06-04,143.886
2009-06-05,142.129
2009-06-08,138.109
2009-06-09,140.911
2009-06-10,142.786
2009-06-11,144.435
2009-06-12,143.065
2009-06-15,140.212
2009-06-16,140.069
2009-06-17,134.425
2009-06-18,135.867
2009-06-19,135.532
2009-06-22,131.87
2009-06-23,132.716
2009-06-24,136.073
2009-06-25,135.451
2009-06-26,137.987
2009-06-29,139.635
2009-06-30,138.732
2009-07-01,141.659
2009-07-02,138.491
2009-07-03,137.401
2009-07-06,134.092
2009-07-07,135.054
2009-07-08,131.189
2009-07-09,131.995
2009-07-10,129.871
2009-07-13,131.707
2009-07-14,132.97
2009-07-15,137.702
2009-07-16,138.387
2009-07-17,138.699
2009-07-20,141.568
2009-07-21,143.006
2009-07-22,143.193
2009-07-23,145.397
2009-07-24,144.915
2009-07-27,146.018
2009-07-28,144.232
2009-07-29,143.636
2009-07-30,146.371
2009-07-31,147.77
2009-08-03,152.699
2009-08-04,151.919
2009-08-05,151.751
2009-08-06,152.783
2009-08-07,151.676
2009-08-10,152.044
2009-08-11,150.412
2009-08-12,152.194
2009-08-13,154.478
2009-08-14,154.385
2009-08-17,148.751
2009-08-18,151.111
2009-08-19,151.193
2009-08-20,153.296
2009-08-21,156.223
2009-08-24,159.472
2009-08-25,159.772
2009-08-26,159.107
2009-08-27,157.639
2009-08-28,159.96
2009-08-31,157.989
2009-09-01,154.863
2009-09-02,151.617
2009-09-03,153.387
2009-09-04,154.436
2009-09-07,158.003
2009-09-08,160.58
2009-09-09,162.793
2009-09-10,163.177
2009-09-11,164.605
2009-09-14,164.441
2009-09-15,165.991
2009-09-16,169.905
2009-09-17,171.025
2009-09-18,171.002
2009-09-21,167.367
2009-09-22,169.977
2009-09-23,170.038
2009-09-24,168.174
2009-09-25,167.282
2009-09-28,168.308
2009-09-29,167.307
2009-09-30,168.624
2009-10-01,166.349
2009-10-02,164.952
2009-10-05,165.912
2009-10-06,171.049
2009-10-07,170.437
2009-10-08,173.214
2009-10-09,173.931
2009-10-12,179.118
2009-10-13,181.854
2009-10-14,191.843
2009-10-15,187.49
2009-10-16,185.203
2009-10-19,186.624
2009-10-20,185.456
2009-10-21,183.164
2009-10-22,179.331
2009-10-23,175.968
2009-10-26,172.557
2009-10-27,168.264
2009-10-28,161.434
2009-10-29,167.454
2009-10-30,162.726
2009-11-02,163.36
2009-11-03,159.269
2009-11-04,165.249
2009-11-05,167.235
2009-11-06,166.603
2009-11-09,170.006
2009-11-10,168.395
2009-11-11,170.371
2009-11-12,169.4
2009-11-13,170.19
2009-11-16,172.84
2009-11-17,170.422
2009-11-18,171.345
2009-11-19,167.138
2009-11-20,165.101
2009-11-23,169.764
2009-11-24,167.996
2009-11-25,168.671
2009-11-26,162.783
2009-11-27,165.687
2009-11-30,163.726
2009-12-01,167.81
2009-12-02,167.489
2009-12-03,167.995
2009-12-04,166.329
2009-12-07,165.906
2009-12-08,163.154
2009-12-09,161.178
2009-12-10,161.619
2009-12-11,160.614
2009-12-14,162.182
2009-12-15,160.927
2009-12-16,162.246
2009-12-17,158.506
2009-12-18,157.101
2009-12-21,158.299
2009-12-22,158.006
2009-12-23,159.37
2009-12-24,159.643
2009-12-25,159.643
2009-12-28,161.622
2009-12-29,162.312
2009-12-30,161.258
2009-12-31,161.782
2010-01-01,161.782
2010-01-04,165.32
2010-01-05,165.889
2010-01-06,166.146
2010-01-07,165.342
2010-01-08,165.621
2010-01-11,167.329
2010-01-12,165.962
2010-01-13,166.031
2010-01-14,166.738
2010-01-15,164.782
2010-01-18,165.92
2010-01-19,165.743
2010-01-20,161.423
2010-01-21,159.538
2010-01-22,158.051
2010-01-25,159.06
2010-01-26,157.929
2010-01-27,156.711
2010-01-28,154.95
2010-01-29,154.632
2010-02-01,155.499
2010-02-02,157.678
2010-02-03,156.434
2010-02-04,150.34
2010-02-05,144.869
2010-02-08,144.425
2010-02-09,145.162
2010-02-10,146.046
2010-02-11,144.578
2010-02-12,144.18
2010-02-15,144.425
2010-02-16,146.571
2010-02-17,147.803
2010-02-18,147.801
2010-02-19,147.001
2010-02-22,147.802
2010-02-23,146.074
2010-02-24,145.54
2010-02-25,142.699
2010-02-26,146.086
2010-03-01,146.007
2010-03-02,147.84
2010-03-03,151.253
2010-03-04,150.784
2010-03-05,152.391
2010-03-08,153.098
2010-03-09,152.342
2010-03-10,154.951
2010-03-11,154.836
2010-03-12,155.949
2010-03-15,154.497
2010-03-16,156.699
2010-03-17,157.032
2010-03-18,155.355
2010-03-19,154.332
2010-03-22,154.486
2010-03-23,155.451
2010-03-24,153.552
2010-03-25,155.14
2010-03-26,156.034
2010-03-29,157.584
2010-03-30,156.314
2010-03-31,156.386
2010-04-01,158.359
2010-04-02,158.359
2010-04-05,157.997
2010-04-06,157.216
2010-04-07,156.493
2010-04-08,155.702
2010-04-09,158.045
2010-04-12,160.267
2010-04-13,159.26
2010-04-14,161.161
2010-04-15,160.948
2010-04-16,159.044
2010-04-19,156.266
2010-04-20,158.665
2010-04-21,157.879
2010-04-22,154.843
2010-04-23,157.169
2010-04-26,156.962
2010-04-27,153.084
2010-04-28,148.446
2010-04-29,151.013
2010-04-30,151.71
2010-05-03,151.818
2010-05-04,144.907
2010-05-05,140.23
2010-05-06,135.497
2010-05-07,130.67
2010-05-10,140.73
2010-05-11,138.055
2010-05-12,140.878
2010-05-13,139.538
2010-05-14,132.821
2010-05-17,130.114
2010-05-18,132.744
2010-05-19,128.651
2010-05-20,126.523
2010-05-21,129.31
2010-05-24,126.97
2010-05-25,121.718
2010-05-26,124.021
2010-05-27,128.388
2010-05-28,128.991
2010-05-31,129.122
2010-06-01,128.533
2010-06-02,127.411
2010-06-03,128.669
2010-06-04,123.583
2010-06-07,121.213
2010-06-08,120.331
2010-06-09,123.204
2010-06-10,126.095
2010-06-11,127.363
2010-06-14,131.593
2010-06-15,132.789
2010-06-16,132.217
2010-06-17,132.435
2010-06-18,133.425
2010-06-21,133.616
2010-06-22,131.852
2010-06-23,129.871
2010-06-24,128.229
2010-06-25,127.497
2010-06-28,129.28
2010-06-29,123.237
2010-06-30,124.135
2010-07-01,123.349
2010-07-02,125.473
2010-07-05,124.424
2010-07-06,128.438
2010-07-07,129.985
2010-07-08,131.585
2010-07-09,131.261
2010-07-12,130.698
2010-07-13,133.137
2010-07-14,133.377
2010-07-15,134.027
2010-07-16,132.949
2010-07-19,132.31
2010-07-20,130.51
2010-07-21,130.946
2010-07-22,134.302
2010-07-23,133.054
2010-07-26,135.411
2010-07-27,136.419
2010-07-28,136.662
2010-07-29,137.673
2010-07-30,136.167
2010-08-02,140.043
2010-08-03,140.027
2010-08-04,139.328
2010-08-05,138.842
2010-08-06,140.0
2010-08-09,140.43
2010-08-10,137.577
2010-08-11,132.078
2010-08-12,130.572
2010-08-13,129.744
2010-08-16,130.744
2010-08-17,132.7
2010-08-18,131.991
2010-08-19,130.613
2010-08-20,127.161
2010-08-23,127.395
2010-08-24,125.666
2010-08-25,124.19
2010-08-26,126.411
2010-08-27,127.298
2010-08-30,127.483
2010-08-31,127.63
2010-09-01,132.228
2010-09-02,132.354
2010-09-03,133.044
2010-09-06,133.736
2010-09-07,130.981
2010-09-08,132.396
2010-09-09,133.415
2010-09-10,133.391
2010-09-13,135.602
2010-09-14,136.746
2010-09-15,136.827
2010-09-16,137.179
2010-09-17,136.329
2010-09-20,137.976
2010-09-21,139.351
2010-09-22,140.877
2010-09-23,139.703
