Date,WORLD ex USA LARGE GROWTH Large Cap
2001-06-28,556.01
2001-06-29,564.8
2001-07-02,569.263
2001-07-03,565.529
2001-07-04,558.838
2001-07-05,547.324
2001-07-06,538.583
2001-07-09,539.559
2001-07-10,541.173
2001-07-11,536.56
2001-07-12,542.828
2001-07-13,543.064
2001-07-16,540.142
2001-07-17,533.474
2001-07-18,534.182
2001-07-19,541.224
2001-07-20,538.854
2001-07-23,532.846
2001-07-24,532.288
2001-07-25,531.489
2001-07-26,533.395
2001-07-27,537.251
2001-07-30,538.643
2001-07-31,546.999
2001-08-01,553.854
2001-08-02,560.904
2001-08-03,556.85
2001-08-06,553.234
2001-08-07,552.542
2001-08-08,545.995
2001-08-09,536.877
2001-08-10,536.554
2001-08-13,536.641
2001-08-14,545.168
2001-08-15,548.714
2001-08-16,540.053
2001-08-17,533.407
2001-08-20,528.201
2001-08-21,534.037
2001-08-22,535.695
2001-08-23,530.031
2001-08-24,536.464
2001-08-27,537.987
2001-08-28,530.147
2001-08-29,527.372
2001-08-30,517.479
2001-08-31,517.456
2001-09-03,508.834
2001-09-04,511.568
2001-09-05,500.027
2001-09-06,490.668
2001-09-07,486.583
2001-09-10,478.742
2001-09-11,462.583
2001-09-12,460.959
2001-09-13,467.342
2001-09-14,460.469
2001-09-17,462.813
2001-09-18,463.096
2001-09-19,465.114
2001-09-20,453.302
2001-09-21,438.958
2001-09-24,453.954
2001-09-25,463.445
2001-09-26,462.861
2001-09-27,466.345
2001-09-28,475.807
2001-10-01,472.19
2001-10-02,477.066
2001-10-03,476.52
2001-10-04,488.339
2001-10-05,490.163
2001-10-08,491.5
2001-10-09,487.537
2001-10-10,490.998
2001-10-11,498.155
2001-10-12,500.228
2001-10-15,492.606
2001-10-16,497.24
2001-10-17,506.644
2001-10-18,497.382
2001-10-19,491.745
2001-10-22,495.471
2001-10-23,504.017
2001-10-24,506.963
2001-10-25,502.019
2001-10-26,507.515
2001-10-29,502.67
2001-10-30,492.827
2001-10-31,493.195
2001-11-01,499.57
2001-11-02,500.15
2001-11-05,506.517
2001-11-06,510.186
2001-11-07,509.669
2001-11-08,514.891
2001-11-09,509.777
2001-11-12,501.615
2001-11-13,508.156
2001-11-14,511.179
2001-11-15,517.177
2001-11-16,523.17
2001-11-19,525.229
2001-11-20,518.465
2001-11-21,513.264
2001-11-22,518.649
2001-11-23,515.507
2001-11-26,521.94
2001-11-27,517.478
2001-11-28,511.391
2001-11-29,508.923
2001-11-30,515.524
2001-12-03,508.467
2001-12-04,515.771
2001-12-05,530.061
2001-12-06,533.748
2001-12-07,527.992
2001-12-10,516.673
2001-12-11,516.098
2001-12-12,517.99
2001-12-13,507.429
2001-12-14,503.172
2001-12-17,510.948
2001-12-18,510.392
2001-12-19,506.299
2001-12-20,505.008
2001-12-21,503.921
2001-12-24,500.835
2001-12-25,499.864
2001-12-26,498.843
2001-12-27,508.548
2001-12-28,511.622
2001-12-31,514.854
2002-01-01,514.854
2002-01-02,514.854
2002-01-03,521.333
2002-01-04,524.038
2002-01-07,520.461
2002-01-08,512.014
2002-01-09,510.365
2002-01-10,504.815
2002-01-11,504.978
2002-01-14,498.118
2002-01-15,498.062
2002-01-16,490.435
2002-01-17,492.82
2002-01-18,494.024
2002-01-21,490.007
2002-01-22,486.838
2002-01-23,487.406
2002-01-24,491.261
2002-01-25,484.764
2002-01-28,487.471
2002-01-29,480.849
2002-01-30,473.685
2002-01-31,478.741
2002-02-01,476.574
2002-02-04,473.139
2002-02-05,465.187
2002-02-06,460.504
2002-02-07,467.336
2002-02-08,468.016
2002-02-11,474.714
2002-02-12,475.887
2002-02-13,477.602
2002-02-14,481.108
2002-02-15,478.201
2002-02-18,474.898
2002-02-19,466.789
2002-02-20,463.378
2002-02-21,468.647
2002-02-22,466.519
2002-02-25,468.515
2002-02-26,468.992
2002-02-27,476.636
2002-02-28,477.852
2002-03-01,483.662
2002-03-04,499.895
2002-03-05,499.412
2002-03-06,504.516
2002-03-07,516.936
2002-03-08,518.725
2002-03-11,517.785
2002-03-12,507.161
2002-03-13,503.744
2002-03-14,509.499
2002-03-15,513.499
2002-03-18,512.271
2002-03-19,515.537
2002-03-20,510.424
2002-03-21,508.103
2002-03-22,505.642
2002-03-25,500.599
2002-03-26,500.621
2002-03-27,501.372
2002-03-28,506.274
2002-03-29,504.075
2002-04-01,505.655
2002-04-02,505.837
2002-04-03,506.554
2002-04-04,504.933
2002-04-05,503.142
2002-04-08,496.671
2002-04-09,495.165
2002-04-10,498.452
2002-04-11,492.018
2002-04-12,489.331
2002-04-15,494.265
2002-04-16,504.125
2002-04-17,509.887
2002-04-18,507.768
2002-04-19,505.396
2002-04-22,503.432
2002-04-23,502.26
2002-04-24,501.164
2002-04-25,502.765
2002-04-26,499.846
2002-04-29,498.794
2002-04-30,498.96
2002-05-01,501.779
2002-05-02,497.847
2002-05-03,497.03
2002-05-06,496.878
2002-05-07,489.406
2002-05-08,497.311
2002-05-09,497.741
2002-05-10,493.533
2002-05-13,494.08
2002-05-14,494.384
2002-05-15,502.942
2002-05-16,504.409
2002-05-17,510.433
2002-05-20,510.099
2002-05-21,508.361
2002-05-22,507.475
2002-05-23,504.665
2002-05-24,504.104
2002-05-27,501.735
2002-05-28,502.396
2002-05-29,501.771
2002-05-30,498.759
2002-05-31,498.774
2002-06-03,498.571
2002-06-04,490.661
2002-06-05,485.671
2002-06-06,485.863
2002-06-07,479.878
2002-06-10,480.33
2002-06-11,481.978
2002-06-12,474.12
2002-06-13,468.463
2002-06-14,460.196
2002-06-17,468.609
2002-06-18,469.611
2002-06-19,463.988
2002-06-20,461.884
2002-06-21,460.818
2002-06-24,455.738
2002-06-25,461.662
2002-06-26,458.786
2002-06-27,464.095
2002-06-28,480.345
2002-07-01,480.168
2002-07-02,468.103
2002-07-03,458.676
2002-07-04,465.124
2002-07-05,479.231
2002-07-08,483.082
2002-07-09,483.69
2002-07-10,467.603
2002-07-11,454.505
2002-07-12,457.719
2002-07-15,444.434
2002-07-16,443.077
2002-07-17,451.6
2002-07-18,457.488
2002-07-19,440.191
2002-07-22,422.974
2002-07-23,411.82
2002-07-24,409.03
2002-07-25,421.042
2002-07-26,417.573
2002-07-29,432.054
2002-07-30,436.674
2002-07-31,433.612
2002-08-01,421.788
2002-08-02,422.334
2002-08-05,412.526
2002-08-06,416.138
2002-08-07,417.801
2002-08-08,429.748
2002-08-09,437.341
2002-08-12,430.448
2002-08-13,432.683
2002-08-14,429.14
2002-08-15,436.374
2002-08-16,439.75
2002-08-19,443.654
2002-08-20,437.271
2002-08-21,442.364
2002-08-22,446.05
2002-08-23,441.741
2002-08-26,440.436
2002-08-27,446.429
2002-08-28,433.004
2002-08-29,427.798
2002-08-30,429.262
2002-09-02,423.39
2002-09-03,412.591
2002-09-04,412.173
2002-09-05,413.199
2002-09-06,418.867
2002-09-09,415.733
2002-09-10,419.858
2002-09-11,427.021
2002-09-12,416.878
2002-09-13,409.62
2002-09-16,405.222
2002-09-17,404.355
2002-09-18,397.424
2002-09-19,394.936
2002-09-20,392.743
2002-09-23,382.644
2002-09-24,378.112
2002-09-25,382.133
2002-09-26,395.666
2002-09-27,397.163
2002-09-30,387.935
2002-10-01,388.467
2002-10-02,397.304
2002-10-03,394.466
2002-10-04,387.984
2002-10-07,379.627
2002-10-08,374.444
2002-10-09,373.302
2002-10-10,378.643
2002-10-11,393.022
2002-10-14,391.555
2002-10-15,409.536
2002-10-16,403.922
2002-10-17,411.165
2002-10-18,410.391
2002-10-21,410.204
2002-10-22,407.145
2002-10-23,399.425
2002-10-24,405.513
2002-10-25,407.885
2002-10-28,413.495
2002-10-29,402.431
2002-10-30,409.321
2002-10-31,414.143
2002-11-01,411.9
2002-11-04,422.094
2002-11-05,427.217
2002-11-06,423.585
2002-11-07,420.735
2002-11-08,416.637
2002-11-11,411.102
2002-11-12,416.495
2002-11-13,413.673
2002-11-14,418.786
2002-11-15,423.796
2002-11-18,424.304
2002-11-19,422.603
2002-11-20,421.635
2002-11-21,432.849
2002-11-22,433.419
2002-11-25,430.779
2002-11-26,424.161
2002-11-27,429.678
2002-11-28,434.879
2002-11-29,432.372
2002-12-02,431.705
2002-12-03,425.681
2002-12-04,424.039
2002-12-05,419.048
2002-12-06,420.97
2002-12-09,414.454
2002-12-10,415.619
2002-12-11,417.401
2002-12-12,415.673
2002-12-13,414.004
2002-12-16,419.52
2002-12-17,419.205
2002-12-18,410.89
2002-12-19,410.985
2002-12-20,413.21
2002-12-23,414.584
2002-12-24,416.701
2002-12-25,416.414
2002-12-26,418.269
2002-12-27,410.313
2002-12-30,414.542
2002-12-31,417.991
2003-01-01,417.991
2003-01-02,422.08
2003-01-03,426.932
2003-01-06,432.133
2003-01-07,427.349
2003-01-08,420.857
2003-01-09,425.632
2003-01-10,427.304
2003-01-13,427.961
2003-01-14,432.727
2003-01-15,428.653
2003-01-16,426.625
2003-01-17,422.423
2003-01-20,417.345
2003-01-21,416.107
2003-01-22,410.688
2003-01-23,411.981
2003-01-24,408.86
2003-01-27,396.424
2003-01-28,395.216
2003-01-29,398.309
2003-01-30,401.223
2003-01-31,399.769
2003-02-03,404.453
2003-02-04,399.644
2003-02-05,403.398
2003-02-06,396.042
2003-02-07,392.979
2003-02-10,389.504
2003-02-11,394.732
2003-02-12,391.714
2003-02-13,391.617
2003-02-14,396.349
2003-02-17,401.129
2003-02-18,402.5
2003-02-19,397.021
2003-02-20,397.814
2003-02-21,398.904
2003-02-24,396.697
2003-02-25,387.019
2003-02-26,387.443
2003-02-27,387.233
2003-02-28,392.071
2003-03-03,396.68
2003-03-04,391.088
2003-03-05,389.741
2003-03-06,386.779
2003-03-07,381.335
2003-03-10,373.945
2003-03-11,371.303
2003-03-12,365.303
2003-03-13,374.129
2003-03-14,384.568
2003-03-17,391.078
2003-03-18,391.562
2003-03-19,395.569
2003-03-20,397.496
2003-03-21,403.825
2003-03-24,396.75
2003-03-25,398.911
2003-03-26,399.883
2003-03-27,397.095
2003-03-28,395.658
2003-03-31,387.308
2003-04-01,390.517
2003-04-02,397.849
2003-04-03,398.669
2003-04-04,401.578
2003-04-07,410.381
2003-04-08,407.157
2003-04-09,407.203
2003-04-10,403.217
2003-04-11,401.186
2003-04-14,404.438
2003-04-15,411.218
2003-04-16,409.716
2003-04-17,414.374
2003-04-18,414.563
2003-04-21,412.843
2003-04-22,416.743
2003-04-23,419.074
2003-04-24,417.872
2003-04-25,413.449
2003-04-28,418.07
2003-04-29,416.619
2003-04-30,424.438
2003-05-01,427.459
2003-05-02,426.961
2003-05-05,431.585
2003-05-06,439.644
2003-05-07,436.914
2003-05-08,430.94
2003-05-09,435.152
2003-05-12,438.267
2003-05-13,438.431
2003-05-14,438.993
2003-05-15,440.12
2003-05-16,443.506
2003-05-19,435.611
2003-05-20,435.877
2003-05-21,433.378
2003-05-22,438.285
2003-05-23,440.081
2003-05-26,440.765
2003-05-27,442.179
2003-05-28,445.116
2003-05-29,449.567
2003-05-30,446.101
2003-06-02,455.678
2003-06-03,453.621
2003-06-04,456.007
2003-06-05,459.952
2003-06-06,463.54
2003-06-09,462.619
2003-06-10,460.978
2003-06-11,468.82
2003-06-12,469.377
2003-06-13,467.43
2003-06-16,473.12
2003-06-17,478.271
2003-06-18,478.224
2003-06-19,473.262
2003-06-20,473.765
2003-06-23,464.779
2003-06-24,460.392
2003-06-25,462.686
2003-06-26,457.208
2003-06-27,458.234
2003-06-30,455.286
2003-07-01,454.035
2003-07-02,462.384
2003-07-03,467.22
2003-07-04,464.013
2003-07-07,468.821
2003-07-08,466.791
2003-07-09,465.757
2003-07-10,463.152
2003-07-11,461.84
2003-07-14,468.015
2003-07-15,463.208
2003-07-16,460.21
2003-07-17,451.74
2003-07-18,452.229
2003-07-21,452.604
2003-07-22,454.214
2003-07-23,459.75
2003-07-24,466.802
2003-07-25,466.186
2003-07-28,469.637
2003-07-29,468.407
2003-07-30,462.757
2003-07-31,461.025
2003-08-01,458.251
2003-08-04,456.137
2003-08-05,457.532
2003-08-06,453.395
2003-08-07,455.356
2003-08-08,457.171
2003-08-11,460.178
2003-08-12,462.001
2003-08-13,464.287
2003-08-14,468.624
2003-08-15,468.39
2003-08-18,469.197
2003-08-19,469.677
2003-08-20,471.985
2003-08-21,471.453
2003-08-22,469.583
2003-08-25,467.033
2003-08-26,464.904
2003-08-27,467.185
2003-08-28,468.557
2003-08-29,470.238
2003-09-01,477.638
2003-09-02,475.252
2003-09-03,480.316
2003-09-04,481.012
2003-09-05,484.16
2003-09-08,488.284
2003-09-09,489.672
2003-09-10,486.499
2003-09-11,484.045
2003-09-12,486.338
2003-09-15,487.261
2003-09-16,491.001
2003-09-17,495.445
2003-09-18,500.117
2003-09-19,499.742
2003-09-22,494.803
2003-09-23,494.901
2003-09-24,494.443
2003-09-25,490.997
2003-09-26,487.552
2003-09-29,487.387
2003-09-30,485.103
2003-10-01,492.751
2003-10-02,497.093
2003-10-03,504.395
2003-10-06,504.262
2003-10-07,507.285
2003-10-08,504.919
2003-10-09,509.696
2003-10-10,512.888
2003-10-13,514.912
2003-10-14,515.485
2003-10-15,514.48
2003-10-16,517.395
2003-10-17,515.034
2003-10-20,516.359
2003-10-21,518.058
2003-10-22,514.398
2003-10-23,504.565
2003-10-24,506.165
2003-10-27,509.554
2003-10-28,511.208
2003-10-29,513.986
2003-10-30,515.213
2003-10-31,509.227
2003-11-03,508.491
2003-11-04,511.819
2003-11-05,508.639
2003-11-06,505.28
2003-11-07,512.015
2003-11-10,509.87
2003-11-11,505.835
2003-11-12,511.432
2003-11-13,517.885
2003-11-14,520.171
2003-11-17,510.377
2003-11-18,514.896
2003-11-19,509.158
2003-11-20,511.642
2003-11-21,512.453
2003-11-24,513.789
2003-11-25,515.131
2003-11-26,520.477
2003-11-27,521.258
2003-11-28,521.992
2003-12-01,530.112
2003-12-02,532.957
2003-12-03,534.989
2003-12-04,533.603
2003-12-05,532.125
2003-12-08,529.353
2003-12-09,530.376
2003-12-10,524.858
2003-12-11,525.818
2003-12-12,530.435
2003-12-15,535.975
2003-12-16,532.46
2003-12-17,532.437
2003-12-18,535.194
2003-12-19,536.323
2003-12-22,538.319
2003-12-23,540.823
2003-12-24,543.311
2003-12-25,543.489
2003-12-26,544.594
2003-12-29,548.23
2003-12-30,553.457
2003-12-31,557.073
2004-01-01,557.073
2004-01-02,561.266
2004-01-05,569.642
2004-01-06,571.644
2004-01-07,568.485
2004-01-08,576.193
2004-01-09,580.433
2004-01-12,577.699
2004-01-13,576.931
2004-01-14,577.614
2004-01-15,570.548
2004-01-16,569.912
2004-01-19,571.616
2004-01-20,578.021
2004-01-21,581.107
2004-01-22,585.675
2004-01-23,585.167
2004-01-26,579.305
2004-01-27,581.546
2004-01-28,579.856
2004-01-29,567.626
2004-01-30,567.936
2004-02-02,569.163
2004-02-03,571.397
2004-02-04,565.942
2004-02-05,569.004
2004-02-06,575.992
2004-02-09,579.634
2004-02-10,581.621
2004-02-11,581.044
2004-02-12,586.683
2004-02-13,586.741
2004-02-16,587.216
2004-02-17,593.978
2004-02-18,592.612
2004-02-19,592.235
2004-02-20,583.272
2004-02-23,584.663
2004-02-24,581.971
2004-02-25,579.514
2004-02-26,576.301
2004-02-27,579.975
2004-03-01,588.902
2004-03-02,585.45
2004-03-03,577.433
2004-03-04,580.725
2004-03-05,589.271
2004-03-08,586.693
2004-03-09,585.295
2004-03-10,576.11
2004-03-11,564.71
2004-03-12,562.202
2004-03-15,557.897
2004-03-16,565.134
2004-03-17,569.135
2004-03-18,571.4
2004-03-19,571.208
2004-03-22,562.972
2004-03-23,561.597
2004-03-24,558.947
2004-03-25,564.737
2004-03-26,567.168
2004-03-29,573.549
2004-03-30,574.735
2004-03-31,579.007
2004-04-01,586.382
2004-04-02,586.579
2004-04-05,585.549
2004-04-06,583.762
2004-04-07,588.413
2004-04-08,587.204
2004-04-09,584.582
2004-04-12,586.367
2004-04-13,581.879
2004-04-14,573.546
2004-04-15,571.112
2004-04-16,576.778
2004-04-19,577.261
2004-04-20,577.782
2004-04-21,571.227
2004-04-22,572.79
2004-04-23,574.522
2004-04-26,577.659
2004-04-27,575.996
2004-04-28,564.955
2004-04-29,565.207
2004-04-30,560.352
2004-05-03,561.307
2004-05-04,570.002
2004-05-05,575.584
2004-05-06,565.37
2004-05-07,555.901
2004-05-10,534.517
2004-05-11,537.044
2004-05-12,540.144
2004-05-13,536.37
2004-05-14,534.248
2004-05-17,529.795
2004-05-18,534.202
2004-05-19,548.072
2004-05-20,540.206
2004-05-21,546.182
2004-05-24,546.49
2004-05-25,546.458
2004-05-26,551.141
2004-05-27,560.813
2004-05-28,558.414
2004-05-31,558.821
2004-06-01,557.217
2004-06-02,558.094
2004-06-03,554.301
2004-06-04,557.36
2004-06-07,568.681
2004-06-08,569.158
2004-06-09,562.961
2004-06-10,563.343
2004-06-11,559.687
2004-06-14,553.991
2004-06-15,556.78
2004-06-16,560.419
2004-06-17,562.235
2004-06-18,564.246
2004-06-21,565.443
2004-06-22,560.363
2004-06-23,561.438
2004-06-24,569.951
2004-06-25,568.029
2004-06-28,572.381
2004-06-29,566.987
2004-06-30,565.466
2004-07-01,565.727
2004-07-02,566.102
2004-07-05,561.953
2004-07-06,559.87
2004-07-07,563.069
2004-07-08,563.892
2004-07-09,563.589
2004-07-12,563.916
2004-07-13,560.679
2004-07-14,561.658
2004-07-15,556.132
2004-07-16,559.547
2004-07-19,557.644
2004-07-20,555.283
2004-07-21,554.035
2004-07-22,549.871
2004-07-23,543.233
2004-07-26,539.577
2004-07-27,537.579
2004-07-28,538.732
2004-07-29,542.501
2004-07-30,544.982
2004-08-02,544.367
2004-08-03,546.09
2004-08-04,541.239
2004-08-05,540.656
2004-08-06,538.945
2004-08-09,534.425
2004-08-10,538.025
2004-08-11,533.738
2004-08-12,532.489
2004-08-13,533.946
2004-08-16,536.27
2004-08-17,538.393
2004-08-18,538.391
2004-08-19,545.03
2004-08-20,543.172
2004-08-23,545.585
2004-08-24,542.483
2004-08-25,542.858
2004-08-26,546.001
2004-08-27,548.369
2004-08-30,547.09
2004-08-31,546.229
2004-09-01,550.395
2004-09-02,551.282
2004-09-03,547.456
2004-09-06,552.288
2004-09-07,553.243
2004-09-08,554.371
2004-09-09,551.606
2004-09-10,556.899
2004-09-13,559.975
2004-09-14,561.063
2004-09-15,553.259
2004-09-16,554.73
2004-09-17,555.978
2004-09-20,554.457
2004-09-21,559.924
2004-09-22,556.953
2004-09-23,557.113
2004-09-24,554.012
2004-09-27,551.554
2004-09-28,554.006
2004-09-29,556.938
2004-09-30,560.224
2004-10-01,567.256
2004-10-04,569.612
2004-10-05,570.815
2004-10-06,571.006
2004-10-07,568.048
2004-10-08,571.944
2004-10-11,570.512
2004-10-12,563.288
2004-10-13,562.718
2004-10-14,563.042
2004-10-15,565.915
2004-10-18,565.275
2004-10-19,572.156
2004-10-20,570.08
2004-10-21,572.813
2004-10-22,572.607
2004-10-25,569.976
2004-10-26,571.944
2004-10-27,577.736
2004-10-28,581.686
2004-10-29,579.765
2004-11-01,582.23
2004-11-02,587.23
2004-11-03,593.666
2004-11-04,595.72
2004-11-05,600.512
2004-11-08,599.829
2004-11-09,597.128
2004-11-10,596.649
2004-11-11,599.129
2004-11-12,605.686
2004-11-15,608.422
2004-11-16,607.613
2004-11-17,614.782
2004-11-18,612.833
2004-11-19,611.86
2004-11-22,606.611
2004-11-23,608.37
2004-11-24,611.715
2004-11-25,618.278
2004-11-26,617.348
2004-11-29,620.051
2004-11-30,615.665
2004-12-01,619.493
2004-12-02,623.78
2004-12-03,627.025
2004-12-06,625.066
2004-12-07,624.146
2004-12-08,615.285
2004-12-09,609.692
2004-12-10,607.65
2004-12-13,615.368
2004-12-14,615.704
2004-12-15,622.127
2004-12-16,618.723
2004-12-17,615.133
2004-12-20,622.946
2004-12-21,620.841
2004-12-22,624.583
2004-12-23,628.781
2004-12-24,632.666
2004-12-27,635.735
2004-12-28,636.752
2004-12-29,634.569
2004-12-30,639.359
2004-12-31,639.645
2005-01-03,637.002
2005-01-04,629.529
2005-01-05,624.566
2005-01-06,621.474
2005-01-07,619.399
2005-01-10,621.294
2005-01-11,622.576
2005-01-12,624.449
2005-01-13,621.756
2005-01-14,620.012
2005-01-17,623.044
2005-01-18,619.233
2005-01-19,619.533
2005-01-20,611.862
2005-01-21,612.191
2005-01-24,615.142
2005-01-25,612.234
2005-01-26,619.969
2005-01-27,621.022
2005-01-28,618.047
2005-01-31,622.064
2005-02-01,623.157
2005-02-02,625.484
2005-02-03,621.333
2005-02-04,625.243
2005-02-07,624.39
2005-02-08,621.47
2005-02-09,622.888
2005-02-10,627.056
2005-02-11,630.177
2005-02-14,636.144
2005-02-15,637.816
2005-02-16,635.124
2005-02-17,636.727
2005-02-18,638.11
2005-02-21,640.441
2005-02-22,643.785
2005-02-23,637.283
2005-02-24,636.591
2005-02-25,642.987
2005-02-28,647.124
2005-03-01,647.989
2005-03-02,646.246
2005-03-03,647.576
2005-03-04,655.372
2005-03-07,653.461
2005-03-08,657.312
2005-03-09,656.3
2005-03-10,652.898
2005-03-11,656.025
2005-03-14,650.14
2005-03-15,651.899
2005-03-16,652.605
2005-03-17,651.004
2005-03-18,648.789
2005-03-21,643.832
2005-03-22,644.943
2005-03-23,634.558
2005-03-24,633.006
2005-03-25,633.899
2005-03-28,631.144
2005-03-29,629.665
2005-03-30,631.191
2005-03-31,634.545
2005-04-01,635.689
2005-04-04,626.67
2005-04-05,631.584
2005-04-06,634.572
2005-04-07,637.766
2005-04-08,637.87
2005-04-11,640.515
2005-04-12,634.165
2005-04-13,637.024
2005-04-14,631.509
2005-04-15,628.039
2005-04-18,619.497
2005-04-19,627.003
2005-04-20,627.451
2005-04-21,629.124
2005-04-22,633.052
2005-04-25,631.793
2005-04-26,628.529
2005-04-27,623.629
2005-04-28,622.4
2005-04-29,624.552
2005-05-02,624.561
2005-05-03,627.534
2005-05-04,634.866
2005-05-05,635.995
2005-05-06,637.769
2005-05-09,635.228
2005-05-10,633.427
2005-05-11,629.769
2005-05-12,626.372
2005-05-13,622.707
2005-05-16,619.336
2005-05-17,619.605
2005-05-18,623.86
2005-05-19,627.469
2005-05-20,625.0
2005-05-23,630.349
2005-05-24,630.927
2005-05-25,628.543
2005-05-26,629.11
2005-05-27,631.938
2005-05-30,633.57
2005-05-31,628.503
2005-06-01,632.629
2005-06-02,633.454
2005-06-03,633.598
2005-06-06,633.816
2005-06-07,637.735
2005-06-08,639.485
2005-06-09,632.208
2005-06-10,632.313
2005-06-13,629.633
2005-06-14,630.886
2005-06-15,632.811
2005-06-16,634.674
2005-06-17,642.773
2005-06-20,639.889
2005-06-21,643.481
2005-06-22,643.741
2005-06-23,641.568
2005-06-24,638.228
2005-06-27,635.572
2005-06-28,636.745
2005-06-29,637.636
2005-06-30,635.908
2005-07-01,632.846
2005-07-04,632.815
2005-07-05,632.408
2005-07-06,635.965
2005-07-07,628.73
2005-07-08,634.367
2005-07-11,642.914
2005-07-12,647.242
2005-07-13,643.975
2005-07-14,647.153
2005-07-15,644.103
2005-07-18,644.597
2005-07-19,642.482
2005-07-20,642.66
2005-07-21,648.884
2005-07-22,648.804
2005-07-25,648.308
2005-07-26,644.512
2005-07-27,647.771
2005-07-28,652.493
2005-07-29,656.378
2005-08-01,659.633
2005-08-02,666.343
2005-08-03,671.768
2005-08-04,670.812
2005-08-05,664.461
2005-08-08,671.118
2005-08-09,674.202
2005-08-10,683.875
2005-08-11,688.987
2005-08-12,689.225
2005-08-15,685.629
2005-08-16,682.797
2005-08-17,679.305
2005-08-18,671.447
2005-08-19,675.389
2005-08-22,682.856
2005-08-23,678.116
2005-08-24,677.473
2005-08-25,675.622
2005-08-26,674.454
2005-08-29,670.257
2005-08-30,669.165
2005-08-31,677.454
2005-09-01,691.546
2005-09-02,695.189
2005-09-05,697.248
2005-09-06,698.64
2005-09-07,699.297
2005-09-08,695.479
2005-09-09,702.707
2005-09-12,699.973
2005-09-13,695.923
2005-09-14,699.934
2005-09-15,697.683
2005-09-16,699.696
2005-09-19,700.739
2005-09-20,703.754
2005-09-21,702.703
2005-09-22,696.612
2005-09-23,694.455
2005-09-26,702.724
2005-09-27,698.458
2005-09-28,705.034
2005-09-29,707.863
2005-09-30,710.548
2005-10-03,707.18
2005-10-04,709.899
2005-10-05,702.092
2005-10-06,696.175
2005-10-07,693.83
2005-10-10,692.628
2005-10-11,695.033
2005-10-12,692.815
2005-10-13,683.469
2005-10-14,688.809
2005-10-17,686.485
2005-10-18,680.137
2005-10-19,674.362
2005-10-20,675.21
2005-10-21,674.189
2005-10-24,677.14
2005-10-25,683.414
2005-10-26,684.486
2005-10-27,682.687
2005-10-28,679.719
2005-10-31,687.976
2005-11-01,692.411
2005-11-02,697.421
2005-11-03,702.905
2005-11-04,696.995
2005-11-07,697.916
2005-11-08,697.647
2005-11-09,694.768
