Date,WORLD ex USA LARGE GROWTH Large Cap
2005-11-10,696.521
2005-11-11,701.871
2005-11-14,699.315
2005-11-15,696.549
2005-11-16,693.727
2005-11-17,702.143
2005-11-18,706.621
2005-11-21,710.588
2005-11-22,709.286
2005-11-23,714.391
2005-11-24,713.782
2005-11-25,712.863
2005-11-28,712.97
2005-11-29,711.238
2005-11-30,707.495
2005-12-01,714.915
2005-12-02,722.286
2005-12-05,724.268
2005-12-06,726.992
2005-12-07,725.218
2005-12-08,726.865
2005-12-09,730.381
2005-12-12,738.531
2005-12-13,739.837
2005-12-14,742.912
2005-12-15,736.371
2005-12-16,742.068
2005-12-19,743.717
2005-12-20,741.717
2005-12-21,742.77
2005-12-22,744.483
2005-12-23,744.918
2005-12-26,746.842
2005-12-27,745.145
2005-12-28,748.875
2005-12-29,750.127
2005-12-30,743.069
2006-01-02,744.366
2006-01-03,758.628
2006-01-04,772.5
2006-01-05,772.582
2006-01-06,779.673
2006-01-09,778.66
2006-01-10,770.674
2006-01-11,776.152
2006-01-12,777.243
2006-01-13,776.975
2006-01-16,778.893
2006-01-17,767.065
2006-01-18,757.932
2006-01-19,768.378
2006-01-20,765.421
2006-01-23,769.586
2006-01-24,771.009
2006-01-25,774.052
2006-01-26,779.757
2006-01-27,788.063
2006-01-30,787.847
2006-01-31,791.876
2006-02-01,791.321
2006-02-02,786.126
2006-02-03,781.778
2006-02-06,781.287
2006-02-07,775.79
2006-02-08,766.283
2006-02-09,774.166
2006-02-10,767.416
2006-02-13,762.676
2006-02-14,764.457
2006-02-15,764.028
2006-02-16,767.856
2006-02-17,766.675
2006-02-20,767.377
2006-02-21,770.882
2006-02-22,771.457
2006-02-23,777.297
2006-02-24,777.83
2006-02-27,782.727
2006-02-28,779.131
2006-03-01,781.189
2006-03-02,780.656
2006-03-03,778.843
2006-03-06,779.647
2006-03-07,769.049
2006-03-08,765.981
2006-03-09,775.066
2006-03-10,775.16
2006-03-13,784.997
2006-03-14,790.833
2006-03-15,793.264
2006-03-16,795.616
2006-03-17,799.362
2006-03-20,802.46
2006-03-21,796.87
2006-03-22,798.483
2006-03-23,791.732
2006-03-24,798.778
2006-03-27,797.591
2006-03-28,798.368
2006-03-29,795.976
2006-03-30,811.643
2006-03-31,805.988
2006-04-03,816.694
2006-04-04,819.775
2006-04-05,823.724
2006-04-06,828.487
2006-04-07,822.227
2006-04-10,823.49
2006-04-11,819.648
2006-04-12,813.822
2006-04-13,815.632
2006-04-14,815.957
2006-04-17,823.447
2006-04-18,828.786
2006-04-19,838.477
2006-04-20,835.833
2006-04-21,843.4
2006-04-24,840.113
2006-04-25,841.635
2006-04-26,843.567
2006-04-27,846.414
2006-04-28,844.832
2006-05-01,850.452
2006-05-02,858.884
2006-05-03,852.135
2006-05-04,856.583
2006-05-05,866.894
2006-05-08,869.995
2006-05-09,875.811
2006-05-10,872.496
2006-05-11,870.406
2006-05-12,858.923
2006-05-15,844.89
2006-05-16,842.44
2006-05-17,828.337
2006-05-18,819.647
2006-05-19,811.356
2006-05-22,799.91
2006-05-23,809.705
2006-05-24,799.479
2006-05-25,805.556
2006-05-26,817.389
2006-05-29,820.664
2006-05-30,815.331
2006-05-31,809.738
2006-06-01,811.146
2006-06-02,821.912
2006-06-05,817.023
2006-06-06,793.823
2006-06-07,789.295
2006-06-08,761.051
2006-06-09,773.336
2006-06-12,766.683
2006-06-13,744.588
2006-06-14,749.135
2006-06-15,764.444
2006-06-16,769.292
2006-06-19,765.403
2006-06-20,768.378
2006-06-21,773.348
2006-06-22,776.87
2006-06-23,775.444
2006-06-26,775.562
2006-06-27,774.666
2006-06-28,769.727
2006-06-29,784.244
2006-06-30,811.661
2006-07-03,815.507
2006-07-04,817.943
2006-07-05,804.36
2006-07-06,809.113
2006-07-07,813.549
2006-07-10,813.786
2006-07-11,808.672
2006-07-12,803.095
2006-07-13,794.724
2006-07-14,780.142
2006-07-17,771.215
2006-07-18,764.104
2006-07-19,777.379
2006-07-20,789.065
2006-07-21,785.133
2006-07-24,791.332
2006-07-25,795.567
2006-07-26,795.269
2006-07-27,809.345
2006-07-28,818.131
2006-07-31,818.477
2006-08-01,811.175
2006-08-02,820.426
2006-08-03,814.059
2006-08-04,825.391
2006-08-07,812.242
2006-08-08,814.182
2006-08-09,822.156
2006-08-10,813.872
2006-08-11,812.409
2006-08-14,818.058
2006-08-15,826.487
2006-08-16,835.919
2006-08-17,838.126
2006-08-18,835.201
2006-08-21,837.857
2006-08-22,837.3
2006-08-23,833.724
2006-08-24,830.964
2006-08-25,826.871
2006-08-28,828.645
2006-08-29,830.92
2006-08-30,837.019
2006-08-31,837.254
2006-09-01,840.043
2006-09-04,849.275
2006-09-05,845.454
2006-09-06,833.832
2006-09-07,822.202
2006-09-08,820.013
2006-09-11,809.784
2006-09-12,814.795
2006-09-13,816.521
2006-09-14,819.814
2006-09-15,814.696
2006-09-18,818.347
2006-09-19,817.21
2006-09-20,817.097
2006-09-21,822.228
2006-09-22,818.536
2006-09-25,813.004
2006-09-26,817.311
2006-09-27,829.403
2006-09-28,830.093
2006-09-29,828.695
2006-10-02,833.893
2006-10-03,828.821
2006-10-04,826.682
2006-10-05,835.491
2006-10-06,829.772
2006-10-09,831.779
2006-10-10,832.029
2006-10-11,830.65
2006-10-12,833.98
2006-10-13,836.986
2006-10-16,844.571
2006-10-17,840.693
2006-10-18,843.909
2006-10-19,849.045
2006-10-20,852.099
2006-10-23,853.794
2006-10-24,853.863
2006-10-25,858.953
2006-10-26,861.628
2006-10-27,861.668
2006-10-30,856.121
2006-10-31,856.428
2006-11-01,860.078
2006-11-02,858.177
2006-11-03,855.971
2006-11-06,861.833
2006-11-07,870.695
2006-11-08,863.525
2006-11-09,861.642
2006-11-10,862.481
2006-11-13,857.301
2006-11-14,860.286
2006-11-15,863.037
2006-11-16,862.485
2006-11-17,858.582
2006-11-20,854.96
2006-11-21,857.428
2006-11-22,867.441
2006-11-23,868.055
2006-11-24,868.513
2006-11-27,862.725
2006-11-28,861.172
2006-11-29,873.339
2006-11-30,878.705
2006-12-01,878.096
2006-12-04,881.572
2006-12-05,884.268
2006-12-06,886.692
2006-12-07,889.453
2006-12-08,887.965
2006-12-11,884.31
2006-12-12,889.254
2006-12-13,891.528
2006-12-14,895.449
2006-12-15,894.123
2006-12-18,891.775
2006-12-19,888.975
2006-12-20,892.626
2006-12-21,889.53
2006-12-22,886.021
2006-12-25,885.398
2006-12-26,884.595
2006-12-27,891.827
2006-12-28,893.468
2006-12-29,893.572
2007-01-01,893.572
2007-01-02,905.454
2007-01-03,898.978
2007-01-04,892.858
2007-01-05,882.244
2007-01-08,881.712
2007-01-09,882.593
2007-01-10,873.115
2007-01-11,879.513
2007-01-12,889.869
2007-01-15,896.707
2007-01-16,892.804
2007-01-17,895.085
2007-01-18,893.689
2007-01-19,897.281
2007-01-22,897.6
2007-01-23,902.681
2007-01-24,905.275
2007-01-25,904.684
2007-01-26,895.462
2007-01-29,897.995
2007-01-30,903.648
2007-01-31,902.307
2007-02-01,914.345
2007-02-02,915.198
2007-02-05,911.514
2007-02-06,915.457
2007-02-07,919.704
2007-02-08,914.122
2007-02-09,917.714
2007-02-12,912.959
2007-02-13,919.465
2007-02-14,933.374
2007-02-15,939.229
2007-02-16,937.744
2007-02-19,940.787
2007-02-20,938.352
2007-02-21,931.042
2007-02-22,934.18
2007-02-23,940.974
2007-02-26,943.954
2007-02-27,927.78
2007-02-28,909.558
2007-03-01,901.496
2007-03-02,898.474
2007-03-05,881.237
2007-03-06,891.653
2007-03-07,896.828
2007-03-08,905.294
2007-03-09,906.933
2007-03-12,910.323
2007-03-13,903.515
2007-03-14,885.209
2007-03-15,900.08
2007-03-16,902.061
2007-03-19,911.98
2007-03-20,918.926
2007-03-21,922.774
2007-03-22,936.435
2007-03-23,936.93
2007-03-26,934.187
2007-03-27,932.437
2007-03-28,929.222
2007-03-29,932.938
2007-03-30,933.314
2007-04-02,935.161
2007-04-03,945.432
2007-04-04,952.713
2007-04-05,955.711
2007-04-06,955.737
2007-04-09,953.42
2007-04-10,962.208
2007-04-11,961.174
2007-04-12,960.644
2007-04-13,964.254
2007-04-16,975.566
2007-04-17,975.353
2007-04-18,977.118
2007-04-19,972.939
2007-04-20,980.485
2007-04-23,978.76
2007-04-24,975.81
2007-04-25,979.767
2007-04-26,978.342
2007-04-27,975.858
2007-04-30,975.232
2007-05-01,970.183
2007-05-02,976.357
2007-05-03,977.211
2007-05-04,985.845
2007-05-07,993.64
2007-05-08,985.135
2007-05-09,992.544
2007-05-10,982.909
2007-05-11,985.087
2007-05-14,985.563
2007-05-15,988.274
2007-05-16,986.503
2007-05-17,983.869
2007-05-18,989.079
2007-05-21,987.76
2007-05-22,989.982
2007-05-23,998.256
2007-05-24,989.869
2007-05-25,989.333
2007-05-28,990.727
2007-05-29,994.391
2007-05-30,991.344
2007-05-31,1000.0
2007-06-01,1006.914
2007-06-04,1011.368
2007-06-05,1009.242
2007-06-06,997.052
2007-06-07,985.673
2007-06-08,976.985
2007-06-11,984.064
2007-06-12,978.893
2007-06-13,979.863
2007-06-14,992.873
2007-06-15,1006.687
2007-06-18,1008.692
2007-06-19,1007.091
2007-06-20,1007.646
2007-06-21,1002.373
2007-06-22,999.293
2007-06-25,997.129
2007-06-26,993.202
2007-06-27,986.361
2007-06-28,996.114
2007-06-29,1005.976
2007-07-02,1014.128
2007-07-03,1020.432
2007-07-04,1025.072
2007-07-05,1021.542
2007-07-06,1025.886
2007-07-09,1031.231
2007-07-10,1029.252
2007-07-11,1029.609
2007-07-12,1038.159
2007-07-13,1045.46
2007-07-16,1045.215
2007-07-17,1042.206
2007-07-18,1034.662
2007-07-19,1046.282
2007-07-20,1043.096
2007-07-23,1043.698
2007-07-24,1035.045
2007-07-25,1022.228
2007-07-26,1000.113
2007-07-27,985.506
2007-07-30,990.052
2007-07-31,1002.295
2007-08-01,985.032
2007-08-02,991.511
2007-08-03,988.896
2007-08-06,984.166
2007-08-07,986.73
2007-08-08,1006.094
2007-08-09,992.942
2007-08-10,965.49
2007-08-13,974.964
2007-08-14,964.937
2007-08-15,950.742
2007-08-16,921.236
2007-08-17,925.68
2007-08-20,939.514
2007-08-21,947.322
2007-08-22,960.595
2007-08-23,973.287
2007-08-24,980.25
2007-08-27,983.22
2007-08-28,972.546
2007-08-29,972.796
2007-08-30,982.56
2007-08-31,999.279
2007-09-03,999.476
2007-09-04,1001.43
2007-09-05,991.436
2007-09-06,998.774
2007-09-07,989.552
2007-09-10,979.011
2007-09-11,995.054
2007-09-12,1001.158
2007-09-13,1005.96
2007-09-14,1003.948
2007-09-17,994.725
2007-09-18,1000.685
2007-09-19,1032.593
2007-09-20,1038.989
2007-09-21,1040.757
2007-09-24,1046.538
2007-09-25,1046.584
2007-09-26,1049.573
2007-09-27,1063.091
2007-09-28,1070.47
2007-10-01,1076.473
2007-10-02,1076.704
2007-10-03,1077.053
2007-10-04,1074.177
2007-10-05,1084.628
2007-10-08,1076.956
2007-10-09,1084.437
2007-10-10,1091.696
2007-10-11,1104.692
2007-10-12,1098.95
2007-10-15,1096.179
2007-10-16,1080.711
2007-10-17,1086.772
2007-10-18,1093.519
2007-10-19,1082.812
2007-10-22,1061.535
2007-10-23,1078.456
2007-10-24,1074.446
2007-10-25,1085.509
2007-10-26,1101.921
2007-10-29,1114.576
2007-10-30,1108.278
2007-10-31,1119.08
2007-11-01,1111.348
2007-11-02,1106.877
2007-11-05,1096.969
2007-11-06,1109.122
2007-11-07,1112.621
2007-11-08,1107.44
2007-11-09,1093.042
2007-11-12,1070.41
2007-11-13,1075.31
2007-11-14,1090.997
2007-11-15,1074.994
2007-11-16,1067.364
2007-11-19,1052.609
2007-11-20,1069.539
2007-11-21,1047.992
2007-11-22,1055.787
2007-11-23,1066.611
2007-11-26,1072.417
2007-11-27,1068.444
2007-11-28,1081.05
2007-11-29,1095.041
2007-11-30,1098.531
2007-12-03,1093.978
2007-12-04,1088.113
2007-12-05,1094.623
2007-12-06,1096.702
2007-12-07,1104.253
2007-12-10,1111.207
2007-12-11,1108.798
2007-12-12,1107.422
2007-12-13,1081.096
2007-12-14,1068.956
2007-12-17,1046.857
2007-12-18,1045.146
2007-12-19,1040.55
2007-12-20,1041.995
2007-12-21,1059.932
2007-12-24,1063.928
2007-12-25,1068.619
2007-12-26,1075.217
2007-12-27,1079.174
2007-12-28,1083.881
2007-12-31,1082.053
2008-01-01,1082.053
2008-01-02,1081.6
2008-01-03,1079.683
2008-01-04,1059.442
2008-01-07,1047.639
2008-01-08,1055.666
2008-01-09,1048.248
2008-01-10,1041.941
2008-01-11,1033.074
2008-01-14,1041.841
2008-01-15,1019.028
2008-01-16,989.395
2008-01-17,988.408
2008-01-18,984.919
2008-01-21,929.899
2008-01-22,931.365
2008-01-23,919.204
2008-01-24,964.73
2008-01-25,979.381
2008-01-28,966.852
2008-01-29,980.702
2008-01-30,973.899
2008-01-31,984.872
2008-02-01,1002.426
2008-02-04,1007.198
2008-02-05,974.213
2008-02-06,967.317
2008-02-07,948.485
2008-02-08,950.62
2008-02-11,948.267
2008-02-12,973.488
2008-02-13,970.84
2008-02-14,986.811
2008-02-15,978.582
2008-02-18,986.69
2008-02-19,997.2
2008-02-20,977.037
2008-02-21,995.652
2008-02-22,991.859
2008-02-25,1007.406
2008-02-26,1020.022
2008-02-27,1037.899
2008-02-28,1031.233
2008-02-29,1016.662
2008-03-03,999.022
2008-03-04,992.542
2008-03-05,1003.783
2008-03-06,1008.447
2008-03-07,990.735
2008-03-10,975.051
2008-03-11,978.682
2008-03-12,997.46
2008-03-13,994.294
2008-03-14,988.071
2008-03-17,958.474
2008-03-18,979.228
2008-03-19,967.487
2008-03-20,948.651
2008-03-21,950.958
2008-03-24,949.339
2008-03-25,985.217
2008-03-26,994.012
2008-03-27,1000.029
2008-03-28,998.458
2008-03-31,995.297
2008-04-01,1001.056
2008-04-02,1017.955
2008-04-03,1026.144
2008-04-04,1036.675
2008-04-07,1044.569
2008-04-08,1033.013
2008-04-09,1029.394
2008-04-10,1028.959
2008-04-11,1022.963
2008-04-14,1013.291
2008-04-15,1018.74
2008-04-16,1043.453
2008-04-17,1035.849
2008-04-18,1039.337
2008-04-21,1054.889
2008-04-22,1051.183
2008-04-23,1054.026
2008-04-24,1044.178
2008-04-25,1056.126
2008-04-28,1057.66
2008-04-29,1047.076
2008-04-30,1049.565
2008-05-01,1045.434
2008-05-02,1060.316
2008-05-05,1064.783
2008-05-06,1070.58
2008-05-07,1067.382
2008-05-08,1072.421
2008-05-09,1061.405
2008-05-12,1069.321
2008-05-13,1072.222
2008-05-14,1075.873
2008-05-15,1086.471
2008-05-16,1099.061
2008-05-19,1110.126
2008-05-20,1101.937
2008-05-21,1097.914
2008-05-22,1096.818
2008-05-23,1085.245
2008-05-26,1079.201
2008-05-27,1075.606
2008-05-28,1076.458
2008-05-29,1079.157
2008-05-30,1082.594
2008-06-02,1084.121
2008-06-03,1080.512
2008-06-04,1074.038
2008-06-05,1070.433
2008-06-06,1073.52
2008-06-09,1066.262
2008-06-10,1041.532
2008-06-11,1036.776
2008-06-12,1024.996
2008-06-13,1027.838
2008-06-16,1038.024
2008-06-17,1045.281
2008-06-18,1043.958
2008-06-19,1035.027
2008-06-20,1024.937
2008-06-23,1020.179
2008-06-24,1017.321
2008-06-25,1017.228
2008-06-26,1012.127
2008-06-27,1007.459
2008-06-30,1016.335
2008-07-01,1002.033
2008-07-02,991.803
2008-07-03,986.165
2008-07-04,979.853
2008-07-07,984.481
2008-07-08,971.533
2008-07-09,984.327
2008-07-10,976.385
2008-07-11,969.562
2008-07-14,976.142
2008-07-15,965.231
2008-07-16,960.894
2008-07-17,975.341
2008-07-18,971.725
2008-07-21,979.077
2008-07-22,982.08
2008-07-23,981.444
2008-07-24,972.377
2008-07-25,968.252
2008-07-28,969.485
2008-07-29,962.945
2008-07-30,978.723
2008-07-31,978.486
2008-08-01,960.909
2008-08-04,951.527
2008-08-05,948.748
2008-08-06,955.673
2008-08-07,948.688
2008-08-08,934.958
2008-08-11,940.181
2008-08-12,932.324
2008-08-13,920.049
2008-08-14,924.116
2008-08-15,912.568
2008-08-18,916.487
2008-08-19,901.911
2008-08-20,910.107
2008-08-21,916.976
2008-08-22,917.486
2008-08-25,916.478
2008-08-26,911.616
2008-08-27,916.374
2008-08-28,922.489
2008-08-29,930.024
2008-09-01,917.738
2008-09-02,908.185
2008-09-03,892.268
2008-09-04,870.373
2008-09-05,850.678
2008-09-08,866.693
2008-09-09,848.84
2008-09-10,842.785
2008-09-11,833.324
2008-09-12,860.354
2008-09-15,845.219
2008-09-16,823.594
2008-09-17,817.067
2008-09-18,819.197
2008-09-19,866.445
2008-09-22,873.111
2008-09-23,865.61
2008-09-24,857.197
2008-09-25,862.821
2008-09-26,844.221
2008-09-29,805.402
2008-09-30,788.756
2008-10-01,793.545
2008-10-02,762.346
2008-10-03,765.004
2008-10-06,709.71
2008-10-07,713.702
2008-10-08,674.551
2008-10-09,663.755
2008-10-10,612.73
2008-10-13,659.455
2008-10-14,696.892
2008-10-15,658.853
2008-10-16,615.429
2008-10-17,637.693
2008-10-20,657.966
2008-10-21,654.262
2008-10-22,609.583
2008-10-23,601.77
2008-10-24,574.905
2008-10-27,553.376
2008-10-28,578.159
2008-10-29,616.624
2008-10-30,635.08
2008-10-31,635.341
2008-11-03,641.674
2008-11-04,673.727
2008-11-05,675.931
2008-11-06,630.725
2008-11-07,633.412
2008-11-10,646.816
2008-11-11,615.093
2008-11-12,597.82
2008-11-13,589.828
2008-11-14,595.701
2008-11-17,582.798
2008-11-18,581.706
2008-11-19,567.123
2008-11-20,534.131
2008-11-21,534.967
2008-11-24,572.004
2008-11-25,581.629
2008-11-26,579.696
2008-11-27,589.654
2008-11-28,594.484
2008-12-01,564.918
2008-12-02,564.036
2008-12-03,568.597
2008-12-04,564.289
2008-12-05,548.815
2008-12-08,585.872
2008-12-09,589.337
2008-12-10,596.575
2008-12-11,604.528
2008-12-12,594.182
2008-12-15,610.36
2008-12-16,615.823
2008-12-17,638.568
2008-12-18,640.269
2008-12-19,620.992
2008-12-22,613.299
2008-12-23,612.808
2008-12-24,610.541
2008-12-25,611.564
2008-12-26,613.649
2008-12-29,625.761
2008-12-30,630.767
2008-12-31,628.283
2009-01-01,628.283
2009-01-02,642.076
2009-01-05,645.416
2009-01-06,645.221
2009-01-07,649.32
2009-01-08,646.797
2009-01-09,637.926
2009-01-12,623.466
2009-01-13,606.551
2009-01-14,591.212
2009-01-15,581.626
2009-01-16,595.144
2009-01-19,590.365
2009-01-20,573.784
2009-01-21,570.194
2009-01-22,569.112
2009-01-23,561.057
2009-01-26,577.88
2009-01-27,588.519
2009-01-28,596.334
2009-01-29,589.394
2009-01-30,577.602
2009-02-02,564.812
2009-02-03,575.955
2009-02-04,583.572
2009-02-05,581.545
2009-02-06,589.18
2009-02-09,594.939
2009-02-10,584.472
2009-02-11,578.058
2009-02-12,568.071
2009-02-13,573.396
2009-02-16,567.159
2009-02-17,548.77
2009-02-18,542.761
2009-02-19,548.017
2009-02-20,531.861
2009-02-23,531.012
2009-02-24,523.776
2009-02-25,522.815
2009-02-26,527.141
2009-02-27,523.23
2009-03-02,497.073
2009-03-03,488.469
2009-03-04,500.266
2009-03-05,495.566
2009-03-06,493.156
2009-03-09,487.017
2009-03-10,504.374
2009-03-11,511.599
2009-03-12,509.717
2009-03-13,520.183
2009-03-16,532.305
2009-03-17,532.912
2009-03-18,534.112
2009-03-19,558.165
2009-03-20,552.186
2009-03-23,567.449
2009-03-24,572.052
2009-03-25,574.096
2009-03-26,577.827
2009-03-27,565.891
2009-03-30,544.823
2009-03-31,554.275
2009-04-01,559.271
2009-04-02,586.695
2009-04-03,580.057
2009-04-06,575.911
2009-04-07,570.29
2009-04-08,566.63
2009-04-09,575.701
2009-04-10,575.487
2009-04-13,579.242
2009-04-14,581.863
2009-04-15,578.867
2009-04-16,584.423
2009-04-17,585.393
2009-04-20,571.043
2009-04-21,570.982
2009-04-22,573.612
2009-04-23,577.33
2009-04-24,591.652
2009-04-27,590.461
2009-04-28,580.16
2009-04-29,592.271
2009-04-30,600.279
2009-05-01,602.046
2009-05-04,616.102
2009-05-05,617.397
2009-05-06,624.427
2009-05-07,633.794
2009-05-08,643.745
2009-05-11,645.66
2009-05-12,646.529
2009-05-13,639.668
2009-05-14,634.748
2009-05-15,641.042
2009-05-18,641.51
2009-05-19,656.088
2009-05-20,667.748
2009-05-21,657.913
2009-05-22,662.66
2009-05-25,665.425
2009-05-26,670.028
2009-05-27,671.988
2009-05-28,667.026
2009-05-29,678.222
2009-06-01,690.956
2009-06-02,698.82
2009-06-03,686.862
2009-06-04,683.184
2009-06-05,680.312
2009-06-08,671.915
2009-06-09,678.607
2009-06-10,687.074
2009-06-11,695.386
2009-06-12,691.713
2009-06-15,672.889
2009-06-16,671.25
2009-06-17,662.004
2009-06-18,664.389
2009-06-19,670.054
2009-06-22,656.288
2009-06-23,655.834
2009-06-24,667.653
2009-06-25,663.263
2009-06-26,672.391
2009-06-29,675.362
2009-06-30,671.06
2009-07-01,680.689
2009-07-02,665.839
2009-07-03,663.89
2009-07-06,655.632
2009-07-07,653.879
2009-07-08,644.462
2009-07-09,650.17
2009-07-10,645.537
2009-07-13,647.581
2009-07-14,657.533
2009-07-15,673.86
2009-07-16,679.073
2009-07-17,682.992
2009-07-20,692.373
2009-07-21,701.993
2009-07-22,703.078
2009-07-23,713.014
2009-07-24,713.065
2009-07-27,716.378
2009-07-28,713.691
2009-07-29,709.562
2009-07-30,722.135
2009-07-31,729.551
2009-08-03,743.813
2009-08-04,742.312
2009-08-05,736.007
2009-08-06,736.288
2009-08-07,730.438
2009-08-10,726.345
2009-08-11,722.64
2009-08-12,726.38
2009-08-13,736.259
2009-08-14,732.753
2009-08-17,710.418
2009-08-18,717.874
2009-08-19,720.302
2009-08-20,728.846
2009-08-21,738.891
2009-08-24,747.319
2009-08-25,746.959
2009-08-26,742.28
2009-08-27,737.959
2009-08-28,750.024
2009-08-31,745.226
2009-09-01,737.705
2009-09-02,732.876
2009-09-03,733.132
2009-09-04,737.73
2009-09-07,750.983
2009-09-08,763.594
2009-09-09,767.525
2009-09-10,772.714
2009-09-11,781.121
2009-09-14,776.272
2009-09-15,775.55
2009-09-16,787.709
2009-09-17,793.818
2009-09-18,787.398
2009-09-21,779.476
2009-09-22,790.836
2009-09-23,791.147
2009-09-24,779.129
2009-09-25,773.611
2009-09-28,774.736
2009-09-29,774.077
2009-09-30,778.334
2009-10-01,765.01
2009-10-02,752.023
2009-10-05,754.847
2009-10-06,773.487
2009-10-07,772.91
2009-10-08,786.648
2009-10-09,785.59
2009-10-12,790.119
2009-10-13,788.467
2009-10-14,802.159
2009-10-15,805.539
2009-10-16,799.574
2009-10-19,812.459
2009-10-20,812.225
2009-10-21,815.682
2009-10-22,808.727
2009-10-23,804.0
2009-10-26,796.785
2009-10-27,790.22
2009-10-28,776.49
2009-10-29,784.835
2009-10-30,778.155
2009-11-02,776.873
2009-11-03,768.966
2009-11-04,781.367
2009-11-05,785.214
2009-11-06,789.197
2009-11-09,806.11
2009-11-10,805.374
2009-11-11,808.137
2009-11-12,802.878
2009-11-13,806.351
2009-11-16,818.953
2009-11-17,811.847
2009-11-18,814.285
2009-11-19,799.664
2009-11-20,794.54
2009-11-23,811.007
2009-11-24,804.971
2009-11-25,816.287
2009-11-26,797.457
2009-11-27,795.319
2009-11-30,798.585
2009-12-01,820.941
2009-12-02,824.936
2009-12-03,827.925
2009-12-04,820.341
2009-12-07,817.334
2009-12-08,806.016
2009-12-09,801.431
2009-12-10,803.463
2009-12-11,803.53
2009-12-14,810.401
2009-12-15,805.642
2009-12-16,814.105
2009-12-17,795.6
2009-12-18,790.368
2009-12-21,797.526
2009-12-22,799.736
2009-12-23,807.82
2009-12-24,812.519
2009-12-25,811.895
2009-12-28,817.277
2009-12-29,820.383
2009-12-30,811.046
2009-12-31,814.951
2010-01-01,814.951
2010-01-04,830.495
2010-01-05,829.69
2010-01-06,830.067
2010-01-07,826.149
2010-01-08,831.263
2010-01-11,841.223
2010-01-12,838.023
2010-01-13,835.087
2010-01-14,842.537
2010-01-15,834.796
2010-01-18,839.033
2010-01-19,836.285
2010-01-20,818.803
2010-01-21,809.329
2010-01-22,803.245
2010-01-25,797.697
2010-01-26,793.576
2010-01-27,787.188
2010-01-28,781.518
2010-01-29,775.823
2010-02-01,778.178
2010-02-02,790.141
2010-02-03,788.312
2010-02-04,768.042
2010-02-05,750.769
2010-02-08,754.078
2010-02-09,756.365
2010-02-10,757.289
2010-02-11,761.799
2010-02-12,763.685
2010-02-15,763.899
2010-02-16,774.323
2010-02-17,783.724
2010-02-18,786.251
2010-02-19,778.836
2010-02-22,786.644
2010-02-23,781.112
2010-02-24,780.442
2010-02-25,769.529
2010-02-26,780.89
2010-03-01,784.824
2010-03-02,795.337
2010-03-03,805.492
2010-03-04,799.96
2010-03-05,809.565
2010-03-08,816.048
2010-03-09,813.919
2010-03-10,818.058
2010-03-11,817.649
2010-03-12,823.586
2010-03-15,816.051
2010-03-16,825.1
2010-03-17,832.123
2010-03-18,825.848
2010-03-19,822.36
2010-03-22,822.694
2010-03-23,826.261
2010-03-24,816.181
2010-03-25,818.288
2010-03-26,819.144
2010-03-29,825.829
2010-03-30,828.024
2010-03-31,830.19
2010-04-01,840.491
2010-04-02,841.139
2010-04-05,840.81
2010-04-06,839.378
2010-04-07,836.962
2010-04-08,831.423
2010-04-09,841.522
2010-04-12,847.299
2010-04-13,842.428
2010-04-14,850.512
2010-04-15,851.985
2010-04-16,838.643
2010-04-19,829.156
2010-04-20,835.498
2010-04-21,833.314
2010-04-22,823.463
2010-04-23,827.857
2010-04-26,837.54
2010-04-27,823.02
2010-04-28,807.045
2010-04-29,816.414
2010-04-30,817.46
2010-05-03,811.313
2010-05-04,790.89
2010-05-05,779.324
2010-05-06,764.138
2010-05-07,742.54
2010-05-10,779.874
2010-05-11,772.221
2010-05-12,778.471
2010-05-13,781.37
2010-05-14,758.407
2010-05-17,746.928
2010-05-18,752.135
2010-05-19,733.906
2010-05-20,719.028
2010-05-21,720.645
2010-05-24,719.07
2010-05-25,697.97
2010-05-26,709.054
2010-05-27,728.016
2010-05-28,731.626
2010-05-31,731.759
2010-06-01,732.361
2010-06-02,728.294
2010-06-03,741.677
2010-06-04,727.087
2010-06-07,711.051
2010-06-08,710.649
2010-06-09,722.333
2010-06-10,735.418
2010-06-11,736.93
2010-06-14,753.726
2010-06-15,758.825
2010-06-16,764.905
2010-06-17,765.73
2010-06-18,766.801
2010-06-21,778.584
2010-06-22,770.521
2010-06-23,759.985
2010-06-24,755.505
2010-06-25,748.32
2010-06-28,754.526
2010-06-29,731.476
2010-06-30,727.556
2010-07-01,720.729
2010-07-02,723.862
2010-07-05,720.225
2010-07-06,740.582
2010-07-07,744.487
2010-07-08,755.228
2010-07-09,759.247
2010-07-12,759.282
2010-07-13,770.579
2010-07-14,777.379
2010-07-15,777.327
2010-07-16,765.77
2010-07-19,760.742
2010-07-20,758.647
2010-07-21,761.324
2010-07-22,773.402
2010-07-23,779.016
2010-07-26,786.033
2010-07-27,785.256
2010-07-28,789.308
2010-07-29,789.848
2010-07-30,785.742
2010-08-02,804.784
2010-08-03,810.205
2010-08-04,803.299
2010-08-05,804.814
2010-08-06,806.844
2010-08-09,810.384
2010-08-10,798.982
2010-08-11,777.883
2010-08-12,774.872
2010-08-13,775.377
2010-08-16,780.058
2010-08-17,787.847
2010-08-18,787.893
2010-08-19,784.672
2010-08-20,770.326
2010-08-23,771.368
2010-08-24,763.428
2010-08-25,754.068
2010-08-26,764.954
2010-08-27,769.013
