Date,WORLD ex USA GROWTH Standard (Large+Mid Cap)
2002-04-08,1373.161
2002-04-09,1373.343
2002-04-10,1387.145
2002-04-11,1372.872
2002-04-12,1371.32
2002-04-15,1382.173
2002-04-16,1402.207
2002-04-17,1414.851
2002-04-18,1411.625
2002-04-19,1408.175
2002-04-22,1405.993
2002-04-23,1404.818
2002-04-24,1403.314
2002-04-25,1404.98
2002-04-26,1399.931
2002-04-29,1395.925
2002-04-30,1399.062
2002-05-01,1406.957
2002-05-02,1400.924
2002-05-03,1407.263
2002-05-06,1405.076
2002-05-07,1387.793
2002-05-08,1404.786
2002-05-09,1402.203
2002-05-10,1396.736
2002-05-13,1400.51
2002-05-14,1397.145
2002-05-15,1415.579
2002-05-16,1417.547
2002-05-17,1429.549
2002-05-20,1427.666
2002-05-21,1423.763
2002-05-22,1422.566
2002-05-23,1414.811
2002-05-24,1414.266
2002-05-27,1410.341
2002-05-28,1412.422
2002-05-29,1409.234
2002-05-30,1405.287
2002-05-31,1405.197
2002-06-03,1403.985
2002-06-04,1385.658
2002-06-05,1373.571
2002-06-06,1376.081
2002-06-07,1362.9
2002-06-10,1362.695
2002-06-11,1365.585
2002-06-12,1345.467
2002-06-13,1332.344
2002-06-14,1309.107
2002-06-17,1328.805
2002-06-18,1333.535
2002-06-19,1319.063
2002-06-20,1313.127
2002-06-21,1311.452
2002-06-24,1300.788
2002-06-25,1315.453
2002-06-26,1310.702
2002-06-27,1322.457
2002-06-28,1365.505
2002-07-01,1364.534
2002-07-02,1336.821
2002-07-03,1313.235
2002-07-04,1326.797
2002-07-05,1357.073
2002-07-08,1368.22
2002-07-09,1368.853
2002-07-10,1323.801
2002-07-11,1287.232
2002-07-12,1289.73
2002-07-15,1254.227
2002-07-16,1247.563
2002-07-17,1269.172
2002-07-18,1284.331
2002-07-19,1242.575
2002-07-22,1194.659
2002-07-23,1167.041
2002-07-24,1153.957
2002-07-25,1181.977
2002-07-26,1169.491
2002-07-29,1209.021
2002-07-30,1222.102
2002-07-31,1219.873
2002-08-01,1186.388
2002-08-02,1190.419
2002-08-05,1165.712
2002-08-06,1168.518
2002-08-07,1178.496
2002-08-08,1205.359
2002-08-09,1227.323
2002-08-12,1210.163
2002-08-13,1216.239
2002-08-14,1207.917
2002-08-15,1227.46
2002-08-16,1235.534
2002-08-19,1239.473
2002-08-20,1223.746
2002-08-21,1239.002
2002-08-22,1249.894
2002-08-23,1238.78
2002-08-26,1235.919
2002-08-27,1252.373
2002-08-28,1219.417
2002-08-29,1205.043
2002-08-30,1211.419
2002-09-02,1199.17
2002-09-03,1171.386
2002-09-04,1168.441
2002-09-05,1169.637
2002-09-06,1183.661
2002-09-09,1176.558
2002-09-10,1187.492
2002-09-11,1204.395
2002-09-12,1181.756
2002-09-13,1162.778
2002-09-16,1152.315
2002-09-17,1150.726
2002-09-18,1131.248
2002-09-19,1124.87
2002-09-20,1118.097
2002-09-23,1094.855
2002-09-24,1080.07
2002-09-25,1088.766
2002-09-26,1123.642
2002-09-27,1129.303
2002-09-30,1106.254
2002-10-01,1110.442
2002-10-02,1129.258
2002-10-03,1120.554
2002-10-04,1106.149
2002-10-07,1087.762
2002-10-08,1072.834
2002-10-09,1068.236
2002-10-10,1078.629
2002-10-11,1114.15
2002-10-14,1113.233
2002-10-15,1157.55
2002-10-16,1146.307
2002-10-17,1165.32
2002-10-18,1161.228
2002-10-21,1162.564
2002-10-22,1152.949
2002-10-23,1133.117
2002-10-24,1145.283
2002-10-25,1151.757
2002-10-28,1164.627
2002-10-29,1134.474
2002-10-30,1152.99
2002-10-31,1167.821
2002-11-01,1165.548
2002-11-04,1191.241
2002-11-05,1203.888
2002-11-06,1195.978
2002-11-07,1189.204
2002-11-08,1181.676
2002-11-11,1168.105
2002-11-12,1176.291
2002-11-13,1167.068
2002-11-14,1176.071
2002-11-15,1187.177
2002-11-18,1188.104
2002-11-19,1185.774
2002-11-20,1179.768
2002-11-21,1204.189
2002-11-22,1205.021
2002-11-25,1197.871
2002-11-26,1182.241
2002-11-27,1197.07
2002-11-28,1209.258
2002-11-29,1204.631
2002-12-02,1199.777
2002-12-03,1188.626
2002-12-04,1185.975
2002-12-05,1173.81
2002-12-06,1177.73
2002-12-09,1163.011
2002-12-10,1164.143
2002-12-11,1168.251
2002-12-12,1167.559
2002-12-13,1164.19
2002-12-16,1175.869
2002-12-17,1173.34
2002-12-18,1152.119
2002-12-19,1153.787
2002-12-20,1160.325
2002-12-23,1165.119
2002-12-24,1172.248
2002-12-25,1171.258
2002-12-26,1176.324
2002-12-27,1157.576
2002-12-30,1169.36
2002-12-31,1177.983
2003-01-01,1177.983
2003-01-02,1188.893
2003-01-03,1195.092
2003-01-06,1211.123
2003-01-07,1197.928
2003-01-08,1179.594
2003-01-09,1192.71
2003-01-10,1195.904
2003-01-13,1195.499
2003-01-14,1203.812
2003-01-15,1194.23
2003-01-16,1190.361
2003-01-17,1180.701
2003-01-20,1167.823
2003-01-21,1162.219
2003-01-22,1148.278
2003-01-23,1150.41
2003-01-24,1142.913
2003-01-27,1111.404
2003-01-28,1111.557
2003-01-29,1119.025
2003-01-30,1126.489
2003-01-31,1124.214
2003-02-03,1137.342
2003-02-04,1125.659
2003-02-05,1133.167
2003-02-06,1114.083
2003-02-07,1105.615
2003-02-10,1099.092
2003-02-11,1109.639
2003-02-12,1099.118
2003-02-13,1098.514
2003-02-14,1107.382
2003-02-17,1117.435
2003-02-18,1125.238
2003-02-19,1113.979
2003-02-20,1116.621
2003-02-21,1121.767
2003-02-24,1118.364
2003-02-25,1091.895
2003-02-26,1092.998
2003-02-27,1091.614
2003-02-28,1104.471
2003-03-03,1116.836
2003-03-04,1106.162
2003-03-05,1101.485
2003-03-06,1091.261
2003-03-07,1078.428
2003-03-10,1064.435
2003-03-11,1057.61
2003-03-12,1037.086
2003-03-13,1058.192
2003-03-14,1080.417
2003-03-17,1097.476
2003-03-18,1098.865
2003-03-19,1107.635
2003-03-20,1112.813
2003-03-21,1127.367
2003-03-24,1112.868
2003-03-25,1119.837
2003-03-26,1125.456
2003-03-27,1117.369
2003-03-28,1114.445
2003-03-31,1093.425
2003-04-01,1103.445
2003-04-02,1120.285
2003-04-03,1121.045
2003-04-04,1127.648
2003-04-07,1149.315
2003-04-08,1140.313
2003-04-09,1139.634
2003-04-10,1133.509
2003-04-11,1128.11
2003-04-14,1135.457
2003-04-15,1151.515
2003-04-16,1147.296
2003-04-17,1160.689
2003-04-18,1161.204
2003-04-21,1156.491
2003-04-22,1166.528
2003-04-23,1173.658
2003-04-24,1170.99
2003-04-25,1156.915
2003-04-28,1168.981
2003-04-29,1166.22
2003-04-30,1187.041
2003-05-01,1195.059
2003-05-02,1195.369
2003-05-05,1207.665
2003-05-06,1229.953
2003-05-07,1225.512
2003-05-08,1211.986
2003-05-09,1221.764
2003-05-12,1232.173
2003-05-13,1230.225
2003-05-14,1232.01
2003-05-15,1234.54
2003-05-16,1243.943
2003-05-19,1226.293
2003-05-20,1229.052
2003-05-21,1222.183
2003-05-22,1232.535
2003-05-23,1237.331
2003-05-26,1240.214
2003-05-27,1243.984
2003-05-28,1248.999
2003-05-29,1260.696
2003-05-30,1252.482
2003-06-02,1275.459
2003-06-03,1268.655
2003-06-04,1278.113
2003-06-05,1290.676
2003-06-06,1300.746
2003-06-09,1296.099
2003-06-10,1292.074
2003-06-11,1311.7
2003-06-12,1315.447
2003-06-13,1309.777
2003-06-16,1324.105
2003-06-17,1337.191
2003-06-18,1334.123
2003-06-19,1319.695
2003-06-20,1320.885
2003-06-23,1298.127
2003-06-24,1285.953
2003-06-25,1295.057
2003-06-26,1279.366
2003-06-27,1283.776
2003-06-30,1274.976
2003-07-01,1273.673
2003-07-02,1295.24
2003-07-03,1307.399
2003-07-04,1298.635
2003-07-07,1310.609
2003-07-08,1305.748
2003-07-09,1302.481
2003-07-10,1294.0
2003-07-11,1290.771
2003-07-14,1307.457
2003-07-15,1295.499
2003-07-16,1287.259
2003-07-17,1268.248
2003-07-18,1268.608
2003-07-21,1270.202
2003-07-22,1274.979
2003-07-23,1287.718
2003-07-24,1306.696
2003-07-25,1306.899
2003-07-28,1314.857
2003-07-29,1311.529
2003-07-30,1294.731
2003-07-31,1289.904
2003-08-01,1282.995
2003-08-04,1278.035
2003-08-05,1280.679
2003-08-06,1269.877
2003-08-07,1276.388
2003-08-08,1281.941
2003-08-11,1292.089
2003-08-12,1295.73
2003-08-13,1302.358
2003-08-14,1313.907
2003-08-15,1313.242
2003-08-18,1316.84
2003-08-19,1316.15
2003-08-20,1321.66
2003-08-21,1320.131
2003-08-22,1314.802
2003-08-25,1309.427
2003-08-26,1300.205
2003-08-27,1306.423
2003-08-28,1311.348
2003-08-29,1316.81
2003-09-01,1335.697
2003-09-02,1331.225
2003-09-03,1345.563
2003-09-04,1348.026
2003-09-05,1355.976
2003-09-08,1368.239
2003-09-09,1372.859
2003-09-10,1362.847
2003-09-11,1355.396
2003-09-12,1362.963
2003-09-15,1365.508
2003-09-16,1372.983
2003-09-17,1384.47
2003-09-18,1397.345
2003-09-19,1397.652
2003-09-22,1386.826
2003-09-23,1388.338
2003-09-24,1389.394
2003-09-25,1379.529
2003-09-26,1367.312
2003-09-29,1366.15
2003-09-30,1359.663
2003-10-01,1381.855
2003-10-02,1393.657
2003-10-03,1413.22
2003-10-06,1414.411
2003-10-07,1422.122
2003-10-08,1417.45
2003-10-09,1429.678
2003-10-10,1439.984
2003-10-13,1444.506
2003-10-14,1447.241
2003-10-15,1448.134
2003-10-16,1456.351
2003-10-17,1449.604
2003-10-20,1451.782
2003-10-21,1457.067
2003-10-22,1447.737
2003-10-23,1419.524
2003-10-24,1422.823
2003-10-27,1431.231
2003-10-28,1438.477
2003-10-29,1446.771
2003-10-30,1450.69
2003-10-31,1437.039
2003-11-03,1434.266
2003-11-04,1444.502
2003-11-05,1436.075
2003-11-06,1426.846
2003-11-07,1444.58
2003-11-10,1440.13
2003-11-11,1428.22
2003-11-12,1442.479
2003-11-13,1458.763
2003-11-14,1462.933
2003-11-17,1435.561
2003-11-18,1452.143
2003-11-19,1437.823
2003-11-20,1443.302
2003-11-21,1445.379
2003-11-24,1449.389
2003-11-25,1455.161
2003-11-26,1469.188
2003-11-27,1471.087
2003-11-28,1472.154
2003-12-01,1494.953
2003-12-02,1503.82
2003-12-03,1509.659
2003-12-04,1505.824
2003-12-05,1503.01
2003-12-08,1496.408
2003-12-09,1499.514
2003-12-10,1485.148
2003-12-11,1486.498
2003-12-12,1499.857
2003-12-15,1513.86
2003-12-16,1503.665
2003-12-17,1503.702
2003-12-18,1510.947
2003-12-19,1513.855
2003-12-22,1519.838
2003-12-23,1526.989
2003-12-24,1533.99
2003-12-25,1534.428
2003-12-26,1537.444
2003-12-29,1548.174
2003-12-30,1562.412
2003-12-31,1572.585
2004-01-01,1572.585
2004-01-02,1584.518
2004-01-05,1607.067
2004-01-06,1613.378
2004-01-07,1604.29
2004-01-08,1624.535
2004-01-09,1635.316
2004-01-12,1628.17
2004-01-13,1627.458
2004-01-14,1629.945
2004-01-15,1613.484
2004-01-16,1610.861
2004-01-19,1615.665
2004-01-20,1633.482
2004-01-21,1642.34
2004-01-22,1653.298
2004-01-23,1650.69
2004-01-26,1634.918
2004-01-27,1642.099
2004-01-28,1637.313
2004-01-29,1602.453
2004-01-30,1603.612
2004-02-02,1607.572
2004-02-03,1614.209
2004-02-04,1597.872
2004-02-05,1606.845
2004-02-06,1625.193
2004-02-09,1635.904
2004-02-10,1639.367
2004-02-11,1638.459
2004-02-12,1655.5
2004-02-13,1654.167
2004-02-16,1655.133
2004-02-17,1674.037
2004-02-18,1671.685
2004-02-19,1670.91
2004-02-20,1645.914
2004-02-23,1649.216
2004-02-24,1642.595
2004-02-25,1634.908
2004-02-26,1626.791
2004-02-27,1634.943
2004-03-01,1660.41
2004-03-02,1651.097
2004-03-03,1628.595
2004-03-04,1637.445
2004-03-05,1662.255
2004-03-08,1655.832
2004-03-09,1651.122
2004-03-10,1622.916
2004-03-11,1590.339
2004-03-12,1584.621
2004-03-15,1570.839
2004-03-16,1592.026
2004-03-17,1603.222
2004-03-18,1610.849
2004-03-19,1610.564
2004-03-22,1589.029
2004-03-23,1584.491
2004-03-24,1578.311
2004-03-25,1594.637
2004-03-26,1601.101
2004-03-29,1619.127
2004-03-30,1621.934
2004-03-31,1634.703
2004-04-01,1656.441
2004-04-02,1656.769
2004-04-05,1653.869
2004-04-06,1651.638
2004-04-07,1665.478
2004-04-08,1661.814
2004-04-09,1655.423
2004-04-12,1659.51
2004-04-13,1647.873
2004-04-14,1622.938
2004-04-15,1616.379
2004-04-16,1634.171
2004-04-19,1634.377
2004-04-20,1636.084
2004-04-21,1617.199
2004-04-22,1622.414
2004-04-23,1629.291
2004-04-26,1637.953
2004-04-27,1632.866
2004-04-28,1601.885
2004-04-29,1601.003
2004-04-30,1587.455
2004-05-03,1590.055
2004-05-04,1613.871
2004-05-05,1627.195
2004-05-06,1598.312
2004-05-07,1571.204
2004-05-10,1510.534
2004-05-11,1518.856
2004-05-12,1527.677
2004-05-13,1517.887
2004-05-14,1511.477
2004-05-17,1498.303
2004-05-18,1511.757
2004-05-19,1551.935
2004-05-20,1530.038
2004-05-21,1548.696
2004-05-24,1550.41
2004-05-25,1550.855
2004-05-26,1565.136
2004-05-27,1592.473
2004-05-28,1587.286
2004-05-31,1589.304
2004-06-01,1584.217
2004-06-02,1586.401
2004-06-03,1575.564
2004-06-04,1584.065
2004-06-07,1616.153
2004-06-08,1618.159
2004-06-09,1599.768
2004-06-10,1602.265
2004-06-11,1591.34
2004-06-14,1575.789
2004-06-15,1582.577
2004-06-16,1592.748
2004-06-17,1597.865
2004-06-18,1603.679
2004-06-21,1606.066
2004-06-22,1592.179
2004-06-23,1595.008
2004-06-24,1619.242
2004-06-25,1615.615
2004-06-28,1630.238
2004-06-29,1616.473
2004-06-30,1613.658
2004-07-01,1613.652
2004-07-02,1614.303
2004-07-05,1602.728
2004-07-06,1595.55
2004-07-07,1603.404
2004-07-08,1604.941
2004-07-09,1606.396
2004-07-12,1606.731
2004-07-13,1597.971
2004-07-14,1600.032
2004-07-15,1585.567
2004-07-16,1596.546
2004-07-19,1590.935
2004-07-20,1584.821
2004-07-21,1580.48
2004-07-22,1566.493
2004-07-23,1547.395
2004-07-26,1536.133
2004-07-27,1529.028
2004-07-28,1532.358
2004-07-29,1543.25
2004-07-30,1550.226
2004-08-02,1548.077
2004-08-03,1552.121
2004-08-04,1536.574
2004-08-05,1534.255
2004-08-06,1528.401
2004-08-09,1514.679
2004-08-10,1526.487
2004-08-11,1514.288
2004-08-12,1510.152
2004-08-13,1513.664
2004-08-16,1520.222
2004-08-17,1525.929
2004-08-18,1528.081
2004-08-19,1546.876
2004-08-20,1542.198
2004-08-23,1548.216
2004-08-24,1539.342
2004-08-25,1541.773
2004-08-26,1551.084
2004-08-27,1557.319
2004-08-30,1553.965
2004-08-31,1552.292
2004-09-01,1564.071
2004-09-02,1567.37
2004-09-03,1556.995
2004-09-06,1570.326
2004-09-07,1573.914
2004-09-08,1577.881
2004-09-09,1569.996
2004-09-10,1585.527
2004-09-13,1594.778
2004-09-14,1598.464
2004-09-15,1576.231
2004-09-16,1580.073
2004-09-17,1584.457
2004-09-20,1580.53
2004-09-21,1595.933
2004-09-22,1587.684
2004-09-23,1587.393
2004-09-24,1580.313
2004-09-27,1572.707
2004-09-28,1578.856
2004-09-29,1586.134
2004-09-30,1596.55
2004-10-01,1617.596
2004-10-04,1624.566
2004-10-05,1628.421
2004-10-06,1629.121
2004-10-07,1623.607
2004-10-08,1634.114
2004-10-11,1630.219
2004-10-12,1608.264
2004-10-13,1605.39
2004-10-14,1605.664
2004-10-15,1613.781
2004-10-18,1610.862
2004-10-19,1629.017
2004-10-20,1623.596
2004-10-21,1631.639
2004-10-22,1633.684
2004-10-25,1626.342
2004-10-26,1631.298
2004-10-27,1646.665
2004-10-28,1657.539
2004-10-29,1652.354
2004-11-01,1659.85
2004-11-02,1673.133
2004-11-03,1690.806
2004-11-04,1697.601
2004-11-05,1712.212
2004-11-08,1710.94
2004-11-09,1704.837
2004-11-10,1703.819
2004-11-11,1710.778
2004-11-12,1728.2
2004-11-15,1735.352
2004-11-16,1733.519
2004-11-17,1753.072
2004-11-18,1747.834
2004-11-19,1748.172
2004-11-22,1733.428
2004-11-23,1739.15
2004-11-24,1750.151
2004-11-25,1767.992
2004-11-26,1765.894
2004-11-29,1773.924
2004-11-30,1762.955
2004-12-01,1774.291
2004-12-02,1782.808
2004-12-03,1792.807
2004-12-06,1788.471
2004-12-07,1786.721
2004-12-08,1760.526
2004-12-09,1743.959
2004-12-10,1740.072
2004-12-13,1760.261
2004-12-14,1761.792
2004-12-15,1779.757
2004-12-16,1771.009
2004-12-17,1762.135
2004-12-20,1783.977
2004-12-21,1779.323
2004-12-22,1789.947
2004-12-23,1802.34
2004-12-24,1813.342
2004-12-27,1822.414
2004-12-28,1825.074
2004-12-29,1818.857
2004-12-30,1832.985
2004-12-31,1833.979
2005-01-03,1825.825
2005-01-04,1804.618
2005-01-05,1789.801
2005-01-06,1781.326
2005-01-07,1775.921
2005-01-10,1782.266
2005-01-11,1785.178
2005-01-12,1791.208
2005-01-13,1785.316
2005-01-14,1780.346
2005-01-17,1788.615
2005-01-18,1779.873
2005-01-19,1781.969
2005-01-20,1761.212
2005-01-21,1763.184
2005-01-24,1771.923
2005-01-25,1763.979
2005-01-26,1786.075
2005-01-27,1787.576
2005-01-28,1778.684
2005-01-31,1790.985
2005-02-01,1796.939
2005-02-02,1804.773
2005-02-03,1792.769
2005-02-04,1804.699
2005-02-07,1802.395
2005-02-08,1794.263
2005-02-09,1797.617
2005-02-10,1809.085
2005-02-11,1817.673
2005-02-14,1834.943
2005-02-15,1839.584
2005-02-16,1832.483
2005-02-17,1839.245
2005-02-18,1842.568
2005-02-21,1847.43
2005-02-22,1856.316
2005-02-23,1838.237
2005-02-24,1837.366
2005-02-25,1856.434
2005-02-28,1867.025
2005-03-01,1867.761
2005-03-02,1861.976
2005-03-03,1866.293
2005-03-04,1890.111
2005-03-07,1884.576
2005-03-08,1895.13
2005-03-09,1892.966
2005-03-10,1881.893
2005-03-11,1890.622
2005-03-14,1874.029
2005-03-15,1879.887
2005-03-16,1880.216
2005-03-17,1875.367
2005-03-18,1870.814
2005-03-21,1856.91
2005-03-22,1860.683
2005-03-23,1827.206
2005-03-24,1824.407
2005-03-25,1826.272
2005-03-28,1818.235
2005-03-29,1812.834
2005-03-30,1815.512
2005-03-31,1825.591
2005-04-01,1829.581
2005-04-04,1805.349
2005-04-05,1818.644
2005-04-06,1826.446
2005-04-07,1836.398
2005-04-08,1836.284
2005-04-11,1843.305
2005-04-12,1826.298
2005-04-13,1833.893
2005-04-14,1815.379
2005-04-15,1803.187
2005-04-18,1776.958
2005-04-19,1798.055
2005-04-20,1799.639
2005-04-21,1802.868
2005-04-22,1816.204
2005-04-25,1812.142
2005-04-26,1803.04
2005-04-27,1786.246
2005-04-28,1780.224
2005-04-29,1786.559
2005-05-02,1785.599
2005-05-03,1794.283
2005-05-04,1811.831
2005-05-05,1816.998
2005-05-06,1820.298
2005-05-09,1812.817
2005-05-10,1807.377
2005-05-11,1796.714
2005-05-12,1787.84
2005-05-13,1777.064
2005-05-16,1766.921
2005-05-17,1767.054
2005-05-18,1780.702
2005-05-19,1792.092
2005-05-20,1785.051
2005-05-23,1800.426
2005-05-24,1801.538
2005-05-25,1796.589
2005-05-26,1798.831
2005-05-27,1805.563
2005-05-30,1810.035
2005-05-31,1796.283
2005-06-01,1805.744
2005-06-02,1807.821
2005-06-03,1810.025
2005-06-06,1809.856
2005-06-07,1820.276
2005-06-08,1826.377
2005-06-09,1806.199
2005-06-10,1806.51
2005-06-13,1797.673
