Date,WORLD ex USA GROWTH Standard (Large+Mid Cap)
2001-01-01,1861.758
2001-01-02,1845.602
2001-01-03,1827.879
2001-01-04,1855.701
2001-01-05,1851.569
2001-01-08,1838.473
2001-01-09,1804.65
2001-01-10,1797.719
2001-01-11,1823.567
2001-01-12,1842.846
2001-01-15,1840.571
2001-01-16,1825.601
2001-01-17,1853.736
2001-01-18,1877.957
2001-01-19,1879.81
2001-01-22,1876.271
2001-01-23,1874.505
2001-01-24,1857.035
2001-01-25,1854.636
2001-01-26,1848.775
2001-01-29,1846.775
2001-01-30,1847.606
2001-01-31,1867.338
2001-02-01,1868.538
2001-02-02,1839.574
2001-02-05,1836.122
2001-02-06,1829.846
2001-02-07,1806.313
2001-02-08,1783.402
2001-02-09,1762.814
2001-02-12,1782.422
2001-02-13,1767.119
2001-02-14,1735.36
2001-02-15,1742.438
2001-02-16,1712.097
2001-02-19,1709.351
2001-02-20,1685.827
2001-02-21,1673.559
2001-02-22,1659.917
2001-02-23,1638.557
2001-02-26,1652.93
2001-02-27,1664.839
2001-02-28,1655.707
2001-03-01,1646.99
2001-03-02,1639.497
2001-03-05,1647.994
2001-03-06,1675.748
2001-03-07,1672.133
2001-03-08,1662.612
2001-03-09,1645.372
2001-03-12,1592.147
2001-03-13,1559.619
2001-03-14,1535.866
2001-03-15,1558.526
2001-03-16,1517.92
2001-03-19,1517.7
2001-03-20,1537.592
2001-03-21,1531.88
2001-03-22,1468.339
2001-03-23,1525.59
2001-03-26,1579.373
2001-03-27,1597.155
2001-03-28,1570.573
2001-03-29,1537.828
2001-03-30,1536.287
2001-04-02,1522.59
2001-04-03,1496.333
2001-04-04,1517.999
2001-04-05,1549.383
2001-04-06,1551.445
2001-04-09,1547.133
2001-04-10,1556.455
2001-04-11,1564.941
2001-04-12,1582.499
2001-04-13,1580.513
2001-04-16,1565.371
2001-04-17,1557.337
2001-04-18,1604.33
2001-04-19,1628.723
2001-04-20,1627.681
2001-04-23,1608.015
2001-04-24,1601.931
2001-04-25,1607.455
2001-04-26,1625.694
2001-04-27,1631.541
2001-04-30,1643.526
2001-05-01,1665.044
2001-05-02,1669.897
2001-05-03,1652.868
2001-05-04,1658.947
2001-05-07,1663.808
2001-05-08,1650.836
2001-05-09,1632.051
2001-05-10,1649.293
2001-05-11,1633.67
2001-05-14,1601.641
2001-05-15,1620.54
2001-05-16,1619.397
2001-05-17,1640.27
2001-05-18,1637.718
2001-05-21,1650.929
2001-05-22,1655.141
2001-05-23,1645.197
2001-05-24,1637.311
2001-05-25,1624.116
2001-05-28,1626.428
2001-05-29,1618.315
2001-05-30,1592.147
2001-05-31,1579.602
2001-06-01,1578.205
2001-06-04,1584.88
2001-06-05,1593.307
2001-06-06,1585.584
2001-06-07,1589.906
2001-06-08,1584.962
2001-06-11,1557.212
2001-06-12,1524.67
2001-06-13,1532.978
2001-06-14,1529.064
2001-06-15,1516.031
2001-06-18,1500.735
2001-06-19,1497.41
2001-06-20,1487.961
2001-06-21,1496.851
2001-06-22,1505.276
2001-06-25,1504.456
2001-06-26,1488.817
2001-06-27,1483.712
2001-06-28,1482.849
2001-06-29,1501.376
2001-07-02,1513.164
2001-07-03,1500.995
2001-07-04,1485.46
2001-07-05,1456.035
2001-07-06,1431.869
2001-07-09,1435.142
2001-07-10,1437.624
2001-07-11,1427.126
2001-07-12,1440.086
2001-07-13,1440.13
2001-07-16,1434.878
2001-07-17,1420.315
2001-07-18,1424.875
2001-07-19,1445.358
2001-07-20,1438.967
2001-07-23,1425.053
2001-07-24,1421.824
2001-07-25,1418.268
2001-07-26,1423.246
2001-07-27,1438.15
2001-07-30,1443.495
2001-07-31,1465.774
2001-08-01,1479.951
2001-08-02,1496.93
2001-08-03,1484.14
2001-08-06,1477.748
2001-08-07,1477.385
2001-08-08,1460.684
2001-08-09,1441.092
2001-08-10,1442.215
2001-08-13,1442.688
2001-08-14,1460.886
2001-08-15,1469.838
2001-08-16,1450.349
2001-08-17,1434.731
2001-08-20,1424.602
2001-08-21,1437.496
2001-08-22,1445.076
2001-08-23,1434.865
2001-08-24,1452.001
2001-08-27,1451.779
2001-08-28,1435.445
2001-08-29,1427.503
2001-08-30,1399.341
2001-08-31,1395.198
2001-09-03,1374.641
2001-09-04,1380.418
2001-09-05,1353.052
2001-09-06,1331.472
2001-09-07,1322.206
2001-09-10,1303.705
2001-09-11,1256.787
2001-09-12,1255.1
2001-09-13,1268.39
2001-09-14,1244.085
2001-09-17,1244.609
2001-09-18,1238.2
2001-09-19,1237.688
2001-09-20,1201.569
2001-09-21,1160.351
2001-09-24,1201.373
2001-09-25,1227.601
2001-09-26,1228.343
2001-09-27,1236.968
2001-09-28,1262.116
2001-10-01,1251.818
2001-10-02,1263.647
2001-10-03,1267.653
2001-10-04,1298.592
2001-10-05,1304.372
2001-10-08,1305.541
2001-10-09,1295.291
2001-10-10,1308.284
2001-10-11,1324.459
2001-10-12,1329.283
2001-10-15,1311.022
2001-10-16,1322.713
2001-10-17,1344.949
2001-10-18,1319.918
2001-10-19,1307.525
2001-10-22,1316.543
2001-10-23,1339.38
2001-10-24,1346.841
2001-10-25,1335.247
2001-10-26,1347.903
2001-10-29,1332.339
2001-10-30,1309.335
2001-10-31,1312.084
2001-11-01,1329.557
2001-11-02,1334.518
2001-11-05,1355.774
2001-11-06,1366.659
2001-11-07,1364.956
2001-11-08,1380.146
2001-11-09,1369.252
2001-11-12,1345.055
2001-11-13,1357.541
2001-11-14,1367.22
2001-11-15,1380.161
2001-11-16,1391.247
2001-11-19,1398.912
2001-11-20,1386.254
2001-11-21,1376.07
2001-11-22,1386.144
2001-11-23,1376.403
2001-11-26,1388.273
2001-11-27,1378.207
2001-11-28,1363.998
2001-11-29,1363.631
2001-11-30,1383.499
2001-12-03,1366.504
2001-12-04,1383.255
2001-12-05,1411.833
2001-12-06,1414.959
2001-12-07,1399.175
2001-12-10,1376.738
2001-12-11,1377.598
2001-12-12,1383.333
2001-12-13,1361.142
2001-12-14,1353.348
2001-12-17,1369.596
2001-12-18,1371.927
2001-12-19,1362.713
2001-12-20,1358.786
2001-12-21,1361.534
2001-12-24,1353.669
2001-12-25,1351.87
2001-12-26,1351.252
2001-12-27,1377.306
2001-12-28,1386.357
2001-12-31,1393.369
2002-01-01,1393.369
2002-01-02,1390.462
2002-01-03,1404.253
2002-01-04,1407.517
2002-01-07,1396.372
2002-01-08,1376.803
2002-01-09,1375.049
2002-01-10,1364.672
2002-01-11,1366.82
2002-01-14,1351.253
2002-01-15,1351.203
2002-01-16,1335.224
2002-01-17,1338.627
2002-01-18,1342.514
2002-01-21,1336.802
2002-01-22,1329.309
2002-01-23,1335.672
2002-01-24,1345.399
2002-01-25,1327.977
2002-01-28,1335.3
2002-01-29,1319.386
2002-01-30,1305.134
2002-01-31,1320.456
2002-02-01,1318.057
2002-02-04,1313.53
2002-02-05,1295.456
2002-02-06,1289.696
2002-02-07,1301.549
2002-02-08,1303.561
2002-02-11,1320.86
2002-02-12,1328.87
2002-02-13,1334.62
2002-02-14,1343.51
2002-02-15,1337.091
2002-02-18,1328.644
2002-02-19,1309.794
2002-02-20,1301.848
2002-02-21,1315.669
2002-02-22,1315.12
2002-02-25,1319.969
2002-02-26,1320.5
2002-02-27,1334.516
2002-02-28,1338.138
2002-03-01,1352.366
2002-03-04,1387.239
2002-03-05,1381.379
2002-03-06,1390.175
2002-03-07,1415.824
2002-03-08,1414.972
2002-03-11,1413.978
2002-03-12,1394.488
2002-03-13,1388.518
2002-03-14,1400.296
2002-03-15,1409.909
2002-03-18,1406.257
2002-03-19,1417.564
2002-03-20,1406.188
2002-03-21,1397.811
2002-03-22,1394.456
2002-03-25,1382.763
2002-03-26,1382.347
2002-03-27,1384.3
2002-03-28,1396.908
2002-03-29,1390.929
2002-04-01,1396.836
2002-04-02,1396.338
2002-04-03,1395.954
2002-04-04,1389.526
2002-04-05,1388.316
