Date,WORLD ex USA GROWTH Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,118.32
1975-02-28,132.667
1975-03-31,131.479
1975-04-30,136.921
1975-05-30,136.253
1975-06-30,131.108
1975-07-31,126.406
1975-08-29,125.17
1975-09-30,119.596
1975-10-31,127.052
1975-11-28,130.719
1975-12-31,131.748
1976-01-30,137.849
1976-02-27,137.201
1976-03-31,134.488
1976-04-30,133.839
1976-05-31,130.552
1976-06-30,132.08
1976-07-30,130.593
1976-08-31,130.415
1976-09-30,127.206
1976-10-29,119.31
1976-11-30,119.565
1976-12-31,133.918
1977-01-31,132.707
1977-02-28,134.524
1977-03-31,133.142
1977-04-29,135.509
1977-05-31,134.735
1977-06-30,138.152
1977-07-29,134.687
1977-08-31,140.0
1977-09-30,145.452
1977-10-31,147.512
1977-11-30,146.828
1977-12-30,150.906
1978-01-31,151.891
1978-02-28,153.349
1978-03-31,163.851
1978-04-28,162.818
1978-05-31,165.346
1978-06-30,173.013
1978-07-31,186.748
1978-08-31,190.61
1978-09-29,197.165
1978-10-31,206.219
1978-11-30,187.626
1978-12-29,195.306
1979-01-31,195.344
1979-02-28,194.48
1979-03-30,200.857
1979-04-30,199.485
1979-05-31,196.722
1979-06-29,201.222
1979-07-31,202.66
1979-08-31,208.915
1979-09-28,220.486
1979-10-31,203.988
1979-11-30,208.812
1979-12-31,215.467
1980-01-31,228.456
1980-02-29,233.668
1980-03-31,202.01
1980-04-30,220.155
1980-05-30,231.669
1980-06-30,247.368
1980-07-31,247.004
1980-08-29,254.76
1980-09-30,265.211
1980-10-31,277.005
1980-11-28,274.211
1980-12-31,269.601
1981-01-30,264.963
1981-02-27,259.415
1981-03-31,265.999
1981-04-30,264.96
1981-05-29,256.3
1981-06-30,254.328
1981-07-31,242.541
1981-08-31,248.601
1981-09-30,219.627
1981-10-30,222.287
1981-11-30,245.461
1981-12-31,243.027
1982-01-29,239.071
1982-02-26,220.561
1982-03-31,210.147
1982-04-30,221.837
1982-05-31,218.946
1982-06-30,202.418
1982-07-30,203.217
1982-08-31,205.521
1982-09-30,206.178
1982-10-29,207.084
1982-11-30,220.998
1982-12-31,235.713
1983-01-31,233.993
1983-02-28,239.041
1983-03-31,246.057
1983-04-29,261.167
1983-05-31,261.076
1983-06-30,266.382
1983-07-29,268.595
1983-08-31,265.006
1983-09-30,273.174
1983-10-31,270.554
1983-11-30,280.179
1983-12-30,289.068
1984-01-31,296.882
1984-02-29,300.372
1984-03-30,331.964
1984-04-30,325.603
1984-05-31,291.082
1984-06-29,292.654
1984-07-31,273.328
1984-08-31,299.58
1984-09-28,298.646
1984-10-31,309.485
1984-11-30,312.81
1984-12-31,320.14
1985-01-31,328.67
1985-02-28,328.361
1985-03-29,354.688
1985-04-30,350.64
1985-05-31,365.434
1985-06-28,372.972
1985-07-31,392.298
1985-08-30,399.945
1985-09-30,412.771
1985-10-31,440.197
1985-11-29,456.278
1985-12-31,473.797
1986-01-31,481.909
1986-02-28,533.724
1986-03-31,610.898
1986-04-30,638.799
1986-05-30,617.268
1986-06-30,653.171
1986-07-31,712.359
1986-08-29,771.15
1986-09-30,761.692
1986-10-31,706.098
1986-11-28,749.316
1986-12-31,789.947
1987-01-30,911.026
1987-02-27,936.3
1987-03-31,1037.571
1987-04-30,1157.64
1987-05-29,1122.331
1987-06-30,1053.306
1987-07-31,1042.058
1987-08-31,1133.662
1987-09-30,1084.063
1987-10-30,939.854
1987-11-30,944.073
1987-12-31,954.457
1988-01-29,981.268
1988-02-29,1048.313
1988-03-31,1104.498
1988-04-29,1105.956
1988-05-31,1060.994
1988-06-30,1025.004
1988-07-29,1037.664
1988-08-31,982.5
1988-09-30,1030.976
1988-10-31,1128.615
1988-11-30,1197.575
1988-12-30,1203.921
1989-01-31,1218.599
1989-02-28,1213.343
1989-03-31,1188.763
1989-04-28,1192.402
1989-05-31,1119.272
1989-06-30,1098.14
1989-07-31,1243.419
1989-08-31,1186.945
1989-09-29,1233.443
1989-10-31,1184.714
1989-11-30,1250.41
1989-12-29,1288.895
1990-01-31,1228.889
1990-02-28,1136.077
1990-03-30,1010.692
1990-04-30,996.64
1990-05-31,1119.731
1990-06-29,1103.774
1990-07-31,1116.924
1990-08-31,1013.445
1990-09-28,865.562
1990-10-31,1008.073
1990-11-30,952.735
1990-12-31,974.882
1991-01-31,1008.235
1991-02-28,1105.721
1991-03-29,1045.143
1991-04-30,1056.685
1991-05-31,1070.295
1991-06-28,993.214
1991-07-31,1034.887
1991-08-30,1016.217
1991-09-30,1064.867
1991-10-31,1097.553
1991-11-29,1059.687
1991-12-31,1112.613
1992-01-31,1077.391
1992-02-28,1036.804
1992-03-31,969.113
1992-04-30,947.602
1992-05-29,1015.211
1992-06-30,972.404
1992-07-31,958.905
1992-08-31,1029.67
1992-09-30,1007.26
1992-10-30,958.542
1992-11-30,970.486
1992-12-31,973.055
1993-01-29,964.19
1993-02-26,992.301
1993-03-31,1060.794
1993-04-30,1144.866
1993-05-31,1177.569
1993-06-30,1166.927
1993-07-30,1199.369
1993-08-31,1258.952
1993-09-30,1227.125
1993-10-29,1269.234
1993-11-30,1148.075
1993-12-31,1215.589
1994-01-31,1306.656
1994-02-28,1294.517
1994-03-31,1232.345
1994-04-29,1280.857
1994-05-31,1267.279
1994-06-30,1275.695
1994-07-29,1288.86
1994-08-31,1318.955
1994-09-30,1278.149
1994-10-31,1311.68
1994-11-30,1251.88
1994-12-30,1269.288
1995-01-31,1219.953
1995-02-28,1222.097
1995-03-31,1299.214
1995-04-28,1354.489
1995-05-31,1341.916
1995-06-30,1316.951
1995-07-31,1399.068
1995-08-31,1342.338
1995-09-29,1371.896
1995-10-31,1335.581
1995-11-30,1373.724
1995-12-29,1420.245
1996-01-31,1424.785
1996-02-29,1429.717
1996-03-29,1463.356
1996-04-30,1500.115
1996-05-31,1471.425
1996-06-28,1473.935
1996-07-31,1425.475
1996-08-30,1429.878
1996-09-30,1469.369
1996-10-31,1461.966
1996-11-29,1510.59
1996-12-31,1482.972
1997-01-31,1426.991
1997-02-28,1445.914
1997-03-31,1450.736
1997-04-30,1466.709
1997-05-30,1556.106
1997-06-30,1644.254
1997-07-31,1686.87
1997-08-29,1559.757
1997-09-30,1664.132
1997-10-31,1510.898
1997-11-28,1507.262
1997-12-31,1527.89
1998-01-30,1590.633
1998-02-27,1698.509
1998-03-31,1727.839
1998-04-30,1744.436
1998-05-29,1734.722
1998-06-30,1754.184
1998-07-31,1758.791
1998-08-31,1562.29
1998-09-30,1516.758
1998-10-30,1672.791
1998-11-30,1755.589
1998-12-31,1855.154
1999-01-29,1873.646
1999-02-26,1810.806
1999-03-31,1837.65
1999-04-30,1861.122
1999-05-31,1785.251
1999-06-30,1856.223
1999-07-30,1891.625
1999-08-31,1897.921
1999-09-30,1933.247
1999-10-29,2042.879
1999-11-30,2196.069
1999-12-31,2452.463
2000-01-31,2322.113
2000-02-29,2459.028
2000-03-31,2518.009
2000-04-28,2349.638
2000-05-31,2203.396
2000-06-30,2302.255
2000-07-31,2172.663
2000-08-31,2208.426
2000-09-29,2044.832
2000-10-31,1934.25
2000-11-30,1835.052
2000-12-29,1861.758
2001-01-31,1867.338
2001-02-28,1655.707
2001-03-30,1536.287
2001-04-30,1643.526
2001-05-31,1579.602
2001-06-29,1501.376
2001-07-31,1465.774
2001-08-31,1395.198
2001-09-28,1262.116
2001-10-31,1312.084
2001-11-30,1383.499
2001-12-31,1393.369
2002-01-31,1320.456
2002-02-28,1338.138
2002-03-29,1390.929
2002-04-30,1399.062
2002-05-31,1405.197
2002-06-28,1365.505
2002-07-31,1219.873
2002-08-30,1211.419
2002-09-30,1106.254
2002-10-31,1167.821
2002-11-29,1204.631
2002-12-31,1177.983
2003-01-31,1124.214
2003-02-28,1104.471
2003-03-31,1093.425
2003-04-30,1187.041
2003-05-30,1252.482
2003-06-30,1274.976
2003-07-31,1289.904
2003-08-29,1316.81
2003-09-30,1359.663
2003-10-31,1437.039
2003-11-28,1472.154
2003-12-31,1572.585
2004-01-30,1603.612
2004-02-27,1634.943
2004-03-31,1634.703
2004-04-30,1587.455
2004-05-31,1589.304
2004-06-30,1613.658
2004-07-30,1550.226
2004-08-31,1552.292
2004-09-30,1596.55
2004-10-29,1652.354
2004-11-30,1762.955
2004-12-31,1833.979
2005-01-31,1790.985
2005-02-28,1867.025
2005-03-31,1825.591
2005-04-29,1786.559
2005-05-31,1796.283
2005-06-30,1818.074
2005-07-29,1876.454
2005-08-31,1937.765
2005-09-30,2022.498
2005-10-31,1957.381
2005-11-30,1997.548
2005-12-30,2104.807
2006-01-31,2242.66
2006-02-28,2213.416
2006-03-31,2297.285
2006-04-28,2404.484
2006-05-31,2306.054
2006-06-30,2306.789
2006-07-31,2316.567
2006-08-31,2375.325
2006-09-29,2356.047
2006-10-31,2441.213
2006-11-30,2514.603
2006-12-29,2577.902
2007-01-31,2597.916
2007-02-28,2618.582
2007-03-30,2704.24
2007-04-30,2824.45
2007-05-31,2896.791
2007-06-29,2906.091
2007-07-31,2885.162
2007-08-31,2858.873
2007-09-28,3049.631
2007-10-31,3190.359
2007-11-30,3099.116
2007-12-31,3052.422
2008-01-31,2776.7
2008-02-29,2868.495
2008-03-31,2815.866
2008-04-30,2967.148
2008-05-30,3058.225
2008-06-30,2867.587
2008-07-31,2746.328
2008-08-29,2621.928
2008-09-30,2213.987
2008-10-31,1758.58
2008-11-28,1652.881
2008-12-31,1750.538
2009-01-30,1611.605
2009-02-27,1460.779
2009-03-31,1547.55
2009-04-30,1686.599
2009-05-29,1906.88
2009-06-30,1889.798
2009-07-31,2050.879
2009-08-31,2105.728
2009-09-30,2201.236
2009-10-30,2190.153
2009-11-30,2250.376
2009-12-31,2296.782
2010-01-29,2190.018
2010-02-26,2200.083
2010-03-31,2342.692
2010-04-30,2316.459
2010-05-31,2073.047
2010-06-30,2061.066
2010-07-30,2229.339
2010-08-31,2177.074
2010-09-30,2400.595
2010-10-29,2480.492
2010-11-30,2412.905
2010-12-31,2605.015
2011-01-31,2612.882
2011-02-28,2707.29
2011-03-31,2674.342
2011-04-29,2825.993
2011-05-31,2759.776
2011-06-30,2712.052
2011-07-29,2693.189
2011-08-31,2478.503
2011-09-30,2193.483
2011-10-31,2420.765
2011-11-30,2321.338
2011-12-30,2281.67
2012-01-31,2408.382
2012-02-29,2544.52
2012-03-30,2538.211
2012-04-30,2520.145
2012-05-31,2243.866
2012-06-29,2359.035
2012-07-31,2397.565
2012-08-31,2451.886
2012-09-28,2520.471
2012-10-31,2527.007
2012-11-30,2585.246
2012-12-31,2644.765
2013-01-31,2760.55
2013-02-28,2769.906
2013-03-29,2812.258
2013-04-30,2915.14
2013-05-31,2860.344
2013-06-28,2763.095
2013-07-31,2892.517
2013-08-30,2853.183
2013-09-30,3043.193
2013-10-31,3123.145
2013-11-29,3145.504
2013-12-31,3198.68
2014-01-31,3060.304
2014-02-28,3226.91
2014-03-31,3214.598
2014-04-30,3246.325
2014-05-30,3310.63
2014-06-30,3349.853
2014-07-31,3278.253
2014-08-29,3296.818
2014-09-30,3175.72
2014-10-31,3144.622
2014-11-28,3207.274
2014-12-31,3106.875
2015-01-30,3121.717
2015-02-27,3302.785
2015-03-31,3266.781
2015-04-30,3397.026
2015-05-29,3387.51
2015-06-30,3299.813
2015-07-31,3371.913
2015-08-31,3127.806
2015-09-30,3000.488
2015-10-30,3230.45
2015-11-30,3206.098
2015-12-31,3170.021
2016-01-29,2977.285
2016-02-29,2937.941
2016-03-31,3130.93
2016-04-29,3196.126
2016-05-31,3186.55
2016-06-30,3138.977
2016-07-29,3291.064
2016-08-31,3247.295
2016-09-30,3296.522
2016-10-31,3160.01
2016-11-30,3061.052
2016-12-30,3123.461
