Date,WORLD ex USA GROWTH Standard (Large+Mid Cap)
2017-01-31,3227.072
2017-02-28,3287.871
2017-03-31,3378.193
2017-04-28,3471.917
2017-05-31,3637.581
2017-06-30,3620.499
2017-07-31,3709.731
2017-08-31,3731.359
2017-09-29,3807.07
2017-10-31,3882.69
2017-11-30,3926.561
2017-12-29,4001.384
2018-01-31,4173.943
2018-02-28,3988.758
2018-03-30,3942.435
2018-04-30,4009.563
2018-05-31,4013.217
2018-06-29,3971.829
2018-07-31,4057.164
2018-08-31,4040.762
2018-09-28,4031.856
2018-10-31,3664.62
2018-11-30,3676.284
2018-12-31,3489.778
2019-01-31,3733.703
2019-02-28,3860.248
2019-03-29,3927.597
2019-04-30,4057.21
2019-05-31,3909.181
2019-06-28,4162.694
2019-07-31,4148.167
2019-08-30,4102.662
2019-09-30,4146.159
2019-10-31,4278.657
2019-11-29,4361.053
2019-12-31,4483.333
2020-01-31,4469.599
2020-02-28,4092.446
2020-03-31,3689.218
2020-04-30,3994.581
2020-05-29,4210.778
2020-06-30,4354.77
2020-07-31,4568.098
2020-08-31,4766.007
2020-09-30,4727.682
2020-10-30,4535.84
2020-11-30,5081.212
2020-12-31,5326.538
2021-01-29,5243.189
2021-02-26,5242.69
2021-03-31,5311.439
2021-04-30,5537.086
2021-05-31,5716.636
2021-06-30,5726.762
2021-07-30,5826.559
2021-08-31,5953.996
2021-09-30,5714.846
2021-10-29,5926.143
2021-11-30,5722.431
2021-12-31,5960.708
2022-01-31,5354.127
2022-02-28,5240.067
2022-03-31,5311.117
2022-04-29,4875.789
2022-05-31,4818.42
2022-06-30,4401.991
2022-07-29,4743.872
2022-08-31,4470.159
2022-09-30,4046.124
2022-10-31,4234.903
2022-11-30,4700.509
2022-12-30,4625.264
2023-01-31,5014.999
2023-02-28,4867.603
2023-03-31,5115.767
2023-04-28,5243.886
2023-05-31,5076.585
2023-06-30,5275.351
2023-07-31,5382.311
2023-08-31,5136.813
2023-09-29,4843.143
2023-10-31,4653.687
2023-11-30,5157.741
2023-12-29,5451.805
2024-01-31,5513.956
2024-02-29,5692.247
2024-03-29,5832.651
2024-04-30,5608.801
2024-05-31,5815.982
2024-06-28,5787.459
2024-07-31,5874.595
2024-08-30,6098.737
2024-09-30,6130.427
2024-10-31,5780.042
2024-11-29,5809.639
2024-12-31,5623.536
2025-01-31,5917.292
2025-02-28,5928.523
2025-03-31,5745.751
2025-04-30,6038.387
2025-05-30,6363.018
2025-06-30,6538.658
2025-07-31,6361.407
2025-08-29,6558.132
2025-09-30,6727.565
