Date,KOKUSAI INDEX (WORLD ex JP) SMID VALUE SMID (Small+Mid Cap)
2017-03-31,1614.071
2017-04-28,1638.547
2017-05-31,1644.497
2017-06-30,1670.129
2017-07-31,1711.773
2017-08-31,1698.042
2017-09-29,1756.269
2017-10-31,1764.767
2017-11-30,1807.697
2017-12-29,1835.58
2018-01-31,1888.11
2018-02-28,1796.168
2018-03-30,1794.408
2018-04-30,1823.337
2018-05-31,1836.017
2018-06-29,1834.057
2018-07-31,1870.886
2018-08-31,1880.681
2018-09-28,1858.877
2018-10-31,1718.052
2018-11-30,1731.392
2018-12-31,1576.769
2019-01-31,1741.821
2019-02-28,1793.8
2019-03-29,1779.601
2019-04-30,1837.251
2019-05-31,1711.616
2019-06-28,1809.504
2019-07-31,1810.944
2019-08-30,1742.518
2019-09-30,1819.23
2019-10-31,1858.799
2019-11-29,1897.637
2019-12-31,1967.942
2020-01-31,1901.937
2020-02-28,1711.072
2020-03-31,1276.39
2020-04-30,1439.692
2020-05-29,1491.666
2020-06-30,1531.017
2020-07-31,1590.247
2020-08-31,1670.289
2020-09-30,1611.428
2020-10-30,1611.448
2020-11-30,1898.904
2020-12-31,2008.9
2021-01-29,2024.169
2021-02-26,2157.545
2021-03-31,2255.58
2021-04-30,2359.625
2021-05-31,2421.088
2021-06-30,2381.889
2021-07-30,2382.904
2021-08-31,2437.368
2021-09-30,2355.302
2021-10-29,2460.504
2021-11-30,2368.809
2021-12-31,2505.931
2022-01-31,2408.208
2022-02-28,2406.657
2022-03-31,2447.822
2022-04-29,2308.83
2022-05-31,2334.831
2022-06-30,2074.106
2022-07-29,2234.378
2022-08-31,2165.676
2022-09-30,1937.611
2022-10-31,2122.324
2022-11-30,2264.207
2022-12-30,2182.639
2023-01-31,2377.782
2023-02-28,2318.409
2023-03-31,2216.245
2023-04-28,2229.095
2023-05-31,2124.971
2023-06-30,2273.959
2023-07-31,2391.942
2023-08-31,2296.581
2023-09-29,2189.863
2023-10-31,2080.819
2023-11-30,2275.658
2023-12-29,2474.067
2024-01-31,2415.94
2024-02-29,2472.337
2024-03-29,2596.694
2024-04-30,2491.897
2024-05-31,2593.188
2024-06-28,2530.458
2024-07-31,2699.599
2024-08-30,2754.485
2024-09-30,2813.852
2024-10-31,2748.713
2024-11-29,2908.796
2024-12-31,2723.567
2025-01-31,2821.076
2025-02-28,2780.847
2025-03-31,2704.957
2025-04-30,2682.532
2025-05-30,2812.29
