Date,KOKUSAI INDEX (WORLD ex JP) SMID VALUE SMID (Small+Mid Cap)
2012-11-30,919.702
2012-12-31,952.825
2013-01-31,1015.455
2013-02-28,1021.413
2013-03-29,1047.09
2013-04-30,1071.649
2013-05-31,1079.028
2013-06-28,1049.037
2013-07-31,1118.138
2013-08-30,1087.134
2013-09-30,1147.624
2013-10-31,1199.669
2013-11-29,1209.407
2013-12-31,1237.96
2014-01-31,1207.965
2014-02-28,1278.738
2014-03-31,1289.574
2014-04-30,1292.878
2014-05-30,1307.987
2014-06-30,1341.416
2014-07-31,1293.896
2014-08-29,1331.06
2014-09-30,1259.002
2014-10-31,1283.114
2014-11-28,1295.255
2014-12-31,1294.663
2015-01-30,1271.886
2015-02-27,1339.163
2015-03-31,1328.32
2015-04-30,1345.178
2015-05-29,1351.15
2015-06-30,1317.934
2015-07-31,1310.34
2015-08-31,1239.311
2015-09-30,1194.964
2015-10-30,1268.32
2015-11-30,1267.677
2015-12-31,1226.993
2016-01-29,1146.267
2016-02-29,1159.914
2016-03-31,1266.65
2016-04-29,1301.087
2016-05-31,1302.531
2016-06-30,1280.508
2016-07-29,1345.749
2016-08-31,1352.244
2016-09-30,1366.581
2016-10-31,1327.193
2016-11-30,1396.65
2016-12-30,1437.471
2017-01-31,1467.852
2017-02-28,1497.841
2017-03-31,1504.067
2017-04-28,1526.147
2017-05-31,1530.21
2017-06-30,1552.78
2017-07-31,1591.018
2017-08-31,1577.591
2017-09-29,1630.684
2017-10-31,1638.148
2017-11-30,1677.148
2017-12-29,1701.805
2018-01-31,1750.071
2018-02-28,1664.241
2018-03-30,1661.146
2018-04-30,1686.805
2018-05-31,1697.036
2018-06-29,1693.761
2018-07-31,1727.24
2018-08-31,1735.432
2018-09-28,1714.14
2018-10-31,1583.763
2018-11-30,1595.12
2018-12-31,1451.425
2019-01-31,1602.878
2019-02-28,1649.971
2019-03-29,1635.374
2019-04-30,1687.349
2019-05-31,1570.16
2019-06-28,1658.576
2019-07-31,1659.306
2019-08-30,1595.747
2019-09-30,1664.746
2019-10-31,1700.326
2019-11-29,1734.75
2019-12-31,1797.698
2020-01-31,1736.867
2020-02-28,1561.857
2020-03-31,1163.851
2020-04-30,1311.878
2020-05-29,1358.164
2020-06-30,1392.892
2020-07-31,1446.269
2020-08-31,1518.309
2020-09-30,1463.898
2020-10-30,1463.457
2020-11-30,1723.644
2020-12-31,1822.325
2021-01-29,1835.793
2021-02-26,1956.05
2021-03-31,2043.511
2021-04-30,2136.834
2021-05-31,2191.094
2021-06-30,2154.159
2021-07-30,2154.489
2021-08-31,2202.672
2021-09-30,2127.308
2021-10-29,2221.752
2021-11-30,2137.738
2021-12-31,2260.084
2022-01-31,2171.492
2022-02-28,2169.213
2022-03-31,2204.537
2022-04-29,2078.143
2022-05-31,2099.629
2022-06-30,1863.623
2022-07-29,2006.902
2022-08-31,1944.004
2022-09-30,1737.966
2022-10-31,1903.085
2022-11-30,2029.037
2022-12-30,1954.511
2023-01-31,2128.709
2023-02-28,2074.584
2023-03-31,1981.145
2023-04-28,1991.344
2023-05-31,1896.154
2023-06-30,2027.341
2023-07-31,2131.715
2023-08-31,2045.421
2023-09-29,1949.056
2023-10-31,1851.355
2023-11-30,2023.326
2023-12-29,2198.26
2024-01-31,2146.061
2024-02-29,2195.058
2024-03-29,2303.544
2024-04-30,2209.227
2024-05-31,2296.829
2024-06-28,2239.476
2024-07-31,2388.378
2024-08-30,2435.537
2024-09-30,2486.576
2024-10-31,2428.317
2024-11-29,2568.417
2024-12-31,2403.06
2025-01-31,2488.35
2025-02-28,2451.858
2025-03-31,2382.795
2025-04-30,2361.734
2025-05-30,2473.315
2025-06-30,2564.542
2025-07-31,2588.93
2025-08-29,2701.586
2025-09-30,2721.624
