Date,KOKUSAI INDEX (WORLD ex JP) SMID VALUE SMID (Small+Mid Cap)
2001-05-28,368.7
2001-05-29,366.607
2001-05-30,363.891
2001-05-31,364.955
2001-06-01,366.217
2001-06-04,367.728
2001-06-05,370.162
2001-06-06,368.276
2001-06-07,369.188
2001-06-08,368.047
2001-06-11,365.322
2001-06-12,365.068
2001-06-13,365.042
2001-06-14,361.138
2001-06-15,360.691
2001-06-18,359.177
2001-06-19,358.497
2001-06-20,358.444
2001-06-21,359.926
2001-06-22,358.332
2001-06-25,357.652
2001-06-26,358.352
2001-06-27,359.433
2001-06-28,360.191
2001-06-29,364.371
2001-07-02,363.858
2001-07-03,363.968
2001-07-04,363.73
2001-07-05,361.468
2001-07-06,357.827
2001-07-09,358.114
2001-07-10,357.085
2001-07-11,356.37
2001-07-12,359.427
2001-07-13,360.268
2001-07-16,358.781
2001-07-17,359.645
2001-07-18,360.862
2001-07-19,361.792
2001-07-20,360.952
2001-07-23,358.43
2001-07-24,354.748
2001-07-25,356.626
2001-07-26,358.84
2001-07-27,359.415
2001-07-30,360.514
2001-07-31,362.345
2001-08-01,364.902
2001-08-02,366.599
2001-08-03,366.446
2001-08-06,363.619
2001-08-07,363.136
2001-08-08,360.497
2001-08-09,360.939
2001-08-10,363.002
2001-08-13,364.116
2001-08-14,365.169
2001-08-15,366.89
2001-08-16,367.457
2001-08-17,365.529
2001-08-20,365.367
2001-08-21,364.945
2001-08-22,366.713
2001-08-23,365.401
2001-08-24,367.141
2001-08-27,365.876
2001-08-28,364.235
2001-08-29,363.268
2001-08-30,359.983
2001-08-31,360.342
2001-09-03,359.421
2001-09-04,358.567
2001-09-05,356.717
2001-09-06,352.845
2001-09-07,348.95
2001-09-10,345.163
2001-09-11,341.59
2001-09-12,339.719
2001-09-13,340.509
2001-09-14,338.515
2001-09-17,325.534
2001-09-18,322.762
2001-09-19,318.888
2001-09-20,308.284
2001-09-21,299.834
2001-09-24,307.799
2001-09-25,311.176
2001-09-26,310.596
2001-09-27,312.81
2001-09-28,318.915
2001-10-01,317.332
2001-10-02,319.554
2001-10-03,323.947
2001-10-04,325.827
2001-10-05,325.928
2001-10-08,323.112
2001-10-09,322.954
2001-10-10,326.381
2001-10-11,330.653
2001-10-12,329.64
2001-10-15,329.712
2001-10-16,332.587
2001-10-17,329.936
2001-10-18,326.512
2001-10-19,326.327
2001-10-22,327.474
2001-10-23,327.19
2001-10-24,327.274
2001-10-25,329.443
2001-10-26,331.195
2001-10-29,329.143
2001-10-30,325.582
2001-10-31,326.562
2001-11-01,329.974
2001-11-02,330.187
2001-11-05,333.108
2001-11-06,335.796
2001-11-07,336.229
2001-11-08,336.411
2001-11-09,336.278
2001-11-12,335.464
2001-11-13,338.609
2001-11-14,340.737
2001-11-15,340.864
2001-11-16,342.008
2001-11-19,344.72
2001-11-20,344.095
2001-11-21,342.149
2001-11-22,342.789
2001-11-23,344.85
2001-11-26,346.245
2001-11-27,345.815
2001-11-28,343.583
2001-11-29,345.901
2001-11-30,346.696
2001-12-03,344.637
2001-12-04,348.599
2001-12-05,353.934
2001-12-06,355.615
2001-12-07,355.649
2001-12-10,352.069
2001-12-11,351.591
2001-12-12,351.654
2001-12-13,348.719
2001-12-14,350.104
2001-12-17,352.615
2001-12-18,355.075
2001-12-19,354.545
2001-12-20,352.853
2001-12-21,354.011
2001-12-24,354.402
2001-12-25,354.404
2001-12-26,356.118
2001-12-27,359.272
2001-12-28,360.61
2001-12-31,360.803
2002-01-01,360.798
2002-01-02,361.422
2002-01-03,364.096
2002-01-04,366.786
2002-01-07,366.046
2002-01-08,365.267
2002-01-09,364.487
2002-01-10,364.163
2002-01-11,362.547
2002-01-14,360.126
2002-01-15,360.728
2002-01-16,356.773
2002-01-17,358.42
2002-01-18,357.244
2002-01-21,357.284
2002-01-22,356.404
2002-01-23,358.804
2002-01-24,360.132
2002-01-25,359.272
2002-01-28,359.844
2002-01-29,356.577
2002-01-30,357.465
2002-01-31,360.596
2002-02-01,360.151
2002-02-04,357.048
2002-02-05,355.694
2002-02-06,353.7
2002-02-07,352.73
2002-02-08,356.094
2002-02-11,359.816
2002-02-12,359.866
2002-02-13,362.081
2002-02-14,361.951
2002-02-15,362.117
2002-02-18,361.587
2002-02-19,358.157
2002-02-20,359.768
2002-02-21,358.743
2002-02-22,360.755
2002-02-25,362.427
2002-02-26,364.185
2002-02-27,365.375
2002-02-28,365.177
2002-03-01,368.905
2002-03-04,375.325
2002-03-05,375.137
2002-03-06,379.663
2002-03-07,381.351
2002-03-08,382.011
2002-03-11,382.767
2002-03-12,381.293
2002-03-13,380.647
2002-03-14,382.518
2002-03-15,384.601
2002-03-18,386.109
2002-03-19,387.876
2002-03-20,386.114
2002-03-21,386.612
2002-03-22,386.151
2002-03-25,382.983
2002-03-26,384.6
2002-03-27,387.171
2002-03-28,388.223
2002-03-29,388.221
2002-04-01,388.602
2002-04-02,388.011
2002-04-03,385.71
2002-04-04,386.208
2002-04-05,387.057
2002-04-08,387.654
2002-04-09,388.802
2002-04-10,393.64
2002-04-11,391.486
2002-04-12,393.486
2002-04-15,392.485
2002-04-16,396.149
2002-04-17,396.99
2002-04-18,396.937
2002-04-19,397.432
2002-04-22,395.071
2002-04-23,395.296
2002-04-24,395.059
2002-04-25,395.334
2002-04-26,393.678
2002-04-29,392.609
2002-04-30,396.066
2002-05-01,397.72
2002-05-02,399.401
2002-05-03,400.488
2002-05-06,397.263
2002-05-07,395.365
2002-05-08,398.849
2002-05-09,396.33
2002-05-10,393.997
2002-05-13,396.079
2002-05-14,399.041
2002-05-15,399.967
2002-05-16,399.217
2002-05-17,401.516
2002-05-20,399.854
2002-05-21,397.47
2002-05-22,398.009
2002-05-23,399.774
2002-05-24,398.564
2002-05-27,398.23
2002-05-28,397.945
2002-05-29,396.808
2002-05-30,396.31
2002-05-31,397.507
2002-06-03,392.401
2002-06-04,390.539
2002-06-05,390.477
2002-06-06,387.121
2002-06-07,387.514
2002-06-10,387.616
2002-06-11,384.705
2002-06-12,384.067
2002-06-13,380.6
2002-06-14,377.586
2002-06-17,384.596
2002-06-18,385.096
2002-06-19,382.205
2002-06-20,379.662
2002-06-21,378.872
2002-06-24,376.634
2002-06-25,374.29
2002-06-26,371.967
2002-06-27,375.09
2002-06-28,379.738
2002-07-01,375.653
2002-07-02,367.9
2002-07-03,362.867
2002-07-04,363.382
2002-07-05,371.251
2002-07-08,370.398
2002-07-09,366.485
2002-07-10,358.221
2002-07-11,354.195
2002-07-12,351.874
2002-07-15,348.274
2002-07-16,344.951
2002-07-17,345.729
2002-07-18,342.19
2002-07-19,334.025
2002-07-22,324.325
2002-07-23,313.835
2002-07-24,319.961
2002-07-25,324.816
2002-07-26,325.361
2002-07-29,338.369
2002-07-30,340.937
2002-07-31,341.54
2002-08-01,335.821
2002-08-02,329.778
2002-08-05,322.068
2002-08-06,326.625
2002-08-07,329.557
2002-08-08,335.367
2002-08-09,337.237
2002-08-12,337.277
2002-08-13,333.47
2002-08-14,339.188
2002-08-15,341.956
2002-08-16,342.32
2002-08-19,345.999
2002-08-20,343.952
2002-08-21,348.481
2002-08-22,352.343
2002-08-23,348.022
2002-08-26,350.99
2002-08-27,350.262
2002-08-28,345.073
2002-08-29,344.266
2002-08-30,344.354
2002-09-02,344.007
2002-09-03,336.732
2002-09-04,339.361
2002-09-05,335.299
2002-09-06,339.161
2002-09-09,339.237
2002-09-10,339.982
2002-09-11,340.831
2002-09-12,335.177
2002-09-13,335.353
2002-09-16,333.188
2002-09-17,328.387
2002-09-18,325.368
2002-09-19,319.434
2002-09-20,320.181
2002-09-23,314.677
2002-09-24,308.523
2002-09-25,313.279
2002-09-26,319.57
2002-09-27,314.32
2002-09-30,311.686
2002-10-01,316.233
2002-10-02,311.037
2002-10-03,308.055
2002-10-04,302.071
2002-10-07,295.729
2002-10-08,296.226
2002-10-09,287.738
2002-10-10,295.683
2002-10-11,305.011
2002-10-14,304.843
2002-10-15,316.036
2002-10-16,310.301
2002-10-17,317.099
2002-10-18,317.327
2002-10-21,322.1
2002-10-22,318.475
2002-10-23,319.378
2002-10-24,318.517
2002-10-25,320.967
2002-10-28,320.699
2002-10-29,317.159
2002-10-30,319.922
2002-10-31,321.91
2002-11-01,325.712
2002-11-04,329.071
2002-11-05,329.709
2002-11-06,332.252
2002-11-07,327.675
2002-11-08,324.772
2002-11-11,319.899
2002-11-12,322.123
2002-11-13,320.863
2002-11-14,325.963
2002-11-15,327.991
2002-11-18,327.171
2002-11-19,325.932
2002-11-20,328.638
2002-11-21,335.528
2002-11-22,336.666
2002-11-25,336.808
2002-11-26,332.601
2002-11-27,338.323
2002-11-28,340.204
2002-11-29,340.498
2002-12-02,340.971
2002-12-03,337.141
2002-12-04,335.418
2002-12-05,333.533
2002-12-06,334.33
2002-12-09,329.683
2002-12-10,332.568
2002-12-11,333.917
2002-12-12,333.962
2002-12-13,331.671
2002-12-16,336.409
2002-12-17,335.24
2002-12-18,331.66
2002-12-19,330.485
2002-12-20,333.417
2002-12-23,333.565
2002-12-24,333.133
2002-12-25,333.133
2002-12-26,333.875
2002-12-27,330.288
2002-12-30,332.285
2002-12-31,334.093
2003-01-01,334.093
2003-01-02,340.753
2003-01-03,341.046
2003-01-06,346.309
2003-01-07,342.914
2003-01-08,339.073
2003-01-09,343.404
2003-01-10,344.304
2003-01-13,344.253
2003-01-14,345.33
2003-01-15,342.745
2003-01-16,342.507
2003-01-17,339.785
2003-01-20,339.372
2003-01-21,335.375
2003-01-22,332.473
2003-01-23,334.315
2003-01-24,329.828
2003-01-27,323.269
2003-01-28,324.974
2003-01-29,325.074
2003-01-30,322.656
2003-01-31,325.471
2003-02-03,326.869
2003-02-04,324.433
2003-02-05,323.813
2003-02-06,321.159
2003-02-07,318.226
2003-02-10,318.755
2003-02-11,317.645
2003-02-12,313.98
2003-02-13,314.151
2003-02-14,316.28
2003-02-17,317.277
2003-02-18,320.682
2003-02-19,318.981
2003-02-20,318.214
2003-02-21,321.16
2003-02-24,317.253
2003-02-25,315.826
2003-02-26,313.806
2003-02-27,315.774
2003-02-28,317.592
2003-03-03,317.825
2003-03-04,314.124
2003-03-05,314.724
2003-03-06,312.88
2003-03-07,312.502
2003-03-10,307.346
2003-03-11,304.915
2003-03-12,302.347
2003-03-13,309.089
2003-03-14,310.101
2003-03-17,316.858
2003-03-18,318.802
2003-03-19,320.033
2003-03-20,321.542
2003-03-21,327.49
2003-03-24,319.72
2003-03-25,322.329
2003-03-26,321.114
2003-03-27,320.576
2003-03-28,320.105
2003-03-31,317.474
2003-04-01,319.92
2003-04-02,324.709
2003-04-03,323.708
2003-04-04,324.525
2003-04-07,327.479
2003-04-08,325.748
2003-04-09,324.471
2003-04-10,326.261
2003-04-11,325.76
2003-04-14,329.953
2003-04-15,332.857
2003-04-16,331.876
2003-04-17,335.379
2003-04-18,335.38
2003-04-21,335.48
2003-04-22,341.108
2003-04-23,344.192
2003-04-24,342.622
2003-04-25,339.28
2003-04-28,344.102
2003-04-29,345.393
2003-04-30,347.85
2003-05-01,348.141
2003-05-02,351.863
2003-05-05,354.036
2003-05-06,358.1
2003-05-07,357.106
2003-05-08,355.044
2003-05-09,358.76
2003-05-12,362.138
2003-05-13,362.574
2003-05-14,363.317
2003-05-15,365.373
2003-05-16,367.012
2003-05-19,361.7
2003-05-20,361.896
2003-05-21,362.741
2003-05-22,365.523
2003-05-23,368.393
2003-05-26,368.892
2003-05-27,372.727
2003-05-28,373.61
2003-05-29,373.955
2003-05-30,379.188
2003-06-02,382.179
2003-06-03,381.295
2003-06-04,386.196
2003-06-05,389.745
2003-06-06,390.359
2003-06-09,385.571
2003-06-10,386.913
2003-06-11,392.169
2003-06-12,393.385
2003-06-13,389.828
2003-06-16,395.898
2003-06-17,396.654
2003-06-18,394.552
2003-06-19,390.47
2003-06-20,390.088
2003-06-23,384.234
2003-06-24,383.413
2003-06-25,384.412
2003-06-26,385.162
2003-06-27,384.539
2003-06-30,384.118
2003-07-01,385.284
2003-07-02,389.873
2003-07-03,389.891
2003-07-04,389.525
2003-07-07,394.197
2003-07-08,395.58
2003-07-09,394.683
2003-07-10,390.519
2003-07-11,393.036
2003-07-14,396.434
2003-07-15,394.065
2003-07-16,392.238
2003-07-17,388.023
2003-07-18,391.119
2003-07-21,389.015
2003-07-22,391.729
2003-07-23,392.618
2003-07-24,394.255
2003-07-25,397.623
2003-07-28,398.342
2003-07-29,397.623
2003-07-30,397.131
2003-07-31,397.633
2003-08-01,395.224
2003-08-04,394.62
2003-08-05,391.692
2003-08-06,390.787
2003-08-07,392.247
2003-08-08,393.211
2003-08-11,394.281
2003-08-12,397.342
2003-08-13,397.851
2003-08-14,400.219
2003-08-15,400.756
2003-08-18,403.28
2003-08-19,405.225
2003-08-20,406.598
2003-08-21,408.494
2003-08-22,404.544
2003-08-25,403.934
2003-08-26,403.237
2003-08-27,404.52
2003-08-28,407.109
2003-08-29,409.641
2003-09-01,410.767
2003-09-02,414.063
2003-09-03,416.883
2003-09-04,417.283
2003-09-05,416.767
2003-09-08,420.31
2003-09-09,418.016
2003-09-10,412.641
2003-09-11,414.476
2003-09-12,416.434
2003-09-15,416.495
2003-09-16,419.04
2003-09-17,419.171
2003-09-18,423.209
2003-09-19,424.498
2003-09-22,421.289
2003-09-23,422.778
2003-09-24,419.022
2003-09-25,415.218
2003-09-26,411.779
2003-09-29,414.944
2003-09-30,412.754
2003-10-01,420.08
2003-10-02,422.31
2003-10-03,427.106
2003-10-06,429.674
2003-10-07,430.948
2003-10-08,430.851
2003-10-09,433.173
2003-10-10,433.626
2003-10-13,436.929
2003-10-14,438.613
2003-10-15,438.503
2003-10-16,439.757
2003-10-17,435.93
2003-10-20,436.41
2003-10-21,437.291
2003-10-22,432.876
2003-10-23,432.142
2003-10-24,431.602
2003-10-27,434.802
2003-10-28,437.863
2003-10-29,440.405
2003-10-30,442.026
2003-10-31,442.199
2003-11-03,445.176
2003-11-04,444.959
2003-11-05,444.749
2003-11-06,446.378
2003-11-07,447.914
2003-11-10,445.066
2003-11-11,443.178
2003-11-12,448.728
2003-11-13,450.501
2003-11-14,449.229
2003-11-17,444.756
2003-11-18,443.483
2003-11-19,444.557
2003-11-20,442.326
2003-11-21,443.731
2003-11-24,448.417
2003-11-25,451.551
2003-11-26,454.707
2003-11-27,455.061
2003-11-28,456.038
2003-12-01,461.451
2003-12-02,462.545
2003-12-03,462.191
2003-12-04,462.087
2003-12-05,460.953
2003-12-08,464.254
2003-12-09,462.428
2003-12-10,459.745
2003-12-11,462.688
2003-12-12,465.652
2003-12-15,463.114
2003-12-16,463.997
2003-12-17,465.013
2003-12-18,469.286
2003-12-19,469.251
2003-12-22,471.313
2003-12-23,473.457
2003-12-24,474.02
2003-12-25,474.02
2003-12-26,474.865
2003-12-29,479.245
2003-12-30,481.275
2003-12-31,481.031
2004-01-01,481.033
2004-01-02,481.952
2004-01-05,486.529
2004-01-06,487.662
2004-01-07,487.697
2004-01-08,490.466
2004-01-09,491.047
2004-01-12,492.321
2004-01-13,492.072
2004-01-14,494.657
2004-01-15,493.901
2004-01-16,494.695
2004-01-19,494.65
2004-01-20,498.789
2004-01-21,502.037
2004-01-22,502.16
2004-01-23,502.071
2004-01-26,502.382
2004-01-27,501.532
2004-01-28,496.922
2004-01-29,492.641
2004-01-30,494.067
2004-02-02,495.04
2004-02-03,496.227
2004-02-04,490.73
2004-02-05,493.061
2004-02-06,500.502
2004-02-09,502.956
2004-02-10,505.835
2004-02-11,509.35
2004-02-12,511.122
2004-02-13,509.083
2004-02-16,509.682
2004-02-17,514.764
2004-02-18,514.099
2004-02-19,511.67
2004-02-20,508.026
2004-02-23,506.461
2004-02-24,506.712
2004-02-25,508.023
2004-02-26,508.198
2004-02-27,510.695
2004-03-01,516.963
2004-03-02,514.783
2004-03-03,512.747
2004-03-04,515.408
2004-03-05,520.257
2004-03-08,517.944
2004-03-09,514.541
2004-03-10,505.081
2004-03-11,497.118
2004-03-12,502.027
2004-03-15,495.219
2004-03-16,498.05
2004-03-17,503.515
2004-03-18,504.124
2004-03-19,502.275
2004-03-22,495.713
2004-03-23,495.946
2004-03-24,492.538
2004-03-25,498.249
2004-03-26,498.098
2004-03-29,504.403
2004-03-30,507.42
2004-03-31,510.68
2004-04-01,515.36
2004-04-02,515.895
2004-04-05,514.954
2004-04-06,513.626
2004-04-07,514.312
2004-04-08,512.546
2004-04-09,512.546
2004-04-12,511.469
2004-04-13,504.36
2004-04-14,498.828
2004-04-15,499.461
2004-04-16,504.719
2004-04-19,505.611
2004-04-20,500.283
2004-04-21,499.909
2004-04-22,506.283
2004-04-23,505.47
2004-04-26,505.786
2004-04-27,507.321
2004-04-28,500.182
2004-04-29,494.604
2004-04-30,492.448
2004-05-03,495.233
2004-05-04,498.735
2004-05-05,500.096
2004-05-06,494.981
2004-05-07,484.846
2004-05-10,474.173
2004-05-11,478.298
2004-05-12,479.11
2004-05-13,479.515
2004-05-14,479.437
2004-05-17,475.192
2004-05-18,478.848
2004-05-19,481.494
2004-05-20,480.243
2004-05-21,483.849
2004-05-24,486.8
2004-05-25,493.967
2004-05-26,496.96
2004-05-27,501.408
2004-05-28,502.511
2004-05-31,502.629
2004-06-01,502.21
2004-06-02,504.648
2004-06-03,500.86
2004-06-04,504.018
2004-06-07,510.905
2004-06-08,510.531
2004-06-09,505.063
2004-06-10,506.294
2004-06-11,505.117
2004-06-14,499.59
2004-06-15,503.88
2004-06-16,505.218
2004-06-17,506.992
2004-06-18,509.31
2004-06-21,509.522
2004-06-22,510.292
2004-06-23,514.436
2004-06-24,515.055
2004-06-25,516.358
2004-06-28,517.323
2004-06-29,516.278
2004-06-30,520.19
2004-07-01,516.712
2004-07-02,518.18
2004-07-05,517.73
2004-07-06,514.566
2004-07-07,516.675
2004-07-08,512.742
2004-07-09,513.867
2004-07-12,514.219
2004-07-13,513.724
2004-07-14,513.777
2004-07-15,513.711
2004-07-16,514.714
2004-07-19,514.877
2004-07-20,516.401
2004-07-21,510.095
2004-07-22,506.926
2004-07-23,502.601
2004-07-26,500.187
2004-07-27,502.881
2004-07-28,503.37
2004-07-29,507.665
2004-07-30,508.337
2004-08-02,510.027
2004-08-03,508.758
2004-08-04,507.305
2004-08-05,502.24
2004-08-06,497.88
2004-08-09,496.499
2004-08-10,502.415
2004-08-11,499.38
2004-08-12,495.673
2004-08-13,496.929
2004-08-16,503.214
2004-08-17,504.065
2004-08-18,508.233
2004-08-19,507.901
2004-08-20,511.173
2004-08-23,509.836
2004-08-24,509.872
2004-08-25,511.936
2004-08-26,512.813
2004-08-27,514.052
2004-08-30,511.818
2004-08-31,514.708
2004-09-01,517.155
2004-09-02,520.842
2004-09-03,519.578
2004-09-06,520.525
2004-09-07,524.018
2004-09-08,522.031
2004-09-09,522.906
2004-09-10,525.872
2004-09-13,527.065
2004-09-14,526.628
2004-09-15,523.212
2004-09-16,527.174
2004-09-17,528.021
2004-09-20,525.833
2004-09-21,530.513
2004-09-22,526.393
2004-09-23,525.184
2004-09-24,526.301
2004-09-27,523.803
2004-09-28,527.569
2004-09-29,530.093
2004-09-30,534.192
2004-10-01,540.52
2004-10-04,541.317
2004-10-05,541.82
2004-10-06,544.352
2004-10-07,540.236
2004-10-08,540.259
2004-10-11,540.115
2004-10-12,537.802
2004-10-13,533.206
2004-10-14,532.272
2004-10-15,535.71
2004-10-18,535.999
2004-10-19,533.944
2004-10-20,534.994
2004-10-21,538.358
2004-10-22,536.419
2004-10-25,537.966
2004-10-26,543.034
2004-10-27,547.732
2004-10-28,547.096
2004-10-29,548.017
2004-11-01,550.246
2004-11-02,550.03
2004-11-03,557.106
2004-11-04,563.751
2004-11-05,565.176
2004-11-08,565.408
2004-11-09,566.559
2004-11-10,568.906
2004-11-11,573.186
2004-11-12,578.522
2004-11-15,578.617
2004-11-16,576.211
2004-11-17,579.883
2004-11-18,579.506
2004-11-19,576.777
2004-11-22,580.184
2004-11-23,583.148
2004-11-24,587.596
2004-11-25,589.963
2004-11-26,591.351
2004-11-29,591.132
2004-11-30,590.351
2004-12-01,596.698
2004-12-02,595.053
2004-12-03,597.593
2004-12-06,597.106
2004-12-07,591.64
2004-12-08,589.844
2004-12-09,589.624
2004-12-10,590.6
2004-12-13,595.708
2004-12-14,597.933
2004-12-15,604.152
2004-12-16,600.828
2004-12-17,600.434
2004-12-20,602.747
2004-12-21,606.243
2004-12-22,607.862
2004-12-23,609.342
2004-12-24,610.308
2004-12-27,609.105
2004-12-28,612.953
2004-12-29,613.522
2004-12-30,615.264
2004-12-31,615.101
2005-01-03,608.212
2005-01-04,600.849
2005-01-05,593.673
2005-01-06,594.559
2005-01-07,592.776
2005-01-10,595.315
2005-01-11,592.683
2005-01-12,595.748
2005-01-13,594.892
2005-01-14,597.38
2005-01-17,597.955
2005-01-18,601.476
2005-01-19,599.9
2005-01-20,595.824
2005-01-21,595.493
2005-01-24,592.939
2005-01-25,592.438
2005-01-26,597.564
2005-01-27,598.053
2005-01-28,596.382
2005-01-31,603.46
2005-02-01,607.099
2005-02-02,610.908
2005-02-03,609.809
2005-02-04,616.025
2005-02-07,614.596
2005-02-08,615.156
2005-02-09,611.635
2005-02-10,614.552
2005-02-11,618.962
2005-02-14,621.338
2005-02-15,622.601
2005-02-16,623.492
2005-02-17,622.701
2005-02-18,622.707
2005-02-21,621.581
2005-02-22,615.003
2005-02-23,614.965
2005-02-24,618.885
2005-02-25,626.635
2005-02-28,626.07
2005-03-01,628.501
2005-03-02,626.47
2005-03-03,627.829
2005-03-04,636.589
2005-03-07,637.291
2005-03-08,636.891
2005-03-09,631.099
2005-03-10,629.848
2005-03-11,630.334
2005-03-14,631.993
2005-03-15,629.949
2005-03-16,626.666
2005-03-17,627.53
2005-03-18,624.773
2005-03-21,621.647
2005-03-22,618.688
2005-03-23,611.531
2005-03-24,613.021
2005-03-25,613.021
2005-03-28,611.374
2005-03-29,606.793
2005-03-30,612.862
2005-03-31,616.276
2005-04-01,616.507
2005-04-04,613.717
2005-04-05,615.595
2005-04-06,617.855
2005-04-07,620.774
2005-04-08,616.738
2005-04-11,617.72
2005-04-12,619.287
2005-04-13,614.64
2005-04-14,605.455
2005-04-15,596.726
2005-04-18,596.823
2005-04-19,603.764
2005-04-20,598.592
2005-04-21,604.817
2005-04-22,603.527
2005-04-25,607.196
2005-04-26,601.624
2005-04-27,598.673
2005-04-28,592.283
2005-04-29,596.638
2005-05-02,598.732
2005-05-03,598.109
2005-05-04,604.851
2005-05-05,605.629
2005-05-06,605.492
2005-05-09,608.47
2005-05-10,604.672
2005-05-11,605.022
2005-05-12,598.386
2005-05-13,593.725
2005-05-16,597.408
2005-05-17,601.165
2005-05-18,608.796
2005-05-19,611.276
2005-05-20,610.567
2005-05-23,614.285
2005-05-24,613.81
2005-05-25,611.301
2005-05-26,614.975
2005-05-27,617.349
2005-05-30,617.571
2005-05-31,616.455
2005-06-01,620.888
2005-06-02,621.732
2005-06-03,620.096
2005-06-06,621.519
2005-06-07,623.577
2005-06-08,624.113
2005-06-09,623.591
2005-06-10,624.401
2005-06-13,625.995
2005-06-14,629.363
2005-06-15,631.706
2005-06-16,635.532
2005-06-17,639.691
2005-06-20,637.052
2005-06-21,636.441
2005-06-22,637.572
2005-06-23,633.534
2005-06-24,629.434
2005-06-27,628.651
2005-06-28,634.041
2005-06-29,634.925
2005-06-30,634.161
2005-07-01,635.611
2005-07-04,634.677
2005-07-05,638.101
2005-07-06,637.421
2005-07-07,635.832
2005-07-08,643.486
2005-07-11,650.932
2005-07-12,653.207
2005-07-13,651.568
2005-07-14,650.194
2005-07-15,649.147
2005-07-18,648.488
2005-07-19,652.368
2005-07-20,656.451
2005-07-21,654.798
2005-07-22,659.592
2005-07-25,656.57
2005-07-26,657.445
2005-07-27,659.586
2005-07-28,664.889
2005-07-29,664.618
2005-08-01,666.773
2005-08-02,671.799
2005-08-03,673.053
2005-08-04,668.344
2005-08-05,660.765
2005-08-08,658.855
2005-08-09,660.245
2005-08-10,663.138
2005-08-11,667.214
2005-08-12,665.338
2005-08-15,666.138
2005-08-16,660.62
2005-08-17,659.153
2005-08-18,654.338
2005-08-19,655.998
2005-08-22,660.456
2005-08-23,658.624
2005-08-24,657.421
2005-08-25,659.287
2005-08-26,656.066
2005-08-29,657.33
2005-08-30,655.241
2005-08-31,665.091
2005-09-01,671.852
2005-09-02,671.612
2005-09-05,671.885
2005-09-06,677.747
2005-09-07,679.505
2005-09-08,676.881
2005-09-09,681.834
2005-09-12,680.976
2005-09-13,676.538
2005-09-14,676.367
2005-09-15,674.915
2005-09-16,678.327
2005-09-19,674.971
2005-09-20,671.729
2005-09-21,665.579
2005-09-22,663.476
2005-09-23,664.208
2005-09-26,666.647
2005-09-27,665.388
2005-09-28,666.281
2005-09-29,671.878
2005-09-30,676.267
2005-10-03,676.401
2005-10-04,671.883
2005-10-05,659.866
2005-10-06,655.035
2005-10-07,656.335
2005-10-10,651.535
2005-10-11,648.118
2005-10-12,642.74
2005-10-13,637.048
2005-10-14,643.823
2005-10-17,644.97
2005-10-18,637.929
2005-10-19,639.699
2005-10-20,635.041
2005-10-21,636.514
2005-10-24,646.58
2005-10-25,647.384
2005-10-26,645.864
2005-10-27,637.788
2005-10-28,643.725
2005-10-31,652.179
2005-11-01,651.429
2005-11-02,659.776
2005-11-03,661.627
