Date,DENMARK IMI GROWTH IMI (Large+Mid+Small Cap)
2001-08-24,371.294
2001-08-27,369.606
2001-08-28,360.35
2001-08-29,354.22
2001-08-30,346.614
2001-08-31,348.162
2001-09-03,343.386
2001-09-04,335.075
2001-09-05,333.087
2001-09-06,335.054
2001-09-07,339.518
2001-09-10,330.051
2001-09-11,325.498
2001-09-12,327.982
2001-09-13,333.989
2001-09-14,328.565
2001-09-17,317.122
2001-09-18,307.623
2001-09-19,311.255
2001-09-20,297.31
2001-09-21,283.375
2001-09-24,287.396
2001-09-25,287.782
2001-09-26,294.397
2001-09-27,294.457
2001-09-28,300.03
2001-10-01,291.515
2001-10-02,299.425
2001-10-03,301.469
2001-10-04,306.351
2001-10-05,309.811
2001-10-08,304.983
2001-10-09,312.988
2001-10-10,317.585
2001-10-11,323.932
2001-10-12,318.915
2001-10-15,317.528
2001-10-16,315.39
2001-10-17,315.763
2001-10-18,312.728
2001-10-19,311.796
2001-10-22,312.889
2001-10-23,312.305
2001-10-24,316.07
2001-10-25,314.177
2001-10-26,323.098
2001-10-29,319.831
2001-10-30,314.156
2001-10-31,317.533
2001-11-01,319.575
2001-11-02,318.19
2001-11-05,320.872
2001-11-06,318.952
2001-11-07,314.319
2001-11-08,314.837
2001-11-09,310.736
2001-11-12,305.225
2001-11-13,304.044
2001-11-14,307.682
2001-11-15,307.152
2001-11-16,306.102
2001-11-19,303.857
2001-11-20,308.291
2001-11-21,308.34
2001-11-22,311.642
2001-11-23,309.544
2001-11-26,306.76
2001-11-27,310.455
2001-11-28,310.885
2001-11-29,311.814
2001-11-30,321.006
2001-12-03,314.281
2001-12-04,315.586
2001-12-05,319.638
2001-12-06,317.687
2001-12-07,316.937
2001-12-10,312.76
2001-12-11,313.041
2001-12-12,311.796
2001-12-13,309.886
2001-12-14,306.687
2001-12-17,301.697
2001-12-18,306.776
2001-12-19,305.868
2001-12-20,307.897
2001-12-21,305.133
2001-12-24,302.168
2001-12-25,302.168
2001-12-26,302.42
2001-12-27,313.008
2001-12-28,316.419
2001-12-31,319.517
2002-01-01,319.517
2002-01-02,325.454
2002-01-03,327.86
2002-01-04,323.604
2002-01-07,323.157
2002-01-08,318.796
2002-01-09,321.927
2002-01-10,321.076
2002-01-11,318.999
2002-01-14,316.631
2002-01-15,314.236
2002-01-16,308.897
2002-01-17,310.748
2002-01-18,311.118
2002-01-21,311.776
2002-01-22,313.341
2002-01-23,312.563
2002-01-24,314.357
2002-01-25,307.792
2002-01-28,305.69
2002-01-29,304.29
2002-01-30,302.408
2002-01-31,308.806
2002-02-01,311.933
2002-02-04,311.863
2002-02-05,309.753
2002-02-06,307.005
2002-02-07,307.044
2002-02-08,307.94
2002-02-11,313.218
2002-02-12,313.183
2002-02-13,312.559
2002-02-14,316.158
2002-02-15,317.136
2002-02-18,312.244
2002-02-19,312.029
2002-02-20,315.522
2002-02-21,316.81
2002-02-22,317.395
2002-02-25,321.266
2002-02-26,322.393
2002-02-27,326.043
2002-02-28,323.367
2002-03-01,323.102
2002-03-04,327.528
2002-03-05,327.668
2002-03-06,327.321
2002-03-07,327.827
2002-03-08,333.334
2002-03-11,332.68
2002-03-12,327.812
2002-03-13,328.987
2002-03-14,332.389
2002-03-15,331.812
2002-03-18,336.676
2002-03-19,339.173
2002-03-20,338.084
2002-03-21,336.461
2002-03-22,336.071
2002-03-25,336.613
2002-03-26,332.338
2002-03-27,331.021
2002-03-28,330.859
2002-03-29,330.859
2002-04-01,333.584
2002-04-02,335.302
2002-04-03,334.216
2002-04-04,332.391
2002-04-05,332.775
2002-04-08,327.88
2002-04-09,329.482
2002-04-10,314.975
2002-04-11,310.071
2002-04-12,309.167
2002-04-15,307.01
2002-04-16,307.185
2002-04-17,310.144
2002-04-18,306.343
2002-04-19,305.622
2002-04-22,304.914
2002-04-23,299.397
2002-04-24,297.024
2002-04-25,297.795
2002-04-26,297.794
2002-04-29,295.67
2002-04-30,302.052
2002-05-01,306.854
2002-05-02,313.196
2002-05-03,315.342
2002-05-06,317.753
2002-05-07,318.162
2002-05-08,318.902
2002-05-09,318.832
2002-05-10,318.18
2002-05-13,314.291
2002-05-14,311.322
2002-05-15,310.587
2002-05-16,309.214
2002-05-17,317.134
2002-05-20,317.24
2002-05-21,315.108
2002-05-22,311.342
2002-05-23,309.655
2002-05-24,306.637
2002-05-27,304.336
2002-05-28,303.612
2002-05-29,302.526
2002-05-30,307.416
2002-05-31,309.264
2002-06-03,311.061
2002-06-04,308.592
2002-06-05,306.655
2002-06-06,315.98
2002-06-07,306.331
2002-06-10,306.421
2002-06-11,305.565
2002-06-12,306.71
2002-06-13,303.755
2002-06-14,297.832
2002-06-17,300.108
2002-06-18,300.524
2002-06-19,295.702
2002-06-20,292.766
2002-06-21,292.789
2002-06-24,289.182
2002-06-25,293.9
2002-06-26,297.294
2002-06-27,305.301
2002-06-28,312.21
2002-07-01,310.844
2002-07-02,307.913
2002-07-03,299.558
2002-07-04,303.589
2002-07-05,306.363
2002-07-08,309.747
2002-07-09,306.284
2002-07-10,301.091
2002-07-11,289.805
2002-07-12,291.008
2002-07-15,293.223
2002-07-16,289.153
2002-07-17,293.867
2002-07-18,296.475
2002-07-19,293.285
2002-07-22,275.141
2002-07-23,259.987
2002-07-24,245.984
2002-07-25,258.164
2002-07-26,252.533
2002-07-29,257.241
2002-07-30,260.294
2002-07-31,257.99
2002-08-01,260.143
2002-08-02,259.395
2002-08-05,251.697
2002-08-06,256.821
2002-08-07,260.213
2002-08-08,259.313
2002-08-09,263.494
2002-08-12,265.704
2002-08-13,266.526
2002-08-14,266.028
2002-08-15,266.278
2002-08-16,264.966
2002-08-19,267.591
2002-08-20,270.318
2002-08-21,274.702
2002-08-22,270.82
2002-08-23,267.655
2002-08-26,265.319
2002-08-27,267.225
2002-08-28,270.533
2002-08-29,271.615
2002-08-30,271.854
2002-09-02,275.181
2002-09-03,271.897
2002-09-04,269.026
2002-09-05,266.614
2002-09-06,268.066
2002-09-09,264.003
2002-09-10,263.768
2002-09-11,266.426
2002-09-12,261.338
2002-09-13,259.643
2002-09-16,255.161
2002-09-17,254.086
2002-09-18,247.516
2002-09-19,242.646
2002-09-20,245.883
2002-09-23,243.229
2002-09-24,234.882
2002-09-25,231.623
2002-09-26,231.235
2002-09-27,237.965
2002-09-30,234.754
2002-10-01,225.317
2002-10-02,230.18
2002-10-03,225.844
2002-10-04,228.361
2002-10-07,229.708
2002-10-08,225.62
2002-10-09,222.427
2002-10-10,220.867
2002-10-11,229.384
2002-10-14,228.758
2002-10-15,237.859
2002-10-16,237.331
2002-10-17,238.129
2002-10-18,241.121
2002-10-21,241.549
2002-10-22,241.523
2002-10-23,234.589
2002-10-24,233.341
2002-10-25,236.006
2002-10-28,245.279
2002-10-29,235.06
2002-10-30,234.773
2002-10-31,237.396
2002-11-01,240.356
2002-11-04,243.078
2002-11-05,245.636
2002-11-06,244.358
2002-11-07,243.653
2002-11-08,244.02
2002-11-11,243.739
2002-11-12,241.763
2002-11-13,239.583
2002-11-14,238.111
2002-11-15,238.698
2002-11-18,243.478
2002-11-19,243.648
2002-11-20,241.077
2002-11-21,243.181
2002-11-22,246.565
2002-11-25,244.461
2002-11-26,243.095
2002-11-27,238.518
2002-11-28,238.626
2002-11-29,240.747
2002-12-02,242.962
2002-12-03,238.681
2002-12-04,236.835
2002-12-05,234.499
2002-12-06,234.41
2002-12-09,235.395
2002-12-10,235.96
2002-12-11,238.176
2002-12-12,240.986
2002-12-13,239.526
2002-12-16,242.362
2002-12-17,249.725
2002-12-18,245.706
2002-12-19,242.286
2002-12-20,237.341
2002-12-23,238.23
2002-12-24,239.229
2002-12-25,239.229
2002-12-26,239.821
2002-12-27,241.826
2002-12-30,243.074
2002-12-31,243.976
2003-01-01,243.976
2003-01-02,245.541
2003-01-03,248.385
2003-01-06,252.749
2003-01-07,248.29
2003-01-08,245.757
2003-01-09,250.111
2003-01-10,251.068
2003-01-13,248.903
2003-01-14,248.19
2003-01-15,245.696
2003-01-16,245.98
2003-01-17,245.386
2003-01-20,245.694
2003-01-21,245.437
2003-01-22,240.401
2003-01-23,232.631
2003-01-24,234.526
2003-01-27,229.211
2003-01-28,226.05
2003-01-29,226.222
2003-01-30,227.72
2003-01-31,227.472
2003-02-03,225.362
2003-02-04,219.942
2003-02-05,218.862
2003-02-06,226.808
2003-02-07,227.453
2003-02-10,222.942
2003-02-11,221.598
2003-02-12,220.325
2003-02-13,222.504
2003-02-14,224.443
2003-02-17,222.745
2003-02-18,221.892
2003-02-19,223.467
2003-02-20,221.391
2003-02-21,218.21
2003-02-24,219.577
2003-02-25,216.374
2003-02-26,215.783
2003-02-27,216.367
2003-02-28,218.572
2003-03-03,221.968
2003-03-04,220.703
2003-03-05,223.16
2003-03-06,220.739
2003-03-07,221.273
2003-03-10,219.301
2003-03-11,219.472
2003-03-12,218.458
2003-03-13,221.421
2003-03-14,225.655
2003-03-17,225.43
2003-03-18,228.051
2003-03-19,231.574
2003-03-20,232.071
2003-03-21,237.227
2003-03-24,237.721
2003-03-25,239.085
2003-03-26,240.771
2003-03-27,238.011
2003-03-28,241.775
2003-03-31,240.084
2003-04-01,237.957
2003-04-02,241.935
2003-04-03,243.916
2003-04-04,247.427
2003-04-07,252.855
2003-04-08,247.325
2003-04-09,248.853
2003-04-10,250.539
2003-04-11,250.917
2003-04-14,252.617
2003-04-15,255.686
2003-04-16,254.831
2003-04-17,256.055
2003-04-18,256.055
2003-04-21,254.96
2003-04-22,254.055
2003-04-23,257.835
2003-04-24,262.151
2003-04-25,260.631
2003-04-28,260.914
2003-04-29,262.102
2003-04-30,268.199
2003-05-01,271.796
2003-05-02,270.45
2003-05-05,274.311
2003-05-06,272.576
2003-05-07,274.985
2003-05-08,272.228
2003-05-09,271.76
2003-05-12,274.126
2003-05-13,276.561
2003-05-14,277.7
2003-05-15,281.667
2003-05-16,283.512
2003-05-19,283.16
2003-05-20,284.775
2003-05-21,285.068
2003-05-22,287.609
2003-05-23,286.418
2003-05-26,285.265
2003-05-27,281.234
2003-05-28,280.085
2003-05-29,282.16
2003-05-30,280.792
2003-06-02,284.845
2003-06-03,283.998
2003-06-04,286.592
2003-06-05,290.76
2003-06-06,291.807
2003-06-09,293.381
2003-06-10,292.48
2003-06-11,297.613
2003-06-12,301.297
2003-06-13,303.681
2003-06-16,304.546
2003-06-17,300.461
2003-06-18,298.874
2003-06-19,294.548
2003-06-20,295.012
2003-06-23,291.874
2003-06-24,287.757
2003-06-25,289.354
2003-06-26,284.817
2003-06-27,287.458
2003-06-30,285.658
2003-07-01,286.461
2003-07-02,287.211
2003-07-03,287.978
2003-07-04,287.348
2003-07-07,283.959
2003-07-08,283.083
2003-07-09,284.213
2003-07-10,283.56
2003-07-11,281.788
2003-07-14,284.098
2003-07-15,284.535
2003-07-16,284.745
2003-07-17,283.566
2003-07-18,286.507
2003-07-21,287.879
2003-07-22,285.809
2003-07-23,291.436
2003-07-24,296.86
2003-07-25,296.977
2003-07-28,293.62
2003-07-29,292.14
2003-07-30,289.012
2003-07-31,285.335
2003-08-01,284.905
2003-08-04,286.305
2003-08-05,287.056
2003-08-06,294.206
2003-08-07,297.588
2003-08-08,298.721
2003-08-11,299.774
2003-08-12,299.933
2003-08-13,304.708
2003-08-14,304.629
2003-08-15,308.031
2003-08-18,306.696
2003-08-19,314.424
2003-08-20,320.664
2003-08-21,318.109
2003-08-22,313.185
2003-08-25,313.541
2003-08-26,315.752
2003-08-27,318.222
2003-08-28,318.741
2003-08-29,321.268
2003-09-01,323.543
2003-09-02,329.107
2003-09-03,336.312
2003-09-04,335.45
2003-09-05,336.173
2003-09-08,336.639
2003-09-09,339.182
2003-09-10,336.988
2003-09-11,338.278
2003-09-12,342.87
2003-09-15,342.829
2003-09-16,338.635
2003-09-17,340.676
2003-09-18,343.663
2003-09-19,343.181
2003-09-22,341.581
2003-09-23,342.756
2003-09-24,345.119
2003-09-25,343.554
2003-09-26,340.64
2003-09-29,338.579
2003-09-30,336.036
2003-10-01,343.845
2003-10-02,345.263
2003-10-03,347.883
2003-10-06,351.745
2003-10-07,352.64
2003-10-08,355.349
2003-10-09,355.51
2003-10-10,354.23
2003-10-13,357.168
2003-10-14,359.958
2003-10-15,362.915
2003-10-16,366.989
2003-10-17,363.945
2003-10-20,363.271
2003-10-21,365.966
2003-10-22,359.363
2003-10-23,359.738
2003-10-24,363.319
2003-10-27,363.974
2003-10-28,363.282
2003-10-29,363.842
2003-10-30,364.195
2003-10-31,360.14
2003-11-03,361.952
2003-11-04,362.677
2003-11-05,355.455
2003-11-06,349.253
2003-11-07,354.345
2003-11-10,351.245
2003-11-11,344.907
2003-11-12,350.17
2003-11-13,355.024
2003-11-14,358.178
2003-11-17,353.688
2003-11-18,359.0
2003-11-19,358.519
2003-11-20,356.985
2003-11-21,356.177
2003-11-24,351.658
2003-11-25,347.59
2003-11-26,349.042
2003-11-27,349.57
2003-11-28,346.765
2003-12-01,350.139
2003-12-02,355.442
2003-12-03,353.155
2003-12-04,348.757
2003-12-05,348.093
2003-12-08,344.687
2003-12-09,349.059
2003-12-10,347.223
2003-12-11,345.642
2003-12-12,352.17
2003-12-15,354.172
2003-12-16,350.413
2003-12-17,348.557
2003-12-18,347.301
2003-12-19,358.349
2003-12-22,358.039
2003-12-23,359.319
2003-12-24,360.296
2003-12-25,360.296
2003-12-26,360.172
2003-12-29,362.045
2003-12-30,363.236
2003-12-31,365.559
2004-01-01,365.559
2004-01-02,375.997
2004-01-05,380.926
2004-01-06,383.182
2004-01-07,384.974
2004-01-08,387.65
2004-01-09,391.637
2004-01-12,391.344
2004-01-13,392.508
2004-01-14,394.296
2004-01-15,393.209
2004-01-16,388.817
2004-01-19,390.531
2004-01-20,389.304
2004-01-21,386.849
2004-01-22,397.06
2004-01-23,397.227
2004-01-26,393.127
2004-01-27,398.223
2004-01-28,396.528
2004-01-29,388.806
2004-01-30,387.242
2004-02-02,390.75
2004-02-03,393.9
2004-02-04,394.651
2004-02-05,403.684
2004-02-06,414.903
2004-02-09,417.873
2004-02-10,418.157
2004-02-11,418.712
2004-02-12,427.521
2004-02-13,427.087
2004-02-16,424.54
2004-02-17,421.918
2004-02-18,423.781
2004-02-19,419.971
2004-02-20,413.93
2004-02-23,411.885
2004-02-24,415.335
2004-02-25,417.726
2004-02-26,415.298
2004-02-27,418.405
2004-03-01,421.245
2004-03-02,418.256
2004-03-03,409.117
2004-03-04,415.815
2004-03-05,422.371
2004-03-08,419.93
2004-03-09,420.583
2004-03-10,408.983
2004-03-11,402.379
2004-03-12,399.842
2004-03-15,397.538
2004-03-16,405.292
2004-03-17,402.935
2004-03-18,407.722
2004-03-19,406.077
2004-03-22,399.592
2004-03-23,397.388
2004-03-24,396.157
2004-03-25,402.697
2004-03-26,386.76
2004-03-29,389.193
2004-03-30,390.795
2004-03-31,393.478
2004-04-01,394.113
2004-04-02,396.496
2004-04-05,393.598
2004-04-06,392.978
2004-04-07,400.468
2004-04-08,398.362
2004-04-09,398.362
2004-04-12,397.216
2004-04-13,391.953
2004-04-14,388.853
2004-04-15,389.263
2004-04-16,391.345
2004-04-19,390.992
2004-04-20,390.67
2004-04-21,389.575
2004-04-22,389.208
2004-04-23,394.499
2004-04-26,391.913
2004-04-27,391.118
2004-04-28,380.64
2004-04-29,383.875
2004-04-30,382.608
2004-05-03,382.936
2004-05-04,387.414
2004-05-05,391.239
2004-05-06,383.131
2004-05-07,377.808
2004-05-10,368.987
2004-05-11,370.952
2004-05-12,370.804
2004-05-13,373.545
2004-05-14,370.802
2004-05-17,368.689
2004-05-18,369.924
2004-05-19,377.751
2004-05-20,374.408
2004-05-21,377.343
2004-05-24,373.482
2004-05-25,374.934
2004-05-26,374.118
2004-05-27,382.444
2004-05-28,384.058
2004-05-31,384.058
2004-06-01,384.019
2004-06-02,393.894
2004-06-03,390.142
2004-06-04,394.652
2004-06-07,399.327
2004-06-08,399.593
2004-06-09,391.923
2004-06-10,393.471
2004-06-11,392.334
2004-06-14,389.432
2004-06-15,393.743
2004-06-16,393.431
2004-06-17,394.065
2004-06-18,398.179
2004-06-21,397.766
2004-06-22,403.802
2004-06-23,402.939
2004-06-24,407.432
2004-06-25,405.503
2004-06-28,406.317
2004-06-29,405.044
2004-06-30,410.992
2004-07-01,414.447
2004-07-02,421.946
2004-07-05,419.596
2004-07-06,420.567
2004-07-07,420.305
2004-07-08,419.91
2004-07-09,417.712
2004-07-12,420.149
2004-07-13,417.598
2004-07-14,419.924
2004-07-15,420.94
2004-07-16,424.809
2004-07-19,423.084
2004-07-20,419.443
2004-07-21,415.082
2004-07-22,409.792
2004-07-23,403.992
2004-07-26,403.244
2004-07-27,401.741
2004-07-28,398.677
2004-07-29,402.29
2004-07-30,406.182
2004-08-02,404.911
2004-08-03,410.893
2004-08-04,408.411
2004-08-05,409.398
2004-08-06,411.22
2004-08-09,405.924
2004-08-10,411.934
2004-08-11,408.37
2004-08-12,412.047
2004-08-13,414.214
2004-08-16,415.08
2004-08-17,416.588
2004-08-18,415.13
2004-08-19,417.895
2004-08-20,415.265
2004-08-23,412.997
2004-08-24,405.862
2004-08-25,405.563
2004-08-26,406.876
2004-08-27,408.588
2004-08-30,407.296
2004-08-31,407.769
2004-09-01,411.59
2004-09-02,415.682
2004-09-03,411.156
2004-09-06,414.859
2004-09-07,413.118
2004-09-08,415.463
2004-09-09,417.388
2004-09-10,423.904
2004-09-13,422.52
2004-09-14,423.227
2004-09-15,415.889
2004-09-16,417.712
2004-09-17,418.874
2004-09-20,418.394
2004-09-21,425.376
2004-09-22,423.729
2004-09-23,426.485
2004-09-24,428.234
2004-09-27,427.848
2004-09-28,428.76
2004-09-29,434.22
2004-09-30,437.251
2004-10-01,438.707
2004-10-04,436.747
2004-10-05,438.27
2004-10-06,435.984
2004-10-07,433.995
2004-10-08,437.069
2004-10-11,433.978
2004-10-12,431.335
2004-10-13,431.383
2004-10-14,434.767
2004-10-15,435.771
2004-10-18,433.688
2004-10-19,436.394
2004-10-20,432.727
2004-10-21,432.07
2004-10-22,436.25
2004-10-25,434.011
2004-10-26,429.314
2004-10-27,429.871
2004-10-28,426.613
2004-10-29,422.41
2004-11-01,427.628
2004-11-02,429.777
2004-11-03,433.295
2004-11-04,437.631
2004-11-05,444.301
2004-11-08,444.317
2004-11-09,443.248
2004-11-10,444.788
2004-11-11,447.775
2004-11-12,446.541
2004-11-15,446.505
2004-11-16,444.803
2004-11-17,449.539
2004-11-18,447.771
2004-11-19,451.698
2004-11-22,449.463
2004-11-23,454.106
2004-11-24,460.804
2004-11-25,462.088
2004-11-26,458.768
2004-11-29,460.684
2004-11-30,458.554
2004-12-01,461.991
2004-12-02,462.607
2004-12-03,464.5
2004-12-06,466.199
2004-12-07,464.676
2004-12-08,454.632
2004-12-09,447.638
2004-12-10,445.974
2004-12-13,453.68
2004-12-14,453.499
2004-12-15,461.169
2004-12-16,454.37
2004-12-17,452.697
2004-12-20,458.486
2004-12-21,462.382
2004-12-22,466.809
2004-12-23,471.034
2004-12-24,472.148
2004-12-27,475.75
2004-12-28,473.259
2004-12-29,473.397
2004-12-30,476.436
2004-12-31,475.169
2005-01-03,474.686
2005-01-04,466.036
2005-01-05,460.648
2005-01-06,462.922
2005-01-07,462.35
2005-01-10,463.467
2005-01-11,462.018
2005-01-12,463.754
2005-01-13,463.557
2005-01-14,461.722
2005-01-17,461.769
2005-01-18,459.258
2005-01-19,459.955
2005-01-20,453.052
2005-01-21,454.833
2005-01-24,456.518
2005-01-25,456.751
2005-01-26,462.042
2005-01-27,461.013
2005-01-28,466.339
2005-01-31,469.554
2005-02-01,472.39
2005-02-02,474.845
2005-02-03,473.13
2005-02-04,474.321
2005-02-07,473.545
2005-02-08,472.769
2005-02-09,473.987
2005-02-10,479.149
2005-02-11,481.347
2005-02-14,484.439
2005-02-15,490.239
2005-02-16,488.898
2005-02-17,492.531
2005-02-18,493.218
2005-02-21,495.111
2005-02-22,504.097
2005-02-23,497.986
2005-02-24,502.574
2005-02-25,503.406
2005-02-28,505.974
2005-03-01,509.163
2005-03-02,508.055
2005-03-03,513.551
2005-03-04,522.534
2005-03-07,524.474
2005-03-08,522.407
2005-03-09,520.663
2005-03-10,518.072
2005-03-11,521.681
2005-03-14,518.749
2005-03-15,524.195
2005-03-16,527.075
2005-03-17,525.218
2005-03-18,523.015
2005-03-21,520.833
2005-03-22,521.407
2005-03-23,509.989
2005-03-24,508.165
2005-03-25,508.165
2005-03-28,504.603
2005-03-29,513.673
2005-03-30,511.409
2005-03-31,515.533
2005-04-01,518.324
2005-04-04,514.333
2005-04-05,521.076
2005-04-06,528.041
2005-04-07,534.133
2005-04-08,533.29
2005-04-11,535.478
2005-04-12,532.128
2005-04-13,535.717
2005-04-14,530.158
2005-04-15,525.261
2005-04-18,522.139
2005-04-19,524.835
2005-04-20,530.483
2005-04-21,533.442
2005-04-22,532.295
2005-04-25,531.925
2005-04-26,532.163
2005-04-27,522.32
2005-04-28,501.873
2005-04-29,492.782
2005-05-02,491.721
2005-05-03,496.503
2005-05-04,503.628
2005-05-05,502.989
2005-05-06,503.698
2005-05-09,503.856
2005-05-10,515.122
2005-05-11,516.307
2005-05-12,510.042
2005-05-13,503.508
2005-05-16,502.513
2005-05-17,502.591
2005-05-18,508.009
2005-05-19,503.956
2005-05-20,499.839
2005-05-23,502.792
2005-05-24,508.096
2005-05-25,507.89
2005-05-26,510.693
2005-05-27,511.447
2005-05-30,509.396
2005-05-31,505.58
2005-06-01,508.031
2005-06-02,506.56
2005-06-03,506.593
2005-06-06,506.384
2005-06-07,508.453
2005-06-08,512.609
2005-06-09,507.229
2005-06-10,508.319
2005-06-13,510.354
2005-06-14,509.624
2005-06-15,510.648
2005-06-16,512.419
2005-06-17,524.564
2005-06-20,524.311
2005-06-21,527.0
2005-06-22,529.916
2005-06-23,525.541
2005-06-24,522.056
2005-06-27,518.052
2005-06-28,516.794
2005-06-29,523.239
2005-06-30,522.024
2005-07-01,517.377
2005-07-04,513.628
2005-07-05,517.266
2005-07-06,519.219
2005-07-07,514.444
2005-07-08,521.657
2005-07-11,528.573
2005-07-12,532.654
2005-07-13,529.285
2005-07-14,528.556
2005-07-15,525.338
2005-07-18,526.61
2005-07-19,524.819
2005-07-20,520.305
2005-07-21,523.107
2005-07-22,526.669
2005-07-25,526.819
2005-07-26,524.58
2005-07-27,527.281
2005-07-28,532.118
2005-07-29,537.006
2005-08-01,541.323
2005-08-02,543.271
2005-08-03,555.75
2005-08-04,560.026
2005-08-05,565.995
2005-08-08,572.684
2005-08-09,581.987
2005-08-10,578.397
2005-08-11,576.177
2005-08-12,575.797
2005-08-15,575.27
2005-08-16,574.788
2005-08-17,573.732
2005-08-18,571.516
2005-08-19,575.49
2005-08-22,575.448
2005-08-23,568.218
2005-08-24,566.112
2005-08-25,564.466
2005-08-26,561.253
2005-08-29,556.642
2005-08-30,561.902
2005-08-31,567.555
2005-09-01,582.295
2005-09-02,588.921
2005-09-05,590.354
2005-09-06,592.462
2005-09-07,586.565
2005-09-08,581.973
2005-09-09,587.157
2005-09-12,584.053
2005-09-13,585.193
2005-09-14,585.24
2005-09-15,582.658
2005-09-16,584.574
2005-09-19,580.86
2005-09-20,573.891
2005-09-21,575.338
2005-09-22,569.304
2005-09-23,566.594
2005-09-26,562.123
2005-09-27,561.252
2005-09-28,564.027
2005-09-29,564.217
2005-09-30,567.078
2005-10-03,558.272
2005-10-04,555.976
2005-10-05,557.779
2005-10-06,558.57
2005-10-07,564.105
2005-10-10,566.907
2005-10-11,566.461
2005-10-12,561.093
2005-10-13,542.381
2005-10-14,545.765
2005-10-17,548.775
2005-10-18,537.614
2005-10-19,524.425
2005-10-20,526.88
2005-10-21,519.368
2005-10-24,530.668
2005-10-25,536.888
2005-10-26,537.756
2005-10-27,533.232
2005-10-28,533.34
2005-10-31,538.309
2005-11-01,546.024
2005-11-02,547.794
2005-11-03,551.463
2005-11-04,542.417
2005-11-07,546.071
