Date,DENMARK IMI GROWTH IMI (Large+Mid+Small Cap)
2003-02-28,221.786
2003-03-31,243.07
2003-04-30,271.317
2003-05-30,284.015
2003-06-30,288.937
2003-07-31,288.61
2003-08-29,324.956
2003-09-30,339.893
2003-10-31,364.242
2003-11-28,350.714
2003-12-31,369.693
2004-01-30,391.621
2004-02-27,423.117
2004-03-31,397.386
2004-04-30,385.857
2004-05-31,387.319
2004-06-30,414.482
2004-07-30,409.631
2004-08-31,411.231
2004-09-30,440.933
2004-10-29,425.967
2004-11-30,462.415
2004-12-31,479.131
2005-01-31,473.469
2005-02-28,510.137
2005-03-31,519.077
2005-04-29,495.462
2005-05-31,508.262
2005-06-30,524.794
2005-07-29,539.854
2005-08-31,570.565
2005-09-30,570.029
2005-10-31,541.11
2005-11-30,547.078
2005-12-30,592.075
2006-01-31,609.958
2006-02-28,613.152
2006-03-31,640.976
2006-04-28,680.152
2006-05-31,650.936
2006-06-30,638.932
2006-07-31,633.224
2006-08-31,683.288
2006-09-29,702.572
2006-10-31,729.626
2006-11-30,780.096
2006-12-29,819.839
2007-01-31,838.185
2007-02-28,834.821
2007-03-30,875.633
2007-04-30,954.748
2007-05-31,1000.0
2007-06-29,986.292
2007-07-31,1024.07
2007-08-31,1022.453
2007-09-28,1086.142
2007-10-31,1122.54
2007-11-30,1069.524
2007-12-31,1071.121
2008-01-31,942.317
2008-02-29,1022.709
2008-03-31,1060.442
2008-04-30,1065.884
2008-05-30,1143.836
2008-06-30,1083.843
2008-07-31,1050.857
2008-08-29,998.431
2008-09-30,776.099
2008-10-31,583.673
2008-11-28,547.987
2008-12-31,575.346
2009-01-30,562.972
2009-02-27,512.111
2009-03-31,505.312
2009-04-30,596.501
2009-05-29,653.706
2009-06-30,650.953
2009-07-31,694.021
2009-08-31,736.141
2009-09-30,756.962
2009-10-30,744.815
2009-11-30,779.302
2009-12-31,759.427
2010-01-29,778.972
2010-02-26,764.518
2010-03-31,821.722
2010-04-30,878.433
2010-05-31,767.792
2010-06-30,770.885
2010-07-30,847.657
2010-08-31,789.679
2010-09-30,892.046
2010-10-29,923.152
2010-11-30,877.478
2010-12-31,969.997
2011-01-31,977.793
2011-02-28,1024.402
2011-03-31,1054.503
2011-04-29,1083.349
2011-05-31,1035.594
2011-06-30,999.229
2011-07-29,971.385
2011-08-31,833.564
2011-09-30,761.777
2011-10-31,816.916
2011-11-30,840.383
2011-12-30,822.036
2012-01-31,860.461
2012-02-29,980.818
2012-03-30,971.602
2012-04-30,1001.267
2012-05-31,894.956
2012-06-29,948.563
2012-07-31,1000.154
2012-08-31,1046.083
2012-09-28,1064.186
2012-10-31,1062.641
2012-11-30,1076.652
2012-12-31,1099.752
2013-01-31,1227.309
2013-02-28,1196.702
2013-03-29,1152.847
2013-04-30,1209.199
2013-05-31,1163.725
2013-06-28,1112.009
2013-07-31,1200.553
2013-08-30,1198.142
2013-09-30,1251.609
2013-10-31,1269.678
2013-11-29,1328.657
2013-12-31,1369.798
2014-01-31,1416.305
2014-02-28,1625.526
2014-03-31,1601.84
2014-04-30,1619.162
2014-05-30,1614.904
2014-06-30,1680.69
2014-07-31,1639.058
2014-08-29,1611.235
2014-09-30,1614.825
2014-10-31,1582.456
2014-11-28,1599.153
2014-12-31,1518.255
2015-01-30,1547.125
2015-02-27,1670.599
2015-03-31,1756.995
2015-04-30,1863.627
2015-05-29,1857.195
2015-06-30,1818.947
2015-07-31,1953.854
2015-08-31,1850.999
2015-09-30,1823.762
2015-10-30,1852.828
2015-11-30,1929.169
2015-12-31,2012.979
2016-01-29,1922.601
2016-02-29,1870.612
2016-03-31,1989.595
2016-04-29,2019.705
2016-05-31,2073.226
2016-06-30,1983.199
2016-07-29,2068.525
2016-08-31,1898.218
2016-09-30,1811.998
2016-10-31,1661.792
2016-11-30,1542.361
2016-12-30,1610.548
2017-01-31,1675.052
2017-02-28,1671.073
2017-03-31,1702.095
2017-04-28,1846.665
2017-05-31,1959.142
2017-06-30,1967.972
2017-07-31,2052.178
2017-08-31,2151.211
2017-09-29,2130.402
2017-10-31,2182.431
2017-11-30,2141.399
2017-12-29,2189.65
2018-01-31,2263.234
2018-02-28,2194.461
2018-03-30,2171.918
2018-04-30,2141.004
2018-05-31,2119.688
2018-06-29,2102.671
2018-07-31,2252.757
2018-08-31,2256.788
2018-09-28,2166.249
2018-10-31,1970.258
2018-11-30,2001.693
2018-12-31,1951.969
2019-01-31,2043.885
2019-02-28,2157.49
2019-03-29,2237.607
2019-04-30,2225.494
2019-05-31,2143.768
2019-06-28,2263.617
2019-07-31,2208.321
2019-08-30,2262.335
2019-09-30,2236.479
2019-10-31,2308.278
2019-11-29,2426.737
2019-12-31,2525.331
2020-01-31,2582.419
2020-02-28,2452.072
2020-03-31,2366.337
2020-04-30,2572.861
2020-05-29,2784.634
2020-06-30,2836.657
2020-07-31,3082.773
2020-08-31,3238.144
2020-09-30,3292.425
2020-10-30,3177.035
2020-11-30,3456.516
2020-12-31,3710.025
2021-01-29,3560.489
2021-02-26,3529.915
2021-03-31,3567.456
2021-04-30,3822.144
2021-05-31,3981.417
2021-06-30,4057.879
2021-07-30,4281.448
2021-08-31,4457.222
2021-09-30,4212.719
2021-10-29,4498.411
2021-11-30,4214.042
2021-12-31,4418.319
2022-01-31,3862.322
2022-02-28,3925.171
2022-03-31,4109.798
2022-04-29,3972.019
2022-05-31,3813.548
2022-06-30,3630.466
2022-07-29,3926.618
2022-08-31,3623.347
2022-09-30,3203.593
2022-10-31,3504.043
2022-11-30,3956.88
2022-12-30,4219.902
2023-01-31,4285.311
2023-02-28,4363.242
2023-03-31,4747.932
2023-04-28,4958.321
2023-05-31,4769.126
2023-06-30,4829.301
2023-07-31,4851.428
2023-08-31,5113.178
2023-09-29,4963.366
2023-10-31,4977.336
2023-11-30,5394.102
2023-12-29,5590.558
2024-01-31,5889.69
2024-02-29,6147.539
2024-03-29,6516.17
2024-04-30,6473.88
2024-05-31,6772.679
2024-06-28,7012.962
2024-07-31,6717.833
2024-08-30,7008.419
2024-09-30,6251.101
2024-10-31,5885.138
2024-11-29,5660.426
2024-12-31,4867.168
2025-01-31,4793.467
2025-02-28,5005.87
2025-03-31,4181.632
2025-04-30,4241.815
2025-05-30,4466.175
2025-06-30,4468.611
2025-07-31,3687.877
2025-08-29,4004.855
2025-09-30,3878.423
2025-10-31,3743.741
