Date,DENMARK GROWTH Standard (Large+Mid Cap)
2001-10-12,2167.398
2001-10-15,2167.615
2001-10-16,2158.172
2001-10-17,2162.442
2001-10-18,2147.648
2001-10-19,2116.524
2001-10-22,2119.246
2001-10-23,2121.737
2001-10-24,2159.695
2001-10-25,2141.56
2001-10-26,2221.25
2001-10-29,2170.054
2001-10-30,2148.172
2001-10-31,2169.769
2001-11-01,2193.255
2001-11-02,2190.144
2001-11-05,2220.514
2001-11-06,2201.316
2001-11-07,2153.394
2001-11-08,2120.694
2001-11-09,2074.167
2001-11-12,2033.237
2001-11-13,2005.858
2001-11-14,2046.87
2001-11-15,2041.807
2001-11-16,2032.132
2001-11-19,2003.037
2001-11-20,2045.988
2001-11-21,2043.339
2001-11-22,2069.284
2001-11-23,2039.949
2001-11-26,1986.482
2001-11-27,2012.459
2001-11-28,2034.367
2001-11-29,2058.096
2001-11-30,2161.556
2001-12-03,2100.818
2001-12-04,2097.258
2001-12-05,2104.922
2001-12-06,2109.522
2001-12-07,2107.587
2001-12-10,2087.774
2001-12-11,2078.571
2001-12-12,2072.981
2001-12-13,2067.777
2001-12-14,2044.125
2001-12-17,1992.375
2001-12-18,2055.016
2001-12-19,2054.233
2001-12-20,2076.409
2001-12-21,2050.643
2001-12-24,2030.721
2001-12-25,2030.721
2001-12-26,2032.412
2001-12-27,2113.397
2001-12-28,2128.929
2001-12-31,2149.771
2002-01-01,2149.771
2002-01-02,2169.259
2002-01-03,2158.869
2002-01-04,2121.411
2002-01-07,2121.063
2002-01-08,2087.5
2002-01-09,2125.725
2002-01-10,2108.726
2002-01-11,2080.65
2002-01-14,2077.363
2002-01-15,2060.029
2002-01-16,2036.572
2002-01-17,2045.434
2002-01-18,2049.437
2002-01-21,2056.588
2002-01-22,2056.998
2002-01-23,2047.784
2002-01-24,2038.829
2002-01-25,1990.151
2002-01-28,1975.718
2002-01-29,1969.17
2002-01-30,1972.587
2002-01-31,2029.365
2002-02-01,2057.265
2002-02-04,2062.615
2002-02-05,2052.27
2002-02-06,2044.722
2002-02-07,2044.907
2002-02-08,2059.321
2002-02-11,2075.601
2002-02-12,2073.919
2002-02-13,2091.393
2002-02-14,2134.683
2002-02-15,2137.972
2002-02-18,2100.741
2002-02-19,2106.32
2002-02-20,2104.974
2002-02-21,2093.222
2002-02-22,2093.3
2002-02-25,2128.454
2002-02-26,2129.954
2002-02-27,2157.508
2002-02-28,2141.589
2002-03-01,2132.351
2002-03-04,2160.194
2002-03-05,2164.314
2002-03-06,2166.476
2002-03-07,2173.55
2002-03-08,2223.454
2002-03-11,2223.808
2002-03-12,2188.902
2002-03-13,2202.437
2002-03-14,2238.528
2002-03-15,2248.036
2002-03-18,2284.091
2002-03-19,2294.471
2002-03-20,2287.706
2002-03-21,2275.784
2002-03-22,2269.994
2002-03-25,2270.864
2002-03-26,2248.146
2002-03-27,2231.014
2002-03-28,2229.928
2002-03-29,2229.928
2002-04-01,2248.292
2002-04-02,2252.653
2002-04-03,2256.292
2002-04-04,2261.936
2002-04-05,2257.959
2002-04-08,2233.331
2002-04-09,2248.104
2002-04-10,2058.991
2002-04-11,2009.445
2002-04-12,2017.309
2002-04-15,1981.389
2002-04-16,1980.197
2002-04-17,2000.79
2002-04-18,1971.236
2002-04-19,1980.205
2002-04-22,1971.958
2002-04-23,1925.812
2002-04-24,1899.061
2002-04-25,1909.061
2002-04-26,1909.049
2002-04-29,1901.735
2002-04-30,1949.291
2002-05-01,1995.683
2002-05-02,2072.265
2002-05-03,2076.076
2002-05-06,2097.985
2002-05-07,2084.488
2002-05-08,2072.725
2002-05-09,2072.269
2002-05-10,2065.722
2002-05-13,2043.237
2002-05-14,2018.065
2002-05-15,2016.319
2002-05-16,2017.642
2002-05-17,2066.52
2002-05-20,2067.211
2002-05-21,2046.749
2002-05-22,2018.11
2002-05-23,2012.132
2002-05-24,1986.273
2002-05-27,1971.762
2002-05-28,1976.221
2002-05-29,1961.038
2002-05-30,1990.104
2002-05-31,2005.001
2002-06-03,2009.733
2002-06-04,1987.393
2002-06-05,1974.921
2002-06-06,2042.889
2002-06-07,1973.5
2002-06-10,1974.467
2002-06-11,1970.313
2002-06-12,1978.708
2002-06-13,1961.634
2002-06-14,1927.461
2002-06-17,1946.113
2002-06-18,1945.881
2002-06-19,1914.372
2002-06-20,1888.051
2002-06-21,1888.781
2002-06-24,1867.823
2002-06-25,1910.627
2002-06-26,1925.897
2002-06-27,1999.205
2002-06-28,2051.638
2002-07-01,2042.921
2002-07-02,2024.743
2002-07-03,1964.648
2002-07-04,2009.459
2002-07-05,2026.488
2002-07-08,2046.78
2002-07-09,2010.052
2002-07-10,1975.359
2002-07-11,1900.03
2002-07-12,1913.297
2002-07-15,1922.038
2002-07-16,1889.764
2002-07-17,1920.295
2002-07-18,1938.925
2002-07-19,1917.011
2002-07-22,1777.967
2002-07-23,1669.661
2002-07-24,1587.925
2002-07-25,1669.151
2002-07-26,1632.698
2002-07-29,1671.658
2002-07-30,1681.498
2002-07-31,1674.574
2002-08-01,1697.087
2002-08-02,1689.835
2002-08-05,1622.064
2002-08-06,1679.133
2002-08-07,1693.875
2002-08-08,1675.569
2002-08-09,1703.32
2002-08-12,1722.86
2002-08-13,1728.876
2002-08-14,1729.714
2002-08-15,1734.206
2002-08-16,1729.256
2002-08-19,1755.447
2002-08-20,1769.996
2002-08-21,1799.13
2002-08-22,1764.349
2002-08-23,1740.055
2002-08-26,1727.011
2002-08-27,1739.943
2002-08-28,1786.391
2002-08-29,1785.396
2002-08-30,1784.421
2002-09-02,1805.815
2002-09-03,1770.617
2002-09-04,1754.401
2002-09-05,1740.967
2002-09-06,1755.77
2002-09-09,1734.089
2002-09-10,1736.959
2002-09-11,1756.827
2002-09-12,1716.098
2002-09-13,1699.78
2002-09-16,1672.263
2002-09-17,1661.428
2002-09-18,1614.618
2002-09-19,1583.686
2002-09-20,1598.821
2002-09-23,1591.935
2002-09-24,1534.658
2002-09-25,1516.966
2002-09-26,1518.113
2002-09-27,1569.757
2002-09-30,1544.038
2002-10-01,1492.248
2002-10-02,1540.129
2002-10-03,1519.106
2002-10-04,1542.756
2002-10-07,1556.098
2002-10-08,1522.11
2002-10-09,1509.36
2002-10-10,1504.736
2002-10-11,1557.684
2002-10-14,1549.818
2002-10-15,1611.305
2002-10-16,1613.487
2002-10-17,1607.551
2002-10-18,1627.237
2002-10-21,1632.684
2002-10-22,1640.86
2002-10-23,1590.913
2002-10-24,1572.569
2002-10-25,1598.242
2002-10-28,1676.357
2002-10-29,1614.691
2002-10-30,1608.465
2002-10-31,1613.612
2002-11-01,1645.375
2002-11-04,1648.85
2002-11-05,1661.409
2002-11-06,1665.656
2002-11-07,1659.52
2002-11-08,1669.352
2002-11-11,1676.993
2002-11-12,1654.805
2002-11-13,1639.478
2002-11-14,1628.807
2002-11-15,1622.429
2002-11-18,1659.426
2002-11-19,1657.8
2002-11-20,1635.586
2002-11-21,1652.53
2002-11-22,1673.359
2002-11-25,1658.22
2002-11-26,1653.601
2002-11-27,1616.985
2002-11-28,1606.588
2002-11-29,1622.084
2002-12-02,1638.261
2002-12-03,1602.934
2002-12-04,1587.689
2002-12-05,1573.884
2002-12-06,1566.845
2002-12-09,1581.951
2002-12-10,1587.049
2002-12-11,1607.854
2002-12-12,1628.898
2002-12-13,1615.426
2002-12-16,1632.939
2002-12-17,1703.467
2002-12-18,1673.969
2002-12-19,1653.305
2002-12-20,1613.793
2002-12-23,1619.568
2002-12-24,1626.359
2002-12-25,1626.359
2002-12-26,1630.388
2002-12-27,1644.55
2002-12-30,1654.18
2002-12-31,1660.314
2003-01-01,1660.314
2003-01-02,1663.194
2003-01-03,1688.674
2003-01-06,1721.082
2003-01-07,1686.549
2003-01-08,1670.698
2003-01-09,1704.168
2003-01-10,1708.494
2003-01-13,1692.482
2003-01-14,1690.193
2003-01-15,1668.052
2003-01-16,1664.282
2003-01-17,1660.256
2003-01-20,1666.265
2003-01-21,1670.285
2003-01-22,1629.266
2003-01-23,1566.378
2003-01-24,1577.474
2003-01-27,1543.106
2003-01-28,1520.115
2003-01-29,1526.634
2003-01-30,1543.518
2003-01-31,1541.8
2003-02-03,1521.769
2003-02-04,1479.305
2003-02-05,1475.68
2003-02-06,1538.16
2003-02-07,1539.195
2003-02-10,1507.161
2003-02-11,1499.297
2003-02-12,1488.093
2003-02-13,1504.185
2003-02-14,1521.86
2003-02-17,1506.162
2003-02-18,1499.807
2003-02-19,1509.508
2003-02-20,1494.077
2003-02-21,1463.414
2003-02-24,1485.638
2003-02-25,1465.171
2003-02-26,1463.998
2003-02-27,1471.511
2003-02-28,1490.669
2003-03-03,1516.023
2003-03-04,1510.807
2003-03-05,1533.845
2003-03-06,1516.83
2003-03-07,1525.444
2003-03-10,1507.151
2003-03-11,1511.737
2003-03-12,1504.148
2003-03-13,1534.744
2003-03-14,1552.286
2003-03-17,1555.27
2003-03-18,1570.065
2003-03-19,1603.551
2003-03-20,1601.434
2003-03-21,1634.265
2003-03-24,1641.312
2003-03-25,1653.076
2003-03-26,1668.495
2003-03-27,1646.659
2003-03-28,1672.061
2003-03-31,1659.345
2003-04-01,1644.473
2003-04-02,1676.042
2003-04-03,1693.411
2003-04-04,1720.703
2003-04-07,1762.6
2003-04-08,1720.368
2003-04-09,1730.761
2003-04-10,1741.071
2003-04-11,1745.086
2003-04-14,1764.78
2003-04-15,1777.587
2003-04-16,1773.97
2003-04-17,1782.488
2003-04-18,1782.488
2003-04-21,1774.865
2003-04-22,1756.084
2003-04-23,1780.185
2003-04-24,1815.676
2003-04-25,1805.635
2003-04-28,1807.883
2003-04-29,1806.92
2003-04-30,1850.003
2003-05-01,1876.501
2003-05-02,1864.543
2003-05-05,1888.246
2003-05-06,1871.105
2003-05-07,1886.7
2003-05-08,1866.955
2003-05-09,1864.185
2003-05-12,1881.707
2003-05-13,1897.512
2003-05-14,1901.901
2003-05-15,1926.881
2003-05-16,1939.506
2003-05-19,1933.213
2003-05-20,1948.854
2003-05-21,1946.631
2003-05-22,1963.107
2003-05-23,1955.654
2003-05-26,1944.426
2003-05-27,1915.581
2003-05-28,1905.714
2003-05-29,1919.832
2003-05-30,1899.513
2003-06-02,1928.872
2003-06-03,1918.298
2003-06-04,1945.243
2003-06-05,1973.535
2003-06-06,1989.005
2003-06-09,1999.732
2003-06-10,1977.514
2003-06-11,1990.626
2003-06-12,2029.703
2003-06-13,2060.819
2003-06-16,2088.455
2003-06-17,2071.558
2003-06-18,2066.93
2003-06-19,2031.413
2003-06-20,2023.922
2003-06-23,1988.423
2003-06-24,1948.737
2003-06-25,1971.884
2003-06-26,1932.316
2003-06-27,1937.382
2003-06-30,1928.091
2003-07-01,1924.954
2003-07-02,1933.493
2003-07-03,1954.26
2003-07-04,1947.662
2003-07-07,1923.007
2003-07-08,1934.962
2003-07-09,1936.093
2003-07-10,1934.351
2003-07-11,1922.529
2003-07-14,1936.319
2003-07-15,1937.121
2003-07-16,1928.127
2003-07-17,1927.651
2003-07-18,1943.157
2003-07-21,1946.117
2003-07-22,1924.842
2003-07-23,1968.637
2003-07-24,2006.986
2003-07-25,2002.283
2003-07-28,1990.374
2003-07-29,1978.785
2003-07-30,1954.801
2003-07-31,1926.821
2003-08-01,1922.251
2003-08-04,1922.242
2003-08-05,1923.394
2003-08-06,1982.676
2003-08-07,1983.671
2003-08-08,1984.13
2003-08-11,1993.754
2003-08-12,1990.256
2003-08-13,2009.698
2003-08-14,2020.636
2003-08-15,2023.941
2003-08-18,2013.509
2003-08-19,2057.406
2003-08-20,2077.143
2003-08-21,2099.0
2003-08-22,2090.665
2003-08-25,2087.326
2003-08-26,2087.852
2003-08-27,2100.367
2003-08-28,2113.254
2003-08-29,2130.005
2003-09-01,2142.983
2003-09-02,2184.858
2003-09-03,2240.109
2003-09-04,2231.903
2003-09-05,2240.542
2003-09-08,2251.606
2003-09-09,2275.937
2003-09-10,2254.378
2003-09-11,2257.185
2003-09-12,2277.503
2003-09-15,2276.882
2003-09-16,2251.787
2003-09-17,2263.691
2003-09-18,2289.868
2003-09-19,2283.666
2003-09-22,2280.208
2003-09-23,2272.566
2003-09-24,2292.018
2003-09-25,2274.523
2003-09-26,2258.407
2003-09-29,2246.989
2003-09-30,2221.553
2003-10-01,2268.967
2003-10-02,2268.391
2003-10-03,2291.525
2003-10-06,2312.926
2003-10-07,2311.582
2003-10-08,2322.3
2003-10-09,2327.011
2003-10-10,2307.616
2003-10-13,2326.8
2003-10-14,2335.982
2003-10-15,2350.982
2003-10-16,2383.15
2003-10-17,2357.371
2003-10-20,2363.572
2003-10-21,2382.984
2003-10-22,2340.149
2003-10-23,2349.668
2003-10-24,2369.993
2003-10-27,2364.493
2003-10-28,2365.664
2003-10-29,2351.084
2003-10-30,2355.662
2003-10-31,2335.516
2003-11-03,2344.032
2003-11-04,2352.199
2003-11-05,2292.928
2003-11-06,2244.352
2003-11-07,2281.697
2003-11-10,2271.673
2003-11-11,2242.851
2003-11-12,2282.136
2003-11-13,2319.996
2003-11-14,2354.608
2003-11-17,2335.079
2003-11-18,2360.518
2003-11-19,2368.064
2003-11-20,2355.811
2003-11-21,2351.329
2003-11-24,2329.135
2003-11-25,2286.94
2003-11-26,2288.572
2003-11-27,2298.029
2003-11-28,2271.282
2003-12-01,2278.266
2003-12-02,2306.221
2003-12-03,2291.177
2003-12-04,2284.304
2003-12-05,2281.171
2003-12-08,2268.807
2003-12-09,2272.244
2003-12-10,2262.808
2003-12-11,2245.228
2003-12-12,2292.035
2003-12-15,2297.667
2003-12-16,2283.489
2003-12-17,2279.476
2003-12-18,2262.216
2003-12-19,2346.876
2003-12-22,2347.393
2003-12-23,2361.501
2003-12-24,2367.922
2003-12-25,2367.922
2003-12-26,2367.11
2003-12-29,2380.158
2003-12-30,2386.225
2003-12-31,2401.484
2004-01-01,2401.484
2004-01-02,2442.822
2004-01-05,2454.243
2004-01-06,2458.889
2004-01-07,2444.17
2004-01-08,2477.984
2004-01-09,2505.267
2004-01-12,2511.581
2004-01-13,2519.785
2004-01-14,2526.62
2004-01-15,2518.284
2004-01-16,2502.045
2004-01-19,2512.967
2004-01-20,2508.643
2004-01-21,2492.188
2004-01-22,2544.405
2004-01-23,2543.205
2004-01-26,2527.479
2004-01-27,2571.708
2004-01-28,2554.701
2004-01-29,2504.852
2004-01-30,2505.279
2004-02-02,2528.047
2004-02-03,2550.149
2004-02-04,2564.981
2004-02-05,2610.954
2004-02-06,2715.347
2004-02-09,2744.343
2004-02-10,2755.176
2004-02-11,2742.611
2004-02-12,2794.959
2004-02-13,2799.664
2004-02-16,2783.391
2004-02-17,2765.133
2004-02-18,2780.673
2004-02-19,2774.922
2004-02-20,2734.277
2004-02-23,2724.804
2004-02-24,2743.833
2004-02-25,2740.115
2004-02-26,2734.565
2004-02-27,2760.416
2004-03-01,2772.991
2004-03-02,2747.555
2004-03-03,2698.263
2004-03-04,2758.113
2004-03-05,2794.111
2004-03-08,2769.383
2004-03-09,2776.916
2004-03-10,2700.227
2004-03-11,2662.114
2004-03-12,2636.122
2004-03-15,2608.175
2004-03-16,2668.122
2004-03-17,2649.069
2004-03-18,2675.432
2004-03-19,2682.041
2004-03-22,2636.291
2004-03-23,2605.941
2004-03-24,2589.957
2004-03-25,2618.925
2004-03-26,2586.041
2004-03-29,2597.713
2004-03-30,2603.703
2004-03-31,2653.113
2004-04-01,2649.858
2004-04-02,2683.691
2004-04-05,2658.482
2004-04-06,2659.69
2004-04-07,2721.173
2004-04-08,2706.86
2004-04-09,2706.86
2004-04-12,2699.071
2004-04-13,2650.251
2004-04-14,2623.45
2004-04-15,2630.418
2004-04-16,2660.705
2004-04-19,2665.808
2004-04-20,2656.614
2004-04-21,2652.507
2004-04-22,2669.541
2004-04-23,2702.724
2004-04-26,2678.99
2004-04-27,2679.471
2004-04-28,2627.52
2004-04-29,2650.432
2004-04-30,2654.386
2004-05-03,2660.623
2004-05-04,2676.215
2004-05-05,2675.652
2004-05-06,2628.43
2004-05-07,2591.917
2004-05-10,2536.712
2004-05-11,2539.872
2004-05-12,2548.226
2004-05-13,2572.438
2004-05-14,2555.647
2004-05-17,2553.299
2004-05-18,2555.337
2004-05-19,2613.755
2004-05-20,2590.626
2004-05-21,2607.839
2004-05-24,2579.632
2004-05-25,2598.26
2004-05-26,2601.497
2004-05-27,2661.958
2004-05-28,2642.704
2004-05-31,2642.704
2004-06-01,2648.453
2004-06-02,2704.219
2004-06-03,2687.492
2004-06-04,2714.637
2004-06-07,2754.407
2004-06-08,2758.034
2004-06-09,2712.637
2004-06-10,2717.481
2004-06-11,2707.398
2004-06-14,2696.578
2004-06-15,2727.737
2004-06-16,2739.109
2004-06-17,2750.085
2004-06-18,2778.093
2004-06-21,2771.034
2004-06-22,2839.093
2004-06-23,2834.822
2004-06-24,2861.087
2004-06-25,2824.251
2004-06-28,2822.761
2004-06-29,2812.028
2004-06-30,2843.637
2004-07-01,2876.482
2004-07-02,2941.863
2004-07-05,2934.143
2004-07-06,2950.692
2004-07-07,2938.801
2004-07-08,2927.204
2004-07-09,2897.857
2004-07-12,2917.244
2004-07-13,2884.45
2004-07-14,2896.318
2004-07-15,2895.198
2004-07-16,2915.36
2004-07-19,2899.551
2004-07-20,2873.964
2004-07-21,2839.891
2004-07-22,2815.641
2004-07-23,2783.899
2004-07-26,2765.385
2004-07-27,2749.61
2004-07-28,2723.01
2004-07-29,2731.128
2004-07-30,2777.606
2004-08-02,2762.494
2004-08-03,2785.914
2004-08-04,2759.807
2004-08-05,2749.73
2004-08-06,2771.721
2004-08-09,2747.726
2004-08-10,2794.713
2004-08-11,2783.654
2004-08-12,2808.048
2004-08-13,2831.157
2004-08-16,2856.08
2004-08-17,2860.47
2004-08-18,2846.856
2004-08-19,2864.677
2004-08-20,2841.101
2004-08-23,2816.092
2004-08-24,2764.765
2004-08-25,2778.661
2004-08-26,2790.984
2004-08-27,2792.348
2004-08-30,2799.091
2004-08-31,2816.808
2004-09-01,2831.197
2004-09-02,2866.613
2004-09-03,2832.364
2004-09-06,2847.471
2004-09-07,2833.609
2004-09-08,2847.215
2004-09-09,2860.424
2004-09-10,2895.016
2004-09-13,2880.561
2004-09-14,2876.284
2004-09-15,2814.147
2004-09-16,2831.705
2004-09-17,2842.692
2004-09-20,2847.525
2004-09-21,2893.444
2004-09-22,2876.94
2004-09-23,2902.976
2004-09-24,2909.136
2004-09-27,2906.561
2004-09-28,2911.462
2004-09-29,2961.153
2004-09-30,2975.699
2004-10-01,2977.985
2004-10-04,2962.482
2004-10-05,2966.512
2004-10-06,2940.609
2004-10-07,2903.398
2004-10-08,2932.953
2004-10-11,2902.748
2004-10-12,2877.893
2004-10-13,2884.092
2004-10-14,2905.223
2004-10-15,2920.531
2004-10-18,2907.854
2004-10-19,2929.252
2004-10-20,2912.135
2004-10-21,2897.06
2004-10-22,2907.539
2004-10-25,2886.877
2004-10-26,2865.409
2004-10-27,2862.238
2004-10-28,2833.647
2004-10-29,2811.269
2004-11-01,2834.381
2004-11-02,2860.128
2004-11-03,2870.91
2004-11-04,2909.32
2004-11-05,2955.175
2004-11-08,2959.344
2004-11-09,2952.436
2004-11-10,2963.475
2004-11-11,2984.615
2004-11-12,2960.946
2004-11-15,2956.58
2004-11-16,2928.475
2004-11-17,2957.558
2004-11-18,2944.217
2004-11-19,2970.999
2004-11-22,2959.96
2004-11-23,2975.519
2004-11-24,3015.935
2004-11-25,3031.624
2004-11-26,2998.792
2004-11-29,3012.242
2004-11-30,2990.626
2004-12-01,3007.625
2004-12-02,3007.691
2004-12-03,3028.71
2004-12-06,3041.613
2004-12-07,3033.804
2004-12-08,2986.171
2004-12-09,2936.025
2004-12-10,2944.283
2004-12-13,2995.085
2004-12-14,2988.665
2004-12-15,3038.071
2004-12-16,2997.258
2004-12-17,2993.014
2004-12-20,3027.159
2004-12-21,3044.349
2004-12-22,3084.67
2004-12-23,3102.078
2004-12-24,3109.416
2004-12-27,3132.989
2004-12-28,3119.957
2004-12-29,3110.915
2004-12-30,3129.385
2004-12-31,3121.064
2005-01-03,3093.635
2005-01-04,3028.856
2005-01-05,2998.476
2005-01-06,3024.567
2005-01-07,3020.573
2005-01-10,3024.233
2005-01-11,3010.378
2005-01-12,3017.581
2005-01-13,3009.948
2005-01-14,2992.314
2005-01-17,2990.563
2005-01-18,2962.555
2005-01-19,2961.873
2005-01-20,2915.528
2005-01-21,2932.02
2005-01-24,2945.76
2005-01-25,2951.819
2005-01-26,2977.479
2005-01-27,2956.756
2005-01-28,3010.914
2005-01-31,3045.137
2005-02-01,3054.104
2005-02-02,3073.762
2005-02-03,3045.6
2005-02-04,3033.674
2005-02-07,3038.04
2005-02-08,3053.285
2005-02-09,3071.014
2005-02-10,3110.216
2005-02-11,3125.831
2005-02-14,3142.906
2005-02-15,3159.951
2005-02-16,3147.356
2005-02-17,3168.175
2005-02-18,3158.995
2005-02-21,3168.777
2005-02-22,3235.73
2005-02-23,3198.899
2005-02-24,3212.661
2005-02-25,3215.999
2005-02-28,3227.262
2005-03-01,3251.608
2005-03-02,3229.794
2005-03-03,3245.829
2005-03-04,3291.238
2005-03-07,3281.062
2005-03-08,3285.926
2005-03-09,3295.892
2005-03-10,3297.125
2005-03-11,3320.494
2005-03-14,3304.105
2005-03-15,3334.223
2005-03-16,3365.831
2005-03-17,3359.697
2005-03-18,3343.395
2005-03-21,3323.128
2005-03-22,3336.216
2005-03-23,3267.254
2005-03-24,3255.567
2005-03-25,3255.567
2005-03-28,3232.75
2005-03-29,3331.193
2005-03-30,3322.412
2005-03-31,3345.003
2005-04-01,3348.906
2005-04-04,3319.35
2005-04-05,3356.226
2005-04-06,3391.047
2005-04-07,3431.957
2005-04-08,3428.748
2005-04-11,3446.955
2005-04-12,3429.692
2005-04-13,3448.782
2005-04-14,3434.743
2005-04-15,3432.991
2005-04-18,3404.225
2005-04-19,3423.882
2005-04-20,3453.688
2005-04-21,3479.309
2005-04-22,3471.826
2005-04-25,3456.713
2005-04-26,3448.493
2005-04-27,3415.555
2005-04-28,3240.713
2005-04-29,3174.997
2005-05-02,3156.649
2005-05-03,3195.191
2005-05-04,3256.577
2005-05-05,3252.445
2005-05-06,3263.457
2005-05-09,3256.345
2005-05-10,3314.037
2005-05-11,3334.392
2005-05-12,3298.554
2005-05-13,3266.158
2005-05-16,3259.705
2005-05-17,3264.024
2005-05-18,3285.128
2005-05-19,3257.17
2005-05-20,3240.908
2005-05-23,3265.034
2005-05-24,3303.662
2005-05-25,3299.027
2005-05-26,3302.144
2005-05-27,3304.783
2005-05-30,3297.924
2005-05-31,3263.247
2005-06-01,3292.193
2005-06-02,3256.902
2005-06-03,3267.273
2005-06-06,3259.456
2005-06-07,3264.645
2005-06-08,3287.92
2005-06-09,3261.704
2005-06-10,3268.532
2005-06-13,3279.873
2005-06-14,3274.873
