Date,DENMARK GROWTH Standard (Large+Mid Cap)
1996-11-29,1996.065
1996-12-31,2065.773
1997-01-31,2156.298
1997-02-28,2177.792
1997-03-31,2290.994
1997-04-30,2267.59
1997-05-30,2501.786
1997-06-30,2529.346
1997-07-31,2737.565
1997-08-29,2638.752
1997-09-30,3038.048
1997-10-31,2735.176
1997-11-28,2751.944
1997-12-31,3083.323
1998-01-30,2996.201
1998-02-27,3163.818
1998-03-31,3416.255
1998-04-30,3275.614
1998-05-29,3276.887
1998-06-30,3042.524
1998-07-31,2978.509
1998-08-31,2551.789
1998-09-30,2450.541
1998-10-30,2673.333
1998-11-30,2449.913
1998-12-31,2658.324
1999-01-29,2545.303
1999-02-26,2353.442
1999-03-31,2379.801
1999-04-30,2661.045
1999-05-31,2518.674
1999-06-30,2571.408
1999-07-30,2861.191
1999-08-31,2836.912
1999-09-30,2986.4
1999-10-29,2998.822
1999-11-30,3128.92
1999-12-31,3504.773
2000-01-31,3392.161
2000-02-29,3626.163
2000-03-31,3979.972
2000-04-28,3404.888
2000-05-31,3453.736
2000-06-30,3378.047
2000-07-31,3312.932
2000-08-31,3604.905
2000-09-29,3362.504
2000-10-31,3136.298
2000-11-30,2817.036
2000-12-29,2925.105
2001-01-31,3395.744
2001-02-28,3181.837
2001-03-30,2824.51
2001-04-30,2809.344
2001-05-31,2765.077
2001-06-29,2703.941
2001-07-31,2879.306
2001-08-31,2628.315
2001-09-28,2336.809
2001-10-31,2492.157
2001-11-30,2482.723
2001-12-31,2469.258
2002-01-31,2330.957
2002-02-28,2459.859
2002-03-29,2564.191
2002-04-30,2242.115
2002-05-31,2307.407
2002-06-28,2361.079
2002-07-31,1927.144
2002-08-30,2053.558
2002-09-30,1776.919
2002-10-31,1856.987
2002-11-29,1866.737
2002-12-31,1910.954
2003-01-31,1774.55
2003-02-28,1715.7
2003-03-31,1914.304
2003-04-30,2136.025
2003-05-30,2193.19
2003-06-30,2226.185
2003-07-31,2224.719
2003-08-29,2459.317
2003-09-30,2565.018
2003-10-31,2696.601
2003-11-28,2622.436
2003-12-31,2773.102
2004-01-30,2892.958
2004-02-27,3187.577
2004-03-31,3070.355
2004-04-30,3074.411
2004-05-31,3060.88
2004-06-30,3293.609
2004-07-30,3217.129
2004-08-31,3262.535
2004-09-30,3446.973
2004-10-29,3256.501
2004-11-30,3464.264
2004-12-31,3615.808
2005-01-31,3527.845
2005-02-28,3738.84
2005-03-31,3883.423
2005-04-29,3689.911
2005-05-31,3793.343
2005-06-30,3863.427
2005-07-29,3949.232
2005-08-31,4119.859
2005-09-30,4064.772
2005-10-31,3940.164
2005-11-30,4072.601
2005-12-30,4376.49
2006-01-31,4566.632
2006-02-28,4614.26
2006-03-31,4963.437
2006-04-28,5300.747
2006-05-31,5046.676
2006-06-30,5107.651
2006-07-31,5088.11
2006-08-31,5539.696
2006-09-29,5658.094
2006-10-31,5831.43
2006-11-30,6218.072
2006-12-29,6613.24
2007-01-31,6764.148
2007-02-28,6766.293
2007-03-30,7253.762
2007-04-30,7955.665
2007-05-31,8339.054
2007-06-29,8304.783
2007-07-31,8461.039
2007-08-31,8576.486
2007-09-28,9297.427
2007-10-31,9678.111
2007-11-30,9646.107
2007-12-31,9734.996
2008-01-31,8577.841
2008-02-29,9353.261
2008-03-31,9771.337
2008-04-30,9828.813
2008-05-30,10571.008
2008-06-30,10102.371
2008-07-31,9770.418
2008-08-29,9285.668
2008-09-30,7283.464
2008-10-31,5490.942
2008-11-28,5163.331
2008-12-31,5475.797
2009-01-30,5318.021
2009-02-27,4861.254
2009-03-31,4812.501
2009-04-30,5652.571
2009-05-29,6157.331
2009-06-30,6172.269
2009-07-31,6508.232
2009-08-31,6856.488
2009-09-30,7051.819
2009-10-30,6953.981
2009-11-30,7323.484
2009-12-31,7055.059
2010-01-29,7274.885
2010-02-26,7161.475
2010-03-31,7735.676
2010-04-30,8266.551
2010-05-31,7289.133
2010-06-30,7358.076
2010-07-30,8074.821
2010-08-31,7594.126
2010-09-30,8522.2
2010-10-29,8809.895
2010-11-30,8327.943
2010-12-31,9192.371
2011-01-31,9276.124
2011-02-28,9801.676
2011-03-31,10154.64
2011-04-29,10364.413
2011-05-31,9886.278
2011-06-30,9499.342
2011-07-29,9270.436
2011-08-31,7965.551
2011-09-30,7307.134
2011-10-31,7772.232
2011-11-30,8043.414
2011-12-30,7884.241
2012-01-31,8152.154
2012-02-29,9379.522
2012-03-30,9337.44
2012-04-30,9631.74
2012-05-31,8599.312
2012-06-29,9169.741
2012-07-31,9684.894
2012-08-31,10122.7
2012-09-28,10238.211
2012-10-31,10190.403
2012-11-30,10363.371
2012-12-31,10582.372
2013-01-31,11857.782
2013-02-28,11434.456
2013-03-29,10996.496
2013-04-30,11582.822
2013-05-31,11065.234
2013-06-28,10565.197
2013-07-31,11432.3
2013-08-30,11407.512
2013-09-30,11858.897
2013-10-31,11961.824
2013-11-29,12546.451
2013-12-31,12918.613
2014-01-31,13402.038
2014-02-28,15543.465
2014-03-31,15260.83
2014-04-30,15351.929
2014-05-30,14969.722
2014-06-30,15649.068
2014-07-31,15315.734
2014-08-29,15071.761
2014-09-30,15197.815
2014-10-31,14796.966
2014-11-28,14965.9
2014-12-31,14063.967
2015-01-30,14362.162
2015-02-27,15540.954
2015-03-31,16518.49
2015-04-30,17579.844
2015-05-29,17481.272
2015-06-30,17102.26
2015-07-31,18421.352
2015-08-31,17425.801
2015-09-30,17079.653
2015-10-30,17309.193
2015-11-30,17906.27
2015-12-31,18712.701
2016-01-29,17884.536
2016-02-29,17374.883
2016-03-31,18554.624
2016-04-29,18877.269
2016-05-31,19330.971
2016-06-30,18550.043
2016-07-29,19347.123
2016-08-31,17578.938
2016-09-30,16665.118
2016-10-31,15230.543
2016-11-30,14161.87
2016-12-30,14787.426
2017-01-31,15354.885
2017-02-28,15296.132
2017-03-31,15558.317
2017-04-28,16903.184
2017-05-31,17911.089
2017-06-30,17994.154
2017-07-31,18747.462
2017-08-31,19667.982
2017-09-29,19453.339
2017-10-31,19932.121
2017-11-30,19571.265
2017-12-29,20033.152
2018-01-31,20612.85
2018-02-28,19917.872
2018-03-30,19718.777
2018-04-30,19358.02
2018-05-31,18945.155
2018-06-29,18556.683
2018-07-31,19903.954
2018-08-31,19956.887
2018-09-28,19314.118
2018-10-31,17679.319
2018-11-30,18276.594
2018-12-31,17712.588
2019-01-31,18395.329
2019-02-28,19528.079
2019-03-29,20429.209
2019-04-30,20107.38
2019-05-31,19574.002
2019-06-28,20770.063
2019-07-31,20260.551
2019-08-30,20910.413
2019-09-30,20687.516
2019-10-31,21410.888
2019-11-29,22405.683
2019-12-31,23334.459
2020-01-31,23876.573
2020-02-28,22573.67
2020-03-31,22097.905
2020-04-30,23952.606
2020-05-29,25791.992
2020-06-30,26304.224
2020-07-31,28511.703
2020-08-31,29839.763
2020-09-30,30389.226
2020-10-30,29360.518
2020-11-30,31933.506
2020-12-31,34221.558
2021-01-29,32944.327
2021-02-26,32615.026
2021-03-31,32990.319
2021-04-30,35288.101
2021-05-31,36740.728
2021-06-30,37546.39
2021-07-30,39605.13
2021-08-31,41349.35
2021-09-30,39172.223
2021-10-29,42001.778
2021-11-30,39376.894
2021-12-31,41374.615
2022-01-31,36174.5
2022-02-28,36945.399
2022-03-31,39011.308
2022-04-29,37813.343
2022-05-31,36087.357
2022-06-30,34542.854
2022-07-29,37319.058
2022-08-31,34473.133
2022-09-30,30550.061
2022-10-31,33447.464
2022-11-30,37861.536
2022-12-30,40553.026
2023-01-31,41152.228
2023-02-28,41999.467
2023-03-31,46046.581
2023-04-28,48028.116
2023-05-31,46140.475
2023-06-30,46612.244
2023-07-31,46943.516
2023-08-31,49922.787
2023-09-29,48529.314
2023-10-31,48929.824
2023-11-30,52861.335
2023-12-29,54646.81
2024-01-31,57613.554
2024-02-29,60005.572
2024-03-29,63900.527
2024-04-30,63512.211
2024-05-31,66220.843
2024-06-28,68737.024
2024-07-31,65498.878
2024-08-30,68506.041
2024-09-30,60665.091
2024-10-31,57098.406
2024-11-29,54952.253
2024-12-31,46904.42
2025-01-31,46039.098
2025-02-28,48225.401
2025-03-31,39923.415
2025-04-30,40256.128
2025-05-30,42417.395
2025-06-30,42389.684
