Date,NIHONKABU IMI IMI (Large+Mid+Small Cap)
2001-05-22,798.005
2001-05-23,809.186
2001-05-24,807.77
2001-05-25,798.826
2001-05-28,790.117
2001-05-29,800.299
2001-05-30,782.894
2001-05-31,781.715
2001-06-01,780.115
2001-06-04,777.652
2001-06-05,770.809
2001-06-06,769.15
2001-06-07,774.293
2001-06-08,772.107
2001-06-11,759.793
2001-06-12,738.522
2001-06-13,738.91
2001-06-14,741.272
2001-06-15,731.909
2001-06-18,724.477
2001-06-19,722.08
2001-06-20,721.304
2001-06-21,733.392
2001-06-22,742.634
2001-06-25,737.03
2001-06-26,739.426
2001-06-27,733.701
2001-06-28,722.955
2001-06-29,737.393
2001-07-02,731.976
2001-07-03,734.701
2001-07-04,726.626
2001-07-05,717.648
2001-07-06,703.406
2001-07-09,698.909
2001-07-10,705.829
2001-07-11,700.119
2001-07-12,714.149
2001-07-13,706.247
2001-07-16,702.287
2001-07-17,693.288
2001-07-18,682.421
2001-07-19,684.289
2001-07-20,686.485
2001-07-23,661.677
2001-07-24,672.166
2001-07-25,680.284
2001-07-26,680.119
2001-07-27,675.212
2001-07-30,659.066
2001-07-31,673.205
2001-08-01,683.109
2001-08-02,705.469
2001-08-03,698.349
2001-08-06,695.393
2001-08-07,698.729
2001-08-08,699.03
2001-08-09,679.731
2001-08-10,684.692
2001-08-13,673.651
2001-08-14,695.7
2001-08-15,703.352
2001-08-16,690.088
2001-08-17,685.883
2001-08-20,674.904
2001-08-21,682.037
2001-08-22,686.604
2001-08-23,673.599
2001-08-24,673.487
2001-08-27,679.377
2001-08-28,672.544
2001-08-29,664.408
2001-08-30,654.464
2001-08-31,653.491
2001-09-03,636.321
2001-09-04,653.421
2001-09-05,637.593
2001-09-06,635.149
2001-09-07,634.477
2001-09-10,615.466
2001-09-11,629.341
2001-09-12,585.386
2001-09-13,595.835
2001-09-14,622.751
2001-09-17,598.241
2001-09-18,609.477
2001-09-19,626.026
2001-09-20,623.631
2001-09-21,603.985
2001-09-24,599.512
2001-09-25,608.735
2001-09-26,598.573
2001-09-27,593.373
2001-09-28,607.215
2001-10-01,615.991
2001-10-02,624.927
2001-10-03,614.159
2001-10-04,627.7
2001-10-05,629.331
2001-10-08,631.51
2001-10-09,613.778
2001-10-10,605.035
2001-10-11,620.126
2001-10-12,633.139
2001-10-15,626.347
2001-10-16,628.839
2001-10-17,636.397
2001-10-18,624.389
2001-10-19,624.635
2001-10-22,622.077
2001-10-23,630.152
2001-10-24,633.286
2001-10-25,638.447
2001-10-26,632.114
2001-10-29,626.817
2001-10-30,620.176
2001-10-31,610.788
2001-11-01,613.365
2001-11-02,612.406
2001-11-05,612.057
2001-11-06,620.804
2001-11-07,604.826
2001-11-08,611.143
2001-11-09,605.286
2001-11-12,599.333
2001-11-13,590.396
2001-11-14,591.361
2001-11-15,602.68
2001-11-16,606.486
2001-11-19,611.118
2001-11-20,609.258
2001-11-21,608.332
2001-11-22,606.847
2001-11-23,604.067
2001-11-26,620.029
2001-11-27,616.75
2001-11-28,605.135
2001-11-29,599.748
2001-11-30,604.744
2001-12-03,588.449
2001-12-04,586.316
2001-12-05,597.131
2001-12-06,601.598
2001-12-07,589.651
2001-12-10,574.077
2001-12-11,568.779
2001-12-12,581.307
2001-12-13,566.53
2001-12-14,559.757
2001-12-17,548.674
2001-12-18,549.67
2001-12-19,551.066
2001-12-20,557.825
2001-12-21,550.095
2001-12-24,548.381
2001-12-25,546.02
2001-12-26,539.054
2001-12-27,546.89
2001-12-28,557.546
2001-12-31,558.142
2002-01-01,558.142
2002-01-02,553.664
2002-01-03,555.451
2002-01-04,570.271
2002-01-07,570.386
2002-01-08,553.232
2002-01-09,549.337
2002-01-10,541.413
2002-01-11,538.057
2002-01-14,539.611
2002-01-15,530.299
2002-01-16,531.613
2002-01-17,529.268
2002-01-18,538.274
2002-01-21,537.193
2002-01-22,519.43
2002-01-23,514.759
2002-01-24,516.632
2002-01-25,519.869
2002-01-28,530.403
2002-01-29,519.157
2002-01-30,513.32
2002-01-31,515.038
2002-02-01,505.613
2002-02-04,502.198
2002-02-05,490.062
2002-02-06,488.683
2002-02-07,499.159
2002-02-08,499.435
2002-02-11,503.882
2002-02-12,519.061
2002-02-13,522.833
2002-02-14,526.576
2002-02-15,524.155
2002-02-18,523.98
2002-02-19,508.46
2002-02-20,505.616
2002-02-21,520.656
2002-02-22,524.038
2002-02-25,522.111
2002-02-26,518.246
2002-02-27,529.714
2002-02-28,536.368
2002-03-01,548.073
2002-03-04,579.947
2002-03-05,577.533
2002-03-06,581.939
2002-03-07,612.871
2002-03-08,615.584
2002-03-11,625.539
2002-03-12,606.114
2002-03-13,590.162
2002-03-14,598.707
2002-03-15,604.98
2002-03-18,588.991
2002-03-19,600.78
2002-03-20,593.347
2002-03-21,590.898
2002-03-22,575.344
2002-03-25,571.851
2002-03-26,571.784
2002-03-27,578.959
2002-03-28,583.5
2002-03-29,571.526
2002-04-01,564.452
2002-04-02,573.718
2002-04-03,585.082
2002-04-04,592.008
2002-04-05,590.324
2002-04-08,593.395
2002-04-09,584.34
2002-04-10,588.41
2002-04-11,580.776
2002-04-12,570.747
2002-04-15,578.497
2002-04-16,587.175
2002-04-17,595.451
2002-04-18,602.715
2002-04-19,597.66
2002-04-22,607.941
2002-04-23,607.73
2002-04-24,605.406
2002-04-25,611.986
2002-04-26,606.87
2002-04-29,605.758
2002-04-30,602.527
2002-05-01,609.655
2002-05-02,606.979
2002-05-03,611.687
2002-05-06,609.766
2002-05-07,600.424
2002-05-08,601.732
2002-05-09,607.508
2002-05-10,607.782
2002-05-13,602.138
2002-05-14,594.968
2002-05-15,608.328
2002-05-16,617.161
2002-05-17,630.797
2002-05-20,636.508
2002-05-21,643.324
2002-05-22,651.04
2002-05-23,649.744
2002-05-24,652.521
2002-05-27,647.701
2002-05-28,648.556
2002-05-29,647.025
2002-05-30,650.687
2002-05-31,645.06
2002-06-03,653.782
2002-06-04,644.476
2002-06-05,639.95
2002-06-06,637.404
2002-06-07,631.754
2002-06-10,627.561
2002-06-11,626.381
2002-06-12,622.191
2002-06-13,614.052
2002-06-14,606.367
2002-06-17,589.074
2002-06-18,597.716
2002-06-19,583.74
2002-06-20,592.266
2002-06-21,589.459
2002-06-24,595.949
2002-06-25,595.065
2002-06-26,589.562
2002-06-27,592.777
2002-06-28,611.958
2002-07-01,611.76
2002-07-02,612.191
2002-07-03,622.424
2002-07-04,614.797
2002-07-05,620.228
2002-07-08,623.843
2002-07-09,635.965
2002-07-10,627.867
2002-07-11,622.56
2002-07-12,624.653
2002-07-15,617.268
2002-07-16,608.354
2002-07-17,607.773
2002-07-18,618.114
2002-07-19,610.015
2002-07-22,607.001
2002-07-23,603.255
2002-07-24,597.547
2002-07-25,590.926
2002-07-26,565.28
2002-07-29,564.361
2002-07-30,578.088
2002-07-31,573.473
2002-08-01,570.937
2002-08-02,569.682
2002-08-05,570.27
2002-08-06,551.646
2002-08-07,569.381
2002-08-08,567.378
2002-08-09,581.16
2002-08-12,574.911
2002-08-13,571.122
2002-08-14,581.839
2002-08-15,582.904
2002-08-16,582.748
2002-08-19,567.953
2002-08-20,566.53
2002-08-21,570.174
2002-08-22,573.237
2002-08-23,575.436
2002-08-26,586.037
2002-08-27,581.68
2002-08-28,575.062
2002-08-29,566.519
2002-08-30,566.294
2002-09-02,561.837
2002-09-03,550.291
2002-09-04,536.059
2002-09-05,545.116
2002-09-06,538.223
2002-09-09,545.447
2002-09-10,543.907
2002-09-11,543.735
2002-09-12,546.899
2002-09-13,536.434
2002-09-16,531.362
2002-09-17,544.072
2002-09-18,545.698
2002-09-19,556.593
2002-09-20,537.188
2002-09-23,534.953
2002-09-24,529.679
2002-09-25,525.213
2002-09-26,534.765
2002-09-27,545.131
2002-09-30,541.885
2002-10-01,528.101
2002-10-02,520.298
2002-10-03,514.855
2002-10-04,518.708
2002-10-07,496.271
2002-10-08,496.819
2002-10-09,489.445
2002-10-10,485.222
2002-10-11,490.647
2002-10-14,490.331
2002-10-15,504.176
2002-10-16,508.68
2002-10-17,508.748
2002-10-18,512.358
2002-10-21,510.768
2002-10-22,494.806
2002-10-23,500.341
2002-10-24,496.219
2002-10-25,504.257
2002-10-28,505.56
2002-10-29,505.561
2002-10-30,508.666
2002-10-31,505.051
2002-11-01,508.61
2002-11-04,507.697
2002-11-05,521.396
2002-11-06,519.438
2002-11-07,520.904
2002-11-08,516.484
2002-11-11,504.12
2002-11-12,502.745
2002-11-13,499.561
2002-11-14,491.3
2002-11-15,500.841
2002-11-18,489.209
2002-11-19,484.941
2002-11-20,488.126
2002-11-21,497.432
2002-11-22,503.572
2002-11-25,512.775
2002-11-26,509.818
2002-11-27,512.473
2002-11-28,523.035
2002-11-29,523.984
2002-12-02,514.083
2002-12-03,515.443
2002-12-04,504.515
2002-12-05,498.104
2002-12-06,500.969
2002-12-09,499.225
2002-12-10,499.434
2002-12-11,497.575
2002-12-12,498.109
2002-12-13,499.152
2002-12-16,492.897
2002-12-17,497.149
2002-12-18,486.051
2002-12-19,491.863
2002-12-20,491.514
2002-12-23,492.985
2002-12-24,497.713
2002-12-25,496.4
2002-12-26,505.563
2002-12-27,509.767
2002-12-30,512.485
2002-12-31,511.859
2003-01-01,511.859
2003-01-02,507.052
2003-01-03,507.115
2003-01-06,520.601
2003-01-07,511.291
2003-01-08,503.122
2003-01-09,504.789
2003-01-10,503.569
2003-01-13,506.088
2003-01-14,514.214
2003-01-15,520.579
2003-01-16,520.874
2003-01-17,523.202
2003-01-20,517.533
2003-01-21,522.322
2003-01-22,517.611
2003-01-23,528.337
2003-01-24,524.305
2003-01-27,512.891
2003-01-28,509.043
2003-01-29,501.922
2003-01-30,497.361
2003-01-31,492.254
2003-02-03,499.051
2003-02-04,505.016
2003-02-05,506.04
2003-02-06,503.302
2003-02-07,501.114
2003-02-10,499.475
2003-02-11,497.933
2003-02-12,506.748
2003-02-13,506.518
2003-02-14,510.07
2003-02-17,513.358
2003-02-18,515.253
2003-02-19,515.403
2003-02-20,514.501
2003-02-21,507.496
2003-02-24,511.567
2003-02-25,501.67
2003-02-26,502.253
2003-02-27,500.182
2003-02-28,497.836
2003-03-03,503.066
2003-03-04,504.389
2003-03-05,504.306
2003-03-06,499.146
2003-03-07,490.452
2003-03-10,483.578
2003-03-11,473.419
2003-03-12,479.045
2003-03-13,471.585
2003-03-14,476.055
2003-03-17,471.584
2003-03-18,473.861
2003-03-19,474.318
2003-03-20,482.438
2003-03-21,477.295
2003-03-24,495.262
2003-03-25,485.867
2003-03-26,493.354
2003-03-27,495.628
2003-03-28,489.711
2003-03-31,477.868
2003-04-01,479.727
2003-04-02,481.767
2003-04-03,477.647
2003-04-04,476.345
2003-04-07,484.197
2003-04-08,480.057
2003-04-09,476.441
2003-04-10,475.863
2003-04-11,464.968
2003-04-14,461.691
2003-04-15,468.638
2003-04-16,468.079
2003-04-17,471.189
2003-04-18,472.195
2003-04-21,473.393
2003-04-22,468.272
2003-04-23,467.01
2003-04-24,472.312
2003-04-25,462.846
2003-04-28,457.712
2003-04-29,458.341
2003-04-30,476.988
2003-05-01,481.293
2003-05-02,482.191
2003-05-05,483.329
2003-05-06,496.06
2003-05-07,503.604
2003-05-08,497.492
2003-05-09,500.287
2003-05-12,505.141
2003-05-13,506.037
2003-05-14,509.678
2003-05-15,503.058
2003-05-16,502.164
2003-05-19,494.909
2003-05-20,495.874
2003-05-21,491.038
2003-05-22,494.659
2003-05-23,503.373
2003-05-26,503.868
2003-05-27,496.583
2003-05-28,494.229
2003-05-29,502.275
2003-05-30,499.381
2003-06-02,509.453
2003-06-03,509.639
2003-06-04,510.844
2003-06-05,521.372
2003-06-06,522.232
2003-06-09,528.566
2003-06-10,527.639
2003-06-11,530.631
2003-06-12,531.045
2003-06-13,534.989
2003-06-16,528.969
2003-06-17,535.607
2003-06-18,538.89
2003-06-19,539.477
2003-06-20,542.337
2003-06-23,548.406
2003-06-24,535.025
2003-06-25,536.951
2003-06-26,531.23
2003-06-27,539.568
2003-06-30,537.478
2003-07-01,549.618
2003-07-02,568.331
2003-07-03,578.54
2003-07-04,574.582
2003-07-07,585.598
2003-07-08,590.486
2003-07-09,596.037
2003-07-10,591.717
2003-07-11,574.469
2003-07-14,581.072
2003-07-15,582.351
2003-07-16,575.418
2003-07-17,560.121
2003-07-18,561.755
2003-07-21,563.794
2003-07-22,558.699
2003-07-23,567.614
2003-07-24,569.569
2003-07-25,571.261
2003-07-28,575.811
2003-07-29,574.776
2003-07-30,560.834
2003-07-31,558.629
2003-08-01,562.929
2003-08-04,555.812
2003-08-05,552.706
2003-08-06,549.242
2003-08-07,551.665
2003-08-08,551.66
2003-08-11,561.272
2003-08-12,564.448
2003-08-13,571.638
2003-08-14,581.057
2003-08-15,580.096
2003-08-18,586.135
2003-08-19,594.679
2003-08-20,607.075
2003-08-21,614.387
2003-08-22,612.986
2003-08-25,609.752
2003-08-26,611.255
2003-08-27,609.143
2003-08-28,606.361
2003-08-29,615.898
2003-09-01,632.708
2003-09-02,635.754
2003-09-03,639.847
2003-09-04,633.442
2003-09-05,632.552
2003-09-08,634.085
2003-09-09,647.215
2003-09-10,641.215
2003-09-11,628.283
2003-09-12,638.368
2003-09-15,637.716
2003-09-16,655.92
2003-09-17,662.605
2003-09-18,671.763
2003-09-19,674.944
2003-09-22,667.337
2003-09-23,670.061
2003-09-24,669.225
2003-09-25,655.924
2003-09-26,655.527
2003-09-29,653.566
2003-09-30,654.743
2003-10-01,668.796
2003-10-02,685.116
2003-10-03,692.475
2003-10-06,692.038
2003-10-07,704.867
2003-10-08,690.819
2003-10-09,695.406
2003-10-10,709.775
2003-10-13,707.333
2003-10-14,713.776
2003-10-15,706.95
2003-10-16,717.116
2003-10-17,717.298
2003-10-20,719.111
2003-10-21,716.753
2003-10-22,708.042
2003-10-23,668.922
2003-10-24,675.37
2003-10-27,686.443
2003-10-28,694.585
2003-10-29,705.395
2003-10-30,701.513
2003-10-31,683.817
2003-11-03,675.977
2003-11-04,704.16
2003-11-05,697.725
2003-11-06,678.991
2003-11-07,688.527
2003-11-10,690.044
2003-11-11,668.857
2003-11-12,667.91
2003-11-13,680.224
2003-11-14,671.778
2003-11-17,645.639
2003-11-18,652.011
2003-11-19,633.176
2003-11-20,646.915
2003-11-21,648.193
2003-11-24,645.731
2003-11-25,651.695
2003-11-26,664.773
2003-11-27,666.755
2003-11-28,661.468
2003-12-01,675.511
2003-12-02,681.088
2003-12-03,680.662
2003-12-04,685.997
2003-12-05,684.816
2003-12-08,672.409
2003-12-09,673.366
2003-12-10,657.129
2003-12-11,663.48
2003-12-12,672.248
2003-12-15,689.083
2003-12-16,677.359
2003-12-17,669.15
2003-12-18,668.526
2003-12-19,677.853
2003-12-22,685.201
2003-12-23,685.552
2003-12-24,684.957
2003-12-25,685.653
2003-12-26,690.011
2003-12-29,696.111
2003-12-30,707.585
2003-12-31,706.033
2004-01-01,706.033
2004-01-02,707.023
2004-01-05,723.644
2004-01-06,721.041
2004-01-07,718.708
2004-01-08,721.725
2004-01-09,726.086
2004-01-12,725.677
2004-01-13,722.36
2004-01-14,724.331
2004-01-15,715.22
2004-01-16,720.331
2004-01-19,726.123
2004-01-20,728.446
2004-01-21,728.423
2004-01-22,733.451
2004-01-23,737.706
2004-01-26,731.569
2004-01-27,731.979
2004-01-28,729.689
2004-01-29,721.512
2004-01-30,720.044
2004-02-02,723.383
2004-02-03,719.023
2004-02-04,703.857
2004-02-05,706.446
2004-02-06,709.187
2004-02-09,704.713
2004-02-10,705.277
2004-02-11,705.277
2004-02-12,710.718
2004-02-13,717.335
2004-02-16,719.223
2004-02-17,723.611
2004-02-18,718.721
2004-02-19,716.555
2004-02-20,705.818
2004-02-23,716.453
2004-02-24,704.55
2004-02-25,699.544
2004-02-26,701.673
2004-02-27,718.701
2004-03-01,737.196
2004-03-02,734.83
2004-03-03,734.885
2004-03-04,732.628
2004-03-05,738.072
2004-03-08,731.649
2004-03-09,740.151
2004-03-10,735.835
2004-03-11,731.511
2004-03-12,721.746
2004-03-15,734.745
2004-03-16,743.428
2004-03-17,761.323
2004-03-18,776.435
2004-03-19,769.296
2004-03-22,764.413
2004-03-23,766.3
2004-03-24,779.521
2004-03-25,791.489
2004-03-26,806.727
2004-03-29,810.118
2004-03-30,806.495
2004-03-31,820.814
2004-04-01,820.27
2004-04-02,820.826
2004-04-05,825.454
2004-04-06,825.467
2004-04-07,830.722
2004-04-08,828.241
2004-04-09,815.851
2004-04-12,826.119
2004-04-13,824.263
2004-04-14,812.704
2004-04-15,796.863
2004-04-16,800.608
2004-04-19,790.26
2004-04-20,807.401
2004-04-21,799.648
2004-04-22,797.462
2004-04-23,805.135
2004-04-26,810.529
2004-04-27,798.136
2004-04-28,797.498
2004-04-29,795.794
2004-04-30,779.26
2004-05-03,778.954
2004-05-04,782.818
2004-05-05,791.536
2004-05-06,770.549
2004-05-07,746.1
2004-05-10,696.403
2004-05-11,698.659
2004-05-12,723.07
2004-05-13,698.746
2004-05-14,696.14
2004-05-17,675.673
2004-05-18,688.75
2004-05-19,717.109
2004-05-20,711.558
2004-05-21,732.374
2004-05-24,732.035
2004-05-25,724.35
2004-05-26,736.599
2004-05-27,742.042
2004-05-28,752.024
2004-05-31,750.948
2004-06-01,757.567
2004-06-02,751.317
2004-06-03,733.91
2004-06-04,735.437
2004-06-07,764.342
2004-06-08,769.035
2004-06-09,768.638
2004-06-10,773.808
2004-06-11,767.117
2004-06-14,760.579
2004-06-15,762.304
2004-06-16,773.937
2004-06-17,776.571
2004-06-18,769.886
2004-06-21,782.646
2004-06-22,777.639
2004-06-23,777.748
2004-06-24,797.348
2004-06-25,794.794
2004-06-28,802.368
2004-06-29,798.967
2004-06-30,794.626
2004-07-01,800.834
2004-07-02,788.734
2004-07-05,772.85
2004-07-06,768.195
2004-07-07,767.565
2004-07-08,762.451
2004-07-09,773.111
2004-07-12,783.105
2004-07-13,780.436
2004-07-14,770.435
2004-07-15,768.197
2004-07-16,774.046
2004-07-19,777.014
2004-07-20,768.692
2004-07-21,765.847
2004-07-22,762.005
2004-07-23,750.821
2004-07-26,747.112
2004-07-27,733.442
2004-07-28,737.814
2004-07-29,731.287
2004-07-30,746.325
2004-08-02,748.279
2004-08-03,744.268
2004-08-04,731.881
2004-08-05,731.884
2004-08-06,735.041
2004-08-09,728.061
2004-08-10,727.605
2004-08-11,736.107
2004-08-12,732.828
2004-08-13,721.515
2004-08-16,713.835
2004-08-17,721.769
2004-08-18,727.543
2004-08-19,737.398
2004-08-20,739.21
2004-08-23,740.715
2004-08-24,742.399
2004-08-25,746.108
2004-08-26,751.428
2004-08-27,756.454
2004-08-30,753.095
2004-08-31,749.622
2004-09-01,754.78
2004-09-02,756.5
2004-09-03,741.875
2004-09-06,755.67
2004-09-07,761.607
2004-09-08,762.203
2004-09-09,751.121
2004-09-10,749.714
2004-09-13,752.577
2004-09-14,758.307
2004-09-15,745.238
2004-09-16,744.556
2004-09-17,738.579
2004-09-20,739.99
2004-09-21,737.962
2004-09-22,732.939
2004-09-23,734.965
2004-09-24,724.538
2004-09-27,719.43
2004-09-28,715.326
2004-09-29,718.284
2004-09-30,731.531
2004-10-01,739.771
2004-10-04,749.792
2004-10-05,750.508
2004-10-06,755.046
2004-10-07,751.33
2004-10-08,760.496
2004-10-11,764.152
2004-10-12,751.401
2004-10-13,748.339
2004-10-14,741.684
2004-10-15,741.788
2004-10-18,738.25
2004-10-19,748.073
2004-10-20,739.994
2004-10-21,739.718
2004-10-22,743.288
2004-10-25,738.601
2004-10-26,737.969
2004-10-27,740.698
2004-10-28,753.382
2004-10-29,749.418
2004-11-01,745.298
2004-11-02,756.136
2004-11-03,756.777
2004-11-04,762.306
2004-11-05,772.103
2004-11-08,767.169
2004-11-09,763.916
2004-11-10,755.73
2004-11-11,750.66
2004-11-12,767.521
2004-11-15,781.455
2004-11-16,780.467
2004-11-17,785.222
2004-11-18,781.881
2004-11-19,791.468
2004-11-22,774.653
2004-11-23,772.259
2004-11-24,778.323
2004-11-25,783.542
2004-11-26,779.993
2004-11-29,790.136
2004-11-30,784.973
2004-12-01,776.027
2004-12-02,786.939
2004-12-03,795.998
2004-12-06,789.578
2004-12-07,781.421
2004-12-08,771.936
2004-12-09,761.466
2004-12-10,754.356
2004-12-13,762.507
2004-12-14,766.029
2004-12-15,778.351
2004-12-16,776.457
2004-12-17,782.832
2004-12-20,785.277
2004-12-21,784.34
2004-12-22,792.065
2004-12-23,795.657
2004-12-24,804.726
2004-12-27,808.558
2004-12-28,811.753
2004-12-29,804.012
2004-12-30,820.341
2004-12-31,824.864
2005-01-03,821.617
2005-01-04,812.587
2005-01-05,809.524
2005-01-06,803.336
2005-01-07,802.532
2005-01-10,805.413
2005-01-11,817.735
2005-01-12,822.658
2005-01-13,816.638
2005-01-14,819.035
2005-01-17,825.582
2005-01-18,817.612
2005-01-19,817.634
2005-01-20,804.399
2005-01-21,802.592
2005-01-24,810.87
2005-01-25,799.759
2005-01-26,814.526
2005-01-27,809.114
2005-01-28,806.008
2005-01-31,810.268
2005-02-01,805.687
2005-02-02,810.089
2005-02-03,801.894
2005-02-04,807.062
2005-02-07,807.138
2005-02-08,797.336
2005-02-09,799.02
2005-02-10,803.853
2005-02-11,803.169
2005-02-14,813.584
2005-02-15,816.787
2005-02-16,809.159
2005-02-17,806.406
2005-02-18,808.428
2005-02-21,810.949
2005-02-22,817.788
2005-02-23,804.056
2005-02-24,804.341
2005-02-25,812.98
2005-02-28,826.997
2005-03-01,827.086
2005-03-02,827.866
2005-03-03,829.366
2005-03-04,835.347
2005-03-07,834.303
2005-03-08,837.353
2005-03-09,845.835
2005-03-10,839.91
2005-03-11,844.443
2005-03-14,833.176
2005-03-15,835.525
2005-03-16,841.662
2005-03-17,833.593
2005-03-18,837.87
2005-03-21,836.514
2005-03-22,836.78
2005-03-23,824.872
2005-03-24,816.813
2005-03-25,820.542
2005-03-28,821.15
2005-03-29,804.626
2005-03-30,801.279
2005-03-31,812.842
2005-04-01,813.279
2005-04-04,803.695
2005-04-05,807.864
2005-04-06,810.945
2005-04-07,813.587
2005-04-08,814.194
2005-04-11,812.515
2005-04-12,802.02
2005-04-13,806.812
2005-04-14,795.023
2005-04-15,788.548
2005-04-18,761.432
2005-04-19,775.198
2005-04-20,779.607
2005-04-21,772.587
2005-04-22,785.501
2005-04-25,788.861
2005-04-26,784.493
2005-04-27,785.013
2005-04-28,785.255
2005-04-29,793.189
2005-05-02,792.718
2005-05-03,792.605
2005-05-04,799.191
2005-05-05,797.967
2005-05-06,809.283
2005-05-09,803.007
2005-05-10,801.74
2005-05-11,797.967
2005-05-12,787.527
2005-05-13,780.8
2005-05-16,773.173
2005-05-17,765.989
2005-05-18,764.231
2005-05-19,776.651
2005-05-20,771.754
2005-05-23,781.088
2005-05-24,781.376
2005-05-25,772.085
2005-05-26,769.095
2005-05-27,775.596
2005-05-30,782.778
2005-05-31,785.505
2005-06-01,785.318
2005-06-02,784.643
2005-06-03,789.682
2005-06-06,794.227
2005-06-07,791.362
2005-06-08,795.199
2005-06-09,781.989
2005-06-10,783.503
2005-06-13,775.817
2005-06-14,778.36
2005-06-15,783.117
2005-06-16,786.312
2005-06-17,795.121
2005-06-20,790.636
2005-06-21,796.989
2005-06-22,797.065
2005-06-23,797.678
2005-06-24,793.555
2005-06-27,785.914
2005-06-28,788.431
2005-06-29,789.174
2005-06-30,786.465
2005-07-01,783.301
2005-07-04,786.62
2005-07-05,784.058
2005-07-06,783.277
2005-07-07,780.139
2005-07-08,777.223
2005-07-11,784.461
2005-07-12,791.513
2005-07-13,782.469
2005-07-14,786.604
2005-07-15,787.245
2005-07-18,790.767
2005-07-19,781.215
2005-07-20,779.676
2005-07-21,800.006
2005-07-22,792.676
2005-07-25,789.455
2005-07-26,784.367
2005-07-27,789.892
2005-07-28,790.807
2005-07-29,795.452
2005-08-01,799.016
2005-08-02,803.404
2005-08-03,806.575
2005-08-04,799.836
2005-08-05,784.746
2005-08-08,788.734
2005-08-09,796.126
2005-08-10,821.082
2005-08-11,836.084
2005-08-12,840.576
2005-08-15,842.936
2005-08-16,846.742
2005-08-17,842.728
2005-08-18,838.127
2005-08-19,835.156
2005-08-22,854.687
2005-08-23,854.306
2005-08-24,854.32
2005-08-25,851.94
2005-08-26,858.035
2005-08-29,841.719
2005-08-30,844.851
2005-08-31,846.301
2005-09-01,858.961
2005-09-02,865.511
2005-09-05,875.299
2005-09-06,868.118
2005-09-07,864.663
2005-09-08,856.88
2005-09-09,874.098
2005-09-12,883.457
2005-09-13,879.789
2005-09-14,883.202
2005-09-15,890.944
2005-09-16,884.461
2005-09-19,885.018
2005-09-20,899.355
2005-09-21,905.137
2005-09-22,900.665
2005-09-23,895.606
2005-09-26,913.796
2005-09-27,903.719
2005-09-28,920.721
2005-09-29,940.989
2005-09-30,928.786
2005-10-03,920.585
2005-10-04,928.361
2005-10-05,923.124
2005-10-06,901.065
2005-10-07,899.106
2005-10-10,895.487
2005-10-11,916.869
2005-10-12,917.043
2005-10-13,912.846
2005-10-14,913.668
2005-10-17,905.399
2005-10-18,897.545
2005-10-19,891.175
2005-10-20,894.493
2005-10-21,893.865
2005-10-24,890.926
2005-10-25,906.961
2005-10-26,907.178
2005-10-27,921.689
2005-10-28,914.041
2005-10-31,923.942
2005-11-01,939.753
2005-11-02,939.596
2005-11-03,937.19
2005-11-04,941.597
2005-11-07,947.318
2005-11-08,950.951
