Date,IRELAND IMI GROWTH IMI (Large+Mid+Small Cap)
2002-12-02,245.808
2002-12-03,240.074
2002-12-04,246.689
2002-12-05,238.476
2002-12-06,239.104
2002-12-09,235.091
2002-12-10,237.71
2002-12-11,241.889
2002-12-12,234.678
2002-12-13,233.361
2002-12-16,235.097
2002-12-17,233.484
2002-12-18,228.949
2002-12-19,229.362
2002-12-20,231.454
2002-12-23,229.531
2002-12-24,230.393
2002-12-25,230.393
2002-12-26,230.974
2002-12-27,230.497
2002-12-30,233.45
2002-12-31,234.288
2003-01-01,234.288
2003-01-02,240.135
2003-01-03,245.697
2003-01-06,249.384
2003-01-07,247.768
2003-01-08,245.442
2003-01-09,248.024
2003-01-10,251.708
2003-01-13,253.249
2003-01-14,255.81
2003-01-15,251.347
2003-01-16,247.997
2003-01-17,246.098
2003-01-20,247.588
2003-01-21,249.241
2003-01-22,248.074
2003-01-23,246.367
2003-01-24,247.596
2003-01-27,241.022
2003-01-28,238.414
2003-01-29,238.446
2003-01-30,247.604
2003-01-31,245.999
2003-02-03,253.24
2003-02-04,247.495
2003-02-05,244.504
2003-02-06,240.997
2003-02-07,239.896
2003-02-10,242.155
2003-02-11,243.009
2003-02-12,241.11
2003-02-13,247.964
2003-02-14,250.138
2003-02-17,251.129
2003-02-18,251.813
2003-02-19,251.464
2003-02-20,255.765
2003-02-21,252.781
2003-02-24,248.948
2003-02-25,241.75
2003-02-26,242.162
2003-02-27,240.183
2003-02-28,246.828
2003-03-03,248.712
2003-03-04,250.588
2003-03-05,248.489
2003-03-06,248.454
2003-03-07,247.014
2003-03-10,248.377
2003-03-11,242.274
2003-03-12,236.455
2003-03-13,236.843
2003-03-14,235.695
2003-03-17,234.806
2003-03-18,239.194
2003-03-19,241.042
2003-03-20,241.449
2003-03-21,247.27
2003-03-24,247.718
2003-03-25,243.534
2003-03-26,246.11
2003-03-27,245.009
2003-03-28,241.564
2003-03-31,243.453
2003-04-01,244.719
2003-04-02,243.622
2003-04-03,244.696
2003-04-04,248.584
2003-04-07,248.649
2003-04-08,247.094
2003-04-09,249.776
2003-04-10,248.941
2003-04-11,248.722
2003-04-14,250.126
2003-04-15,254.321
2003-04-16,261.651
2003-04-17,260.537
2003-04-18,260.55
2003-04-21,259.427
2003-04-22,262.36
2003-04-23,268.04
2003-04-24,270.351
2003-04-25,267.769
2003-04-28,270.531
2003-04-29,270.329
2003-04-30,273.324
2003-05-01,275.132
2003-05-02,279.431
2003-05-05,280.876
2003-05-06,287.287
2003-05-07,287.123
2003-05-08,286.314
2003-05-09,288.498
2003-05-12,291.313
2003-05-13,287.735
2003-05-14,289.079
2003-05-15,294.946
2003-05-16,297.878
2003-05-19,293.635
2003-05-20,294.792
2003-05-21,294.884
2003-05-22,303.114
2003-05-23,304.52
2003-05-26,307.11
2003-05-27,307.228
2003-05-28,301.569
2003-05-29,302.05
2003-05-30,294.713
2003-06-02,293.611
2003-06-03,304.09
2003-06-04,303.704
2003-06-05,311.564
2003-06-06,307.878
2003-06-09,306.309
2003-06-10,300.724
2003-06-11,302.002
2003-06-12,301.395
2003-06-13,303.828
2003-06-16,306.387
2003-06-17,310.828
2003-06-18,305.174
2003-06-19,303.352
2003-06-20,303.105
2003-06-23,299.409
2003-06-24,298.662
2003-06-25,301.013
2003-06-26,290.724
2003-06-27,288.878
2003-06-30,292.692
2003-07-01,294.237
2003-07-02,294.612
2003-07-03,294.965
2003-07-04,293.552
2003-07-07,291.623
2003-07-08,286.116
2003-07-09,286.341
2003-07-10,288.679
2003-07-11,290.58
2003-07-14,292.632
2003-07-15,293.654
2003-07-16,288.837
2003-07-17,289.333
2003-07-18,291.617
2003-07-21,292.551
2003-07-22,293.519
2003-07-23,293.962
2003-07-24,291.461
2003-07-25,290.35
2003-07-28,291.274
2003-07-29,289.198
2003-07-30,289.996
2003-07-31,288.681
2003-08-01,289.665
2003-08-04,292.766
2003-08-05,290.613
2003-08-06,289.793
2003-08-07,295.283
2003-08-08,292.49
2003-08-11,293.977
2003-08-12,294.675
2003-08-13,296.674
2003-08-14,296.587
2003-08-15,296.543
2003-08-18,295.515
2003-08-19,295.148
2003-08-20,295.384
2003-08-21,291.986
2003-08-22,289.394
2003-08-25,291.587
2003-08-26,288.474
2003-08-27,291.898
2003-08-28,291.951
2003-08-29,296.323
2003-09-01,298.608
2003-09-02,294.88
2003-09-03,294.697
2003-09-04,297.289
2003-09-05,302.886
2003-09-08,304.836
2003-09-09,306.044
2003-09-10,304.325
2003-09-11,300.734
2003-09-12,304.572
2003-09-15,306.469
2003-09-16,307.583
2003-09-17,313.87
2003-09-18,315.001
2003-09-19,313.972
2003-09-22,320.069
2003-09-23,314.793
2003-09-24,313.048
2003-09-25,310.439
2003-09-26,309.157
2003-09-29,309.21
2003-09-30,310.294
2003-10-01,313.354
2003-10-02,313.543
2003-10-03,313.642
2003-10-06,317.673
2003-10-07,322.257
2003-10-08,324.777
2003-10-09,326.477
2003-10-10,326.498
2003-10-13,323.894
2003-10-14,324.86
2003-10-15,327.344
2003-10-16,328.416
2003-10-17,326.722
2003-10-20,326.031
2003-10-21,328.499
2003-10-22,332.24
2003-10-23,328.7
2003-10-24,329.836
2003-10-27,330.32
2003-10-28,328.844
2003-10-29,331.978
2003-10-30,332.2
2003-10-31,332.064
2003-11-03,328.653
2003-11-04,327.562
2003-11-05,325.94
2003-11-06,323.801
2003-11-07,327.107
2003-11-10,327.627
2003-11-11,328.971
2003-11-12,332.42
2003-11-13,334.669
2003-11-14,337.307
2003-11-17,332.236
2003-11-18,333.908
2003-11-19,333.111
2003-11-20,331.902
2003-11-21,332.377
2003-11-24,328.47
2003-11-25,330.828
2003-11-26,337.488
2003-11-27,342.952
2003-11-28,343.688
2003-12-01,344.527
2003-12-02,348.988
2003-12-03,353.23
2003-12-04,354.709
2003-12-05,354.803
2003-12-08,359.374
2003-12-09,361.11
2003-12-10,357.274
2003-12-11,356.075
2003-12-12,363.347
2003-12-15,365.901
2003-12-16,364.791
2003-12-17,368.621
2003-12-18,374.061
2003-12-19,374.468
2003-12-22,374.952
2003-12-23,373.605
2003-12-24,374.658
2003-12-25,374.658
2003-12-26,374.508
2003-12-29,378.913
2003-12-30,383.096
2003-12-31,384.643
2004-01-01,384.643
2004-01-02,389.971
2004-01-05,392.042
2004-01-06,392.55
2004-01-07,394.861
2004-01-08,400.64
2004-01-09,406.761
2004-01-12,406.975
2004-01-13,405.054
2004-01-14,409.33
2004-01-15,408.362
2004-01-16,403.657
2004-01-19,407.776
2004-01-20,413.194
2004-01-21,415.08
2004-01-22,421.712
2004-01-23,420.144
2004-01-26,414.376
2004-01-27,413.07
2004-01-28,401.834
2004-01-29,397.003
2004-01-30,394.629
2004-02-02,392.902
2004-02-03,395.577
2004-02-04,393.263
2004-02-05,397.152
2004-02-06,403.505
2004-02-09,408.053
2004-02-10,402.664
2004-02-11,399.632
2004-02-12,401.558
2004-02-13,401.163
2004-02-16,399.615
2004-02-17,401.123
2004-02-18,412.238
2004-02-19,417.228
2004-02-20,408.433
2004-02-23,413.364
2004-02-24,412.798
2004-02-25,414.656
2004-02-26,410.8
2004-02-27,416.702
2004-03-01,424.097
2004-03-02,426.401
2004-03-03,423.232
2004-03-04,425.812
2004-03-05,434.027
2004-03-08,434.536
2004-03-09,434.299
2004-03-10,422.079
2004-03-11,413.481
2004-03-12,411.884
2004-03-15,410.954
2004-03-16,415.415
2004-03-17,415.817
2004-03-18,424.579
2004-03-19,428.791
2004-03-22,419.628
2004-03-23,423.231
2004-03-24,418.018
2004-03-25,426.064
2004-03-26,425.505
2004-03-29,425.101
2004-03-30,426.103
2004-03-31,431.743
2004-04-01,438.366
2004-04-02,441.451
2004-04-05,437.61
2004-04-06,441.227
2004-04-07,441.117
2004-04-08,439.211
2004-04-09,439.211
2004-04-12,437.463
2004-04-13,434.627
2004-04-14,432.734
2004-04-15,432.002
2004-04-16,434.808
2004-04-19,440.656
2004-04-20,442.409
2004-04-21,439.515
2004-04-22,443.722
2004-04-23,447.259
2004-04-26,449.825
2004-04-27,453.301
2004-04-28,445.505
2004-04-29,451.087
2004-04-30,445.09
2004-05-03,443.865
2004-05-04,444.178
2004-05-05,440.883
2004-05-06,437.466
2004-05-07,433.258
2004-05-10,411.832
2004-05-11,421.049
2004-05-12,417.24
2004-05-13,421.241
2004-05-14,418.842
2004-05-17,424.587
2004-05-18,426.716
2004-05-19,438.62
2004-05-20,428.596
2004-05-21,432.272
2004-05-24,431.162
2004-05-25,434.597
2004-05-26,441.944
2004-05-27,448.124
2004-05-28,446.225
2004-05-31,446.691
2004-06-01,444.847
2004-06-02,446.185
2004-06-03,448.081
2004-06-04,450.644
2004-06-07,453.454
2004-06-08,454.688
2004-06-09,449.152
2004-06-10,447.667
2004-06-11,447.181
2004-06-14,445.142
2004-06-15,446.53
2004-06-16,446.031
2004-06-17,447.96
2004-06-18,452.517
2004-06-21,447.385
2004-06-22,447.888
2004-06-23,447.667
2004-06-24,453.193
2004-06-25,453.262
2004-06-28,462.455
2004-06-29,460.105
2004-06-30,462.807
2004-07-01,462.574
2004-07-02,468.77
2004-07-05,465.699
2004-07-06,466.819
2004-07-07,472.317
2004-07-08,475.53
2004-07-09,475.238
2004-07-12,474.027
2004-07-13,470.48
2004-07-14,473.971
2004-07-15,473.123
2004-07-16,476.503
2004-07-19,475.651
2004-07-20,471.229
2004-07-21,469.818
2004-07-22,460.49
2004-07-23,456.895
2004-07-26,458.142
2004-07-27,446.325
2004-07-28,451.734
2004-07-29,453.511
2004-07-30,454.385
2004-08-02,454.699
2004-08-03,456.714
2004-08-04,453.246
2004-08-05,454.089
2004-08-06,450.516
2004-08-09,447.806
2004-08-10,444.852
2004-08-11,451.14
2004-08-12,459.773
2004-08-13,461.035
2004-08-16,466.221
2004-08-17,470.869
2004-08-18,466.58
2004-08-19,470.429
2004-08-20,468.98
2004-08-23,467.213
2004-08-24,465.471
2004-08-25,464.252
2004-08-26,467.926
2004-08-27,468.16
2004-08-30,467.633
2004-08-31,469.887
2004-09-01,482.11
2004-09-02,479.365
2004-09-03,476.754
2004-09-06,479.24
2004-09-07,483.024
2004-09-08,486.821
2004-09-09,486.261
2004-09-10,490.401
2004-09-13,489.525
2004-09-14,494.465
2004-09-15,489.258
2004-09-16,490.872
2004-09-17,494.315
2004-09-20,494.802
2004-09-21,503.26
2004-09-22,499.061
2004-09-23,497.15
2004-09-24,495.243
2004-09-27,496.066
2004-09-28,495.57
2004-09-29,498.139
2004-09-30,497.867
2004-10-01,500.967
2004-10-04,499.931
2004-10-05,500.811
2004-10-06,498.03
2004-10-07,496.432
2004-10-08,497.868
2004-10-11,497.161
2004-10-12,491.865
2004-10-13,488.402
2004-10-14,490.584
2004-10-15,493.816
2004-10-18,496.705
2004-10-19,500.882
2004-10-20,500.554
2004-10-21,503.02
2004-10-22,509.833
2004-10-25,511.533
2004-10-26,512.285
2004-10-27,514.755
2004-10-28,518.588
2004-10-29,512.048
2004-11-01,517.151
2004-11-02,518.278
2004-11-03,528.659
2004-11-04,528.539
2004-11-05,539.893
2004-11-08,544.78
2004-11-09,543.247
2004-11-10,546.997
2004-11-11,546.599
2004-11-12,553.855
2004-11-15,563.689
2004-11-16,557.75
2004-11-17,560.042
2004-11-18,557.805
2004-11-19,554.613
2004-11-22,552.641
2004-11-23,552.515
2004-11-24,556.122
2004-11-25,560.102
2004-11-26,562.716
2004-11-29,566.088
2004-11-30,557.321
2004-12-01,563.244
2004-12-02,566.48
2004-12-03,572.234
2004-12-06,573.914
2004-12-07,572.889
2004-12-08,568.353
2004-12-09,571.968
2004-12-10,571.967
2004-12-13,575.487
2004-12-14,577.508
2004-12-15,587.023
2004-12-16,582.983
2004-12-17,580.677
2004-12-20,585.161
2004-12-21,581.628
2004-12-22,583.596
2004-12-23,587.077
2004-12-24,588.599
2004-12-27,592.273
2004-12-28,591.425
2004-12-29,593.929
2004-12-30,596.641
2004-12-31,594.32
2005-01-03,588.57
2005-01-04,593.231
2005-01-05,587.873
2005-01-06,587.655
2005-01-07,586.856
2005-01-10,593.757
2005-01-11,595.34
2005-01-12,604.466
2005-01-13,603.312
2005-01-14,596.275
2005-01-17,605.916
2005-01-18,602.979
2005-01-19,607.459
2005-01-20,602.612
2005-01-21,599.725
2005-01-24,596.363
2005-01-25,595.017
2005-01-26,598.013
2005-01-27,600.586
2005-01-28,595.574
2005-01-31,589.313
2005-02-01,595.208
2005-02-02,596.282
2005-02-03,598.184
2005-02-04,603.714
2005-02-07,600.83
2005-02-08,595.542
2005-02-09,600.471
2005-02-10,607.299
2005-02-11,616.126
2005-02-14,621.853
2005-02-15,624.543
2005-02-16,622.658
2005-02-17,631.149
2005-02-18,627.673
2005-02-21,627.248
2005-02-22,631.336
2005-02-23,620.573
2005-02-24,616.776
2005-02-25,617.771
2005-02-28,571.132
2005-03-01,573.342
2005-03-02,566.442
2005-03-03,566.38
2005-03-04,570.386
2005-03-07,565.869
2005-03-08,573.563
2005-03-09,568.122
2005-03-10,566.195
2005-03-11,567.523
2005-03-14,561.785
2005-03-15,562.769
2005-03-16,562.663
2005-03-17,564.99
2005-03-18,561.129
2005-03-21,557.487
2005-03-22,558.45
2005-03-23,547.999
2005-03-24,547.341
2005-03-25,547.341
2005-03-28,543.5
2005-03-29,541.496
2005-03-30,536.631
2005-03-31,528.967
2005-04-01,532.163
2005-04-04,528.5
2005-04-05,531.83
2005-04-06,537.911
2005-04-07,539.393
2005-04-08,540.285
2005-04-11,543.493
2005-04-12,539.212
2005-04-13,543.902
2005-04-14,537.83
2005-04-15,536.618
2005-04-18,531.507
2005-04-19,535.266
2005-04-20,536.857
2005-04-21,536.658
2005-04-22,533.88
2005-04-25,524.789
2005-04-26,521.391
2005-04-27,514.141
2005-04-28,508.016
2005-04-29,511.361
2005-05-02,508.549
2005-05-03,515.535
2005-05-04,529.438
2005-05-05,538.058
2005-05-06,531.51
2005-05-09,526.635
2005-05-10,529.17
2005-05-11,522.871
2005-05-12,523.256
2005-05-13,521.591
2005-05-16,520.764
2005-05-17,521.532
2005-05-18,530.773
2005-05-19,532.241
2005-05-20,530.32
2005-05-23,537.947
2005-05-24,535.203
2005-05-25,535.436
2005-05-26,534.425
2005-05-27,533.29
2005-05-30,532.617
2005-05-31,521.708
2005-06-01,525.374
2005-06-02,522.554
2005-06-03,523.377
2005-06-06,523.761
2005-06-07,527.504
2005-06-08,527.103
2005-06-09,520.895
2005-06-10,522.567
2005-06-13,522.23
2005-06-14,522.695
2005-06-15,526.946
2005-06-16,525.804
2005-06-17,535.524
2005-06-20,530.036
2005-06-21,530.271
2005-06-22,528.691
2005-06-23,526.624
2005-06-24,528.737
2005-06-27,529.562
2005-06-28,527.547
2005-06-29,528.414
2005-06-30,535.758
2005-07-01,531.672
2005-07-04,529.193
2005-07-05,524.332
2005-07-06,528.088
2005-07-07,524.949
2005-07-08,526.273
2005-07-11,535.389
2005-07-12,543.63
2005-07-13,540.205
2005-07-14,541.004
2005-07-15,537.907
2005-07-18,543.016
2005-07-19,550.221
2005-07-20,550.118
2005-07-21,562.798
2005-07-22,565.589
2005-07-25,562.732
2005-07-26,557.433
2005-07-27,562.168
2005-07-28,565.818
2005-07-29,568.257
2005-08-01,575.182
2005-08-02,571.197
2005-08-03,575.258
2005-08-04,575.248
2005-08-05,573.731
2005-08-08,575.642
2005-08-09,578.499
2005-08-10,581.942
2005-08-11,582.775
2005-08-12,579.474
2005-08-15,572.871
2005-08-16,569.799
2005-08-17,567.431
2005-08-18,560.704
2005-08-19,558.496
2005-08-22,563.634
2005-08-23,561.481
2005-08-24,560.141
2005-08-25,559.845
2005-08-26,564.228
2005-08-29,563.304
2005-08-30,553.441
2005-08-31,560.496
2005-09-01,571.418
2005-09-02,582.663
2005-09-05,579.466
2005-09-06,585.868
2005-09-07,581.923
2005-09-08,578.362
2005-09-09,577.451
2005-09-12,566.33
2005-09-13,560.457
2005-09-14,560.345
2005-09-15,553.6
2005-09-16,550.351
2005-09-19,548.585
2005-09-20,550.224
2005-09-21,548.812
2005-09-22,543.098
2005-09-23,546.507
2005-09-26,549.017
2005-09-27,548.054
2005-09-28,552.356
2005-09-29,552.899
2005-09-30,559.823
2005-10-03,553.714
2005-10-04,561.13
2005-10-05,561.587
2005-10-06,564.772
2005-10-07,562.314
2005-10-10,557.439
2005-10-11,554.154
2005-10-12,552.5
2005-10-13,541.525
2005-10-14,545.331
2005-10-17,543.37
2005-10-18,536.811
2005-10-19,527.047
2005-10-20,530.438
2005-10-21,518.472
2005-10-24,523.092
2005-10-25,530.099
2005-10-26,530.107
2005-10-27,524.528
2005-10-28,523.205
2005-10-31,526.434
2005-11-01,537.721
2005-11-02,545.761
2005-11-03,548.78
2005-11-04,535.209
2005-11-07,536.414
