Date,IRELAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-01-01,385.06
2001-01-02,386.924
2001-01-03,368.696
2001-01-04,369.182
2001-01-05,365.271
2001-01-08,360.081
2001-01-09,356.688
2001-01-10,354.086
2001-01-11,366.994
2001-01-12,370.016
2001-01-15,374.645
2001-01-16,372.317
2001-01-17,372.141
2001-01-18,377.47
2001-01-19,380.662
2001-01-22,382.633
2001-01-23,384.18
2001-01-24,401.059
2001-01-25,404.829
2001-01-26,405.724
2001-01-29,407.902
2001-01-30,391.543
2001-01-31,397.141
2001-02-01,396.486
2001-02-02,394.129
2001-02-05,401.166
2001-02-06,398.372
2001-02-07,412.668
2001-02-08,411.363
2001-02-09,412.185
2001-02-12,420.929
2001-02-13,426.243
2001-02-14,417.887
2001-02-15,414.215
2001-02-16,419.627
2001-02-19,421.435
2001-02-20,415.359
2001-02-21,413.923
2001-02-22,412.884
2001-02-23,413.789
2001-02-26,408.91
2001-02-27,412.785
2001-02-28,408.787
2001-03-01,415.875
2001-03-02,407.156
2001-03-05,405.049
2001-03-06,404.431
2001-03-07,396.256
2001-03-08,384.785
2001-03-09,381.885
2001-03-12,373.804
2001-03-13,365.909
2001-03-14,359.591
2001-03-15,372.531
2001-03-16,365.419
2001-03-19,358.729
2001-03-20,366.982
2001-03-21,358.234
2001-03-22,332.099
2001-03-23,348.26
2001-03-26,365.708
2001-03-27,382.508
2001-03-28,384.332
2001-03-29,378.529
2001-03-30,380.22
2001-04-02,372.332
2001-04-03,362.017
2001-04-04,360.604
2001-04-05,371.639
2001-04-06,377.69
2001-04-09,381.931
2001-04-10,386.365
2001-04-11,384.064
2001-04-12,378.749
2001-04-13,378.749
2001-04-16,374.87
2001-04-17,381.223
2001-04-18,377.584
2001-04-19,371.961
2001-04-20,371.098
2001-04-23,368.267
2001-04-24,366.043
2001-04-25,372.883
2001-04-26,372.997
2001-04-27,374.446
2001-04-30,380.909
2001-05-01,382.585
2001-05-02,380.764
2001-05-03,384.542
2001-05-04,385.856
2001-05-07,384.283
2001-05-08,381.843
2001-05-09,383.631
2001-05-10,392.416
2001-05-11,389.885
2001-05-14,394.941
2001-05-15,391.541
2001-05-16,396.315
2001-05-17,395.776
2001-05-18,395.475
2001-05-21,391.712
2001-05-22,403.183
2001-05-23,412.541
2001-05-24,403.1
2001-05-25,403.56
2001-05-28,403.955
2001-05-29,412.225
2001-05-30,410.382
2001-05-31,405.534
2001-06-01,411.353
2001-06-04,411.912
2001-06-05,419.843
2001-06-06,417.623
2001-06-07,412.944
2001-06-08,412.044
2001-06-11,405.46
2001-06-12,401.345
2001-06-13,402.729
2001-06-14,410.638
2001-06-15,426.783
2001-06-18,428.877
2001-06-19,428.242
2001-06-20,432.642
2001-06-21,430.515
2001-06-22,430.803
2001-06-25,422.043
2001-06-26,417.01
2001-06-27,417.807
2001-06-28,416.222
2001-06-29,429.022
2001-07-02,423.951
2001-07-03,420.099
2001-07-04,413.513
2001-07-05,413.744
2001-07-06,411.797
2001-07-09,419.085
2001-07-10,424.443
2001-07-11,422.196
2001-07-12,421.385
2001-07-13,420.972
2001-07-16,419.783
2001-07-17,411.289
2001-07-18,425.768
2001-07-19,436.217
2001-07-20,423.975
2001-07-23,431.454
2001-07-24,421.243
2001-07-25,404.202
2001-07-26,402.291
2001-07-27,407.859
2001-07-30,404.832
2001-07-31,402.798
2001-08-01,404.881
2001-08-02,405.068
2001-08-03,402.348
2001-08-06,389.467
2001-08-07,387.552
2001-08-08,388.732
2001-08-09,379.368
2001-08-10,380.698
2001-08-13,391.091
2001-08-14,393.405
2001-08-15,388.885
2001-08-16,385.837
2001-08-17,386.73
2001-08-20,383.993
2001-08-21,384.06
2001-08-22,379.751
2001-08-23,381.801
2001-08-24,390.189
2001-08-27,387.572
2001-08-28,387.637
2001-08-29,384.915
2001-08-30,372.789
2001-08-31,373.61
2001-09-03,375.512
2001-09-04,369.018
2001-09-05,375.338
2001-09-06,381.564
2001-09-07,378.983
2001-09-10,371.776
2001-09-11,365.733
2001-09-12,348.026
2001-09-13,364.619
2001-09-14,358.655
2001-09-17,347.874
2001-09-18,350.211
2001-09-19,324.836
2001-09-20,318.712
2001-09-21,311.874
2001-09-24,313.559
2001-09-25,324.117
2001-09-26,327.97
2001-09-27,336.201
2001-09-28,344.409
2001-10-01,337.843
2001-10-02,342.69
2001-10-03,345.798
2001-10-04,344.536
2001-10-05,341.539
2001-10-08,335.64
2001-10-09,328.731
2001-10-10,333.02
2001-10-11,344.033
2001-10-12,342.113
2001-10-15,340.712
2001-10-16,348.775
2001-10-17,349.092
2001-10-18,351.091
2001-10-19,346.787
2001-10-22,348.955
2001-10-23,357.423
2001-10-24,355.917
2001-10-25,350.094
2001-10-26,349.79
2001-10-29,342.183
2001-10-30,332.238
2001-10-31,334.457
2001-11-01,336.825
2001-11-02,337.568
2001-11-05,342.971
2001-11-06,346.157
2001-11-07,339.29
2001-11-08,335.715
2001-11-09,336.376
2001-11-12,328.881
2001-11-13,330.555
2001-11-14,321.11
2001-11-15,328.621
2001-11-16,329.112
2001-11-19,327.879
2001-11-20,339.915
2001-11-21,337.951
2001-11-22,340.911
2001-11-23,341.798
2001-11-26,343.348
2001-11-27,342.448
2001-11-28,339.168
2001-11-29,340.342
2001-11-30,345.59
2001-12-03,344.467
2001-12-04,344.272
2001-12-05,347.368
2001-12-06,350.533
2001-12-07,349.876
2001-12-10,347.806
2001-12-11,340.191
2001-12-12,336.301
2001-12-13,336.122
2001-12-14,328.572
2001-12-17,341.121
2001-12-18,341.482
2001-12-19,339.27
2001-12-20,343.573
2001-12-21,348.552
2001-12-24,345.074
2001-12-25,345.074
2001-12-26,345.369
2001-12-27,349.531
2001-12-28,353.012
2001-12-31,358.803
2002-01-01,358.803
2002-01-02,355.606
2002-01-03,350.498
2002-01-04,349.485
2002-01-07,350.821
2002-01-08,348.421
2002-01-09,346.189
2002-01-10,345.421
2002-01-11,347.871
2002-01-14,349.268
2002-01-15,352.564
2002-01-16,350.166
2002-01-17,350.138
2002-01-18,334.003
2002-01-21,331.581
2002-01-22,331.623
2002-01-23,331.648
2002-01-24,333.067
2002-01-25,326.067
2002-01-28,318.705
2002-01-29,317.687
2002-01-30,289.544
2002-01-31,292.561
2002-02-01,300.011
2002-02-04,258.137
2002-02-05,242.452
2002-02-06,246.132
2002-02-07,238.691
2002-02-08,238.021
2002-02-11,240.018
2002-02-12,243.235
2002-02-13,243.579
2002-02-14,242.688
2002-02-15,242.428
2002-02-18,241.456
2002-02-19,242.898
2002-02-20,240.754
2002-02-21,243.677
2002-02-22,240.483
2002-02-25,240.342
2002-02-26,242.629
2002-02-27,242.636
2002-02-28,243.981
2002-03-01,243.961
2002-03-04,250.253
2002-03-05,250.587
2002-03-06,250.79
2002-03-07,252.951
2002-03-08,252.157
2002-03-11,254.589
2002-03-12,254.466
2002-03-13,257.659
2002-03-14,257.649
2002-03-15,257.845
2002-03-18,259.102
2002-03-19,258.103
2002-03-20,254.999
2002-03-21,255.949
2002-03-22,258.688
2002-03-25,257.796
2002-03-26,253.173
2002-03-27,252.306
2002-03-28,252.708
2002-03-29,252.708
2002-04-01,254.779
2002-04-02,258.057
2002-04-03,256.543
2002-04-04,254.171
2002-04-05,252.499
2002-04-08,249.735
2002-04-09,247.581
2002-04-10,247.953
2002-04-11,245.561
2002-04-12,245.153
2002-04-15,248.787
2002-04-16,247.405
2002-04-17,249.508
2002-04-18,246.326
2002-04-19,246.091
2002-04-22,248.653
2002-04-23,247.785
2002-04-24,249.205
2002-04-25,250.604
2002-04-26,254.145
2002-04-29,254.707
2002-04-30,251.836
2002-05-01,255.188
2002-05-02,252.948
2002-05-03,258.086
2002-05-06,258.948
2002-05-07,253.164
2002-05-08,251.664
2002-05-09,253.245
2002-05-10,252.785
2002-05-13,253.43
2002-05-14,254.189
2002-05-15,254.889
2002-05-16,252.955
2002-05-17,257.932
2002-05-20,260.226
2002-05-21,253.708
2002-05-22,259.715
2002-05-23,259.84
2002-05-24,257.785
2002-05-27,258.573
2002-05-28,258.961
2002-05-29,262.72
2002-05-30,262.271
2002-05-31,263.338
2002-06-03,264.395
2002-06-04,263.933
2002-06-05,263.867
2002-06-06,267.418
2002-06-07,267.735
2002-06-10,269.637
2002-06-11,273.617
2002-06-12,271.187
2002-06-13,265.095
2002-06-14,255.859
2002-06-17,256.421
2002-06-18,254.039
2002-06-19,256.372
2002-06-20,253.74
2002-06-21,258.982
2002-06-24,262.008
2002-06-25,259.708
2002-06-26,258.197
2002-06-27,258.147
2002-06-28,262.244
2002-07-01,261.006
2002-07-02,257.706
2002-07-03,243.77
2002-07-04,245.886
2002-07-05,246.479
2002-07-08,246.647
2002-07-09,249.407
2002-07-10,243.831
2002-07-11,237.74
2002-07-12,243.493
2002-07-15,244.921
2002-07-16,244.161
2002-07-17,246.339
2002-07-18,249.871
2002-07-19,244.967
2002-07-22,238.996
2002-07-23,232.421
2002-07-24,212.571
2002-07-25,222.861
2002-07-26,224.546
2002-07-29,229.858
2002-07-30,229.87
2002-07-31,242.032
2002-08-01,241.786
2002-08-02,243.369
2002-08-05,242.292
2002-08-06,241.514
2002-08-07,243.921
2002-08-08,242.401
2002-08-09,242.591
2002-08-12,246.406
2002-08-13,254.478
2002-08-14,258.758
2002-08-15,261.502
2002-08-16,259.771
2002-08-19,257.131
2002-08-20,250.428
2002-08-21,253.199
2002-08-22,252.219
2002-08-23,246.336
2002-08-26,246.589
2002-08-27,250.304
2002-08-28,248.082
2002-08-29,243.511
2002-08-30,246.656
2002-09-02,246.958
2002-09-03,237.364
2002-09-04,232.522
2002-09-05,229.608
2002-09-06,233.256
2002-09-09,233.465
2002-09-10,234.948
2002-09-11,240.043
2002-09-12,232.862
2002-09-13,228.016
2002-09-16,225.966
2002-09-17,232.085
2002-09-18,226.792
2002-09-19,224.509
2002-09-20,226.914
2002-09-23,220.457
2002-09-24,213.87
2002-09-25,214.121
2002-09-26,216.96
2002-09-27,213.787
2002-09-30,212.479
2002-10-01,214.094
2002-10-02,218.954
2002-10-03,217.301
2002-10-04,215.888
2002-10-07,202.268
2002-10-08,196.361
2002-10-09,191.13
2002-10-10,196.49
2002-10-11,206.971
2002-10-14,206.434
2002-10-15,215.068
2002-10-16,212.566
2002-10-17,213.466
2002-10-18,220.31
2002-10-21,220.018
2002-10-22,224.768
2002-10-23,224.374
2002-10-24,229.509
2002-10-25,229.372
2002-10-28,236.291
2002-10-29,232.634
2002-10-30,229.467
2002-10-31,237.65
2002-11-01,240.747
2002-11-04,254.513
2002-11-05,249.487
2002-11-06,242.489
2002-11-07,243.594
2002-11-08,241.421
2002-11-11,242.638
2002-11-12,251.01
2002-11-13,250.404
2002-11-14,246.702
2002-11-15,244.982
2002-11-18,248.99
2002-11-19,249.467
2002-11-20,243.313
2002-11-21,244.199
2002-11-22,241.984
2002-11-25,239.101
2002-11-26,235.826
2002-11-27,234.691
2002-11-28,242.037
2002-11-29,244.659
