Date,USA Standard (Large+Mid Cap)
2001-05-17,3737.513
2001-05-18,3744.0
2001-05-21,3797.632
2001-05-22,3788.261
2001-05-23,3731.438
2001-05-24,3745.73
2001-05-25,3702.428
2001-05-28,3702.428
2001-05-29,3673.773
2001-05-30,3620.247
2001-05-31,3643.445
2001-06-01,3658.387
2001-06-04,3678.491
2001-06-05,3723.229
2001-06-06,3684.367
2001-06-07,3702.696
2001-06-08,3668.33
2001-06-11,3641.352
2001-06-12,3645.638
2001-06-13,3607.305
2001-06-14,3546.635
2001-06-15,3527.245
2001-06-18,3512.447
2001-06-19,3525.204
2001-06-20,3563.835
2001-06-21,3602.444
2001-06-22,3566.456
2001-06-25,3545.186
2001-06-26,3536.235
2001-06-27,3521.721
2001-06-28,3568.775
2001-06-29,3560.065
2001-07-02,3600.637
2001-07-03,3592.288
2001-07-04,3592.288
2001-07-05,3545.275
2001-07-06,3464.339
2001-07-09,3492.181
2001-07-10,3444.345
2001-07-11,3441.165
2001-07-12,3523.162
2001-07-13,3545.214
2001-07-16,3511.235
2001-07-17,3547.51
2001-07-18,3528.665
2001-07-19,3549.613
2001-07-20,3536.519
2001-07-23,3476.796
2001-07-24,3419.738
2001-07-25,3473.662
2001-07-26,3505.573
2001-07-27,3510.34
2001-07-30,3509.12
2001-07-31,3526.865
2001-08-01,3539.477
2001-08-02,3555.441
2001-08-03,3538.032
2001-08-06,3496.718
2001-08-07,3511.247
2001-08-08,3450.817
2001-08-09,3450.333
2001-08-10,3470.762
2001-08-13,3471.239
2001-08-14,3455.149
2001-08-15,3429.851
2001-08-16,3441.42
2001-08-17,3381.477
2001-08-20,3408.856
2001-08-21,3366.68
2001-08-22,3388.824
2001-08-23,3378.564
2001-08-24,3445.693
2001-08-27,3428.361
2001-08-28,3376.333
2001-08-29,3335.874
2001-08-30,3276.905
2001-08-31,3292.648
2001-09-03,3292.648
2001-09-04,3296.728
2001-09-05,3297.517
2001-09-06,3221.888
2001-09-07,3160.478
2001-09-10,3185.711
2001-09-11,3185.711
2001-09-12,3185.711
2001-09-13,3185.711
2001-09-14,3185.711
2001-09-17,3024.074
2001-09-18,3008.86
2001-09-19,2962.096
2001-09-20,2870.037
2001-09-21,2817.507
2001-09-24,2931.695
2001-09-25,2955.412
2001-09-26,2943.851
2001-09-27,2975.837
2001-09-28,3040.927
2001-10-01,3036.331
2001-10-02,3072.365
2001-10-03,3132.551
2001-10-04,3122.496
2001-10-05,3126.976
2001-10-08,3101.498
2001-10-09,3083.128
2001-10-10,3155.084
2001-10-11,3202.941
2001-10-12,3186.619
2001-10-15,3182.854
2001-10-16,3204.827
2001-10-17,3144.472
2001-10-18,3122.675
2001-10-19,3137.89
2001-10-22,3187.494
2001-10-23,3170.871
2001-10-24,3168.979
2001-10-25,3209.767
2001-10-26,3220.698
2001-10-29,3142.31
2001-10-30,3088.943
2001-10-31,3085.453
2001-11-01,3156.673
2001-11-02,3163.169
2001-11-05,3206.114
2001-11-06,3254.713
2001-11-07,3245.759
2001-11-08,3257.355
2001-11-09,3263.319
2001-11-12,3256.02
2001-11-13,3317.0
2001-11-14,3327.971
2001-11-15,3334.488
2001-11-16,3323.133
2001-11-19,3359.997
2001-11-20,3334.554
2001-11-21,3317.822
2001-11-22,3317.822
2001-11-23,3356.692
2001-11-26,3376.439
2001-11-27,3351.982
2001-11-28,3291.506
2001-11-29,3325.238
2001-11-30,3323.252
2001-12-03,3294.62
2001-12-04,3337.559
2001-12-05,3411.242
2001-12-06,3403.841
2001-12-07,3376.893
2001-12-10,3322.686
2001-12-11,3312.833
2001-12-12,3314.717
2001-12-13,3263.045
2001-12-14,3272.671
2001-12-17,3307.506
2001-12-18,3332.023
2001-12-19,3354.116
2001-12-20,3326.753
2001-12-21,3338.502
2001-12-24,3336.022
2001-12-25,3336.022
2001-12-26,3349.88
2001-12-27,3373.935
2001-12-28,3384.224
2001-12-31,3344.37
2002-01-01,3344.37
2002-01-02,3367.121
2002-01-03,3400.538
2002-01-04,3422.804
2002-01-07,3399.941
2002-01-08,3388.75
2002-01-09,3372.295
2002-01-10,3376.397
2002-01-11,3344.596
2002-01-14,3324.015
2002-01-15,3348.623
2002-01-16,3294.626
2002-01-17,3329.424
2002-01-18,3294.005
2002-01-21,3294.005
2002-01-22,3268.234
2002-01-23,3293.381
2002-01-24,3304.126
2002-01-25,3308.145
2002-01-28,3308.286
2002-01-29,3213.785
2002-01-30,3248.468
2002-01-31,3297.208
2002-02-01,3272.428
2002-02-04,3190.421
2002-02-05,3180.819
2002-02-06,3162.468
2002-02-07,3153.329
2002-02-08,3201.836
2002-02-11,3247.001
2002-02-12,3234.099
2002-02-13,3267.228
2002-02-14,3262.777
2002-02-15,3222.915
2002-02-18,3222.915
2002-02-19,3162.591
2002-02-20,3206.116
2002-02-21,3156.246
2002-02-22,3182.808
2002-02-25,3240.111
2002-02-26,3239.264
2002-02-27,3241.777
2002-02-28,3232.827
2002-03-01,3310.304
2002-03-04,3376.223
2002-03-05,3354.019
2002-03-06,3402.281
2002-03-07,3385.061
2002-03-08,3405.59
2002-03-11,3417.828
2002-03-12,3409.784
2002-03-13,3376.628
2002-03-14,3372.522
2002-03-15,3412.097
2002-03-18,3410.206
2002-03-19,3422.526
2002-03-20,3366.978
2002-03-21,3373.283
2002-03-22,3359.772
2002-03-25,3310.86
2002-03-26,3329.283
2002-03-27,3345.561
2002-03-28,3353.375
2002-03-29,3353.375
2002-04-01,3350.8
2002-04-02,3320.41
2002-04-03,3288.434
2002-04-04,3290.995
2002-04-05,3280.131
2002-04-08,3286.475
2002-04-09,3262.787
2002-04-10,3298.058
2002-04-11,3216.796
2002-04-12,3238.652
2002-04-15,3212.058
2002-04-16,3288.347
2002-04-17,3281.762
2002-04-18,3278.069
2002-04-19,3279.936
2002-04-22,3227.229
2002-04-23,3205.172
2002-04-24,3183.18
2002-04-25,3180.192
2002-04-26,3134.357
2002-04-29,3101.464
2002-04-30,3135.884
2002-05-01,3165.509
2002-05-02,3158.346
2002-05-03,3123.225
2002-05-06,3061.631
2002-05-07,3051.195
2002-05-08,3172.572
2002-05-09,3124.741
2002-05-10,3072.352
2002-05-13,3130.903
2002-05-14,3199.523
2002-05-15,3184.171
2002-05-16,3205.64
2002-05-17,3231.183
2002-05-20,3187.277
2002-05-21,3151.315
2002-05-22,3169.258
2002-05-23,3203.074
2002-05-24,3163.318
2002-05-27,3163.318
2002-05-28,3136.703
2002-05-29,3115.821
2002-05-30,3108.299
2002-05-31,3112.559
2002-06-03,3033.057
2002-06-04,3034.249
2002-06-05,3061.259
2002-06-06,2999.364
2002-06-07,2992.387
2002-06-10,3001.687
2002-06-11,2948.156
2002-06-12,2969.945
2002-06-13,2940.638
2002-06-14,2935.083
2002-06-17,3019.288
2002-06-18,3022.157
2002-06-19,2971.889
2002-06-20,2927.565
2002-06-21,2875.214
2002-06-24,2886.685
2002-06-25,2836.237
2002-06-26,2828.175
2002-06-27,2877.277
2002-06-28,2875.354
2002-07-01,2809.107
2002-07-02,2751.262
2002-07-03,2768.909
2002-07-04,2768.909
2002-07-05,2872.357
2002-07-08,2836.66
2002-07-09,2764.664
2002-07-10,2674.474
2002-07-11,2697.635
2002-07-12,2682.342
2002-07-15,2674.843
2002-07-16,2628.705
2002-07-17,2647.549
2002-07-18,2572.73
2002-07-19,2476.908
2002-07-22,2395.064
2002-07-23,2328.644
2002-07-24,2463.037
2002-07-25,2446.579
2002-07-26,2491.981
2002-07-29,2629.219
2002-07-30,2641.937
2002-07-31,2668.65
2002-08-01,2586.966
2002-08-02,2527.886
2002-08-05,2440.256
2002-08-06,2513.805
2002-08-07,2565.407
2002-08-08,2651.596
2002-08-09,2661.127
2002-08-12,2647.708
2002-08-13,2588.365
2002-08-14,2693.056
2002-08-15,2723.743
2002-08-16,2721.043
2002-08-19,2785.827
2002-08-20,2746.495
2002-08-21,2783.048
2002-08-22,2822.307
2002-08-23,2756.862
2002-08-26,2778.266
2002-08-27,2737.767
2002-08-28,2687.9
2002-08-29,2687.518
2002-08-30,2681.354
2002-09-02,2681.354
2002-09-03,2567.385
2002-09-04,2613.2
2002-09-05,2570.5
2002-09-06,2614.469
2002-09-09,2640.124
2002-09-10,2659.404
2002-09-11,2659.666
2002-09-12,2592.972
2002-09-13,2600.014
2002-09-16,2604.53
2002-09-17,2552.519
2002-09-18,2540.835
2002-09-19,2462.505
2002-09-20,2466.811
2002-09-23,2434.104
2002-09-24,2391.037
2002-09-25,2451.655
2002-09-26,2495.649
2002-09-27,2413.383
2002-09-30,2378.786
2002-10-01,2476.135
2002-10-02,2418.453
2002-10-03,2392.151
2002-10-04,2337.547
2002-10-07,2292.798
2002-10-08,2330.683
2002-10-09,2267.996
2002-10-10,2348.979
2002-10-11,2442.02
2002-10-14,2460.072
2002-10-15,2578.915
2002-10-16,2515.686
2002-10-17,2573.472
2002-10-18,2588.272
2002-10-21,2632.252
2002-10-22,2605.67
2002-10-23,2622.409
2002-10-24,2582.079
2002-10-25,2626.153
2002-10-28,2604.96
2002-10-29,2579.869
2002-10-30,2607.707
2002-10-31,2594.869
2002-11-01,2640.196
2002-11-04,2664.01
2002-11-05,2686.477
2002-11-06,2711.753
2002-11-07,2649.024
2002-11-08,2624.965
2002-11-11,2568.965
2002-11-12,2589.507
2002-11-13,2587.573
2002-11-14,2651.916
2002-11-15,2667.8
2002-11-18,2641.085
2002-11-19,2630.697
2002-11-20,2682.567
2002-11-21,2742.467
2002-11-22,2732.509
2002-11-25,2740.525
2002-11-26,2682.106
2002-11-27,2758.435
2002-11-28,2758.435
2002-11-29,2751.065
2002-12-02,2746.101
2002-12-03,2704.79
2002-12-04,2695.218
2002-12-05,2663.021
2002-12-06,2680.27
2002-12-09,2619.605
2002-12-10,2656.699
2002-12-11,2659.129
2002-12-12,2649.813
2002-12-13,2614.433
2002-12-16,2676.696
2002-12-17,2654.327
2002-12-18,2619.046
2002-12-19,2599.218
2002-12-20,2633.172
2002-12-23,2638.488
2002-12-24,2623.289
2002-12-25,2623.289
2002-12-26,2614.013
2002-12-27,2572.299
2002-12-30,2582.76
2002-12-31,2584.929
2003-01-01,2584.929
2003-01-02,2671.865
2003-01-03,2670.972
2003-01-06,2732.359
2003-01-07,2715.181
2003-01-08,2676.66
2003-01-09,2728.503
2003-01-10,2729.7
2003-01-13,2725.983
2003-01-14,2743.564
2003-01-15,2704.175
2003-01-16,2692.916
2003-01-17,2654.375
2003-01-20,2654.375
2003-01-21,2613.495
2003-01-22,2587.392
2003-01-23,2614.322
2003-01-24,2537.854
2003-01-27,2495.931
2003-01-28,2528.789
2003-01-29,2546.867
2003-01-30,2488.994
2003-01-31,2522.505
2003-02-03,2535.645
2003-02-04,2499.291
2003-02-05,2486.116
2003-02-06,2471.343
2003-02-07,2446.143
2003-02-10,2464.852
2003-02-11,2444.104
2003-02-12,2412.888
2003-02-13,2409.107
2003-02-14,2460.506
2003-02-17,2460.506
2003-02-18,2510.501
2003-02-19,2493.673
2003-02-20,2469.923
2003-02-21,2502.71
2003-02-24,2457.246
2003-02-25,2474.432
2003-02-26,2442.825
2003-02-27,2471.865
2003-02-28,2484.112
2003-03-03,2465.783
2003-03-04,2428.437
2003-03-05,2454.002
2003-03-06,2431.373
2003-03-07,2451.288
2003-03-10,2387.642
2003-03-11,2368.223
2003-03-12,2378.557
2003-03-13,2460.246
2003-03-14,2464.755
2003-03-17,2552.163
2003-03-18,2563.648
2003-03-19,2585.333
2003-03-20,2591.471
2003-03-21,2650.435
2003-03-24,2556.654
2003-03-25,2587.41
2003-03-26,2572.88
2003-03-27,2568.684
2003-03-28,2553.678
2003-03-31,2507.246
2003-04-01,2537.868
2003-04-02,2605.18
2003-04-03,2592.162
2003-04-04,2599.595
2003-04-07,2603.619
2003-04-08,2599.824
2003-04-09,2563.246
2003-04-10,2579.218
2003-04-11,2569.878
2003-04-14,2619.848
2003-04-15,2635.724
2003-04-16,2604.128
2003-04-17,2645.186
2003-04-18,2645.186
2003-04-21,2640.966
2003-04-22,2698.571
2003-04-23,2722.777
2003-04-24,2700.488
2003-04-25,2662.543
2003-04-28,2710.338
2003-04-29,2718.823
2003-04-30,2716.722
2003-05-01,2716.365
2003-05-02,2756.951
2003-05-05,2746.447
2003-05-06,2769.409
2003-05-07,2756.308
2003-05-08,2729.039
2003-05-09,2769.036
2003-05-12,2803.923
2003-05-13,2795.942
2003-05-14,2789.094
2003-05-15,2811.073
2003-05-16,2804.822
2003-05-19,2734.717
2003-05-20,2731.11
2003-05-21,2742.882
2003-05-22,2768.809
2003-05-23,2773.735
2003-05-26,2773.735
2003-05-27,2828.213
2003-05-28,2832.94
2003-05-29,2822.072
2003-05-30,2862.49
2003-06-02,2872.19
2003-06-03,2885.693
2003-06-04,2929.837
2003-06-05,2941.457
2003-06-06,2934.696
2003-06-09,2898.483
2003-06-10,2925.01
2003-06-11,2963.783
2003-06-12,2966.114
2003-06-13,2936.568
2003-06-16,3001.733
2003-06-17,3004.77
2003-06-18,2999.401
2003-06-19,2955.087
2003-06-20,2957.649
2003-06-23,2915.912
2003-06-24,2920.378
2003-06-25,2898.025
2003-06-26,2930.796
2003-06-27,2903.078
2003-06-30,2897.97
2003-07-01,2920.276
2003-07-02,2954.385
2003-07-03,2931.084
2003-07-04,2931.084
2003-07-07,2987.54
2003-07-08,2998.819
2003-07-09,2983.416
2003-07-10,2942.662
2003-07-11,2971.132
2003-07-14,2989.477
2003-07-15,2980.102
2003-07-16,2960.389
2003-07-17,2924.268
2003-07-18,2958.419
2003-07-21,2914.975
2003-07-22,2942.043
2003-07-23,2944.138
2003-07-24,2922.239
2003-07-25,2973.253
2003-07-28,2967.401
2003-07-29,2947.44
2003-07-30,2942.346
2003-07-31,2951.784
2003-08-01,2921.383
2003-08-04,2929.216
2003-08-05,2876.604
2003-08-06,2880.998
2003-08-07,2902.852
2003-08-08,2912.922
2003-08-11,2923.01
2003-08-12,2951.507
2003-08-13,2933.437
2003-08-14,2952.295
2003-08-15,2953.898
2003-08-18,2981.685
2003-08-19,2989.368
2003-08-20,2983.393
2003-08-21,2992.107
2003-08-22,2961.922
2003-08-25,2963.248
2003-08-26,2971.979
2003-08-27,2973.119
2003-08-28,2991.54
2003-08-29,3007.171
2003-09-01,3007.171
2003-09-02,3048.207
2003-09-03,3061.456
2003-09-04,3067.019
2003-09-05,3047.731
2003-09-08,3079.597
2003-09-09,3053.527
2003-09-10,3015.22
2003-09-11,3032.567
2003-09-12,3038.972
2003-09-15,3026.515
2003-09-16,3069.572
2003-09-17,3060.096
2003-09-18,3101.24
2003-09-19,3090.92
2003-09-22,3050.991
2003-09-23,3069.891
2003-09-24,3011.171
2003-09-25,2992.61
2003-09-26,2974.156
2003-09-29,3004.049
2003-09-30,2972.457
2003-10-01,3038.33
2003-10-02,3044.833
2003-10-03,3073.778
2003-10-06,3086.73
2003-10-07,3101.577
2003-10-08,3086.821
2003-10-09,3100.959
2003-10-10,3099.846
2003-10-13,3121.384
2003-10-14,3133.744
2003-10-15,3125.026
2003-10-16,3135.738
2003-10-17,3103.641
2003-10-20,3119.501
2003-10-21,3124.352
2003-10-22,3077.033
2003-10-23,3087.797
2003-10-24,3074.735
2003-10-27,3081.501
2003-10-28,3129.41
2003-10-29,3133.691
2003-10-30,3131.093
2003-10-31,3142.133
2003-11-03,3167.382
2003-11-04,3150.025
2003-11-05,3147.005
2003-11-06,3166.12
2003-11-07,3152.061
2003-11-10,3133.7
2003-11-11,3131.485
2003-11-12,3169.506
2003-11-13,3170.07
2003-11-14,3146.801
2003-11-17,3127.046
2003-11-18,3098.837
2003-11-19,3124.434
2003-11-20,3098.277
2003-11-21,3103.489
2003-11-24,3152.796
2003-11-25,3158.826
2003-11-26,3172.986
2003-11-27,3172.986
2003-11-28,3172.555
2003-12-01,3208.261
2003-12-02,3198.985
2003-12-03,3193.258
2003-12-04,3208.253
2003-12-05,3183.226
2003-12-08,3206.614
2003-12-09,3178.369
2003-12-10,3176.014
2003-12-11,3212.665
2003-12-12,3221.251
2003-12-15,3203.454
2003-12-16,3224.393
2003-12-17,3228.254
2003-12-18,3267.886
2003-12-19,3266.672
2003-12-22,3278.946
2003-12-23,3288.723
2003-12-24,3283.178
2003-12-25,3283.178
2003-12-26,3288.327
2003-12-29,3330.501
2003-12-30,3330.771
2003-12-31,3337.41
2004-01-01,3337.41
2004-01-02,3328.3
2004-01-05,3369.258
2004-01-06,3373.055
2004-01-07,3381.027
2004-01-08,3398.308
2004-01-09,3368.573
2004-01-12,3385.09
2004-01-13,3366.125
2004-01-14,3393.964
2004-01-15,3398.193
2004-01-16,3422.523
2004-01-19,3422.523
2004-01-20,3419.461
2004-01-21,3446.439
2004-01-22,3435.323
2004-01-23,3427.962
2004-01-26,3469.75
2004-01-27,3434.644
2004-01-28,3388.73
2004-01-29,3405.892
2004-01-30,3397.874
2004-02-02,3409.148
2004-02-03,3410.485
2004-02-04,3382.246
2004-02-05,3386.855
2004-02-06,3429.677
2004-02-09,3421.183
2004-02-10,3438.729
2004-02-11,3476.24
2004-02-12,3459.416
2004-02-13,3440.648
2004-02-16,3440.648
2004-02-17,3472.934
2004-02-18,3457.563
2004-02-19,3442.123
2004-02-20,3433.529
2004-02-23,3424.02
2004-02-24,3418.876
2004-02-25,3433.862
2004-02-26,3439.464
2004-02-27,3439.102
2004-03-01,3471.01
2004-03-02,3450.674
2004-03-03,3457.301
2004-03-04,3468.516
2004-03-05,3474.803
2004-03-08,3445.767
2004-03-09,3425.911
2004-03-10,3376.531
2004-03-11,3326.895
2004-03-12,3368.525
2004-03-15,3320.336
2004-03-16,3339.289
2004-03-17,3378.033
2004-03-18,3373.257
2004-03-19,3335.104
2004-03-22,3291.855
2004-03-23,3287.584
2004-03-24,3279.329
2004-03-25,3333.296
2004-03-26,3328.854
2004-03-29,3373.05
2004-03-30,3386.733
2004-03-31,3384.481
2004-04-01,3403.431
2004-04-02,3431.933
2004-04-05,3458.409
2004-04-06,3450.306
2004-04-07,3427.386
2004-04-08,3424.353
2004-04-09,3424.353
2004-04-12,3441.692
2004-04-13,3394.482
2004-04-14,3390.573
2004-04-15,3393.086
2004-04-16,3409.442
2004-04-19,3414.864
2004-04-20,3361.317
2004-04-21,3380.252
2004-04-22,3428.57
2004-04-23,3430.0
2004-04-26,3416.389
2004-04-27,3424.004
2004-04-28,3376.929
2004-04-29,3352.103
2004-04-30,3332.517
2004-05-03,3363.595
2004-05-04,3369.844
2004-05-05,3376.286
2004-05-06,3354.115
2004-05-07,3308.691
2004-05-10,3272.805
2004-05-11,3299.14
2004-05-12,3305.038
2004-05-13,3302.731
2004-05-14,3299.447
2004-05-17,3264.435
2004-05-18,3287.365
2004-05-19,3279.587
2004-05-20,3281.995
2004-05-21,3295.144
2004-05-24,3300.991
2004-05-25,3354.201
2004-05-26,3360.609
2004-05-27,3379.285
2004-05-28,3376.846
2004-05-31,3376.846
2004-06-01,3378.505
2004-06-02,3390.497
2004-06-03,3364.228
2004-06-04,3381.903
2004-06-07,3435.818
2004-06-08,3440.46
2004-06-09,3408.14
2004-06-10,3423.763
2004-06-11,3422.407
2004-06-14,3389.259
2004-06-15,3410.957
2004-06-16,3416.363
2004-06-17,3411.639
2004-06-18,3420.372
2004-06-21,3405.643
2004-06-22,3418.572
2004-06-23,3448.225
2004-06-24,3438.73
2004-06-25,3419.237
2004-06-28,3417.032
2004-06-29,3425.82
2004-06-30,3440.639
2004-07-01,3404.867
2004-07-02,3394.641
2004-07-05,3394.641
2004-07-06,3366.341
2004-07-07,3374.189
2004-07-08,3346.333
2004-07-09,3358.352
2004-07-12,3361.838
2004-07-13,3364.552
2004-07-14,3353.146
2004-07-15,3339.255
2004-07-16,3323.919
2004-07-19,3322.439
2004-07-20,3345.798
2004-07-21,3300.126
2004-07-22,3309.427
2004-07-23,3276.549
2004-07-26,3268.518
2004-07-27,3300.27
2004-07-28,3302.121
2004-07-29,3318.974
2004-07-30,3323.49
2004-08-02,3338.703
2004-08-03,3318.314
2004-08-04,3315.246
2004-08-05,3262.333
2004-08-06,3212.269
2004-08-09,3216.108
2004-08-10,3257.71
2004-08-11,3249.764
2004-08-12,3211.055
2004-08-13,3215.875
2004-08-16,3259.153
2004-08-17,3267.968
2004-08-18,3309.808
2004-08-19,3297.215
2004-08-20,3320.252
2004-08-23,3311.907
2004-08-24,3313.881
2004-08-25,3340.23
2004-08-26,3341.078
2004-08-27,3350.315
2004-08-30,3324.242
2004-08-31,3340.507
2004-09-01,3347.901
2004-09-02,3384.529
2004-09-03,3370.134
2004-09-06,3370.134
2004-09-07,3393.088
2004-09-08,3378.741
2004-09-09,3385.412
2004-09-10,3401.768
2004-09-13,3409.518
2004-09-14,3416.29
2004-09-15,3391.861
2004-09-16,3402.23
2004-09-17,3416.822
2004-09-20,3399.016
2004-09-21,3421.03
2004-09-22,3374.116
2004-09-23,3358.421
2004-09-24,3363.456
2004-09-27,3343.356
2004-09-28,3362.839
2004-09-29,3378.092
2004-09-30,3377.187
2004-10-01,3428.929
2004-10-04,3440.879
2004-10-05,3438.181
2004-10-06,3461.711
2004-10-07,3427.043
2004-10-08,3402.029
2004-10-11,3409.154
2004-10-12,3401.73
2004-10-13,3377.993
2004-10-14,3346.905
2004-10-15,3360.855
2004-10-18,3378.994
2004-10-19,3347.125
2004-10-20,3348.824
2004-10-21,3357.746
2004-10-22,3324.366
2004-10-25,3320.468
2004-10-26,3369.513
2004-10-27,3413.103
2004-10-28,3420.252
2004-10-29,3428.833
2004-11-01,3429.968
2004-11-02,3429.324
2004-11-03,3469.135
2004-11-04,3524.688
2004-11-05,3537.696
2004-11-08,3533.308
2004-11-09,3531.854
2004-11-10,3529.418
2004-11-11,3561.521
2004-11-12,3595.827
2004-11-15,3595.416
2004-11-16,3571.063
2004-11-17,3592.068
2004-11-18,3597.462
2004-11-19,3557.182
2004-11-22,3578.132
2004-11-23,3577.156
2004-11-24,3592.511
2004-11-25,3592.511
2004-11-26,3595.543
2004-11-29,3584.34
2004-11-30,3569.833
2004-12-01,3624.068
2004-12-02,3620.18
2004-12-03,3622.855
2004-12-06,3620.513
2004-12-07,3579.771
2004-12-08,3598.171
2004-12-09,3617.886
2004-12-10,3614.102
2004-12-13,3645.406
2004-12-14,3660.714
2004-12-15,3670.094
2004-12-16,3661.869
2004-12-17,3635.92
2004-12-20,3637.237
2004-12-21,3671.391
2004-12-22,3685.361
2004-12-23,3687.569
2004-12-24,3687.569
2004-12-27,3671.767
2004-12-28,3698.502
2004-12-29,3699.102
2004-12-30,3699.821
2004-12-31,3694.97
2005-01-03,3663.355
2005-01-04,3621.101
2005-01-05,3607.189
2005-01-06,3620.423
2005-01-07,3615.922
2005-01-10,3628.926
2005-01-11,3606.426
2005-01-12,3622.09
2005-01-13,3591.385
2005-01-14,3613.52
2005-01-17,3613.52
2005-01-18,3648.29
2005-01-19,3613.606
2005-01-20,3587.287
2005-01-21,3564.451
2005-01-24,3551.689
2005-01-25,3564.612
2005-01-26,3583.056
2005-01-27,3583.453
2005-01-28,3573.764
2005-01-31,3603.494
2005-02-01,3627.731
2005-02-02,3639.851
2005-02-03,3629.659
2005-02-04,3671.348
2005-02-07,3666.987
2005-02-08,3670.316
2005-02-09,3639.413
2005-02-10,3654.532
2005-02-11,3680.642
2005-02-14,3684.184
2005-02-15,3696.073
2005-02-16,3696.83
2005-02-17,3667.632
2005-02-18,3670.472
2005-02-21,3670.472
2005-02-22,3616.843
2005-02-23,3637.187
2005-02-24,3667.237
2005-02-25,3702.778
2005-02-28,3678.646
2005-03-01,3699.139
2005-03-02,3699.803
2005-03-03,3700.038
2005-03-04,3736.044
2005-03-07,3747.047
2005-03-08,3729.746
2005-03-09,3691.686
2005-03-10,3698.313
2005-03-11,3672.104
2005-03-14,3695.639
2005-03-15,3668.352
2005-03-16,3638.031
2005-03-17,3644.225
2005-03-18,3642.888
2005-03-21,3626.394
2005-03-22,3590.202
2005-03-23,3591.943
2005-03-24,3589.985
2005-03-25,3589.985
2005-03-28,3598.72
2005-03-29,3573.018
2005-03-30,3622.387
2005-03-31,3619.894
2005-04-01,3596.338
2005-04-04,3605.479
2005-04-05,3621.649
2005-04-06,3630.444
2005-04-07,3653.096
2005-04-08,3622.389
2005-04-11,3621.973
2005-04-12,3643.197
2005-04-13,3600.777
2005-04-14,3564.712
2005-04-15,3507.828
2005-04-18,3517.639
2005-04-19,3539.427
2005-04-20,3493.469
2005-04-21,3561.322
2005-04-22,3537.668
2005-04-25,3567.988
2005-04-26,3537.687
2005-04-27,3552.196
2005-04-28,3512.649
2005-04-29,3554.49
2005-05-02,3570.993
2005-05-03,3568.507
2005-05-04,3614.065
2005-05-05,3605.352
2005-05-06,3601.62
2005-05-09,3624.621
2005-05-10,3587.303
2005-05-11,3603.376
2005-05-12,3568.531
2005-05-13,3553.162
2005-05-16,3589.169
2005-05-17,3614.851
2005-05-18,3651.657
2005-05-19,3669.311
2005-05-20,3664.332
2005-05-23,3678.51
2005-05-24,3678.981
2005-05-25,3665.981
2005-05-26,3689.983
2005-05-27,3694.037
2005-05-30,3694.037
2005-05-31,3670.69
2005-06-01,3704.881
2005-06-02,3712.296
2005-06-03,3687.612
2005-06-06,3692.521
2005-06-07,3691.773
2005-06-08,3683.595
2005-06-09,3703.447
2005-06-10,3694.484
2005-06-13,3703.992
2005-06-14,3712.83
2005-06-15,3720.877
