Date,USA Standard (Large+Mid Cap)
1977-09-30,119.797
1977-10-31,114.777
1977-11-30,117.701
1977-12-30,118.324
1978-01-31,111.367
1978-02-28,108.816
1978-03-31,111.4
1978-04-28,121.865
1978-05-31,122.292
1978-06-30,120.284
1978-07-31,127.494
1978-08-31,130.779
1978-09-29,130.134
1978-10-31,118.976
1978-11-30,121.287
1978-12-29,123.371
1979-01-31,128.893
1979-02-28,124.319
1979-03-30,131.259
1979-04-30,131.129
1979-05-31,128.454
1979-06-29,133.251
1979-07-31,134.576
1979-08-31,141.083
1979-09-28,140.692
1979-10-31,131.504
1979-11-30,136.779
1979-12-31,138.825
1980-01-31,147.006
1980-02-29,145.328
1980-03-31,132.278
1980-04-30,137.823
1980-05-30,144.255
1980-06-30,148.731
1980-07-31,158.398
1980-08-29,159.282
1980-09-30,163.084
1980-10-31,166.991
1980-11-28,184.197
1980-12-31,177.577
1981-01-30,170.768
1981-02-27,174.168
1981-03-31,179.752
1981-04-30,176.198
1981-05-29,175.476
1981-06-30,174.884
1981-07-31,175.928
1981-08-31,165.659
1981-09-30,157.64
1981-10-30,165.235
1981-11-30,172.236
1981-12-31,167.44
1982-01-29,165.304
1982-02-26,156.531
1982-03-31,155.442
1982-04-30,162.02
1982-05-31,156.403
1982-06-30,154.194
1982-07-30,151.199
1982-08-31,169.568
1982-09-30,171.566
1982-10-29,190.442
1982-11-30,197.602
1982-12-31,200.927
1983-01-31,208.734
1983-02-28,212.939
1983-03-31,220.092
1983-04-29,237.158
1983-05-31,233.274
1983-06-30,242.09
1983-07-29,234.024
1983-08-31,238.583
1983-09-30,241.46
1983-10-31,238.517
1983-11-30,243.424
1983-12-30,241.868
1984-01-31,238.951
1984-02-29,228.818
1984-03-30,232.825
1984-04-30,235.015
1984-05-31,221.616
1984-06-29,226.099
1984-07-31,224.109
1984-08-31,248.218
1984-09-28,248.362
1984-10-31,249.383
1984-11-30,246.701
1984-12-31,252.663
1985-01-31,272.702
1985-02-28,275.671
1985-03-29,276.153
1985-04-30,275.276
1985-05-31,292.052
1985-06-28,296.065
1985-07-31,294.908
1985-08-30,291.962
1985-09-30,282.455
1985-10-31,295.003
1985-11-29,315.224
1985-12-31,331.185
1986-01-31,332.967
1986-02-28,357.885
1986-03-31,377.549
1986-04-30,371.984
1986-05-30,389.986
1986-06-30,394.747
1986-07-31,373.359
1986-08-29,400.629
1986-09-30,366.207
1986-10-31,386.653
1986-11-28,395.401
1986-12-31,385.095
1987-01-30,435.889
1987-02-27,451.192
1987-03-31,463.0
1987-04-30,458.455
1987-05-29,460.681
1987-06-30,484.173
1987-07-31,506.826
1987-08-31,526.431
1987-09-30,514.837
1987-10-30,405.206
1987-11-30,370.581
1987-12-31,396.299
1988-01-29,412.89
1988-02-29,429.788
1988-03-31,415.015
1988-04-29,418.424
1988-05-31,421.617
1988-06-30,440.835
1988-07-29,439.061
1988-08-31,423.919
1988-09-30,441.622
1988-10-31,454.744
1988-11-30,447.315
1988-12-30,454.217
1989-01-31,488.345
1989-02-28,473.27
1989-03-31,483.491
1989-04-28,509.307
1989-05-31,528.507
1989-06-30,526.08
1989-07-31,573.843
1989-08-31,582.063
1989-09-29,580.357
1989-10-31,566.74
1989-11-30,577.981
1989-12-29,590.54
1990-01-31,551.75
1990-02-28,559.47
1990-03-30,572.231
1990-04-30,560.093
1990-05-31,611.39
1990-06-29,608.652
1990-07-31,607.251
1990-08-31,551.223
1990-09-28,525.18
1990-10-31,523.087
1990-11-30,556.96
1990-12-31,571.953
1991-01-31,598.746
1991-02-28,639.644
1991-03-29,654.749
1991-04-30,656.821
1991-05-31,683.622
1991-06-28,651.803
1991-07-31,681.825
1991-08-30,697.85
1991-09-30,685.497
1991-10-31,696.807
1991-11-29,668.132
1991-12-31,743.919
1992-01-31,730.994
1992-02-28,738.832
1992-03-31,724.675
1992-04-30,745.338
1992-05-29,747.842
1992-06-30,735.878
1992-07-31,766.022
1992-08-31,747.11
1992-09-30,754.677
1992-10-30,758.727
1992-11-30,783.393
1992-12-31,791.48
1993-01-29,797.893
1993-02-26,807.836
1993-03-31,823.92
1993-04-30,805.191
1993-05-31,825.228
1993-06-30,827.237
1993-07-30,825.791
1993-08-31,855.063
1993-09-30,846.097
1993-10-29,860.427
1993-11-30,854.069
1993-12-31,863.87
1994-01-31,894.746
1994-02-28,869.073
1994-03-31,830.924
1994-04-29,842.235
1994-05-31,855.739
1994-06-30,831.196
1994-07-29,858.796
1994-08-31,892.134
1994-09-30,872.797
1994-10-31,892.392
1994-11-30,861.473
1994-12-30,873.672
1995-01-31,897.331
1995-02-28,932.283
1995-03-31,956.842
1995-04-28,986.461
1995-05-31,1024.558
1995-06-30,1049.343
1995-07-31,1084.56
1995-08-31,1084.214
1995-09-29,1132.419
1995-10-31,1131.457
1995-11-30,1180.771
1995-12-29,1198.184
1996-01-31,1240.495
1996-02-29,1252.968
1996-03-29,1265.217
1996-04-30,1283.477
1996-05-31,1317.29
1996-06-28,1324.605
1996-07-31,1265.869
1996-08-30,1293.751
1996-09-30,1365.761
1996-10-31,1400.219
1996-11-29,1505.601
1996-12-31,1476.633
1997-01-31,1577.317
1997-02-28,1588.008
1997-03-31,1516.463
1997-04-30,1615.891
1997-05-30,1706.957
1997-06-30,1784.299
1997-07-31,1924.947
1997-08-29,1810.239
1997-09-30,1904.321
1997-10-31,1851.971
1997-11-28,1941.211
1997-12-31,1969.467
1998-01-30,1994.396
1998-02-27,2133.862
1998-03-31,2244.065
1998-04-30,2269.911
1998-05-29,2223.899
1998-06-30,2319.016
1998-07-31,2295.585
1998-08-31,1975.554
1998-09-30,2104.884
1998-10-30,2267.279
1998-11-30,2420.743
1998-12-31,2563.071
1999-01-29,2673.052
1999-02-26,2597.623
1999-03-31,2704.849
1999-04-30,2801.902
1999-05-31,2735.896
1999-06-30,2882.252
1999-07-30,2788.014
1999-08-31,2769.57
1999-09-30,2686.54
1999-10-29,2861.443
1999-11-30,2921.992
1999-12-31,3124.954
2000-01-31,2956.772
2000-02-29,2885.674
2000-03-31,3172.918
2000-04-28,3069.472
2000-05-31,2987.488
2000-06-30,3058.355
2000-07-31,3002.865
2000-08-31,3158.177
2000-09-29,2985.597
2000-10-31,2963.537
2000-11-30,2728.678
2000-12-29,2723.625
2001-01-31,2822.458
2001-02-28,2569.236
2001-03-30,2404.759
2001-04-30,2591.423
2001-05-31,2605.836
2001-06-29,2545.701
2001-07-31,2521.202
2001-08-31,2352.659
2001-09-28,2172.111
2001-10-31,2203.209
2001-11-30,2371.904
2001-12-31,2386.119
2002-01-31,2351.732
2002-02-28,2304.703
2002-03-29,2390.039
2002-04-30,2234.445
2002-05-31,2216.781
2002-06-28,2047.008
2002-07-31,1899.204
2002-08-30,1907.347
2002-09-30,1691.335
2002-10-31,1844.172
2002-11-29,1954.156
2002-12-31,1835.196
2003-01-31,1790.163
2003-02-28,1761.864
2003-03-31,1777.551
2003-04-30,1925.36
2003-05-30,2027.594
2003-06-30,2051.85
2003-07-31,2089.1
2003-08-29,2127.276
2003-09-30,2101.85
2003-10-31,2220.832
2003-11-28,2241.217
2003-12-31,2356.516
2004-01-30,2398.428
2004-02-27,2426.321
2004-03-31,2386.849
2004-04-30,2349.395
2004-05-31,2379.51
2004-06-30,2423.393
2004-07-30,2340.002
2004-08-31,2350.744
2004-09-30,2375.506
2004-10-29,2410.924
2004-11-30,2508.692
2004-12-31,2595.394
2005-01-31,2530.407
2005-02-28,2581.555
2005-03-31,2539.198
2005-04-29,2492.421
2005-05-31,2572.538
2005-06-30,2577.785
2005-07-29,2673.728
2005-08-31,2647.264
2005-09-30,2669.011
2005-10-31,2624.38
2005-11-30,2728.366
2005-12-30,2728.812
2006-01-31,2802.461
2006-02-28,2803.454
2006-03-31,2838.248
2006-04-28,2874.619
2006-05-31,2787.751
2006-06-30,2789.818
2006-07-31,2798.281
2006-08-31,2863.813
2006-09-29,2935.675
2006-10-31,3035.092
2006-11-30,3093.057
2006-12-29,3129.252
2007-01-31,3184.989
2007-02-28,3124.593
2007-03-30,3157.239
2007-04-30,3291.661
2007-05-31,3404.711
2007-06-29,3346.552
2007-07-31,3241.975
2007-08-31,3289.149
2007-09-28,3412.458
2007-10-31,3468.902
2007-11-30,3320.171
2007-12-31,3299.544
2008-01-31,3098.162
2008-02-29,2999.817
2008-03-31,2987.288
2008-04-30,3134.117
2008-05-30,3182.136
2008-06-30,2921.23
2008-07-31,2886.611
2008-08-29,2924.282
2008-09-30,2654.577
2008-10-31,2199.443
2008-11-28,2035.192
2008-12-31,2059.866
2009-01-30,1891.247
2009-02-27,1695.524
2009-03-31,1839.711
2009-04-30,2015.401
2009-05-29,2124.653
2009-06-30,2128.341
2009-07-31,2287.83
2009-08-31,2365.755
2009-09-30,2456.403
2009-10-30,2407.956
2009-11-30,2549.369
2009-12-31,2600.677
2010-01-29,2508.695
2010-02-26,2584.366
2010-03-31,2737.91
2010-04-30,2780.943
2010-05-31,2555.041
2010-06-30,2418.003
2010-07-30,2586.09
2010-08-31,2469.51
2010-09-30,2692.778
2010-10-29,2797.871
2010-11-30,2799.07
2010-12-31,2984.848
2011-01-31,3055.505
2011-02-28,3155.95
2011-03-31,3158.288
2011-04-29,3253.893
2011-05-31,3216.521
2011-06-30,3160.451
2011-07-29,3097.855
2011-08-31,2924.323
2011-09-30,2712.721
2011-10-31,3009.527
2011-11-30,2998.709
2011-12-30,3025.486
2012-01-31,3166.897
2012-02-29,3304.001
2012-03-30,3408.231
2012-04-30,3386.49
2012-05-31,3175.948
2012-06-29,3299.798
2012-07-31,3343.314
2012-08-31,3419.105
2012-09-28,3504.625
2012-10-31,3439.931
2012-11-30,3459.29
2012-12-31,3489.345
2013-01-31,3672.62
2013-02-28,3717.215
2013-03-29,3855.319
2013-04-30,3930.269
2013-05-31,4010.144
2013-06-28,3954.699
2013-07-31,4161.086
2013-08-30,4043.554
2013-09-30,4175.55
2013-10-31,4359.328
2013-11-29,4480.636
2013-12-31,4598.636
2014-01-31,4441.151
2014-02-28,4646.672
2014-03-31,4676.539
2014-04-30,4703.085
2014-05-30,4812.043
2014-06-30,4912.78
2014-07-31,4841.877
2014-08-29,5033.032
2014-09-30,4952.132
2014-10-31,5069.897
2014-11-28,5200.732
2014-12-31,5182.277
2015-01-30,5034.454
2015-02-27,5325.155
2015-03-31,5245.794
2015-04-30,5292.142
2015-05-29,5359.099
2015-06-30,5255.058
2015-07-31,5357.443
2015-08-31,5029.125
2015-09-30,4893.421
2015-10-30,5295.182
2015-11-30,5309.818
2015-12-31,5217.81
2016-01-29,4938.728
2016-02-29,4924.414
2016-03-31,5258.513
2016-04-29,5282.716
2016-05-31,5375.459
2016-06-30,5386.683
2016-07-29,5589.165
2016-08-31,5593.458
2016-09-30,5597.1
2016-10-31,5489.025
2016-11-30,5682.744
2016-12-30,5786.242
2017-01-31,5904.26
2017-02-28,6132.221
2017-03-31,6138.114
2017-04-28,6202.362
2017-05-31,6282.293
2017-06-30,6319.031
2017-07-31,6444.899
2017-08-31,6461.297
2017-09-29,6590.654
2017-10-31,6739.369
2017-11-30,6939.441
2017-12-29,7012.179
2018-01-31,7412.425
2018-02-28,7136.033
2018-03-30,6958.795
2018-04-30,6984.49
2018-05-31,7149.828
2018-06-29,7195.706
2018-07-31,7451.539
2018-08-31,7693.318
2018-09-28,7725.442
2018-10-31,7186.724
2018-11-30,7321.499
2018-12-31,6658.752
2019-01-31,7203.504
2019-02-28,7439.472
2019-03-29,7573.776
2019-04-30,7874.859
2019-05-31,7371.929
2019-06-28,7886.434
2019-07-31,8005.452
2019-08-30,7860.957
2019-09-30,7997.34
2019-10-31,8168.603
2019-11-29,8470.36
2019-12-31,8714.67
2020-01-31,8728.575
2020-02-28,8011.769
2020-03-31,6991.832
2020-04-30,7908.789
2020-05-29,8314.807
2020-06-30,8500.967
2020-07-31,9002.467
2020-08-31,9673.731
2020-09-30,9309.463
2020-10-30,9064.404
2020-11-30,10108.216
2020-12-31,10520.81
2021-01-29,10420.144
2021-02-26,10687.874
2021-03-31,11085.831
2021-04-30,11686.172
2021-05-31,11737.391
2021-06-30,12060.215
2021-07-30,12341.872
2021-08-31,12701.171
2021-09-30,12097.615
2021-10-29,12938.181
2021-11-30,12802.609
2021-12-31,13304.046
2022-01-31,12547.636
2022-02-28,12174.86
2022-03-31,12598.064
2022-04-29,11453.182
2022-05-31,11422.188
2022-06-30,10472.176
2022-07-29,11445.398
2022-08-31,10991.54
2022-09-30,9968.055
2022-10-31,10756.159
2022-11-30,11334.785
2022-12-30,10663.843
2023-01-31,11362.18
2023-02-28,11085.29
2023-03-31,11473.674
2023-04-28,11616.058
2023-05-31,11685.39
2023-06-30,12460.044
2023-07-31,12885.389
2023-08-31,12661.53
2023-09-29,12064.086
2023-10-31,11783.159
2023-11-30,12886.719
2023-12-29,13488.729
2024-01-31,13695.292
2024-02-29,14423.564
2024-03-29,14877.481
2024-04-30,14260.027
2024-05-31,14934.684
2024-06-28,15463.529
2024-07-31,15653.763
2024-08-30,16024.802
2024-09-30,16364.151
2024-10-31,16239.331
2024-11-29,17249.051
2024-12-31,16804.332
2025-01-31,17311.735
2025-02-28,17033.139
2025-03-31,16030.537
2025-04-30,15944.478
2025-05-30,16967.005
2025-06-30,17833.73
2025-07-31,18237.779
2025-08-29,18589.506
2025-09-30,19265.403
2025-10-31,19718.961
2025-11-28,19718.21
