Date,NIHONKABU Standard (Large+Mid Cap)
2001-10-08,609.664
2001-10-09,593.653
2001-10-10,586.326
2001-10-11,600.254
2001-10-12,613.004
2001-10-15,606.973
2001-10-16,608.883
2001-10-17,615.537
2001-10-18,603.606
2001-10-19,604.58
2001-10-22,602.854
2001-10-23,611.098
2001-10-24,613.113
2001-10-25,618.364
2001-10-26,610.135
2001-10-29,602.518
2001-10-30,596.763
2001-10-31,587.71
2001-11-01,592.345
2001-11-02,592.179
2001-11-05,594.077
2001-11-06,603.106
2001-11-07,585.88
2001-11-08,594.462
2001-11-09,589.599
2001-11-12,582.312
2001-11-13,570.888
2001-11-14,570.814
2001-11-15,582.529
2001-11-16,584.842
2001-11-19,591.979
2001-11-20,593.233
2001-11-21,593.382
2001-11-22,591.283
2001-11-23,588.574
2001-11-26,601.424
2001-11-27,599.221
2001-11-28,587.674
2001-11-29,586.942
2001-11-30,594.081
2001-12-03,577.505
2001-12-04,575.319
2001-12-05,586.925
2001-12-06,591.354
2001-12-07,579.693
2001-12-10,563.499
2001-12-11,558.804
2001-12-12,571.774
2001-12-13,555.871
2001-12-14,550.332
2001-12-17,539.19
2001-12-18,540.598
2001-12-19,542.963
2001-12-20,549.368
2001-12-21,541.305
2001-12-24,539.618
2001-12-25,536.813
2001-12-26,530.159
2001-12-27,538.521
2001-12-28,549.099
2001-12-31,549.685
2002-01-01,549.685
2002-01-02,545.275
2002-01-03,547.035
2002-01-04,562.811
2002-01-07,562.787
2002-01-08,545.677
2002-01-09,541.347
2002-01-10,533.6
2002-01-11,530.147
2002-01-14,531.678
2002-01-15,521.822
2002-01-16,522.962
2002-01-17,520.242
2002-01-18,529.056
2002-01-21,527.18
2002-01-22,509.387
2002-01-23,504.49
2002-01-24,506.688
2002-01-25,510.032
2002-01-28,520.761
2002-01-29,509.039
2002-01-30,502.634
2002-01-31,504.965
2002-02-01,495.081
2002-02-04,491.657
2002-02-05,479.768
2002-02-06,478.332
2002-02-07,489.501
2002-02-08,489.978
2002-02-11,494.341
2002-02-12,509.169
2002-02-13,512.712
2002-02-14,516.122
2002-02-15,513.688
2002-02-18,513.183
2002-02-19,497.694
2002-02-20,494.591
2002-02-21,509.757
2002-02-22,513.112
2002-02-25,511.008
2002-02-26,506.86
2002-02-27,517.581
2002-02-28,523.815
2002-03-01,536.021
2002-03-04,568.747
2002-03-05,566.594
2002-03-06,571.425
2002-03-07,602.293
2002-03-08,605.071
2002-03-11,614.473
2002-03-12,594.538
2002-03-13,579.128
2002-03-14,588.229
2002-03-15,594.078
2002-03-18,577.491
2002-03-19,589.797
2002-03-20,581.866
2002-03-21,579.465
2002-03-22,563.832
2002-03-25,560.517
2002-03-26,560.093
2002-03-27,567.013
2002-03-28,572.68
2002-03-29,560.151
2002-04-01,553.283
2002-04-02,563.16
2002-04-03,574.405
2002-04-04,580.816
2002-04-05,578.28
2002-04-08,581.142
2002-04-09,572.083
2002-04-10,575.94
2002-04-11,568.655
2002-04-12,558.292
2002-04-15,566.343
2002-04-16,574.895
2002-04-17,583.337
2002-04-18,590.533
2002-04-19,584.867
2002-04-22,595.35
2002-04-23,595.209
2002-04-24,592.763
2002-04-25,599.258
2002-04-26,594.308
2002-04-29,593.219
2002-04-30,590.331
2002-05-01,597.388
2002-05-02,594.624
2002-05-03,599.237
2002-05-06,597.355
2002-05-07,588.359
2002-05-08,589.655
2002-05-09,595.287
2002-05-10,595.013
2002-05-13,589.484
2002-05-14,582.593
2002-05-15,596.426
2002-05-16,604.878
2002-05-17,618.268
2002-05-20,623.791
2002-05-21,630.117
2002-05-22,637.786
2002-05-23,635.804
2002-05-24,638.389
2002-05-27,633.098
2002-05-28,633.398
2002-05-29,632.057
2002-05-30,635.666
2002-05-31,630.148
2002-06-03,638.659
2002-06-04,629.438
2002-06-05,624.52
2002-06-06,622.312
2002-06-07,616.797
2002-06-10,612.528
2002-06-11,611.276
2002-06-12,607.217
2002-06-13,599.034
2002-06-14,591.0
2002-06-17,574.443
2002-06-18,583.096
2002-06-19,569.142
2002-06-20,577.429
2002-06-21,573.966
2002-06-24,580.489
2002-06-25,579.448
2002-06-26,573.346
2002-06-27,577.259
2002-06-28,597.082
2002-07-01,596.274
2002-07-02,596.564
2002-07-03,606.235
2002-07-04,598.465
2002-07-05,604.012
2002-07-08,607.502
2002-07-09,619.417
2002-07-10,610.983
2002-07-11,605.531
2002-07-12,607.811
2002-07-15,600.168
2002-07-16,591.255
2002-07-17,590.917
2002-07-18,601.093
2002-07-19,592.784
2002-07-22,589.886
2002-07-23,586.162
2002-07-24,579.628
2002-07-25,572.744
2002-07-26,547.398
2002-07-29,546.825
2002-07-30,561.084
2002-07-31,556.123
2002-08-01,553.938
2002-08-02,552.619
2002-08-05,553.279
2002-08-06,535.281
2002-08-07,553.268
2002-08-08,551.362
2002-08-09,564.781
2002-08-12,558.8
2002-08-13,555.018
2002-08-14,565.147
2002-08-15,566.377
2002-08-16,566.12
2002-08-19,551.491
2002-08-20,550.04
2002-08-21,553.834
2002-08-22,557.046
2002-08-23,559.509
2002-08-26,570.152
2002-08-27,565.494
2002-08-28,558.672
2002-08-29,550.347
2002-08-30,549.695
2002-09-02,545.421
2002-09-03,533.957
2002-09-04,519.852
2002-09-05,528.972
2002-09-06,522.219
2002-09-09,529.211
2002-09-10,527.807
2002-09-11,527.748
2002-09-12,530.759
2002-09-13,520.312
2002-09-16,515.393
2002-09-17,527.53
2002-09-18,529.312
2002-09-19,540.44
2002-09-20,520.747
2002-09-23,518.581
2002-09-24,512.507
2002-09-25,508.148
2002-09-26,517.732
2002-09-27,528.073
2002-09-30,524.778
2002-10-01,511.183
2002-10-02,503.562
2002-10-03,497.871
2002-10-04,502.355
2002-10-07,480.59
2002-10-08,481.292
2002-10-09,474.317
2002-10-10,470.345
2002-10-11,475.459
2002-10-14,475.153
2002-10-15,488.915
2002-10-16,493.368
2002-10-17,493.365
2002-10-18,497.082
2002-10-21,494.778
2002-10-22,479.013
2002-10-23,484.193
2002-10-24,480.406
2002-10-25,488.193
2002-10-28,489.443
2002-10-29,489.409
2002-10-30,492.593
2002-10-31,489.112
2002-11-01,492.761
2002-11-04,491.876
2002-11-05,505.442
2002-11-06,503.691
2002-11-07,504.876
2002-11-08,500.092
2002-11-11,488.239
2002-11-12,486.341
2002-11-13,483.572
2002-11-14,475.834
2002-11-15,485.801
2002-11-18,474.642
2002-11-19,471.259
2002-11-20,474.08
2002-11-21,483.426
2002-11-22,489.063
2002-11-25,497.889
2002-11-26,494.996
2002-11-27,497.486
2002-11-28,508.556
2002-11-29,509.003
2002-12-02,499.482
2002-12-03,500.691
2002-12-04,489.614
2002-12-05,482.988
2002-12-06,485.985
2002-12-09,484.333
2002-12-10,484.282
2002-12-11,482.549
2002-12-12,483.09
2002-12-13,483.505
2002-12-16,478.03
2002-12-17,482.267
2002-12-18,471.466
2002-12-19,476.902
2002-12-20,476.406
2002-12-23,477.833
2002-12-24,482.789
2002-12-25,481.262
2002-12-26,489.963
2002-12-27,493.472
2002-12-30,496.097
2002-12-31,495.491
2003-01-01,495.491
2003-01-02,490.837
2003-01-03,490.899
2003-01-06,503.74
2003-01-07,494.824
2003-01-08,486.562
2003-01-09,488.151
2003-01-10,486.883
2003-01-13,489.318
2003-01-14,497.016
2003-01-15,503.545
2003-01-16,503.867
2003-01-17,506.179
2003-01-20,499.805
2003-01-21,504.647
2003-01-22,500.203
2003-01-23,511.238
2003-01-24,506.894
2003-01-27,495.312
2003-01-28,491.496
2003-01-29,484.467
2003-01-30,480.078
2003-01-31,475.25
2003-02-03,481.811
2003-02-04,487.337
2003-02-05,487.877
2003-02-06,485.155
2003-02-07,482.796
2003-02-10,481.267
2003-02-11,479.781
2003-02-12,488.297
2003-02-13,488.128
2003-02-14,491.787
2003-02-17,494.796
2003-02-18,495.913
2003-02-19,496.05
2003-02-20,495.235
2003-02-21,488.328
2003-02-24,492.563
2003-02-25,482.681
2003-02-26,483.14
2003-02-27,480.933
2003-02-28,478.437
2003-03-03,483.382
2003-03-04,484.564
2003-03-05,484.495
2003-03-06,479.147
2003-03-07,470.742
2003-03-10,464.253
2003-03-11,453.883
2003-03-12,459.751
2003-03-13,452.006
2003-03-14,456.962
2003-03-17,452.738
2003-03-18,455.14
2003-03-19,455.993
2003-03-20,463.968
2003-03-21,459.021
2003-03-24,476.156
2003-03-25,466.166
2003-03-26,473.377
2003-03-27,475.48
2003-03-28,469.326
2003-03-31,457.196
2003-04-01,458.849
2003-04-02,460.682
2003-04-03,456.648
2003-04-04,455.107
2003-04-07,463.057
2003-04-08,458.73
2003-04-09,454.735
2003-04-10,453.921
2003-04-11,442.411
2003-04-14,438.975
2003-04-15,445.747
2003-04-16,444.95
2003-04-17,447.68
2003-04-18,448.406
2003-04-21,449.477
2003-04-22,444.359
2003-04-23,443.297
2003-04-24,448.903
2003-04-25,439.064
2003-04-28,433.793
2003-04-29,434.389
2003-04-30,453.785
2003-05-01,457.136
2003-05-02,457.942
2003-05-05,459.023
2003-05-06,471.924
2003-05-07,479.217
2003-05-08,473.236
2003-05-09,475.655
2003-05-12,480.166
2003-05-13,480.927
2003-05-14,484.349
2003-05-15,477.675
2003-05-16,476.325
2003-05-19,469.598
2003-05-20,470.576
2003-05-21,465.582
2003-05-22,469.04
2003-05-23,477.932
2003-05-26,478.557
2003-05-27,471.575
2003-05-28,469.587
2003-05-29,477.536
2003-05-30,475.375
2003-06-02,485.364
2003-06-03,485.449
2003-06-04,486.59
2003-06-05,496.934
2003-06-06,497.913
2003-06-09,504.187
2003-06-10,502.846
2003-06-11,505.907
2003-06-12,506.544
2003-06-13,510.11
2003-06-16,503.819
2003-06-17,510.962
2003-06-18,513.871
2003-06-19,514.384
2003-06-20,516.951
2003-06-23,522.711
2003-06-24,509.35
2003-06-25,510.459
2003-06-26,505.284
2003-06-27,513.284
2003-06-30,510.913
2003-07-01,522.89
2003-07-02,542.007
2003-07-03,553.709
2003-07-04,548.958
2003-07-07,560.377
2003-07-08,565.637
2003-07-09,571.096
2003-07-10,566.308
2003-07-11,548.712
2003-07-14,554.929
2003-07-15,556.173
2003-07-16,549.572
2003-07-17,534.347
2003-07-18,535.865
2003-07-21,537.81
2003-07-22,532.943
2003-07-23,540.91
2003-07-24,542.931
2003-07-25,544.651
2003-07-28,548.843
2003-07-29,547.751
2003-07-30,533.533
2003-07-31,531.7
2003-08-01,535.382
2003-08-04,528.209
2003-08-05,525.442
2003-08-06,521.979
2003-08-07,524.051
2003-08-08,524.367
2003-08-11,534.174
2003-08-12,537.04
2003-08-13,544.262
2003-08-14,553.835
2003-08-15,552.91
2003-08-18,558.355
2003-08-19,566.776
2003-08-20,579.037
2003-08-21,585.966
2003-08-22,585.11
2003-08-25,581.376
2003-08-26,582.854
2003-08-27,580.939
2003-08-28,578.389
2003-08-29,587.733
2003-09-01,604.236
2003-09-02,607.46
2003-09-03,611.901
2003-09-04,605.432
2003-09-05,604.953
2003-09-08,606.129
2003-09-09,619.216
2003-09-10,613.28
2003-09-11,600.16
2003-09-12,610.049
2003-09-15,609.426
2003-09-16,626.827
2003-09-17,633.51
2003-09-18,642.24
2003-09-19,644.445
2003-09-22,635.854
2003-09-23,638.449
2003-09-24,638.669
2003-09-25,624.789
2003-09-26,624.303
2003-09-29,621.825
2003-09-30,622.664
2003-10-01,636.344
2003-10-02,652.469
2003-10-03,659.854
2003-10-06,659.608
2003-10-07,671.964
2003-10-08,657.402
2003-10-09,662.092
2003-10-10,675.981
2003-10-13,673.655
2003-10-14,680.676
2003-10-15,673.57
2003-10-16,682.974
2003-10-17,682.679
2003-10-20,684.194
2003-10-21,682.631
2003-10-22,673.889
2003-10-23,636.988
2003-10-24,642.972
2003-10-27,653.533
2003-10-28,661.364
2003-10-29,672.072
2003-10-30,667.762
2003-10-31,650.856
2003-11-03,643.394
2003-11-04,671.13
2003-11-05,665.005
2003-11-06,646.412
2003-11-07,656.101
2003-11-10,657.394
2003-11-11,637.542
2003-11-12,636.687
2003-11-13,648.479
2003-11-14,640.119
2003-11-17,616.411
2003-11-18,622.845
2003-11-19,604.224
2003-11-20,617.486
2003-11-21,618.19
2003-11-24,615.842
2003-11-25,621.362
2003-11-26,633.555
2003-11-27,635.759
2003-11-28,631.211
2003-12-01,645.049
2003-12-02,650.525
2003-12-03,649.556
2003-12-04,655.406
2003-12-05,653.981
2003-12-08,641.799
2003-12-09,642.774
2003-12-10,626.88
2003-12-11,633.28
2003-12-12,642.087
2003-12-15,658.681
2003-12-16,646.839
2003-12-17,638.766
2003-12-18,638.308
2003-12-19,648.068
2003-12-22,655.437
2003-12-23,655.773
2003-12-24,654.772
2003-12-25,655.261
2003-12-26,659.267
2003-12-29,664.613
2003-12-30,676.019
2003-12-31,674.537
2004-01-01,674.537
2004-01-02,675.482
2004-01-05,691.457
2004-01-06,688.933
2004-01-07,685.993
2004-01-08,688.654
2004-01-09,693.103
2004-01-12,692.713
2004-01-13,688.978
2004-01-14,690.892
2004-01-15,681.927
2004-01-16,687.289
2004-01-19,693.156
2004-01-20,695.39
2004-01-21,695.028
2004-01-22,699.84
2004-01-23,704.046
2004-01-26,697.703
2004-01-27,698.307
2004-01-28,696.199
2004-01-29,688.973
2004-01-30,686.21
2004-02-02,688.84
2004-02-03,684.632
2004-02-04,669.764
2004-02-05,672.634
2004-02-06,675.138
2004-02-09,670.625
2004-02-10,671.346
2004-02-11,671.346
2004-02-12,676.772
2004-02-13,683.289
2004-02-16,684.183
2004-02-17,688.573
2004-02-18,683.805
2004-02-19,682.25
2004-02-20,672.22
2004-02-23,682.628
2004-02-24,670.641
2004-02-25,665.747
2004-02-26,668.03
2004-02-27,684.53
2004-03-01,702.24
2004-03-02,700.566
2004-03-03,700.178
2004-03-04,697.333
2004-03-05,703.325
2004-03-08,696.974
2004-03-09,705.143
2004-03-10,700.189
2004-03-11,695.126
2004-03-12,685.33
2004-03-15,697.746
2004-03-16,705.491
2004-03-17,722.111
2004-03-18,737.392
2004-03-19,730.02
2004-03-22,724.868
2004-03-23,726.543
2004-03-24,739.602
2004-03-25,751.283
2004-03-26,765.969
2004-03-29,768.256
2004-03-30,764.439
2004-03-31,777.399
2004-04-01,776.357
2004-04-02,776.544
2004-04-05,781.394
2004-04-06,782.279
2004-04-07,786.913
2004-04-08,784.476
2004-04-09,772.899
2004-04-12,781.903
2004-04-13,779.68
2004-04-14,768.193
2004-04-15,752.802
2004-04-16,755.619
2004-04-19,746.213
2004-04-20,762.97
2004-04-21,754.97
2004-04-22,753.12
2004-04-23,760.953
2004-04-26,766.111
2004-04-27,753.94
2004-04-28,752.773
2004-04-29,751.164
2004-04-30,734.997
2004-05-03,734.71
2004-05-04,738.355
2004-05-05,746.578
2004-05-06,726.912
2004-05-07,704.222
2004-05-10,658.844
2004-05-11,660.936
2004-05-12,683.911
2004-05-13,660.501
2004-05-14,658.915
2004-05-17,640.323
2004-05-18,652.778
2004-05-19,678.564
2004-05-20,672.711
2004-05-21,692.467
2004-05-24,692.302
2004-05-25,684.263
2004-05-26,695.905
2004-05-27,701.432
2004-05-28,709.606
2004-05-31,708.86
2004-06-01,714.427
2004-06-02,708.513
2004-06-03,692.12
2004-06-04,693.202
2004-06-07,721.105
2004-06-08,725.713
2004-06-09,724.603
2004-06-10,729.258
2004-06-11,722.827
2004-06-14,716.031
2004-06-15,717.739
2004-06-16,728.76
2004-06-17,730.767
2004-06-18,724.347
2004-06-21,736.547
2004-06-22,731.648
2004-06-23,731.826
2004-06-24,750.54
2004-06-25,748.425
2004-06-28,755.047
2004-06-29,751.631
2004-06-30,747.269
2004-07-01,752.906
2004-07-02,741.253
2004-07-05,726.554
2004-07-06,722.633
2004-07-07,721.681
2004-07-08,717.023
2004-07-09,726.827
2004-07-12,735.829
2004-07-13,733.502
2004-07-14,724.213
2004-07-15,722.949
2004-07-16,727.829
2004-07-19,730.62
2004-07-20,722.751
2004-07-21,719.895
2004-07-22,716.406
2004-07-23,705.287
2004-07-26,702.607
2004-07-27,690.202
2004-07-28,694.376
2004-07-29,688.351
2004-07-30,702.791
2004-08-02,704.982
2004-08-03,701.342
2004-08-04,689.687
2004-08-05,689.57
2004-08-06,692.421
2004-08-09,685.782
2004-08-10,685.103
2004-08-11,693.332
2004-08-12,689.789
2004-08-13,679.156
2004-08-16,671.937
2004-08-17,679.91
2004-08-18,685.654
2004-08-19,694.868
2004-08-20,696.535
2004-08-23,697.874
2004-08-24,699.82
2004-08-25,703.296
2004-08-26,708.244
2004-08-27,713.032
2004-08-30,709.935
2004-08-31,706.779
2004-09-01,711.187
2004-09-02,712.927
2004-09-03,698.79
2004-09-06,712.127
2004-09-07,717.935
2004-09-08,718.332
2004-09-09,707.906
2004-09-10,706.551
2004-09-13,709.369
2004-09-14,714.683
2004-09-15,702.413
2004-09-16,701.552
2004-09-17,695.733
2004-09-20,697.062
2004-09-21,695.529
2004-09-22,690.985
2004-09-23,692.895
2004-09-24,682.838
2004-09-27,678.156
2004-09-28,674.329
2004-09-29,676.843
2004-09-30,689.869
2004-10-01,697.611
2004-10-04,707.483
2004-10-05,708.071
2004-10-06,712.527
2004-10-07,708.956
2004-10-08,717.897
2004-10-11,721.347
2004-10-12,708.923
2004-10-13,706.062
2004-10-14,700.255
2004-10-15,700.447
2004-10-18,696.84
2004-10-19,706.019
2004-10-20,698.489
2004-10-21,698.191
2004-10-22,701.46
2004-10-25,696.952
2004-10-26,696.662
2004-10-27,699.442
2004-10-28,711.725
2004-10-29,708.079
2004-11-01,704.38
2004-11-02,714.897
2004-11-03,715.503
2004-11-04,720.761
2004-11-05,729.845
2004-11-08,725.211
2004-11-09,722.122
2004-11-10,714.351
2004-11-11,709.386
2004-11-12,725.791
2004-11-15,739.151
2004-11-16,738.297
2004-11-17,742.684
2004-11-18,739.446
2004-11-19,748.647
2004-11-22,732.585
2004-11-23,730.321
2004-11-24,735.884
2004-11-25,741.016
2004-11-26,737.578
2004-11-29,747.264
2004-11-30,742.271
2004-12-01,733.563
2004-12-02,744.316
2004-12-03,753.201
2004-12-06,746.743
2004-12-07,738.704
2004-12-08,730.424
2004-12-09,720.341
2004-12-10,713.25
2004-12-13,721.488
2004-12-14,724.888
2004-12-15,736.502
2004-12-16,734.873
2004-12-17,740.874
2004-12-20,742.71
2004-12-21,741.701
2004-12-22,748.917
2004-12-23,752.314
2004-12-24,761.08
2004-12-27,764.652
2004-12-28,767.748
2004-12-29,760.106
2004-12-30,775.732
2004-12-31,780.01
2005-01-03,776.939
2005-01-04,768.125
2005-01-05,764.951
2005-01-06,758.805
2005-01-07,757.647
2005-01-10,760.367
2005-01-11,771.782
2005-01-12,776.177
2005-01-13,769.967
2005-01-14,772.087
2005-01-17,777.585
2005-01-18,770.006
2005-01-19,769.921
2005-01-20,757.205
2005-01-21,755.374
2005-01-24,762.994
2005-01-25,752.056
2005-01-26,766.104
2005-01-27,760.81
2005-01-28,758.152
2005-01-31,761.862
2005-02-01,757.585
2005-02-02,761.037
2005-02-03,753.026
2005-02-04,758.102
2005-02-07,757.999
2005-02-08,749.237
2005-02-09,750.963
2005-02-10,755.893
2005-02-11,755.249
2005-02-14,765.385
2005-02-15,768.653
2005-02-16,761.78
2005-02-17,759.077
2005-02-18,761.395
2005-02-21,763.413
2005-02-22,770.006
2005-02-23,756.568
2005-02-24,756.448
2005-02-25,764.533
2005-02-28,777.679
2005-03-01,777.383
2005-03-02,778.123
2005-03-03,779.536
2005-03-04,785.061
2005-03-07,784.305
2005-03-08,787.219
2005-03-09,795.371
2005-03-10,789.407
2005-03-11,793.186
2005-03-14,782.158
2005-03-15,784.414
2005-03-16,790.348
2005-03-17,782.27
2005-03-18,786.195
2005-03-21,784.922
2005-03-22,784.694
2005-03-23,773.561
2005-03-24,765.692
2005-03-25,769.424
2005-03-28,770.413
2005-03-29,754.807
2005-03-30,751.969
2005-03-31,762.199
2005-04-01,762.704
2005-04-04,753.825
2005-04-05,757.907
2005-04-06,761.002
2005-04-07,763.613
2005-04-08,764.023
2005-04-11,762.172
2005-04-12,752.328
2005-04-13,756.565
2005-04-14,745.694
2005-04-15,739.577
2005-04-18,714.292
2005-04-19,726.575
2005-04-20,730.569
2005-04-21,724.291
2005-04-22,735.431
2005-04-25,738.743
2005-04-26,734.191
2005-04-27,734.536
2005-04-28,734.848
2005-04-29,742.272
2005-05-02,741.517
2005-05-03,741.411
2005-05-04,747.572
2005-05-05,746.427
2005-05-06,757.449
2005-05-09,751.014
2005-05-10,749.714
2005-05-11,746.125
2005-05-12,736.72
2005-05-13,730.283
2005-05-16,723.456
2005-05-17,717.63
2005-05-18,715.485
2005-05-19,727.284
2005-05-20,722.762
2005-05-23,731.62
2005-05-24,732.268
2005-05-25,724.012
2005-05-26,721.158
2005-05-27,727.571
2005-05-30,734.009
2005-05-31,735.331
2005-06-01,734.97
2005-06-02,734.423
2005-06-03,739.014
2005-06-06,743.168
2005-06-07,740.143
2005-06-08,743.729
2005-06-09,730.988
2005-06-10,732.45
2005-06-13,725.123
2005-06-14,727.873
2005-06-15,732.404
2005-06-16,735.212
2005-06-17,743.617
2005-06-20,738.723
2005-06-21,744.677
2005-06-22,744.867
2005-06-23,745.606
2005-06-24,741.442
2005-06-27,733.842
2005-06-28,735.675
2005-06-29,736.688
2005-06-30,734.565
2005-07-01,731.588
2005-07-04,734.406
2005-07-05,732.375
2005-07-06,731.399
2005-07-07,728.487
2005-07-08,725.526
2005-07-11,732.483
2005-07-12,739.061
2005-07-13,730.287
2005-07-14,734.726
2005-07-15,735.457
2005-07-18,738.748
2005-07-19,729.725
2005-07-20,727.968
2005-07-21,746.819
2005-07-22,739.933
2005-07-25,736.202
2005-07-26,731.288
2005-07-27,736.553
2005-07-28,737.575
2005-07-29,742.007
2005-08-01,745.597
2005-08-02,750.239
2005-08-03,754.183
2005-08-04,748.178
2005-08-05,734.701
2005-08-08,738.212
2005-08-09,744.286
2005-08-10,768.032
2005-08-11,783.019
2005-08-12,787.798
2005-08-15,789.924
2005-08-16,793.157
2005-08-17,789.296
2005-08-18,785.016
2005-08-19,782.329
2005-08-22,801.341
2005-08-23,801.122
2005-08-24,801.419
2005-08-25,798.744
2005-08-26,804.349
2005-08-29,788.519
2005-08-30,792.391
2005-08-31,793.646
2005-09-01,805.636
2005-09-02,812.172
2005-09-05,821.709
2005-09-06,815.241
2005-09-07,812.128
2005-09-08,805.11
2005-09-09,821.266
2005-09-12,830.689
2005-09-13,826.954
2005-09-14,829.544
2005-09-15,837.177
2005-09-16,830.6
2005-09-19,831.122
2005-09-20,845.172
2005-09-21,851.306
2005-09-22,846.706
2005-09-23,841.95
2005-09-26,859.492
2005-09-27,850.269
2005-09-28,867.398
2005-09-29,888.112
2005-09-30,876.24
2005-10-03,868.308
2005-10-04,875.785
2005-10-05,871.218
2005-10-06,849.228
2005-10-07,847.826
2005-10-10,844.413
2005-10-11,865.021
2005-10-12,864.065
2005-10-13,860.353
2005-10-14,860.878
2005-10-17,852.262
2005-10-18,845.275
2005-10-19,838.49
2005-10-20,841.195
2005-10-21,840.575
2005-10-24,836.978
2005-10-25,852.235
2005-10-26,852.237
2005-10-27,865.245
2005-10-28,857.103
2005-10-31,866.041
2005-11-01,881.49
2005-11-02,881.787
2005-11-03,879.529
2005-11-04,884.639
2005-11-07,889.319
2005-11-08,893.395
2005-11-09,887.811
