Date,NIHONKABU Standard (Large+Mid Cap)
2012-03-12,796.299
2012-03-13,792.464
2012-03-14,793.749
2012-03-15,805.407
2012-03-16,807.711
2012-03-19,809.322
2012-03-20,806.176
2012-03-21,796.757
2012-03-22,810.749
2012-03-23,802.416
2012-03-26,797.771
2012-03-27,814.219
2012-03-28,817.263
2012-03-29,815.935
2012-03-30,811.618
2012-04-02,816.939
2012-04-03,810.201
2012-04-04,792.82
2012-04-05,791.274
2012-04-06,784.046
2012-04-09,781.284
2012-04-10,785.968
2012-04-11,777.301
2012-04-12,782.025
2012-04-13,786.822
2012-04-16,780.521
2012-04-17,775.738
2012-04-18,786.426
2012-04-19,779.879
2012-04-20,776.306
2012-04-23,779.007
2012-04-24,772.779
2012-04-25,775.16
2012-04-26,781.767
2012-04-27,779.697
2012-04-30,785.605
2012-05-01,767.38
2012-05-02,769.568
2012-05-03,767.653
2012-05-04,772.458
2012-05-07,751.353
2012-05-08,756.968
2012-05-09,749.287
2012-05-10,744.647
2012-05-11,740.002
2012-05-14,740.414
2012-05-15,728.595
2012-05-16,718.002
2012-05-17,733.386
2012-05-18,714.1
2012-05-21,711.982
2012-05-22,715.571
2012-05-23,710.081
2012-05-24,709.016
2012-05-25,707.581
2012-05-28,708.545
2012-05-29,713.876
2012-05-30,715.263
2012-05-31,715.326
2012-06-01,707.734
2012-06-04,692.659
2012-06-05,701.782
2012-06-06,708.148
2012-06-07,715.896
2012-06-08,702.472
2012-06-11,717.262
2012-06-12,710.004
2012-06-13,713.282
2012-06-14,714.06
2012-06-15,719.722
2012-06-18,730.249
2012-06-19,724.974
2012-06-20,734.352
2012-06-21,732.396
2012-06-22,726.97
2012-06-25,728.87
2012-06-26,723.688
2012-06-27,727.508
2012-06-28,745.549
2012-06-29,752.249
2012-07-02,755.974
2012-07-03,758.622
2012-07-04,760.954
2012-07-05,757.128
2012-07-06,756.398
2012-07-09,747.285
2012-07-10,743.073
2012-07-11,740.384
2012-07-12,734.243
2012-07-13,732.641
2012-07-16,737.014
2012-07-17,731.97
2012-07-18,731.381
2012-07-19,740.191
2012-07-20,727.593
2012-07-23,716.335
2012-07-24,714.511
2012-07-25,702.949
2012-07-26,710.243
2012-07-27,719.133
2012-07-30,727.775
2012-07-31,733.92
2012-08-01,725.767
2012-08-02,729.64
2012-08-03,717.96
2012-08-06,733.701
2012-08-07,738.44
2012-08-08,742.58
2012-08-09,746.256
2012-08-10,744.999
2012-08-13,743.814
2012-08-14,740.705
2012-08-15,738.066
2012-08-16,746.903
2012-08-17,751.38
2012-08-20,751.626
2012-08-21,751.707
2012-08-22,750.646
2012-08-23,760.976
2012-08-24,750.886
2012-08-27,749.119
2012-08-28,741.77
2012-08-29,743.297
2012-08-30,738.875
2012-08-31,728.236
2012-09-03,725.35
2012-09-04,722.593
2012-09-05,714.44
2012-09-06,709.948
2012-09-07,736.255
2012-09-10,735.716
2012-09-11,734.846
2012-09-12,744.047
2012-09-13,750.564
2012-09-14,755.581
2012-09-17,750.884
2012-09-18,753.957
2012-09-19,764.22
2012-09-20,753.042
2012-09-21,756.003
2012-09-24,755.436
2012-09-25,758.728
2012-09-26,750.34
2012-09-27,754.619
2012-09-28,744.949
2012-10-01,737.545
2012-10-02,737.732
2012-10-03,729.704
2012-10-04,738.713
2012-10-05,737.651
2012-10-08,742.7
2012-10-09,732.574
2012-10-10,720.362
2012-10-11,716.063
2012-10-12,721.985
2012-10-15,723.091
2012-10-16,731.707
2012-10-17,740.384
2012-10-18,748.529
2012-10-19,749.111
2012-10-22,744.475
2012-10-23,740.484
2012-10-24,733.413
2012-10-25,738.235
2012-10-26,732.869
2012-10-29,728.979
2012-10-30,724.393
2012-10-31,730.829
2012-11-01,728.981
2012-11-02,733.947
2012-11-05,733.281
2012-11-06,729.733
2012-11-07,734.864
2012-11-08,724.77
2012-11-09,723.683
2012-11-12,715.989
2012-11-13,715.832
2012-11-14,708.178
2012-11-15,715.87
2012-11-16,729.003
2012-11-19,740.935
2012-11-20,734.688
2012-11-21,734.108
2012-11-22,742.155
2012-11-23,743.731
2012-11-26,749.169
2012-11-27,749.407
2012-11-28,743.093
2012-11-29,747.974
2012-11-30,748.167
2012-12-03,749.541
2012-12-04,753.252
2012-12-05,748.904
2012-12-06,754.624
2012-12-07,756.219
2012-12-10,754.636
2012-12-11,751.864
2012-12-12,752.391
2012-12-13,754.322
2012-12-14,757.291
2012-12-17,761.783
2012-12-18,768.491
2012-12-19,788.007
2012-12-20,785.752
2012-12-21,782.008
2012-12-24,775.783
2012-12-25,780.741
2012-12-26,782.296
2012-12-27,786.239
2012-12-28,790.675
2012-12-31,787.292
2013-01-01,787.292
2013-01-02,780.924
2013-01-03,783.892
2013-01-04,799.962
2013-01-07,795.312
2013-01-08,792.064
2013-01-09,791.637
2013-01-10,797.757
2013-01-11,799.267
2013-01-14,797.744
2013-01-15,810.314
2013-01-16,794.489
2013-01-17,789.468
2013-01-18,803.545
2013-01-21,797.86
2013-01-22,805.638
2013-01-23,793.137
2013-01-24,788.998
2013-01-25,798.183
2013-01-28,797.807
2013-01-29,804.682
2013-01-30,812.96
2013-01-31,815.901
2013-02-01,806.048
2013-02-04,817.306
2013-02-05,796.948
2013-02-06,822.424
2013-02-07,825.392
2013-02-08,819.427
2013-02-11,813.331
2013-02-12,827.254
2013-02-13,814.333
2013-02-14,815.864
2013-02-15,799.12
2013-02-18,813.743
2013-02-19,817.772
2013-02-20,825.071
2013-02-21,822.022
2013-02-22,819.814
2013-02-25,829.812
2013-02-26,836.026
2013-02-27,824.385
2013-02-28,837.875
2013-03-01,834.375
2013-03-04,841.939
2013-03-05,837.869
2013-03-06,849.297
2013-03-07,840.379
2013-03-08,841.059
2013-03-11,857.869
2013-03-12,856.567
2013-03-13,851.748
2013-03-14,855.972
2013-03-15,876.349
2013-03-18,857.067
2013-03-19,872.803
2013-03-20,866.817
2013-03-21,880.451
2013-03-22,869.199
2013-03-25,878.302
2013-03-26,875.915
2013-03-27,882.927
2013-03-28,877.233
2013-03-29,876.531
2013-04-01,856.341
2013-04-02,845.833
2013-04-03,867.788
2013-04-04,858.722
2013-04-05,875.39
2013-04-08,888.661
2013-04-09,888.248
2013-04-10,900.606
2013-04-11,924.198
2013-04-12,933.398
2013-04-15,928.091
2013-04-16,917.322
2013-04-17,932.395
2013-04-18,914.406
2013-04-19,907.909
2013-04-22,921.564
2013-04-23,918.367
2013-04-24,934.733
2013-04-25,940.519
2013-04-26,949.555
2013-04-29,945.008
2013-04-30,954.666
2013-05-01,948.453
2013-05-02,937.33
2013-05-03,928.614
2013-05-06,925.154
2013-05-07,955.501
2013-05-08,963.964
2013-05-09,948.828
2013-05-10,950.235
2013-05-13,969.365
2013-05-14,964.791
2013-05-15,983.219
2013-05-16,982.572
2013-05-17,977.404
2013-05-20,995.816
2013-05-21,996.365
2013-05-22,992.239
2013-05-23,944.104
2013-05-24,949.231
2013-05-27,917.883
2013-05-28,918.828
2013-05-29,939.126
2013-05-30,903.986
2013-05-31,902.913
2013-06-03,884.611
2013-06-04,903.785
2013-06-05,881.381
2013-06-06,875.977
2013-06-07,874.039
2013-06-10,903.117
2013-06-11,915.872
2013-06-12,922.598
2013-06-13,890.638
2013-06-14,898.34
2013-06-17,919.381
2013-06-18,913.451
2013-06-19,936.548
2013-06-20,894.334
2013-06-21,906.727
2013-06-24,896.108
2013-06-25,885.614
2013-06-26,883.074
2013-06-27,897.636
2013-06-28,918.213
2013-07-01,928.054
2013-07-02,939.112
2013-07-03,947.205
2013-07-04,940.77
2013-07-05,947.306
2013-07-08,932.433
2013-07-09,952.402
2013-07-10,960.15
2013-07-11,972.773
2013-07-12,971.982
2013-07-15,967.602
2013-07-16,980.723
2013-07-17,978.29
2013-07-18,977.252
2013-07-19,972.173
2013-07-22,984.526
2013-07-23,986.585
2013-07-24,980.128
2013-07-25,970.984
2013-07-26,955.724
2013-07-29,925.879
2013-07-30,940.684
2013-07-31,924.183
2013-08-01,942.726
2013-08-02,974.111
2013-08-05,965.516
2013-08-06,982.545
2013-08-07,959.856
2013-08-08,953.54
2013-08-09,951.356
2013-08-12,943.293
2013-08-13,946.009
2013-08-14,959.183
2013-08-15,945.066
2013-08-16,939.695
2013-08-19,941.04
2013-08-20,928.164
2013-08-21,919.775
2013-08-22,908.771
2013-08-23,929.136
2013-08-26,927.015
2013-08-27,934.949
2013-08-28,914.09
2013-08-29,909.523
2013-08-30,904.335
2013-09-02,902.107
2013-09-03,924.278
2013-09-04,932.316
2013-09-05,929.594
2013-09-06,931.869
2013-09-09,945.022
2013-09-10,950.348
2013-09-11,954.083
2013-09-12,958.016
2013-09-13,955.713
2013-09-16,960.985
2013-09-17,951.638
2013-09-18,965.846
2013-09-19,978.26
2013-09-20,979.76
2013-09-23,988.992
2013-09-24,985.071
2013-09-25,983.007
2013-09-26,993.828
2013-09-27,998.168
2013-09-30,979.057
2013-10-01,978.956
2013-10-02,972.304
2013-10-03,972.044
2013-10-04,964.976
2013-10-07,952.943
2013-10-08,954.842
2013-10-09,966.045
2013-10-10,966.87
2013-10-11,979.88
2013-10-14,981.778
2013-10-15,977.753
2013-10-16,974.862
2013-10-17,993.43
2013-10-18,992.407
2013-10-21,994.037
2013-10-22,995.677
2013-10-23,989.189
2013-10-24,993.78
2013-10-25,972.407
2013-10-28,986.08
2013-10-29,978.181
2013-10-30,987.099
2013-10-31,979.045
2013-11-01,963.939
2013-11-04,965.649
2013-11-05,965.657
2013-11-06,972.294
2013-11-07,962.479
2013-11-08,955.189
2013-11-11,962.079
2013-11-12,975.359
2013-11-13,975.617
2013-11-14,982.404
2013-11-15,995.973
2013-11-18,1000.9
2013-11-19,995.057
2013-11-20,994.748
2013-11-21,994.355
2013-11-22,995.094
2013-11-25,999.84
2013-11-26,996.878
2013-11-27,985.846
2013-11-28,996.868
2013-11-29,993.505
2013-12-02,987.054
2013-12-03,995.539
2013-12-04,975.792
2013-12-05,972.568
2013-12-06,971.463
2013-12-09,983.453
2013-12-10,986.422
2013-12-11,985.76
2013-12-12,973.52
2013-12-13,970.059
2013-12-16,958.764
2013-12-17,968.527
2013-12-18,979.513
2013-12-19,980.775
2013-12-20,980.999
2013-12-23,981.943
2013-12-24,976.675
2013-12-25,977.124
2013-12-26,989.639
2013-12-27,994.203
2013-12-30,1002.42
2013-12-31,1001.752
2014-01-01,1001.752
2014-01-02,1002.515
2014-01-03,1007.793
2014-01-06,997.994
2014-01-07,989.906
2014-01-08,1005.925
2014-01-09,998.782
2014-01-10,1005.982
2014-01-13,1013.573
2014-01-14,987.671
2014-01-15,999.409
2014-01-16,1001.674
2014-01-17,1002.486
2014-01-20,1001.358
2014-01-21,1001.095
2014-01-22,1004.537
2014-01-23,1001.245
2014-01-24,995.529
2014-01-27,967.252
2014-01-28,959.785
2014-01-29,989.247
2014-01-30,959.424
2014-01-31,963.367
2014-02-03,951.391
2014-02-04,906.11
2014-02-05,927.284
2014-02-06,919.568
2014-02-07,937.99
2014-02-10,951.968
2014-02-11,948.668
2014-02-12,959.29
2014-02-13,946.598
2014-02-14,936.953
2014-02-17,942.262
2014-02-18,964.624
2014-02-19,961.808
2014-02-20,941.909
2014-02-21,960.367
2014-02-24,959.728
2014-02-25,973.854
2014-02-26,967.166
2014-02-27,962.722
2014-02-28,958.283
2014-03-03,952.13
2014-03-04,951.108
2014-03-05,956.349
2014-03-06,962.044
2014-03-07,966.345
2014-03-10,959.085
2014-03-11,963.99
2014-03-12,947.319
2014-03-13,949.851
2014-03-14,924.813
2014-03-17,916.529
2014-03-18,926.233
2014-03-19,923.496
2014-03-20,901.701
2014-03-21,901.833
2014-03-24,914.755
2014-03-25,914.268
2014-03-26,921.443
2014-03-27,933.947
2014-03-28,933.605
2014-03-31,946.423
2014-04-01,941.664
2014-04-02,946.657
2014-04-03,949.718
2014-04-04,951.971
2014-04-07,940.906
2014-04-08,932.582
2014-04-09,915.815
2014-04-10,917.719
2014-04-11,904.067
2014-04-14,901.305
2014-04-15,905.723
2014-04-16,924.603
2014-04-17,924.38
2014-04-18,929.793
2014-04-21,925.516
2014-04-22,918.764
2014-04-23,929.727
2014-04-24,922.679
2014-04-25,928.22
2014-04-28,915.828
2014-04-29,916.185
2014-04-30,921.804
2014-05-01,936.188
2014-05-02,936.87
2014-05-05,938.063
2014-05-06,943.236
2014-05-07,917.819
2014-05-08,925.685
2014-05-09,929.133
2014-05-12,920.213
2014-05-13,936.496
2014-05-14,943.948
2014-05-15,942.017
2014-05-16,927.921
2014-05-19,923.544
2014-05-20,924.578
2014-05-21,920.295
2014-05-22,934.244
2014-05-23,941.877
2014-05-26,952.213
2014-05-27,950.848
2014-05-28,955.977
2014-05-29,959.948
2014-05-30,958.847
2014-06-02,969.807
2014-06-03,974.026
2014-06-04,976.707
2014-06-05,977.154
2014-06-06,977.261
2014-06-09,977.436
2014-06-10,973.961
2014-06-11,986.813
2014-06-12,986.797
2014-06-13,988.689
2014-06-16,982.873
2014-06-17,982.374
2014-06-18,991.364
2014-06-19,1011.449
2014-06-20,1008.22
2014-06-23,1008.964
2014-06-24,1006.585
2014-06-25,1003.853
2014-06-26,1009.117
2014-06-27,1002.735
2014-06-30,1009.447
2014-07-01,1018.617
2014-07-02,1020.383
2014-07-03,1014.047
2014-07-04,1020.474
2014-07-07,1018.33
2014-07-08,1017.217
2014-07-09,1012.609
2014-07-10,1007.489
2014-07-11,1003.981
2014-07-14,1009.658
2014-07-15,1015.429
2014-07-16,1015.694
2014-07-17,1016.704
2014-07-18,1010.155
2014-07-21,1010.852
2014-07-22,1016.341
2014-07-23,1015.21
2014-07-24,1010.412
2014-07-25,1019.122
2014-07-28,1023.271
2014-07-29,1023.079
2014-07-30,1018.436
2014-07-31,1016.207
2014-08-01,1013.846
2014-08-04,1009.406
2014-08-05,995.873
2014-08-06,990.634
2014-08-07,997.432
2014-08-08,976.114
2014-08-11,992.437
2014-08-12,996.032
2014-08-13,997.703
2014-08-14,1003.837
2014-08-15,1004.406
2014-08-18,1002.443
2014-08-19,1007.164
2014-08-20,1001.718
2014-08-21,1006.424
2014-08-22,999.601
2014-08-25,1004.649
2014-08-26,998.746
2014-08-27,1000.359
2014-08-28,997.617
2014-08-29,994.298
2014-09-01,994.239
2014-09-02,997.523
2014-09-03,1003.124
2014-09-04,998.087
2014-09-05,997.927
2014-09-08,997.049
2014-09-09,990.525
2014-09-10,991.949
2014-09-11,994.806
2014-09-12,992.323
2014-09-15,993.526
2014-09-16,991.494
2014-09-17,984.53
2014-09-18,984.487
2014-09-19,992.134
2014-09-22,991.249
2014-09-23,992.432
2014-09-24,989.083
2014-09-25,1005.267
2014-09-26,995.721
2014-09-29,998.568
2014-09-30,987.043
2014-10-01,981.927
2014-10-02,963.072
2014-10-03,953.207
2014-10-06,968.406
2014-10-07,972.853
2014-10-08,960.749
2014-10-09,954.507
2014-10-10,941.6
2014-10-13,946.512
2014-10-14,926.573
2014-10-15,940.869
2014-10-16,920.431
2014-10-17,901.031
2014-10-20,935.591
2014-10-21,922.693
2014-10-22,941.24
2014-10-23,930.336
2014-10-24,938.181
2014-10-27,951.363
2014-10-28,947.233
2014-10-29,960.354
2014-10-30,959.713
2014-10-31,973.736
2014-11-03,955.956
2014-11-04,991.301
2014-11-05,983.301
2014-11-06,970.805
2014-11-07,973.944
2014-11-10,973.153
2014-11-11,975.153
2014-11-12,982.98
2014-11-13,986.67
2014-11-14,988.05
2014-11-17,964.041
2014-11-18,983.046
2014-11-19,975.457
2014-11-20,972.789
2014-11-21,978.951
2014-11-24,972.088
2014-11-25,983.048
2014-11-26,983.1
2014-11-27,970.376
2014-11-28,976.444
2014-12-01,987.628
2014-12-02,984.925
2014-12-03,981.926
2014-12-04,989.025
2014-12-05,978.998
2014-12-08,984.485
2014-12-09,992.692
2014-12-10,972.663
2014-12-11,959.966
2014-12-12,969.447
2014-12-15,955.616
2014-12-16,946.929
2014-12-17,943.982
2014-12-18,949.24
2014-12-19,968.645
2014-12-22,967.389
2014-12-23,961.097
2014-12-24,971.657
2014-12-25,968.535
2014-12-26,973.238
2014-12-29,969.593
2014-12-30,966.54
2014-12-31,962.348
2015-01-01,962.348
2015-01-02,959.867
2015-01-05,959.443
2015-01-06,938.427
2015-01-07,932.038
2015-01-08,943.031
2015-01-09,952.281
2015-01-12,954.046
2015-01-13,951.048
2015-01-14,951.923
2015-01-15,965.092
2015-01-16,950.601
2015-01-19,957.503
2015-01-20,968.861
2015-01-21,968.57
2015-01-22,966.701
2015-01-23,977.387
2015-01-26,971.104
2015-01-27,996.359
2015-01-28,995.747
2015-01-29,981.245
2015-01-30,986.272
2015-02-02,983.751
2015-02-03,970.379
2015-02-04,988.426
2015-02-05,983.878
2015-02-06,976.201
2015-02-09,985.385
2015-02-10,981.624
2015-02-11,972.613
2015-02-12,999.767
2015-02-13,1002.226
2015-02-16,1010.622
2015-02-17,1007.413
2015-02-18,1020.95
2015-02-19,1030.123
2015-02-20,1036.014
2015-02-23,1037.18
2015-02-24,1038.296
2015-02-25,1040.554
2015-02-26,1045.792
2015-02-27,1045.821
2015-03-02,1041.473
2015-03-03,1047.806
2015-03-04,1040.041
2015-03-05,1040.645
2015-03-06,1044.635
2015-03-09,1037.178
2015-03-10,1031.846
2015-03-11,1029.97
2015-03-12,1046.291
2015-03-13,1056.654
2015-03-16,1053.745
2015-03-17,1063.248
2015-03-18,1074.884
2015-03-19,1070.42
2015-03-20,1079.332
2015-03-23,1092.282
2015-03-24,1087.494
2015-03-25,1096.06
2015-03-26,1082.845
2015-03-27,1078.348
2015-03-30,1073.647
2015-03-31,1062.384
2015-04-01,1055.28
2015-04-02,1071.701
2015-04-03,1078.214
2015-04-06,1082.209
2015-04-07,1083.473
2015-04-08,1092.938
2015-04-09,1094.007
2015-04-10,1091.108
2015-04-13,1087.716
2015-04-14,1101.172
2015-04-15,1099.218
2015-04-16,1106.547
2015-04-17,1102.164
2015-04-20,1096.818
2015-04-21,1113.436
2015-04-22,1119.699
2015-04-23,1124.659
2015-04-24,1126.255
2015-04-27,1124.978
2015-04-28,1134.55
2015-04-29,1133.263
2015-04-30,1100.744
2015-05-01,1092.773
2015-05-04,1092.41
2015-05-05,1093.775
2015-05-06,1099.547
2015-05-07,1090.038
2015-05-08,1096.347
2015-05-11,1101.152
2015-05-12,1104.165
2015-05-13,1112.944
2015-05-14,1102.608
2015-05-15,1113.2
2015-05-18,1122.178
2015-05-19,1118.175
2015-05-20,1120.538
2015-05-21,1123.954
2015-05-22,1121.03
2015-05-25,1129.55
2015-05-26,1115.261
2015-05-27,1109.901
2015-05-28,1114.484
2015-05-29,1116.007
2015-06-01,1114.972
2015-06-02,1115.16
2015-06-03,1111.836
2015-06-04,1110.752
2015-06-05,1095.449
2015-06-08,1094.29
2015-06-09,1084.248
2015-06-10,1095.017
2015-06-11,1099.919
2015-06-12,1105.092
2015-06-15,1103.56
2015-06-16,1095.867
2015-06-17,1083.612
2015-06-18,1082.819
2015-06-19,1094.135
2015-06-22,1102.606
2015-06-23,1115.936
2015-06-24,1113.662
2015-06-25,1113.615
2015-06-26,1109.0
2015-06-29,1092.089
2015-06-30,1097.637
2015-07-01,1095.109
2015-07-02,1102.107
2015-07-03,1108.927
2015-07-06,1088.476
2015-07-07,1103.618
2015-07-08,1076.689
2015-07-09,1073.701
2015-07-10,1064.89
2015-07-13,1078.367
2015-07-14,1095.036
2015-07-15,1095.142
2015-07-16,1104.01
2015-07-17,1106.459
2015-07-20,1103.876
2015-07-21,1114.305
2015-07-22,1099.685
2015-07-23,1105.676
2015-07-24,1102.413
2015-07-27,1096.753
2015-07-28,1085.484
2015-07-29,1086.365
2015-07-30,1091.573
2015-07-31,1103.819
2015-08-03,1102.185
2015-08-04,1101.724
2015-08-05,1096.082
2015-08-06,1104.107
2015-08-07,1112.094
2015-08-10,1116.579
2015-08-11,1111.135
2015-08-12,1105.34
2015-08-13,1101.736
2015-08-14,1100.072
2015-08-17,1104.214
2015-08-18,1103.282
2015-08-19,1089.506
2015-08-20,1078.729
2015-08-21,1055.35
2015-08-24,1024.733
2015-08-25,981.195
2015-08-26,1019.502
2015-08-27,1021.612
2015-08-28,1052.467
2015-08-31,1040.144
2015-09-01,1011.353
2015-09-02,1001.372
2015-09-03,1007.177
2015-09-04,995.35
2015-09-07,995.933
2015-09-08,972.714
2015-09-09,1026.904
2015-09-10,1006.96
2015-09-11,1007.308
2015-09-14,998.564
2015-09-15,997.521
2015-09-16,1003.172
2015-09-17,1013.082
2015-09-18,1000.085
2015-09-21,995.355
2015-09-22,999.419
2015-09-23,995.603
2015-09-24,980.751
2015-09-25,986.238
2015-09-28,987.383
2015-09-29,942.052
2015-09-30,968.228
2015-10-01,992.278
2015-10-02,997.327
2015-10-05,1001.65
2015-10-06,1010.944
2015-10-07,1025.759
2015-10-08,1019.268
2015-10-09,1039.174
2015-10-12,1042.64
2015-10-13,1033.164
2015-10-14,1015.491
2015-10-15,1035.15
2015-10-16,1041.838
2015-10-19,1030.363
2015-10-20,1030.686
2015-10-21,1049.914
2015-10-22,1039.948
2015-10-23,1054.765
2015-10-26,1065.004
2015-10-27,1059.144
2015-10-28,1060.295
2015-10-29,1054.608
2015-10-30,1066.6
2015-11-02,1044.833
2015-11-03,1040.521
2015-11-04,1047.258
2015-11-05,1057.397
2015-11-06,1049.388
2015-11-09,1068.043
2015-11-10,1067.518
2015-11-11,1073.549
2015-11-12,1072.07
2015-11-13,1066.927
2015-11-16,1054.621
2015-11-17,1061.091
2015-11-18,1060.635
2015-11-19,1076.611
2015-11-20,1077.491
2015-11-23,1076.001
2015-11-24,1081.413
2015-11-25,1070.166
2015-11-26,1078.385
2015-11-27,1070.949
2015-11-30,1055.562
2015-12-01,1074.321
2015-12-02,1068.977
2015-12-03,1072.048
2015-12-04,1052.751
2015-12-07,1058.962
2015-12-08,1050.436
2015-12-09,1049.41
2015-12-10,1044.408
2015-12-11,1055.741
2015-12-14,1042.101
2015-12-15,1015.828
2015-12-16,1043.004
2015-12-17,1051.303
2015-12-18,1041.716
2015-12-21,1041.778
2015-12-22,1045.038
2015-12-23,1044.217
2015-12-24,1044.629
2015-12-25,1039.59
2015-12-28,1048.605
2015-12-29,1055.895
2015-12-30,1057.369
2015-12-31,1059.786
2016-01-01,1059.786
2016-01-04,1042.531
2016-01-05,1039.944
2016-01-06,1032.863
2016-01-07,1014.873
2016-01-08,1011.618
2016-01-11,1014.807
2016-01-12,978.724
2016-01-13,1003.777
2016-01-14,980.598
2016-01-15,987.75
2016-01-18,973.603
2016-01-19,972.683
2016-01-20,948.66
2016-01-21,914.16
2016-01-22,955.905
2016-01-25,966.87
2016-01-26,945.148
2016-01-27,970.996
2016-01-28,964.413
2016-01-29,972.874
2016-02-01,994.419
2016-02-02,993.839
2016-02-03,979.475
2016-02-04,975.563
2016-02-05,962.449
2016-02-08,981.429
2016-02-09,933.391
2016-02-10,907.694
2016-02-11,929.194
2016-02-12,871.942
2016-02-15,929.703
2016-02-16,939.399
2016-02-17,923.871
2016-02-18,949.984
2016-02-19,942.802
2016-02-22,946.529
2016-02-23,948.166
2016-02-24,949.989
2016-02-25,953.5
2016-02-26,946.245
2016-02-29,944.694
2016-03-01,940.717
2016-03-02,974.919
2016-03-03,992.978
2016-03-04,994.653
2016-03-07,986.553
2016-03-08,985.285
2016-03-09,970.985
2016-03-10,980.217
2016-03-11,984.174
2016-03-14,998.0
2016-03-15,997.474
2016-03-16,981.802
2016-03-17,1000.955
2016-03-18,988.817
2016-03-21,986.868
2016-03-22,1003.769
2016-03-23,991.622
2016-03-24,983.934
2016-03-25,994.301
2016-03-28,999.986
2016-03-29,1003.479
2016-03-30,994.473
2016-03-31,989.442
2016-04-01,955.177
2016-04-04,964.676
2016-04-05,946.412
2016-04-06,950.23
2016-04-07,972.245
2016-04-08,978.908
2016-04-11,977.373
2016-04-12,986.817
2016-04-13,1006.688
2016-04-14,1038.196
2016-04-15,1034.639
2016-04-18,1001.233
2016-04-19,1029.828
2016-04-20,1033.357
2016-04-21,1053.636
2016-04-22,1046.098
2016-04-25,1047.179
2016-04-26,1037.852
2016-04-27,1029.751
2016-04-28,1020.027
2016-04-29,1034.946
2016-05-02,1006.855
2016-05-03,1009.936
2016-05-04,1003.324
2016-05-05,998.84
2016-05-06,1004.1
2016-05-09,994.196
2016-05-10,1009.162
2016-05-11,1012.387
2016-05-12,1013.673
2016-05-13,996.173
2016-05-16,1001.147
2016-05-17,1010.418
2016-05-18,1006.536
2016-05-19,1001.187
2016-05-20,1000.669
2016-05-23,1005.737
2016-05-24,991.881
2016-05-25,1001.901
2016-05-26,1007.294
2016-05-27,1011.199
2016-05-30,1012.286
2016-05-31,1024.575
2016-06-01,1023.67
2016-06-02,1008.792
2016-06-03,1029.347
2016-06-06,1020.826
2016-06-07,1027.644
2016-06-08,1041.216
2016-06-09,1031.754
2016-06-10,1022.478
2016-06-13,992.378
2016-06-14,987.087
2016-06-15,992.125
2016-06-16,982.665
2016-06-17,987.409
2016-06-20,1008.491
2016-06-21,1019.677
2016-06-22,1010.932
2016-06-23,1013.272
2016-06-24,970.608
2016-06-27,990.626
2016-06-28,979.004
2016-06-29,1000.174
2016-06-30,998.903
2016-07-01,1004.408
2016-07-04,1012.494
2016-07-05,1017.619
2016-07-06,1005.374
2016-07-07,999.946
2016-07-08,989.812
2016-07-11,1007.089
2016-07-12,1013.262
2016-07-13,1028.505
2016-07-14,1026.359
2016-07-15,1028.446
2016-07-18,1027.863
2016-07-19,1033.589
2016-07-20,1028.953
2016-07-21,1040.022
2016-07-22,1031.042
2016-07-25,1030.643
2016-07-26,1029.416
2016-07-27,1031.658
2016-07-28,1027.437
2016-07-29,1063.671
2016-08-01,1065.265
2016-08-02,1061.509
2016-08-03,1035.895
2016-08-04,1048.385
2016-08-05,1039.232
2016-08-08,1054.72
2016-08-09,1070.712
2016-08-10,1074.644
2016-08-11,1074.008
2016-08-12,1084.97
2016-08-15,1078.598
2016-08-16,1069.751
2016-08-17,1084.313
2016-08-18,1068.012
2016-08-19,1072.812
2016-08-22,1077.389
2016-08-23,1073.452
2016-08-24,1076.706
2016-08-25,1075.109
2016-08-26,1060.952
2016-08-29,1066.546
2016-08-30,1060.064
2016-08-31,1067.053
2016-09-01,1075.904
2016-09-02,1069.28
2016-09-05,1079.719
2016-09-06,1097.451
2016-09-07,1099.813
2016-09-08,1097.042
2016-09-09,1084.1
2016-09-12,1075.142
2016-09-13,1071.969
2016-09-14,1060.75
2016-09-15,1051.152
2016-09-16,1060.29
2016-09-19,1065.29
2016-09-20,1070.951
2016-09-21,1110.975
2016-09-22,1109.983
2016-09-23,1103.348
2016-09-26,1097.482
2016-09-27,1108.839
2016-09-28,1096.232
2016-09-29,1096.857
2016-09-30,1083.922
2016-10-03,1086.244
2016-10-04,1080.854
2016-10-05,1080.502
2016-10-06,1081.372
2016-10-07,1087.435
2016-10-10,1082.763
2016-10-11,1087.159
2016-10-12,1071.567
2016-10-13,1076.886
2016-10-14,1071.505
2016-10-17,1078.967
2016-10-18,1082.099
2016-10-19,1088.77
2016-10-20,1093.139
2016-10-21,1090.48
2016-10-24,1087.147
2016-10-25,1092.131
2016-10-26,1097.805
2016-10-27,1090.621
2016-10-28,1094.602
2016-10-31,1099.109
2016-11-01,1104.446
2016-11-02,1098.42
2016-11-03,1099.165
2016-11-04,1081.725
2016-11-07,1079.033
2016-11-08,1078.121
2016-11-09,1030.067
2016-11-10,1071.863
2016-11-11,1074.612
2016-11-14,1072.636
2016-11-15,1071.012
2016-11-16,1079.791
2016-11-17,1082.149
2016-11-18,1072.906
2016-11-21,1081.64
2016-11-22,1080.672
2016-11-23,1065.122
2016-11-24,1072.909
2016-11-25,1079.11
2016-11-28,1089.173
