Date,IRELAND GROWTH Standard (Large+Mid Cap)
2001-12-04,185.12
2001-12-05,186.822
2001-12-06,188.224
2001-12-07,187.586
2001-12-10,186.458
2001-12-11,181.247
2001-12-12,178.544
2001-12-13,178.533
2001-12-14,174.583
2001-12-17,182.291
2001-12-18,182.726
2001-12-19,182.033
2001-12-20,184.411
2001-12-21,187.809
2001-12-24,185.935
2001-12-25,185.935
2001-12-26,186.094
2001-12-27,188.261
2001-12-28,190.457
2001-12-31,193.831
2002-01-01,193.831
2002-01-02,191.046
2002-01-03,186.977
2002-01-04,186.298
2002-01-07,186.523
2002-01-08,185.277
2002-01-09,184.392
2002-01-10,183.692
2002-01-11,185.268
2002-01-14,186.509
2002-01-15,188.678
2002-01-16,187.417
2002-01-17,187.625
2002-01-18,176.856
2002-01-21,175.587
2002-01-22,175.095
2002-01-23,175.201
2002-01-24,176.147
2002-01-25,171.745
2002-01-28,166.922
2002-01-29,165.46
2002-01-30,146.799
2002-01-31,148.174
2002-02-01,153.028
2002-02-04,123.815
2002-02-05,113.989
2002-02-06,117.458
2002-02-07,113.173
2002-02-08,113.038
2002-02-11,114.133
2002-02-12,116.024
2002-02-13,116.339
2002-02-14,115.338
2002-02-15,115.145
2002-02-18,114.261
2002-02-19,115.393
2002-02-20,113.801
2002-02-21,115.114
2002-02-22,112.314
2002-02-25,112.395
2002-02-26,113.054
2002-02-27,113.722
2002-02-28,114.913
2002-03-01,114.944
2002-03-04,118.036
2002-03-05,117.961
2002-03-06,118.297
2002-03-07,119.748
2002-03-08,119.079
2002-03-11,120.365
2002-03-12,120.532
2002-03-13,122.085
2002-03-14,122.009
2002-03-15,121.963
2002-03-18,122.376
2002-03-19,121.7
2002-03-20,119.014
2002-03-21,119.955
2002-03-22,121.257
2002-03-25,121.352
2002-03-26,118.255
2002-03-27,117.489
2002-03-28,118.284
2002-03-29,118.284
2002-04-01,119.254
2002-04-02,120.775
2002-04-03,119.675
2002-04-04,118.075
2002-04-05,117.331
2002-04-08,116.52
2002-04-09,115.486
2002-04-10,114.841
2002-04-11,112.42
2002-04-12,112.15
2002-04-15,114.318
2002-04-16,113.18
2002-04-17,115.436
2002-04-18,113.3
2002-04-19,113.396
2002-04-22,114.621
2002-04-23,113.651
2002-04-24,114.746
2002-04-25,115.447
2002-04-26,117.797
2002-04-29,117.995
2002-04-30,116.216
2002-05-01,118.204
2002-05-02,116.874
2002-05-03,119.565
2002-05-06,119.965
2002-05-07,116.269
2002-05-08,115.026
2002-05-09,115.93
2002-05-10,115.611
2002-05-13,115.656
2002-05-14,116.12
2002-05-15,115.069
2002-05-16,112.758
2002-05-17,115.008
2002-05-20,117.4
2002-05-21,113.195
2002-05-22,116.985
2002-05-23,117.589
2002-05-24,116.108
2002-05-27,116.573
2002-05-28,116.529
2002-05-29,118.883
2002-05-30,118.52
2002-05-31,119.073
2002-06-03,119.551
2002-06-04,119.73
2002-06-05,119.801
2002-06-06,121.237
2002-06-07,120.796
2002-06-10,120.684
2002-06-11,121.134
2002-06-12,119.966
2002-06-13,118.438
2002-06-14,114.987
2002-06-17,114.837
2002-06-18,114.63
2002-06-19,115.21
2002-06-20,113.014
2002-06-21,114.746
2002-06-24,116.16
2002-06-25,115.527
2002-06-26,115.097
2002-06-27,113.93
2002-06-28,116.5
2002-07-01,115.971
2002-07-02,114.769
2002-07-03,109.645
2002-07-04,110.109
2002-07-05,111.147
2002-07-08,111.503
2002-07-09,113.561
2002-07-10,111.077
2002-07-11,108.573
2002-07-12,110.494
2002-07-15,109.773
2002-07-16,109.975
2002-07-17,110.837
2002-07-18,112.292
2002-07-19,110.96
2002-07-22,107.651
2002-07-23,103.449
2002-07-24,95.322
2002-07-25,99.29
2002-07-26,99.525
2002-07-29,101.319
2002-07-30,100.386
2002-07-31,105.416
2002-08-01,106.776
2002-08-02,108.489
2002-08-05,107.753
2002-08-06,108.019
2002-08-07,110.026
2002-08-08,110.215
2002-08-09,110.138
2002-08-12,110.892
2002-08-13,114.52
2002-08-14,117.394
2002-08-15,119.945
2002-08-16,118.097
2002-08-19,116.742
2002-08-20,113.996
2002-08-21,115.084
2002-08-22,114.012
2002-08-23,112.104
2002-08-26,112.37
2002-08-27,113.63
2002-08-28,112.628
2002-08-29,110.995
2002-08-30,112.446
2002-09-02,110.89
2002-09-03,106.407
2002-09-04,105.237
2002-09-05,104.185
2002-09-06,105.661
2002-09-09,106.322
2002-09-10,107.507
2002-09-11,109.495
2002-09-12,106.371
2002-09-13,104.538
2002-09-16,104.108
2002-09-17,106.271
2002-09-18,103.424
2002-09-19,103.04
2002-09-20,103.889
2002-09-23,101.128
2002-09-24,97.778
2002-09-25,97.63
2002-09-26,101.637
2002-09-27,100.428
2002-09-30,99.621
2002-10-01,100.543
2002-10-02,102.636
2002-10-03,101.872
2002-10-04,100.481
2002-10-07,96.964
2002-10-08,95.389
2002-10-09,93.18
2002-10-10,93.974
2002-10-11,98.971
2002-10-14,98.66
2002-10-15,101.398
2002-10-16,99.564
2002-10-17,102.135
2002-10-18,104.421
2002-10-21,104.18
2002-10-22,106.158
2002-10-23,105.37
2002-10-24,106.885
2002-10-25,108.04
2002-10-28,111.286
2002-10-29,109.719
2002-10-30,109.289
2002-10-31,113.85
2002-11-01,115.565
2002-11-04,120.472
2002-11-05,118.406
2002-11-06,115.959
2002-11-07,116.195
2002-11-08,115.429
2002-11-11,115.01
2002-11-12,117.952
2002-11-13,117.745
2002-11-14,116.222
2002-11-15,116.475
2002-11-18,117.658
2002-11-19,117.405
2002-11-20,115.189
2002-11-21,115.992
2002-11-22,113.866
2002-11-25,113.589
2002-11-26,112.66
2002-11-27,113.936
2002-11-28,115.368
2002-11-29,115.598
2002-12-02,116.376
2002-12-03,112.905
2002-12-04,115.294
2002-12-05,111.406
2002-12-06,111.648
2002-12-09,109.006
2002-12-10,110.952
2002-12-11,112.281
2002-12-12,108.53
2002-12-13,108.45
2002-12-16,109.511
2002-12-17,108.674
2002-12-18,106.894
2002-12-19,106.819
2002-12-20,107.822
2002-12-23,106.782
2002-12-24,107.224
2002-12-25,107.224
2002-12-26,107.495
2002-12-27,107.474
2002-12-30,109.192
2002-12-31,109.976
2003-01-01,109.976
2003-01-02,111.739
2003-01-03,114.777
2003-01-06,116.495
2003-01-07,115.233
2003-01-08,113.918
2003-01-09,115.435
2003-01-10,116.514
2003-01-13,116.085
2003-01-14,116.474
2003-01-15,113.973
2003-01-16,112.274
2003-01-17,111.616
2003-01-20,112.371
2003-01-21,112.294
2003-01-22,111.47
2003-01-23,110.065
2003-01-24,111.022
2003-01-27,107.687
2003-01-28,106.392
2003-01-29,105.753
2003-01-30,109.255
2003-01-31,109.132
2003-02-03,112.55
2003-02-04,110.063
2003-02-05,109.415
2003-02-06,108.074
2003-02-07,107.774
2003-02-10,108.559
2003-02-11,108.997
2003-02-12,109.033
2003-02-13,112.93
2003-02-14,113.924
2003-02-17,114.255
2003-02-18,114.871
2003-02-19,114.318
2003-02-20,116.527
2003-02-21,115.454
2003-02-24,112.977
2003-02-25,109.765
2003-02-26,109.715
2003-02-27,110.347
2003-02-28,112.792
2003-03-03,113.628
2003-03-04,113.653
2003-03-05,113.224
2003-03-06,112.797
2003-03-07,112.37
2003-03-10,112.862
2003-03-11,109.279
2003-03-12,106.537
2003-03-13,107.051
2003-03-14,108.751
2003-03-17,108.16
2003-03-18,110.925
2003-03-19,111.392
2003-03-20,111.249
2003-03-21,114.403
2003-03-24,114.165
2003-03-25,112.147
2003-03-26,113.946
2003-03-27,113.347
2003-03-28,111.335
2003-03-31,111.844
2003-04-01,112.754
2003-04-02,112.345
2003-04-03,113.233
2003-04-04,114.673
2003-04-07,114.925
2003-04-08,114.641
2003-04-09,115.809
2003-04-10,115.264
2003-04-11,115.474
2003-04-14,116.355
2003-04-15,118.785
2003-04-16,122.453
2003-04-17,121.357
2003-04-18,121.357
2003-04-21,120.834
2003-04-22,121.856
2003-04-23,124.271
2003-04-24,124.646
2003-04-25,123.024
2003-04-28,124.314
2003-04-29,124.769
2003-04-30,125.748
2003-05-01,126.903
2003-05-02,127.574
2003-05-05,128.233
2003-05-06,130.522
2003-05-07,130.278
2003-05-08,129.631
2003-05-09,130.401
2003-05-12,131.59
2003-05-13,129.36
2003-05-14,130.158
2003-05-15,132.888
2003-05-16,134.558
2003-05-19,131.782
2003-05-20,131.419
2003-05-21,131.968
2003-05-22,134.7
2003-05-23,133.526
2003-05-26,134.109
2003-05-27,134.197
2003-05-28,131.055
2003-05-29,131.8
2003-05-30,127.774
2003-06-02,127.296
2003-06-03,132.284
2003-06-04,132.415
2003-06-05,134.513
2003-06-06,131.851
2003-06-09,131.902
2003-06-10,127.632
2003-06-11,126.941
2003-06-12,128.421
2003-06-13,130.078
2003-06-16,132.41
2003-06-17,134.308
2003-06-18,132.482
2003-06-19,130.279
2003-06-20,130.871
2003-06-23,128.584
2003-06-24,129.647
2003-06-25,130.324
2003-06-26,126.796
2003-06-27,127.027
2003-06-30,127.29
2003-07-01,126.938
2003-07-02,125.546
2003-07-03,124.751
2003-07-04,124.598
2003-07-07,123.518
2003-07-08,121.621
2003-07-09,120.729
2003-07-10,123.332
2003-07-11,123.704
2003-07-14,124.872
2003-07-15,124.035
2003-07-16,121.52
2003-07-17,122.509
2003-07-18,122.864
2003-07-21,123.127
2003-07-22,124.386
2003-07-23,124.986
2003-07-24,123.956
2003-07-25,123.598
2003-07-28,123.59
2003-07-29,122.115
2003-07-30,121.31
2003-07-31,119.737
2003-08-01,120.28
2003-08-04,120.759
2003-08-05,120.214
2003-08-06,120.371
2003-08-07,122.911
2003-08-08,122.449
2003-08-11,122.702
2003-08-12,122.455
2003-08-13,122.296
2003-08-14,121.787
2003-08-15,121.744
2003-08-18,121.101
2003-08-19,121.495
2003-08-20,120.948
2003-08-21,120.532
2003-08-22,118.939
2003-08-25,121.648
2003-08-26,119.584
2003-08-27,120.124
2003-08-28,120.723
2003-08-29,121.905
2003-09-01,123.054
2003-09-02,120.926
2003-09-03,120.436
2003-09-04,121.53
2003-09-05,124.195
2003-09-08,125.832
2003-09-09,126.242
2003-09-10,126.108
2003-09-11,124.532
2003-09-12,126.114
2003-09-15,126.725
2003-09-16,127.53
2003-09-17,131.004
2003-09-18,130.329
2003-09-19,129.238
2003-09-22,132.818
2003-09-23,131.477
2003-09-24,129.823
2003-09-25,127.935
2003-09-26,127.51
2003-09-29,127.481
2003-09-30,127.553
2003-10-01,128.059
2003-10-02,127.135
2003-10-03,127.965
2003-10-06,127.845
2003-10-07,129.06
2003-10-08,129.7
2003-10-09,130.673
2003-10-10,130.506
2003-10-13,129.08
2003-10-14,130.367
2003-10-15,131.064
2003-10-16,130.775
2003-10-17,129.677
2003-10-20,129.578
2003-10-21,130.276
2003-10-22,130.424
2003-10-23,129.968
2003-10-24,130.501
2003-10-27,130.711
2003-10-28,130.752
2003-10-29,131.806
2003-10-30,132.374
2003-10-31,131.407
2003-11-03,128.966
2003-11-04,129.185
2003-11-05,127.818
2003-11-06,127.648
2003-11-07,130.001
2003-11-10,129.627
2003-11-11,130.105
2003-11-12,131.209
2003-11-13,132.002
2003-11-14,131.779
2003-11-17,130.106
2003-11-18,130.701
2003-11-19,131.058
2003-11-20,130.474
2003-11-21,130.02
2003-11-24,128.525
2003-11-25,128.687
2003-11-26,129.955
2003-11-27,130.145
2003-11-28,132.324
2003-12-01,135.062
2003-12-02,136.874
2003-12-03,137.568
2003-12-04,138.111
2003-12-05,138.277
2003-12-08,139.147
2003-12-09,139.92
2003-12-10,138.295
2003-12-11,136.951
2003-12-12,138.1
2003-12-15,139.775
2003-12-16,137.931
2003-12-17,138.858
2003-12-18,140.526
2003-12-19,142.48
2003-12-22,144.089
2003-12-23,144.543
2003-12-24,144.95
2003-12-25,144.95
2003-12-26,144.892
2003-12-29,145.901
2003-12-30,146.651
2003-12-31,147.652
2004-01-01,147.652
2004-01-02,148.942
2004-01-05,152.163
2004-01-06,152.388
2004-01-07,153.496
2004-01-08,155.406
2004-01-09,157.253
2004-01-12,158.162
2004-01-13,158.165
2004-01-14,159.452
2004-01-15,158.968
2004-01-16,156.275
2004-01-19,156.386
2004-01-20,158.622
2004-01-21,160.114
2004-01-22,163.489
2004-01-23,160.667
2004-01-26,158.448
2004-01-27,158.049
2004-01-28,153.493
2004-01-29,151.681
2004-01-30,151.595
2004-02-02,151.104
2004-02-03,153.375
2004-02-04,153.342
2004-02-05,153.491
2004-02-06,155.036
2004-02-09,157.534
2004-02-10,155.614
2004-02-11,154.926
2004-02-12,156.288
2004-02-13,155.748
2004-02-16,154.78
2004-02-17,155.341
2004-02-18,161.124
2004-02-19,164.782
2004-02-20,160.731
2004-02-23,163.43
2004-02-24,162.487
2004-02-25,160.764
2004-02-26,160.017
2004-02-27,162.135
2004-03-01,167.378
2004-03-02,168.67
2004-03-03,166.704
2004-03-04,166.286
2004-03-05,169.644
2004-03-08,170.407
2004-03-09,170.897
2004-03-10,167.756
2004-03-11,164.887
2004-03-12,164.538
2004-03-15,164.73
2004-03-16,166.477
2004-03-17,166.376
2004-03-18,170.907
2004-03-19,173.556
2004-03-22,170.051
2004-03-23,171.826
2004-03-24,170.571
2004-03-25,172.136
2004-03-26,171.624
2004-03-29,171.931
2004-03-30,171.86
2004-03-31,173.714
2004-04-01,176.469
2004-04-02,176.225
2004-04-05,175.869
2004-04-06,177.907
2004-04-07,179.077
2004-04-08,177.644
2004-04-09,177.644
2004-04-12,177.145
2004-04-13,176.163
2004-04-14,176.211
2004-04-15,176.043
2004-04-16,176.651
2004-04-19,180.029
2004-04-20,180.769
2004-04-21,179.379
2004-04-22,181.992
2004-04-23,185.422
2004-04-26,185.117
2004-04-27,186.343
2004-04-28,183.569
2004-04-29,185.058
2004-04-30,182.044
2004-05-03,181.543
2004-05-04,181.456
2004-05-05,180.121
2004-05-06,178.826
2004-05-07,177.921
2004-05-10,169.156
2004-05-11,173.053
2004-05-12,171.224
2004-05-13,174.542
2004-05-14,173.931
2004-05-17,177.679
2004-05-18,178.094
2004-05-19,182.388
2004-05-20,177.014
2004-05-21,178.74
2004-05-24,177.263
2004-05-25,178.876
2004-05-26,181.656
2004-05-27,183.556
2004-05-28,184.176
2004-05-31,184.787
2004-06-01,184.657
2004-06-02,185.656
2004-06-03,187.123
2004-06-04,187.968
2004-06-07,189.028
2004-06-08,189.087
2004-06-09,185.066
2004-06-10,183.529
2004-06-11,184.198
2004-06-14,182.233
2004-06-15,182.858
2004-06-16,183.079
2004-06-17,184.423
2004-06-18,187.364
2004-06-21,184.878
2004-06-22,185.412
2004-06-23,185.779
2004-06-24,188.981
2004-06-25,189.493
2004-06-28,195.379
2004-06-29,193.214
2004-06-30,194.616
2004-07-01,194.532
2004-07-02,196.999
2004-07-05,195.765
2004-07-06,195.811
2004-07-07,197.854
2004-07-08,199.277
2004-07-09,198.786
2004-07-12,197.914
2004-07-13,196.02
2004-07-14,198.67
2004-07-15,198.128
2004-07-16,198.727
2004-07-19,198.666
2004-07-20,195.976
2004-07-21,195.766
2004-07-22,188.604
2004-07-23,187.138
2004-07-26,187.448
2004-07-27,180.131
2004-07-28,183.094
2004-07-29,183.019
2004-07-30,184.312
2004-08-02,184.762
2004-08-03,185.175
2004-08-04,183.025
2004-08-05,183.077
2004-08-06,179.353
2004-08-09,177.835
2004-08-10,176.19
2004-08-11,181.852
2004-08-12,186.11
2004-08-13,185.48
2004-08-16,187.838
2004-08-17,190.967
2004-08-18,188.805
2004-08-19,190.71
2004-08-20,190.646
2004-08-23,190.023
2004-08-24,188.941
2004-08-25,188.382
2004-08-26,190.868
2004-08-27,191.344
2004-08-30,190.843
2004-08-31,191.371
2004-09-01,196.293
2004-09-02,194.888
2004-09-03,194.341
2004-09-06,195.368
2004-09-07,196.704
2004-09-08,197.919
2004-09-09,197.858
2004-09-10,199.422
2004-09-13,198.289
2004-09-14,200.593
2004-09-15,199.203
2004-09-16,199.514
2004-09-17,201.786
2004-09-20,201.022
2004-09-21,203.658
2004-09-22,201.851
2004-09-23,199.967
2004-09-24,199.386
2004-09-27,199.417
2004-09-28,200.306
2004-09-29,200.967
2004-09-30,200.817
2004-10-01,201.106
2004-10-04,201.315
2004-10-05,200.064
2004-10-06,199.893
2004-10-07,198.622
2004-10-08,197.661
2004-10-11,197.956
2004-10-12,195.661
2004-10-13,194.444
2004-10-14,194.251
2004-10-15,194.827
2004-10-18,197.509
2004-10-19,199.201
2004-10-20,199.364
2004-10-21,200.606
2004-10-22,205.577
2004-10-25,206.046
2004-10-26,206.515
2004-10-27,207.638
2004-10-28,210.237
2004-10-29,208.152
2004-11-01,210.216
2004-11-02,211.996
2004-11-03,215.893
2004-11-04,214.863
2004-11-05,220.126
2004-11-08,225.125
2004-11-09,224.338
2004-11-10,225.033
2004-11-11,224.187
2004-11-12,227.316
2004-11-15,233.122
2004-11-16,229.188
2004-11-17,230.923
2004-11-18,229.964
2004-11-19,226.436
2004-11-22,226.246
2004-11-23,225.227
2004-11-24,225.354
2004-11-25,225.022
2004-11-26,225.832
2004-11-29,227.193
2004-11-30,222.266
2004-12-01,225.405
2004-12-02,226.398
2004-12-03,228.625
2004-12-06,229.9
2004-12-07,228.574
2004-12-08,227.554
2004-12-09,228.242
2004-12-10,230.036
2004-12-13,231.145
2004-12-14,231.659
2004-12-15,234.394
2004-12-16,232.402
2004-12-17,231.467
2004-12-20,232.072
2004-12-21,229.778
2004-12-22,230.301
2004-12-23,231.096
2004-12-24,231.695
2004-12-27,233.141
2004-12-28,232.807
2004-12-29,235.193
2004-12-30,236.088
2004-12-31,234.531
2005-01-03,232.262
2005-01-04,235.726
2005-01-05,233.833
2005-01-06,233.162
2005-01-07,232.346
2005-01-10,235.172
2005-01-11,236.663
2005-01-12,241.494
2005-01-13,241.71
2005-01-14,237.578
2005-01-17,242.234
2005-01-18,240.477
2005-01-19,241.871
2005-01-20,240.201
2005-01-21,237.451
2005-01-24,235.352
2005-01-25,235.088
2005-01-26,237.068
2005-01-27,238.119
2005-01-28,235.851
2005-01-31,233.551
2005-02-01,237.917
2005-02-02,238.943
2005-02-03,240.524
2005-02-04,243.655
2005-02-07,242.645
2005-02-08,239.443
2005-02-09,239.978
2005-02-10,240.884
2005-02-11,244.308
2005-02-14,247.306
2005-02-15,248.071
2005-02-16,246.867
2005-02-17,250.774
2005-02-18,249.354
2005-02-21,248.522
2005-02-22,249.664
2005-02-23,244.182
2005-02-24,242.841
2005-02-25,243.802
2005-02-28,204.367
2005-03-01,204.477
2005-03-02,201.596
2005-03-03,199.682
2005-03-04,200.258
2005-03-07,198.459
2005-03-08,202.245
2005-03-09,200.232
2005-03-10,199.283
2005-03-11,198.86
2005-03-14,197.488
2005-03-15,197.931
2005-03-16,197.343
2005-03-17,198.629
2005-03-18,197.516
2005-03-21,195.913
2005-03-22,196.729
2005-03-23,192.439
2005-03-24,192.716
2005-03-25,192.716
2005-03-28,191.363
2005-03-29,191.176
2005-03-30,190.15
2005-03-31,181.972
2005-04-01,183.98
2005-04-04,181.914
2005-04-05,183.36
2005-04-06,185.427
2005-04-07,185.709
2005-04-08,186.407
2005-04-11,187.872
2005-04-12,186.148
2005-04-13,188.667
2005-04-14,186.878
2005-04-15,186.131
2005-04-18,183.856
2005-04-19,184.543
2005-04-20,185.078
2005-04-21,184.718
2005-04-22,184.051
2005-04-25,181.348
2005-04-26,180.765
2005-04-27,177.763
2005-04-28,176.301
2005-04-29,179.266
2005-05-02,178.28
2005-05-03,182.016
2005-05-04,184.504
2005-05-05,188.124
2005-05-06,185.53
2005-05-09,184.185
2005-05-10,185.723
2005-05-11,183.576
2005-05-12,185.598
2005-05-13,185.288
2005-05-16,185.336
2005-05-17,185.289
2005-05-18,189.211
2005-05-19,189.325
2005-05-20,187.32
2005-05-23,190.415
2005-05-24,189.726
2005-05-25,189.913
2005-05-26,191.025
2005-05-27,191.202
2005-05-30,191.075
2005-05-31,187.271
2005-06-01,188.717
2005-06-02,187.596
2005-06-03,188.013
2005-06-06,188.151
2005-06-07,188.853
2005-06-08,189.52
2005-06-09,185.913
2005-06-10,186.032
2005-06-13,186.181
2005-06-14,187.227
2005-06-15,188.962
2005-06-16,188.845
2005-06-17,193.083
2005-06-20,191.58
2005-06-21,191.444
2005-06-22,190.304
2005-06-23,189.477
2005-06-24,190.146
2005-06-27,189.794
2005-06-28,188.299
2005-06-29,189.646
2005-06-30,191.855
2005-07-01,190.6
2005-07-04,189.08
2005-07-05,187.455
2005-07-06,189.167
2005-07-07,187.104
2005-07-08,188.226
2005-07-11,192.101
2005-07-12,193.741
2005-07-13,193.114
2005-07-14,193.8
2005-07-15,192.86
2005-07-18,194.656
2005-07-19,196.349
2005-07-20,195.331
2005-07-21,199.677
2005-07-22,200.087
2005-07-25,198.89
2005-07-26,198.012
2005-07-27,200.201
2005-07-28,201.117
2005-07-29,201.522
2005-08-01,204.386
2005-08-02,203.619
2005-08-03,204.628
2005-08-04,203.668
2005-08-05,202.515
2005-08-08,203.326
2005-08-09,203.795
2005-08-10,205.053
2005-08-11,205.05
2005-08-12,204.095
2005-08-15,201.442
2005-08-16,201.1
2005-08-17,200.113
2005-08-18,197.594
2005-08-19,197.047
2005-08-22,198.951
2005-08-23,197.859
2005-08-24,196.42
2005-08-25,195.965
2005-08-26,197.114
2005-08-29,197.189
2005-08-30,193.169
2005-08-31,196.308
2005-09-01,200.531
2005-09-02,203.156
2005-09-05,202.079
2005-09-06,204.269
2005-09-07,203.452
2005-09-08,202.85
2005-09-09,201.907
2005-09-12,198.278
2005-09-13,195.803
2005-09-14,195.612
2005-09-15,193.873
2005-09-16,192.536
2005-09-19,191.96
2005-09-20,192.952
2005-09-21,192.257
2005-09-22,189.505
2005-09-23,191.233
2005-09-26,191.685
2005-09-27,191.456
2005-09-28,193.061
2005-09-29,192.423
2005-09-30,195.512
2005-10-03,193.317
2005-10-04,195.744
2005-10-05,194.358
2005-10-06,194.952
2005-10-07,194.044
2005-10-10,192.795
2005-10-11,191.444
2005-10-12,190.234
2005-10-13,187.133
2005-10-14,188.417
2005-10-17,188.179
2005-10-18,185.593
2005-10-19,181.897
2005-10-20,181.98
2005-10-21,179.501
2005-10-24,181.683
2005-10-25,184.661
2005-10-26,184.546
2005-10-27,182.33
2005-10-28,181.624
2005-10-31,181.803
2005-11-01,186.056
2005-11-02,188.782
2005-11-03,189.872
2005-11-04,184.813
2005-11-07,186.532
2005-11-08,186.17
