Date,IRELAND GROWTH Standard (Large+Mid Cap)
2001-04-30,201.578
2001-05-31,214.293
2001-06-29,227.288
2001-07-31,216.247
2001-08-31,200.825
2001-09-28,189.182
2001-10-31,182.607
2001-11-30,186.38
2001-12-31,193.831
2002-01-31,148.174
2002-02-28,114.913
2002-03-29,118.284
2002-04-30,116.216
2002-05-31,119.073
2002-06-28,116.5
2002-07-31,105.416
2002-08-30,112.446
2002-09-30,99.621
2002-10-31,113.85
2002-11-29,115.598
2002-12-31,109.976
2003-01-31,109.132
2003-02-28,112.792
2003-03-31,111.844
2003-04-30,125.748
2003-05-30,127.774
2003-06-30,127.29
2003-07-31,119.737
2003-08-29,121.905
2003-09-30,127.553
2003-10-31,131.407
2003-11-28,132.324
2003-12-31,147.652
2004-01-30,151.595
2004-02-27,162.135
2004-03-31,173.714
2004-04-30,182.044
2004-05-31,184.787
2004-06-30,194.616
2004-07-30,184.312
2004-08-31,191.371
2004-09-30,200.817
2004-10-29,208.152
2004-11-30,222.266
2004-12-31,234.531
2005-01-31,233.551
2005-02-28,204.367
2005-03-31,181.972
2005-04-29,179.266
2005-05-31,187.271
2005-06-30,191.855
2005-07-29,201.522
2005-08-31,196.308
2005-09-30,195.512
2005-10-31,181.803
2005-11-30,189.407
2005-12-30,210.676
2006-01-31,225.297
2006-02-28,228.294
2006-03-31,242.089
2006-04-28,251.698
2006-05-31,250.694
2006-06-30,241.373
2006-07-31,239.0
2006-08-31,257.908
2006-09-29,260.508
2006-10-31,275.016
2006-11-30,285.431
2006-12-29,312.486
2007-01-31,294.475
2007-02-28,305.368
2007-03-30,310.473
2007-04-30,323.16
2007-05-31,343.351
2007-06-29,335.715
2007-07-31,300.786
2007-08-31,292.106
2007-09-28,285.232
2007-10-31,289.97
2007-11-30,269.78
2007-12-31,251.809
2008-01-31,250.673
2008-02-29,250.367
2008-03-31,247.569
2008-04-30,259.583
2008-05-30,246.989
2008-06-30,237.986
2008-07-31,184.086
2008-08-29,170.129
2008-09-30,135.502
2008-10-31,119.409
2008-11-28,112.215
2008-12-31,106.297
2009-01-30,115.189
2009-02-27,116.858
2009-03-31,118.124
2009-04-30,115.239
2009-05-29,137.332
2009-06-30,126.964
2009-07-31,136.888
2009-08-31,137.023
2009-09-30,144.443
2009-10-30,129.509
2009-11-30,137.869
2009-12-31,144.952
2010-01-29,138.539
2010-02-26,133.1
2010-03-31,144.188
2010-04-30,155.878
2010-05-31,124.954
2010-06-30,118.211
2010-07-30,122.196
2010-08-31,102.659
2010-09-30,113.034
2010-10-29,117.562
2010-11-30,112.84
2010-12-31,118.861
2011-01-31,123.045
2011-02-28,127.386
2011-03-31,129.019
2011-04-29,146.308
2011-05-31,155.425
2011-06-30,164.225
2011-07-29,159.529
2011-08-31,151.405
2011-09-30,145.133
2011-10-31,158.227
2011-11-30,154.621
2011-12-30,170.85
2012-01-31,169.055
2012-02-29,174.972
2012-03-30,196.074
2012-04-30,189.623
2012-05-31,186.551
2012-06-29,189.924
2012-07-31,174.469
2012-08-31,178.19
2012-09-28,181.054
2012-10-31,185.059
2012-11-30,180.521
2012-12-31,183.288
2013-01-31,186.661
2013-02-28,198.067
2013-03-29,207.647
2013-04-30,207.862
2013-05-31,210.02
2013-06-28,204.331
2013-07-31,224.266
2013-08-30,241.123
2013-09-30,236.712
2013-10-31,265.15
2013-11-29,274.366
2013-12-31,270.839
2014-01-31,281.493
2014-02-28,345.794
2014-03-31,313.162
2014-04-30,306.513
2014-05-30,299.465
2014-06-30,281.765
2014-07-31,284.478
2014-08-29,301.436
2014-09-30,289.614
2014-10-31,285.038
2014-11-28,306.717
2014-12-31,287.941
2015-01-30,268.53
2015-02-27,295.964
2015-03-31,285.642
2015-04-30,300.109
2015-05-29,302.767
2015-06-30,310.245
2015-07-31,322.798
2015-08-31,310.201
2015-09-30,309.961
2015-10-30,319.29
2015-11-30,316.875
2015-12-31,317.431
2016-01-29,293.375
2016-02-29,290.976
2016-03-31,304.269
2016-04-29,302.984
2016-05-31,310.254
2016-06-30,277.533
2016-07-29,289.086
2016-08-31,304.528
2016-09-30,298.739
2016-10-31,281.999
2016-11-30,285.647
2016-12-30,296.075
2017-01-31,295.588
2017-02-28,297.373
2017-03-31,307.654
2017-04-28,319.382
2017-05-31,324.11
2017-06-30,319.144
2017-07-31,319.45
2017-08-31,316.664
2017-09-29,338.977
2017-10-31,341.879
2017-11-30,336.054
2017-12-29,350.792
2018-01-31,353.246
2018-02-28,326.557
2018-03-30,326.73
2018-04-30,334.607
2018-05-31,354.474
2018-06-29,341.936
2018-07-31,336.478
2018-08-31,331.506
2018-09-28,322.127
2018-10-31,295.06
2018-11-30,280.692
2018-12-31,270.241
2019-01-31,285.042
2019-02-28,303.433
2019-03-29,308.259
2019-04-30,327.136
2019-05-31,316.262
2019-06-28,331.816
2019-07-31,330.669
2019-08-30,328.002
2019-09-30,333.221
2019-10-31,352.82
2019-11-29,371.869
2019-12-31,383.921
2020-01-31,375.248
2020-02-28,354.128
2020-03-31,306.14
2020-04-30,318.047
2020-05-29,350.104
2020-06-30,355.263
2020-07-31,390.139
2020-08-31,418.952
2020-09-30,416.502
2020-10-30,405.367
2020-11-30,444.044
2020-12-31,443.784
2021-01-29,414.936
2021-02-26,408.229
2021-03-31,446.788
2021-04-30,448.882
2021-05-31,446.209
2021-06-30,449.4
2021-07-30,472.732
2021-08-31,495.066
2021-09-30,461.779
2021-10-29,476.452
2021-11-30,419.978
2021-12-31,454.344
2022-01-31,413.587
2022-02-28,402.433
2022-03-31,371.926
2022-04-29,350.858
2022-05-31,344.197
2022-06-30,287.212
2022-07-29,301.21
2022-08-31,321.833
2022-09-30,276.331
2022-10-31,304.61
2022-11-30,331.03
2022-12-30,316.311
2023-01-31,351.84
2023-02-28,364.628
2023-03-31,396.058
2023-04-28,424.651
2023-05-31,406.242
2023-06-30,414.252
2023-07-31,431.677
2023-08-31,408.73
2023-09-29,369.439
2023-10-31,343.78
2023-11-30,361.003
2023-12-29,392.783
2024-01-31,422.347
2024-02-29,433.795
2024-03-29,444.851
2024-04-30,448.393
2024-05-31,466.46
2024-06-28,427.025
2024-07-31,477.7
2024-08-30,472.11
2024-09-30,501.554
2024-10-31,472.443
2024-11-29,431.791
2024-12-31,426.031
2025-01-31,434.774
2025-02-28,471.439
2025-03-31,464.07
2025-04-30,481.452
2025-05-30,492.666
2025-06-30,506.731
2025-07-31,497.935
2025-08-29,487.517
2025-09-30,491.519
