Date,NETHERLANDS SMALL CAP Small Cap
2001-08-02,89.329
2001-08-03,90.019
2001-08-06,88.828
2001-08-07,88.037
2001-08-08,87.408
2001-08-09,88.297
2001-08-10,88.677
2001-08-13,87.916
2001-08-14,87.354
2001-08-15,86.376
2001-08-16,87.18
2001-08-17,88.085
2001-08-20,88.336
2001-08-21,88.335
2001-08-22,89.428
2001-08-23,88.412
2001-08-24,88.726
2001-08-27,88.794
2001-08-28,88.259
2001-08-29,89.289
2001-08-30,88.31
2001-08-31,87.796
2001-09-03,86.922
2001-09-04,85.298
2001-09-05,82.988
2001-09-06,82.125
2001-09-07,82.031
2001-09-10,79.233
2001-09-11,77.939
2001-09-12,77.04
2001-09-13,77.362
2001-09-14,76.468
2001-09-17,74.873
2001-09-18,75.285
2001-09-19,75.515
2001-09-20,72.351
2001-09-21,66.899
2001-09-24,69.475
2001-09-25,71.631
2001-09-26,72.526
2001-09-27,72.579
2001-09-28,74.049
2001-10-01,73.933
2001-10-02,73.588
2001-10-03,73.541
2001-10-04,74.718
2001-10-05,74.561
2001-10-08,73.964
2001-10-09,75.091
2001-10-10,76.641
2001-10-11,78.899
2001-10-12,79.01
2001-10-15,76.942
2001-10-16,77.897
2001-10-17,78.624
2001-10-18,77.186
2001-10-19,76.544
2001-10-22,76.851
2001-10-23,78.283
2001-10-24,79.649
2001-10-25,80.101
2001-10-26,81.201
2001-10-29,81.979
2001-10-30,80.217
2001-10-31,80.178
2001-11-01,80.061
2001-11-02,80.678
2001-11-05,80.948
2001-11-06,81.397
2001-11-07,82.076
2001-11-08,81.304
2001-11-09,80.332
2001-11-12,79.071
2001-11-13,80.141
2001-11-14,80.476
2001-11-15,80.855
2001-11-16,83.098
2001-11-19,82.971
2001-11-20,81.685
2001-11-21,81.19
2001-11-22,82.7
2001-11-23,82.906
2001-11-26,83.649
2001-11-27,83.012
2001-11-28,83.854
2001-11-29,83.505
2001-11-30,85.235
2001-12-03,83.871
2001-12-04,84.32
2001-12-05,87.187
2001-12-06,87.601
2001-12-07,87.647
2001-12-10,86.924
2001-12-11,87.139
2001-12-12,86.975
2001-12-13,86.144
2001-12-14,85.732
2001-12-17,87.511
2001-12-18,87.012
2001-12-19,86.446
2001-12-20,86.049
2001-12-21,85.908
2001-12-24,85.813
2001-12-25,85.813
2001-12-26,85.887
2001-12-27,87.215
2001-12-28,87.112
2001-12-31,87.962
2002-01-01,87.962
2002-01-02,90.13
2002-01-03,91.08
2002-01-04,92.696
2002-01-07,93.353
2002-01-08,93.322
2002-01-09,94.269
2002-01-10,93.661
2002-01-11,93.464
2002-01-14,92.51
2002-01-15,91.854
2002-01-16,89.725
2002-01-17,89.299
2002-01-18,88.327
2002-01-21,87.489
2002-01-22,87.616
2002-01-23,87.735
2002-01-24,88.483
2002-01-25,87.26
2002-01-28,87.818
2002-01-29,87.109
2002-01-30,85.993
2002-01-31,86.678
2002-02-01,86.913
2002-02-04,87.739
2002-02-05,88.462
2002-02-06,88.26
2002-02-07,88.172
2002-02-08,87.895
2002-02-11,88.806
2002-02-12,89.068
2002-02-13,89.748
2002-02-14,89.458
2002-02-15,89.663
2002-02-18,89.459
2002-02-19,89.122
2002-02-20,87.897
2002-02-21,88.072
2002-02-22,87.226
2002-02-25,87.308
2002-02-26,88.14
2002-02-27,88.317
2002-02-28,88.394
2002-03-01,89.107
2002-03-04,91.709
2002-03-05,91.956
2002-03-06,91.03
2002-03-07,93.059
2002-03-08,93.54
2002-03-11,94.081
2002-03-12,92.461
2002-03-13,92.099
2002-03-14,92.848
2002-03-15,92.727
2002-03-18,93.487
2002-03-19,94.374
2002-03-20,93.517
2002-03-21,92.873
2002-03-22,92.976
2002-03-25,92.344
2002-03-26,92.986
2002-03-27,93.811
2002-03-28,94.57
2002-03-29,94.57
2002-04-01,95.345
2002-04-02,95.623
2002-04-03,95.17
2002-04-04,95.235
2002-04-05,94.825
2002-04-08,93.071
2002-04-09,93.672
2002-04-10,92.819
2002-04-11,92.368
2002-04-12,92.322
2002-04-15,92.339
2002-04-16,94.427
2002-04-17,96.1
2002-04-18,95.798
2002-04-19,95.728
2002-04-22,95.138
2002-04-23,94.733
2002-04-24,94.95
2002-04-25,93.848
2002-04-26,93.838
2002-04-29,93.492
2002-04-30,93.81
2002-05-01,94.341
2002-05-02,93.11
2002-05-03,93.459
2002-05-06,93.173
2002-05-07,91.818
2002-05-08,92.994
2002-05-09,93.666
2002-05-10,93.424
2002-05-13,93.265
2002-05-14,93.631
2002-05-15,94.903
2002-05-16,94.927
2002-05-17,96.142
2002-05-20,95.975
2002-05-21,94.691
2002-05-22,94.36
2002-05-23,93.592
2002-05-24,94.207
2002-05-27,93.651
2002-05-28,94.058
2002-05-29,93.055
2002-05-30,92.017
2002-05-31,92.477
2002-06-03,92.433
2002-06-04,91.584
2002-06-05,90.826
2002-06-06,91.935
2002-06-07,90.835
2002-06-10,90.937
2002-06-11,91.089
2002-06-12,90.319
2002-06-13,89.498
2002-06-14,87.295
2002-06-17,87.561
2002-06-18,88.342
2002-06-19,87.921
2002-06-20,86.468
2002-06-21,86.053
2002-06-24,85.543
2002-06-25,84.599
2002-06-26,84.814
2002-06-27,85.478
2002-06-28,87.999
2002-07-01,89.568
2002-07-02,87.67
2002-07-03,85.492
2002-07-04,85.839
2002-07-05,86.96
2002-07-08,88.475
2002-07-09,88.332
2002-07-10,86.528
2002-07-11,85.075
2002-07-12,84.692
2002-07-15,83.668
2002-07-16,82.938
2002-07-17,83.663
2002-07-18,84.746
2002-07-19,83.011
2002-07-22,78.99
2002-07-23,76.059
2002-07-24,72.862
2002-07-25,73.62
2002-07-26,74.536
2002-07-29,75.338
2002-07-30,76.344
2002-07-31,76.321
2002-08-01,75.294
2002-08-02,74.266
2002-08-05,71.423
2002-08-06,69.958
2002-08-07,70.812
2002-08-08,71.431
2002-08-09,71.855
2002-08-12,71.14
2002-08-13,70.786
2002-08-14,72.129
2002-08-15,72.943
2002-08-16,73.377
2002-08-19,73.444
2002-08-20,73.718
2002-08-21,74.389
2002-08-22,74.758
2002-08-23,74.556
2002-08-26,74.06
2002-08-27,74.059
2002-08-28,73.094
2002-08-29,72.113
2002-08-30,72.63
2002-09-02,72.495
2002-09-03,71.596
2002-09-04,71.008
2002-09-05,70.36
2002-09-06,70.271
2002-09-09,69.1
2002-09-10,68.653
2002-09-11,68.799
2002-09-12,68.293
2002-09-13,66.973
2002-09-16,66.059
2002-09-17,65.86
2002-09-18,65.045
2002-09-19,64.178
2002-09-20,63.469
2002-09-23,61.59
2002-09-24,59.574
2002-09-25,60.361
2002-09-26,59.903
2002-09-27,60.369
2002-09-30,59.948
2002-10-01,60.165
2002-10-02,61.301
2002-10-03,61.701
2002-10-04,60.925
2002-10-07,58.608
2002-10-08,58.015
2002-10-09,57.293
2002-10-10,56.993
2002-10-11,58.092
2002-10-14,58.208
2002-10-15,60.585
2002-10-16,61.059
2002-10-17,62.558
2002-10-18,62.49
2002-10-21,64.04
2002-10-22,64.521
2002-10-23,62.933
2002-10-24,64.0
2002-10-25,63.615
2002-10-28,64.672
2002-10-29,63.401
2002-10-30,64.367
2002-10-31,66.645
2002-11-01,67.24
2002-11-04,68.648
2002-11-05,69.264
2002-11-06,68.473
2002-11-07,67.878
2002-11-08,66.1
2002-11-11,65.861
2002-11-12,66.023
2002-11-13,65.55
2002-11-14,65.622
2002-11-15,65.937
2002-11-18,65.93
2002-11-19,66.389
2002-11-20,64.76
2002-11-21,66.131
2002-11-22,66.422
2002-11-25,66.658
2002-11-26,66.198
2002-11-27,66.609
2002-11-28,68.116
2002-11-29,69.537
2002-12-02,71.2
2002-12-03,70.106
2002-12-04,69.048
2002-12-05,69.078
2002-12-06,68.963
2002-12-09,68.091
2002-12-10,68.026
2002-12-11,68.18
2002-12-12,68.363
2002-12-13,68.135
2002-12-16,68.621
2002-12-17,68.779
2002-12-18,67.966
2002-12-19,67.553
2002-12-20,67.904
2002-12-23,68.437
2002-12-24,68.678
2002-12-25,68.678
2002-12-26,68.851
2002-12-27,68.994
2002-12-30,69.312
2002-12-31,70.093
2003-01-01,70.093
2003-01-02,70.265
2003-01-03,71.356
2003-01-06,71.871
2003-01-07,70.9
2003-01-08,70.148
2003-01-09,71.092
2003-01-10,71.02
2003-01-13,71.342
2003-01-14,71.394
2003-01-15,70.604
2003-01-16,70.601
2003-01-17,70.664
2003-01-20,70.413
2003-01-21,69.746
2003-01-22,68.12
2003-01-23,68.094
2003-01-24,67.982
2003-01-27,66.234
2003-01-28,65.717
2003-01-29,64.611
2003-01-30,65.11
2003-01-31,64.97
2003-02-03,65.457
2003-02-04,65.346
2003-02-05,64.451
2003-02-06,64.594
2003-02-07,63.765
2003-02-10,62.359
2003-02-11,62.156
2003-02-12,60.711
2003-02-13,61.219
2003-02-14,60.975
2003-02-17,61.123
2003-02-18,60.851
2003-02-19,60.75
2003-02-20,60.882
2003-02-21,61.099
2003-02-24,60.28
2003-02-25,58.24
2003-02-26,57.086
2003-02-27,56.665
2003-02-28,58.377
2003-03-03,58.47
2003-03-04,57.516
2003-03-05,57.577
2003-03-06,56.315
2003-03-07,55.916
2003-03-10,54.699
2003-03-11,54.736
2003-03-12,53.966
2003-03-13,54.886
2003-03-14,55.929
2003-03-17,55.355
2003-03-18,56.601
2003-03-19,57.39
2003-03-20,57.447
2003-03-21,58.527
2003-03-24,57.735
2003-03-25,58.128
2003-03-26,58.437
2003-03-27,58.409
2003-03-28,59.016
2003-03-31,58.727
2003-04-01,58.648
2003-04-02,59.193
2003-04-03,59.358
2003-04-04,59.885
2003-04-07,61.639
2003-04-08,60.913
2003-04-09,60.906
2003-04-10,61.72
2003-04-11,62.483
2003-04-14,62.701
2003-04-15,63.404
2003-04-16,63.667
2003-04-17,64.058
2003-04-18,64.058
2003-04-21,63.782
2003-04-22,64.546
2003-04-23,66.906
2003-04-24,67.19
2003-04-25,67.012
2003-04-28,67.597
2003-04-29,67.784
2003-04-30,68.863
2003-05-01,69.495
2003-05-02,69.29
2003-05-05,70.405
2003-05-06,71.349
2003-05-07,72.356
2003-05-08,73.04
2003-05-09,73.513
2003-05-12,73.983
2003-05-13,73.591
2003-05-14,74.267
2003-05-15,74.783
2003-05-16,75.828
2003-05-19,75.559
2003-05-20,74.956
2003-05-21,74.009
2003-05-22,74.89
2003-05-23,75.341
2003-05-26,76.605
2003-05-27,76.8
2003-05-28,77.048
2003-05-29,78.84
2003-05-30,78.804
2003-06-02,79.662
2003-06-03,79.415
2003-06-04,80.149
2003-06-05,81.89
2003-06-06,83.278
2003-06-09,83.665
2003-06-10,82.601
2003-06-11,83.938
2003-06-12,84.549
2003-06-13,83.824
2003-06-16,85.712
2003-06-17,85.305
2003-06-18,85.075
2003-06-19,83.482
2003-06-20,83.175
2003-06-23,81.518
2003-06-24,80.892
2003-06-25,81.456
2003-06-26,80.445
2003-06-27,81.684
2003-06-30,82.273
2003-07-01,81.617
2003-07-02,82.313
2003-07-03,83.124
2003-07-04,81.197
2003-07-07,81.935
2003-07-08,81.778
2003-07-09,81.766
2003-07-10,81.296
2003-07-11,81.166
2003-07-14,82.071
2003-07-15,82.425
2003-07-16,81.808
2003-07-17,80.958
2003-07-18,81.162
2003-07-21,81.61
2003-07-22,82.084
2003-07-23,82.776
2003-07-24,83.709
2003-07-25,84.595
2003-07-28,84.299
2003-07-29,83.698
2003-07-30,83.303
2003-07-31,82.54
2003-08-01,82.542
2003-08-04,83.378
2003-08-05,83.577
2003-08-06,82.516
2003-08-07,83.511
2003-08-08,83.883
2003-08-11,84.186
2003-08-12,84.364
2003-08-13,85.443
2003-08-14,85.3
2003-08-15,85.164
2003-08-18,84.579
2003-08-19,85.941
2003-08-20,86.331
2003-08-21,87.099
2003-08-22,86.838
2003-08-25,86.199
2003-08-26,85.325
2003-08-27,86.574
2003-08-28,86.316
2003-08-29,87.636
2003-09-01,88.866
2003-09-02,88.313
2003-09-03,89.829
2003-09-04,90.252
2003-09-05,91.538
2003-09-08,91.179
2003-09-09,91.112
2003-09-10,89.43
2003-09-11,89.147
2003-09-12,91.097
2003-09-15,91.612
2003-09-16,91.373
2003-09-17,92.229
2003-09-18,92.525
2003-09-19,93.626
2003-09-22,93.181
2003-09-23,91.64
2003-09-24,92.503
2003-09-25,90.632
2003-09-26,89.657
2003-09-29,89.795
2003-09-30,90.736
2003-10-01,90.796
2003-10-02,92.061
2003-10-03,93.678
2003-10-06,93.11
2003-10-07,93.202
2003-10-08,93.491
2003-10-09,94.489
2003-10-10,94.655
2003-10-13,94.388
2003-10-14,95.015
2003-10-15,96.62
2003-10-16,96.499
2003-10-17,96.301
2003-10-20,96.411
2003-10-21,97.396
2003-10-22,96.352
2003-10-23,95.353
2003-10-24,95.739
2003-10-27,96.097
2003-10-28,95.911
2003-10-29,96.76
2003-10-30,96.664
2003-10-31,97.005
2003-11-03,97.25
2003-11-04,97.604
2003-11-05,96.961
2003-11-06,97.124
2003-11-07,97.912
2003-11-10,97.856
2003-11-11,96.469
2003-11-12,97.635
2003-11-13,98.963
2003-11-14,99.031
2003-11-17,96.98
2003-11-18,97.635
2003-11-19,97.992
2003-11-20,97.471
2003-11-21,97.528
2003-11-24,97.302
2003-11-25,98.426
2003-11-26,100.084
2003-11-27,100.072
2003-11-28,100.725
2003-12-01,101.842
2003-12-02,102.208
2003-12-03,103.004
2003-12-04,102.393
2003-12-05,102.697
2003-12-08,102.767
2003-12-09,103.143
2003-12-10,102.575
2003-12-11,101.565
2003-12-12,103.616
2003-12-15,103.826
2003-12-16,103.26
2003-12-17,102.637
2003-12-18,102.509
2003-12-19,102.866
2003-12-22,103.296
2003-12-23,103.114
2003-12-24,103.321
2003-12-25,103.321
2003-12-26,103.279
2003-12-29,104.547
2003-12-30,106.219
2003-12-31,107.303
2004-01-01,107.303
2004-01-02,108.891
2004-01-05,110.1
2004-01-06,110.134
2004-01-07,109.241
2004-01-08,110.977
2004-01-09,111.738
2004-01-12,110.71
2004-01-13,111.129
2004-01-14,111.264
2004-01-15,110.799
2004-01-16,111.229
2004-01-19,113.808
2004-01-20,115.142
2004-01-21,115.519
2004-01-22,116.492
2004-01-23,116.458
2004-01-26,115.677
2004-01-27,117.462
2004-01-28,118.232
2004-01-29,114.739
2004-01-30,116.302
2004-02-02,115.756
2004-02-03,116.732
2004-02-04,114.526
2004-02-05,115.185
2004-02-06,117.938
2004-02-09,118.657
2004-02-10,119.555
2004-02-11,120.66
2004-02-12,121.796
2004-02-13,121.717
2004-02-16,122.858
2004-02-17,124.963
2004-02-18,125.654
2004-02-19,124.891
2004-02-20,122.662
2004-02-23,122.216
2004-02-24,121.776
2004-02-25,121.578
2004-02-26,121.223
2004-02-27,122.874
2004-03-01,123.31
2004-03-02,123.328
2004-03-03,121.324
2004-03-04,122.34
2004-03-05,124.219
2004-03-08,123.801
2004-03-09,123.141
2004-03-10,119.44
2004-03-11,116.419
2004-03-12,117.059
2004-03-15,114.869
2004-03-16,116.228
2004-03-17,117.429
2004-03-18,117.576
2004-03-19,116.214
2004-03-22,113.091
2004-03-23,113.762
2004-03-24,112.929
2004-03-25,115.565
2004-03-26,115.675
2004-03-29,117.437
2004-03-30,117.399
2004-03-31,120.16
2004-04-01,122.713
2004-04-02,122.093
2004-04-05,121.239
2004-04-06,121.133
2004-04-07,122.135
2004-04-08,121.956
2004-04-09,121.956
2004-04-12,121.614
2004-04-13,120.803
2004-04-14,119.008
2004-04-15,118.371
2004-04-16,118.945
2004-04-19,119.401
2004-04-20,119.281
2004-04-21,117.677
2004-04-22,116.948
2004-04-23,117.948
2004-04-26,118.238
2004-04-27,118.491
2004-04-28,115.958
2004-04-29,114.533
2004-04-30,114.509
2004-05-03,114.279
2004-05-04,114.661
2004-05-05,116.387
2004-05-06,113.277
2004-05-07,111.577
2004-05-10,107.058
2004-05-11,108.399
2004-05-12,107.331
2004-05-13,107.107
2004-05-14,107.015
2004-05-17,105.576
2004-05-18,106.654
2004-05-19,109.303
2004-05-20,107.207
2004-05-21,108.935
2004-05-24,108.988
2004-05-25,110.586
2004-05-26,111.675
2004-05-27,114.102
2004-05-28,113.322
2004-05-31,113.86
2004-06-01,112.943
2004-06-02,114.371
2004-06-03,113.773
2004-06-04,114.613
2004-06-07,116.022
2004-06-08,115.876
2004-06-09,113.782
2004-06-10,113.882
2004-06-11,112.84
2004-06-14,112.23
2004-06-15,112.919
2004-06-16,112.564
2004-06-17,112.937
2004-06-18,114.117
2004-06-21,114.007
2004-06-22,113.598
2004-06-23,113.336
2004-06-24,115.216
2004-06-25,115.699
2004-06-28,117.406
2004-06-29,116.692
2004-06-30,117.314
2004-07-01,116.747
2004-07-02,116.708
2004-07-05,116.257
2004-07-06,115.477
2004-07-07,116.505
2004-07-08,116.714
2004-07-09,116.475
2004-07-12,115.905
2004-07-13,114.784
2004-07-14,114.508
2004-07-15,113.543
2004-07-16,114.243
2004-07-19,113.672
2004-07-20,113.335
2004-07-21,113.193
2004-07-22,112.074
2004-07-23,111.054
2004-07-26,110.461
2004-07-27,110.494
2004-07-28,109.546
2004-07-29,110.747
2004-07-30,110.58
2004-08-02,109.045
2004-08-03,110.239
2004-08-04,108.936
2004-08-05,110.504
2004-08-06,110.638
2004-08-09,108.65
2004-08-10,109.974
2004-08-11,107.291
2004-08-12,106.729
2004-08-13,108.568
2004-08-16,109.17
2004-08-17,109.891
2004-08-18,109.691
2004-08-19,110.421
2004-08-20,110.517
2004-08-23,110.558
2004-08-24,110.218
2004-08-25,109.404
2004-08-26,109.73
2004-08-27,109.176
2004-08-30,109.669
2004-08-31,110.06
2004-09-01,111.401
2004-09-02,112.548
2004-09-03,111.753
2004-09-06,112.449
2004-09-07,112.539
2004-09-08,112.648
2004-09-09,111.564
2004-09-10,113.805
2004-09-13,114.787
2004-09-14,115.298
2004-09-15,113.96
2004-09-16,114.46
2004-09-17,114.727
2004-09-20,113.56
2004-09-21,115.401
2004-09-22,114.92
2004-09-23,114.827
2004-09-24,114.735
2004-09-27,114.06
2004-09-28,114.136
2004-09-29,114.776
2004-09-30,115.844
2004-10-01,116.82
2004-10-04,116.618
2004-10-05,116.824
2004-10-06,116.391
2004-10-07,116.348
2004-10-08,115.811
2004-10-11,114.685
2004-10-12,112.059
2004-10-13,111.748
2004-10-14,111.693
2004-10-15,112.911
2004-10-18,112.768
2004-10-19,113.444
2004-10-20,112.759
2004-10-21,114.22
2004-10-22,115.186
2004-10-25,115.511
2004-10-26,115.722
2004-10-27,116.441
2004-10-28,115.971
2004-10-29,116.586
2004-11-01,116.549
2004-11-02,116.919
2004-11-03,117.724
2004-11-04,118.458
2004-11-05,119.808
2004-11-08,120.71
2004-11-09,120.244
2004-11-10,121.053
2004-11-11,121.694
2004-11-12,121.977
2004-11-15,122.662
2004-11-16,122.439
2004-11-17,123.939
2004-11-18,124.376
2004-11-19,125.133
2004-11-22,124.794
2004-11-23,125.55
2004-11-24,126.362
2004-11-25,128.035
2004-11-26,128.13
2004-11-29,128.718
2004-11-30,128.81
2004-12-01,129.986
2004-12-02,130.293
2004-12-03,131.333
2004-12-06,131.367
2004-12-07,131.933
2004-12-08,130.331
2004-12-09,129.187
2004-12-10,129.239
2004-12-13,130.779
2004-12-14,130.171
2004-12-15,130.967
2004-12-16,130.269
2004-12-17,129.98
2004-12-20,131.489
2004-12-21,130.63
2004-12-22,132.285
2004-12-23,133.713
2004-12-24,133.879
2004-12-27,134.574
2004-12-28,134.625
2004-12-29,134.556
2004-12-30,135.608
2004-12-31,135.91
2005-01-03,135.899
2005-01-04,134.069
2005-01-05,133.394
2005-01-06,132.326
2005-01-07,132.366
2005-01-10,133.905
2005-01-11,134.1
2005-01-12,134.957
2005-01-13,134.847
2005-01-14,134.71
2005-01-17,135.186
2005-01-18,134.403
2005-01-19,134.928
2005-01-20,132.98
2005-01-21,134.292
2005-01-24,134.407
2005-01-25,134.349
2005-01-26,135.439
2005-01-27,135.561
2005-01-28,135.583
2005-01-31,136.4
2005-02-01,137.24
2005-02-02,137.486
2005-02-03,136.276
2005-02-04,136.814
2005-02-07,136.989
2005-02-08,136.608
2005-02-09,137.56
2005-02-10,137.876
2005-02-11,138.211
2005-02-14,139.352
2005-02-15,140.346
2005-02-16,141.122
2005-02-17,144.028
2005-02-18,144.086
2005-02-21,143.623
2005-02-22,143.738
2005-02-23,142.488
2005-02-24,143.334
2005-02-25,144.859
2005-02-28,146.364
2005-03-01,145.574
2005-03-02,144.85
2005-03-03,144.77
2005-03-04,146.732
2005-03-07,146.515
2005-03-08,147.157
2005-03-09,147.526
2005-03-10,146.906
2005-03-11,147.917
2005-03-14,146.911
2005-03-15,147.41
2005-03-16,147.26
2005-03-17,145.791
2005-03-18,144.632
2005-03-21,143.691
2005-03-22,142.901
2005-03-23,139.698
2005-03-24,139.73
2005-03-25,139.73
2005-03-28,138.75
2005-03-29,138.577
2005-03-30,139.118
2005-03-31,140.054
2005-04-01,141.491
2005-04-04,139.788
2005-04-05,140.614
2005-04-06,142.241
2005-04-07,144.072
2005-04-08,144.178
2005-04-11,144.259
2005-04-12,142.758
2005-04-13,142.78
2005-04-14,140.765
2005-04-15,139.458
2005-04-18,137.092
2005-04-19,138.552
2005-04-20,139.583
2005-04-21,139.391
2005-04-22,139.679
2005-04-25,138.88
2005-04-26,138.325
2005-04-27,135.239
2005-04-28,132.49
2005-04-29,133.786
2005-05-02,134.76
2005-05-03,136.635
2005-05-04,136.93
2005-05-05,137.726
2005-05-06,137.023
2005-05-09,136.513
2005-05-10,138.209
2005-05-11,139.264
2005-05-12,138.612
2005-05-13,137.954
2005-05-16,137.812
2005-05-17,137.193
2005-05-18,138.726
2005-05-19,138.904
2005-05-20,138.261
2005-05-23,139.257
2005-05-24,139.334
2005-05-25,139.822
2005-05-26,140.374
2005-05-27,140.768
2005-05-30,140.161
2005-05-31,139.123
2005-06-01,140.51
2005-06-02,141.684
2005-06-03,141.83
2005-06-06,141.394
2005-06-07,142.808
2005-06-08,144.092
2005-06-09,143.05
2005-06-10,143.647
2005-06-13,144.829
2005-06-14,145.348
2005-06-15,144.416
2005-06-16,144.796
2005-06-17,146.783
2005-06-20,145.372
2005-06-21,146.076
2005-06-22,145.376
2005-06-23,145.448
2005-06-24,145.047
2005-06-27,145.781
2005-06-28,146.141
2005-06-29,146.044
2005-06-30,146.402
2005-07-01,145.617
2005-07-04,145.31
2005-07-05,145.644
2005-07-06,146.642
2005-07-07,145.902
2005-07-08,147.863
2005-07-11,151.222
2005-07-12,152.556
2005-07-13,151.533
2005-07-14,151.961
2005-07-15,150.635
2005-07-18,151.709
2005-07-19,151.612
2005-07-20,152.08
2005-07-21,153.477
2005-07-22,153.785
2005-07-25,153.268
2005-07-26,153.279
2005-07-27,154.235
2005-07-28,154.818
2005-07-29,155.79
2005-08-01,156.449
2005-08-02,156.902
2005-08-03,158.845
2005-08-04,159.006
2005-08-05,156.653
2005-08-08,157.375
2005-08-09,158.739
2005-08-10,160.121
2005-08-11,160.924
2005-08-12,160.675
2005-08-15,159.974
2005-08-16,158.631
2005-08-17,157.559
2005-08-18,155.221
2005-08-19,155.158
2005-08-22,156.84
2005-08-23,155.938
2005-08-24,156.063
2005-08-25,155.746
2005-08-26,156.9
2005-08-29,156.3
2005-08-30,156.933
2005-08-31,159.563
2005-09-01,162.616
2005-09-02,163.701
2005-09-05,163.673
2005-09-06,163.851
2005-09-07,163.918
2005-09-08,163.718
2005-09-09,164.839
2005-09-12,163.514
2005-09-13,162.531
2005-09-14,162.401
2005-09-15,161.153
2005-09-16,162.431
2005-09-19,161.851
2005-09-20,162.556
2005-09-21,163.464
2005-09-22,161.228
2005-09-23,160.175
2005-09-26,160.693
2005-09-27,160.839
2005-09-28,161.72
2005-09-29,161.684
2005-09-30,163.778
2005-10-03,163.522
2005-10-04,164.187
2005-10-05,163.415
2005-10-06,162.995
2005-10-07,162.245
2005-10-10,162.311
2005-10-11,161.814
2005-10-12,160.653
2005-10-13,155.343
2005-10-14,157.358
2005-10-17,157.705
2005-10-18,155.218
2005-10-19,151.315
2005-10-20,152.669
2005-10-21,152.072
2005-10-24,154.334
2005-10-25,156.762
2005-10-26,156.878
2005-10-27,154.739
2005-10-28,152.943
2005-10-31,154.177
2005-11-01,154.328
2005-11-02,155.836
2005-11-03,156.693
2005-11-04,153.686
2005-11-07,153.591
2005-11-08,153.655
2005-11-09,153.803
