Date,CANADA MID GROWTH Mid Cap
2005-11-10,617.124
2005-11-11,619.821
2005-11-14,618.571
2005-11-15,618.608
2005-11-16,629.678
2005-11-17,629.35
2005-11-18,630.555
2005-11-21,646.695
2005-11-22,650.691
2005-11-23,654.003
2005-11-24,660.488
2005-11-25,660.836
2005-11-28,655.802
2005-11-29,658.041
2005-11-30,650.405
2005-12-01,661.713
2005-12-02,666.182
2005-12-05,668.707
2005-12-06,679.253
2005-12-07,684.584
2005-12-08,687.745
2005-12-09,685.24
2005-12-12,686.175
2005-12-13,691.289
2005-12-14,681.212
2005-12-15,678.919
2005-12-16,681.413
2005-12-19,681.02
2005-12-20,679.739
2005-12-21,680.814
2005-12-22,690.914
2005-12-23,691.265
2005-12-26,691.265
2005-12-27,687.582
2005-12-28,697.48
2005-12-29,703.717
2005-12-30,697.521
2006-01-02,697.521
2006-01-03,722.042
2006-01-04,734.19
2006-01-05,726.061
2006-01-06,736.242
2006-01-09,733.174
2006-01-10,738.097
2006-01-11,743.963
2006-01-12,745.267
2006-01-13,745.177
2006-01-16,764.072
2006-01-17,755.541
2006-01-18,736.061
2006-01-19,758.332
2006-01-20,758.464
2006-01-23,775.731
2006-01-24,768.868
2006-01-25,772.352
2006-01-26,774.2
2006-01-27,789.786
2006-01-30,798.224
2006-01-31,799.698
2006-02-01,798.41
2006-02-02,788.805
2006-02-03,783.256
2006-02-06,798.09
2006-02-07,766.732
2006-02-08,762.379
2006-02-09,767.709
2006-02-10,750.315
2006-02-13,734.541
2006-02-14,742.319
2006-02-15,736.318
2006-02-16,750.174
2006-02-17,765.815
2006-02-20,785.496
2006-02-21,781.525
2006-02-22,771.168
2006-02-23,762.358
2006-02-24,769.066
2006-02-27,765.272
2006-02-28,770.957
2006-03-01,777.981
2006-03-02,792.078
2006-03-03,796.194
2006-03-06,788.753
2006-03-07,767.471
2006-03-08,748.256
2006-03-09,743.287
2006-03-10,750.46
2006-03-13,760.493
2006-03-14,768.796
2006-03-15,779.389
2006-03-16,778.619
2006-03-17,770.689
2006-03-20,758.879
2006-03-21,755.021
2006-03-22,761.749
2006-03-23,765.106
2006-03-24,773.768
2006-03-27,770.541
2006-03-28,768.115
2006-03-29,780.906
2006-03-30,796.925
2006-03-31,787.775
2006-04-03,793.126
2006-04-04,797.521
2006-04-05,812.406
2006-04-06,827.057
2006-04-07,820.575
2006-04-10,828.632
2006-04-11,815.978
2006-04-12,819.691
2006-04-13,821.717
2006-04-14,821.717
2006-04-17,834.388
2006-04-18,847.489
2006-04-19,858.76
2006-04-20,838.583
2006-04-21,852.909
2006-04-24,845.58
2006-04-25,847.639
2006-04-26,848.465
2006-04-27,834.317
2006-04-28,844.266
2006-05-01,856.841
2006-05-02,873.463
2006-05-03,867.39
2006-05-04,866.799
2006-05-05,877.887
2006-05-08,871.228
2006-05-09,888.673
2006-05-10,888.131
2006-05-11,876.407
2006-05-12,853.756
2006-05-15,816.08
2006-05-16,813.504
2006-05-17,798.797
2006-05-18,781.522
2006-05-19,779.109
2006-05-22,783.628
2006-05-23,788.978
2006-05-24,770.127
2006-05-25,804.776
2006-05-26,811.309
2006-05-29,824.462
2006-05-30,809.975
2006-05-31,812.738
2006-06-01,817.864
2006-06-02,824.385
2006-06-05,805.691
2006-06-06,785.538
2006-06-07,774.79
2006-06-08,759.198
2006-06-09,766.975
2006-06-12,747.117
2006-06-13,718.502
2006-06-14,728.684
2006-06-15,752.992
2006-06-16,754.745
2006-06-19,730.953
2006-06-20,740.229
2006-06-21,764.446
2006-06-22,757.214
2006-06-23,766.006
2006-06-26,772.632
2006-06-27,757.398
2006-06-28,754.936
2006-06-29,780.545
2006-06-30,794.449
2006-07-03,794.878
2006-07-04,812.774
2006-07-05,797.139
2006-07-06,798.331
2006-07-07,793.401
2006-07-10,784.926
2006-07-11,791.522
2006-07-12,787.722
2006-07-13,776.772
2006-07-14,783.445
2006-07-17,769.47
2006-07-18,767.407
2006-07-19,782.373
2006-07-20,762.801
2006-07-21,752.178
2006-07-24,769.221
2006-07-25,785.947
2006-07-26,794.494
2006-07-27,791.545
2006-07-28,801.886
2006-07-31,804.791
2006-08-01,813.12
2006-08-02,833.251
2006-08-03,825.909
2006-08-04,823.938
2006-08-07,830.009
2006-08-08,824.976
2006-08-09,823.341
2006-08-10,817.87
2006-08-11,819.955
2006-08-14,807.467
2006-08-15,817.469
2006-08-16,827.982
2006-08-17,824.655
2006-08-18,820.412
2006-08-21,838.603
2006-08-22,840.573
2006-08-23,845.393
2006-08-24,837.01
2006-08-25,838.76
2006-08-28,843.769
2006-08-29,838.99
2006-08-30,846.083
2006-08-31,850.002
2006-09-01,860.938
2006-09-04,860.471
2006-09-05,864.886
2006-09-06,860.772
2006-09-07,849.306
2006-09-08,838.008
2006-09-11,804.277
2006-09-12,803.782
2006-09-13,805.6
2006-09-14,796.651
2006-09-15,791.661
2006-09-18,804.505
2006-09-19,789.326
2006-09-20,782.422
2006-09-21,781.308
2006-09-22,779.206
2006-09-25,775.997
2006-09-26,785.264
2006-09-27,800.927
2006-09-28,806.887
2006-09-29,801.698
2006-10-02,793.803
2006-10-03,764.821
2006-10-04,764.252
2006-10-05,779.524
2006-10-06,776.098
2006-10-09,779.521
2006-10-10,782.945
2006-10-11,767.471
2006-10-12,781.106
2006-10-13,799.263
2006-10-16,807.36
2006-10-17,799.65
2006-10-18,797.415
2006-10-19,810.995
2006-10-20,810.342
2006-10-23,804.027
2006-10-24,804.721
2006-10-25,822.076
2006-10-26,820.43
2006-10-27,826.23
2006-10-30,824.453
2006-10-31,835.085
2006-11-01,811.578
2006-11-02,816.889
2006-11-03,829.19
2006-11-06,826.798
2006-11-07,830.41
2006-11-08,838.518
2006-11-09,841.034
2006-11-10,835.558
2006-11-13,829.36
2006-11-14,819.913
2006-11-15,825.621
2006-11-16,817.374
2006-11-17,818.045
2006-11-20,819.816
2006-11-21,832.519
2006-11-22,839.117
2006-11-23,850.372
2006-11-24,853.676
2006-11-27,839.527
2006-11-28,837.182
2006-11-29,849.638
2006-11-30,855.873
2006-12-01,857.503
2006-12-04,864.395
2006-12-05,867.943
2006-12-06,862.901
2006-12-07,865.936
2006-12-08,856.319
2006-12-11,853.222
2006-12-12,850.102
2006-12-13,858.281
2006-12-14,862.738
2006-12-15,850.322
2006-12-18,845.866
2006-12-19,850.461
2006-12-20,852.843
2006-12-21,835.677
2006-12-22,833.77
2006-12-25,833.77
2006-12-26,831.937
2006-12-27,847.542
2006-12-28,852.649
2006-12-29,851.688
2007-01-01,851.688
2007-01-02,855.965
2007-01-03,831.694
2007-01-04,813.905
2007-01-05,811.778
2007-01-08,816.5
2007-01-09,815.017
2007-01-10,820.168
2007-01-11,835.477
2007-01-12,855.487
2007-01-15,858.464
2007-01-16,851.391
2007-01-17,847.539
2007-01-18,840.579
2007-01-19,850.684
2007-01-22,843.337
2007-01-23,858.055
2007-01-24,866.388
2007-01-25,863.844
2007-01-26,860.288
2007-01-29,856.181
2007-01-30,861.432
2007-01-31,864.957
2007-02-01,874.537
2007-02-02,865.697
2007-02-05,864.997
2007-02-06,868.776
2007-02-07,864.335
2007-02-08,870.263
2007-02-09,870.638
2007-02-12,864.934
2007-02-13,881.706
2007-02-14,886.713
2007-02-15,899.436
2007-02-16,897.315
2007-02-19,898.88
2007-02-20,893.614
2007-02-21,905.239
2007-02-22,910.582
2007-02-23,913.499
2007-02-26,915.6
2007-02-27,876.527
2007-02-28,875.68
2007-03-01,868.493
2007-03-02,854.611
2007-03-05,838.615
2007-03-06,858.001
2007-03-07,866.057
2007-03-08,868.531
2007-03-09,872.03
2007-03-12,879.986
2007-03-13,858.223
2007-03-14,856.342
2007-03-15,866.657
2007-03-16,864.503
2007-03-19,874.714
2007-03-20,879.422
2007-03-21,898.815
2007-03-22,899.842
2007-03-23,901.85
2007-03-26,903.72
2007-03-27,894.648
2007-03-28,894.202
2007-03-29,900.14
2007-03-30,904.98
2007-04-02,908.089
2007-04-03,925.519
2007-04-04,940.264
2007-04-05,945.26
2007-04-06,945.26
2007-04-09,949.464
2007-04-10,943.629
2007-04-11,937.823
2007-04-12,949.969
2007-04-13,964.102
2007-04-16,978.5
2007-04-17,974.05
2007-04-18,974.579
2007-04-19,955.208
2007-04-20,964.292
2007-04-23,961.541
2007-04-24,952.355
2007-04-25,962.664
2007-04-26,946.524
2007-04-27,957.887
2007-04-30,948.409
2007-05-01,945.225
2007-05-02,958.189
2007-05-03,973.923
2007-05-04,976.525
2007-05-07,978.759
2007-05-08,977.565
2007-05-09,978.088
2007-05-10,970.198
2007-05-11,978.305
2007-05-14,972.934
2007-05-15,975.48
2007-05-16,973.481
2007-05-17,974.761
2007-05-18,984.484
2007-05-21,989.75
2007-05-22,988.997
2007-05-23,993.552
2007-05-24,968.57
2007-05-25,981.012
2007-05-28,985.814
2007-05-29,982.797
2007-05-30,986.027
2007-05-31,1000.0
2007-06-01,1009.226
2007-06-04,1021.207
2007-06-05,1016.265
2007-06-06,1007.429
2007-06-07,984.65
2007-06-08,985.292
2007-06-11,989.805
2007-06-12,977.498
2007-06-13,980.055
2007-06-14,991.134
2007-06-15,1010.843
2007-06-18,1004.679
2007-06-19,1010.742
2007-06-20,1002.627
2007-06-21,999.315
2007-06-22,997.981
2007-06-25,982.185
2007-06-26,969.758
2007-06-27,976.586
2007-06-28,986.228
2007-06-29,986.745
2007-07-02,996.393
2007-07-03,1003.695
2007-07-04,1012.932
2007-07-05,1014.834
2007-07-06,1037.754
2007-07-09,1039.772
2007-07-10,1030.831
2007-07-11,1028.117
2007-07-12,1046.419
2007-07-13,1055.261
2007-07-16,1046.511
2007-07-17,1045.972
2007-07-18,1060.802
2007-07-19,1067.088
2007-07-20,1062.647
2007-07-23,1049.708
2007-07-24,1023.188
2007-07-25,1008.588
2007-07-26,978.996
2007-07-27,969.326
2007-07-30,974.34
2007-07-31,979.692
2007-08-01,968.311
2007-08-02,983.959
2007-08-03,975.102
2007-08-06,976.12
2007-08-07,969.384
2007-08-08,997.101
2007-08-09,967.454
2007-08-10,968.846
2007-08-13,973.871
2007-08-14,940.704
2007-08-15,900.088
2007-08-16,874.141
2007-08-17,897.653
2007-08-20,914.653
2007-08-21,914.978
2007-08-22,936.662
2007-08-23,941.389
2007-08-24,946.696
2007-08-27,950.644
2007-08-28,922.794
2007-08-29,942.734
2007-08-30,942.944
2007-08-31,962.34
2007-09-03,967.554
2007-09-04,976.323
2007-09-05,969.591
2007-09-06,985.392
2007-09-07,970.917
2007-09-10,963.322
2007-09-11,983.97
2007-09-12,991.725
2007-09-13,1006.675
2007-09-14,1008.987
2007-09-17,1010.17
2007-09-18,1032.934
2007-09-19,1040.57
2007-09-20,1055.068
2007-09-21,1066.718
2007-09-24,1060.838
2007-09-25,1057.651
2007-09-26,1052.363
2007-09-27,1069.241
2007-09-28,1080.497
2007-10-01,1086.944
2007-10-02,1079.014
2007-10-03,1066.047
2007-10-04,1070.481
2007-10-05,1101.824
2007-10-08,1096.793
2007-10-09,1109.212
2007-10-10,1117.62
2007-10-11,1121.968
2007-10-12,1126.41
2007-10-15,1127.934
2007-10-16,1116.642
2007-10-17,1125.163
2007-10-18,1135.704
2007-10-19,1122.795
2007-10-22,1098.845
2007-10-23,1119.269
2007-10-24,1119.74
2007-10-25,1128.672
2007-10-26,1155.362
2007-10-29,1173.838
2007-10-30,1164.901
2007-10-31,1185.667
2007-11-01,1166.17
2007-11-02,1180.93
2007-11-05,1170.424
2007-11-06,1180.058
2007-11-07,1162.633
2007-11-08,1154.882
2007-11-09,1120.802
2007-11-12,1067.992
2007-11-13,1076.819
2007-11-14,1099.164
2007-11-15,1065.751
2007-11-16,1069.662
2007-11-19,1034.202
2007-11-20,1039.622
2007-11-21,1015.228
2007-11-22,1028.627
2007-11-23,1037.723
2007-11-26,1029.72
2007-11-27,1019.813
2007-11-28,1040.394
2007-11-29,1046.853
2007-11-30,1043.204
2007-12-03,1042.672
2007-12-04,1031.934
2007-12-05,1038.841
2007-12-06,1054.118
2007-12-07,1068.07
2007-12-10,1061.273
2007-12-11,1043.255
2007-12-12,1044.728
2007-12-13,1019.807
2007-12-14,1013.02
2007-12-17,995.839
2007-12-18,993.674
2007-12-19,1004.993
2007-12-20,1015.363
2007-12-21,1053.355
2007-12-24,1066.471
2007-12-25,1066.471
2007-12-26,1071.731
2007-12-27,1076.812
2007-12-28,1094.61
2007-12-31,1085.395
2008-01-01,1085.395
2008-01-02,1079.313
2008-01-03,1089.012
2008-01-04,1065.657
2008-01-07,1053.363
2008-01-08,1055.112
2008-01-09,1042.853
2008-01-10,1043.163
2008-01-11,1026.486
2008-01-14,1030.707
2008-01-15,998.562
2008-01-16,965.457
2008-01-17,934.746
2008-01-18,933.263
2008-01-21,874.346
2008-01-22,923.042
2008-01-23,916.592
2008-01-24,963.015
2008-01-25,969.338
2008-01-28,975.193
2008-01-29,986.379
2008-01-30,983.782
2008-01-31,987.745
2008-02-01,1017.673
2008-02-04,1014.357
2008-02-05,967.109
2008-02-06,971.957
2008-02-07,968.667
2008-02-08,989.183
2008-02-11,994.711
2008-02-12,999.147
2008-02-13,1016.366
2008-02-14,1019.133
2008-02-15,1014.345
2008-02-18,1009.009
2008-02-19,1023.541
2008-02-20,1024.174
2008-02-21,1027.482
2008-02-22,1021.467
2008-02-25,1055.766
2008-02-26,1073.901
2008-02-27,1084.809
2008-02-28,1097.527
2008-02-29,1073.235
2008-03-03,1058.975
2008-03-04,1044.644
2008-03-05,1060.985
2008-03-06,1053.583
2008-03-07,1045.773
2008-03-10,1004.945
2008-03-11,1034.891
2008-03-12,1042.199
2008-03-13,1065.486
2008-03-14,1056.389
2008-03-17,1020.958
2008-03-18,1027.321
2008-03-19,979.303
2008-03-20,958.227
2008-03-21,958.227
2008-03-24,983.477
2008-03-25,1008.039
2008-03-26,1016.729
2008-03-27,1017.409
2008-03-28,1006.422
2008-03-31,996.927
2008-04-01,991.258
2008-04-02,1013.442
2008-04-03,1035.101
2008-04-04,1058.883
2008-04-07,1064.979
2008-04-08,1059.585
2008-04-09,1054.283
2008-04-10,1067.132
2008-04-11,1046.321
2008-04-14,1058.819
2008-04-15,1067.532
2008-04-16,1115.118
2008-04-17,1102.6
2008-04-18,1101.062
2008-04-21,1107.283
2008-04-22,1102.696
2008-04-23,1065.704
2008-04-24,1054.506
2008-04-25,1077.111
2008-04-28,1062.736
2008-04-29,1024.893
2008-04-30,1043.826
2008-05-01,1033.427
2008-05-02,1061.812
2008-05-05,1070.947
2008-05-06,1086.726
2008-05-07,1084.278
2008-05-08,1090.129
2008-05-09,1091.94
2008-05-12,1089.614
2008-05-13,1093.845
2008-05-14,1086.638
2008-05-15,1108.451
2008-05-16,1116.294
2008-05-19,1122.2
2008-05-20,1124.927
2008-05-21,1112.688
2008-05-22,1113.593
2008-05-23,1102.399
2008-05-26,1099.524
2008-05-27,1079.081
2008-05-28,1104.775
2008-05-29,1103.767
2008-05-30,1111.773
2008-06-02,1112.243
2008-06-03,1105.089
2008-06-04,1096.27
2008-06-05,1107.082
2008-06-06,1113.904
2008-06-09,1105.178
2008-06-10,1083.283
2008-06-11,1100.178
2008-06-12,1093.189
2008-06-13,1102.054
2008-06-16,1117.743
2008-06-17,1142.637
2008-06-18,1139.843
2008-06-19,1127.829
2008-06-20,1107.527
2008-06-23,1129.608
2008-06-24,1114.376
2008-06-25,1112.672
2008-06-26,1120.173
2008-06-27,1137.882
2008-06-30,1147.216
2008-07-01,1137.685
2008-07-02,1101.034
2008-07-03,1085.995
2008-07-04,1076.065
2008-07-07,1061.906
2008-07-08,1055.817
2008-07-09,1058.872
2008-07-10,1073.072
2008-07-11,1078.71
2008-07-14,1091.949
2008-07-15,1066.267
2008-07-16,1063.26
2008-07-17,1046.157
2008-07-18,1035.402
2008-07-21,1065.229
2008-07-22,1053.666
2008-07-23,1020.104
2008-07-24,989.44
2008-07-25,997.48
2008-07-28,997.421
2008-07-29,982.929
2008-07-30,1016.161
2008-07-31,1012.918
2008-08-01,1002.889
2008-08-04,999.195
2008-08-05,944.324
2008-08-06,959.694
2008-08-07,950.753
2008-08-08,915.595
2008-08-11,897.738
2008-08-12,911.222
2008-08-13,943.491
2008-08-14,942.277
2008-08-15,917.196
2008-08-18,933.797
2008-08-19,934.973
2008-08-20,953.46
2008-08-21,992.201
2008-08-22,977.083
2008-08-25,971.403
2008-08-26,972.397
2008-08-27,982.418
2008-08-28,986.4
2008-08-29,981.562
2008-09-01,973.252
2008-09-02,930.522
2008-09-03,918.16
2008-09-04,884.324
2008-09-05,882.216
2008-09-08,852.133
2008-09-09,811.129
2008-09-10,838.56
2008-09-11,836.613
2008-09-12,881.465
2008-09-15,835.154
2008-09-16,829.297
2008-09-17,808.253
2008-09-18,822.097
2008-09-19,909.839
2008-09-22,910.894
2008-09-23,883.711
2008-09-24,879.605
2008-09-25,862.202
2008-09-26,823.932
2008-09-29,751.074
2008-09-30,759.978
2008-10-01,757.202
2008-10-02,675.624
2008-10-03,668.537
2008-10-06,624.451
2008-10-07,605.254
2008-10-08,618.15
2008-10-09,587.056
2008-10-10,526.39
2008-10-13,540.118
2008-10-14,586.913
2008-10-15,541.058
2008-10-16,526.84
2008-10-17,551.309
2008-10-20,584.008
2008-10-21,546.992
2008-10-22,483.589
2008-10-23,471.32
2008-10-24,466.85
2008-10-27,425.105
2008-10-28,449.021
2008-10-29,501.533
2008-10-30,531.896
2008-10-31,530.838
2008-11-03,540.894
2008-11-04,590.948
2008-11-05,578.189
2008-11-06,541.959
2008-11-07,542.013
2008-11-10,540.418
2008-11-11,510.587
2008-11-12,475.09
2008-11-13,504.936
2008-11-14,492.535
2008-11-17,468.439
2008-11-18,474.921
2008-11-19,443.672
2008-11-20,399.779
2008-11-21,434.647
2008-11-24,458.854
2008-11-25,463.555
2008-11-26,475.986
2008-11-27,483.486
2008-11-28,502.843
2008-12-01,450.2
2008-12-02,447.257
2008-12-03,437.561
2008-12-04,424.259
2008-12-05,413.179
2008-12-08,453.73
2008-12-09,457.931
2008-12-10,486.277
2008-12-11,480.912
2008-12-12,485.783
2008-12-15,489.094
2008-12-16,515.288
2008-12-17,529.714
2008-12-18,510.543
2008-12-19,517.709
2008-12-22,488.839
2008-12-23,494.662
2008-12-24,495.424
2008-12-25,495.424
2008-12-26,493.131
2008-12-29,526.668
2008-12-30,533.148
2008-12-31,539.671
2009-01-01,539.671
2009-01-02,564.865
2009-01-05,566.696
2009-01-06,586.088
2009-01-07,554.229
2009-01-08,567.451
2009-01-09,556.495
2009-01-12,527.144
2009-01-13,529.077
2009-01-14,502.372
2009-01-15,508.574
2009-01-16,524.684
2009-01-19,520.851
2009-01-20,506.004
2009-01-21,511.447
2009-01-22,505.628
2009-01-23,522.252
2009-01-26,529.51
2009-01-27,524.052
2009-01-28,534.137
2009-01-29,529.141
2009-01-30,518.301
2009-02-02,511.614
2009-02-03,513.148
2009-02-04,521.8
2009-02-05,532.401
2009-02-06,536.768
2009-02-09,543.582
2009-02-10,537.465
2009-02-11,535.594
2009-02-12,534.141
2009-02-13,532.159
2009-02-16,530.811
2009-02-17,517.858
2009-02-18,511.06
2009-02-19,508.945
2009-02-20,505.267
2009-02-23,493.39
2009-02-24,491.759
2009-02-25,483.391
2009-02-26,496.366
2009-02-27,488.79
2009-03-02,457.693
2009-03-03,452.992
2009-03-04,467.22
2009-03-05,466.766
2009-03-06,463.305
2009-03-09,455.3
2009-03-10,471.068
2009-03-11,479.766
2009-03-12,486.98
2009-03-13,491.171
2009-03-16,496.316
2009-03-17,501.386
2009-03-18,512.207
2009-03-19,538.72
2009-03-20,526.457
2009-03-23,548.865
2009-03-24,552.937
2009-03-25,553.153
2009-03-26,559.597
2009-03-27,547.89
2009-03-30,531.088
2009-03-31,538.223
2009-04-01,547.068
2009-04-02,563.959
2009-04-03,558.21
2009-04-06,548.395
2009-04-07,539.933
2009-04-08,546.641
2009-04-09,562.985
2009-04-10,562.985
2009-04-13,576.044
2009-04-14,579.16
2009-04-15,580.136
2009-04-16,583.544
2009-04-17,576.495
2009-04-20,554.329
2009-04-21,555.408
2009-04-22,566.588
2009-04-23,582.197
2009-04-24,606.662
2009-04-27,602.664
2009-04-28,597.595
2009-04-29,611.701
2009-04-30,612.516
2009-05-01,627.881
2009-05-04,654.562
2009-05-05,654.877
2009-05-06,666.906
2009-05-07,660.859
2009-05-08,677.56
2009-05-11,667.8
2009-05-12,669.505
2009-05-13,641.696
2009-05-14,647.562
2009-05-15,652.756
2009-05-18,654.66
2009-05-19,687.741
2009-05-20,704.32
2009-05-21,681.755
2009-05-22,698.527
2009-05-25,696.357
2009-05-26,701.777
2009-05-27,704.952
2009-05-28,715.028
2009-05-29,729.211
2009-06-01,755.781
2009-06-02,758.307
2009-06-03,723.132
2009-06-04,730.175
2009-06-05,727.666
2009-06-08,720.498
2009-06-09,741.23
2009-06-10,742.859
2009-06-11,762.7
2009-06-12,744.982
2009-06-15,710.345
2009-06-16,705.126
2009-06-17,687.303
2009-06-18,691.667
2009-06-19,707.753
2009-06-22,662.781
2009-06-23,673.256
2009-06-24,693.009
2009-06-25,704.745
2009-06-26,717.148
2009-06-29,709.266
2009-06-30,702.268
2009-07-01,710.403
2009-07-02,703.444
2009-07-03,706.682
2009-07-06,677.95
2009-07-07,672.339
2009-07-08,658.162
2009-07-09,663.632
2009-07-10,660.831
2009-07-13,670.115
2009-07-14,691.603
2009-07-15,716.327
2009-07-16,726.439
2009-07-17,730.235
2009-07-20,755.418
2009-07-21,756.669
2009-07-22,753.088
2009-07-23,774.764
2009-07-24,772.002
2009-07-27,771.945
2009-07-28,758.188
2009-07-29,747.356
2009-07-30,765.981
2009-07-31,773.351
2009-08-03,784.6
2009-08-04,806.984
2009-08-05,809.649
2009-08-06,805.168
2009-08-07,805.151
2009-08-10,807.953
2009-08-11,789.378
2009-08-12,794.813
2009-08-13,822.077
2009-08-14,814.857
2009-08-17,774.079
2009-08-18,792.638
2009-08-19,792.793
2009-08-20,798.615
2009-08-21,819.089
2009-08-24,822.413
2009-08-25,827.196
2009-08-26,808.122
2009-08-27,804.893
2009-08-28,822.04
2009-08-31,794.379
2009-09-01,783.206
2009-09-02,786.309
2009-09-03,811.54
2009-09-04,824.367
2009-09-07,835.513
2009-09-08,852.898
2009-09-09,845.111
2009-09-10,851.612
2009-09-11,861.947
2009-09-14,849.529
2009-09-15,871.236
2009-09-16,884.649
2009-09-17,882.436
2009-09-18,862.113
2009-09-21,851.676
2009-09-22,872.624
2009-09-23,868.143
2009-09-24,832.231
2009-09-25,828.952
2009-09-28,837.559
2009-09-29,845.96
2009-09-30,856.885
2009-10-01,828.004
2009-10-02,818.159
2009-10-05,834.822
2009-10-06,868.739
2009-10-07,872.684
2009-10-08,889.106
2009-10-09,898.39
2009-10-12,905.207
2009-10-13,904.395
2009-10-14,908.925
2009-10-15,905.171
2009-10-16,898.209
2009-10-19,905.264
2009-10-20,900.506
2009-10-21,902.796
2009-10-22,904.334
2009-10-23,889.545
2009-10-26,867.001
2009-10-27,850.914
2009-10-28,809.42
2009-10-29,843.63
2009-10-30,827.383
2009-11-02,827.737
2009-11-03,850.943
2009-11-04,871.094
2009-11-05,880.009
2009-11-06,885.738
2009-11-09,912.206
2009-11-10,910.034
2009-11-11,913.864
2009-11-12,900.784
2009-11-13,911.733
2009-11-16,926.442
2009-11-17,922.004
2009-11-18,937.678
2009-11-19,922.781
2009-11-20,917.642
2009-11-23,936.396
2009-11-24,923.926
2009-11-25,943.948
2009-11-26,918.582
2009-11-27,917.359
2009-11-30,924.596
2009-12-01,957.216
2009-12-02,965.611
2009-12-03,943.874
2009-12-04,933.84
2009-12-07,927.498
2009-12-08,910.635
2009-12-09,921.48
2009-12-10,927.474
2009-12-11,926.614
2009-12-14,933.136
2009-12-15,929.977
2009-12-16,940.312
2009-12-17,909.696
2009-12-18,914.846
2009-12-21,925.702
2009-12-22,930.777
2009-12-23,949.936
2009-12-24,959.586
2009-12-25,959.586
2009-12-28,964.323
2009-12-29,963.701
2009-12-30,953.743
2009-12-31,959.969
2010-01-01,959.969
2010-01-04,984.445
2010-01-05,991.195
2010-01-06,1008.923
2010-01-07,1005.038
2010-01-08,1020.074
2010-01-11,1032.805
2010-01-12,1010.268
2010-01-13,1020.401
2010-01-14,1023.949
2010-01-15,1007.863
2010-01-18,1018.528
2010-01-19,1014.8
2010-01-20,985.303
2010-01-21,959.233
2010-01-22,950.084
2010-01-25,936.053
2010-01-26,931.981
2010-01-27,924.54
2010-01-28,913.408
2010-01-29,893.326
2010-02-01,920.025
2010-02-02,935.112
2010-02-03,924.509
2010-02-04,889.077
2010-02-05,900.328
2010-02-08,887.19
2010-02-09,905.146
2010-02-10,910.413
2010-02-11,935.136
2010-02-12,937.535
2010-02-15,942.132
2010-02-16,962.652
2010-02-17,956.395
2010-02-18,964.251
2010-02-19,954.234
2010-02-22,956.391
2010-02-23,937.187
2010-02-24,933.561
2010-02-25,933.201
2010-02-26,946.101
2010-03-01,955.477
2010-03-02,974.876
2010-03-03,986.003
2010-03-04,975.959
2010-03-05,1000.882
2010-03-08,992.681
2010-03-09,987.13
2010-03-10,994.285
2010-03-11,988.429
2010-03-12,1008.563
2010-03-15,1001.497
2010-03-16,1016.041
2010-03-17,1019.626
2010-03-18,1006.594
2010-03-19,993.456
2010-03-22,986.921
2010-03-23,995.165
2010-03-24,975.011
2010-03-25,980.502
2010-03-26,978.433
2010-03-29,996.356
2010-03-30,986.787
2010-03-31,992.034
2010-04-01,1010.352
2010-04-02,1010.352
2010-04-05,1025.02
2010-04-06,1024.022
2010-04-07,1027.652
2010-04-08,1023.07
2010-04-09,1033.961
2010-04-12,1032.439
2010-04-13,1017.363
2010-04-14,1029.427
2010-04-15,1027.859
2010-04-16,1001.603
2010-04-19,996.792
2010-04-20,1016.485
2010-04-21,1020.022
2010-04-22,1019.41
2010-04-23,1023.798
2010-04-26,1028.521
2010-04-27,1016.946
2010-04-28,1008.933
2010-04-29,1025.398
2010-04-30,1021.072
2010-05-03,1011.997
2010-05-04,987.209
2010-05-05,978.893
2010-05-06,971.769
2010-05-07,945.897
2010-05-10,984.699
2010-05-11,1000.398
2010-05-12,1024.048
2010-05-13,1017.359
2010-05-14,1001.574
2010-05-17,982.371
2010-05-18,975.197
2010-05-19,935.189
2010-05-20,897.598
2010-05-21,913.809
2010-05-24,915.532
2010-05-25,898.104
2010-05-26,918.176
2010-05-27,946.974
2010-05-28,944.508
2010-05-31,952.243
2010-06-01,939.058
2010-06-02,949.78
2010-06-03,955.078
2010-06-04,928.21
2010-06-07,919.718
2010-06-08,922.638
2010-06-09,934.004
2010-06-10,953.759
2010-06-11,956.906
2010-06-14,963.147
2010-06-15,976.019
2010-06-16,983.295
2010-06-17,984.606
2010-06-18,989.142
2010-06-21,992.452
2010-06-22,981.116
2010-06-23,964.101
2010-06-24,953.687
2010-06-25,968.746
2010-06-28,969.056
2010-06-29,926.014
2010-06-30,919.282
2010-07-01,918.288
2010-07-02,904.64
2010-07-05,892.407
2010-07-06,906.137
2010-07-07,923.706
2010-07-08,936.539
2010-07-09,961.823
2010-07-12,952.286
2010-07-13,968.432
2010-07-14,961.5
2010-07-15,966.299
2010-07-16,944.567
2010-07-19,938.791
2010-07-20,948.778
2010-07-21,960.11
2010-07-22,981.378
2010-07-23,987.086
2010-07-26,991.039
2010-07-27,976.835
2010-07-28,980.182
2010-07-29,981.144
2010-07-30,982.185
2010-08-02,989.874
2010-08-03,999.785
2010-08-04,1013.378
2010-08-05,1019.09
2010-08-06,1013.965
2010-08-09,1020.118
2010-08-10,1006.384
2010-08-11,979.69
2010-08-12,983.282
2010-08-13,993.978
2010-08-16,990.836
2010-08-17,1013.162
2010-08-18,1020.544
