Date,HONG KONG MID GROWTH Mid Cap
2005-11-10,593.184
2005-11-11,600.153
2005-11-14,601.418
2005-11-15,603.801
2005-11-16,602.224
2005-11-17,605.729
2005-11-18,615.211
2005-11-21,614.427
2005-11-22,613.354
2005-11-23,625.91
2005-11-24,625.173
2005-11-25,628.595
2005-11-28,631.673
2005-11-29,628.286
2005-11-30,627.196
2005-12-01,629.145
2005-12-02,630.781
2005-12-05,632.696
2005-12-06,624.229
2005-12-07,627.608
2005-12-08,621.386
2005-12-09,627.355
2005-12-12,630.665
2005-12-13,631.494
2005-12-14,639.613
2005-12-15,637.177
2005-12-16,634.334
2005-12-19,645.973
2005-12-20,641.995
2005-12-21,644.292
2005-12-22,643.235
2005-12-23,651.99
2005-12-26,651.99
2005-12-27,652.015
2005-12-28,650.402
2005-12-29,649.85
2005-12-30,648.524
2006-01-02,648.524
2006-01-03,659.925
2006-01-04,676.09
2006-01-05,673.543
2006-01-06,676.999
2006-01-09,692.671
2006-01-10,696.984
2006-01-11,691.297
2006-01-12,688.741
2006-01-13,691.55
2006-01-16,685.471
2006-01-17,679.93
2006-01-18,671.609
2006-01-19,682.658
2006-01-20,681.489
2006-01-23,668.411
2006-01-24,679.664
2006-01-25,684.095
2006-01-26,674.49
2006-01-27,689.795
2006-01-30,689.741
2006-01-31,689.732
2006-02-01,683.784
2006-02-02,681.221
2006-02-03,670.172
2006-02-06,681.49
2006-02-07,692.572
2006-02-08,687.07
2006-02-09,684.854
2006-02-10,680.648
2006-02-13,681.632
2006-02-14,687.702
2006-02-15,692.118
2006-02-16,695.417
2006-02-17,691.563
2006-02-20,696.948
2006-02-21,691.022
2006-02-22,691.729
2006-02-23,698.672
2006-02-24,697.476
2006-02-27,702.771
2006-02-28,699.373
2006-03-01,704.536
2006-03-02,715.061
2006-03-03,711.077
2006-03-06,706.853
2006-03-07,696.823
2006-03-08,683.501
2006-03-09,680.405
2006-03-10,680.061
2006-03-13,692.113
2006-03-14,693.654
2006-03-15,702.872
2006-03-16,702.631
2006-03-17,703.983
2006-03-20,706.136
2006-03-21,708.931
2006-03-22,704.696
2006-03-23,719.557
2006-03-24,729.296
2006-03-27,737.436
2006-03-28,734.783
2006-03-29,735.637
2006-03-30,737.272
2006-03-31,730.208
2006-04-03,743.061
2006-04-04,752.204
2006-04-05,752.223
2006-04-06,792.218
2006-04-07,792.083
2006-04-10,802.555
2006-04-11,811.377
2006-04-12,791.422
2006-04-13,796.523
2006-04-14,796.523
2006-04-17,796.559
2006-04-18,811.71
2006-04-19,824.317
2006-04-20,831.068
2006-04-21,825.03
2006-04-24,810.873
2006-04-25,796.382
2006-04-26,801.238
2006-04-27,811.28
2006-04-28,795.959
2006-05-01,795.995
2006-05-02,810.837
2006-05-03,823.121
2006-05-04,828.359
2006-05-05,828.396
2006-05-08,834.625
2006-05-09,818.3
2006-05-10,823.623
2006-05-11,850.643
2006-05-12,850.987
2006-05-15,826.511
2006-05-16,806.807
2006-05-17,813.69
2006-05-18,796.826
2006-05-19,788.063
2006-05-22,747.535
2006-05-23,740.873
2006-05-24,739.349
2006-05-25,730.943
2006-05-26,750.54
2006-05-29,749.147
2006-05-30,748.11
2006-05-31,748.105
2006-06-01,753.405
2006-06-02,745.104
2006-06-05,752.208
2006-06-06,760.208
2006-06-07,747.554
2006-06-08,730.202
2006-06-09,727.153
2006-06-12,728.463
2006-06-13,711.099
2006-06-14,701.053
2006-06-15,710.342
2006-06-16,733.832
2006-06-19,724.769
2006-06-20,725.92
2006-06-21,726.87
2006-06-22,751.402
2006-06-23,739.533
2006-06-26,741.204
2006-06-27,738.676
2006-06-28,732.325
2006-06-29,741.544
2006-06-30,763.063
2006-07-03,764.73
2006-07-04,764.351
2006-07-05,759.89
2006-07-06,767.022
2006-07-07,767.338
2006-07-10,764.177
2006-07-11,753.075
2006-07-12,754.946
2006-07-13,756.747
2006-07-14,751.516
2006-07-17,739.228
2006-07-18,737.622
2006-07-19,742.231
2006-07-20,748.056
2006-07-21,747.988
2006-07-24,749.544
2006-07-25,756.733
2006-07-26,758.568
2006-07-27,753.708
2006-07-28,748.378
2006-07-31,755.305
2006-08-01,759.117
2006-08-02,754.829
2006-08-03,762.203
2006-08-04,750.23
2006-08-07,747.965
2006-08-08,750.785
2006-08-09,754.459
2006-08-10,749.798
2006-08-11,754.419
2006-08-14,753.018
2006-08-15,751.551
2006-08-16,760.556
2006-08-17,759.045
2006-08-18,765.772
2006-08-21,757.104
2006-08-22,761.928
2006-08-23,766.577
2006-08-24,761.832
2006-08-25,763.052
2006-08-28,764.786
2006-08-29,768.771
2006-08-30,772.063
2006-08-31,782.607
2006-09-01,782.23
2006-09-04,790.121
2006-09-05,782.548
2006-09-06,778.697
2006-09-07,784.452
2006-09-08,783.25
2006-09-11,780.774
2006-09-12,785.574
2006-09-13,793.087
2006-09-14,788.607
2006-09-15,788.514
2006-09-18,800.536
2006-09-19,805.761
2006-09-20,803.297
2006-09-21,808.769
2006-09-22,809.652
2006-09-25,806.162
2006-09-26,804.706
2006-09-27,811.045
2006-09-28,809.224
2006-09-29,810.406
2006-10-02,810.4
2006-10-03,814.253
2006-10-04,802.963
2006-10-05,809.36
2006-10-06,799.794
2006-10-09,793.475
2006-10-10,796.248
2006-10-11,791.113
2006-10-12,792.802
2006-10-13,794.796
2006-10-16,792.09
2006-10-17,792.629
2006-10-18,794.661
2006-10-19,796.675
2006-10-20,800.479
2006-10-23,794.448
2006-10-24,801.844
2006-10-25,796.401
2006-10-26,800.565
2006-10-27,797.097
2006-10-30,797.435
2006-10-31,799.568
2006-11-01,807.042
2006-11-02,812.77
2006-11-03,815.319
2006-11-06,819.031
2006-11-07,826.339
2006-11-08,829.805
2006-11-09,840.768
2006-11-10,839.535
2006-11-13,840.309
2006-11-14,840.76
2006-11-15,840.403
2006-11-16,837.281
2006-11-17,838.538
2006-11-20,835.801
2006-11-21,852.273
2006-11-22,858.087
2006-11-23,854.213
2006-11-24,844.69
2006-11-27,842.749
2006-11-28,827.794
2006-11-29,828.823
2006-11-30,848.042
2006-12-01,833.101
2006-12-04,841.407
2006-12-05,848.88
2006-12-06,851.039
2006-12-07,846.65
2006-12-08,840.154
2006-12-11,840.39
2006-12-12,845.852
2006-12-13,842.319
2006-12-14,853.567
2006-12-15,858.361
2006-12-18,863.505
2006-12-19,847.657
2006-12-20,863.736
2006-12-21,863.788
2006-12-22,870.428
2006-12-25,870.428
2006-12-26,870.215
2006-12-27,886.561
2006-12-28,892.972
2006-12-29,891.924
2007-01-01,891.924
2007-01-02,900.092
2007-01-03,893.412
2007-01-04,893.203
2007-01-05,894.074
2007-01-08,890.096
2007-01-09,903.161
2007-01-10,900.304
2007-01-11,899.133
2007-01-12,921.212
2007-01-15,945.403
2007-01-16,940.355
2007-01-17,941.179
2007-01-18,938.462
2007-01-19,938.464
2007-01-22,956.268
2007-01-23,948.699
2007-01-24,942.292
2007-01-25,936.932
2007-01-26,926.965
2007-01-29,921.008
2007-01-30,933.508
2007-01-31,926.333
2007-02-01,933.261
2007-02-02,944.723
2007-02-05,940.698
2007-02-06,947.552
2007-02-07,951.766
2007-02-08,955.261
2007-02-09,961.703
2007-02-12,963.457
2007-02-13,955.504
2007-02-14,960.957
2007-02-15,969.598
2007-02-16,969.194
2007-02-19,969.231
2007-02-20,969.145
2007-02-21,968.392
2007-02-22,979.751
2007-02-23,971.176
2007-02-26,967.425
2007-02-27,953.176
2007-02-28,916.266
2007-03-01,910.773
2007-03-02,902.57
2007-03-05,849.125
2007-03-06,869.096
2007-03-07,884.967
2007-03-08,904.114
2007-03-09,926.29
2007-03-12,942.719
2007-03-13,930.711
2007-03-14,914.279
2007-03-15,919.553
2007-03-16,915.245
2007-03-19,924.045
2007-03-20,924.232
2007-03-21,927.874
2007-03-22,926.651
2007-03-23,928.514
2007-03-26,931.641
2007-03-27,926.078
2007-03-28,924.804
2007-03-29,934.161
2007-03-30,940.85
2007-04-02,943.645
2007-04-03,955.469
2007-04-04,966.449
2007-04-05,966.449
2007-04-06,966.449
2007-04-09,966.276
2007-04-10,975.633
2007-04-11,974.64
2007-04-12,964.063
2007-04-13,956.026
2007-04-16,962.879
2007-04-17,958.347
2007-04-18,962.369
2007-04-19,944.907
2007-04-20,952.3
2007-04-23,967.534
2007-04-24,963.651
2007-04-25,961.048
2007-04-26,964.466
2007-04-27,964.124
2007-04-30,956.751
2007-05-01,956.604
2007-05-02,966.151
2007-05-03,980.972
2007-05-04,981.053
2007-05-07,966.141
2007-05-08,966.472
2007-05-09,979.701
2007-05-10,981.45
2007-05-11,972.354
2007-05-14,988.651
2007-05-15,987.486
2007-05-16,989.538
2007-05-17,994.386
2007-05-18,993.244
2007-05-21,990.802
2007-05-22,994.614
2007-05-23,999.59
2007-05-24,999.558
2007-05-25,991.318
2007-05-28,992.351
2007-05-29,989.7
2007-05-30,984.73
2007-05-31,1000.0
2007-06-01,1004.963
2007-06-04,1000.823
2007-06-05,997.696
2007-06-06,1004.047
2007-06-07,998.946
2007-06-08,982.368
2007-06-11,998.275
2007-06-12,995.922
2007-06-13,991.664
2007-06-14,996.974
2007-06-15,997.674
2007-06-18,1007.747
2007-06-19,1007.773
2007-06-20,1009.05
2007-06-21,1016.199
2007-06-22,1011.873
2007-06-25,1004.298
2007-06-26,994.976
2007-06-27,979.544
2007-06-28,1000.749
2007-06-29,1005.612
2007-07-02,1005.915
2007-07-03,1018.476
2007-07-04,1020.307
2007-07-05,1036.197
2007-07-06,1042.545
2007-07-09,1069.501
2007-07-10,1067.719
2007-07-11,1056.175
2007-07-12,1062.622
2007-07-13,1071.8
2007-07-16,1072.184
2007-07-17,1077.352
2007-07-18,1074.024
2007-07-19,1081.652
2007-07-20,1100.897
2007-07-23,1113.214
2007-07-24,1119.893
2007-07-25,1112.36
2007-07-26,1102.588
2007-07-27,1076.042
2007-07-30,1070.25
2007-07-31,1100.313
2007-08-01,1072.773
2007-08-02,1064.158
2007-08-03,1064.844
2007-08-06,1030.558
2007-08-07,1036.02
2007-08-08,1049.119
2007-08-09,1061.236
2007-08-10,1039.439
2007-08-13,1030.73
2007-08-14,1028.814
2007-08-15,1000.651
2007-08-16,962.874
2007-08-17,920.831
2007-08-20,974.472
2007-08-21,1003.103
2007-08-22,1034.569
2007-08-23,1046.427
2007-08-24,1042.667
2007-08-27,1074.298
2007-08-28,1077.802
2007-08-29,1054.827
2007-08-30,1079.7
2007-08-31,1134.276
2007-09-03,1120.69
2007-09-04,1123.155
2007-09-05,1162.01
2007-09-06,1144.067
2007-09-07,1149.825
2007-09-10,1137.072
2007-09-11,1123.107
2007-09-12,1142.482
2007-09-13,1156.199
2007-09-14,1172.282
2007-09-17,1165.917
2007-09-18,1156.827
2007-09-19,1203.559
2007-09-20,1211.08
2007-09-21,1191.135
2007-09-24,1213.144
2007-09-25,1220.205
2007-09-26,1220.511
2007-09-27,1252.934
2007-09-28,1266.831
2007-10-01,1266.66
2007-10-02,1273.214
2007-10-03,1250.569
2007-10-04,1212.001
2007-10-05,1237.997
2007-10-08,1244.058
2007-10-09,1267.926
2007-10-10,1319.305
2007-10-11,1307.82
2007-10-12,1289.782
2007-10-15,1309.419
2007-10-16,1324.041
2007-10-17,1318.365
2007-10-18,1313.496
2007-10-19,1313.471
2007-10-22,1272.086
2007-10-23,1297.673
2007-10-24,1302.57
2007-10-25,1312.832
2007-10-26,1353.699
2007-10-29,1409.738
2007-10-30,1417.943
2007-10-31,1409.643
2007-11-01,1399.988
2007-11-02,1360.583
2007-11-05,1337.69
2007-11-06,1309.419
2007-11-07,1331.498
2007-11-08,1295.941
2007-11-09,1292.456
2007-11-12,1247.797
2007-11-13,1224.926
2007-11-14,1270.612
2007-11-15,1268.38
2007-11-16,1228.984
2007-11-19,1230.145
2007-11-20,1215.213
2007-11-21,1189.941
2007-11-22,1165.799
2007-11-23,1172.296
2007-11-26,1208.46
2007-11-27,1200.971
2007-11-28,1231.206
2007-11-29,1287.737
2007-11-30,1305.02
2007-12-03,1319.465
2007-12-04,1315.118
2007-12-05,1309.602
2007-12-06,1327.72
2007-12-07,1345.957
2007-12-10,1322.505
2007-12-11,1337.08
2007-12-12,1305.805
2007-12-13,1281.407
2007-12-14,1257.325
2007-12-17,1215.507
2007-12-18,1201.914
2007-12-19,1235.556
2007-12-20,1248.529
2007-12-21,1258.456
2007-12-24,1276.168
2007-12-25,1276.168
2007-12-26,1275.735
2007-12-27,1288.409
2007-12-28,1274.403
2007-12-31,1304.877
2008-01-01,1304.877
2008-01-02,1294.523
2008-01-03,1282.791
2008-01-04,1298.721
2008-01-07,1282.753
2008-01-08,1267.842
2008-01-09,1263.95
2008-01-10,1258.871
2008-01-11,1244.077
2008-01-14,1204.127
2008-01-15,1172.255
2008-01-16,1113.157
2008-01-17,1103.215
2008-01-18,1093.284
2008-01-21,1042.312
2008-01-22,973.185
2008-01-23,1039.069
2008-01-24,1046.002
2008-01-25,1111.397
2008-01-28,1056.239
2008-01-29,1062.22
2008-01-30,1051.14
2008-01-31,1062.405
2008-02-01,1056.357
2008-02-04,1101.927
2008-02-05,1111.752
2008-02-06,1087.62
2008-02-07,1087.78
2008-02-08,1087.822
2008-02-11,1071.313
2008-02-12,1078.802
2008-02-13,1078.314
2008-02-14,1122.015
2008-02-15,1139.603
2008-02-18,1135.294
2008-02-19,1146.348
2008-02-20,1120.063
2008-02-21,1103.188
2008-02-22,1085.718
2008-02-25,1086.448
2008-02-26,1091.017
2008-02-27,1117.289
2008-02-28,1130.249
2008-02-29,1115.904
2008-03-03,1101.378
2008-03-04,1072.711
2008-03-05,1056.182
2008-03-06,1065.28
2008-03-07,1046.748
2008-03-10,1017.174
2008-03-11,1028.652
2008-03-12,1041.265
2008-03-13,1015.445
2008-03-14,995.445
2008-03-17,944.231
2008-03-18,907.483
2008-03-19,943.898
2008-03-20,916.831
2008-03-21,916.831
2008-03-24,916.648
2008-03-25,966.083
2008-03-26,997.469
2008-03-27,1005.567
2008-03-28,1020.401
2008-03-31,1011.876
2008-04-01,1004.632
2008-04-02,1045.417
2008-04-03,1056.976
2008-04-04,1057.043
2008-04-07,1058.864
2008-04-08,1059.23
2008-04-09,1034.47
2008-04-10,1029.012
2008-04-11,1046.999
2008-04-14,1022.751
2008-04-15,1000.523
2008-04-16,1007.517
2008-04-17,1017.878
2008-04-18,1011.957
2008-04-21,1028.589
2008-04-22,1042.354
2008-04-23,1052.352
2008-04-24,1075.898
2008-04-25,1085.0
2008-04-28,1098.244
2008-04-29,1103.083
2008-04-30,1097.392
2008-05-01,1097.582
2008-05-02,1123.848
2008-05-05,1129.025
2008-05-06,1129.25
2008-05-07,1106.074
2008-05-08,1094.193
2008-05-09,1089.088
2008-05-12,1089.172
2008-05-13,1096.174
2008-05-14,1104.244
2008-05-15,1111.083
2008-05-16,1111.506
2008-05-19,1118.157
2008-05-20,1097.698
2008-05-21,1080.465
2008-05-22,1065.229
2008-05-23,1073.179
2008-05-26,1061.037
2008-05-27,1072.556
2008-05-28,1056.844
2008-05-29,1057.285
2008-05-30,1062.526
2008-06-02,1052.115
2008-06-03,1030.703
2008-06-04,1033.291
2008-06-05,1041.377
2008-06-06,1050.426
2008-06-09,1050.553
2008-06-10,1029.188
2008-06-11,1015.714
2008-06-12,996.161
2008-06-13,981.062
2008-06-16,995.276
2008-06-17,1002.937
2008-06-18,997.097
2008-06-19,961.69
2008-06-20,951.916
2008-06-23,934.615
2008-06-24,940.521
2008-06-25,937.939
2008-06-26,939.932
2008-06-27,918.364
2008-06-30,924.976
2008-07-01,924.828
2008-07-02,888.161
2008-07-03,800.521
2008-07-04,828.054
2008-07-07,824.534
2008-07-08,809.096
2008-07-09,823.775
2008-07-10,819.562
2008-07-11,822.293
2008-07-14,795.588
2008-07-15,756.063
2008-07-16,766.744
2008-07-17,767.266
2008-07-18,772.844
2008-07-21,789.072
2008-07-22,792.003
2008-07-23,796.5
2008-07-24,793.183
2008-07-25,775.321
2008-07-28,774.651
2008-07-29,759.057
2008-07-30,769.852
2008-07-31,772.302
2008-08-01,766.731
2008-08-04,767.521
2008-08-05,745.173
2008-08-06,745.177
2008-08-07,731.635
2008-08-08,719.822
2008-08-11,718.477
2008-08-12,715.886
2008-08-13,698.802
2008-08-14,681.457
2008-08-15,666.346
2008-08-18,626.707
2008-08-19,598.808
2008-08-20,620.996
2008-08-21,634.437
2008-08-22,634.45
2008-08-25,659.767
2008-08-26,677.31
2008-08-27,719.661
2008-08-28,688.159
2008-08-29,689.879
2008-09-01,647.581
2008-09-02,653.125
2008-09-03,645.948
2008-09-04,624.03
2008-09-05,609.053
2008-09-08,620.105
2008-09-09,602.573
2008-09-10,589.763
2008-09-11,570.19
2008-09-12,574.868
2008-09-15,575.137
2008-09-16,551.492
2008-09-17,527.603
2008-09-18,507.396
2008-09-19,532.47
2008-09-22,541.717
2008-09-23,516.528
2008-09-24,511.945
2008-09-25,506.865
2008-09-26,504.462
2008-09-29,484.708
2008-09-30,496.548
2008-10-01,496.416
2008-10-02,494.068
2008-10-03,477.526
2008-10-06,449.028
2008-10-07,448.855
2008-10-08,410.583
2008-10-09,417.512
2008-10-10,381.306
2008-10-13,402.551
2008-10-14,429.68
2008-10-15,416.578
2008-10-16,399.509
2008-10-17,386.608
2008-10-20,381.342
2008-10-21,374.631
2008-10-22,358.493
2008-10-23,346.159
2008-10-24,324.328
2008-10-27,298.633
2008-10-28,307.126
2008-10-29,336.304
2008-10-30,372.099
2008-10-31,371.676
2008-11-03,376.959
2008-11-04,368.754
2008-11-05,409.773
2008-11-06,403.305
2008-11-07,405.944
2008-11-10,404.834
2008-11-11,387.193
2008-11-12,388.197
2008-11-13,371.516
2008-11-14,383.462
2008-11-17,374.637
2008-11-18,358.001
2008-11-19,357.76
2008-11-20,340.742
2008-11-21,338.547
2008-11-24,337.298
2008-11-25,346.682
2008-11-26,351.274
2008-11-27,356.114
2008-11-28,367.062
2008-12-01,371.884
2008-12-02,353.193
2008-12-03,355.388
2008-12-04,350.876
2008-12-05,350.87
2008-12-08,363.23
2008-12-09,369.793
2008-12-10,378.207
2008-12-11,392.625
2008-12-12,369.274
2008-12-15,379.621
2008-12-16,377.308
2008-12-17,378.088
2008-12-18,389.27
2008-12-19,381.276
2008-12-22,390.638
2008-12-23,376.914
2008-12-24,374.367
2008-12-25,374.367
2008-12-26,374.386
2008-12-29,388.908
2008-12-30,377.9
2008-12-31,393.208
2009-01-01,393.208
2009-01-02,400.364
2009-01-05,416.603
2009-01-06,419.445
2009-01-07,428.558
2009-01-08,415.134
2009-01-09,409.704
2009-01-12,403.03
2009-01-13,404.87
2009-01-14,409.428
2009-01-15,392.13
2009-01-16,393.117
2009-01-19,388.364
2009-01-20,386.515
2009-01-21,378.634
2009-01-22,370.466
2009-01-23,370.579
2009-01-26,370.594
2009-01-27,370.441
2009-01-28,370.491
2009-01-29,385.647
2009-01-30,381.128
2009-02-02,374.941
2009-02-03,376.73
2009-02-04,378.084
2009-02-05,377.343
2009-02-06,380.735
2009-02-09,378.336
2009-02-10,378.018
2009-02-11,370.101
2009-02-12,367.23
2009-02-13,371.063
2009-02-16,368.433
2009-02-17,368.462
2009-02-18,361.612
2009-02-19,360.523
2009-02-20,354.354
2009-02-23,357.623
2009-02-24,350.603
2009-02-25,349.555
2009-02-26,345.852
2009-02-27,350.754
2009-03-02,345.148
2009-03-03,341.022
2009-03-04,353.999
2009-03-05,353.432
2009-03-06,349.907
2009-03-09,331.641
2009-03-10,331.315
2009-03-11,337.382
2009-03-12,333.558
2009-03-13,346.673
2009-03-16,354.836
2009-03-17,352.26
2009-03-18,359.989
2009-03-19,364.266
2009-03-20,360.426
2009-03-23,376.068
2009-03-24,390.18
2009-03-25,387.238
2009-03-26,394.289
2009-03-27,392.91
2009-03-30,380.906
2009-03-31,386.639
2009-04-01,392.707
2009-04-02,414.014
2009-04-03,421.279
2009-04-06,431.286
2009-04-07,421.853
2009-04-08,422.893
2009-04-09,436.286
2009-04-10,436.286
2009-04-13,436.275
2009-04-14,453.78
2009-04-15,467.298
2009-04-16,470.341
2009-04-17,482.417
2009-04-20,482.109
2009-04-21,470.476
2009-04-22,467.237
2009-04-23,480.626
2009-04-24,485.992
2009-04-27,464.334
2009-04-28,446.866
2009-04-29,453.381
2009-04-30,490.122
2009-05-01,490.129
2009-05-04,520.878
2009-05-05,524.619
2009-05-06,534.183
2009-05-07,538.071
2009-05-08,532.382
2009-05-11,531.093
2009-05-12,525.441
2009-05-13,533.414
2009-05-14,518.938
2009-05-15,529.722
2009-05-18,535.939
2009-05-19,553.185
2009-05-20,557.654
2009-05-21,539.752
2009-05-22,536.989
2009-05-25,541.163
2009-05-26,540.166
2009-05-27,564.817
2009-05-28,564.824
2009-05-29,588.551
2009-06-01,605.486
2009-06-02,594.175
2009-06-03,612.653
2009-06-04,607.668
2009-06-05,623.046
2009-06-08,614.626
2009-06-09,597.115
2009-06-10,604.887
2009-06-11,607.935
2009-06-12,605.055
2009-06-15,598.445
2009-06-16,578.372
2009-06-17,574.912
2009-06-18,566.921
2009-06-19,575.037
2009-06-22,570.638
2009-06-23,560.306
2009-06-24,565.456
2009-06-25,578.063
2009-06-26,582.268
2009-06-29,578.249
2009-06-30,563.233
2009-07-01,563.229
2009-07-02,577.704
2009-07-03,573.621
2009-07-06,575.084
2009-07-07,568.862
2009-07-08,560.966
2009-07-09,563.917
2009-07-10,566.542
2009-07-13,553.564
2009-07-14,568.032
2009-07-15,584.748
2009-07-16,584.497
2009-07-17,593.87
2009-07-20,610.259
2009-07-21,633.546
2009-07-22,624.863
2009-07-23,636.734
2009-07-24,626.422
2009-07-27,633.094
2009-07-28,641.046
2009-07-29,630.363
2009-07-30,626.922
2009-07-31,636.446
2009-08-03,643.319
2009-08-04,651.697
2009-08-05,641.262
2009-08-06,627.717
2009-08-07,612.351
2009-08-10,626.327
2009-08-11,623.521
2009-08-12,618.905
2009-08-13,622.774
2009-08-14,623.691
2009-08-17,597.605
2009-08-18,596.228
2009-08-19,590.17
2009-08-20,603.76
2009-08-21,607.574
2009-08-24,611.45
2009-08-25,608.699
2009-08-26,601.339
2009-08-27,606.481
2009-08-28,602.977
2009-08-31,588.333
2009-09-01,591.175
2009-09-02,582.802
2009-09-03,594.428
2009-09-04,599.561
2009-09-07,604.61
2009-09-08,610.37
2009-09-09,611.709
2009-09-10,626.411
2009-09-11,631.183
2009-09-14,626.995
2009-09-15,630.153
2009-09-16,643.63
2009-09-17,657.949
2009-09-18,638.83
2009-09-21,643.562
2009-09-22,648.21
2009-09-23,653.931
2009-09-24,647.444
2009-09-25,648.258
2009-09-28,636.04
2009-09-29,651.674
2009-09-30,664.434
2009-10-01,664.434
2009-10-02,647.055
2009-10-05,637.043
2009-10-06,645.632
2009-10-07,665.329
2009-10-08,670.897
2009-10-09,676.237
2009-10-12,680.103
2009-10-13,681.323
2009-10-14,700.089
2009-10-15,702.59
2009-10-16,699.981
2009-10-19,705.642
2009-10-20,722.747
2009-10-21,717.75
2009-10-22,716.949
2009-10-23,731.602
2009-10-26,731.602
2009-10-27,722.717
2009-10-28,715.561
2009-10-29,689.53
2009-10-30,714.77
2009-11-02,704.706
2009-11-03,698.048
2009-11-04,701.632
2009-11-05,700.03
2009-11-06,703.403
2009-11-09,711.876
2009-11-10,717.746
2009-11-11,713.992
2009-11-12,713.009
2009-11-13,709.044
2009-11-16,720.819
2009-11-17,731.53
2009-11-18,719.845
2009-11-19,715.525
2009-11-20,699.323
2009-11-23,704.694
2009-11-24,702.704
2009-11-25,704.249
2009-11-26,704.457
2009-11-27,681.594
2009-11-30,700.158
2009-12-01,717.467
2009-12-02,723.476
2009-12-03,729.336
2009-12-04,733.795
2009-12-07,744.31
2009-12-08,748.202
2009-12-09,740.77
2009-12-10,740.523
2009-12-11,746.999
2009-12-14,746.684
2009-12-15,739.185
2009-12-16,729.006
2009-12-17,714.931
2009-12-18,704.386
2009-12-21,701.11
2009-12-22,710.392
2009-12-23,719.758
2009-12-24,721.684
2009-12-25,721.684
2009-12-28,722.562
2009-12-29,723.357
2009-12-30,725.533
2009-12-31,732.803
2010-01-01,732.803
2010-01-04,739.138
2010-01-05,754.107
2010-01-06,760.628
2010-01-07,749.367
2010-01-08,745.066
2010-01-11,747.318
2010-01-12,745.679
2010-01-13,731.192
2010-01-14,735.796
2010-01-15,738.699
2010-01-18,735.646
2010-01-19,732.082
2010-01-20,726.569
2010-01-21,708.934
2010-01-22,700.45
2010-01-25,689.294
2010-01-26,664.438
2010-01-27,657.608
2010-01-28,658.946
2010-01-29,651.546
2010-02-01,658.898
2010-02-02,666.564
2010-02-03,682.431
2010-02-04,670.085
2010-02-05,647.699
2010-02-08,643.4
2010-02-09,652.094
2010-02-10,661.557
2010-02-11,667.035
2010-02-12,671.911
2010-02-15,671.816
2010-02-16,671.92
2010-02-17,681.261
2010-02-18,670.226
2010-02-19,655.197
2010-02-22,668.4
2010-02-23,679.462
2010-02-24,678.236
2010-02-25,678.286
2010-02-26,676.963
2010-03-01,688.914
2010-03-02,687.807
2010-03-03,690.782
2010-03-04,689.626
2010-03-05,697.54
2010-03-08,711.891
2010-03-09,717.576
2010-03-10,715.981
2010-03-11,715.763
2010-03-12,716.102
2010-03-15,713.862
2010-03-16,715.797
2010-03-17,729.093
2010-03-18,733.475
2010-03-19,738.286
2010-03-22,729.731
2010-03-23,725.197
2010-03-24,729.33
2010-03-25,730.639
2010-03-26,736.954
2010-03-29,742.552
2010-03-30,736.805
2010-03-31,728.889
2010-04-01,742.499
2010-04-02,742.499
2010-04-05,742.609
2010-04-06,742.666
2010-04-07,760.28
2010-04-08,752.71
2010-04-09,759.832
2010-04-12,754.244
2010-04-13,753.218
2010-04-14,753.238
2010-04-15,750.169
2010-04-16,736.348
2010-04-19,721.708
2010-04-20,725.201
2010-04-21,720.534
2010-04-22,715.494
2010-04-23,707.44
2010-04-26,721.57
2010-04-27,712.987
2010-04-28,711.356
2010-04-29,705.11
2010-04-30,704.762
2010-05-03,694.112
2010-05-04,692.8
2010-05-05,675.017
2010-05-06,661.269
2010-05-07,655.921
2010-05-10,662.567
2010-05-11,656.476
2010-05-12,654.734
2010-05-13,661.737
2010-05-14,655.355
2010-05-17,629.636
2010-05-18,628.974
2010-05-19,619.159
2010-05-20,609.27
2010-05-21,609.18
2010-05-24,616.895
2010-05-25,585.779
2010-05-26,594.386
2010-05-27,612.803
2010-05-28,620.659
2010-05-31,617.255
2010-06-01,616.556
2010-06-02,613.562
2010-06-03,627.454
2010-06-04,632.371
2010-06-07,616.755
2010-06-08,612.242
2010-06-09,614.019
2010-06-10,613.21
2010-06-11,629.837
2010-06-14,637.983
2010-06-15,640.585
2010-06-16,640.622
2010-06-17,644.112
2010-06-18,652.882
2010-06-21,673.757
2010-06-22,669.438
2010-06-23,667.725
2010-06-24,663.7
2010-06-25,659.691
2010-06-28,657.587
2010-06-29,648.678
2010-06-30,638.532
2010-07-01,637.848
2010-07-02,626.892
2010-07-05,624.964
2010-07-06,630.403
2010-07-07,631.109
2010-07-08,644.615
2010-07-09,656.665
2010-07-12,658.315
2010-07-13,658.322
2010-07-14,664.688
2010-07-15,657.112
2010-07-16,657.907
2010-07-19,652.712
2010-07-20,659.186
2010-07-21,659.764
2010-07-22,664.591
2010-07-23,676.707
2010-07-26,685.265
2010-07-27,693.642
2010-07-28,691.421
2010-07-29,711.44
2010-07-30,708.947
2010-08-02,718.588
2010-08-03,725.952
2010-08-04,733.281
2010-08-05,732.119
2010-08-06,732.891
2010-08-09,732.016
2010-08-10,725.711
2010-08-11,718.251
2010-08-12,710.471
2010-08-13,718.909
2010-08-16,717.438
2010-08-17,719.569
2010-08-18,718.237
2010-08-19,720.221
2010-08-20,718.08
2010-08-23,715.769
