Date,DENMARK Standard (Large+Mid Cap)
1995-04-28,2648.038
1995-05-31,2762.373
1995-06-30,2719.553
1995-07-31,2911.914
1995-08-31,2760.299
1995-09-29,2806.377
1995-10-31,2814.326
1995-11-30,2829.618
1995-12-29,2900.698
1996-01-31,2997.558
1996-02-29,3039.928
1996-03-29,2966.301
1996-04-30,2948.013
1996-05-31,2958.919
1996-06-28,3038.678
1996-07-31,3088.209
1996-08-30,3203.675
1996-09-30,3196.2
1996-10-31,3303.924
1996-11-29,3387.112
1996-12-31,3549.816
1997-01-31,3697.109
1997-02-28,3675.646
1997-03-31,3791.425
1997-04-30,3678.408
1997-05-30,3957.315
1997-06-30,4040.596
1997-07-31,4302.473
1997-08-29,4091.086
1997-09-30,4564.377
1997-10-31,4365.552
1997-11-28,4416.262
1997-12-31,4792.761
1998-01-30,4810.358
1998-02-27,4928.747
1998-03-31,5513.722
1998-04-30,5283.041
1998-05-29,5432.523
1998-06-30,5314.273
1998-07-31,5474.348
1998-08-31,4861.044
1998-09-30,4646.31
1998-10-30,5001.679
1998-11-30,4763.287
1998-12-31,5242.207
1999-01-29,5058.54
1999-02-26,4624.37
1999-03-31,4546.636
1999-04-30,4878.159
1999-05-31,4743.652
1999-06-30,4798.009
1999-07-30,5135.76
1999-08-31,5153.142
1999-09-30,5311.449
1999-10-29,5381.941
1999-11-30,5567.875
1999-12-31,5895.919
2000-01-31,5579.886
2000-02-29,5785.305
2000-03-31,6320.649
2000-04-28,5745.316
2000-05-31,6135.336
2000-06-30,6128.464
2000-07-31,6258.214
2000-08-31,6622.64
2000-09-29,6497.717
2000-10-31,6201.391
2000-11-30,5895.795
2000-12-29,6114.477
2001-01-31,6831.821
2001-02-28,6213.979
2001-03-30,5632.015
2001-04-30,5786.05
2001-05-31,5783.622
2001-06-29,5683.484
2001-07-31,5878.527
2001-08-31,5556.749
2001-09-28,5070.537
2001-10-31,5172.2
2001-11-30,5229.042
2001-12-31,5234.781
2002-01-31,4956.312
2002-02-28,5075.234
2002-03-29,5275.622
2002-04-30,5088.723
2002-05-31,5208.866
2002-06-28,5272.172
2002-07-31,4599.705
2002-08-30,4747.559
2002-09-30,4112.181
2002-10-31,4225.458
2002-11-29,4397.021
2002-12-31,4416.46
2003-01-31,4222.652
2003-02-28,4031.862
2003-03-31,4407.897
2003-04-30,4980.403
2003-05-30,5324.753
2003-06-30,5301.997
2003-07-31,5194.732
2003-08-29,5658.81
2003-09-30,5871.918
2003-10-31,6246.829
2003-11-28,6217.598
2003-12-31,6635.586
2004-01-30,6938.043
2004-02-27,7341.201
2004-03-31,7089.764
2004-04-30,6989.17
2004-05-31,7019.764
2004-06-30,7428.216
2004-07-30,7287.62
2004-08-31,7422.734
2004-09-30,7886.477
2004-10-29,7815.875
2004-11-30,8412.875
2004-12-31,8734.25
2005-01-31,8497.983
2005-02-28,9155.074
2005-03-31,9295.884
2005-04-29,9003.675
2005-05-31,9257.494
2005-06-30,9414.929
2005-07-29,9707.504
2005-08-31,10197.554
2005-09-30,10273.998
2005-10-31,10047.134
2005-11-30,10268.933
2005-12-30,10943.99
2006-01-31,11209.697
2006-02-28,11250.307
2006-03-31,12026.76
2006-04-28,12788.44
2006-05-31,12225.079
2006-06-30,12093.98
2006-07-31,12047.145
2006-08-31,12834.997
2006-09-29,13150.731
2006-10-31,13727.919
2006-11-30,14624.185
2006-12-29,15269.55
2007-01-31,15686.785
2007-02-28,15715.028
2007-03-30,16548.568
2007-04-30,17707.543
2007-05-31,18093.833
2007-06-29,17637.026
2007-07-31,18301.266
2007-08-31,18222.753
2007-09-28,19225.937
2007-10-31,20013.088
2007-11-30,19232.219
2007-12-31,19259.325
2008-01-31,17049.973
2008-02-29,18572.719
2008-03-31,19326.519
2008-04-30,19220.059
2008-05-30,20415.226
2008-06-30,19154.081
2008-07-31,18633.627
2008-08-29,17805.463
2008-09-30,14113.446
2008-10-31,10490.197
2008-11-28,9774.913
2008-12-31,10144.137
2009-01-30,9918.171
2009-02-27,8901.374
2009-03-31,9022.056
2009-04-30,10676.881
2009-05-29,12097.607
2009-06-30,12118.889
2009-07-31,12987.117
2009-08-31,14017.039
2009-09-30,14305.34
2009-10-30,13899.6
2009-11-30,14348.675
2009-12-31,13906.818
2010-01-29,14341.675
2010-02-26,14157.704
2010-03-31,15292.216
2010-04-30,16182.418
2010-05-31,14340.548
2010-06-30,14470.841
2010-07-30,15960.469
2010-08-31,15199.048
2010-09-30,17028.002
2010-10-29,17607.854
2010-11-30,16488.992
2010-12-31,18230.718
2011-01-31,18596.387
2011-02-28,19523.313
2011-03-31,19992.412
2011-04-29,20632.561
2011-05-31,19654.693
2011-06-30,18707.408
2011-07-29,18052.518
2011-08-31,15627.797
2011-09-30,14190.522
2011-10-31,15250.073
2011-11-30,15705.032
2011-12-30,15367.633
2012-01-31,16044.85
2012-02-29,18349.729
2012-03-30,18167.982
2012-04-30,18754.911
2012-05-31,16520.737
2012-06-29,17618.235
2012-07-31,18568.269
2012-08-31,19193.307
2012-09-28,19615.112
2012-10-31,19449.462
2012-11-30,19777.301
2012-12-31,20268.931
2013-01-31,22561.571
2013-02-28,21871.921
2013-03-29,21152.072
2013-04-30,22016.059
2013-05-31,21146.946
2013-06-28,20346.904
2013-07-31,22043.067
2013-08-30,22160.721
2013-09-30,23141.132
2013-10-31,23525.133
2013-11-29,24632.08
2013-12-31,25523.122
2014-01-31,26367.97
2014-02-28,30294.293
2014-03-31,29730.568
2014-04-30,29931.103
2014-05-30,29588.303
2014-06-30,30707.36
2014-07-31,29969.164
2014-08-29,29586.065
2014-09-30,29541.476
2014-10-31,28834.264
2014-11-28,28949.548
2014-12-31,27247.48
2015-01-30,27764.364
2015-02-27,30116.567
2015-03-31,31792.19
2015-04-30,33587.331
2015-05-29,33325.082
2015-06-30,32547.955
2015-07-31,34533.736
2015-08-31,32750.952
2015-09-30,31769.295
2015-10-30,31918.197
2015-11-30,32915.825
2015-12-31,33899.342
2016-01-29,32364.973
2016-02-29,31610.24
2016-03-31,33710.881
2016-04-29,34473.971
2016-05-31,35019.57
2016-06-30,33544.828
2016-07-29,35008.159
2016-08-31,32813.265
2016-09-30,31474.801
2016-10-31,29513.73
2016-11-30,27366.938
2016-12-30,28738.353
2017-01-31,30015.123
2017-02-28,29876.118
2017-03-31,30626.399
2017-04-28,33006.597
2017-05-31,35058.138
2017-06-30,35338.724
2017-07-31,36917.692
2017-08-31,38246.245
2017-09-29,38108.923
2017-10-31,38657.579
2017-11-30,38054.117
2017-12-29,38967.614
2018-01-31,40183.813
2018-02-28,39079.33
2018-03-30,38551.265
2018-04-30,37753.156
2018-05-31,36774.25
2018-06-29,35878.31
2018-07-31,37943.986
2018-08-31,38129.643
2018-09-28,36746.388
2018-10-31,33153.762
2018-11-30,34299.637
2018-12-31,33168.983
2019-01-31,34310.944
2019-02-28,36311.667
2019-03-29,37556.187
2019-04-30,37442.665
2019-05-31,36126.639
2019-06-28,38179.871
2019-07-31,37192.353
2019-08-30,38130.125
2019-09-30,37836.474
2019-10-31,39280.337
2019-11-29,40879.434
2019-12-31,42787.985
2020-01-31,43539.392
2020-02-28,40866.906
2020-03-31,39474.105
2020-04-30,42770.485
2020-05-29,45947.412
2020-06-30,46931.536
2020-07-31,51260.554
2020-08-31,53490.226
2020-09-30,54158.411
2020-10-30,52669.683
2020-11-30,57720.125
2020-12-31,61768.97
2021-01-29,59460.827
2021-02-26,59317.224
2021-03-31,60049.167
2021-04-30,64203.305
2021-05-31,66797.102
2021-06-30,67923.575
2021-07-30,71214.655
2021-08-31,73872.476
2021-09-30,69756.743
2021-10-29,74464.12
2021-11-30,69983.815
2021-12-31,73812.19
2022-01-31,65464.81
2022-02-28,66326.244
2022-03-31,69378.66
2022-04-29,67162.225
2022-05-31,64535.884
2022-06-30,61105.984
2022-07-29,66004.956
2022-08-31,60923.445
2022-09-30,53650.428
2022-10-31,58864.007
2022-11-30,66022.234
2022-12-30,70627.142
2023-01-31,71802.364
2023-02-28,73689.732
2023-03-31,79765.598
2023-04-28,83010.689
2023-05-31,79572.435
2023-06-30,81093.089
2023-07-31,81754.392
2023-08-31,85550.334
2023-09-29,83102.107
2023-10-31,83392.45
2023-11-30,89904.708
2023-12-29,93315.671
2024-01-31,98010.101
2024-02-29,101512.833
2024-03-29,107612.824
2024-04-30,107101.345
2024-05-31,112215.148
2024-06-28,115678.107
2024-07-31,110989.42
2024-08-30,115429.527
2024-09-30,103884.34
2024-10-31,97739.634
2024-11-29,94385.076
2024-12-31,81573.151
2025-01-31,80267.089
2025-02-28,84671.039
2025-03-31,72069.811
2025-04-30,72906.051
2025-05-30,77102.419
2025-06-30,77474.493
2025-07-31,64797.539
2025-08-29,69580.584
2025-09-30,67430.775
2025-10-31,65234.632
