Date,DENMARK Standard (Large+Mid Cap)
1969-12-31,100.0
1970-01-30,100.678
1970-02-27,99.241
1970-03-31,96.918
1970-04-30,93.411
1970-05-29,89.913
1970-06-30,90.127
1970-07-31,86.911
1970-08-31,91.658
1970-09-30,88.686
1970-10-30,90.969
1970-11-30,92.421
1970-12-31,93.467
1971-01-29,94.663
1971-02-26,92.44
1971-03-31,89.542
1971-04-30,89.927
1971-05-31,89.151
1971-06-30,89.617
1971-07-30,94.419
1971-08-31,98.528
1971-09-30,99.454
1971-10-29,99.532
1971-11-30,97.118
1971-12-31,102.994
1972-01-31,109.319
1972-02-29,113.49
1972-03-31,112.991
1972-04-28,120.121
1972-05-31,131.53
1972-06-30,144.73
1972-07-31,147.287
1972-08-31,151.261
1972-09-29,149.317
1972-10-31,186.275
1972-11-30,197.814
1972-12-29,219.112
1973-01-31,246.367
1973-02-28,259.208
1973-03-30,254.514
1973-04-30,260.198
1973-05-31,273.892
1973-06-29,301.699
1973-07-31,315.573
1973-08-31,292.621
1973-09-28,282.361
1973-10-31,279.983
1973-11-30,232.171
1973-12-31,230.993
1974-01-31,217.919
1974-02-28,223.207
1974-03-29,208.732
1974-04-30,215.013
1974-05-31,210.26
1974-06-28,201.723
1974-07-31,192.558
1974-08-30,174.236
1974-09-30,180.305
1974-10-31,186.391
1974-11-29,183.832
1974-12-31,206.075
1975-01-31,220.481
1975-02-28,231.814
1975-03-31,219.674
1975-04-30,239.179
1975-05-30,250.238
1975-06-30,244.633
1975-07-31,235.998
1975-08-29,238.489
1975-09-30,231.581
1975-10-31,252.049
1975-11-28,251.07
1975-12-31,255.355
1976-01-30,273.554
1976-02-27,264.474
1976-03-31,263.828
1976-04-30,266.944
1976-05-31,273.694
1976-06-30,284.086
1976-07-30,288.223
1976-08-31,288.903
1976-09-30,283.67
1976-10-29,273.854
1976-11-30,262.298
1976-12-31,273.724
1977-01-31,271.771
1977-02-28,286.457
1977-03-31,291.685
1977-04-29,286.175
1977-05-31,282.639
1977-06-30,281.537
1977-07-29,274.647
1977-08-31,270.425
1977-09-30,272.999
1977-10-31,275.215
1977-11-30,261.66
1977-12-30,279.986
1978-01-31,284.447
1978-02-28,296.525
1978-03-31,291.074
1978-04-28,282.909
1978-05-31,285.211
1978-06-30,287.124
1978-07-31,301.309
1978-08-31,305.597
1978-09-29,304.471
1978-10-31,324.611
1978-11-30,297.55
1978-12-29,306.384
1979-01-31,321.665
1979-02-28,323.73
1979-03-30,325.581
1979-04-30,320.978
1979-05-31,306.51
1979-06-29,313.563
1979-07-31,323.32
1979-08-31,321.084
1979-09-28,321.581
1979-10-31,305.791
1979-11-30,312.896
1979-12-31,299.286
1980-01-31,286.723
1980-02-29,273.402
1980-03-31,244.159
1980-04-30,259.427
1980-05-30,266.015
1980-06-30,278.108
1980-07-31,294.39
1980-08-29,299.274
1980-09-30,324.32
1980-10-31,355.232
1980-11-28,352.122
1980-12-31,353.08
1981-01-30,359.146
1981-02-27,356.884
1981-03-31,372.047
1981-04-30,372.81
1981-05-29,375.494
1981-06-30,398.417
1981-07-31,383.292
1981-08-31,397.56
1981-09-30,392.368
1981-10-30,432.223
1981-11-30,441.534
1981-12-31,442.617
1982-01-29,440.702
1982-02-26,431.545
1982-03-31,398.674
1982-04-30,424.217
1982-05-31,411.022
1982-06-30,382.582
1982-07-30,390.636
1982-08-31,403.563
1982-09-30,404.824
1982-10-29,420.024
1982-11-30,411.315
1982-12-31,455.372
1983-01-31,464.65
1983-02-28,518.709
1983-03-31,588.429
1983-04-29,597.67
1983-05-31,596.138
1983-06-30,637.431
1983-07-29,636.535
1983-08-31,707.213
1983-09-30,769.946
1983-10-31,750.837
1983-11-30,744.479
1983-12-30,771.208
1984-01-31,753.306
1984-02-29,700.405
1984-03-30,660.403
1984-04-30,688.265
1984-05-31,602.981
1984-06-29,606.858
1984-07-31,595.443
1984-08-31,590.245
1984-09-28,516.667
1984-10-31,499.291
1984-11-30,500.294
1984-12-31,498.032
1985-01-31,539.087
1985-02-28,509.481
1985-03-29,548.678
1985-04-30,553.881
1985-05-31,577.558
1985-06-28,608.785
1985-07-31,702.216
1985-08-30,666.297
1985-09-30,692.586
1985-10-31,745.564
1985-11-29,744.681
1985-12-31,803.621
1986-01-31,752.847
1986-02-28,832.319
1986-03-31,816.285
1986-04-30,878.008
1986-05-30,774.128
1986-06-30,789.83
1986-07-31,759.807
1986-08-29,773.117
1986-09-30,779.216
1986-10-31,778.102
1986-11-28,799.153
1986-12-31,819.209
1987-01-30,993.706
1987-02-27,914.999
1987-03-31,912.661
1987-04-30,922.746
1987-05-29,935.813
1987-06-30,941.578
1987-07-31,926.427
1987-08-31,987.806
1987-09-30,934.865
1987-10-30,864.997
1987-11-30,919.299
1987-12-31,934.265
1988-01-29,933.999
1988-02-29,974.172
1988-03-31,990.837
1988-04-29,993.321
1988-05-31,1080.859
1988-06-30,1080.487
1988-07-29,1070.685
1988-08-31,1018.591
1988-09-30,1108.802
1988-10-31,1267.065
1988-11-30,1329.575
1988-12-30,1436.303
1989-01-31,1431.178
1989-02-28,1408.435
1989-03-31,1422.816
1989-04-28,1522.149
1989-05-31,1482.455
1989-06-30,1703.019
1989-07-31,1848.894
1989-08-31,1661.32
1989-09-29,1703.947
1989-10-31,1805.535
1989-11-30,1950.226
1989-12-29,2077.883
1990-01-31,2137.777
1990-02-28,2137.273
1990-03-30,2242.606
1990-04-30,2097.672
1990-05-31,2217.182
1990-06-29,2240.042
1990-07-31,2412.617
1990-08-31,2244.804
1990-09-28,2050.123
1990-10-31,2237.092
1990-11-30,2137.647
1990-12-31,2069.038
1991-01-31,2128.878
1991-02-28,2345.469
1991-03-29,2134.952
1991-04-30,2062.573
1991-05-31,2143.922
1991-06-28,2123.948
1991-07-31,2273.698
1991-08-30,2275.107
1991-09-30,2352.272
1991-10-31,2332.039
1991-11-29,2286.047
1991-12-31,2422.647
1992-01-31,2392.574
1992-02-28,2255.24
1992-03-31,2085.126
1992-04-30,2087.866
1992-05-29,2347.507
1992-06-30,2229.587
1992-07-31,2221.671
1992-08-31,2061.259
1992-09-30,1946.292
1992-10-30,1769.154
1992-11-30,1760.062
1992-12-31,1748.105
1993-01-29,1982.223
1993-02-26,1894.253
1993-03-31,1918.882
1993-04-30,2016.146
1993-05-31,2059.579
1993-06-30,2086.487
1993-07-30,2010.03
1993-08-31,2101.191
1993-09-30,2175.698
1993-10-29,2265.736
1993-11-30,2197.838
1993-12-31,2330.124
1994-01-31,2531.723
1994-02-28,2541.755
1994-03-31,2507.035
1994-04-29,2550.891
1994-05-31,2358.377
1994-06-30,2466.546
1994-07-29,2589.828
1994-08-31,2409.157
1994-09-30,2416.478
1994-10-31,2464.999
1994-11-30,2365.327
1994-12-30,2429.113
1995-01-31,2464.131
1995-02-28,2537.72
1995-03-31,2525.044
