Date,DENMARK Standard (Large+Mid Cap)
2001-11-21,5010.533
2001-11-22,5053.502
2001-11-23,5035.066
2001-11-26,4978.703
2001-11-27,5009.236
2001-11-28,4997.679
2001-11-29,5028.104
2001-11-30,5229.042
2001-12-03,5118.717
2001-12-04,5151.746
2001-12-05,5162.211
2001-12-06,5145.564
2001-12-07,5119.431
2001-12-10,5061.149
2001-12-11,5049.048
2001-12-12,5038.795
2001-12-13,5018.204
2001-12-14,4976.2
2001-12-17,4932.319
2001-12-18,5045.586
2001-12-19,5055.815
2001-12-20,5100.802
2001-12-21,5045.76
2001-12-24,4996.739
2001-12-25,4996.739
2001-12-26,5000.901
2001-12-27,5160.635
2001-12-28,5184.029
2001-12-31,5234.781
2002-01-01,5234.781
2002-01-02,5303.668
2002-01-03,5331.146
2002-01-04,5264.218
2002-01-07,5237.822
2002-01-08,5153.549
2002-01-09,5159.014
2002-01-10,5180.697
2002-01-11,5137.285
2002-01-14,5112.918
2002-01-15,5070.673
2002-01-16,5032.679
2002-01-17,5084.862
2002-01-18,5069.5
2002-01-21,5054.398
2002-01-22,5062.507
2002-01-23,5038.252
2002-01-24,5037.628
2002-01-25,4904.238
2002-01-28,4868.913
2002-01-29,4830.529
2002-01-30,4838.465
2002-01-31,4956.312
2002-02-01,5010.232
2002-02-04,5015.374
2002-02-05,4968.245
2002-02-06,4926.792
2002-02-07,4942.126
2002-02-08,4987.86
2002-02-11,5032.527
2002-02-12,4997.302
2002-02-13,5022.203
2002-02-14,5076.239
2002-02-15,5106.911
2002-02-18,5013.901
2002-02-19,5016.677
2002-02-20,5004.911
2002-02-21,4925.949
2002-02-22,4953.559
2002-02-25,5023.683
2002-02-26,5036.591
2002-02-27,5112.5
2002-02-28,5075.234
2002-03-01,5069.532
2002-03-04,5153.015
2002-03-05,5174.063
2002-03-06,5134.575
2002-03-07,5136.598
2002-03-08,5223.155
2002-03-11,5185.182
2002-03-12,5128.325
2002-03-13,5148.001
2002-03-14,5205.718
2002-03-15,5216.316
2002-03-18,5290.267
2002-03-19,5312.431
2002-03-20,5301.052
2002-03-21,5292.161
2002-03-22,5310.282
2002-03-25,5329.597
2002-03-26,5315.692
2002-03-27,5278.193
2002-03-28,5275.622
2002-03-29,5275.622
2002-04-01,5319.068
2002-04-02,5313.855
2002-04-03,5301.639
2002-04-04,5310.496
2002-04-05,5315.545
2002-04-08,5270.43
2002-04-09,5292.596
2002-04-10,5053.339
2002-04-11,4977.175
2002-04-12,5006.231
2002-04-15,4994.865
2002-04-16,5005.404
2002-04-17,5085.232
2002-04-18,5045.122
2002-04-19,5073.329
2002-04-22,5055.546
2002-04-23,4975.285
2002-04-24,4941.637
2002-04-25,4955.559
2002-04-26,4955.529
2002-04-29,4962.964
2002-04-30,5088.723
2002-05-01,5131.645
2002-05-02,5238.859
2002-05-03,5261.069
2002-05-06,5271.212
2002-05-07,5270.414
2002-05-08,5324.694
2002-05-09,5323.523
2002-05-10,5294.62
2002-05-13,5271.962
2002-05-14,5220.051
2002-05-15,5207.036
2002-05-16,5189.536
2002-05-17,5290.498
2002-05-20,5292.267
2002-05-21,5275.53
2002-05-22,5254.626
2002-05-23,5233.886
2002-05-24,5202.488
2002-05-27,5168.094
2002-05-28,5173.773
2002-05-29,5156.636
2002-05-30,5214.286
2002-05-31,5208.866
2002-06-03,5250.432
2002-06-04,5203.001
2002-06-05,5170.349
2002-06-06,5308.699
2002-06-07,5167.26
2002-06-10,5177.313
2002-06-11,5183.545
2002-06-12,5206.191
2002-06-13,5157.46
2002-06-14,5060.27
2002-06-17,5102.605
2002-06-18,5105.692
2002-06-19,5012.847
2002-06-20,4994.477
2002-06-21,5021.072
2002-06-24,4942.945
2002-06-25,5040.219
2002-06-26,5059.462
2002-06-27,5163.069
2002-06-28,5272.172
2002-07-01,5249.0
2002-07-02,5203.103
2002-07-03,5072.739
2002-07-04,5125.231
2002-07-05,5211.161
2002-07-08,5276.003
2002-07-09,5220.052
2002-07-10,5142.064
2002-07-11,5002.337
2002-07-12,5036.647
2002-07-15,5038.155
2002-07-16,4992.28
2002-07-17,5052.461
2002-07-18,5122.237
2002-07-19,5050.916
2002-07-22,4755.189
2002-07-23,4528.268
2002-07-24,4295.822
2002-07-25,4541.5
2002-07-26,4438.284
2002-07-29,4603.332
2002-07-30,4633.893
2002-07-31,4599.705
2002-08-01,4599.817
2002-08-02,4599.852
2002-08-05,4442.698
2002-08-06,4444.574
2002-08-07,4500.514
2002-08-08,4470.087
2002-08-09,4508.63
2002-08-12,4559.948
2002-08-13,4584.919
2002-08-14,4566.36
2002-08-15,4620.398
2002-08-16,4589.696
2002-08-19,4661.524
2002-08-20,4697.092
2002-08-21,4803.545
2002-08-22,4694.398
2002-08-23,4671.223
2002-08-26,4635.285
2002-08-27,4704.102
2002-08-28,4757.382
2002-08-29,4755.186
2002-08-30,4747.559
2002-09-02,4783.603
2002-09-03,4699.233
2002-09-04,4648.77
2002-09-05,4627.957
2002-09-06,4686.809
2002-09-09,4587.012
2002-09-10,4595.112
2002-09-11,4663.978
2002-09-12,4562.278
2002-09-13,4546.047
2002-09-16,4463.701
2002-09-17,4444.497
2002-09-18,4312.665
2002-09-19,4289.262
2002-09-20,4336.025
2002-09-23,4275.743
2002-09-24,4129.293
2002-09-25,4091.558
2002-09-26,4100.804
2002-09-27,4190.012
2002-09-30,4112.181
2002-10-01,3989.347
2002-10-02,4100.894
2002-10-03,4040.027
2002-10-04,4067.722
2002-10-07,4080.295
2002-10-08,4038.483
2002-10-09,3967.665
2002-10-10,3945.272
2002-10-11,4144.474
2002-10-14,4125.128
2002-10-15,4297.095
2002-10-16,4261.074
2002-10-17,4254.264
2002-10-18,4303.376
2002-10-21,4274.283
2002-10-22,4296.5
2002-10-23,4164.011
2002-10-24,4144.836
2002-10-25,4176.494
2002-10-28,4333.094
2002-10-29,4142.152
2002-10-30,4209.03
2002-10-31,4225.458
2002-11-01,4260.985
2002-11-04,4347.113
2002-11-05,4390.995
2002-11-06,4379.851
2002-11-07,4360.99
2002-11-08,4398.995
2002-11-11,4377.787
2002-11-12,4364.024
2002-11-13,4330.038
2002-11-14,4334.689
2002-11-15,4313.825
2002-11-18,4383.968
2002-11-19,4380.645
2002-11-20,4317.76
2002-11-21,4367.088
2002-11-22,4414.314
2002-11-25,4385.554
2002-11-26,4366.196
2002-11-27,4327.266
2002-11-28,4340.535
2002-11-29,4397.021
2002-12-02,4378.165
2002-12-03,4325.83
2002-12-04,4315.919
2002-12-05,4284.715
2002-12-06,4259.645
2002-12-09,4239.197
2002-12-10,4267.504
2002-12-11,4318.251
2002-12-12,4377.811
2002-12-13,4366.255
2002-12-16,4397.939
2002-12-17,4519.649
2002-12-18,4441.921
2002-12-19,4389.875
2002-12-20,4321.744
2002-12-23,4336.619
2002-12-24,4354.802
2002-12-25,4354.802
2002-12-26,4365.591
2002-12-27,4389.657
2002-12-30,4400.142
2002-12-31,4416.46
2003-01-01,4416.46
2003-01-02,4479.995
2003-01-03,4538.771
2003-01-06,4612.101
2003-01-07,4536.785
2003-01-08,4477.382
2003-01-09,4552.932
2003-01-10,4586.673
2003-01-13,4584.493
2003-01-14,4570.716
2003-01-15,4525.873
2003-01-16,4543.123
2003-01-17,4531.96
2003-01-20,4534.654
2003-01-21,4539.693
2003-01-22,4474.733
2003-01-23,4398.883
2003-01-24,4403.365
2003-01-27,4297.161
2003-01-28,4256.545
2003-01-29,4234.485
2003-01-30,4239.879
2003-01-31,4222.652
2003-02-03,4212.565
2003-02-04,4135.549
2003-02-05,4145.756
2003-02-06,4256.272
2003-02-07,4225.182
2003-02-10,4151.818
2003-02-11,4146.607
2003-02-12,4123.555
2003-02-13,4149.555
2003-02-14,4210.411
2003-02-17,4198.049
2003-02-18,4202.941
2003-02-19,4226.93
2003-02-20,4128.149
2003-02-21,4091.651
2003-02-24,4125.233
2003-02-25,4070.691
2003-02-26,4005.589
2003-02-27,3998.404
2003-02-28,4031.862
2003-03-03,4076.806
2003-03-04,4026.835
2003-03-05,4072.402
2003-03-06,4019.722
2003-03-07,4058.422
2003-03-10,4030.61
2003-03-11,4001.705
2003-03-12,3994.723
2003-03-13,4030.004
2003-03-14,4125.177
2003-03-17,4124.389
2003-03-18,4200.565
2003-03-19,4255.3
2003-03-20,4259.41
2003-03-21,4312.794
2003-03-24,4315.394
2003-03-25,4360.03
2003-03-26,4389.371
2003-03-27,4380.624
2003-03-28,4425.812
2003-03-31,4407.897
2003-04-01,4404.12
2003-04-02,4475.947
2003-04-03,4488.586
2003-04-04,4535.341
2003-04-07,4626.974
2003-04-08,4553.067
2003-04-09,4586.808
2003-04-10,4619.821
2003-04-11,4625.827
2003-04-14,4684.559
2003-04-15,4757.597
2003-04-16,4771.922
2003-04-17,4794.835
2003-04-18,4794.835
2003-04-21,4774.329
2003-04-22,4741.959
2003-04-23,4818.512
2003-04-24,4855.763
2003-04-25,4826.593
2003-04-28,4866.915
2003-04-29,4908.437
2003-04-30,4980.403
2003-05-01,4996.127
2003-05-02,4975.726
2003-05-05,5070.862
2003-05-06,5053.59
2003-05-07,5059.918
2003-05-08,5045.278
2003-05-09,5040.471
2003-05-12,5068.846
2003-05-13,5111.583
2003-05-14,5151.046
2003-05-15,5209.426
2003-05-16,5243.558
2003-05-19,5238.464
2003-05-20,5275.663
2003-05-21,5297.261
2003-05-22,5334.982
2003-05-23,5342.25
2003-05-26,5358.666
2003-05-27,5303.996
2003-05-28,5294.417
2003-05-29,5333.637
2003-05-30,5324.753
2003-06-02,5392.037
2003-06-03,5317.825
2003-06-04,5339.444
2003-06-05,5417.103
2003-06-06,5465.959
2003-06-09,5495.437
2003-06-10,5460.048
2003-06-11,5534.801
2003-06-12,5541.716
2003-06-13,5563.204
2003-06-16,5635.272
2003-06-17,5595.644
2003-06-18,5557.7
2003-06-19,5470.542
2003-06-20,5479.361
2003-06-23,5386.076
2003-06-24,5323.17
2003-06-25,5385.963
2003-06-26,5294.127
2003-06-27,5344.508
2003-06-30,5301.997
2003-07-01,5291.859
2003-07-02,5317.012
2003-07-03,5332.059
2003-07-04,5308.572
2003-07-07,5255.257
2003-07-08,5223.996
2003-07-09,5205.452
2003-07-10,5228.089
2003-07-11,5203.025
2003-07-14,5239.217
2003-07-15,5251.771
2003-07-16,5224.263
2003-07-17,5205.602
2003-07-18,5213.558
2003-07-21,5222.208
2003-07-22,5174.524
2003-07-23,5273.701
2003-07-24,5349.502
2003-07-25,5333.026
2003-07-28,5321.258
2003-07-29,5314.167
2003-07-30,5264.488
2003-07-31,5194.732
2003-08-01,5169.228
2003-08-04,5165.226
2003-08-05,5210.722
2003-08-06,5301.61
2003-08-07,5355.797
2003-08-08,5349.426
2003-08-11,5383.942
2003-08-12,5399.681
2003-08-13,5458.412
2003-08-14,5482.764
2003-08-15,5548.694
2003-08-18,5502.092
2003-08-19,5592.058
2003-08-20,5700.196
2003-08-21,5634.295
2003-08-22,5554.732
2003-08-25,5532.764
2003-08-26,5559.266
2003-08-27,5597.103
2003-08-28,5621.946
2003-08-29,5658.81
2003-09-01,5708.077
2003-09-02,5743.13
2003-09-03,5879.022
2003-09-04,5881.199
2003-09-05,5910.766
2003-09-08,5927.491
2003-09-09,5939.93
2003-09-10,5884.507
2003-09-11,5947.022
2003-09-12,6012.458
2003-09-15,6031.707
2003-09-16,5949.445
2003-09-17,5979.871
2003-09-18,6014.452
2003-09-19,6029.506
2003-09-22,6003.74
2003-09-23,5992.864
2003-09-24,6022.93
2003-09-25,5981.474
2003-09-26,5943.527
2003-09-29,5917.443
2003-09-30,5871.918
2003-10-01,6010.191
2003-10-02,6048.53
2003-10-03,6088.136
2003-10-06,6142.228
2003-10-07,6155.253
2003-10-08,6194.536
2003-10-09,6187.064
2003-10-10,6159.795
2003-10-13,6200.786
2003-10-14,6227.877
2003-10-15,6261.928
2003-10-16,6315.343
2003-10-17,6277.975
2003-10-20,6270.141
2003-10-21,6305.976
2003-10-22,6231.496
2003-10-23,6229.591
2003-10-24,6288.533
2003-10-27,6295.729
2003-10-28,6309.991
2003-10-29,6313.503
2003-10-30,6333.051
2003-10-31,6246.829
2003-11-03,6270.709
2003-11-04,6302.146
2003-11-05,6198.493
2003-11-06,6113.788
2003-11-07,6209.183
2003-11-10,6201.113
2003-11-11,6127.651
2003-11-12,6215.879
2003-11-13,6299.829
2003-11-14,6350.073
2003-11-17,6289.486
2003-11-18,6350.416
2003-11-19,6343.293
2003-11-20,6308.102
2003-11-21,6305.326
2003-11-24,6248.827
2003-11-25,6208.173
2003-11-26,6235.721
2003-11-27,6247.863
2003-11-28,6217.598
2003-12-01,6283.08
2003-12-02,6356.577
2003-12-03,6339.962
2003-12-04,6310.263
2003-12-05,6319.177
2003-12-08,6300.199
2003-12-09,6353.5
2003-12-10,6326.836
2003-12-11,6316.811
2003-12-12,6409.051
2003-12-15,6432.207
2003-12-16,6398.873
2003-12-17,6378.276
2003-12-18,6357.444
2003-12-19,6471.928
2003-12-22,6488.119
2003-12-23,6523.136
2003-12-24,6540.873
2003-12-25,6540.873
2003-12-26,6538.63
2003-12-29,6574.927
2003-12-30,6593.421
2003-12-31,6635.586
2004-01-01,6635.586
2004-01-02,6783.35
2004-01-05,6835.601
2004-01-06,6874.406
2004-01-07,6854.419
2004-01-08,6920.234
2004-01-09,6990.702
2004-01-12,6979.62
2004-01-13,7001.632
2004-01-14,7010.998
2004-01-15,7006.384
2004-01-16,6937.647
2004-01-19,6959.32
2004-01-20,6980.063
2004-01-21,6942.001
2004-01-22,7089.979
2004-01-23,7103.44
2004-01-26,7049.802
2004-01-27,7162.56
2004-01-28,7102.956
2004-01-29,6956.261
2004-01-30,6938.043
2004-02-02,6981.863
2004-02-03,7042.967
2004-02-04,7058.536
2004-02-05,7212.527
2004-02-06,7397.177
2004-02-09,7426.736
2004-02-10,7417.258
2004-02-11,7409.148
2004-02-12,7545.65
2004-02-13,7517.155
2004-02-16,7495.648
2004-02-17,7460.595
2004-02-18,7481.214
2004-02-19,7428.034
2004-02-20,7328.455
2004-02-23,7327.306
2004-02-24,7367.256
2004-02-25,7334.734
2004-02-26,7324.847
2004-02-27,7341.201
2004-03-01,7431.293
2004-03-02,7359.519
2004-03-03,7231.37
2004-03-04,7318.262
2004-03-05,7444.354
2004-03-08,7405.063
2004-03-09,7421.144
2004-03-10,7247.036
2004-03-11,7135.182
2004-03-12,7084.819
2004-03-15,7047.218
2004-03-16,7178.276
2004-03-17,7137.543
2004-03-18,7215.522
2004-03-19,7206.462
2004-03-22,7113.849
2004-03-23,7089.338
2004-03-24,7049.569
2004-03-25,7095.553
2004-03-26,6962.587
2004-03-29,7018.528
2004-03-30,7021.251
2004-03-31,7089.764
2004-04-01,7107.899
2004-04-02,7133.158
2004-04-05,7072.388
2004-04-06,7060.164
2004-04-07,7189.129
2004-04-08,7151.317
2004-04-09,7151.317
2004-04-12,7130.739
2004-04-13,7043.576
2004-04-14,6986.743
2004-04-15,6982.829
2004-04-16,7068.635
2004-04-19,7061.427
2004-04-20,7049.767
2004-04-21,7006.506
2004-04-22,7016.17
2004-04-23,7067.785
2004-04-26,7037.933
2004-04-27,7061.464
2004-04-28,6925.77
2004-04-29,6967.567
2004-04-30,6989.17
2004-05-03,6990.667
2004-05-04,7093.416
2004-05-05,7109.752
2004-05-06,6966.598
2004-05-07,6869.822
2004-05-10,6738.573
2004-05-11,6751.079
2004-05-12,6773.845
2004-05-13,6835.392
2004-05-14,6811.36
2004-05-17,6800.598
2004-05-18,6821.707
2004-05-19,6936.711
2004-05-20,6875.329
2004-05-21,6917.924
2004-05-24,6869.117
2004-05-25,6904.293
2004-05-26,6904.73
2004-05-27,7049.902
2004-05-28,7019.764
2004-05-31,7019.764
2004-06-01,7035.642
2004-06-02,7139.903
2004-06-03,7106.489
2004-06-04,7181.242
2004-06-07,7273.784
2004-06-08,7270.542
2004-06-09,7090.847
2004-06-10,7135.364
2004-06-11,7109.958
2004-06-14,7072.195
2004-06-15,7131.43
2004-06-16,7146.853
2004-06-17,7154.518
2004-06-18,7249.725
2004-06-21,7249.347
2004-06-22,7335.947
2004-06-23,7324.861
2004-06-24,7387.12
2004-06-25,7325.819
2004-06-28,7367.932
2004-06-29,7345.744
2004-06-30,7428.216
2004-07-01,7482.717
2004-07-02,7599.023
2004-07-05,7582.428
2004-07-06,7588.664
2004-07-07,7607.975
2004-07-08,7601.965
2004-07-09,7550.457
2004-07-12,7582.72
2004-07-13,7530.085
2004-07-14,7554.22
2004-07-15,7550.563
2004-07-16,7606.515
2004-07-19,7588.949
2004-07-20,7531.801
2004-07-21,7427.52
2004-07-22,7377.787
2004-07-23,7282.669
2004-07-26,7269.199
2004-07-27,7220.858
2004-07-28,7171.547
2004-07-29,7222.666
2004-07-30,7287.62
2004-08-02,7269.068
2004-08-03,7344.374
2004-08-04,7294.772
2004-08-05,7303.703
2004-08-06,7369.697
2004-08-09,7300.479
2004-08-10,7409.348
2004-08-11,7335.437
2004-08-12,7390.521
2004-08-13,7429.426
2004-08-16,7471.997
2004-08-17,7481.433
2004-08-18,7467.201
2004-08-19,7510.604
2004-08-20,7471.45
2004-08-23,7429.463
2004-08-24,7318.486
2004-08-25,7333.379
2004-08-26,7366.765
2004-08-27,7367.607
2004-08-30,7385.791
2004-08-31,7422.734
2004-09-01,7483.719
2004-09-02,7546.929
2004-09-03,7486.896
2004-09-06,7548.656
2004-09-07,7512.557
2004-09-08,7568.308
2004-09-09,7609.739
2004-09-10,7717.227
2004-09-13,7690.468
2004-09-14,7652.88
2004-09-15,7500.989
2004-09-16,7522.412
2004-09-17,7557.189
2004-09-20,7543.356
2004-09-21,7669.701
2004-09-22,7622.661
2004-09-23,7682.182
2004-09-24,7679.323
2004-09-27,7688.398
2004-09-28,7699.018
2004-09-29,7810.41
2004-09-30,7886.477
2004-10-01,7894.889
2004-10-04,7864.12
2004-10-05,7889.495
2004-10-06,7857.593
2004-10-07,7786.787
2004-10-08,7845.718
2004-10-11,7800.963
2004-10-12,7741.056
2004-10-13,7749.507
2004-10-14,7815.238
2004-10-15,7848.099
2004-10-18,7828.604
2004-10-19,7885.033
2004-10-20,7849.852
2004-10-21,7860.508
2004-10-22,7901.565
2004-10-25,7868.343
2004-10-26,7866.665
2004-10-27,7894.977
2004-10-28,7848.499
2004-10-29,7815.875
2004-11-01,7893.23
2004-11-02,7944.958
2004-11-03,7988.777
2004-11-04,8072.443
2004-11-05,8169.648
2004-11-08,8152.729
2004-11-09,8127.985
2004-11-10,8162.288
2004-11-11,8207.86
2004-11-12,8198.802
2004-11-15,8206.079
2004-11-16,8175.771
2004-11-17,8248.762
2004-11-18,8227.523
2004-11-19,8283.006
2004-11-22,8248.746
2004-11-23,8326.032
2004-11-24,8438.543
2004-11-25,8496.621
2004-11-26,8454.772
2004-11-29,8469.828
2004-11-30,8412.875
2004-12-01,8492.427
2004-12-02,8503.18
2004-12-03,8538.442
2004-12-06,8558.205
2004-12-07,8567.269
2004-12-08,8427.651
2004-12-09,8330.15
2004-12-10,8328.127
2004-12-13,8466.881
2004-12-14,8362.378
2004-12-15,8495.578
2004-12-16,8350.298
2004-12-17,8305.845
2004-12-20,8435.14
2004-12-21,8481.772
2004-12-22,8582.209
2004-12-23,8658.609
2004-12-24,8679.089
2004-12-27,8742.268
2004-12-28,8698.904
2004-12-29,8691.875
2004-12-30,8757.534
2004-12-31,8734.25
2005-01-03,8720.438
2005-01-04,8583.293
2005-01-05,8513.75
2005-01-06,8523.47
2005-01-07,8498.298
2005-01-10,8512.372
2005-01-11,8493.438
2005-01-12,8518.669
2005-01-13,8496.884
2005-01-14,8454.946
2005-01-17,8444.34
2005-01-18,8386.234
2005-01-19,8400.271
2005-01-20,8275.614
2005-01-21,8303.081
2005-01-24,8310.502
2005-01-25,8344.078
2005-01-26,8414.013
2005-01-27,8344.125
2005-01-28,8428.479
2005-01-31,8497.983
2005-02-01,8561.581
2005-02-02,8615.232
2005-02-03,8555.04
2005-02-04,8583.56
2005-02-07,8587.865
2005-02-08,8600.077
2005-02-09,8615.166
2005-02-10,8713.454
2005-02-11,8772.288
2005-02-14,8842.746
2005-02-15,8911.839
2005-02-16,8885.524
2005-02-17,8968.625
2005-02-18,8963.822
2005-02-21,8958.798
2005-02-22,9088.268
2005-02-23,9014.996
2005-02-24,9060.66
2005-02-25,9072.645
2005-02-28,9155.074
2005-03-01,9201.442
2005-03-02,9157.411
2005-03-03,9223.954
2005-03-04,9355.433
2005-03-07,9356.463
2005-03-08,9367.027
2005-03-09,9369.459
2005-03-10,9334.434
2005-03-11,9391.193
2005-03-14,9344.46
2005-03-15,9428.743
2005-03-16,9486.004
2005-03-17,9484.678
2005-03-18,9436.137
2005-03-21,9351.747
2005-03-22,9367.371
2005-03-23,9148.88
2005-03-24,9116.155
2005-03-25,9116.155
2005-03-28,9052.263
2005-03-29,9224.042
2005-03-30,9173.949
2005-03-31,9295.884
2005-04-01,9355.349
2005-04-04,9266.456
2005-04-05,9400.833
2005-04-06,9478.338
2005-04-07,9579.251
2005-04-08,9550.703
2005-04-11,9594.182
2005-04-12,9549.587
2005-04-13,9577.479
2005-04-14,9510.499
2005-04-15,9466.998
2005-04-18,9453.117
2005-04-19,9536.064
2005-04-20,9560.301
2005-04-21,9620.749
2005-04-22,9600.055
2005-04-25,9597.225
2005-04-26,9557.267
2005-04-27,9396.407
2005-04-28,9078.433
2005-04-29,9003.675
2005-05-02,8993.866
2005-05-03,9106.682
2005-05-04,9203.927
2005-05-05,9192.248
2005-05-06,9218.323
2005-05-09,9175.631
2005-05-10,9326.002
2005-05-11,9362.766
2005-05-12,9235.751
2005-05-13,9166.774
2005-05-16,9148.663
2005-05-17,9166.083
2005-05-18,9240.25
2005-05-19,9179.437
2005-05-20,9157.032
2005-05-23,9223.573
2005-05-24,9309.999
2005-05-25,9308.636
2005-05-26,9335.442
2005-05-27,9367.232
2005-05-30,9333.882
2005-05-31,9257.494
2005-06-01,9255.611
2005-06-02,9221.903
2005-06-03,9228.495
2005-06-06,9201.908
2005-06-07,9249.11
2005-06-08,9322.958
2005-06-09,9217.608
2005-06-10,9255.903
2005-06-13,9260.449
2005-06-14,9265.097
