Date,DENMARK Standard (Large+Mid Cap)
1995-09-29,2116.23
1995-10-31,2121.287
1995-11-30,2131.888
1995-12-29,2184.507
1996-01-31,2256.701
1996-02-29,2287.729
1996-03-29,2231.352
1996-04-30,2216.655
1996-05-31,2223.913
1996-06-28,2282.888
1996-07-31,2319.089
1996-08-30,2404.787
1996-09-30,2398.195
1996-10-31,2478.035
1996-11-29,2539.45
1996-12-31,2660.459
1997-01-31,2769.938
1997-02-28,2752.97
1997-03-31,2838.743
1997-04-30,2753.213
1997-05-30,2961.031
1997-06-30,3022.419
1997-07-31,3217.427
1997-08-29,3058.384
1997-09-30,3411.217
1997-10-31,3261.611
1997-11-28,3298.505
1997-12-31,3578.739
1998-01-30,3590.875
1998-02-27,3678.15
1998-03-31,4113.573
1998-04-30,3940.299
1998-05-29,4050.607
1998-06-30,3961.36
1998-07-31,4079.589
1998-08-31,3621.427
1998-09-30,3460.271
1998-10-30,3723.733
1998-11-30,3545.081
1998-12-31,3900.329
1999-01-29,3762.521
1999-02-26,3438.436
1999-03-31,3379.484
1999-04-30,3624.758
1999-05-31,3523.681
1999-06-30,3562.938
1999-07-30,3812.598
1999-08-31,3824.341
1999-09-30,3940.654
1999-10-29,3991.805
1999-11-30,4128.612
1999-12-31,4370.849
2000-01-31,4135.577
2000-02-29,4286.777
2000-03-31,4682.376
2000-04-28,4255.229
2000-05-31,4543.144
2000-06-30,4537.082
2000-07-31,4632.199
2000-08-31,4901.033
2000-09-29,4807.686
2000-10-31,4587.573
2000-11-30,4360.603
2000-12-29,4521.363
2001-01-31,5051.804
2001-02-28,4594.94
2001-03-30,4156.641
2001-04-30,4260.281
2001-05-31,4256.789
2001-06-29,4183.086
2001-07-31,4326.639
2001-08-31,4089.809
2001-09-28,3731.154
2001-10-31,3805.963
2001-11-30,3847.79
2001-12-31,3851.957
2002-01-31,3647.048
2002-02-28,3734.556
2002-03-29,3872.054
2002-04-30,3729.529
2002-05-31,3816.566
2002-06-28,3862.91
2002-07-31,3370.195
2002-08-30,3478.527
2002-09-30,3012.052
2002-10-31,3094.911
2002-11-29,3220.57
2002-12-31,3234.627
2003-01-31,3092.683
2003-02-28,2952.947
2003-03-31,3215.24
2003-04-30,3625.327
2003-05-30,3875.633
2003-06-30,3859.07
2003-07-31,3780.997
2003-08-29,4117.59
2003-09-30,4272.656
2003-10-31,4545.159
2003-11-28,4523.891
2003-12-31,4827.736
2004-01-30,5047.79
2004-02-27,5341.108
2004-03-31,5132.537
2004-04-30,5055.584
2004-05-31,5077.714
2004-06-30,5373.166
2004-07-30,5271.467
2004-08-31,5367.81
2004-09-30,5702.842
2004-10-29,5651.789
2004-11-30,6083.49
2004-12-31,6315.505
2005-01-31,6144.667
2005-02-28,6619.792
2005-03-31,6688.25
2005-04-29,6471.654
2005-05-31,6653.367
2005-06-30,6766.516
2005-07-29,6976.79
2005-08-31,7327.489
2005-09-30,7381.833
2005-10-31,7218.832
2005-11-30,7378.194
2005-12-30,7862.802
2006-01-31,8053.702
2006-02-28,8082.879
2006-03-31,8604.819
2006-04-28,9141.469
2006-05-31,8738.5
2006-06-30,8644.79
2006-07-31,8611.312
2006-08-31,9172.753
2006-09-29,9397.528
2006-10-31,9809.987
2006-11-30,10450.459
2006-12-29,10911.088
2007-01-31,11209.23
2007-02-28,11229.411
2007-03-30,11786.389
2007-04-30,12607.379
2007-05-31,12878.798
2007-06-29,12553.653
2007-07-31,13026.444
2007-08-31,12968.529
2007-09-28,13682.462
2007-10-31,14241.43
2007-11-30,13685.759
2007-12-31,13703.627
2008-01-31,12131.603
2008-02-29,13213.943
2008-03-31,13709.078
2008-04-30,13619.843
2008-05-30,14466.436
2008-06-30,13572.776
2008-07-31,13203.976
2008-08-29,12614.906
2008-09-30,9999.167
2008-10-31,7432.149
2008-11-28,6925.381
2008-12-31,7186.133
2009-01-30,7026.058
2009-02-27,6305.757
2009-03-31,6373.393
2009-04-30,7541.38
2009-05-29,8538.264
2009-06-30,8553.285
2009-07-31,9166.063
2009-08-31,9892.963
2009-09-30,10096.441
2009-10-30,9810.076
2009-11-30,10127.026
2009-12-31,9814.236
2010-01-29,10121.121
2010-02-26,9991.29
2010-03-31,10769.781
2010-04-30,11389.984
2010-05-31,10093.585
2010-06-30,10185.292
2010-07-30,11233.766
2010-08-31,10697.84
2010-09-30,11985.148
2010-10-29,12393.276
2010-11-30,11605.766
2010-12-31,12830.293
2011-01-31,13087.641
2011-02-28,13739.987
2011-03-31,14038.943
2011-04-29,14474.72
2011-05-31,13788.7
2011-06-30,13124.134
2011-07-29,12664.698
2011-08-31,10959.073
2011-09-30,9951.176
2011-10-31,10694.192
2011-11-30,11013.234
2011-12-30,10774.913
2012-01-31,11249.739
2012-02-29,12865.789
2012-03-30,12695.913
2012-04-30,13095.368
2012-05-31,11535.385
2012-06-29,12301.699
2012-07-31,12965.048
2012-08-31,13395.68
2012-09-28,13690.073
2012-10-31,13574.46
2012-11-30,13803.27
2012-12-31,14143.986
2013-01-31,15743.827
2013-02-28,15262.578
2013-03-29,14707.599
2013-04-30,15292.716
2013-05-31,14687.254
2013-06-28,14131.598
2013-07-31,15309.64
2013-08-30,15385.422
2013-09-30,16066.088
2013-10-31,16332.686
2013-11-29,17101.202
2013-12-31,17715.249
2014-01-31,18301.646
2014-02-28,21023.618
2014-03-31,20555.277
2014-04-30,20674.979
2014-05-30,20435.623
2014-06-30,21208.518
2014-07-31,20698.671
2014-08-29,20427.771
2014-09-30,20396.984
2014-10-31,19908.687
2014-11-28,19988.286
2014-12-31,18809.608
2015-01-30,19166.426
2015-02-27,20787.274
2015-03-31,21785.363
2015-04-30,23013.087
2015-05-29,22831.339
2015-06-30,22298.923
2015-07-31,23658.164
2015-08-31,22433.635
2015-09-30,21761.222
2015-10-30,21863.217
2015-11-30,22546.569
2015-12-31,23216.71
2016-01-29,22165.863
2016-02-29,21645.73
2016-03-31,22993.019
2016-04-29,23495.901
2016-05-31,23865.69
2016-06-30,22860.659
2016-07-29,23856.685
2016-08-31,22338.391
2016-09-30,21427.201
2016-10-31,20092.156
2016-11-30,18626.132
2016-12-30,19555.302
2017-01-31,20424.094
2017-02-28,20326.105
2017-03-31,20750.013
2017-04-28,22353.217
2017-05-31,23736.444
2017-06-30,23926.417
2017-07-31,24992.391
2017-08-31,25864.205
2017-09-29,25771.341
2017-10-31,26141.63
2017-11-30,25726.873
2017-12-29,26339.172
2018-01-31,27161.232
2018-02-28,26414.684
2018-03-30,25957.367
2018-04-30,25398.259
2018-05-31,24737.256
2018-06-29,24132.052
2018-07-31,25520.559
2018-08-31,25617.696
2018-09-28,24688.346
2018-10-31,22273.77
2018-11-30,23040.935
2018-12-31,22276.031
2019-01-31,23042.13
2019-02-28,24381.15
2019-03-29,25126.584
2019-04-30,25031.972
2019-05-31,24149.703
2019-06-28,25522.235
2019-07-31,24858.493
2019-08-30,25459.766
2019-09-30,25263.693
2019-10-31,26226.877
2019-11-29,27291.49
2019-12-31,28559.555
2020-01-31,29059.415
2020-02-28,27271.212
2020-03-31,26267.372
2020-04-30,28454.164
2020-05-29,30565.073
2020-06-30,31219.73
2020-07-31,34099.474
2020-08-31,35557.092
2020-09-30,36001.261
2020-10-30,35011.644
2020-11-30,38365.951
2020-12-31,41049.393
2021-01-29,39514.303
2021-02-26,39418.873
2021-03-31,39810.032
2021-04-30,42553.619
2021-05-31,44264.458
2021-06-30,45010.938
2021-07-30,47190.112
2021-08-31,48922.82
2021-09-30,46197.133
2021-10-29,49312.855
2021-11-30,46340.939
2021-12-31,48868.137
2022-01-31,43339.979
2022-02-28,43910.278
2022-03-31,45747.718
2022-04-29,44271.731
2022-05-31,42537.959
2022-06-30,40277.187
2022-07-29,43503.901
2022-08-31,40127.111
2022-09-30,35336.752
2022-10-31,38768.344
2022-11-30,43479.713
2022-12-30,46504.616
2023-01-31,47275.94
2023-02-28,48518.616
2023-03-31,52260.602
2023-04-28,54383.807
2023-05-31,52128.802
2023-06-30,53125.0
2023-07-31,53533.843
2023-08-31,55975.508
2023-09-29,54373.635
2023-10-31,54554.098
2023-11-30,58814.32
2023-12-29,61035.408
2024-01-31,64102.941
2024-02-29,66393.882
2024-03-29,70228.363
2024-04-30,69889.671
2024-05-31,73220.359
2024-06-28,75479.939
2024-07-31,72394.15
2024-08-30,75233.835
2024-09-30,67708.995
2024-10-31,63701.259
2024-11-29,61514.945
2024-12-31,53140.488
2025-01-31,52286.862
2025-02-28,55155.643
2025-03-31,46735.919
2025-04-30,47261.678
2025-05-30,49978.829
2025-06-30,50220.013
2025-07-31,41999.784
2025-08-29,45034.026
2025-09-30,43642.624
2025-10-31,42218.089
2025-11-28,43682.051
