Date,AUSTRALIA MID VALUE Mid Cap
2001-08-20,210.67
2001-08-21,211.6
2001-08-22,214.015
2001-08-23,214.008
2001-08-24,214.221
2001-08-27,214.591
2001-08-28,213.309
2001-08-29,214.264
2001-08-30,213.646
2001-08-31,209.54
2001-09-03,211.062
2001-09-04,209.947
2001-09-05,206.642
2001-09-06,206.117
2001-09-07,203.542
2001-09-10,201.722
2001-09-11,206.317
2001-09-12,199.516
2001-09-13,199.162
2001-09-14,200.51
2001-09-17,189.11
2001-09-18,189.878
2001-09-19,190.827
2001-09-20,188.591
2001-09-21,183.134
2001-09-24,183.701
2001-09-25,186.578
2001-09-26,186.668
2001-09-27,186.935
2001-09-28,193.213
2001-10-01,194.755
2001-10-02,198.193
2001-10-03,198.612
2001-10-04,199.036
2001-10-05,203.476
2001-10-08,202.996
2001-10-09,201.067
2001-10-10,201.156
2001-10-11,202.149
2001-10-12,203.304
2001-10-15,207.205
2001-10-16,207.443
2001-10-17,208.904
2001-10-18,205.47
2001-10-19,204.191
2001-10-22,204.799
2001-10-23,205.431
2001-10-24,205.265
2001-10-25,205.955
2001-10-26,204.697
2001-10-29,206.91
2001-10-30,206.97
2001-10-31,206.202
2001-11-01,208.706
2001-11-02,207.821
2001-11-05,206.557
2001-11-06,212.022
2001-11-07,212.251
2001-11-08,213.081
2001-11-09,211.545
2001-11-12,213.087
2001-11-13,212.312
2001-11-14,213.571
2001-11-15,212.887
2001-11-16,213.805
2001-11-19,215.429
2001-11-20,216.602
2001-11-21,214.622
2001-11-22,214.05
2001-11-23,214.336
2001-11-26,214.534
2001-11-27,216.237
2001-11-28,215.957
2001-11-29,214.562
2001-11-30,217.807
2001-12-03,216.426
2001-12-04,215.157
2001-12-05,216.2
2001-12-06,216.451
2001-12-07,216.972
2001-12-10,216.107
2001-12-11,216.652
2001-12-12,216.229
2001-12-13,217.146
2001-12-14,216.346
2001-12-17,215.688
2001-12-18,216.479
2001-12-19,214.915
2001-12-20,212.668
2001-12-21,214.909
2001-12-24,216.553
2001-12-25,216.553
2001-12-26,216.404
2001-12-27,217.784
2001-12-28,219.381
2001-12-31,219.841
2002-01-01,219.841
2002-01-02,222.652
2002-01-03,221.034
2002-01-04,223.796
2002-01-07,224.54
2002-01-08,224.694
2002-01-09,224.685
2002-01-10,225.878
2002-01-11,225.495
2002-01-14,223.089
2002-01-15,224.066
2002-01-16,224.331
2002-01-17,220.952
2002-01-18,221.095
2002-01-21,222.96
2002-01-22,224.874
2002-01-23,225.034
2002-01-24,225.099
2002-01-25,224.126
2002-01-28,223.497
2002-01-29,224.327
2002-01-30,220.497
2002-01-31,222.56
2002-02-01,222.917
2002-02-04,223.026
2002-02-05,222.988
2002-02-06,221.96
2002-02-07,220.916
2002-02-08,223.886
2002-02-11,225.345
2002-02-12,223.909
2002-02-13,224.488
2002-02-14,227.537
2002-02-15,227.43
2002-02-18,226.403
2002-02-19,226.497
2002-02-20,225.079
2002-02-21,225.307
2002-02-22,225.729
2002-02-25,224.715
2002-02-26,227.112
2002-02-27,225.423
2002-02-28,226.036
2002-03-01,227.69
2002-03-04,229.472
2002-03-05,229.355
2002-03-06,230.524
2002-03-07,233.907
2002-03-08,232.216
2002-03-11,231.795
2002-03-12,230.284
2002-03-13,229.384
2002-03-14,230.82
2002-03-15,229.321
2002-03-18,231.257
2002-03-19,231.519
2002-03-20,235.794
2002-03-21,235.625
2002-03-22,235.329
2002-03-25,234.005
2002-03-26,230.379
2002-03-27,231.857
2002-03-28,235.064
2002-03-29,235.064
2002-04-01,235.483
2002-04-02,233.669
2002-04-03,232.263
2002-04-04,231.66
2002-04-05,232.748
2002-04-08,230.765
2002-04-09,230.38
2002-04-10,231.727
2002-04-11,233.924
2002-04-12,232.721
2002-04-15,231.985
2002-04-16,232.814
2002-04-17,235.709
2002-04-18,236.847
2002-04-19,238.991
2002-04-22,238.323
2002-04-23,238.232
2002-04-24,236.801
2002-04-25,237.806
2002-04-26,238.504
2002-04-29,235.387
2002-04-30,234.077
2002-05-01,236.164
2002-05-02,236.198
2002-05-03,237.739
2002-05-06,239.035
2002-05-07,240.335
2002-05-08,240.779
2002-05-09,240.799
2002-05-10,243.023
2002-05-13,242.814
2002-05-14,242.811
2002-05-15,245.812
2002-05-16,247.748
2002-05-17,250.732
2002-05-20,250.65
2002-05-21,251.044
2002-05-22,252.263
2002-05-23,251.068
2002-05-24,251.047
2002-05-27,250.554
2002-05-28,252.253
2002-05-29,253.488
2002-05-30,253.986
2002-05-31,254.83
2002-06-03,256.518
2002-06-04,254.393
2002-06-05,253.967
2002-06-06,255.82
2002-06-07,255.124
2002-06-10,253.433
2002-06-11,252.893
2002-06-12,252.441
2002-06-13,249.908
2002-06-14,245.313
2002-06-17,244.899
2002-06-18,247.3
2002-06-19,248.101
2002-06-20,250.164
2002-06-21,250.852
2002-06-24,252.006
2002-06-25,248.453
2002-06-26,243.575
2002-06-27,243.892
2002-06-28,244.358
2002-07-01,243.703
2002-07-02,245.602
2002-07-03,241.905
2002-07-04,241.705
2002-07-05,242.333
2002-07-08,246.991
2002-07-09,249.842
2002-07-10,248.465
2002-07-11,241.552
2002-07-12,241.176
2002-07-15,241.482
2002-07-16,239.919
2002-07-17,235.106
2002-07-18,236.69
2002-07-19,235.906
2002-07-22,235.695
2002-07-23,232.816
2002-07-24,227.538
2002-07-25,229.705
2002-07-26,227.61
2002-07-29,230.411
2002-07-30,233.385
2002-07-31,232.553
2002-08-01,228.736
2002-08-02,228.532
2002-08-05,223.937
2002-08-06,220.09
2002-08-07,225.784
2002-08-08,227.313
2002-08-09,229.741
2002-08-12,231.212
2002-08-13,232.544
2002-08-14,232.513
2002-08-15,235.091
2002-08-16,237.236
2002-08-19,234.969
2002-08-20,239.163
2002-08-21,237.398
2002-08-22,238.012
2002-08-23,238.294
2002-08-26,238.886
2002-08-27,242.44
2002-08-28,241.665
2002-08-29,240.753
2002-08-30,241.664
2002-09-02,241.926
2002-09-03,241.132
2002-09-04,238.1
2002-09-05,236.988
2002-09-06,237.769
2002-09-09,239.016
2002-09-10,237.362
2002-09-11,238.918
2002-09-12,240.862
2002-09-13,240.493
2002-09-16,239.779
2002-09-17,241.04
2002-09-18,240.586
2002-09-19,239.096
2002-09-20,236.663
2002-09-23,234.844
2002-09-24,233.372
2002-09-25,230.428
2002-09-26,230.831
2002-09-27,232.7
2002-09-30,231.861
2002-10-01,231.118
2002-10-02,231.789
2002-10-03,232.846
2002-10-04,232.419
2002-10-07,231.431
2002-10-08,232.254
2002-10-09,231.813
2002-10-10,231.637
2002-10-11,234.22
2002-10-14,233.56
2002-10-15,234.481
2002-10-16,233.807
2002-10-17,233.104
2002-10-18,232.008
2002-10-21,232.743
2002-10-22,231.891
2002-10-23,233.311
2002-10-24,233.847
2002-10-25,233.713
2002-10-28,236.729
2002-10-29,234.693
2002-10-30,233.202
2002-10-31,236.063
2002-11-01,236.861
2002-11-04,239.962
2002-11-05,240.415
2002-11-06,241.268
2002-11-07,242.832
2002-11-08,241.153
2002-11-11,236.013
2002-11-12,237.311
2002-11-13,236.257
2002-11-14,235.942
2002-11-15,237.169
2002-11-18,237.637
2002-11-19,237.596
2002-11-20,237.851
2002-11-21,240.745
2002-11-22,241.672
2002-11-25,239.489
2002-11-26,239.731
2002-11-27,238.108
2002-11-28,241.783
2002-11-29,242.818
2002-12-02,243.009
2002-12-03,241.834
2002-12-04,238.077
2002-12-05,238.966
2002-12-06,239.03
2002-12-09,240.034
2002-12-10,238.844
2002-12-11,237.525
2002-12-12,239.45
2002-12-13,239.102
2002-12-16,240.19
2002-12-17,241.281
2002-12-18,240.485
2002-12-19,241.352
2002-12-20,241.166
2002-12-23,242.899
2002-12-24,243.507
2002-12-25,243.507
2002-12-26,243.507
2002-12-27,243.191
2002-12-30,243.133
2002-12-31,244.922
2003-01-01,244.922
2003-01-02,245.799
2003-01-03,248.461
2003-01-06,254.978
2003-01-07,255.975
2003-01-08,254.437
2003-01-09,255.206
2003-01-10,257.417
2003-01-13,256.89
2003-01-14,258.612
2003-01-15,259.324
2003-01-16,258.467
2003-01-17,259.871
2003-01-20,260.972
2003-01-21,259.914
2003-01-22,256.702
2003-01-23,258.838
2003-01-24,258.649
2003-01-27,257.71
2003-01-28,253.343
2003-01-29,254.51
2003-01-30,253.882
2003-01-31,252.901
2003-02-03,250.846
2003-02-04,253.906
2003-02-05,251.358
2003-02-06,249.445
2003-02-07,251.125
2003-02-10,251.215
2003-02-11,249.051
2003-02-12,249.897
2003-02-13,249.531
2003-02-14,248.912
2003-02-17,250.936
2003-02-18,252.65
2003-02-19,254.756
2003-02-20,252.838
2003-02-21,255.273
2003-02-24,259.031
2003-02-25,253.824
2003-02-26,256.457
2003-02-27,256.348
2003-02-28,257.208
2003-03-03,259.964
2003-03-04,260.992
2003-03-05,261.142
2003-03-06,260.269
2003-03-07,257.415
2003-03-10,258.18
2003-03-11,253.463
2003-03-12,247.71
2003-03-13,244.472
2003-03-14,246.151
2003-03-17,244.447
2003-03-18,249.207
2003-03-19,250.875
2003-03-20,252.503
2003-03-21,250.892
2003-03-24,252.416
2003-03-25,254.268
2003-03-26,255.405
2003-03-27,258.483
2003-03-28,258.376
2003-03-31,259.455
2003-04-01,256.682
2003-04-02,254.502
2003-04-03,256.621
2003-04-04,259.409
2003-04-07,261.159
2003-04-08,262.774
2003-04-09,262.489
2003-04-10,266.41
2003-04-11,267.378
2003-04-14,265.375
2003-04-15,267.25
2003-04-16,269.335
2003-04-17,268.76
2003-04-18,268.76
2003-04-21,268.127
2003-04-22,273.095
2003-04-23,275.179
2003-04-24,275.939
2003-04-25,274.779
2003-04-28,272.652
2003-04-29,274.519
2003-04-30,278.233
2003-05-01,279.756
2003-05-02,277.372
2003-05-05,279.982
2003-05-06,281.319
2003-05-07,282.702
2003-05-08,285.279
2003-05-09,286.116
2003-05-12,286.63
2003-05-13,286.581
2003-05-14,286.45
2003-05-15,283.95
2003-05-16,286.078
2003-05-19,289.536
2003-05-20,288.04
2003-05-21,290.29
2003-05-22,292.129
2003-05-23,295.343
2003-05-26,296.718
2003-05-27,294.993
2003-05-28,291.712
2003-05-29,291.188
2003-05-30,292.399
2003-06-02,296.348
2003-06-03,296.078
2003-06-04,300.239
2003-06-05,301.757
2003-06-06,299.768
2003-06-09,298.634
2003-06-10,297.88
2003-06-11,301.262
2003-06-12,303.978
2003-06-13,306.788
2003-06-16,307.875
2003-06-17,310.856
2003-06-18,310.205
2003-06-19,310.846
2003-06-20,311.226
2003-06-23,309.86
2003-06-24,308.578
2003-06-25,310.485
2003-06-26,306.432
2003-06-27,308.241
2003-06-30,307.581
2003-07-01,312.337
2003-07-02,313.592
2003-07-03,316.429
2003-07-04,314.469
2003-07-07,313.422
2003-07-08,306.474
2003-07-09,303.161
2003-07-10,303.819
2003-07-11,304.389
2003-07-14,307.602
2003-07-15,304.327
2003-07-16,307.656
2003-07-17,304.183
2003-07-18,300.696
2003-07-21,304.736
2003-07-22,302.593
2003-07-23,307.14
2003-07-24,310.559
2003-07-25,309.975
2003-07-28,311.427
2003-07-29,310.779
2003-07-30,304.563
2003-07-31,304.661
2003-08-01,308.351
2003-08-04,305.747
2003-08-05,303.038
2003-08-06,303.908
2003-08-07,304.685
2003-08-08,306.672
2003-08-11,308.773
2003-08-12,308.333
2003-08-13,310.584
2003-08-14,310.638
2003-08-15,311.611
2003-08-18,313.181
2003-08-19,313.023
2003-08-20,318.182
2003-08-21,317.783
2003-08-22,316.679
2003-08-25,318.997
2003-08-26,314.352
2003-08-27,311.313
2003-08-28,312.004
2003-08-29,314.357
2003-09-01,313.203
2003-09-02,311.575
2003-09-03,309.385
2003-09-04,310.908
2003-09-05,313.502
2003-09-08,316.425
2003-09-09,321.495
2003-09-10,321.983
2003-09-11,320.701
2003-09-12,321.436
2003-09-15,321.605
2003-09-16,320.144
2003-09-17,323.096
2003-09-18,325.778
2003-09-19,328.225
2003-09-22,329.578
2003-09-23,327.766
2003-09-24,329.65
2003-09-25,328.947
2003-09-26,327.72
2003-09-29,326.481
2003-09-30,328.158
2003-10-01,330.382
2003-10-02,335.209
2003-10-03,335.614
2003-10-06,334.302
2003-10-07,339.548
2003-10-08,341.543
2003-10-09,343.79
2003-10-10,345.271
2003-10-13,346.756
2003-10-14,345.911
2003-10-15,347.919
2003-10-16,349.631
2003-10-17,350.976
2003-10-20,352.091
2003-10-21,357.593
2003-10-22,361.286
2003-10-23,355.251
2003-10-24,356.752
2003-10-27,358.208
2003-10-28,357.964
2003-10-29,361.392
2003-10-30,362.597
2003-10-31,362.645
2003-11-03,359.665
2003-11-04,358.871
2003-11-05,362.254
2003-11-06,361.176
2003-11-07,362.268
2003-11-10,363.325
2003-11-11,360.917
2003-11-12,359.188
2003-11-13,360.708
2003-11-14,360.778
2003-11-17,356.512
2003-11-18,359.812
2003-11-19,362.491
2003-11-20,363.26
2003-11-21,362.167
2003-11-24,359.976
2003-11-25,361.904
2003-11-26,365.408
2003-11-27,363.993
2003-11-28,363.018
2003-12-01,364.776
2003-12-02,368.798
2003-12-03,373.126
2003-12-04,372.796
2003-12-05,373.305
2003-12-08,375.552
2003-12-09,374.261
2003-12-10,374.052
2003-12-11,368.284
2003-12-12,373.433
2003-12-15,377.644
2003-12-16,376.925
2003-12-17,376.562
2003-12-18,374.667
2003-12-19,376.179
2003-12-22,377.853
2003-12-23,378.344
2003-12-24,383.489
2003-12-25,383.489
2003-12-26,382.715
2003-12-29,384.608
2003-12-30,387.276
2003-12-31,390.703
2004-01-01,390.703
2004-01-02,390.554
2004-01-05,392.543
2004-01-06,397.415
2004-01-07,395.941
2004-01-08,398.459
2004-01-09,402.261
2004-01-12,402.63
2004-01-13,404.712
2004-01-14,403.886
2004-01-15,399.531
2004-01-16,397.003
2004-01-19,390.697
2004-01-20,398.325
2004-01-21,400.849
2004-01-22,404.856
2004-01-23,404.982
2004-01-26,403.73
2004-01-27,403.26
2004-01-28,398.737
2004-01-29,386.885
2004-01-30,386.868
2004-02-02,386.558
2004-02-03,390.403
2004-02-04,388.256
2004-02-05,388.514
2004-02-06,392.5
2004-02-09,397.539
2004-02-10,396.312
2004-02-11,397.362
2004-02-12,406.087
2004-02-13,407.421
2004-02-16,409.021
2004-02-17,412.989
2004-02-18,415.03
2004-02-19,416.866
2004-02-20,408.419
2004-02-23,405.909
2004-02-24,409.518
2004-02-25,407.764
2004-02-26,404.659
2004-02-27,407.374
2004-03-01,411.494
2004-03-02,411.207
2004-03-03,399.336
2004-03-04,402.749
2004-03-05,411.394
2004-03-08,408.712
2004-03-09,412.347
2004-03-10,401.648
2004-03-11,395.489
2004-03-12,393.023
2004-03-15,395.835
2004-03-16,404.11
2004-03-17,404.891
2004-03-18,412.046
2004-03-19,410.46
2004-03-22,412.88
2004-03-23,412.449
2004-03-24,409.625
2004-03-25,406.969
2004-03-26,413.755
2004-03-29,412.701
2004-03-30,418.131
2004-03-31,422.794
2004-04-01,428.492
2004-04-02,423.897
2004-04-05,420.354
2004-04-06,425.408
2004-04-07,425.82
2004-04-08,422.845
2004-04-09,422.845
2004-04-12,425.008
2004-04-13,418.463
2004-04-14,407.516
2004-04-15,409.562
2004-04-16,414.071
2004-04-19,416.436
2004-04-20,411.912
2004-04-21,408.629
2004-04-22,404.502
2004-04-23,408.203
2004-04-26,408.975
2004-04-27,408.234
2004-04-28,405.58
2004-04-29,396.447
2004-04-30,396.088
2004-05-03,391.189
2004-05-04,397.981
2004-05-05,400.319
2004-05-06,398.45
2004-05-07,383.51
2004-05-10,373.321
2004-05-11,374.693
2004-05-12,381.094
2004-05-13,377.832
2004-05-14,376.07
2004-05-17,375.581
2004-05-18,375.367
2004-05-19,384.279
2004-05-20,379.856
2004-05-21,387.334
2004-05-24,385.289
2004-05-25,391.858
2004-05-26,396.294
2004-05-27,406.783
2004-05-28,403.551
2004-05-31,403.943
2004-06-01,401.67
2004-06-02,398.602
2004-06-03,390.76
2004-06-04,393.065
2004-06-07,400.301
2004-06-08,399.894
2004-06-09,392.293
2004-06-10,397.823
2004-06-11,395.96
2004-06-14,395.76
2004-06-15,394.409
2004-06-16,397.284
2004-06-17,398.301
2004-06-18,402.521
2004-06-21,404.301
2004-06-22,400.661
2004-06-23,402.259
2004-06-24,408.196
2004-06-25,406.817
2004-06-28,406.593
2004-06-29,402.117
2004-06-30,407.766
2004-07-01,411.708
2004-07-02,418.012
2004-07-05,421.441
2004-07-06,424.082
2004-07-07,431.539
2004-07-08,431.038
2004-07-09,429.177
2004-07-12,432.601
2004-07-13,431.5
2004-07-14,430.632
2004-07-15,432.355
2004-07-16,438.237
2004-07-19,440.246
2004-07-20,436.271
2004-07-21,429.481
2004-07-22,429.785
2004-07-23,424.456
2004-07-26,421.834
2004-07-27,420.269
2004-07-28,418.299
2004-07-29,417.783
2004-07-30,423.31
2004-08-02,428.207
2004-08-03,429.138
2004-08-04,429.089
2004-08-05,428.602
2004-08-06,434.161
2004-08-09,434.994
2004-08-10,436.035
2004-08-11,433.976
2004-08-12,433.443
2004-08-13,433.864
2004-08-16,434.77
2004-08-17,432.933
2004-08-18,435.948
2004-08-19,444.606
2004-08-20,446.394
2004-08-23,443.896
2004-08-24,433.11
2004-08-25,434.883
2004-08-26,434.873
2004-08-27,438.939
2004-08-30,437.159
2004-08-31,442.235
2004-09-01,445.137
2004-09-02,440.833
2004-09-03,435.508
2004-09-06,436.849
2004-09-07,439.782
2004-09-08,440.495
2004-09-09,436.428
2004-09-10,446.277
2004-09-13,447.021
2004-09-14,455.313
2004-09-15,448.496
2004-09-16,449.215
2004-09-17,448.239
2004-09-20,451.005
2004-09-21,451.889
2004-09-22,457.158
2004-09-23,463.774
2004-09-24,460.597
2004-09-27,461.576
2004-09-28,464.674
2004-09-29,466.887
2004-09-30,473.776
2004-10-01,472.357
2004-10-04,471.977
2004-10-05,478.094
2004-10-06,477.498
2004-10-07,480.257
2004-10-08,484.135
2004-10-11,484.017
2004-10-12,483.828
2004-10-13,478.032
2004-10-14,477.793
2004-10-15,482.828
2004-10-18,479.645
2004-10-19,479.466
2004-10-20,481.236
2004-10-21,481.106
2004-10-22,482.721
2004-10-25,483.503
2004-10-26,483.628
2004-10-27,490.074
2004-10-28,502.091
2004-10-29,500.683
2004-11-01,502.238
2004-11-02,501.078
2004-11-03,510.146
2004-11-04,515.13
2004-11-05,521.6
2004-11-08,520.624
2004-11-09,520.714
2004-11-10,521.764
2004-11-11,525.404
2004-11-12,527.618
2004-11-15,531.807
2004-11-16,535.86
2004-11-17,541.646
2004-11-18,538.157
2004-11-19,542.143
2004-11-22,537.849
2004-11-23,542.694
2004-11-24,547.444
2004-11-25,556.05
2004-11-26,554.71
2004-11-29,553.45
2004-11-30,546.2
2004-12-01,543.794
2004-12-02,550.439
2004-12-03,549.904
2004-12-06,550.604
2004-12-07,546.239
2004-12-08,525.966
2004-12-09,521.482
2004-12-10,522.025
2004-12-13,527.254
2004-12-14,529.153
2004-12-15,537.669
2004-12-16,536.462
2004-12-17,541.385
2004-12-20,547.391
2004-12-21,551.122
2004-12-22,555.359
2004-12-23,553.735
2004-12-24,562.162
2004-12-27,565.989
2004-12-28,566.281
2004-12-29,564.243
2004-12-30,568.157
2004-12-31,574.779
2005-01-03,569.61
2005-01-04,565.096
2005-01-05,558.928
2005-01-06,553.135
2005-01-07,556.603
2005-01-10,558.405
2005-01-11,561.946
2005-01-12,564.728
2005-01-13,564.205
2005-01-14,557.624
2005-01-17,560.984
2005-01-18,555.335
2005-01-19,555.779
2005-01-20,554.926
2005-01-21,561.042
2005-01-24,560.29
2005-01-25,559.734
2005-01-26,566.909
2005-01-27,576.038
2005-01-28,573.217
2005-01-31,576.825
2005-02-01,577.564
2005-02-02,583.714
2005-02-03,582.193
2005-02-04,585.601
2005-02-07,587.391
2005-02-08,581.608
2005-02-09,579.677
2005-02-10,582.595
2005-02-11,583.346
2005-02-14,585.111
2005-02-15,580.965
2005-02-16,574.89
2005-02-17,579.538
2005-02-18,579.88
2005-02-21,585.794
2005-02-22,584.059
2005-02-23,564.115
2005-02-24,559.57
2005-02-25,563.664
2005-02-28,577.184
2005-03-01,575.392
2005-03-02,571.805
2005-03-03,575.109
2005-03-04,581.563
2005-03-07,582.079
2005-03-08,588.553
2005-03-09,582.794
2005-03-10,575.316
2005-03-11,575.601
2005-03-14,578.962
2005-03-15,578.656
2005-03-16,583.478
2005-03-17,578.083
2005-03-18,577.845
2005-03-21,575.529
2005-03-22,572.275
2005-03-23,553.965
2005-03-24,551.325
2005-03-25,551.325
2005-03-28,549.361
2005-03-29,545.285
2005-03-30,546.246
2005-03-31,549.374
2005-04-01,552.86
2005-04-04,547.498
2005-04-05,548.472
2005-04-06,542.466
2005-04-07,546.595
2005-04-08,551.238
2005-04-11,550.524
2005-04-12,554.819
2005-04-13,555.25
2005-04-14,543.867
2005-04-15,532.983
2005-04-18,524.692
2005-04-19,533.669
2005-04-20,538.926
2005-04-21,536.835
2005-04-22,542.5
2005-04-25,539.693
2005-04-26,539.285
2005-04-27,535.491
2005-04-28,532.377
2005-04-29,534.022
2005-05-02,534.008
2005-05-03,524.897
2005-05-04,526.016
2005-05-05,533.093
2005-05-06,534.18
2005-05-09,531.993
2005-05-10,536.406
2005-05-11,536.971
2005-05-12,529.579
2005-05-13,521.664
2005-05-16,515.276
2005-05-17,514.02
2005-05-18,517.652
2005-05-19,524.338
2005-05-20,523.783
2005-05-23,530.345
2005-05-24,536.437
2005-05-25,531.745
2005-05-26,527.062
2005-05-27,531.939
2005-05-30,535.362
2005-05-31,534.868
2005-06-01,535.61
2005-06-02,543.871
2005-06-03,547.924
2005-06-06,555.761
2005-06-07,557.136
2005-06-08,558.046
2005-06-09,556.784
2005-06-10,552.655
2005-06-13,552.111
2005-06-14,555.243
2005-06-15,559.313
2005-06-16,566.099
2005-06-17,578.649
2005-06-20,581.405
2005-06-21,580.97
2005-06-22,576.112
2005-06-23,568.835
2005-06-24,564.247
2005-06-27,566.984
2005-06-28,566.724
2005-06-29,562.699
2005-06-30,566.504
2005-07-01,557.365
2005-07-04,562.192
2005-07-05,555.712
2005-07-06,551.523
2005-07-07,544.643
2005-07-08,542.603
2005-07-11,551.181
2005-07-12,557.373
2005-07-13,552.503
2005-07-14,560.211
2005-07-15,554.366
2005-07-18,560.501
2005-07-19,555.218
2005-07-20,560.569
2005-07-21,573.375
2005-07-22,579.901
2005-07-25,576.048
2005-07-26,573.144
2005-07-27,575.656
2005-07-28,573.909
2005-07-29,577.523
2005-08-01,577.226
2005-08-02,582.476
2005-08-03,586.433
2005-08-04,588.681
2005-08-05,584.762
2005-08-08,584.346
2005-08-09,583.986
2005-08-10,591.171
2005-08-11,602.327
2005-08-12,601.514
2005-08-15,597.078
2005-08-16,599.019
2005-08-17,592.389
2005-08-18,583.172
2005-08-19,582.439
2005-08-22,592.11
2005-08-23,587.214
2005-08-24,583.215
2005-08-25,582.549
2005-08-26,586.359
2005-08-29,578.983
2005-08-30,575.907
2005-08-31,584.129
2005-09-01,600.929
2005-09-02,605.53
2005-09-05,608.514
2005-09-06,609.23
2005-09-07,611.59
2005-09-08,617.333
2005-09-09,616.854
2005-09-12,618.941
2005-09-13,618.716
2005-09-14,624.015
2005-09-15,622.232
2005-09-16,624.072
2005-09-19,622.389
2005-09-20,625.988
2005-09-21,623.949
2005-09-22,619.887
2005-09-23,614.117
2005-09-26,618.584
2005-09-27,617.621
2005-09-28,618.064
2005-09-29,629.607
2005-09-30,629.591
2005-10-03,627.586
2005-10-04,631.283
2005-10-05,612.354
2005-10-06,597.662
2005-10-07,598.554
2005-10-10,601.445
2005-10-11,591.828
2005-10-12,598.564
2005-10-13,588.253
2005-10-14,589.313
2005-10-17,589.604
2005-10-18,587.929
2005-10-19,578.007
2005-10-20,579.673
2005-10-21,573.766
2005-10-24,573.725
2005-10-25,583.015
2005-10-26,589.507
2005-10-27,586.319
2005-10-28,573.429
2005-10-31,581.886
2005-11-01,582.58
2005-11-02,576.082
2005-11-03,584.482
2005-11-04,569.59
2005-11-07,569.775
2005-11-08,578.584
2005-11-09,572.285
