Date,AUSTRALIA MID VALUE Mid Cap
2003-02-05,235.11
2003-02-06,233.321
2003-02-07,234.892
2003-02-10,235.202
2003-02-11,233.176
2003-02-12,233.968
2003-02-13,233.626
2003-02-14,233.046
2003-02-17,234.941
2003-02-18,236.546
2003-02-19,238.518
2003-02-20,236.722
2003-02-21,239.001
2003-02-24,242.562
2003-02-25,237.685
2003-02-26,240.151
2003-02-27,240.072
2003-02-28,240.878
2003-03-03,243.66
2003-03-04,244.655
2003-03-05,245.043
2003-03-06,244.346
2003-03-07,241.691
2003-03-10,242.41
2003-03-11,238.091
2003-03-12,232.686
2003-03-13,229.694
2003-03-14,231.272
2003-03-17,229.672
2003-03-18,234.143
2003-03-19,235.71
2003-03-20,237.24
2003-03-21,235.727
2003-03-24,237.158
2003-03-25,238.899
2003-03-26,239.967
2003-03-27,242.858
2003-03-28,242.758
2003-03-31,243.772
2003-04-01,241.166
2003-04-02,239.119
2003-04-03,241.109
2003-04-04,243.729
2003-04-07,245.373
2003-04-08,246.89
2003-04-09,246.622
2003-04-10,250.307
2003-04-11,251.217
2003-04-14,249.335
2003-04-15,251.095
2003-04-16,253.055
2003-04-17,252.515
2003-04-18,252.515
2003-04-21,251.92
2003-04-22,256.588
2003-04-23,258.546
2003-04-24,259.259
2003-04-25,258.17
2003-04-28,256.171
2003-04-29,257.925
2003-04-30,261.415
2003-05-01,262.846
2003-05-02,260.606
2003-05-05,263.059
2003-05-06,264.314
2003-05-07,265.613
2003-05-08,268.035
2003-05-09,268.926
2003-05-12,269.408
2003-05-13,269.362
2003-05-14,269.239
2003-05-15,266.89
2003-05-16,268.89
2003-05-19,272.358
2003-05-20,270.951
2003-05-21,273.067
2003-05-22,274.798
2003-05-23,277.821
2003-05-26,279.182
2003-05-27,277.559
2003-05-28,274.472
2003-05-29,273.978
2003-05-30,275.187
2003-06-02,278.958
2003-06-03,278.704
2003-06-04,282.62
2003-06-05,284.058
2003-06-06,282.186
2003-06-09,281.118
2003-06-10,280.409
2003-06-11,283.592
2003-06-12,286.149
2003-06-13,288.794
2003-06-16,289.818
2003-06-17,292.624
2003-06-18,292.011
2003-06-19,292.615
2003-06-20,292.972
2003-06-23,291.686
2003-06-24,290.773
2003-06-25,292.57
2003-06-26,288.751
2003-06-27,290.455
2003-06-30,289.834
2003-07-01,294.315
2003-07-02,295.498
2003-07-03,298.171
2003-07-04,296.324
2003-07-07,295.337
2003-07-08,288.791
2003-07-09,285.669
2003-07-10,286.288
2003-07-11,286.825
2003-07-14,289.854
2003-07-15,286.767
2003-07-16,289.904
2003-07-17,286.632
2003-07-18,283.346
2003-07-21,287.152
2003-07-22,285.134
2003-07-23,289.418
2003-07-24,292.639
2003-07-25,292.089
2003-07-28,293.457
2003-07-29,292.847
2003-07-30,286.99
2003-07-31,287.082
2003-08-01,290.559
2003-08-04,288.105
2003-08-05,285.695
2003-08-06,286.516
2003-08-07,287.248
2003-08-08,289.121
2003-08-11,291.102
2003-08-12,290.687
2003-08-13,292.81
2003-08-14,292.86
2003-08-15,293.777
2003-08-18,295.258
2003-08-19,295.108
2003-08-20,299.973
2003-08-21,299.596
2003-08-22,298.555
2003-08-25,300.762
2003-08-26,296.469
2003-08-27,293.603
2003-08-28,294.319
2003-08-29,296.713
2003-09-01,295.847
2003-09-02,294.309
2003-09-03,292.58
2003-09-04,294.182
2003-09-05,296.637
2003-09-08,299.403
2003-09-09,304.385
2003-09-10,304.847
2003-09-11,303.633
2003-09-12,304.329
2003-09-15,304.489
2003-09-16,303.106
2003-09-17,305.901
2003-09-18,308.44
2003-09-19,310.757
2003-09-22,312.037
2003-09-23,310.323
2003-09-24,312.184
2003-09-25,311.518
2003-09-26,310.357
2003-09-29,309.183
2003-09-30,310.771
2003-10-01,312.877
2003-10-02,317.449
2003-10-03,317.832
2003-10-06,316.589
2003-10-07,321.558
2003-10-08,323.447
2003-10-09,325.575
2003-10-10,326.978
2003-10-13,328.384
2003-10-14,327.584
2003-10-15,329.485
2003-10-16,331.106
2003-10-17,332.38
2003-10-20,333.436
2003-10-21,338.646
2003-10-22,342.144
2003-10-23,336.429
2003-10-24,337.85
2003-10-27,339.229
2003-10-28,338.998
2003-10-29,342.245
2003-10-30,343.385
2003-10-31,343.43
2003-11-03,340.763
2003-11-04,340.011
2003-11-05,343.217
2003-11-06,342.195
2003-11-07,343.23
2003-11-10,344.231
2003-11-11,341.95
2003-11-12,340.311
2003-11-13,341.751
2003-11-14,341.818
2003-11-17,337.776
2003-11-18,340.903
2003-11-19,343.441
2003-11-20,344.17
2003-11-21,343.134
2003-11-24,341.153
2003-11-25,342.98
2003-11-26,346.301
2003-11-27,344.96
2003-11-28,344.036
2003-12-01,345.702
2003-12-02,349.514
2003-12-03,353.616
2003-12-04,353.303
2003-12-05,353.785
2003-12-08,356.001
2003-12-09,354.777
2003-12-10,354.579
2003-12-11,349.111
2003-12-12,353.992
2003-12-15,357.984
2003-12-16,357.303
2003-12-17,356.959
2003-12-18,355.162
2003-12-19,356.595
2003-12-22,358.182
2003-12-23,358.761
2003-12-24,364.078
2003-12-25,364.078
2003-12-26,363.343
2003-12-29,365.14
2003-12-30,367.673
2003-12-31,370.925
2004-01-01,370.925
2004-01-02,370.784
2004-01-05,372.673
2004-01-06,377.298
2004-01-07,375.899
2004-01-08,378.289
2004-01-09,381.899
2004-01-12,382.249
2004-01-13,384.225
2004-01-14,383.442
2004-01-15,379.307
2004-01-16,376.907
2004-01-19,370.92
2004-01-20,378.162
2004-01-21,380.558
2004-01-22,384.363
2004-01-23,384.482
2004-01-26,383.294
2004-01-27,382.847
2004-01-28,378.553
2004-01-29,367.301
2004-01-30,367.285
2004-02-02,366.991
2004-02-03,370.641
2004-02-04,368.603
2004-02-05,368.848
2004-02-06,372.632
2004-02-09,377.656
2004-02-10,376.491
2004-02-11,377.488
2004-02-12,385.777
2004-02-13,387.044
2004-02-16,388.564
2004-02-17,392.333
2004-02-18,394.272
2004-02-19,396.017
2004-02-20,387.992
2004-02-23,385.607
2004-02-24,389.036
2004-02-25,387.899
2004-02-26,385.096
2004-02-27,387.68
2004-03-01,391.677
2004-03-02,391.403
2004-03-03,380.198
2004-03-04,383.636
2004-03-05,391.964
2004-03-08,389.409
2004-03-09,393.16
2004-03-10,382.959
2004-03-11,377.086
2004-03-12,374.736
2004-03-15,377.549
2004-03-16,385.441
2004-03-17,386.186
2004-03-18,393.011
2004-03-19,391.498
2004-03-22,393.909
2004-03-23,393.498
2004-03-24,390.803
2004-03-25,388.387
2004-03-26,394.863
2004-03-29,393.857
2004-03-30,399.04
2004-03-31,403.49
2004-04-01,408.928
2004-04-02,404.542
2004-04-05,401.162
2004-04-06,405.985
2004-04-07,406.378
2004-04-08,403.539
2004-04-09,403.539
2004-04-12,405.603
2004-04-13,399.357
2004-04-14,388.909
2004-04-15,390.862
2004-04-16,395.165
2004-04-19,397.423
2004-04-20,393.105
2004-04-21,389.971
2004-04-22,386.033
2004-04-23,389.565
2004-04-26,390.302
2004-04-27,389.595
2004-04-28,387.062
2004-04-29,378.346
2004-04-30,378.004
2004-05-03,373.328
2004-05-04,380.039
2004-05-05,382.271
2004-05-06,380.487
2004-05-07,366.22
2004-05-10,356.491
2004-05-11,357.801
2004-05-12,363.914
2004-05-13,360.798
2004-05-14,359.116
2004-05-17,358.649
2004-05-18,358.445
2004-05-19,366.955
2004-05-20,362.731
2004-05-21,369.872
2004-05-24,367.92
2004-05-25,374.193
2004-05-26,378.428
2004-05-27,388.445
2004-05-28,385.358
2004-05-31,385.818
2004-06-01,383.646
2004-06-02,380.717
2004-06-03,373.226
2004-06-04,375.427
2004-06-07,382.339
2004-06-08,381.95
2004-06-09,374.69
2004-06-10,379.972
2004-06-11,378.193
2004-06-14,378.002
2004-06-15,376.712
2004-06-16,379.457
2004-06-17,380.429
2004-06-18,384.58
2004-06-21,386.281
2004-06-22,382.803
2004-06-23,384.33
2004-06-24,390.113
2004-06-25,388.795
2004-06-28,388.581
2004-06-29,384.303
2004-06-30,389.702
2004-07-01,393.47
2004-07-02,399.494
2004-07-05,402.771
2004-07-06,405.295
2004-07-07,412.422
2004-07-08,411.943
2004-07-09,410.165
2004-07-12,413.437
2004-07-13,412.385
2004-07-14,412.037
2004-07-15,413.686
2004-07-16,419.314
2004-07-19,421.236
2004-07-20,417.433
2004-07-21,410.936
2004-07-22,411.227
2004-07-23,406.128
2004-07-26,403.619
2004-07-27,402.122
2004-07-28,400.237
2004-07-29,399.743
2004-07-30,405.032
2004-08-02,409.717
2004-08-03,410.608
2004-08-04,410.782
2004-08-05,410.317
2004-08-06,415.638
2004-08-09,416.435
2004-08-10,417.432
2004-08-11,415.461
2004-08-12,414.951
2004-08-13,415.353
2004-08-16,416.221
2004-08-17,414.463
2004-08-18,417.349
2004-08-19,425.638
2004-08-20,427.35
2004-08-23,424.958
2004-08-24,414.632
2004-08-25,416.329
2004-08-26,416.626
2004-08-27,420.697
2004-08-30,418.991
2004-08-31,424.195
2004-09-01,427.216
2004-09-02,423.086
2004-09-03,417.975
2004-09-06,419.263
2004-09-07,422.077
2004-09-08,422.761
2004-09-09,418.858
2004-09-10,428.593
2004-09-13,429.308
2004-09-14,437.272
2004-09-15,430.724
2004-09-16,431.415
2004-09-17,430.478
2004-09-20,433.134
2004-09-21,433.983
2004-09-22,439.043
2004-09-23,445.397
2004-09-24,442.466
2004-09-27,443.407
2004-09-28,446.806
2004-09-29,448.933
2004-09-30,455.557
2004-10-01,454.414
2004-10-04,454.048
2004-10-05,459.934
2004-10-06,459.359
2004-10-07,462.014
2004-10-08,465.744
2004-10-11,465.631
2004-10-12,465.449
2004-10-13,459.874
2004-10-14,459.644
2004-10-15,464.487
2004-10-18,461.426
2004-10-19,461.253
2004-10-20,462.956
2004-10-21,462.831
2004-10-22,464.385
2004-10-25,465.137
2004-10-26,465.257
2004-10-27,471.458
2004-10-28,483.018
2004-10-29,481.664
2004-11-01,483.161
2004-11-02,482.045
2004-11-03,491.009
2004-11-04,495.806
2004-11-05,502.033
2004-11-08,501.094
2004-11-09,501.181
2004-11-10,502.192
2004-11-11,505.963
2004-11-12,508.095
2004-11-15,512.128
2004-11-16,516.032
2004-11-17,521.604
2004-11-18,518.243
2004-11-19,522.082
2004-11-22,517.947
2004-11-23,522.613
2004-11-24,527.187
2004-11-25,535.475
2004-11-26,534.184
2004-11-29,532.97
2004-11-30,525.989
2004-12-01,523.672
2004-12-02,530.071
2004-12-03,529.556
2004-12-06,530.356
2004-12-07,526.151
2004-12-08,506.624
2004-12-09,502.305
2004-12-10,502.828
2004-12-13,507.864
2004-12-14,509.694
2004-12-15,517.897
2004-12-16,516.734
2004-12-17,521.475
2004-12-20,527.261
2004-12-21,530.854
2004-12-22,534.936
2004-12-23,534.01
2004-12-24,542.136
2004-12-27,545.827
2004-12-28,546.109
2004-12-29,544.143
2004-12-30,547.918
2004-12-31,554.304
2005-01-03,549.319
2005-01-04,544.966
2005-01-05,539.018
2005-01-06,533.431
2005-01-07,536.775
2005-01-10,538.513
2005-01-11,541.928
2005-01-12,544.611
2005-01-13,544.107
2005-01-14,537.76
2005-01-17,541.0
2005-01-18,535.553
2005-01-19,535.981
2005-01-20,535.158
2005-01-21,541.057
2005-01-24,540.331
2005-01-25,539.795
2005-01-26,546.714
2005-01-27,555.518
2005-01-28,552.798
2005-01-31,556.277
2005-02-01,556.989
2005-02-02,562.92
2005-02-03,561.454
2005-02-04,564.74
2005-02-07,566.467
2005-02-08,560.889
2005-02-09,559.027
2005-02-10,561.841
2005-02-11,562.566
2005-02-14,564.268
2005-02-15,560.27
2005-02-16,554.411
2005-02-17,558.893
2005-02-18,559.224
2005-02-21,564.926
2005-02-22,563.281
2005-02-23,544.33
2005-02-24,539.944
2005-02-25,544.09
2005-02-28,558.006
2005-03-01,556.274
2005-03-02,552.806
2005-03-03,556.262
2005-03-04,562.505
2005-03-07,563.812
2005-03-08,570.083
2005-03-09,564.504
2005-03-10,557.262
2005-03-11,557.537
2005-03-14,560.793
2005-03-15,560.496
2005-03-16,565.167
2005-03-17,559.941
2005-03-18,559.711
2005-03-21,557.468
2005-03-22,554.315
2005-03-23,536.785
2005-03-24,534.227
2005-03-25,534.227
2005-03-28,532.324
2005-03-29,528.736
2005-03-30,529.669
2005-03-31,532.701
2005-04-01,536.082
2005-04-04,530.883
2005-04-05,531.827
2005-04-06,526.003
2005-04-07,530.007
2005-04-08,534.509
2005-04-11,533.816
2005-04-12,537.982
2005-04-13,538.399
2005-04-14,527.362
2005-04-15,516.808
2005-04-18,508.768
2005-04-19,517.474
2005-04-20,522.571
2005-04-21,520.543
2005-04-22,526.037
2005-04-25,523.315
2005-04-26,522.918
2005-04-27,519.24
2005-04-28,516.22
2005-04-29,517.815
2005-05-02,517.802
2005-05-03,508.968
2005-05-04,510.053
2005-05-05,516.915
2005-05-06,517.969
2005-05-09,515.848
2005-05-10,520.127
2005-05-11,520.675
2005-05-12,513.507
2005-05-13,505.832
2005-05-16,499.639
2005-05-17,498.421
2005-05-18,501.942
2005-05-19,508.425
2005-05-20,507.887
2005-05-23,514.25
2005-05-24,520.157
2005-05-25,515.608
2005-05-26,511.067
2005-05-27,515.796
2005-05-30,519.247
2005-05-31,518.767
2005-06-01,519.486
2005-06-02,527.499
2005-06-03,531.43
2005-06-06,539.031
2005-06-07,540.364
2005-06-08,541.247
2005-06-09,540.023
2005-06-10,536.018
2005-06-13,535.491
2005-06-14,538.528
2005-06-15,542.477
2005-06-16,549.058
2005-06-17,561.23
2005-06-20,564.098
2005-06-21,563.677
2005-06-22,558.963
2005-06-23,551.903
2005-06-24,548.242
2005-06-27,550.903
2005-06-28,550.65
2005-06-29,546.738
2005-06-30,550.435
2005-07-01,541.556
2005-07-04,546.246
2005-07-05,539.95
2005-07-06,535.879
2005-07-07,529.195
2005-07-08,527.212
2005-07-11,535.547
2005-07-12,541.563
2005-07-13,536.832
2005-07-14,544.321
2005-07-15,538.642
2005-07-18,544.603
2005-07-19,539.469
2005-07-20,544.669
2005-07-21,557.112
2005-07-22,563.453
2005-07-25,559.709
2005-07-26,556.887
2005-07-27,559.328
2005-07-28,557.631
2005-07-29,561.142
2005-08-01,560.853
2005-08-02,565.955
2005-08-03,569.8
2005-08-04,571.983
2005-08-05,568.176
2005-08-08,567.771
2005-08-09,567.422
2005-08-10,574.403
2005-08-11,585.242
2005-08-12,584.452
2005-08-15,580.142
2005-08-16,582.028
2005-08-17,575.586
2005-08-18,566.631
2005-08-19,565.919
2005-08-22,575.315
2005-08-23,570.558
2005-08-24,566.951
2005-08-25,566.855
2005-08-26,570.563
2005-08-29,563.503
2005-08-30,560.51
2005-08-31,568.807
2005-09-01,585.167
2005-09-02,589.647
2005-09-05,592.976
2005-09-06,593.675
2005-09-07,595.974
2005-09-08,601.57
2005-09-09,601.527
2005-09-12,603.562
2005-09-13,603.343
2005-09-14,608.51
2005-09-15,606.771
2005-09-16,608.565
2005-09-19,606.924
2005-09-20,610.434
2005-09-21,608.446
2005-09-22,604.485
2005-09-23,598.858
2005-09-26,603.445
2005-09-27,602.506
2005-09-28,603.83
2005-09-29,615.107
2005-09-30,615.092
2005-10-03,613.133
2005-10-04,616.745
2005-10-05,598.252
2005-10-06,583.898
2005-10-07,584.77
2005-10-10,587.753
2005-10-11,578.355
2005-10-12,584.938
2005-10-13,574.861
2005-10-14,575.898
2005-10-17,576.182
2005-10-18,574.545
2005-10-19,564.849
2005-10-20,566.477
2005-10-21,560.705
2005-10-24,560.664
2005-10-25,569.743
2005-10-26,576.087
2005-10-27,572.972
2005-10-28,560.375
2005-10-31,568.64
2005-11-01,569.318
2005-11-02,562.968
2005-11-03,571.176
2005-11-04,556.623
2005-11-07,556.805
2005-11-08,565.413
2005-11-09,559.257
