Date,AUSTRALIA MID VALUE Mid Cap
2001-01-01,181.285
2001-01-02,184.935
2001-01-03,186.139
2001-01-04,189.334
2001-01-05,190.407
2001-01-08,187.73
2001-01-09,185.607
2001-01-10,185.762
2001-01-11,184.958
2001-01-12,184.51
2001-01-15,182.301
2001-01-16,183.333
2001-01-17,183.602
2001-01-18,186.866
2001-01-19,187.409
2001-01-22,186.973
2001-01-23,186.262
2001-01-24,182.834
2001-01-25,184.171
2001-01-26,183.664
2001-01-29,184.59
2001-01-30,183.642
2001-01-31,184.14
2001-02-01,187.586
2001-02-02,185.855
2001-02-05,184.58
2001-02-06,184.874
2001-02-07,182.11
2001-02-08,179.906
2001-02-09,178.874
2001-02-12,180.732
2001-02-13,180.189
2001-02-14,177.395
2001-02-15,172.848
2001-02-16,175.241
2001-02-19,174.937
2001-02-20,174.363
2001-02-21,175.684
2001-02-22,174.978
2001-02-23,173.607
2001-02-26,173.974
2001-02-27,175.433
2001-02-28,176.872
2001-03-01,177.282
2001-03-02,179.553
2001-03-05,178.456
2001-03-06,177.868
2001-03-07,176.048
2001-03-08,174.636
2001-03-09,173.189
2001-03-12,172.466
2001-03-13,168.586
2001-03-14,168.457
2001-03-15,165.334
2001-03-16,164.747
2001-03-19,165.547
2001-03-20,165.985
2001-03-21,165.735
2001-03-22,164.583
2001-03-23,164.641
2001-03-26,166.705
2001-03-27,167.629
2001-03-28,164.443
2001-03-29,163.344
2001-03-30,161.357
2001-04-02,163.075
2001-04-03,162.534
2001-04-04,165.758
2001-04-05,166.509
2001-04-06,169.101
2001-04-09,168.167
2001-04-10,169.288
2001-04-11,171.652
2001-04-12,173.804
2001-04-13,173.804
2001-04-16,174.352
2001-04-17,172.984
2001-04-18,170.326
2001-04-19,176.124
2001-04-20,178.462
2001-04-23,171.328
2001-04-24,169.728
2001-04-25,170.132
2001-04-26,173.395
2001-04-27,173.323
2001-04-30,174.428
2001-05-01,177.818
2001-05-02,178.7
2001-05-03,180.079
2001-05-04,179.99
2001-05-07,180.918
2001-05-08,181.517
2001-05-09,184.603
2001-05-10,187.015
2001-05-11,184.19
2001-05-14,182.803
2001-05-15,184.131
2001-05-16,185.329
2001-05-17,187.699
2001-05-18,186.208
2001-05-21,189.445
2001-05-22,187.131
2001-05-23,186.488
2001-05-24,186.206
2001-05-25,186.499
2001-05-28,186.016
2001-05-29,184.643
2001-05-30,184.037
2001-05-31,180.687
2001-06-01,182.719
2001-06-04,183.992
2001-06-05,183.636
2001-06-06,185.105
2001-06-07,188.87
2001-06-08,188.93
2001-06-11,188.551
2001-06-12,188.509
2001-06-13,192.036
2001-06-14,192.434
2001-06-15,193.138
2001-06-18,189.598
2001-06-19,189.192
2001-06-20,189.846
2001-06-21,190.542
2001-06-22,191.518
2001-06-25,191.868
2001-06-26,193.705
2001-06-27,192.332
2001-06-28,189.697
2001-06-29,191.785
2001-07-02,189.288
2001-07-03,192.4
2001-07-04,192.051
2001-07-05,190.206
2001-07-06,185.157
2001-07-09,185.369
2001-07-10,186.999
2001-07-11,186.379
2001-07-12,186.391
2001-07-13,187.254
2001-07-16,188.562
2001-07-17,187.328
2001-07-18,189.125
2001-07-19,189.638
2001-07-20,186.302
2001-07-23,186.475
2001-07-24,186.436
2001-07-25,185.523
2001-07-26,184.46
2001-07-27,183.138
2001-07-30,183.7
2001-07-31,184.967
2001-08-01,188.937
2001-08-02,192.056
2001-08-03,191.562
2001-08-06,191.685
2001-08-07,191.186
2001-08-08,193.228
2001-08-09,193.316
2001-08-10,194.07
2001-08-13,195.014
2001-08-14,194.004
2001-08-15,195.577
2001-08-16,193.45
2001-08-17,195.87
2001-08-20,193.155
2001-08-21,194.008
2001-08-22,196.223
2001-08-23,196.216
2001-08-24,196.424
2001-08-27,196.763
2001-08-28,195.588
2001-08-29,196.464
2001-08-30,195.985
2001-08-31,192.279
2001-09-03,193.852
2001-09-04,192.828
2001-09-05,189.792
2001-09-06,189.31
2001-09-07,187.011
2001-09-10,185.439
2001-09-11,189.663
2001-09-12,183.411
2001-09-13,183.086
2001-09-14,184.362
2001-09-17,173.881
2001-09-18,174.587
2001-09-19,175.459
2001-09-20,173.403
2001-09-21,168.386
2001-09-24,168.935
2001-09-25,171.58
2001-09-26,171.73
2001-09-27,171.975
2001-09-28,177.751
2001-10-01,179.169
2001-10-02,182.333
2001-10-03,182.718
2001-10-04,183.108
2001-10-05,187.192
2001-10-08,186.777
2001-10-09,185.002
2001-10-10,185.084
2001-10-11,185.997
2001-10-12,187.06
2001-10-15,190.649
2001-10-16,190.868
2001-10-17,192.212
2001-10-18,189.053
2001-10-19,187.877
2001-10-22,188.436
2001-10-23,189.017
2001-10-24,188.865
2001-10-25,189.499
2001-10-26,188.405
2001-10-29,190.442
2001-10-30,190.497
2001-10-31,189.79
2001-11-01,192.096
2001-11-02,191.281
2001-11-05,190.117
2001-11-06,195.148
2001-11-07,195.358
2001-11-08,196.122
2001-11-09,194.708
2001-11-12,196.128
2001-11-13,195.415
2001-11-14,196.573
2001-11-15,195.944
2001-11-16,196.789
2001-11-19,198.315
2001-11-20,199.395
2001-11-21,197.572
2001-11-22,197.046
2001-11-23,197.308
2001-11-26,197.683
2001-11-27,199.253
2001-11-28,198.994
2001-11-29,197.709
2001-11-30,200.699
2001-12-03,199.427
2001-12-04,198.257
2001-12-05,199.219
2001-12-06,199.45
2001-12-07,199.93
2001-12-10,199.133
2001-12-11,199.635
2001-12-12,199.245
2001-12-13,200.09
2001-12-14,199.353
2001-12-17,198.747
2001-12-18,199.476
2001-12-19,198.034
2001-12-20,195.964
2001-12-21,198.06
2001-12-24,199.575
2001-12-25,199.575
2001-12-26,199.437
2001-12-27,200.709
2001-12-28,202.181
2001-12-31,202.605
2002-01-01,202.605
2002-01-02,205.196
2002-01-03,203.704
2002-01-04,206.25
2002-01-07,206.936
2002-01-08,207.077
2002-01-09,207.069
2002-01-10,208.168
2002-01-11,207.816
2002-01-14,205.598
2002-01-15,206.498
2002-01-16,206.743
2002-01-17,203.628
2002-01-18,203.76
2002-01-21,205.48
2002-01-22,207.244
2002-01-23,207.391
2002-01-24,207.451
2002-01-25,206.554
2002-01-28,205.974
2002-01-29,206.739
2002-01-30,203.21
2002-01-31,205.111
2002-02-01,205.44
2002-02-04,205.541
2002-02-05,205.505
2002-02-06,204.558
2002-02-07,203.596
2002-02-08,206.405
2002-02-11,207.918
2002-02-12,206.593
2002-02-13,207.127
2002-02-14,209.941
2002-02-15,209.842
2002-02-18,208.928
2002-02-19,209.014
2002-02-20,207.706
2002-02-21,207.916
2002-02-22,208.306
2002-02-25,207.37
2002-02-26,209.582
2002-02-27,208.024
2002-02-28,208.605
2002-03-01,210.206
2002-03-04,212.146
2002-03-05,212.038
2002-03-06,213.216
2002-03-07,216.345
2002-03-08,214.891
2002-03-11,214.501
2002-03-12,213.103
2002-03-13,212.27
2002-03-14,213.599
2002-03-15,212.212
2002-03-18,214.004
2002-03-19,214.312
2002-03-20,218.269
2002-03-21,218.189
2002-03-22,217.949
2002-03-25,216.722
2002-03-26,213.417
2002-03-27,214.787
2002-03-28,217.758
2002-03-29,217.758
2002-04-01,218.146
2002-04-02,216.465
2002-04-03,215.163
2002-04-04,214.604
2002-04-05,215.612
2002-04-08,213.775
2002-04-09,213.419
2002-04-10,214.666
2002-04-11,216.701
2002-04-12,215.587
2002-04-15,214.905
2002-04-16,215.673
2002-04-17,218.355
2002-04-18,219.409
2002-04-19,221.395
2002-04-22,220.777
2002-04-23,220.692
2002-04-24,219.367
2002-04-25,220.298
2002-04-26,220.944
2002-04-29,218.057
2002-04-30,216.843
2002-05-01,218.776
2002-05-02,218.808
2002-05-03,220.236
2002-05-06,221.517
2002-05-07,222.722
2002-05-08,223.134
2002-05-09,223.152
2002-05-10,225.213
2002-05-13,225.019
2002-05-14,225.016
2002-05-15,227.797
2002-05-16,229.591
2002-05-17,232.357
2002-05-20,232.282
2002-05-21,232.671
2002-05-22,233.8
2002-05-23,232.693
2002-05-24,232.674
2002-05-27,232.217
2002-05-28,233.791
2002-05-29,234.936
2002-05-30,235.398
2002-05-31,236.288
2002-06-03,237.853
2002-06-04,235.883
2002-06-05,235.488
2002-06-06,237.206
2002-06-07,236.56
2002-06-10,234.993
2002-06-11,234.491
2002-06-12,234.072
2002-06-13,231.724
2002-06-14,227.463
2002-06-17,227.079
2002-06-18,229.306
2002-06-19,230.049
2002-06-20,231.961
2002-06-21,232.6
2002-06-24,233.873
2002-06-25,230.576
2002-06-26,226.049
2002-06-27,226.343
2002-06-28,226.776
2002-07-01,226.168
2002-07-02,227.931
2002-07-03,224.499
2002-07-04,224.314
2002-07-05,224.896
2002-07-08,229.219
2002-07-09,231.866
2002-07-10,230.587
2002-07-11,224.172
2002-07-12,223.823
2002-07-15,224.107
2002-07-16,222.657
2002-07-17,218.19
2002-07-18,219.66
2002-07-19,218.932
2002-07-22,218.737
2002-07-23,216.064
2002-07-24,211.166
2002-07-25,213.177
2002-07-26,211.233
2002-07-29,213.832
2002-07-30,216.593
2002-07-31,215.82
2002-08-01,212.278
2002-08-02,212.089
2002-08-05,207.824
2002-08-06,204.34
2002-08-07,209.627
2002-08-08,211.046
2002-08-09,213.301
2002-08-12,215.015
2002-08-13,216.253
2002-08-14,216.224
2002-08-15,218.622
2002-08-16,220.617
2002-08-19,218.508
2002-08-20,222.409
2002-08-21,220.768
2002-08-22,221.338
2002-08-23,221.6
2002-08-26,222.151
2002-08-27,225.456
2002-08-28,224.736
2002-08-29,223.925
2002-08-30,224.814
2002-09-02,225.224
2002-09-03,224.568
2002-09-04,221.744
2002-09-05,220.709
2002-09-06,221.572
2002-09-09,222.924
2002-09-10,221.381
2002-09-11,222.833
2002-09-12,224.646
2002-09-13,224.302
2002-09-16,223.636
2002-09-17,224.812
2002-09-18,224.388
2002-09-19,223.069
2002-09-20,220.799
2002-09-23,219.102
2002-09-24,217.729
2002-09-25,214.982
2002-09-26,215.459
2002-09-27,217.205
2002-09-30,216.444
2002-10-01,215.751
2002-10-02,216.377
2002-10-03,217.364
2002-10-04,216.965
2002-10-07,216.042
2002-10-08,216.811
2002-10-09,216.399
2002-10-10,216.235
2002-10-11,218.646
2002-10-14,218.03
2002-10-15,218.89
2002-10-16,218.261
2002-10-17,217.604
2002-10-18,216.581
2002-10-21,217.268
2002-10-22,216.473
2002-10-23,217.798
2002-10-24,218.298
2002-10-25,218.173
2002-10-28,221.076
2002-10-29,219.175
2002-10-30,217.783
2002-10-31,220.455
2002-11-01,221.2
2002-11-04,224.095
2002-11-05,224.518
2002-11-06,225.315
2002-11-07,226.776
2002-11-08,225.208
2002-11-11,220.408
2002-11-12,221.62
2002-11-13,220.636
2002-11-14,220.341
2002-11-15,221.487
2002-11-18,221.924
2002-11-19,221.886
2002-11-20,222.124
2002-11-21,224.827
2002-11-22,225.692
2002-11-25,223.747
2002-11-26,223.974
2002-11-27,222.457
2002-11-28,225.891
2002-11-29,226.858
2002-12-02,227.036
2002-12-03,225.938
2002-12-04,222.428
2002-12-05,223.259
2002-12-06,223.319
2002-12-09,224.257
2002-12-10,223.145
2002-12-11,221.913
2002-12-12,223.711
2002-12-13,223.386
2002-12-16,224.403
2002-12-17,225.422
2002-12-18,224.678
2002-12-19,225.488
2002-12-20,225.314
2002-12-23,227.11
2002-12-24,227.679
2002-12-25,227.679
2002-12-26,227.679
2002-12-27,227.384
2002-12-30,227.329
2002-12-31,229.002
2003-01-01,229.002
2003-01-02,229.822
2003-01-03,232.311
2003-01-06,238.404
2003-01-07,239.336
2003-01-08,237.898
2003-01-09,238.617
2003-01-10,240.684
2003-01-13,240.192
2003-01-14,241.801
2003-01-15,242.468
2003-01-16,241.666
2003-01-17,242.979
2003-01-20,244.008
2003-01-21,243.019
2003-01-22,240.016
2003-01-23,242.013
2003-01-24,241.837
2003-01-27,240.958
2003-01-28,236.875
2003-01-29,237.966
2003-01-30,237.379
2003-01-31,236.462
2003-02-03,234.541
2003-02-04,237.493
