Date,ACWI VALUE Standard (Large+Mid Cap)
2005-11-10,121.136
2005-11-11,121.84
2005-11-14,121.548
2005-11-15,121.084
2005-11-16,121.028
2005-11-17,122.335
2005-11-18,123.102
2005-11-21,123.877
2005-11-22,124.053
2005-11-23,124.982
2005-11-24,124.956
2005-11-25,124.95
2005-11-28,124.63
2005-11-29,124.57
2005-11-30,123.83
2005-12-01,124.949
2005-12-02,125.4
2005-12-05,125.546
2005-12-06,125.856
2005-12-07,125.377
2005-12-08,125.358
2005-12-09,125.614
2005-12-12,126.378
2005-12-13,127.009
2005-12-14,127.754
2005-12-15,127.088
2005-12-16,127.504
2005-12-19,127.283
2005-12-20,127.084
2005-12-21,127.401
2005-12-22,127.927
2005-12-23,128.046
2005-12-26,128.056
2005-12-27,127.398
2005-12-28,127.691
2005-12-29,127.66
2005-12-30,126.901
2006-01-02,127.047
2006-01-03,129.299
2006-01-04,130.621
2006-01-05,130.73
2006-01-06,131.932
2006-01-09,132.101
2006-01-10,131.594
2006-01-11,132.459
2006-01-12,132.112
2006-01-13,131.947
2006-01-16,132.001
2006-01-17,130.761
2006-01-18,129.739
2006-01-19,130.851
2006-01-20,129.525
2006-01-23,130.099
2006-01-24,130.237
2006-01-25,130.652
2006-01-26,131.769
2006-01-27,132.741
2006-01-30,132.707
2006-01-31,132.939
2006-02-01,133.159
2006-02-02,132.089
2006-02-03,131.118
2006-02-06,131.606
2006-02-07,130.876
2006-02-08,130.735
2006-02-09,131.456
2006-02-10,131.309
2006-02-13,131.023
2006-02-14,131.687
2006-02-15,131.909
2006-02-16,132.668
2006-02-17,132.916
2006-02-20,133.091
2006-02-21,133.097
2006-02-22,133.838
2006-02-23,134.159
2006-02-24,134.297
2006-02-27,134.785
2006-02-28,133.847
2006-03-01,134.433
2006-03-02,134.155
2006-03-03,133.885
2006-03-06,133.675
2006-03-07,132.589
2006-03-08,132.286
2006-03-09,132.571
2006-03-10,133.114
2006-03-13,134.042
2006-03-14,135.315
2006-03-15,135.916
2006-03-16,136.61
2006-03-17,136.996
2006-03-20,137.109
2006-03-21,136.299
2006-03-22,136.817
2006-03-23,136.097
2006-03-24,136.562
2006-03-27,136.412
2006-03-28,135.794
2006-03-29,136.026
2006-03-30,137.061
2006-03-31,136.354
2006-04-03,137.261
2006-04-04,138.135
2006-04-05,138.718
2006-04-06,138.88
2006-04-07,137.611
2006-04-10,137.718
2006-04-11,136.791
2006-04-12,136.439
2006-04-13,136.458
2006-04-14,136.528
2006-04-17,137.177
2006-04-18,138.756
2006-04-19,139.786
2006-04-20,140.03
2006-04-21,140.869
2006-04-24,140.447
2006-04-25,140.323
2006-04-26,140.987
2006-04-27,141.555
2006-04-28,141.849
2006-05-01,142.009
2006-05-02,143.277
2006-05-03,142.666
2006-05-04,143.292
2006-05-05,145.027
2006-05-08,145.38
2006-05-09,145.776
2006-05-10,145.566
2006-05-11,144.418
2006-05-12,142.421
2006-05-15,141.263
2006-05-16,141.095
2006-05-17,138.473
2006-05-18,137.135
2006-05-19,136.873
2006-05-22,135.304
2006-05-23,136.108
2006-05-24,135.151
2006-05-25,136.411
2006-05-26,137.91
2006-05-29,138.121
2006-05-30,136.564
2006-05-31,136.894
2006-06-01,137.857
2006-06-02,139.154
2006-06-05,137.578
2006-06-06,135.61
2006-06-07,134.912
2006-06-08,132.586
2006-06-09,133.469
2006-06-12,132.185
2006-06-13,129.273
2006-06-14,129.823
2006-06-15,132.234
2006-06-16,132.527
2006-06-19,131.736
2006-06-20,131.854
2006-06-21,132.599
2006-06-22,132.667
2006-06-23,132.219
2006-06-26,132.69
2006-06-27,132.235
2006-06-28,132.308
2006-06-29,134.762
2006-06-30,137.004
2006-07-03,137.944
2006-07-04,138.283
2006-07-05,136.749
2006-07-06,137.556
2006-07-07,137.693
2006-07-10,137.974
2006-07-11,137.694
2006-07-12,136.559
2006-07-13,134.881
2006-07-14,133.369
2006-07-17,132.47
2006-07-18,132.147
2006-07-19,134.646
2006-07-20,135.298
2006-07-21,134.658
2006-07-24,136.199
2006-07-25,137.013
2006-07-26,137.224
2006-07-27,138.538
2006-07-28,139.93
2006-07-31,139.686
2006-08-01,138.965
2006-08-02,140.152
2006-08-03,139.933
2006-08-04,141.011
2006-08-07,139.986
2006-08-08,140.14
2006-08-09,140.468
2006-08-10,139.832
2006-08-11,139.548
2006-08-14,139.95
2006-08-15,141.367
2006-08-16,142.503
2006-08-17,142.763
2006-08-18,142.756
2006-08-21,142.691
2006-08-22,142.776
2006-08-23,142.291
2006-08-24,142.362
2006-08-25,141.961
2006-08-28,142.534
2006-08-29,142.771
2006-08-30,143.185
2006-08-31,143.103
2006-09-01,143.738
2006-09-04,144.675
2006-09-05,144.38
2006-09-06,143.142
2006-09-07,141.82
2006-09-08,141.963
2006-09-11,141.149
2006-09-12,142.252
2006-09-13,142.813
2006-09-14,143.244
2006-09-15,143.138
2006-09-18,143.458
2006-09-19,143.271
2006-09-20,143.68
2006-09-21,143.791
2006-09-22,143.245
2006-09-25,143.578
2006-09-26,144.376
2006-09-27,145.259
2006-09-28,145.406
2006-09-29,145.171
2006-10-02,145.647
2006-10-03,145.479
2006-10-04,146.244
2006-10-05,147.163
2006-10-06,146.584
2006-10-09,146.65
2006-10-10,146.954
2006-10-11,146.829
2006-10-12,147.786
2006-10-13,148.185
2006-10-16,148.806
2006-10-17,148.058
2006-10-18,148.572
2006-10-19,148.876
2006-10-20,149.264
2006-10-23,149.629
2006-10-24,149.708
2006-10-25,150.375
2006-10-26,151.246
2006-10-27,150.967
2006-10-30,150.452
2006-10-31,150.772
2006-11-01,150.668
2006-11-02,150.375
2006-11-03,150.174
2006-11-06,151.487
2006-11-07,152.405
2006-11-08,152.393
2006-11-09,152.051
2006-11-10,152.441
2006-11-13,152.321
2006-11-14,152.869
2006-11-15,153.105
2006-11-16,153.31
2006-11-17,153.181
2006-11-20,152.722
2006-11-21,153.108
2006-11-22,153.962
2006-11-23,154.029
2006-11-24,153.879
2006-11-27,152.592
2006-11-28,152.503
2006-11-29,154.324
2006-11-30,154.89
2006-12-01,154.754
2006-12-04,155.442
2006-12-05,156.137
2006-12-06,156.394
2006-12-07,156.412
2006-12-08,156.411
2006-12-11,156.543
2006-12-12,156.934
2006-12-13,157.289
2006-12-14,158.281
2006-12-15,158.452
2006-12-18,158.25
2006-12-19,158.207
2006-12-20,158.845
2006-12-21,158.56
2006-12-22,157.995
2006-12-25,157.917
2006-12-26,158.282
2006-12-27,159.636
2006-12-28,159.755
2006-12-29,159.379
2007-01-01,159.382
2007-01-02,160.616
2007-01-03,160.053
2007-01-04,159.255
2007-01-05,157.536
2007-01-08,157.566
2007-01-09,157.443
2007-01-10,156.265
2007-01-11,157.104
2007-01-12,158.343
2007-01-15,159.038
2007-01-16,158.677
2007-01-17,158.683
2007-01-18,158.777
2007-01-19,159.432
2007-01-22,159.315
2007-01-23,160.025
2007-01-24,161.049
2007-01-25,159.911
2007-01-26,159.095
2007-01-29,159.174
2007-01-30,160.081
2007-01-31,160.366
2007-02-01,162.018
2007-02-02,162.261
2007-02-05,162.081
2007-02-06,162.824
2007-02-07,163.187
2007-02-08,162.525
2007-02-09,162.341
2007-02-12,161.519
2007-02-13,162.783
2007-02-14,164.339
2007-02-15,164.753
2007-02-16,164.578
2007-02-19,164.853
2007-02-20,164.949
2007-02-21,164.278
2007-02-22,164.452
2007-02-23,164.686
2007-02-26,165.271
2007-02-27,161.402
2007-02-28,159.727
2007-03-01,158.735
2007-03-02,157.577
2007-03-05,154.938
2007-03-06,157.202
2007-03-07,157.522
2007-03-08,159.153
2007-03-09,159.389
2007-03-12,159.855
2007-03-13,157.652
2007-03-14,155.959
2007-03-15,157.582
2007-03-16,157.211
2007-03-19,159.021
2007-03-20,160.203
2007-03-21,161.844
2007-03-22,163.434
2007-03-23,163.827
2007-03-26,163.621
2007-03-27,163.124
2007-03-28,162.294
2007-03-29,163.12
2007-03-30,162.854
2007-04-02,163.251
2007-04-03,164.624
2007-04-04,165.111
2007-04-05,165.556
2007-04-06,165.501
2007-04-09,165.461
2007-04-10,166.46
2007-04-11,166.04
2007-04-12,166.457
2007-04-13,166.955
2007-04-16,169.003
2007-04-17,169.199
2007-04-18,169.594
2007-04-19,168.756
2007-04-20,170.391
2007-04-23,169.986
2007-04-24,169.621
2007-04-25,170.936
2007-04-26,170.742
2007-04-27,170.495
2007-04-30,169.991
2007-05-01,169.84
2007-05-02,170.794
2007-05-03,171.511
2007-05-04,172.321
2007-05-07,173.224
2007-05-08,172.186
2007-05-09,172.883
2007-05-10,171.111
2007-05-11,172.145
2007-05-14,172.353
2007-05-15,172.669
2007-05-16,173.137
2007-05-17,172.897
2007-05-18,173.855
2007-05-21,174.214
2007-05-22,174.307
2007-05-23,174.852
2007-05-24,173.169
2007-05-25,173.371
2007-05-28,173.645
2007-05-29,174.022
2007-05-30,174.179
2007-05-31,175.053
2007-06-01,176.178
2007-06-04,176.621
2007-06-05,176.084
2007-06-06,174.454
2007-06-07,172.18
2007-06-08,172.122
2007-06-11,172.81
2007-06-12,171.368
2007-06-13,172.503
2007-06-14,174.001
2007-06-15,175.714
2007-06-18,175.861
2007-06-19,176.049
2007-06-20,175.089
2007-06-21,174.932
2007-06-22,173.507
2007-06-25,173.085
2007-06-26,172.498
2007-06-27,172.308
2007-06-28,173.314
2007-06-29,173.943
2007-07-02,175.573
2007-07-03,176.562
2007-07-04,176.845
2007-07-05,176.195
2007-07-06,177.048
2007-07-09,177.629
2007-07-10,176.161
2007-07-11,176.209
2007-07-12,178.599
2007-07-13,179.797
2007-07-16,179.749
2007-07-17,179.479
2007-07-18,178.543
2007-07-19,179.56
2007-07-20,178.167
2007-07-23,178.819
2007-07-24,176.118
2007-07-25,175.427
2007-07-26,171.356
2007-07-27,168.466
2007-07-30,169.171
2007-07-31,169.737
2007-08-01,168.398
2007-08-02,169.161
2007-08-03,166.575
2007-08-06,167.856
2007-08-07,169.251
2007-08-08,172.141
2007-08-09,168.07
2007-08-10,165.131
2007-08-13,166.185
2007-08-14,163.865
2007-08-15,161.588
2007-08-16,159.375
2007-08-17,162.504
2007-08-20,163.679
2007-08-21,164.097
2007-08-22,166.075
2007-08-23,167.059
2007-08-24,168.142
2007-08-27,167.91
2007-08-28,164.836
2007-08-29,166.288
2007-08-30,166.501
2007-08-31,168.822
2007-09-03,169.093
2007-09-04,170.08
2007-09-05,168.208
2007-09-06,168.911
2007-09-07,166.832
2007-09-10,165.857
2007-09-11,168.046
2007-09-12,168.534
2007-09-13,169.813
2007-09-14,169.612
2007-09-17,168.299
2007-09-18,171.085
2007-09-19,174.723
2007-09-20,174.615
2007-09-21,175.031
2007-09-24,174.585
2007-09-25,174.214
2007-09-26,175.03
2007-09-27,176.711
2007-09-28,176.78
2007-10-01,178.694
2007-10-02,179.325
2007-10-03,179.138
2007-10-04,179.222
2007-10-05,180.836
2007-10-08,179.801
2007-10-09,181.134
2007-10-10,181.151
2007-10-11,181.987
2007-10-12,181.651
2007-10-15,180.918
2007-10-16,178.977
2007-10-17,179.186
2007-10-18,178.984
2007-10-19,176.13
2007-10-22,174.527
2007-10-23,176.494
2007-10-24,175.963
2007-10-25,176.923
2007-10-26,179.795
2007-10-29,181.523
2007-10-30,180.525
2007-10-31,182.302
2007-11-01,178.595
2007-11-02,177.103
2007-11-05,175.472
2007-11-06,177.222
2007-11-07,174.814
2007-11-08,173.873
2007-11-09,171.999
2007-11-12,169.729
2007-11-13,172.509
2007-11-14,173.692
2007-11-15,171.054
2007-11-16,170.107
2007-11-19,167.347
2007-11-20,168.633
2007-11-21,165.32
2007-11-22,165.574
2007-11-23,167.505
2007-11-26,166.055
2007-11-27,166.91
2007-11-28,170.012
2007-11-29,171.068
2007-11-30,172.732
2007-12-03,172.089
2007-12-04,170.89
2007-12-05,172.944
2007-12-06,174.653
2007-12-07,175.238
2007-12-10,176.35
2007-12-11,174.287
2007-12-12,174.344
2007-12-13,171.678
2007-12-14,169.499
2007-12-17,166.299
2007-12-18,166.887
2007-12-19,166.41
2007-12-20,166.515
2007-12-21,168.849
2007-12-24,170.008
2007-12-25,170.263
2007-12-26,170.843
2007-12-27,170.142
2007-12-28,170.517
2007-12-31,170.017
2008-01-01,170.028
2008-01-02,168.878
2008-01-03,168.636
2008-01-04,166.021
2008-01-07,165.679
2008-01-08,164.714
2008-01-09,165.12
2008-01-10,165.102
2008-01-11,164.226
2008-01-14,165.394
2008-01-15,161.682
2008-01-16,159.239
2008-01-17,156.868
2008-01-18,155.021
2008-01-21,149.909
2008-01-22,149.437
2008-01-23,150.86
2008-01-24,155.06
2008-01-25,155.1
2008-01-28,155.639
2008-01-29,157.464
2008-01-30,156.432
2008-01-31,157.906
2008-02-01,160.224
2008-02-04,160.124
2008-02-05,155.145
2008-02-06,153.867
2008-02-07,153.098
2008-02-08,152.36
2008-02-11,151.534
2008-02-12,154.271
2008-02-13,154.935
2008-02-14,155.143
2008-02-15,154.598
2008-02-18,155.335
2008-02-19,156.199
2008-02-20,154.772
2008-02-21,155.326
2008-02-22,155.455
2008-02-25,157.939
2008-02-26,159.595
2008-02-27,160.786
2008-02-28,159.244
2008-02-29,155.942
2008-03-03,154.201
2008-03-04,153.032
2008-03-05,154.208
2008-03-06,152.283
2008-03-07,150.241
2008-03-10,148.367
2008-03-11,152.269
2008-03-12,153.446
2008-03-13,152.329
2008-03-14,149.931
2008-03-17,146.672
2008-03-18,151.888
2008-03-19,149.994
2008-03-20,150.788
2008-03-21,151.187
2008-03-24,152.123
2008-03-25,155.538
2008-03-26,155.211
2008-03-27,155.039
2008-03-28,154.177
2008-03-31,154.128
2008-04-01,157.649
2008-04-02,159.6
2008-04-03,159.857
2008-04-04,160.158
2008-04-07,160.978
2008-04-08,159.776
2008-04-09,158.648
2008-04-10,158.789
2008-04-11,157.147
2008-04-14,155.788
2008-04-15,156.411
2008-04-16,159.793
2008-04-17,159.982
2008-04-18,161.473
2008-04-21,161.92
2008-04-22,161.157
2008-04-23,160.845
2008-04-24,160.729
2008-04-25,162.406
2008-04-28,163.099
2008-04-29,162.404
2008-04-30,162.477
2008-05-01,162.976
2008-05-02,164.865
2008-05-05,164.613
2008-05-06,165.131
2008-05-07,163.529
2008-05-08,163.259
2008-05-09,161.738
2008-05-12,163.053
2008-05-13,162.959
2008-05-14,163.543
2008-05-15,164.946
2008-05-16,166.122
2008-05-19,166.767
2008-05-20,165.313
2008-05-21,163.989
2008-05-22,164.038
2008-05-23,162.089
2008-05-26,161.281
2008-05-27,161.129
2008-05-28,161.073
2008-05-29,161.721
2008-05-30,162.272
2008-06-02,161.026
2008-06-03,159.938
2008-06-04,159.078
2008-06-05,160.755
2008-06-06,158.298
2008-06-09,157.018
2008-06-10,154.855
2008-06-11,153.236
2008-06-12,152.572
2008-06-13,153.642
2008-06-16,154.412
2008-06-17,154.512
2008-06-18,152.935
2008-06-19,151.756
2008-06-20,149.755
2008-06-23,148.711
2008-06-24,148.661
2008-06-25,149.851
2008-06-26,147.313
2008-06-27,146.336
2008-06-30,146.87
2008-07-01,145.693
2008-07-02,144.573
2008-07-03,144.27
2008-07-04,143.543
2008-07-07,143.142
2008-07-08,143.295
2008-07-09,143.131
2008-07-10,142.81
2008-07-11,141.174
2008-07-14,140.166
2008-07-15,137.614
2008-07-16,139.426
2008-07-17,142.418
2008-07-18,143.268
2008-07-21,144.057
2008-07-22,145.155
2008-07-23,146.855
2008-07-24,144.724
2008-07-25,143.508
2008-07-28,141.571
2008-07-29,142.264
2008-07-30,144.699
2008-07-31,143.963
2008-08-01,142.836
2008-08-04,141.464
2008-08-05,144.109
2008-08-06,144.885
2008-08-07,142.846
2008-08-08,143.378
2008-08-11,144.951
2008-08-12,143.269
2008-08-13,141.018
2008-08-14,141.661
2008-08-15,141.319
2008-08-18,140.289
2008-08-19,137.545
2008-08-20,138.505
2008-08-21,138.762
2008-08-22,139.917
2008-08-25,138.577
2008-08-26,138.136
2008-08-27,139.222
2008-08-28,141.402
2008-08-29,141.459
2008-09-01,140.289
2008-09-02,140.189
2008-09-03,139.697
2008-09-04,135.952
2008-09-05,134.585
2008-09-08,138.736
2008-09-09,135.192
2008-09-10,134.732
2008-09-11,133.961
2008-09-12,135.73
2008-09-15,129.993
2008-09-16,128.476
2008-09-17,124.416
2008-09-18,127.138
2008-09-19,136.537
2008-09-22,134.262
2008-09-23,132.461
2008-09-24,131.974
2008-09-25,134.362
2008-09-26,133.491
2008-09-29,123.969
2008-09-30,126.222
2008-10-01,127.208
2008-10-02,123.557
2008-10-03,123.139
2008-10-06,115.663
2008-10-07,111.632
2008-10-08,106.842
2008-10-09,101.762
2008-10-10,96.645
2008-10-13,105.386
2008-10-14,109.682
2008-10-15,102.095
2008-10-16,99.882
2008-10-17,100.933
2008-10-20,105.389
2008-10-21,103.806
2008-10-22,96.962
2008-10-23,97.429
2008-10-24,92.659
2008-10-27,88.292
2008-10-28,94.084
2008-10-29,97.794
2008-10-30,101.193
2008-10-31,101.691
2008-11-03,102.424
2008-11-04,107.483
2008-11-05,105.075
2008-11-06,98.687
2008-11-07,100.222
2008-11-10,100.434
2008-11-11,96.787
2008-11-12,92.876
2008-11-13,95.178
2008-11-14,94.107
2008-11-17,91.956
2008-11-18,91.966
2008-11-19,87.619
2008-11-20,82.254
2008-11-21,84.466
2008-11-24,90.399
2008-11-25,92.558
2008-11-26,94.162
2008-11-27,95.199
2008-11-28,96.211
2008-12-01,89.332
2008-12-02,91.3
2008-12-03,92.753
2008-12-04,91.163
2008-12-05,91.549
2008-12-08,97.254
2008-12-09,96.366
2008-12-10,97.966
2008-12-11,97.251
2008-12-12,96.147
2008-12-15,96.621
2008-12-16,99.536
2008-12-17,100.546
2008-12-18,99.446
2008-12-19,98.053
2008-12-22,96.36
2008-12-23,95.691
2008-12-24,95.622
2008-12-25,95.768
2008-12-26,96.24
2008-12-29,97.17
2008-12-30,98.894
2008-12-31,99.415
2009-01-01,99.438
2009-01-02,102.207
2009-01-05,102.099
2009-01-06,102.688
2009-01-07,101.448
2009-01-08,100.971
2009-01-09,99.334
2009-01-12,97.014
2009-01-13,95.494
2009-01-14,92.481
2009-01-15,90.783
2009-01-16,91.998
2009-01-19,91.084
2009-01-20,86.776
2009-01-21,88.487
2009-01-22,87.477
2009-01-23,86.757
2009-01-26,88.609
2009-01-27,89.941
2009-01-28,93.135
2009-01-29,90.674
2009-01-30,88.602
2009-02-02,87.375
2009-02-03,88.75
2009-02-04,89.34
2009-02-05,89.616
2009-02-06,91.887
2009-02-09,92.878
2009-02-10,89.359
2009-02-11,89.194
2009-02-12,88.03
2009-02-13,87.947
2009-02-16,87.122
2009-02-17,82.895
2009-02-18,82.186
2009-02-19,82.102
2009-02-20,79.807
2009-02-23,78.483
2009-02-24,79.707
2009-02-25,79.564
2009-02-26,80.049
2009-02-27,78.177
2009-03-02,74.016
2009-03-03,73.023
2009-03-04,74.8
2009-03-05,72.134
2009-03-06,71.805
2009-03-09,71.006
2009-03-10,75.263
2009-03-11,75.912
2009-03-12,77.704
2009-03-13,79.037
2009-03-16,80.354
2009-03-17,81.804
2009-03-18,83.343
2009-03-19,84.815
2009-03-20,83.166
2009-03-23,88.025
2009-03-24,87.232
2009-03-25,88.07
2009-03-26,89.419
2009-03-27,87.75
2009-03-30,83.548
2009-03-31,85.085
2009-04-01,86.889
2009-04-02,91.107
2009-04-03,91.754
2009-04-06,91.239
2009-04-07,89.476
2009-04-08,89.545
2009-04-09,93.192
2009-04-10,93.386
2009-04-13,94.114
2009-04-14,93.667
2009-04-15,94.021
2009-04-16,95.219
2009-04-17,96.03
2009-04-20,92.068
2009-04-21,92.727
2009-04-22,92.921
2009-04-23,93.842
2009-04-24,95.762
2009-04-27,94.757
2009-04-28,93.448
2009-04-29,95.971
2009-04-30,97.125
2009-05-01,97.476
2009-05-04,101.008
2009-05-05,101.274
2009-05-06,103.19
2009-05-07,103.211
2009-05-08,105.929
2009-05-11,104.391
2009-05-12,103.922
2009-05-13,101.125
2009-05-14,101.142
2009-05-15,101.115
2009-05-18,103.248
2009-05-19,104.73
2009-05-20,105.311
2009-05-21,103.496
2009-05-22,103.953
2009-05-25,104.05
2009-05-26,105.499
2009-05-27,105.083
2009-05-28,105.57
2009-05-29,107.306
2009-06-01,110.293
2009-06-02,110.614
2009-06-03,108.529
2009-06-04,109.029
2009-06-05,108.645
2009-06-08,107.733
2009-06-09,108.358
2009-06-10,109.16
2009-06-11,110.287
2009-06-12,110.108
2009-06-15,107.065
2009-06-16,106.035
2009-06-17,104.746
2009-06-18,105.446
2009-06-19,106.176
2009-06-22,103.252
2009-06-23,102.886
2009-06-24,104.433
2009-06-25,105.126
2009-06-26,105.908
2009-06-29,106.859
2009-06-30,106.115
2009-07-01,107.222
2009-07-02,104.396
2009-07-03,104.362
2009-07-06,103.491
2009-07-07,102.367
2009-07-08,101.012
2009-07-09,101.62
2009-07-10,100.924
2009-07-13,102.369
2009-07-14,103.821
2009-07-15,107.031
2009-07-16,107.878
2009-07-17,108.004
2009-07-20,109.794
2009-07-21,110.718
2009-07-22,110.675
2009-07-23,113.079
2009-07-24,113.568
2009-07-27,114.501
2009-07-28,114.017
2009-07-29,113.323
2009-07-30,115.232
2009-07-31,116.082
2009-08-03,118.766
2009-08-04,119.031
2009-08-05,118.801
2009-08-06,118.767
2009-08-07,119.35
2009-08-10,119.171
2009-08-11,117.578
2009-08-12,118.58
2009-08-13,120.2
2009-08-14,119.463
2009-08-17,115.847
2009-08-18,117.016
2009-08-19,117.569
2009-08-20,119.153
2009-08-21,121.263
2009-08-24,122.425
2009-08-25,122.871
2009-08-26,122.326
2009-08-27,122.208
2009-08-28,123.206
2009-08-31,122.119
2009-09-01,119.82
2009-09-02,118.617
2009-09-03,119.384
2009-09-04,120.737
2009-09-07,121.887
2009-09-08,123.389
2009-09-09,124.273
2009-09-10,125.158
2009-09-11,125.573
2009-09-14,125.46
2009-09-15,125.846
2009-09-16,128.27
2009-09-17,128.803
2009-09-18,128.598
2009-09-21,127.401
2009-09-22,128.973
2009-09-23,128.296
2009-09-24,126.482
2009-09-25,125.81
2009-09-28,127.262
2009-09-29,127.156
2009-09-30,127.162
2009-10-01,124.497
2009-10-02,122.857
2009-10-05,124.354
2009-10-06,126.896
2009-10-07,127.115
2009-10-08,128.725
2009-10-09,129.019
2009-10-12,129.826
2009-10-13,129.32
2009-10-14,131.961
2009-10-15,132.375
2009-10-16,130.882
2009-10-19,132.468
2009-10-20,131.841
2009-10-21,131.467
2009-10-22,131.484
2009-10-23,130.427
2009-10-26,128.728
2009-10-27,127.612
2009-10-28,124.734
2009-10-29,126.872
2009-10-30,124.273
2009-11-02,124.506
2009-11-03,123.741
2009-11-04,125.237
2009-11-05,126.657
2009-11-06,127.037
2009-11-09,130.18
2009-11-10,130.174
2009-11-11,130.969
2009-11-12,129.715
2009-11-13,130.307
2009-11-16,132.409
2009-11-17,131.711
2009-11-18,132.153
2009-11-19,129.836
2009-11-20,129.13
2009-11-23,131.454
2009-11-24,130.723
2009-11-25,131.849
2009-11-26,129.742
2009-11-27,128.38
2009-11-30,129.163
2009-12-01,131.672
2009-12-02,131.91
2009-12-03,131.59
2009-12-04,131.471
2009-12-07,131.063
2009-12-08,129.481
2009-12-09,129.025
2009-12-10,129.548
2009-12-11,129.881
2009-12-14,130.743
2009-12-15,129.89
2009-12-16,130.688
2009-12-17,128.441
2009-12-18,128.052
2009-12-21,129.205
2009-12-22,129.597
2009-12-23,130.28
2009-12-24,130.984
2009-12-25,130.923
2009-12-28,131.512
2009-12-29,131.689
2009-12-30,131.013
2009-12-31,130.928
2010-01-01,130.928
2010-01-04,133.25
2010-01-05,133.975
2010-01-06,134.218
2010-01-07,134.186
2010-01-08,134.548
2010-01-11,135.774
2010-01-12,134.907
2010-01-13,134.886
2010-01-14,135.465
2010-01-15,134.165
2010-01-18,134.425
2010-01-19,134.997
2010-01-20,133.035
2010-01-21,130.916
2010-01-22,129.15
2010-01-25,129.01
2010-01-26,128.03
2010-01-27,127.57
2010-01-28,126.817
2010-01-29,126.067
2010-02-01,127.01
2010-02-02,128.695
2010-02-03,128.045
2010-02-04,124.421
2010-02-05,122.826
2010-02-08,122.376
2010-02-09,123.403
2010-02-10,123.669
2010-02-11,124.217
2010-02-12,123.995
2010-02-15,124.072
2010-02-16,125.999
2010-02-17,127.021
2010-02-18,127.434
2010-02-19,126.893
2010-02-22,127.725
2010-02-23,126.532
2010-02-24,126.931
2010-02-25,125.797
2010-02-26,126.971
2010-03-01,127.676
2010-03-02,128.73
2010-03-03,129.655
2010-03-04,129.458
2010-03-05,131.176
2010-03-08,131.763
2010-03-09,131.687
2010-03-10,132.524
2010-03-11,132.728
2010-03-12,133.175
2010-03-15,132.527
2010-03-16,133.917
2010-03-17,135.139
2010-03-18,134.462
2010-03-19,133.86
2010-03-22,133.835
2010-03-23,134.7
2010-03-24,133.7
2010-03-25,133.852
2010-03-26,134.095
2010-03-29,135.125
2010-03-30,135.128
2010-03-31,135.135
2010-04-01,136.62
2010-04-02,136.724
2010-04-05,137.277
2010-04-06,137.489
2010-04-07,137.088
2010-04-08,136.78
2010-04-09,138.126
2010-04-12,138.776
2010-04-13,138.291
2010-04-14,139.878
2010-04-15,140.136
2010-04-16,137.825
2010-04-19,137.151
2010-04-20,138.484
2010-04-21,138.175
2010-04-22,137.271
2010-04-23,137.888
2010-04-26,138.226
2010-04-27,135.27
2010-04-28,134.417
2010-04-29,135.923
2010-04-30,135.145
2010-05-03,135.476
2010-05-04,132.178
2010-05-05,130.548
2010-05-06,126.682
2010-05-07,124.046
2010-05-10,130.163
2010-05-11,129.16
2010-05-12,130.583
2010-05-13,130.082
2010-05-14,126.936
2010-05-17,125.913
2010-05-18,125.497
2010-05-19,123.571
2010-05-20,120.002
2010-05-21,121.167
2010-05-24,120.046
2010-05-25,117.959
2010-05-26,118.876
2010-05-27,122.393
2010-05-28,122.139
2010-05-31,122.218
2010-06-01,120.765
2010-06-02,121.679
2010-06-03,122.911
2010-06-04,119.646
2010-06-07,117.501
2010-06-08,118.085
2010-06-09,118.55
2010-06-10,121.159
2010-06-11,121.917
2010-06-14,123.035
2010-06-15,124.856
2010-06-16,125.144
2010-06-17,125.436
2010-06-18,125.853
2010-06-21,126.721
2010-06-22,124.999
2010-06-23,123.889
2010-06-24,122.392
2010-06-25,122.176
2010-06-28,122.563
2010-06-29,118.844
2010-06-30,118.243
2010-07-01,117.573
2010-07-02,117.721
2010-07-05,117.39
2010-07-06,119.544
2010-07-07,121.677
2010-07-08,123.207
2010-07-09,124.061
2010-07-12,124.0
2010-07-13,125.889
2010-07-14,126.15
2010-07-15,126.024
2010-07-16,123.579
2010-07-19,123.435
2010-07-20,123.831
2010-07-21,123.501
2010-07-22,125.844
2010-07-23,126.577
2010-07-26,128.085
2010-07-27,128.721
2010-07-28,128.574
2010-07-29,128.678
2010-07-30,128.209
2010-08-02,131.471
2010-08-03,131.469
2010-08-04,131.476
2010-08-05,131.587
2010-08-06,131.438
2010-08-09,132.137
2010-08-10,130.645
2010-08-11,127.048
2010-08-12,126.301
2010-08-13,126.084
2010-08-16,126.295
2010-08-17,127.594
2010-08-18,127.637
2010-08-19,126.138
2010-08-20,124.657
2010-08-23,124.801
2010-08-24,123.241
2010-08-25,122.492
2010-08-26,122.869
2010-08-27,124.245
2010-08-30,123.6
2010-08-31,123.466
2010-09-01,126.872
2010-09-02,127.614
2010-09-03,129.04
2010-09-06,129.707
2010-09-07,128.218
2010-09-08,128.697
2010-09-09,129.766
2010-09-10,130.03
2010-09-13,131.969
2010-09-14,132.172
2010-09-15,132.18
2010-09-16,131.768
2010-09-17,131.528
2010-09-20,133.256
2010-09-21,132.979
2010-09-22,132.972
