Date,ACWI VALUE Standard (Large+Mid Cap)
2002-05-10,129.957
2002-05-13,131.525
2002-05-14,133.29
2002-05-15,134.006
2002-05-16,134.493
2002-05-17,135.386
2002-05-20,134.284
2002-05-21,133.377
2002-05-22,133.748
2002-05-23,134.386
2002-05-24,133.967
2002-05-27,133.822
2002-05-28,133.239
2002-05-29,132.591
2002-05-30,131.919
2002-05-31,132.068
2002-06-03,130.302
2002-06-04,129.541
2002-06-05,129.207
2002-06-06,127.919
2002-06-07,127.336
2002-06-10,127.331
2002-06-11,126.487
2002-06-12,126.12
2002-06-13,124.738
2002-06-14,123.295
2002-06-17,126.083
2002-06-18,126.385
2002-06-19,124.41
2002-06-20,123.052
2002-06-21,122.286
2002-06-24,121.78
2002-06-25,121.307
2002-06-26,119.746
2002-06-27,121.149
2002-06-28,123.644
2002-07-01,122.327
2002-07-02,119.67
2002-07-03,118.85
2002-07-04,119.41
2002-07-05,123.114
2002-07-08,122.866
2002-07-09,121.61
2002-07-10,118.318
2002-07-11,117.263
2002-07-12,116.866
2002-07-15,115.146
2002-07-16,114.09
2002-07-17,115.139
2002-07-18,114.472
2002-07-19,110.639
2002-07-22,106.026
2002-07-23,102.534
2002-07-24,104.792
2002-07-25,105.522
2002-07-26,105.79
2002-07-29,110.483
2002-07-30,111.259
2002-07-31,111.712
2002-08-01,108.553
2002-08-02,106.832
2002-08-05,103.496
2002-08-06,105.48
2002-08-07,106.638
2002-08-08,109.865
2002-08-09,111.102
2002-08-12,110.105
2002-08-13,109.123
2002-08-14,111.082
2002-08-15,112.787
2002-08-16,112.993
2002-08-19,115.138
2002-08-20,113.801
2002-08-21,115.232
2002-08-22,116.652
2002-08-23,114.68
2002-08-26,115.412
2002-08-27,115.613
2002-08-28,112.781
2002-08-29,112.18
2002-08-30,112.194
2002-09-02,111.639
2002-09-03,107.573
2002-09-04,108.197
2002-09-05,107.021
2002-09-06,108.72
2002-09-09,108.818
2002-09-10,109.836
2002-09-11,110.491
2002-09-12,107.958
2002-09-13,107.141
2002-09-16,106.692
2002-09-17,105.378
2002-09-18,104.009
2002-09-19,102.076
2002-09-20,101.925
2002-09-23,99.998
2002-09-24,98.0
2002-09-25,99.447
2002-09-26,102.164
2002-09-27,100.641
2002-09-30,98.684
2002-10-01,100.859
2002-10-02,99.716
2002-10-03,98.502
2002-10-04,96.425
2002-10-07,94.117
2002-10-08,94.109
2002-10-09,92.154
2002-10-10,94.983
2002-10-11,98.922
2002-10-14,98.526
2002-10-15,103.762
2002-10-16,102.028
2002-10-17,104.284
2002-10-18,104.471
2002-10-21,105.817
2002-10-22,104.932
2002-10-23,104.649
2002-10-24,104.788
2002-10-25,105.455
2002-10-28,105.818
2002-10-29,103.703
2002-10-30,105.283
2002-10-31,105.531
2002-11-01,106.576
2002-11-04,108.464
2002-11-05,109.569
2002-11-06,109.684
2002-11-07,107.665
2002-11-08,106.893
2002-11-11,104.915
2002-11-12,106.003
2002-11-13,105.367
2002-11-14,107.196
2002-11-15,108.507
2002-11-18,108.185
2002-11-19,107.76
2002-11-20,108.768
2002-11-21,111.725
2002-11-22,111.862
2002-11-25,111.95
2002-11-26,109.658
2002-11-27,112.263
2002-11-28,113.12
2002-11-29,113.139
2002-12-02,113.011
2002-12-03,110.986
2002-12-04,109.859
2002-12-05,108.65
2002-12-06,109.148
2002-12-09,106.605
2002-12-10,107.768
2002-12-11,108.16
2002-12-12,107.872
2002-12-13,106.748
2002-12-16,109.293
2002-12-17,108.883
2002-12-18,106.967
2002-12-19,106.38
2002-12-20,107.708
2002-12-23,107.846
2002-12-24,107.447
2002-12-25,107.421
2002-12-26,107.574
2002-12-27,105.738
2002-12-30,106.285
2002-12-31,106.763
2003-01-01,106.762
2003-01-02,109.584
2003-01-03,110.168
2003-01-06,112.772
2003-01-07,111.606
2003-01-08,109.876
2003-01-09,111.548
2003-01-10,112.108
2003-01-13,112.286
2003-01-14,113.343
2003-01-15,112.134
2003-01-16,111.811
2003-01-17,110.328
2003-01-20,109.787
2003-01-21,108.376
2003-01-22,107.109
2003-01-23,108.089
2003-01-24,105.998
2003-01-27,103.633
2003-01-28,104.29
2003-01-29,104.703
2003-01-30,103.659
2003-01-31,104.256
2003-02-03,105.348
2003-02-04,103.946
2003-02-05,104.101
2003-02-06,102.835
2003-02-07,101.804
2003-02-10,101.77
2003-02-11,101.842
2003-02-12,100.753
2003-02-13,100.892
2003-02-14,102.5
2003-02-17,103.208
2003-02-18,104.457
2003-02-19,103.398
2003-02-20,102.756
2003-02-21,103.446
2003-02-24,101.952
2003-02-25,101.006
2003-02-26,100.092
2003-02-27,100.939
2003-02-28,101.817
2003-03-03,101.86
2003-03-04,100.395
2003-03-05,100.913
2003-03-06,99.876
2003-03-07,99.493
2003-03-10,96.978
2003-03-11,96.179
2003-03-12,95.201
2003-03-13,98.306
2003-03-14,99.547
2003-03-17,102.017
2003-03-18,102.601
2003-03-19,103.28
2003-03-20,103.653
2003-03-21,105.646
2003-03-24,102.709
2003-03-25,103.525
2003-03-26,103.436
2003-03-27,102.87
2003-03-28,102.413
2003-03-31,100.309
2003-04-01,101.563
2003-04-02,103.887
2003-04-03,103.564
2003-04-04,104.156
2003-04-07,105.534
2003-04-08,104.765
2003-04-09,103.931
2003-04-10,104.21
2003-04-11,103.989
2003-04-14,105.501
2003-04-15,106.73
2003-04-16,106.201
2003-04-17,107.454
2003-04-18,107.49
2003-04-21,107.298
2003-04-22,109.191
2003-04-23,110.508
2003-04-24,109.439
2003-04-25,107.911
2003-04-28,109.769
2003-04-29,110.119
2003-04-30,110.953
2003-05-01,111.123
2003-05-02,112.335
2003-05-05,112.591
2003-05-06,114.07
2003-05-07,113.508
2003-05-08,112.101
2003-05-09,113.506
2003-05-12,114.763
2003-05-13,114.744
2003-05-14,114.813
2003-05-15,115.643
2003-05-16,116.117
2003-05-19,113.544
2003-05-20,113.57
2003-05-21,113.78
2003-05-22,114.958
2003-05-23,115.689
2003-05-26,115.858
2003-05-27,117.246
2003-05-28,117.834
2003-05-29,118.173
2003-05-30,119.044
2003-06-02,120.489
2003-06-03,120.411
2003-06-04,121.787
2003-06-05,122.637
2003-06-06,123.059
2003-06-09,121.919
2003-06-10,122.487
2003-06-11,124.417
2003-06-12,124.857
2003-06-13,124.001
2003-06-16,126.024
2003-06-17,126.398
2003-06-18,125.941
2003-06-19,124.231
2003-06-20,124.553
2003-06-23,122.945
2003-06-24,122.604
2003-06-25,122.391
2003-06-26,122.489
2003-06-27,122.007
2003-06-30,121.696
2003-07-01,122.146
2003-07-02,123.62
2003-07-03,123.621
2003-07-04,123.403
2003-07-07,125.297
2003-07-08,125.299
2003-07-09,124.8
2003-07-10,123.376
2003-07-11,124.015
2003-07-14,125.129
2003-07-15,124.232
2003-07-16,123.196
2003-07-17,121.829
2003-07-18,123.098
2003-07-21,122.155
2003-07-22,123.035
2003-07-23,123.26
2003-07-24,123.786
2003-07-25,124.994
2003-07-28,125.419
2003-07-29,124.745
2003-07-30,124.151
2003-07-31,124.469
2003-08-01,123.597
2003-08-04,123.637
2003-08-05,122.701
2003-08-06,122.459
2003-08-07,123.132
2003-08-08,123.625
2003-08-11,124.184
2003-08-12,125.13
2003-08-13,125.159
2003-08-14,126.346
2003-08-15,126.425
2003-08-18,127.18
2003-08-19,127.379
2003-08-20,127.548
2003-08-21,127.906
2003-08-22,126.776
2003-08-25,126.52
2003-08-26,126.24
2003-08-27,126.443
2003-08-28,126.981
2003-08-29,127.588
2003-09-01,128.343
2003-09-02,129.202
2003-09-03,130.204
2003-09-04,130.247
2003-09-05,129.979
2003-09-08,130.976
2003-09-09,130.355
2003-09-10,129.109
2003-09-11,129.286
2003-09-12,129.82
2003-09-15,129.603
2003-09-16,130.918
2003-09-17,131.187
2003-09-18,132.751
2003-09-19,132.608
2003-09-22,131.384
2003-09-23,131.49
2003-09-24,130.461
2003-09-25,129.556
2003-09-26,128.684
2003-09-29,129.194
2003-09-30,128.466
2003-10-01,131.121
2003-10-02,131.939
2003-10-03,133.296
2003-10-06,133.807
2003-10-07,134.429
2003-10-08,133.957
2003-10-09,134.907
2003-10-10,135.198
2003-10-13,135.983
2003-10-14,136.33
2003-10-15,136.236
2003-10-16,136.668
2003-10-17,135.732
2003-10-20,136.141
2003-10-21,136.034
2003-10-22,134.612
2003-10-23,133.8
2003-10-24,133.87
2003-10-27,134.371
2003-10-28,135.567
2003-10-29,136.273
2003-10-30,136.527
2003-10-31,136.271
2003-11-03,136.946
2003-11-04,137.217
2003-11-05,136.751
2003-11-06,136.642
2003-11-07,137.232
2003-11-10,136.743
2003-11-11,135.968
2003-11-12,137.131
2003-11-13,137.716
2003-11-14,137.42
2003-11-17,135.681
2003-11-18,135.377
2003-11-19,135.443
2003-11-20,135.055
2003-11-21,135.476
2003-11-24,136.405
2003-11-25,137.166
2003-11-26,138.24
2003-11-27,138.433
2003-11-28,138.54
2003-12-01,140.276
2003-12-02,140.707
2003-12-03,141.158
2003-12-04,141.342
2003-12-05,140.986
2003-12-08,141.619
2003-12-09,141.674
2003-12-10,141.152
2003-12-11,141.961
2003-12-12,142.86
2003-12-15,143.095
2003-12-16,143.404
2003-12-17,143.603
2003-12-18,144.887
2003-12-19,145.368
2003-12-22,146.076
2003-12-23,146.437
2003-12-24,146.508
2003-12-25,146.51
2003-12-26,146.697
2003-12-29,148.057
2003-12-30,148.758
2003-12-31,149.375
2004-01-01,149.382
2004-01-02,149.817
2004-01-05,151.843
2004-01-06,151.993
2004-01-07,151.425
2004-01-08,152.291
2004-01-09,151.806
2004-01-12,151.95
2004-01-13,151.527
2004-01-14,152.203
2004-01-15,151.909
2004-01-16,152.189
2004-01-19,152.368
2004-01-20,153.03
2004-01-21,154.299
2004-01-22,154.492
2004-01-23,154.114
2004-01-26,154.296
2004-01-27,153.873
2004-01-28,152.935
2004-01-29,151.68
2004-01-30,151.312
2004-02-02,151.738
2004-02-03,151.824
2004-02-04,150.691
2004-02-05,151.122
2004-02-06,152.749
2004-02-09,153.24
2004-02-10,153.71
2004-02-11,155.014
2004-02-12,155.347
2004-02-13,154.984
2004-02-16,155.237
2004-02-17,156.57
2004-02-18,156.102
2004-02-19,155.797
2004-02-20,154.531
2004-02-23,154.858
2004-02-24,154.309
2004-02-25,154.312
2004-02-26,154.161
2004-02-27,154.828
2004-03-01,156.586
2004-03-02,155.927
2004-03-03,155.248
2004-03-04,155.862
2004-03-05,157.221
2004-03-08,156.512
2004-03-09,155.94
2004-03-10,153.561
2004-03-11,150.909
2004-03-12,151.438
2004-03-15,149.959
2004-03-16,151.342
2004-03-17,152.949
2004-03-18,153.286
2004-03-19,152.385
2004-03-22,150.24
2004-03-23,150.146
2004-03-24,149.605
2004-03-25,151.248
2004-03-26,151.444
2004-03-29,153.269
2004-03-30,153.884
2004-03-31,154.534
2004-04-01,155.807
2004-04-02,156.117
2004-04-05,156.663
2004-04-06,156.812
2004-04-07,156.577
2004-04-08,156.483
2004-04-09,156.276
2004-04-12,156.762
2004-04-13,155.099
2004-04-14,153.622
2004-04-15,153.337
2004-04-16,154.757
2004-04-19,154.491
2004-04-20,153.605
2004-04-21,153.054
2004-04-22,154.399
2004-04-23,154.392
2004-04-26,154.52
2004-04-27,154.724
2004-04-28,152.781
2004-04-29,151.828
2004-04-30,150.958
2004-05-03,151.896
2004-05-04,153.066
2004-05-05,153.67
2004-05-06,151.879
2004-05-07,149.005
2004-05-10,145.211
2004-05-11,146.185
2004-05-12,147.04
2004-05-13,146.671
2004-05-14,146.536
2004-05-17,144.951
2004-05-18,145.918
2004-05-19,147.651
2004-05-20,146.876
2004-05-21,148.074
2004-05-24,148.481
2004-05-25,150.017
2004-05-26,150.76
2004-05-27,152.254
2004-05-28,151.958
2004-05-31,152.059
2004-06-01,151.969
2004-06-02,152.691
2004-06-03,151.721
2004-06-04,152.543
2004-06-07,155.161
2004-06-08,155.15
2004-06-09,153.738
2004-06-10,154.44
2004-06-11,153.792
2004-06-14,152.388
2004-06-15,153.349
2004-06-16,154.064
2004-06-17,154.475
2004-06-18,155.086
2004-06-21,155.069
2004-06-22,154.742
2004-06-23,155.739
2004-06-24,156.66
2004-06-25,155.8
2004-06-28,156.478
2004-06-29,156.026
2004-06-30,156.315
2004-07-01,155.688
2004-07-02,155.535
2004-07-05,155.17
2004-07-06,154.586
2004-07-07,155.086
2004-07-08,154.615
2004-07-09,155.179
2004-07-12,155.584
2004-07-13,155.345
2004-07-14,155.019
2004-07-15,154.094
2004-07-16,154.653
2004-07-19,154.736
2004-07-20,154.673
2004-07-21,153.51
2004-07-22,152.895
2004-07-23,151.697
2004-07-26,151.283
2004-07-27,151.8
2004-07-28,152.309
2004-07-29,153.29
2004-07-30,153.662
2004-08-02,154.078
2004-08-03,154.127
2004-08-04,153.467
2004-08-05,152.375
2004-08-06,151.24
2004-08-09,150.993
2004-08-10,152.326
2004-08-11,151.763
2004-08-12,150.783
2004-08-13,150.963
2004-08-16,152.366
2004-08-17,152.529
2004-08-18,153.432
2004-08-19,153.8
2004-08-20,154.361
2004-08-23,154.096
2004-08-24,153.948
2004-08-25,154.757
2004-08-26,155.271
2004-08-27,155.709
2004-08-30,155.105
2004-08-31,155.694
2004-09-01,156.384
2004-09-02,157.398
2004-09-03,156.934
2004-09-06,157.497
2004-09-07,158.399
2004-09-08,158.093
2004-09-09,157.82
2004-09-10,158.7
2004-09-13,159.038
2004-09-14,159.308
2004-09-15,157.953
2004-09-16,158.742
2004-09-17,159.34
2004-09-20,158.738
2004-09-21,160.122
2004-09-22,158.587
2004-09-23,157.901
2004-09-24,158.032
2004-09-27,157.3
2004-09-28,158.132
2004-09-29,158.534
2004-09-30,158.879
2004-10-01,161.065
2004-10-04,161.577
2004-10-05,161.92
2004-10-06,162.717
2004-10-07,161.993
2004-10-08,162.217
2004-10-11,162.321
2004-10-12,161.159
2004-10-13,160.094
2004-10-14,159.536
2004-10-15,160.236
2004-10-18,160.278
2004-10-19,159.899
2004-10-20,159.446
2004-10-21,159.904
2004-10-22,159.587
2004-10-25,159.196
2004-10-26,160.589
2004-10-27,162.006
2004-10-28,162.73
2004-10-29,162.882
2004-11-01,163.452
2004-11-02,163.771
2004-11-03,165.529
2004-11-04,167.529
2004-11-05,168.314
2004-11-08,168.252
2004-11-09,168.026
2004-11-10,168.187
2004-11-11,169.263
2004-11-12,170.869
2004-11-15,170.857
2004-11-16,170.101
2004-11-17,171.399
2004-11-18,171.169
2004-11-19,170.557
2004-11-22,170.473
2004-11-23,170.869
2004-11-24,171.662
2004-11-25,172.629
2004-11-26,172.746
2004-11-29,172.598
2004-11-30,172.158
2004-12-01,173.833
2004-12-02,173.85
2004-12-03,174.226
2004-12-06,174.079
2004-12-07,173.01
2004-12-08,172.137
2004-12-09,171.913
2004-12-10,171.897
2004-12-13,173.905
2004-12-14,174.341
2004-12-15,175.74
2004-12-16,175.008
2004-12-17,174.294
2004-12-20,175.676
2004-12-21,176.211
2004-12-22,177.035
2004-12-23,177.716
2004-12-24,178.235
2004-12-27,178.108
2004-12-28,178.665
2004-12-29,178.355
2004-12-30,178.993
2004-12-31,178.965
2005-01-03,177.827
2005-01-04,176.084
2005-01-05,175.03
2005-01-06,175.116
2005-01-07,174.614
2005-01-10,175.204
2005-01-11,174.77
2005-01-12,175.454
2005-01-13,174.621
2005-01-14,174.98
2005-01-17,175.281
2005-01-18,175.879
2005-01-19,175.252
2005-01-20,173.775
2005-01-21,173.53
2005-01-24,173.828
2005-01-25,173.75
2005-01-26,175.056
2005-01-27,174.985
2005-01-28,174.315
2005-01-31,175.925
2005-02-01,176.969
2005-02-02,177.758
2005-02-03,177.215
2005-02-04,178.998
2005-02-07,178.752
2005-02-08,178.377
2005-02-09,177.916
2005-02-10,179.091
2005-02-11,180.122
2005-02-14,181.04
2005-02-15,181.586
2005-02-16,181.269
2005-02-17,181.12
2005-02-18,181.341
2005-02-21,181.217
2005-02-22,180.239
2005-02-23,180.166
2005-02-24,180.986
2005-02-25,182.974
2005-02-28,183.195
2005-03-01,183.476
2005-03-02,183.174
2005-03-03,183.286
2005-03-04,185.636
2005-03-07,185.41
2005-03-08,185.709
2005-03-09,184.377
2005-03-10,184.01
2005-03-11,184.082
2005-03-14,184.017
2005-03-15,183.484
2005-03-16,182.629
2005-03-17,182.368
2005-03-18,182.283
2005-03-21,181.023
2005-03-22,180.073
2005-03-23,178.268
2005-03-24,178.035
2005-03-25,178.155
2005-03-28,177.967
2005-03-29,177.154
2005-03-30,178.36
2005-03-31,179.21
2005-04-01,179.074
2005-04-04,178.022
2005-04-05,178.834
2005-04-06,179.64
2005-04-07,180.638
2005-04-08,179.702
2005-04-11,180.098
2005-04-12,179.897
2005-04-13,179.249
2005-04-14,177.219
2005-04-15,175.011
2005-04-18,173.964
2005-04-19,175.559
2005-04-20,174.29
2005-04-21,175.723
2005-04-22,176.107
2005-04-25,176.926
2005-04-26,175.807
2005-04-27,175.392
2005-04-28,173.99
2005-04-29,175.471
2005-05-02,175.807
2005-05-03,175.991
2005-05-04,178.12
2005-05-05,178.194
2005-05-06,178.127
2005-05-09,178.327
2005-05-10,177.074
2005-05-11,176.893
2005-05-12,175.329
2005-05-13,173.922
2005-05-16,174.156
2005-05-17,174.872
2005-05-18,176.587
2005-05-19,177.635
2005-05-20,177.005
2005-05-23,178.022
2005-05-24,178.045
2005-05-25,177.521
2005-05-26,177.996
2005-05-27,178.533
2005-05-30,178.777
2005-05-31,177.482
2005-06-01,178.765
2005-06-02,178.993
2005-06-03,178.534
2005-06-06,178.703
2005-06-07,179.248
2005-06-08,179.458
2005-06-09,178.89
2005-06-10,179.117
2005-06-13,179.048
2005-06-14,179.579
2005-06-15,180.207
2005-06-16,180.989
2005-06-17,182.717
2005-06-20,182.081
2005-06-21,182.084
2005-06-22,182.381
2005-06-23,181.388
2005-06-24,180.353
2005-06-27,179.979
2005-06-28,180.943
2005-06-29,180.93
2005-06-30,180.15
2005-07-01,180.233
2005-07-04,180.195
2005-07-05,180.69
2005-07-06,180.373
2005-07-07,179.456
2005-07-08,181.111
2005-07-11,182.916
2005-07-12,183.704
2005-07-13,183.566
2005-07-14,184.236
2005-07-15,183.841
2005-07-18,183.313
2005-07-19,183.504
2005-07-20,183.843
2005-07-21,184.277
2005-07-22,184.919
2005-07-25,184.558
2005-07-26,184.225
2005-07-27,185.029
2005-07-28,186.017
2005-07-29,185.747
2005-08-01,186.269
2005-08-02,187.764
2005-08-03,188.434
2005-08-04,187.343
2005-08-05,185.608
2005-08-08,186.018
2005-08-09,186.984
2005-08-10,188.561
2005-08-11,189.838
2005-08-12,189.261
2005-08-15,189.1
2005-08-16,187.854
2005-08-17,187.452
2005-08-18,185.994
2005-08-19,186.368
2005-08-22,187.638
2005-08-23,186.753
2005-08-24,186.001
2005-08-25,186.072
2005-08-26,185.42
2005-08-29,185.295
2005-08-30,184.847
2005-08-31,187.081
2005-09-01,189.17
2005-09-02,189.547
2005-09-05,189.958
2005-09-06,191.28
2005-09-07,191.582
2005-09-08,190.871
2005-09-09,192.446
2005-09-12,191.899
2005-09-13,190.729
2005-09-14,191.136
2005-09-15,191.117
2005-09-16,192.414
2005-09-19,191.942
2005-09-20,192.028
2005-09-21,191.023
2005-09-22,190.393
2005-09-23,190.083
2005-09-26,191.389
2005-09-27,191.053
2005-09-28,192.14
2005-09-29,193.461
2005-09-30,193.508
2005-10-03,192.965
2005-10-04,192.01
2005-10-05,189.483
2005-10-06,188.223
2005-10-07,188.306
2005-10-10,187.37
2005-10-11,187.59
2005-10-12,186.575
2005-10-13,184.811
2005-10-14,186.191
2005-10-17,186.36
2005-10-18,184.28
2005-10-19,184.407
2005-10-20,183.157
2005-10-21,183.168
2005-10-24,185.314
2005-10-25,186.004
2005-10-26,186.046
2005-10-27,185.052
2005-10-28,186.082
2005-10-31,187.698
2005-11-01,187.981
2005-11-02,189.618
2005-11-03,190.639
2005-11-04,189.575
2005-11-07,189.854
2005-11-08,189.581
2005-11-09,189.786
