Date,NEW ZEALAND MID VALUE Mid Cap
2005-11-10,610.817
2005-11-11,608.083
2005-11-14,604.362
2005-11-15,607.348
2005-11-16,605.603
2005-11-17,608.127
2005-11-18,604.205
2005-11-21,607.293
2005-11-22,606.719
2005-11-23,611.793
2005-11-24,613.911
2005-11-25,604.175
2005-11-28,616.823
2005-11-29,615.937
2005-11-30,617.783
2005-12-01,622.61
2005-12-02,627.692
2005-12-05,631.053
2005-12-06,623.44
2005-12-07,613.472
2005-12-08,609.217
2005-12-09,604.862
2005-12-12,611.978
2005-12-13,605.353
2005-12-14,615.756
2005-12-15,603.965
2005-12-16,609.987
2005-12-19,616.285
2005-12-20,612.021
2005-12-21,604.147
2005-12-22,594.505
2005-12-23,593.137
2005-12-26,593.137
2005-12-27,595.387
2005-12-28,610.111
2005-12-29,612.245
2005-12-30,612.715
2006-01-02,612.715
2006-01-03,612.985
2006-01-04,615.359
2006-01-05,613.86
2006-01-06,619.973
2006-01-09,620.063
2006-01-10,630.131
2006-01-11,630.775
2006-01-12,627.438
2006-01-13,623.259
2006-01-16,626.455
2006-01-17,620.153
2006-01-18,614.354
2006-01-19,608.44
2006-01-20,604.824
2006-01-23,608.829
2006-01-24,611.551
2006-01-25,614.226
2006-01-26,617.633
2006-01-27,620.96
2006-01-30,618.943
2006-01-31,624.597
2006-02-01,625.151
2006-02-02,634.733
2006-02-03,647.509
2006-02-06,643.641
2006-02-07,638.494
2006-02-08,631.096
2006-02-09,629.227
2006-02-10,633.64
2006-02-13,642.27
2006-02-14,637.706
2006-02-15,633.748
2006-02-16,632.028
2006-02-17,630.961
2006-02-20,639.194
2006-02-21,633.152
2006-02-22,632.909
2006-02-23,636.692
2006-02-24,640.066
2006-02-27,636.488
2006-02-28,636.07
2006-03-01,642.515
2006-03-02,646.573
2006-03-03,643.072
2006-03-06,634.031
2006-03-07,628.93
2006-03-08,632.012
2006-03-09,636.916
2006-03-10,628.084
2006-03-13,635.168
2006-03-14,641.312
2006-03-15,646.458
2006-03-16,640.985
2006-03-17,638.567
2006-03-20,626.807
2006-03-21,626.692
2006-03-22,628.68
2006-03-23,629.155
2006-03-24,617.461
2006-03-27,615.024
2006-03-28,613.97
2006-03-29,617.731
2006-03-30,639.718
2006-03-31,636.826
2006-04-03,634.919
2006-04-04,637.78
2006-04-05,647.405
2006-04-06,653.09
2006-04-07,653.141
2006-04-10,652.11
2006-04-11,652.228
2006-04-12,656.341
2006-04-13,658.602
2006-04-14,658.602
2006-04-17,664.458
2006-04-18,663.109
2006-04-19,660.738
2006-04-20,647.196
2006-04-21,668.187
2006-04-24,663.973
2006-04-25,657.243
2006-04-26,674.725
2006-04-27,672.355
2006-04-28,667.566
2006-05-01,662.982
2006-05-02,660.951
2006-05-03,664.384
2006-05-04,685.303
2006-05-05,701.841
2006-05-08,704.574
2006-05-09,703.916
2006-05-10,696.003
2006-05-11,702.629
2006-05-12,695.135
2006-05-15,680.908
2006-05-16,679.916
2006-05-17,678.641
2006-05-18,675.353
2006-05-19,670.433
2006-05-22,661.906
2006-05-23,662.566
2006-05-24,667.313
2006-05-25,662.991
2006-05-26,658.992
2006-05-29,664.574
2006-05-30,667.744
2006-05-31,667.356
2006-06-01,660.753
2006-06-02,670.356
2006-06-05,670.515
2006-06-06,654.009
2006-06-07,658.498
2006-06-08,672.074
2006-06-09,673.393
2006-06-12,666.849
2006-06-13,650.186
2006-06-14,628.195
2006-06-15,616.982
2006-06-16,615.136
2006-06-19,612.612
2006-06-20,611.996
2006-06-21,614.499
2006-06-22,608.681
2006-06-23,601.588
2006-06-26,605.112
2006-06-27,612.997
2006-06-28,574.891
2006-06-29,577.088
2006-06-30,586.996
2006-07-03,589.42
2006-07-04,587.181
2006-07-05,582.374
2006-07-06,585.122
2006-07-07,590.001
2006-07-10,583.591
2006-07-11,589.664
2006-07-12,589.664
2006-07-13,597.73
2006-07-14,595.058
2006-07-17,596.403
2006-07-18,597.647
2006-07-19,595.006
2006-07-20,597.147
2006-07-21,592.933
2006-07-24,590.514
2006-07-25,592.615
2006-07-26,592.553
2006-07-27,588.522
2006-07-28,585.534
2006-07-31,588.155
2006-08-01,587.82
2006-08-02,588.332
2006-08-03,589.894
2006-08-04,608.866
2006-08-07,604.652
2006-08-08,612.982
2006-08-09,604.199
2006-08-10,610.798
2006-08-11,605.469
2006-08-14,600.852
2006-08-15,594.273
2006-08-16,602.092
2006-08-17,598.88
2006-08-18,589.866
2006-08-21,596.4
2006-08-22,589.79
2006-08-23,596.782
2006-08-24,599.228
2006-08-25,578.982
2006-08-28,588.651
2006-08-29,596.848
2006-08-30,595.943
2006-08-31,605.832
2006-09-01,609.881
2006-09-04,611.034
2006-09-05,608.628
2006-09-06,604.427
2006-09-07,603.608
2006-09-08,596.081
2006-09-11,601.83
2006-09-12,600.859
2006-09-13,608.084
2006-09-14,624.256
2006-09-15,629.181
2006-09-18,628.802
2006-09-19,631.238
2006-09-20,618.322
2006-09-21,624.747
2006-09-22,620.719
2006-09-25,635.219
2006-09-26,639.847
2006-09-27,633.592
2006-09-28,643.675
2006-09-29,645.612
2006-10-02,642.033
2006-10-03,642.641
2006-10-04,641.842
2006-10-05,645.958
2006-10-06,652.209
2006-10-09,652.605
2006-10-10,661.669
2006-10-11,669.365
2006-10-12,662.663
2006-10-13,658.251
2006-10-16,657.935
2006-10-17,667.256
2006-10-18,674.395
2006-10-19,662.101
2006-10-20,656.886
2006-10-23,653.292
2006-10-24,648.691
2006-10-25,654.635
2006-10-26,641.25
2006-10-27,661.148
2006-10-30,665.454
2006-10-31,689.856
2006-11-01,693.972
2006-11-02,697.807
2006-11-03,694.581
2006-11-06,692.307
2006-11-07,701.517
2006-11-08,707.595
2006-11-09,711.105
2006-11-10,717.95
2006-11-13,707.989
2006-11-14,706.487
2006-11-15,707.346
2006-11-16,714.866
2006-11-17,723.561
2006-11-20,723.855
2006-11-21,731.853
2006-11-22,733.983
2006-11-23,732.017
2006-11-24,729.071
2006-11-27,725.59
2006-11-28,731.757
2006-11-29,735.33
2006-11-30,736.66
2006-12-01,741.368
2006-12-04,740.641
2006-12-05,731.225
2006-12-06,723.652
2006-12-07,735.169
2006-12-08,741.871
2006-12-11,732.718
2006-12-12,738.712
2006-12-13,746.448
2006-12-14,751.855
2006-12-15,759.327
2006-12-18,752.455
2006-12-19,756.983
2006-12-20,764.603
2006-12-21,750.934
2006-12-22,760.476
2006-12-25,760.476
2006-12-26,760.204
2006-12-27,763.408
2006-12-28,761.041
2006-12-29,769.201
2007-01-01,769.201
2007-01-02,772.037
2007-01-03,777.932
2007-01-04,764.603
2007-01-05,747.553
2007-01-08,750.71
2007-01-09,767.976
2007-01-10,752.658
2007-01-11,758.905
2007-01-12,756.877
2007-01-15,771.142
2007-01-16,769.011
2007-01-17,782.091
2007-01-18,789.454
2007-01-19,781.797
2007-01-22,781.406
2007-01-23,786.296
2007-01-24,781.308
2007-01-25,778.807
2007-01-26,769.232
2007-01-29,770.614
2007-01-30,767.403
2007-01-31,784.019
2007-02-01,769.189
2007-02-02,775.578
2007-02-05,775.541
2007-02-06,770.998
2007-02-07,791.748
2007-02-08,788.45
2007-02-09,786.149
2007-02-12,784.579
2007-02-13,778.472
2007-02-14,806.245
2007-02-15,815.623
2007-02-16,814.98
2007-02-19,813.731
2007-02-20,807.149
2007-02-21,804.837
2007-02-22,790.835
2007-02-23,783.972
2007-02-26,793.011
2007-02-27,793.28
2007-02-28,781.574
2007-03-01,780.953
2007-03-02,784.704
2007-03-05,760.802
2007-03-06,781.834
2007-03-07,808.221
2007-03-08,802.513
2007-03-09,830.998
2007-03-12,821.531
2007-03-13,840.642
2007-03-14,814.891
2007-03-15,823.902
2007-03-16,837.588
2007-03-19,838.439
2007-03-20,830.316
2007-03-21,841.365
2007-03-22,856.984
2007-03-23,854.165
2007-03-26,859.082
2007-03-27,865.839
2007-03-28,861.698
2007-03-29,878.064
2007-03-30,871.996
2007-04-02,897.619
2007-04-03,904.289
2007-04-04,905.168
2007-04-05,882.546
2007-04-06,882.546
2007-04-09,878.155
2007-04-10,885.017
2007-04-11,884.652
2007-04-12,884.713
2007-04-13,906.962
2007-04-16,894.391
2007-04-17,901.164
2007-04-18,901.474
2007-04-19,904.328
2007-04-20,889.972
2007-04-23,886.379
2007-04-24,879.174
2007-04-25,883.2
2007-04-26,903.597
2007-04-27,931.021
2007-04-30,932.401
2007-05-01,933.2
2007-05-02,949.111
2007-05-03,971.899
2007-05-04,989.576
2007-05-07,1005.093
2007-05-08,988.873
2007-05-09,1011.347
2007-05-10,1000.768
2007-05-11,998.967
2007-05-14,1001.627
2007-05-15,986.678
2007-05-16,987.557
2007-05-17,982.442
2007-05-18,993.25
2007-05-21,985.054
2007-05-22,987.319
2007-05-23,995.836
2007-05-24,988.213
2007-05-25,989.506
2007-05-28,989.506
2007-05-29,995.986
2007-05-30,1001.457
2007-05-31,1000.0
2007-06-01,1006.62
2007-06-04,1011.769
2007-06-05,1024.986
2007-06-06,1017.96
2007-06-07,1010.592
2007-06-08,998.023
2007-06-11,999.679
2007-06-12,1006.729
2007-06-13,994.666
2007-06-14,1001.855
2007-06-15,1024.776
2007-06-18,1124.18
2007-06-19,1155.0
2007-06-20,1147.03
2007-06-21,1136.891
2007-06-22,1132.639
2007-06-25,1144.972
2007-06-26,1147.796
2007-06-27,1121.237
2007-06-28,1135.363
2007-06-29,1162.392
2007-07-02,1168.154
2007-07-03,1170.061
2007-07-04,1174.02
2007-07-05,1177.545
2007-07-06,1174.506
2007-07-09,1165.538
2007-07-10,1153.657
2007-07-11,1164.114
2007-07-12,1167.41
2007-07-13,1168.496
2007-07-16,1164.136
2007-07-17,1171.637
2007-07-18,1173.183
2007-07-19,1180.189
2007-07-20,1195.381
2007-07-23,1219.332
2007-07-24,1228.404
2007-07-25,1216.506
2007-07-26,1199.45
2007-07-27,1147.789
2007-07-30,1138.454
2007-07-31,1145.491
2007-08-01,1121.14
2007-08-02,1124.439
2007-08-03,1119.015
2007-08-06,1070.45
2007-08-07,1091.892
2007-08-08,1079.177
2007-08-09,1076.049
2007-08-10,1052.148
2007-08-13,1029.812
2007-08-14,1009.321
2007-08-15,976.698
2007-08-16,925.842
2007-08-17,909.196
2007-08-20,947.519
2007-08-21,968.002
2007-08-22,981.479
2007-08-23,1006.369
2007-08-24,994.38
2007-08-27,1009.919
2007-08-28,990.878
2007-08-29,976.576
2007-08-30,979.137
2007-08-31,965.59
2007-09-03,965.032
2007-09-04,962.919
2007-09-05,942.5
2007-09-06,944.923
2007-09-07,945.955
2007-09-10,947.244
2007-09-11,971.109
2007-09-12,982.487
2007-09-13,995.092
2007-09-14,988.184
2007-09-17,975.036
2007-09-18,966.431
2007-09-19,1050.952
2007-09-20,1056.601
2007-09-21,1142.801
2007-09-24,1116.821
2007-09-25,1105.185
2007-09-26,1110.131
2007-09-27,1113.658
2007-09-28,1133.173
2007-10-01,1166.432
2007-10-02,1157.385
2007-10-03,1160.227
2007-10-04,1144.872
2007-10-05,1149.988
2007-10-08,1145.932
2007-10-09,1132.108
2007-10-10,1125.82
2007-10-11,1152.441
2007-10-12,1160.444
2007-10-15,1156.201
2007-10-16,1117.24
2007-10-17,1131.398
2007-10-18,1149.334
2007-10-19,1147.655
2007-10-22,1135.174
2007-10-23,1150.107
2007-10-24,1152.859
2007-10-25,1166.736
2007-10-26,1161.564
2007-10-29,1164.628
2007-10-30,1161.552
2007-10-31,1123.515
2007-11-01,1123.731
2007-11-02,1113.483
2007-11-05,1134.615
2007-11-06,1152.932
2007-11-07,1228.932
2007-11-08,1204.377
2007-11-09,1174.806
2007-11-12,1136.843
2007-11-13,1152.466
2007-11-14,1162.041
2007-11-15,1136.916
2007-11-16,1130.683
2007-11-19,1123.615
2007-11-20,1109.256
2007-11-21,1120.144
2007-11-22,1096.059
2007-11-23,1098.087
2007-11-26,1101.818
2007-11-27,1109.666
2007-11-28,1093.144
2007-11-29,1070.28
2007-11-30,1056.808
2007-12-03,1066.065
2007-12-04,1056.111
2007-12-05,1051.37
2007-12-06,1061.63
2007-12-07,1100.429
2007-12-10,1092.055
2007-12-11,1092.67
2007-12-12,1102.003
2007-12-13,1081.594
2007-12-14,1068.482
2007-12-17,1028.091
2007-12-18,1038.122
2007-12-19,1031.137
2007-12-20,1035.034
2007-12-21,1072.439
2007-12-24,1085.144
2007-12-25,1085.144
2007-12-26,1089.035
2007-12-27,1096.424
2007-12-28,1087.402
2007-12-31,1073.122
2008-01-01,1073.122
2008-01-02,1076.538
2008-01-03,1080.014
2008-01-04,1062.244
2008-01-07,1033.131
2008-01-08,1039.144
2008-01-09,1042.477
2008-01-10,1056.722
2008-01-11,1047.374
2008-01-14,1052.304
2008-01-15,1043.703
2008-01-16,1014.27
2008-01-17,1014.242
2008-01-18,993.011
2008-01-21,959.973
2008-01-22,964.682
2008-01-23,960.408
2008-01-24,984.207
2008-01-25,998.886
2008-01-28,1010.438
2008-01-29,1007.401
2008-01-30,1008.867
2008-01-31,1008.285
2008-02-01,1038.458
2008-02-04,1046.617
2008-02-05,1026.348
2008-02-06,1026.741
2008-02-07,1030.55
2008-02-08,997.505
2008-02-11,992.078
2008-02-12,1011.571
2008-02-13,995.866
2008-02-14,1015.532
2008-02-15,1011.96
2008-02-18,1049.859
2008-02-19,1055.772
2008-02-20,1045.042
2008-02-21,1053.372
2008-02-22,1047.82
2008-02-25,1047.519
2008-02-26,1004.801
2008-02-27,1021.741
2008-02-28,1019.833
2008-02-29,996.352
2008-03-03,1007.058
2008-03-04,978.286
2008-03-05,986.782
2008-03-06,984.869
2008-03-07,971.729
2008-03-10,982.122
2008-03-11,996.022
2008-03-12,991.375
2008-03-13,1024.554
2008-03-14,992.215
2008-03-17,968.728
2008-03-18,1000.252
2008-03-19,1004.314
2008-03-20,959.072
2008-03-21,959.072
2008-03-24,969.723
2008-03-25,971.289
2008-03-26,964.897
2008-03-27,951.051
2008-03-28,956.866
2008-03-31,937.832
2008-04-01,949.819
2008-04-02,970.847
2008-04-03,979.47
2008-04-04,987.782
2008-04-07,1009.922
2008-04-08,982.9
2008-04-09,962.629
2008-04-10,955.701
2008-04-11,902.547
2008-04-14,905.573
2008-04-15,918.127
2008-04-16,925.093
2008-04-17,916.807
2008-04-18,918.531
2008-04-21,944.593
2008-04-22,948.917
2008-04-23,964.132
2008-04-24,936.842
2008-04-25,931.673
2008-04-28,943.078
2008-04-29,903.905
2008-04-30,924.727
2008-05-01,933.977
2008-05-02,955.205
2008-05-05,971.716
2008-05-06,977.218
2008-05-07,942.885
2008-05-08,954.967
2008-05-09,924.5
2008-05-12,949.307
2008-05-13,948.57
2008-05-14,934.274
2008-05-15,913.825
2008-05-16,957.249
2008-05-19,957.044
2008-05-20,959.39
2008-05-21,960.227
2008-05-22,969.738
2008-05-23,972.598
2008-05-26,977.805
2008-05-27,975.964
2008-05-28,972.928
2008-05-29,971.894
2008-05-30,989.039
2008-06-02,990.555
2008-06-03,944.406
2008-06-04,964.294
2008-06-05,938.126
2008-06-06,929.001
2008-06-09,917.083
2008-06-10,904.657
2008-06-11,895.838
2008-06-12,874.438
2008-06-13,877.476
2008-06-16,883.279
2008-06-17,894.428
2008-06-18,890.731
2008-06-19,898.456
2008-06-20,872.71
2008-06-23,875.443
2008-06-24,863.397
2008-06-25,849.508
2008-06-26,854.404
2008-06-27,844.222
2008-06-30,841.072
2008-07-01,812.544
2008-07-02,806.769
2008-07-03,778.936
2008-07-04,810.11
2008-07-07,792.051
2008-07-08,814.388
2008-07-09,834.705
2008-07-10,802.742
2008-07-11,808.286
2008-07-14,793.136
2008-07-15,796.894
2008-07-16,805.771
2008-07-17,816.996
2008-07-18,818.6
2008-07-21,813.806
2008-07-22,806.57
2008-07-23,815.359
2008-07-24,809.771
2008-07-25,809.987
2008-07-28,828.173
2008-07-29,813.777
2008-07-30,832.061
2008-07-31,855.303
2008-08-01,822.206
2008-08-04,842.135
2008-08-05,818.763
2008-08-06,818.949
2008-08-07,817.459
2008-08-08,755.023
2008-08-11,746.539
2008-08-12,735.068
2008-08-13,743.437
2008-08-14,734.623
2008-08-15,731.703
2008-08-18,744.45
2008-08-19,734.363
2008-08-20,748.398
2008-08-21,759.257
2008-08-22,744.455
2008-08-25,763.881
2008-08-26,740.735
2008-08-27,736.873
2008-08-28,743.798
2008-08-29,750.131
2008-09-01,742.875
2008-09-02,742.021
2008-09-03,724.653
2008-09-04,713.634
2008-09-05,699.173
2008-09-08,711.532
2008-09-09,697.683
2008-09-10,684.265
2008-09-11,657.144
2008-09-12,672.286
2008-09-15,656.849
2008-09-16,626.227
2008-09-17,635.515
2008-09-18,628.447
2008-09-19,639.06
2008-09-22,670.431
2008-09-23,660.098
2008-09-24,669.436
2008-09-25,658.08
2008-09-26,644.318
2008-09-29,645.85
2008-09-30,621.507
2008-10-01,653.048
2008-10-02,664.433
2008-10-03,651.318
2008-10-06,592.037
2008-10-07,588.449
2008-10-08,539.711
2008-10-09,552.133
2008-10-10,506.587
2008-10-13,502.927
2008-10-14,551.311
2008-10-15,521.649
2008-10-16,469.009
2008-10-17,498.669
2008-10-20,531.559
2008-10-21,525.274
2008-10-22,501.737
2008-10-23,470.244
2008-10-24,444.253
2008-10-27,432.305
2008-10-28,430.272
2008-10-29,449.586
2008-10-30,464.33
2008-10-31,471.352
2008-11-03,492.47
2008-11-04,496.174
2008-11-05,500.721
2008-11-06,472.503
2008-11-07,460.443
2008-11-10,488.68
2008-11-11,468.136
2008-11-12,458.522
2008-11-13,454.368
2008-11-14,463.573
2008-11-17,453.282
2008-11-18,440.736
2008-11-19,440.482
2008-11-20,415.037
2008-11-21,401.092
2008-11-24,415.505
2008-11-25,426.496
2008-11-26,438.967
2008-11-27,447.621
2008-11-28,455.032
2008-12-01,429.479
2008-12-02,423.164
2008-12-03,441.825
2008-12-04,437.639
2008-12-05,421.73
2008-12-08,430.519
2008-12-09,438.193
2008-12-10,449.357
2008-12-11,459.274
2008-12-12,440.417
2008-12-15,455.177
2008-12-16,471.658
2008-12-17,489.274
2008-12-18,498.289
2008-12-19,462.281
2008-12-22,463.866
2008-12-23,454.769
2008-12-24,458.222
2008-12-25,458.222
2008-12-26,459.098
2008-12-29,461.178
2008-12-30,450.906
2008-12-31,468.47
2009-01-01,468.47
2009-01-02,468.991
2009-01-05,475.351
2009-01-06,486.123
2009-01-07,490.401
2009-01-08,495.632
2009-01-09,498.714
2009-01-12,495.178
2009-01-13,477.707
2009-01-14,460.656
2009-01-15,436.093
2009-01-16,447.791
2009-01-19,445.245
2009-01-20,439.79
2009-01-21,437.499
2009-01-22,449.237
2009-01-23,447.057
2009-01-26,448.397
2009-01-27,458.502
2009-01-28,462.435
2009-01-29,456.783
2009-01-30,449.763
2009-02-02,447.266
2009-02-03,449.724
2009-02-04,450.03
2009-02-05,457.913
2009-02-06,469.008
2009-02-09,483.867
2009-02-10,468.064
2009-02-11,451.89
2009-02-12,456.923
2009-02-13,469.264
2009-02-16,437.125
2009-02-17,430.788
2009-02-18,421.28
2009-02-19,427.166
2009-02-20,411.123
2009-02-23,410.171
2009-02-24,411.065
2009-02-25,421.452
2009-02-26,413.888
2009-02-27,406.383
2009-03-02,390.876
2009-03-03,387.011
2009-03-04,408.472
2009-03-05,419.227
2009-03-06,408.733
2009-03-09,397.593
2009-03-10,403.844
2009-03-11,412.752
2009-03-12,416.383
2009-03-13,426.435
2009-03-16,427.347
2009-03-17,437.053
2009-03-18,451.936
2009-03-19,488.513
2009-03-20,476.666
2009-03-23,482.19
2009-03-24,484.92
2009-03-25,485.064
2009-03-26,488.909
2009-03-27,485.736
2009-03-30,485.855
2009-03-31,475.341
2009-04-01,476.065
2009-04-02,491.214
2009-04-03,496.382
2009-04-06,519.512
2009-04-07,515.114
2009-04-08,494.749
2009-04-09,501.746
2009-04-10,501.746
2009-04-13,505.278
2009-04-14,514.355
2009-04-15,506.589
2009-04-16,517.726
2009-04-17,528.363
2009-04-20,507.425
2009-04-21,506.38
2009-04-22,504.838
2009-04-23,515.672
2009-04-24,525.756
2009-04-27,527.345
2009-04-28,532.481
2009-04-29,546.875
2009-04-30,564.953
2009-05-01,539.358
2009-05-04,566.656
2009-05-05,577.716
2009-05-06,580.516
2009-05-07,595.35
2009-05-08,586.677
2009-05-11,576.252
2009-05-12,569.515
2009-05-13,565.288
2009-05-14,551.473
2009-05-15,553.768
2009-05-18,551.774
2009-05-19,562.891
2009-05-20,574.014
2009-05-21,561.822
2009-05-22,576.031
2009-05-25,557.282
2009-05-26,576.967
2009-05-27,587.286
2009-05-28,571.54
2009-05-29,590.996
2009-06-01,597.963
2009-06-02,632.61
2009-06-03,617.477
2009-06-04,604.697
2009-06-05,613.157
2009-06-08,586.951
2009-06-09,600.714
2009-06-10,608.887
2009-06-11,607.87
2009-06-12,606.548
2009-06-15,608.486
2009-06-16,599.513
2009-06-17,589.777
2009-06-18,621.333
2009-06-19,611.245
2009-06-22,605.098
2009-06-23,600.544
2009-06-24,604.238
2009-06-25,613.563
2009-06-26,617.704
2009-06-29,634.206
2009-06-30,637.081
2009-07-01,628.017
2009-07-02,605.168
2009-07-03,612.45
2009-07-06,606.329
2009-07-07,616.862
2009-07-08,625.512
2009-07-09,611.887
2009-07-10,607.392
2009-07-13,605.627
2009-07-14,612.605
2009-07-15,624.188
2009-07-16,635.16
2009-07-17,636.531
2009-07-20,648.663
2009-07-21,665.201
2009-07-22,671.018
2009-07-23,678.666
2009-07-24,675.182
2009-07-27,686.187
2009-07-28,692.849
2009-07-29,671.943
2009-07-30,672.796
2009-07-31,672.342
2009-08-03,696.763
2009-08-04,704.333
2009-08-05,707.14
2009-08-06,684.719
2009-08-07,690.205
2009-08-10,683.66
2009-08-11,667.385
2009-08-12,693.199
2009-08-13,718.31
2009-08-14,711.74
2009-08-17,681.763
2009-08-18,688.933
2009-08-19,689.816
2009-08-20,686.04
2009-08-21,688.97
2009-08-24,707.425
2009-08-25,712.217
2009-08-26,709.588
2009-08-27,699.943
2009-08-28,728.425
2009-08-31,714.204
2009-09-01,697.967
2009-09-02,687.757
2009-09-03,708.134
2009-09-04,719.864
2009-09-07,739.142
2009-09-08,733.016
2009-09-09,731.857
2009-09-10,733.612
2009-09-11,744.187
2009-09-14,734.743
2009-09-15,728.448
2009-09-16,746.629
2009-09-17,764.895
2009-09-18,746.97
2009-09-21,734.41
2009-09-22,751.959
2009-09-23,755.419
2009-09-24,749.097
2009-09-25,743.257
2009-09-28,753.907
2009-09-29,752.747
2009-09-30,764.985
2009-10-01,775.826
2009-10-02,753.963
2009-10-05,753.504
2009-10-06,765.667
2009-10-07,744.591
2009-10-08,768.015
2009-10-09,753.729
2009-10-12,755.439
2009-10-13,748.111
2009-10-14,758.936
2009-10-15,755.34
2009-10-16,753.544
2009-10-19,766.577
2009-10-20,778.03
2009-10-21,779.543
2009-10-22,763.91
2009-10-23,769.036
2009-10-26,763.231
2009-10-27,753.138
2009-10-28,750.621
2009-10-29,756.53
2009-10-30,740.734
2009-11-02,730.75
2009-11-03,722.395
2009-11-04,732.054
2009-11-05,713.276
2009-11-06,728.508
2009-11-09,744.817
2009-11-10,740.335
2009-11-11,746.698
2009-11-12,747.894
2009-11-13,753.447
2009-11-16,758.731
2009-11-17,744.783
2009-11-18,754.513
2009-11-19,736.395
2009-11-20,725.904
2009-11-23,731.939
2009-11-24,716.422
2009-11-25,717.938
2009-11-26,702.756
2009-11-27,692.044
2009-11-30,712.703
2009-12-01,727.83
2009-12-02,726.541
2009-12-03,722.735
2009-12-04,704.911
2009-12-07,687.026
2009-12-08,686.602
2009-12-09,687.899
2009-12-10,715.105
2009-12-11,699.527
2009-12-14,696.318
2009-12-15,698.962
2009-12-16,702.671
2009-12-17,690.869
2009-12-18,704.31
2009-12-21,697.477
2009-12-22,696.079
2009-12-23,710.977
2009-12-24,703.996
2009-12-25,703.996
2009-12-28,707.694
2009-12-29,735.224
2009-12-30,729.994
2009-12-31,737.686
2010-01-01,737.686
2010-01-04,744.022
2010-01-05,760.79
2010-01-06,756.905
2010-01-07,753.907
2010-01-08,771.08
2010-01-11,778.283
2010-01-12,777.151
2010-01-13,770.665
2010-01-14,769.608
2010-01-15,761.105
2010-01-18,757.97
2010-01-19,742.36
2010-01-20,725.383
2010-01-21,721.073
2010-01-22,705.573
2010-01-25,706.415
2010-01-26,712.787
2010-01-27,708.816
2010-01-28,704.829
2010-01-29,692.433
2010-02-01,689.235
2010-02-02,688.63
2010-02-03,681.839
2010-02-04,675.131
2010-02-05,649.494
2010-02-08,647.688
2010-02-09,644.204
2010-02-10,649.99
2010-02-11,655.071
2010-02-12,653.525
2010-02-15,656.879
2010-02-16,671.321
2010-02-17,685.642
2010-02-18,687.911
2010-02-19,675.119
2010-02-22,683.773
2010-02-23,671.331
2010-02-24,672.123
2010-02-25,666.036
2010-02-26,677.039
2010-03-01,661.998
2010-03-02,660.827
2010-03-03,666.078
2010-03-04,669.707
2010-03-05,676.003
2010-03-08,679.572
2010-03-09,673.675
2010-03-10,687.937
2010-03-11,677.753
2010-03-12,679.463
2010-03-15,675.891
2010-03-16,673.889
2010-03-17,677.217
2010-03-18,683.554
2010-03-19,673.411
2010-03-22,677.064
2010-03-23,675.3
2010-03-24,668.737
2010-03-25,678.164
2010-03-26,672.238
2010-03-29,678.809
2010-03-30,682.997
2010-03-31,684.502
2010-04-01,684.565
2010-04-02,684.565
2010-04-05,682.096
2010-04-06,695.211
2010-04-07,705.099
2010-04-08,694.303
2010-04-09,702.407
2010-04-12,697.216
2010-04-13,692.34
2010-04-14,709.224
2010-04-15,699.913
2010-04-16,697.453
2010-04-19,690.376
2010-04-20,692.073
2010-04-21,691.62
2010-04-22,694.405
2010-04-23,699.868
2010-04-26,710.321
2010-04-27,702.244
2010-04-28,701.108
2010-04-29,706.491
2010-04-30,711.935
2010-05-03,708.948
2010-05-04,708.053
2010-05-05,690.215
2010-05-06,686.83
2010-05-07,668.938
2010-05-10,675.521
2010-05-11,668.601
2010-05-12,664.32
2010-05-13,674.978
2010-05-14,674.61
2010-05-17,655.496
2010-05-18,655.637
2010-05-19,625.984
2010-05-20,616.611
2010-05-21,610.297
2010-05-24,608.803
2010-05-25,574.789
2010-05-26,592.105
2010-05-27,608.808
2010-05-28,603.223
2010-05-31,608.978
2010-06-01,612.863
2010-06-02,601.991
2010-06-03,601.715
2010-06-04,600.174
2010-06-07,588.6
2010-06-08,574.864
2010-06-09,586.38
2010-06-10,606.545
2010-06-11,620.254
2010-06-14,625.842
2010-06-15,623.112
2010-06-16,632.047
2010-06-17,626.086
2010-06-18,636.676
2010-06-21,653.997
2010-06-22,641.427
2010-06-23,651.656
2010-06-24,649.06
2010-06-25,648.94
2010-06-28,634.423
2010-06-29,619.55
2010-06-30,610.926
2010-07-01,595.433
2010-07-02,601.378
2010-07-05,594.094
2010-07-06,605.222
2010-07-07,615.33
2010-07-08,625.701
2010-07-09,635.016
2010-07-12,643.19
2010-07-13,649.357
2010-07-14,658.72
2010-07-15,644.02
2010-07-16,632.63
2010-07-19,619.37
2010-07-20,638.78
2010-07-21,651.577
2010-07-22,653.667
2010-07-23,660.133
2010-07-26,667.059
2010-07-27,662.307
2010-07-28,660.802
2010-07-29,664.332
2010-07-30,663.948
2010-08-02,673.705
2010-08-03,679.281
2010-08-04,676.96
2010-08-05,669.661
2010-08-06,673.894
2010-08-09,684.563
2010-08-10,673.491
2010-08-11,663.48
2010-08-12,649.359
2010-08-13,657.009
2010-08-16,653.494
2010-08-17,655.149
2010-08-18,665.864
2010-08-19,667.69
2010-08-20,642.358
2010-08-23,657.986
2010-08-24,652.495
2010-08-25,634.613
2010-08-26,651.812
2010-08-27,649.468
2010-08-30,663.653
2010-08-31,654.621
