Date,EUROPE SMALL CAP Small Cap
2005-11-10,185.865
2005-11-11,186.051
2005-11-14,186.308
2005-11-15,185.335
2005-11-16,183.658
2005-11-17,185.509
2005-11-18,185.768
2005-11-21,186.622
2005-11-22,186.579
2005-11-23,188.501
2005-11-24,188.423
2005-11-25,188.512
2005-11-28,189.084
2005-11-29,188.882
2005-11-30,189.772
2005-12-01,189.911
2005-12-02,191.194
2005-12-05,192.22
2005-12-06,192.875
2005-12-07,192.759
2005-12-08,194.248
2005-12-09,195.221
2005-12-12,197.051
2005-12-13,197.185
2005-12-14,198.168
2005-12-15,197.203
2005-12-16,198.59
2005-12-19,198.235
2005-12-20,197.388
2005-12-21,196.901
2005-12-22,198.368
2005-12-23,199.207
2005-12-26,199.207
2005-12-27,199.549
2005-12-28,200.238
2005-12-29,200.516
2005-12-30,199.92
2006-01-02,200.731
2006-01-03,205.926
2006-01-04,210.169
2006-01-05,210.272
2006-01-06,212.097
2006-01-09,211.491
2006-01-10,210.236
2006-01-11,212.115
2006-01-12,212.35
2006-01-13,212.292
2006-01-16,213.51
2006-01-17,211.506
2006-01-18,210.309
2006-01-19,213.007
2006-01-20,213.423
2006-01-23,215.213
2006-01-24,215.844
2006-01-25,217.945
2006-01-26,218.617
2006-01-27,219.809
2006-01-30,219.485
2006-01-31,220.413
2006-02-01,221.881
2006-02-02,221.387
2006-02-03,219.425
2006-02-06,219.959
2006-02-07,218.634
2006-02-08,218.067
2006-02-09,220.213
2006-02-10,219.541
2006-02-13,219.529
2006-02-14,218.737
2006-02-15,220.142
2006-02-16,220.451
2006-02-17,222.599
2006-02-20,224.201
2006-02-21,223.906
2006-02-22,224.193
2006-02-23,225.754
2006-02-24,225.903
2006-02-27,226.599
2006-02-28,225.829
2006-03-01,227.53
2006-03-02,227.914
2006-03-03,228.674
2006-03-06,229.932
2006-03-07,225.249
2006-03-08,222.896
2006-03-09,224.64
2006-03-10,224.302
2006-03-13,226.525
2006-03-14,229.203
2006-03-15,231.061
2006-03-16,234.332
2006-03-17,235.742
2006-03-20,236.728
2006-03-21,234.994
2006-03-22,235.871
2006-03-23,234.32
2006-03-24,236.312
2006-03-27,236.279
2006-03-28,236.683
2006-03-29,235.067
2006-03-30,238.562
2006-03-31,237.514
2006-04-03,239.328
2006-04-04,242.031
2006-04-05,242.858
2006-04-06,243.696
2006-04-07,241.202
2006-04-10,240.755
2006-04-11,239.218
2006-04-12,237.539
2006-04-13,238.297
2006-04-14,238.297
2006-04-17,241.924
2006-04-18,242.613
2006-04-19,245.876
2006-04-20,246.449
2006-04-21,248.898
2006-04-24,250.008
2006-04-25,251.072
2006-04-26,252.55
2006-04-27,252.042
2006-04-28,253.15
2006-05-01,254.195
2006-05-02,256.778
2006-05-03,256.491
2006-05-04,259.988
2006-05-05,263.618
2006-05-08,264.488
2006-05-09,265.926
2006-05-10,266.545
2006-05-11,268.377
2006-05-12,264.126
2006-05-15,255.099
2006-05-16,253.496
2006-05-17,247.093
2006-05-18,240.836
2006-05-19,239.463
2006-05-22,229.393
2006-05-23,238.475
2006-05-24,233.207
2006-05-25,236.06
2006-05-26,241.553
2006-05-29,244.329
2006-05-30,241.264
2006-05-31,242.19
2006-06-01,241.959
2006-06-02,247.027
2006-06-05,246.162
2006-06-06,237.567
2006-06-07,235.743
2006-06-08,226.037
2006-06-09,229.636
2006-06-12,226.269
2006-06-13,218.28
2006-06-14,219.563
2006-06-15,227.99
2006-06-16,227.019
2006-06-19,226.875
2006-06-20,226.782
2006-06-21,227.605
2006-06-22,228.39
2006-06-23,227.966
2006-06-26,228.575
2006-06-27,229.255
2006-06-28,227.469
2006-06-29,229.661
2006-06-30,237.827
2006-07-03,239.816
2006-07-04,240.459
2006-07-05,236.591
2006-07-06,238.352
2006-07-07,238.903
2006-07-10,236.979
2006-07-11,235.634
2006-07-12,234.961
2006-07-13,231.504
2006-07-14,228.025
2006-07-17,222.692
2006-07-18,221.087
2006-07-19,226.459
2006-07-20,228.476
2006-07-21,227.0
2006-07-24,227.9
2006-07-25,228.482
2006-07-26,229.113
2006-07-27,233.968
2006-07-28,234.322
2006-07-31,235.481
2006-08-01,234.88
2006-08-02,237.653
2006-08-03,235.281
2006-08-04,238.725
2006-08-07,237.166
2006-08-08,237.083
2006-08-09,237.719
2006-08-10,233.676
2006-08-11,234.216
2006-08-14,234.157
2006-08-15,235.847
2006-08-16,238.538
2006-08-17,239.265
2006-08-18,238.77
2006-08-21,240.952
2006-08-22,239.375
2006-08-23,239.181
2006-08-24,238.859
2006-08-25,238.683
2006-08-28,239.909
2006-08-29,239.775
2006-08-30,242.388
2006-08-31,242.013
2006-09-01,243.779
2006-09-04,246.074
2006-09-05,244.853
2006-09-06,242.495
2006-09-07,238.739
2006-09-08,238.295
2006-09-11,236.519
2006-09-12,238.603
2006-09-13,239.436
2006-09-14,241.986
2006-09-15,241.205
2006-09-18,241.789
2006-09-19,242.353
2006-09-20,243.204
2006-09-21,244.44
2006-09-22,244.329
2006-09-25,242.7
2006-09-26,243.73
2006-09-27,245.487
2006-09-28,245.876
2006-09-29,246.108
2006-10-02,247.721
2006-10-03,246.554
2006-10-04,246.789
2006-10-05,248.631
2006-10-06,247.04
2006-10-09,247.503
2006-10-10,247.955
2006-10-11,248.176
2006-10-12,249.64
2006-10-13,250.195
2006-10-16,251.459
2006-10-17,249.576
2006-10-18,251.018
2006-10-19,252.837
2006-10-20,253.84
2006-10-23,253.29
2006-10-24,253.981
2006-10-25,255.599
2006-10-26,257.768
2006-10-27,257.992
2006-10-30,257.062
2006-10-31,259.599
2006-11-01,261.077
2006-11-02,260.598
2006-11-03,259.677
2006-11-06,261.54
2006-11-07,264.623
2006-11-08,264.161
2006-11-09,265.762
2006-11-10,267.613
2006-11-13,267.512
2006-11-14,267.955
2006-11-15,269.313
2006-11-16,269.886
2006-11-17,268.25
2006-11-20,268.309
2006-11-21,269.807
2006-11-22,272.524
2006-11-23,272.516
2006-11-24,273.556
2006-11-27,270.648
2006-11-28,270.006
2006-11-29,274.247
2006-11-30,277.307
2006-12-01,278.515
2006-12-04,278.63
2006-12-05,279.703
2006-12-06,280.636
2006-12-07,280.955
2006-12-08,282.111
2006-12-11,281.824
2006-12-12,282.861
2006-12-13,283.776
2006-12-14,284.315
2006-12-15,284.055
2006-12-18,283.782
2006-12-19,284.75
2006-12-20,286.568
2006-12-21,287.138
2006-12-22,286.838
2006-12-25,286.838
2006-12-26,286.348
2006-12-27,287.984
2006-12-28,289.15
2006-12-29,290.361
2007-01-01,290.361
2007-01-02,295.356
2007-01-03,293.601
2007-01-04,289.409
2007-01-05,286.56
2007-01-08,287.334
2007-01-09,287.911
2007-01-10,285.409
2007-01-11,286.926
2007-01-12,289.114
2007-01-15,292.464
2007-01-16,291.27
2007-01-17,291.744
2007-01-18,292.184
2007-01-19,292.996
2007-01-22,294.207
2007-01-23,295.398
2007-01-24,296.174
2007-01-25,296.544
2007-01-26,293.949
2007-01-29,295.17
2007-01-30,295.937
2007-01-31,296.337
2007-02-01,299.96
2007-02-02,301.062
2007-02-05,301.697
2007-02-06,303.502
2007-02-07,305.823
2007-02-08,304.006
2007-02-09,304.739
2007-02-12,302.639
2007-02-13,303.962
2007-02-14,309.037
2007-02-15,309.42
2007-02-16,308.545
2007-02-19,310.625
2007-02-20,310.722
2007-02-21,309.338
2007-02-22,309.762
2007-02-23,311.026
2007-02-26,311.956
2007-02-27,301.186
2007-02-28,297.511
2007-03-01,293.538
2007-03-02,294.568
2007-03-05,286.62
2007-03-06,290.991
2007-03-07,295.121
2007-03-08,300.187
2007-03-09,299.797
2007-03-12,301.142
2007-03-13,298.836
2007-03-14,292.35
2007-03-15,297.941
2007-03-16,299.685
2007-03-19,303.705
2007-03-20,304.883
2007-03-21,308.152
2007-03-22,311.919
2007-03-23,311.216
2007-03-26,311.005
2007-03-27,310.782
2007-03-28,309.857
2007-03-29,311.874
2007-03-30,312.202
2007-04-02,314.996
2007-04-03,317.943
2007-04-04,318.942
2007-04-05,320.901
2007-04-06,320.901
2007-04-09,319.112
2007-04-10,323.456
2007-04-11,323.543
2007-04-12,322.646
2007-04-13,324.633
2007-04-16,327.67
2007-04-17,328.047
2007-04-18,327.128
2007-04-19,325.469
2007-04-20,327.976
2007-04-23,328.188
2007-04-24,326.728
2007-04-25,330.038
2007-04-26,329.219
2007-04-27,330.309
2007-04-30,330.015
2007-05-01,329.101
2007-05-02,330.132
2007-05-03,328.671
2007-05-04,331.41
2007-05-07,332.419
2007-05-08,327.912
2007-05-09,328.398
2007-05-10,327.4
2007-05-11,326.994
2007-05-14,327.524
2007-05-15,329.517
2007-05-16,329.338
2007-05-17,328.07
2007-05-18,329.827
2007-05-21,330.166
2007-05-22,331.296
2007-05-23,334.332
2007-05-24,331.728
2007-05-25,331.311
2007-05-28,331.75
2007-05-29,332.873
2007-05-30,330.814
2007-05-31,334.644
2007-06-01,336.16
2007-06-04,337.077
2007-06-05,336.538
2007-06-06,330.159
2007-06-07,323.825
2007-06-08,321.062
2007-06-11,323.387
2007-06-12,321.258
2007-06-13,320.828
2007-06-14,324.679
2007-06-15,329.05
2007-06-18,329.349
2007-06-19,329.289
2007-06-20,330.431
2007-06-21,326.815
2007-06-22,327.349
2007-06-25,326.205
2007-06-26,325.402
2007-06-27,323.224
2007-06-28,327.312
2007-06-29,329.449
2007-07-02,333.228
2007-07-03,335.846
2007-07-04,337.629
2007-07-05,336.358
2007-07-06,336.978
2007-07-09,338.687
2007-07-10,338.757
2007-07-11,339.235
2007-07-12,341.728
2007-07-13,343.141
2007-07-16,342.414
2007-07-17,342.067
2007-07-18,340.695
2007-07-19,343.734
2007-07-20,342.517
2007-07-23,341.95
2007-07-24,338.584
2007-07-25,331.521
2007-07-26,324.027
2007-07-27,319.333
2007-07-30,321.029
2007-07-31,327.211
2007-08-01,322.039
2007-08-02,322.713
2007-08-03,322.592
2007-08-06,317.471
2007-08-07,318.942
2007-08-08,324.313
2007-08-09,316.557
2007-08-10,307.802
2007-08-13,310.979
2007-08-14,307.636
2007-08-15,302.932
2007-08-16,289.855
2007-08-17,294.513
2007-08-20,296.345
2007-08-21,295.631
2007-08-22,302.668
2007-08-23,306.261
2007-08-24,308.255
2007-08-27,309.397
2007-08-28,304.833
2007-08-29,306.247
2007-08-30,308.93
2007-08-31,313.265
2007-09-03,314.309
2007-09-04,316.107
2007-09-05,313.354
2007-09-06,314.513
2007-09-07,311.17
2007-09-10,307.457
2007-09-11,313.128
2007-09-12,313.969
2007-09-13,312.79
2007-09-14,307.678
2007-09-17,302.34
2007-09-18,303.998
2007-09-19,311.818
2007-09-20,312.22
2007-09-21,314.446
2007-09-24,314.242
2007-09-25,311.14
2007-09-26,311.68
2007-09-27,312.911
2007-09-28,312.103
2007-10-01,314.637
2007-10-02,316.266
2007-10-03,317.888
2007-10-04,319.454
2007-10-05,321.569
2007-10-08,321.095
2007-10-09,322.178
2007-10-10,325.526
2007-10-11,329.08
2007-10-12,327.043
2007-10-15,327.762
2007-10-16,324.319
2007-10-17,328.701
2007-10-18,327.642
2007-10-19,325.78
2007-10-22,318.051
2007-10-23,325.211
2007-10-24,323.269
2007-10-25,327.713
2007-10-26,329.376
2007-10-29,331.308
2007-10-30,329.666
2007-10-31,335.328
2007-11-01,331.777
2007-11-02,332.655
2007-11-05,328.395
2007-11-06,332.511
2007-11-07,331.99
2007-11-08,329.456
2007-11-09,323.533
2007-11-12,318.75
2007-11-13,318.926
2007-11-14,322.465
2007-11-15,315.353
2007-11-16,311.204
2007-11-19,301.727
2007-11-20,304.713
2007-11-21,295.673
2007-11-22,296.471
2007-11-23,300.401
2007-11-26,301.736
2007-11-27,300.046
2007-11-28,303.945
2007-11-29,304.958
2007-11-30,306.887
2007-12-03,305.197
2007-12-04,300.26
2007-12-05,302.024
2007-12-06,301.304
2007-12-07,304.704
2007-12-10,307.399
2007-12-11,307.374
2007-12-12,307.332
2007-12-13,299.341
2007-12-14,296.601
2007-12-17,288.452
2007-12-18,288.745
2007-12-19,287.265
2007-12-20,286.898
2007-12-21,289.99
2007-12-24,290.59
2007-12-25,290.59
2007-12-26,292.335
2007-12-27,294.732
2007-12-28,298.394
2007-12-31,297.744
2008-01-01,297.744
2008-01-02,298.372
2008-01-03,295.478
2008-01-04,290.332
2008-01-07,284.214
2008-01-08,285.178
2008-01-09,276.935
2008-01-10,272.462
2008-01-11,271.903
2008-01-14,275.926
2008-01-15,268.914
2008-01-16,261.09
2008-01-17,262.121
2008-01-18,258.876
2008-01-21,244.24
2008-01-22,251.363
2008-01-23,246.611
2008-01-24,258.466
2008-01-25,261.453
2008-01-28,259.998
2008-01-29,266.209
2008-01-30,265.923
2008-01-31,265.592
2008-02-01,272.107
2008-02-04,275.368
2008-02-05,265.368
2008-02-06,265.159
2008-02-07,258.353
2008-02-08,259.432
2008-02-11,257.875
2008-02-12,266.952
2008-02-13,267.758
2008-02-14,270.907
2008-02-15,268.367
2008-02-18,270.827
2008-02-19,274.076
2008-02-20,270.603
2008-02-21,275.536
2008-02-22,274.296
2008-02-25,278.268
2008-02-26,281.933
2008-02-27,285.519
2008-02-28,282.299
2008-02-29,279.403
2008-03-03,275.554
2008-03-04,274.224
2008-03-05,278.717
2008-03-06,278.311
2008-03-07,273.783
2008-03-10,269.817
2008-03-11,271.905
2008-03-12,278.395
2008-03-13,275.425
2008-03-14,274.486
2008-03-17,266.614
2008-03-18,271.638
2008-03-19,266.125
2008-03-20,261.356
2008-03-21,261.356
2008-03-24,261.003
2008-03-25,271.569
2008-03-26,274.23
2008-03-27,280.77
2008-03-28,279.325
2008-03-31,282.236
2008-04-01,284.975
2008-04-02,286.687
2008-04-03,284.637
2008-04-04,287.044
2008-04-07,288.582
2008-04-08,284.482
2008-04-09,284.966
2008-04-10,283.25
2008-04-11,281.299
2008-04-14,279.655
2008-04-15,280.258
2008-04-16,286.832
2008-04-17,286.285
2008-04-18,287.882
2008-04-21,288.134
2008-04-22,288.846
2008-04-23,287.761
2008-04-24,283.215
2008-04-25,285.758
2008-04-28,287.985
2008-04-29,284.791
2008-04-30,287.189
2008-05-01,284.966
2008-05-02,288.664
2008-05-05,289.635
2008-05-06,290.834
2008-05-07,290.809
2008-05-08,292.638
2008-05-09,290.0
2008-05-12,293.17
2008-05-13,291.63
2008-05-14,291.592
2008-05-15,293.086
2008-05-16,296.422
2008-05-19,298.71
2008-05-20,295.749
2008-05-21,296.753
2008-05-22,296.545
2008-05-23,294.615
2008-05-26,293.443
2008-05-27,290.499
2008-05-28,290.856
2008-05-29,290.261
2008-05-30,290.712
2008-06-02,288.484
2008-06-03,289.901
2008-06-04,287.662
2008-06-05,290.027
2008-06-06,289.799
2008-06-09,286.618
2008-06-10,279.071
2008-06-11,276.335
2008-06-12,275.39
2008-06-13,275.915
2008-06-16,278.63
2008-06-17,281.439
2008-06-18,276.313
2008-06-19,273.812
2008-06-20,273.004
2008-06-23,268.525
2008-06-24,266.615
2008-06-25,269.865
2008-06-26,267.26
2008-06-27,266.063
2008-06-30,266.102
2008-07-01,259.861
2008-07-02,257.003
2008-07-03,253.259
2008-07-04,251.062
2008-07-07,252.98
2008-07-08,248.407
2008-07-09,253.043
2008-07-10,250.0
2008-07-11,246.448
2008-07-14,247.14
2008-07-15,243.127
2008-07-16,242.698
2008-07-17,251.095
2008-07-18,254.144
2008-07-21,258.146
2008-07-22,256.338
2008-07-23,259.603
2008-07-24,253.917
2008-07-25,251.758
2008-07-28,250.173
2008-07-29,247.99
2008-07-30,252.202
2008-07-31,252.465
2008-08-01,250.678
2008-08-04,249.207
2008-08-05,251.755
2008-08-06,254.055
2008-08-07,252.769
2008-08-08,249.666
2008-08-11,252.403
2008-08-12,249.877
2008-08-13,243.561
2008-08-14,244.903
2008-08-15,243.996
2008-08-18,243.879
2008-08-19,238.267
2008-08-20,238.617
2008-08-21,240.931
2008-08-22,243.538
2008-08-25,242.336
2008-08-26,240.218
2008-08-27,241.133
2008-08-28,243.581
2008-08-29,245.669
2008-09-01,242.739
2008-09-02,243.826
2008-09-03,239.591
2008-09-04,233.488
2008-09-05,227.333
2008-09-08,231.666
2008-09-09,227.238
2008-09-10,223.199
2008-09-11,219.008
2008-09-12,225.361
2008-09-15,220.162
2008-09-16,213.12
2008-09-17,211.58
2008-09-18,212.297
2008-09-19,224.66
2008-09-22,225.236
2008-09-23,220.979
2008-09-24,218.926
2008-09-25,219.183
2008-09-26,213.965
2008-09-29,199.607
2008-09-30,196.722
2008-10-01,195.526
2008-10-02,191.715
2008-10-03,191.958
2008-10-06,174.642
2008-10-07,173.108
2008-10-08,163.976
2008-10-09,164.075
2008-10-10,153.762
2008-10-13,165.898
2008-10-14,171.019
2008-10-15,161.365
2008-10-16,151.977
2008-10-17,152.931
2008-10-20,153.673
2008-10-21,153.472
2008-10-22,144.536
2008-10-23,140.604
2008-10-24,131.632
2008-10-27,124.32
2008-10-28,125.515
2008-10-29,136.2
2008-10-30,140.183
2008-10-31,141.616
2008-11-03,144.984
2008-11-04,154.047
2008-11-05,153.273
2008-11-06,143.825
2008-11-07,144.386
2008-11-10,146.538
2008-11-11,139.098
2008-11-12,133.958
2008-11-13,132.057
2008-11-14,132.784
2008-11-17,130.352
2008-11-18,128.924
2008-11-19,124.723
2008-11-20,118.777
2008-11-21,117.61
2008-11-24,126.005
2008-11-25,127.501
2008-11-26,127.008
2008-11-27,130.774
2008-11-28,129.401
2008-12-01,122.737
2008-12-02,124.536
2008-12-03,123.731
2008-12-04,123.683
2008-12-05,119.729
2008-12-08,126.917
2008-12-09,128.075
2008-12-10,130.672
2008-12-11,132.562
2008-12-12,130.692
2008-12-15,133.975
2008-12-16,134.907
2008-12-17,138.979
2008-12-18,140.503
2008-12-19,134.369
2008-12-22,132.96
2008-12-23,133.637
2008-12-24,134.244
2008-12-25,134.244
2008-12-26,134.597
2008-12-29,136.877
2008-12-30,138.123
2008-12-31,136.26
2009-01-01,136.26
2009-01-02,141.536
2009-01-05,142.278
2009-01-06,143.166
2009-01-07,145.35
2009-01-08,144.755
2009-01-09,143.372
2009-01-12,140.078
2009-01-13,135.613
2009-01-14,131.152
2009-01-15,129.439
2009-01-16,132.785
2009-01-19,129.175
2009-01-20,123.933
2009-01-21,123.258
2009-01-22,123.473
2009-01-23,120.545
2009-01-26,125.849
2009-01-27,127.076
2009-01-28,131.561
2009-01-29,128.623
2009-01-30,127.58
2009-02-02,123.611
2009-02-03,126.429
2009-02-04,128.977
2009-02-05,129.302
2009-02-06,132.832
2009-02-09,137.099
2009-02-10,133.908
2009-02-11,131.461
2009-02-12,129.196
2009-02-13,131.846
2009-02-16,129.289
2009-02-17,124.082
2009-02-18,122.707
2009-02-19,123.772
2009-02-20,119.597
2009-02-23,118.966
2009-02-24,117.458
2009-02-25,117.906
2009-02-26,120.068
2009-02-27,118.649
2009-03-02,113.435
2009-03-03,111.699
2009-03-04,115.712
2009-03-05,112.315
2009-03-06,111.149
2009-03-09,108.765
2009-03-10,113.464
2009-03-11,114.316
2009-03-12,115.06
2009-03-13,117.493
2009-03-16,120.864
2009-03-17,119.75
2009-03-18,120.145
2009-03-19,127.259
2009-03-20,126.443
2009-03-23,129.29
2009-03-24,129.885
2009-03-25,130.304
2009-03-26,130.685
2009-03-27,127.712
2009-03-30,123.416
2009-03-31,127.024
2009-04-01,129.582
2009-04-02,137.513
2009-04-03,139.367
2009-04-06,139.442
2009-04-07,136.65
2009-04-08,136.398
2009-04-09,139.998
2009-04-10,139.998
2009-04-13,141.259
2009-04-14,144.407
2009-04-15,144.758
2009-04-16,146.523
2009-04-17,147.362
2009-04-20,140.572
2009-04-21,141.0
2009-04-22,144.14
2009-04-23,145.671
2009-04-24,150.534
2009-04-27,148.963
2009-04-28,146.241
2009-04-29,151.756
2009-04-30,154.405
2009-05-01,155.319
2009-05-04,159.697
2009-05-05,163.022
2009-05-06,164.26
2009-05-07,165.176
2009-05-08,167.319
2009-05-11,165.034
2009-05-12,165.852
2009-05-13,159.348
2009-05-14,160.598
2009-05-15,163.335
2009-05-18,165.274
2009-05-19,170.165
2009-05-20,174.37
2009-05-21,171.41
2009-05-22,173.911
2009-05-25,173.992
2009-05-26,173.049
2009-05-27,174.334
2009-05-28,172.647
2009-05-29,175.097
2009-06-01,180.078
2009-06-02,183.622
2009-06-03,180.058
2009-06-04,178.871
2009-06-05,177.586
2009-06-08,174.353
2009-06-09,177.429
2009-06-10,180.292
2009-06-11,183.015
2009-06-12,181.445
2009-06-15,175.805
2009-06-16,175.88
2009-06-17,170.021
2009-06-18,170.548
2009-06-19,171.994
2009-06-22,166.211
2009-06-23,166.729
2009-06-24,171.723
2009-06-25,170.076
2009-06-26,173.403
2009-06-29,175.531
2009-06-30,174.071
2009-07-01,177.94
2009-07-02,173.947
2009-07-03,172.917
2009-07-06,169.108
2009-07-07,169.433
2009-07-08,165.517
2009-07-09,167.185
2009-07-10,165.226
2009-07-13,166.885
2009-07-14,170.275
2009-07-15,176.111
2009-07-16,176.502
2009-07-17,176.58
2009-07-20,180.188
2009-07-21,182.148
2009-07-22,182.328
2009-07-23,185.414
2009-07-24,185.071
2009-07-27,185.606
2009-07-28,182.989
2009-07-29,182.665
2009-07-30,186.677
2009-07-31,189.841
2009-08-03,197.178
2009-08-04,196.886
2009-08-05,198.172
2009-08-06,199.315
2009-08-07,198.285
2009-08-10,197.761
2009-08-11,194.743
2009-08-12,197.264
2009-08-13,201.416
2009-08-14,201.479
2009-08-17,194.008
2009-08-18,197.29
2009-08-19,197.648
2009-08-20,201.593
2009-08-21,205.973
2009-08-24,209.374
2009-08-25,210.486
2009-08-26,207.807
2009-08-27,206.194
2009-08-28,211.147
2009-08-31,208.902
2009-09-01,204.565
2009-09-02,200.807
2009-09-03,203.605
2009-09-04,206.698
2009-09-07,212.02
2009-09-08,216.609
2009-09-09,219.639
2009-09-10,220.453
2009-09-11,222.851
2009-09-14,221.386
2009-09-15,222.44
2009-09-16,227.221
2009-09-17,229.791
2009-09-18,227.762
2009-09-21,224.192
2009-09-22,228.186
2009-09-23,228.369
2009-09-24,222.472
2009-09-25,220.915
2009-09-28,222.757
2009-09-29,222.629
2009-09-30,223.554
2009-10-01,220.164
2009-10-02,215.601
2009-10-05,217.795
2009-10-06,225.143
2009-10-07,224.555
2009-10-08,229.576
2009-10-09,229.46
2009-10-12,231.912
2009-10-13,230.368
2009-10-14,236.038
2009-10-15,236.961
2009-10-16,234.976
2009-10-19,238.194
2009-10-20,237.549
2009-10-21,237.555
2009-10-22,234.296
2009-10-23,233.497
2009-10-26,228.956
2009-10-27,224.902
2009-10-28,216.579
2009-10-29,223.022
2009-10-30,219.617
2009-11-02,219.235
2009-11-03,214.259
2009-11-04,222.701
2009-11-05,224.946
2009-11-06,225.55
2009-11-09,231.077
2009-11-10,229.081
2009-11-11,230.624
2009-11-12,230.207
2009-11-13,231.781
2009-11-16,236.6
2009-11-17,233.36
2009-11-18,234.853
2009-11-19,228.494
2009-11-20,226.363
2009-11-23,231.375
2009-11-24,229.387
2009-11-25,230.441
2009-11-26,221.951
2009-11-27,225.18
2009-11-30,221.806
2009-12-01,228.985
2009-12-02,230.34
2009-12-03,230.164
2009-12-04,228.828
2009-12-07,227.517
2009-12-08,222.674
2009-12-09,219.835
2009-12-10,221.046
2009-12-11,220.579
2009-12-14,222.05
2009-12-15,220.844
2009-12-16,223.697
2009-12-17,218.954
2009-12-18,217.523
2009-12-21,219.23
2009-12-22,218.7
2009-12-23,220.66
2009-12-24,220.658
2009-12-25,220.658
2009-12-28,221.97
2009-12-29,223.61
2009-12-30,222.995
2009-12-31,224.324
2010-01-01,224.324
2010-01-04,230.361
2010-01-05,231.515
2010-01-06,232.35
2010-01-07,232.652
2010-01-08,234.059
2010-01-11,237.898
2010-01-12,234.887
2010-01-13,235.353
2010-01-14,236.584
2010-01-15,234.686
2010-01-18,235.726
2010-01-19,235.054
2010-01-20,230.384
2010-01-21,227.503
2010-01-22,225.057
2010-01-25,225.845
2010-01-26,224.11
2010-01-27,223.209
2010-01-28,221.684
2010-01-29,222.002
2010-02-01,223.133
2010-02-02,227.226
2010-02-03,225.898
2010-02-04,218.446
2010-02-05,211.844
2010-02-08,210.509
2010-02-09,211.493
2010-02-10,212.332
2010-02-11,212.61
2010-02-12,211.425
2010-02-15,211.047
2010-02-16,214.124
2010-02-17,217.313
2010-02-18,217.683
2010-02-19,216.133
2010-02-22,218.02
2010-02-23,215.793
2010-02-24,215.571
2010-02-25,210.846
2010-02-26,214.43
2010-03-01,214.382
2010-03-02,217.62
2010-03-03,221.084
2010-03-04,220.836
2010-03-05,223.889
2010-03-08,224.307
2010-03-09,223.045
2010-03-10,226.07
2010-03-11,226.525
2010-03-12,229.426
2010-03-15,226.649
2010-03-16,230.151
2010-03-17,232.16
2010-03-18,229.727
2010-03-19,227.498
2010-03-22,227.748
2010-03-23,229.636
2010-03-24,227.36
2010-03-25,229.485
2010-03-26,230.423
2010-03-29,231.287
2010-03-30,230.673
2010-03-31,232.343
2010-04-01,236.196
2010-04-02,236.196
2010-04-05,235.776
2010-04-06,237.03
2010-04-07,236.473
2010-04-08,235.723
2010-04-09,239.663
2010-04-12,241.783
2010-04-13,239.92
2010-04-14,243.136
2010-04-15,244.056
2010-04-16,240.504
2010-04-19,237.183
2010-04-20,240.957
2010-04-21,240.165
2010-04-22,237.154
2010-04-23,241.07
2010-04-26,242.84
2010-04-27,236.605
2010-04-28,229.635
2010-04-29,234.102
2010-04-30,234.653
2010-05-03,233.718
2010-05-04,224.838
2010-05-05,218.292
2010-05-06,213.492
2010-05-07,202.558
2010-05-10,219.008
2010-05-11,215.477
2010-05-12,220.354
2010-05-13,218.974
2010-05-14,211.103
2010-05-17,207.371
2010-05-18,209.638
2010-05-19,201.92
2010-05-20,195.831
2010-05-21,199.156
2010-05-24,197.572
2010-05-25,188.787
2010-05-26,194.27
2010-05-27,200.631
2010-05-28,201.028
2010-05-31,201.303
2010-06-01,201.752
2010-06-02,200.572
2010-06-03,204.015
2010-06-04,198.201
2010-06-07,194.208
2010-06-08,191.458
2010-06-09,197.146
2010-06-10,201.263
2010-06-11,201.685
2010-06-14,207.989
2010-06-15,209.85
2010-06-16,209.225
2010-06-17,209.611
2010-06-18,211.154
2010-06-21,212.774
2010-06-22,211.132
2010-06-23,209.268
2010-06-24,206.714
2010-06-25,205.073
2010-06-28,207.568
2010-06-29,199.322
2010-06-30,199.722
2010-07-01,197.74
2010-07-02,201.397
2010-07-05,200.654
2010-07-06,207.327
2010-07-07,208.442
2010-07-08,211.523
2010-07-09,211.358
2010-07-12,211.249
2010-07-13,216.014
2010-07-14,216.801
2010-07-15,217.705
2010-07-16,215.65
2010-07-19,213.615
2010-07-20,211.62
2010-07-21,214.293
2010-07-22,219.0
2010-07-23,219.865
2010-07-26,223.461
2010-07-27,224.452
2010-07-28,224.03
2010-07-29,225.499
2010-07-30,223.685
2010-08-02,231.349
2010-08-03,232.23
2010-08-04,230.824
2010-08-05,231.238
2010-08-06,232.045
2010-08-09,233.689
2010-08-10,228.165
2010-08-11,220.509
2010-08-12,217.952
2010-08-13,217.408
2010-08-16,219.129
2010-08-17,222.351
2010-08-18,221.786
2010-08-19,220.348
2010-08-20,215.281
2010-08-23,215.942
2010-08-24,212.2
2010-08-25,209.699
2010-08-26,213.338
2010-08-27,214.371
2010-08-30,214.464
2010-08-31,214.739
2010-09-01,221.442
2010-09-02,222.398
2010-09-03,224.501
2010-09-06,225.558
2010-09-07,221.804
2010-09-08,224.371
2010-09-09,226.306
2010-09-10,226.639
2010-09-13,230.794
2010-09-14,232.47
2010-09-15,233.477
2010-09-16,233.198
2010-09-17,232.832
2010-09-20,235.253
2010-09-21,236.492
2010-09-22,238.426
