Date,KOKUSAI INDEX (WORLD ex JP) LARGE CAP Large Cap
2001-01-01,705.131
2001-01-02,689.895
2001-01-03,709.955
2001-01-04,710.143
2001-01-05,698.196
2001-01-08,695.221
2001-01-09,692.823
2001-01-10,696.25
2001-01-11,706.751
2001-01-12,705.73
2001-01-15,704.958
2001-01-16,703.973
2001-01-17,708.588
2001-01-18,717.609
2001-01-19,713.914
2001-01-22,713.695
2001-01-23,720.124
2001-01-24,719.763
2001-01-25,716.154
2001-01-26,715.27
2001-01-29,718.046
2001-01-30,722.504
2001-01-31,721.495
2001-02-01,723.859
2001-02-02,711.708
2001-02-05,714.005
2001-02-06,712.29
2001-02-07,704.905
2001-02-08,698.465
2001-02-09,689.908
2001-02-12,698.132
2001-02-13,691.78
2001-02-14,687.562
2001-02-15,690.385
2001-02-16,678.956
2001-02-19,679.351
2001-02-20,666.689
2001-02-21,657.323
2001-02-22,654.262
2001-02-23,648.617
2001-02-26,658.015
2001-02-27,656.467
2001-02-28,650.23
2001-03-01,650.627
2001-03-02,648.618
2001-03-05,652.563
2001-03-06,660.635
2001-03-07,662.257
2001-03-08,662.102
2001-03-09,648.675
2001-03-12,624.644
2001-03-13,625.889
2001-03-14,610.968
2001-03-15,615.434
2001-03-16,600.037
2001-03-19,605.633
2001-03-20,600.075
2001-03-21,588.136
2001-03-22,575.418
2001-03-23,588.917
2001-03-26,600.533
2001-03-27,615.423
2001-03-28,600.263
2001-03-29,596.811
2001-03-30,602.179
2001-04-02,596.281
2001-04-03,577.305
2001-04-04,580.438
2001-04-05,600.306
2001-04-06,593.364
2001-04-09,599.173
2001-04-10,612.078
2001-04-11,611.614
2001-04-12,619.413
2001-04-13,619.413
2001-04-16,616.032
2001-04-17,618.387
2001-04-18,638.063
2001-04-19,647.991
2001-04-20,645.701
2001-04-23,635.826
2001-04-24,630.58
2001-04-25,637.178
2001-04-26,641.156
2001-04-27,648.243
2001-04-30,648.432
2001-05-01,654.79
2001-05-02,655.214
2001-05-03,644.933
2001-05-04,652.309
2001-05-07,651.963
2001-05-08,649.82
2001-05-09,646.328
2001-05-10,649.911
2001-05-11,643.775
2001-05-14,640.055
2001-05-15,643.546
2001-05-16,656.737
2001-05-17,659.89
2001-05-18,661.497
2001-05-21,669.486
2001-05-22,667.952
2001-05-23,657.871
2001-05-24,658.894
2001-05-25,652.249
2001-05-28,653.153
2001-05-29,646.626
2001-05-30,637.557
2001-05-31,638.297
2001-06-01,639.421
2001-06-04,642.678
2001-06-05,650.582
2001-06-06,644.782
2001-06-07,647.694
2001-06-08,642.853
2001-06-11,636.013
2001-06-12,633.683
2001-06-13,631.323
2001-06-14,623.365
2001-06-15,619.957
2001-06-18,615.782
2001-06-19,616.731
2001-06-20,618.557
2001-06-21,623.65
2001-06-22,621.173
2001-06-25,620.093
2001-06-26,615.953
2001-06-27,613.827
2001-06-28,619.144
2001-06-29,620.307
2001-07-02,627.585
2001-07-03,624.728
2001-07-04,623.026
2001-07-05,614.24
2001-07-06,602.484
2001-07-09,606.031
2001-07-10,600.384
2001-07-11,598.126
2001-07-12,607.97
2001-07-13,611.385
2001-07-16,606.697
2001-07-17,608.285
2001-07-18,607.478
2001-07-19,612.255
2001-07-20,610.12
2001-07-23,603.554
2001-07-24,595.949
2001-07-25,599.852
2001-07-26,604.637
2001-07-27,608.739
2001-07-30,610.916
2001-07-31,615.529
2001-08-01,619.22
2001-08-02,621.412
2001-08-03,618.192
2001-08-06,612.922
2001-08-07,613.765
2001-08-08,604.201
2001-08-09,602.616
2001-08-10,604.256
2001-08-13,606.07
2001-08-14,606.866
2001-08-15,605.689
2001-08-16,604.581
2001-08-17,595.694
2001-08-20,597.706
2001-08-21,595.373
2001-08-22,599.236
2001-08-23,597.027
2001-08-24,607.966
2001-08-27,605.917
2001-08-28,597.432
2001-08-29,593.071
2001-08-30,582.426
2001-08-31,583.738
2001-09-03,581.101
2001-09-04,580.617
2001-09-05,576.718
2001-09-06,564.515
2001-09-07,555.268
2001-09-10,555.26
2001-09-11,544.955
2001-09-12,546.663
2001-09-13,549.083
2001-09-14,541.717
2001-09-17,528.452
2001-09-18,525.065
2001-09-19,517.569
2001-09-20,500.382
2001-09-21,488.297
2001-09-24,509.408
2001-09-25,515.958
2001-09-26,516.361
2001-09-27,522.297
2001-09-28,533.629
2001-10-01,530.146
2001-10-02,535.637
2001-10-03,544.192
2001-10-04,548.319
2001-10-05,548.96
2001-10-08,546.136
2001-10-09,543.889
2001-10-10,554.88
2001-10-11,561.19
2001-10-12,558.896
2001-10-15,554.885
2001-10-16,559.47
2001-10-17,556.714
2001-10-18,550.196
2001-10-19,547.328
2001-10-22,554.606
2001-10-23,557.111
2001-10-24,558.533
2001-10-25,560.246
2001-10-26,565.315
2001-10-29,554.945
2001-10-30,544.948
2001-10-31,546.275
2001-11-01,556.353
2001-11-02,557.466
2001-11-05,565.57
2001-11-06,570.956
2001-11-07,572.246
2001-11-08,575.767
2001-11-09,574.42
2001-11-12,570.076
2001-11-13,580.557
2001-11-14,582.233
2001-11-15,582.808
2001-11-16,583.827
2001-11-19,589.139
2001-11-20,584.165
2001-11-21,580.639
2001-11-22,582.915
2001-11-23,585.722
2001-11-26,588.84
2001-11-27,584.575
2001-11-28,575.953
2001-11-29,579.805
2001-11-30,581.762
2001-12-03,576.576
2001-12-04,584.08
2001-12-05,597.817
2001-12-06,598.089
2001-12-07,593.168
2001-12-10,583.547
2001-12-11,582.548
2001-12-12,582.453
2001-12-13,573.613
2001-12-14,573.75
2001-12-17,582.822
2001-12-18,584.627
2001-12-19,584.655
2001-12-20,580.061
2001-12-21,582.753
2001-12-24,581.229
2001-12-25,581.229
2001-12-26,583.09
2001-12-27,590.138
2001-12-28,591.814
2001-12-31,589.161
2002-01-01,589.161
2002-01-02,591.756
2002-01-03,598.222
2002-01-04,599.956
2002-01-07,595.404
2002-01-08,592.131
2002-01-09,589.857
2002-01-10,588.929
2002-01-11,585.916
2002-01-14,580.03
2002-01-15,583.452
2002-01-16,574.077
2002-01-17,579.33
2002-01-18,575.314
2002-01-21,574.318
2002-01-22,571.787
2002-01-23,575.514
2002-01-24,578.001
2002-01-25,574.938
2002-01-28,575.526
2002-01-29,562.522
2002-01-30,563.769
2002-01-31,571.349
2002-02-01,569.001
2002-02-04,558.852
2002-02-05,554.432
2002-02-06,550.148
2002-02-07,551.107
2002-02-08,557.231
2002-02-11,565.088
2002-02-12,562.673
2002-02-13,566.776
2002-02-14,567.948
2002-02-15,562.491
2002-02-18,560.931
2002-02-19,551.194
2002-02-20,554.248
2002-02-21,550.319
2002-02-22,552.103
2002-02-25,560.17
2002-02-26,560.731
2002-02-27,563.107
2002-02-28,562.25
2002-03-01,572.482
2002-03-04,584.545
2002-03-05,581.579
2002-03-06,588.623
2002-03-07,589.474
2002-03-08,591.861
2002-03-11,591.711
2002-03-12,588.297
2002-03-13,585.2
2002-03-14,586.483
2002-03-15,592.771
2002-03-18,593.388
2002-03-19,595.7
2002-03-20,588.523
2002-03-21,588.067
2002-03-22,586.969
2002-03-25,579.533
2002-03-26,581.635
2002-03-27,582.763
2002-03-28,585.781
2002-03-29,585.781
2002-04-01,587.286
2002-04-02,583.144
2002-04-03,579.188
2002-04-04,577.761
2002-04-05,576.127
2002-04-08,572.845
2002-04-09,570.868
2002-04-10,576.964
2002-04-11,565.608
2002-04-12,568.403
2002-04-15,567.352
2002-04-16,579.761
2002-04-17,580.545
2002-04-18,579.336
2002-04-19,579.804
2002-04-22,572.308
2002-04-23,569.344
2002-04-24,566.687
2002-04-25,565.203
2002-04-26,559.105
2002-04-29,555.53
2002-04-30,560.055
2002-05-01,564.0
2002-05-02,562.119
2002-05-03,559.005
2002-05-06,552.167
2002-05-07,548.182
2002-05-08,564.923
2002-05-09,559.011
2002-05-10,552.089
2002-05-13,560.099
2002-05-14,568.18
2002-05-15,568.947
2002-05-16,571.166
2002-05-17,575.599
2002-05-20,569.795
2002-05-21,564.78
2002-05-22,565.703
2002-05-23,568.458
2002-05-24,564.532
2002-05-27,564.225
2002-05-28,561.354
2002-05-29,558.918
2002-05-30,556.361
2002-05-31,557.992
2002-06-03,548.148
2002-06-04,545.746
2002-06-05,546.699
2002-06-06,539.956
2002-06-07,536.709
2002-06-10,537.874
2002-06-11,533.02
2002-06-12,532.608
2002-06-13,526.983
2002-06-14,522.231
2002-06-17,537.044
2002-06-18,537.25
2002-06-19,529.446
2002-06-20,522.54
2002-06-21,516.508
2002-06-24,515.154
2002-06-25,512.353
2002-06-26,511.089
2002-06-27,518.22
2002-06-28,523.769
2002-07-01,517.125
2002-07-02,504.976
2002-07-03,502.013
2002-07-04,505.447
2002-07-05,523.175
2002-07-08,520.906
2002-07-09,511.819
2002-07-10,494.707
2002-07-11,491.056
2002-07-12,489.42
2002-07-15,481.96
2002-07-16,477.138
2002-07-17,484.029
2002-07-18,477.719
2002-07-19,459.419
2002-07-22,440.556
2002-07-23,428.151
2002-07-24,442.553
2002-07-25,447.191
2002-07-26,452.914
2002-07-29,476.372
2002-07-30,478.329
2002-07-31,482.133
2002-08-01,466.426
2002-08-02,460.359
2002-08-05,445.388
2002-08-06,456.867
2002-08-07,462.789
2002-08-08,478.733
2002-08-09,482.789
2002-08-12,478.262
2002-08-13,473.438
2002-08-14,483.126
2002-08-15,490.553
2002-08-16,491.429
2002-08-19,502.511
2002-08-20,495.292
2002-08-21,501.582
2002-08-22,507.885
2002-08-23,497.808
2002-08-26,499.01
2002-08-27,498.544
2002-08-28,486.733
2002-08-29,484.519
2002-08-30,484.911
2002-09-02,482.66
2002-09-03,464.297
2002-09-04,470.035
2002-09-05,464.417
2002-09-06,472.917
2002-09-09,473.91
2002-09-10,478.998
2002-09-11,481.928
2002-09-12,469.066
2002-09-13,467.204
2002-09-16,466.881
2002-09-17,459.175
2002-09-18,453.312
2002-09-19,442.235
2002-09-20,442.948
2002-09-23,434.563
2002-09-24,427.8
2002-09-25,436.363
2002-09-26,447.568
2002-09-27,437.458
2002-09-30,428.443
2002-10-01,442.063
2002-10-02,439.466
2002-10-03,434.851
2002-10-04,424.673
2002-10-07,418.004
2002-10-08,419.949
2002-10-09,412.647
2002-10-10,424.944
2002-10-11,442.787
2002-10-14,443.862
2002-10-15,465.952
2002-10-16,456.343
2002-10-17,466.336
2002-10-18,467.427
2002-10-21,472.406
2002-10-22,468.658
2002-10-23,465.936
2002-10-24,464.582
2002-10-25,469.625
2002-10-28,469.844
2002-10-29,460.948
2002-10-30,467.396
2002-10-31,468.57
2002-11-01,472.529
2002-11-04,480.233
2002-11-05,484.477
2002-11-06,484.966
2002-11-07,476.55
2002-11-08,473.042
2002-11-11,465.321
2002-11-12,469.435
2002-11-13,467.617
2002-11-14,477.621
2002-11-15,480.974
2002-11-18,479.286
2002-11-19,477.841
2002-11-20,482.447
2002-11-21,493.4
2002-11-22,492.004
2002-11-25,490.71
2002-11-26,480.913
2002-11-27,492.508
2002-11-28,494.414
2002-11-29,492.679
2002-12-02,492.39
2002-12-03,484.705
2002-12-04,483.531
2002-12-05,477.876
2002-12-06,480.472
2002-12-09,470.276
2002-12-10,475.365
2002-12-11,476.779
2002-12-12,474.369
2002-12-13,469.242
2002-12-16,480.434
2002-12-17,476.952
2002-12-18,469.507
2002-12-19,466.538
2002-12-20,472.104
2002-12-23,473.412
2002-12-24,472.272
2002-12-25,472.272
2002-12-26,471.263
2002-12-27,462.388
2002-12-30,465.74
2002-12-31,467.41
2003-01-01,467.41
2003-01-02,480.547
2003-01-03,482.245
2003-01-06,491.25
2003-01-07,487.104
2003-01-08,480.072
2003-01-09,488.283
2003-01-10,489.497
2003-01-13,489.565
2003-01-14,492.725
2003-01-15,485.713
2003-01-16,484.01
2003-01-17,477.117
2003-01-20,474.973
2003-01-21,468.702
2003-01-22,463.164
2003-01-23,465.724
2003-01-24,455.853
2003-01-27,446.292
2003-01-28,450.112
2003-01-29,453.555
2003-01-30,448.68
2003-01-31,452.621
2003-02-03,456.814
2003-02-04,449.617
2003-02-05,450.321
2003-02-06,445.079
2003-02-07,440.766
2003-02-10,441.325
2003-02-11,441.592
2003-02-12,435.951
2003-02-13,435.917
2003-02-14,443.8
2003-02-17,445.967
2003-02-18,452.535
2003-02-19,447.991
2003-02-20,445.109
2003-02-21,450.114
2003-02-24,442.839
2003-02-25,440.712
2003-02-26,436.818
2003-02-27,440.764
2003-02-28,444.616
2003-03-03,443.974
2003-03-04,437.277
2003-03-05,439.783
2003-03-06,435.625
2003-03-07,436.01
2003-03-10,425.511
2003-03-11,423.272
2003-03-12,419.718
2003-03-13,434.775
2003-03-14,439.631
2003-03-17,453.236
2003-03-18,454.267
2003-03-19,458.912
2003-03-20,459.197
2003-03-21,469.794
2003-03-24,454.202
2003-03-25,459.783
2003-03-26,458.22
2003-03-27,455.706
2003-03-28,453.942
2003-03-31,445.258
2003-04-01,450.973
2003-04-02,462.089
2003-04-03,461.203
2003-04-04,463.761
2003-04-07,467.86
2003-04-08,465.954
2003-04-09,461.833
2003-04-10,462.462
2003-04-11,461.795
2003-04-14,469.609
2003-04-15,474.189
2003-04-16,469.779
2003-04-17,476.094
2003-04-18,476.094
2003-04-21,474.481
2003-04-22,483.78
2003-04-23,488.312
2003-04-24,483.838
2003-04-25,477.595
2003-04-28,486.356
2003-04-29,487.032
2003-04-30,488.391
2003-05-01,489.196
2003-05-02,494.194
2003-05-05,494.653
2003-05-06,500.196
2003-05-07,496.755
2003-05-08,491.229
2003-05-09,497.724
2003-05-12,503.009
2003-05-13,501.914
2003-05-14,501.091
2003-05-15,504.973
2003-05-16,505.531
2003-05-19,494.448
2003-05-20,494.416
2003-05-21,495.045
2003-05-22,499.739
2003-05-23,500.476
2003-05-26,500.894
2003-05-27,508.074
2003-05-28,510.316
2003-05-29,510.708
2003-05-30,513.989
2003-06-02,518.495
2003-06-03,519.316
2003-06-04,525.628
2003-06-05,527.819
2003-06-06,528.619
2003-06-09,523.377
2003-06-10,526.34
2003-06-11,534.387
2003-06-12,535.832
2003-06-13,531.306
2003-06-16,542.55
2003-06-17,544.606
2003-06-18,543.66
2003-06-19,535.403
2003-06-20,536.132
2003-06-23,527.216
2003-06-24,526.932
2003-06-25,525.178
2003-06-26,526.93
2003-06-27,523.345
2003-06-30,521.317
2003-07-01,522.62
2003-07-02,528.591
2003-07-03,526.788
2003-07-04,525.794
2003-07-07,534.024
2003-07-08,533.504
2003-07-09,530.376
2003-07-10,524.593
2003-07-11,529.433
2003-07-14,533.931
2003-07-15,530.384
2003-07-16,527.122
2003-07-17,520.806
2003-07-18,525.169
2003-07-21,519.929
2003-07-22,524.135
2003-07-23,525.684
2003-07-24,526.603
2003-07-25,532.241
2003-07-28,532.998
2003-07-29,529.754
2003-07-30,528.118
2003-07-31,528.985
2003-08-01,523.465
2003-08-04,524.488
2003-08-05,519.502
2003-08-06,518.336
2003-08-07,522.022
2003-08-08,524.049
