Date,KOKUSAI INDEX (WORLD ex JP) LARGE CAP Large Cap
2003-08-11,526.177
2003-08-12,530.112
2003-08-13,528.359
2003-08-14,532.197
2003-08-15,532.553
2003-08-18,535.876
2003-08-19,535.492
2003-08-20,534.421
2003-08-21,534.149
2003-08-22,529.618
2003-08-25,529.293
2003-08-26,528.65
2003-08-27,530.007
2003-08-28,532.695
2003-08-29,534.022
2003-09-01,535.933
2003-09-02,539.726
2003-09-03,543.483
2003-09-04,545.222
2003-09-05,544.085
2003-09-08,549.79
2003-09-09,546.32
2003-09-10,541.215
2003-09-11,543.253
2003-09-12,544.445
2003-09-15,543.456
2003-09-16,548.774
2003-09-17,549.055
2003-09-18,555.318
2003-09-19,553.652
2003-09-22,547.943
2003-09-23,549.507
2003-09-24,542.781
2003-09-25,540.36
2003-09-26,536.311
2003-09-29,539.442
2003-09-30,534.455
2003-10-01,545.934
2003-10-02,547.362
2003-10-03,553.46
2003-10-06,554.825
2003-10-07,556.856
2003-10-08,555.144
2003-10-09,559.101
2003-10-10,559.23
2003-10-13,562.903
2003-10-14,563.996
2003-10-15,563.911
2003-10-16,565.444
2003-10-17,560.669
2003-10-20,563.001
2003-10-21,564.268
2003-10-22,557.251
2003-10-23,556.572
2003-10-24,555.21
2003-10-27,556.489
2003-10-28,562.645
2003-10-29,563.541
2003-10-30,564.181
2003-10-31,564.608
2003-11-03,568.034
2003-11-04,565.51
2003-11-05,563.797
2003-11-06,565.742
2003-11-07,566.442
2003-11-10,563.608
2003-11-11,562.877
2003-11-12,569.547
2003-11-13,571.276
2003-11-14,570.648
2003-11-17,565.252
2003-11-18,563.768
2003-11-19,566.409
2003-11-20,563.022
2003-11-21,564.019
2003-11-24,570.511
2003-11-25,571.267
2003-11-26,574.122
2003-11-27,574.54
2003-11-28,574.886
2003-12-01,581.623
2003-12-02,581.544
2003-12-03,582.629
2003-12-04,583.451
2003-12-05,580.643
2003-12-08,583.609
2003-12-09,581.646
2003-12-10,580.723
2003-12-11,584.476
2003-12-12,587.314
2003-12-15,586.407
2003-12-16,588.743
2003-12-17,590.079
2003-12-18,595.996
2003-12-19,596.269
2003-12-22,598.09
2003-12-23,600.131
2003-12-24,600.654
2003-12-25,600.654
2003-12-26,601.292
2003-12-29,607.569
2003-12-30,609.106
2003-12-31,612.008
2004-01-01,612.008
2004-01-02,613.176
2004-01-05,620.817
2004-01-06,622.611
2004-01-07,621.666
2004-01-08,626.008
2004-01-09,623.165
2004-01-12,623.981
2004-01-13,622.087
2004-01-14,625.082
2004-01-15,623.948
2004-01-16,625.173
2004-01-19,625.333
2004-01-20,627.515
2004-01-21,632.781
2004-01-22,633.381
2004-01-23,631.758
2004-01-26,634.282
2004-01-27,631.041
2004-01-28,625.815
2004-01-29,622.231
2004-01-30,620.925
2004-02-02,623.078
2004-02-03,624.878
2004-02-04,620.48
2004-02-05,621.92
2004-02-06,629.565
2004-02-09,630.996
2004-02-10,633.387
2004-02-11,637.783
2004-02-12,637.841
2004-02-13,634.995
2004-02-16,635.582
2004-02-17,641.825
2004-02-18,639.957
2004-02-19,638.512
2004-02-20,634.263
2004-02-23,633.542
2004-02-24,632.804
2004-02-25,633.339
2004-02-26,632.028
2004-02-27,631.941
2004-03-01,638.093
2004-03-02,633.94
2004-03-03,630.908
2004-03-04,634.371
2004-03-05,638.612
2004-03-08,635.048
2004-03-09,631.906
2004-03-10,622.595
2004-03-11,611.386
2004-03-12,615.087
2004-03-15,606.416
2004-03-16,611.95
2004-03-17,616.857
2004-03-18,615.99
2004-03-19,611.908
2004-03-22,603.53
2004-03-23,602.263
2004-03-24,599.344
2004-03-25,607.362
2004-03-26,606.354
2004-03-29,614.543
2004-03-30,617.067
2004-03-31,617.597
2004-04-01,623.67
2004-04-02,627.026
2004-04-05,629.382
2004-04-06,628.536
2004-04-07,627.17
2004-04-08,626.577
2004-04-09,626.577
2004-04-12,628.703
2004-04-13,621.941
2004-04-14,618.13
2004-04-15,618.484
2004-04-16,623.311
2004-04-19,624.264
2004-04-20,617.153
2004-04-21,616.362
2004-04-22,622.365
2004-04-23,623.01
2004-04-26,622.629
2004-04-27,624.065
2004-04-28,614.194
2004-04-29,611.661
2004-04-30,608.773
2004-05-03,612.969
2004-05-04,617.479
2004-05-05,619.887
2004-05-06,613.996
2004-05-07,605.838
2004-05-10,595.282
2004-05-11,599.545
2004-05-12,600.037
2004-05-13,600.095
2004-05-14,599.043
2004-05-17,594.467
2004-05-18,597.668
2004-05-19,601.717
2004-05-20,598.911
2004-05-21,601.71
2004-05-24,602.455
2004-05-25,609.817
2004-05-26,611.933
2004-05-27,618.463
2004-05-28,615.957
2004-05-31,616.585
2004-06-01,615.727
2004-06-02,618.686
2004-06-03,615.839
2004-06-04,619.352
2004-06-07,628.596
2004-06-08,629.018
2004-06-09,622.194
2004-06-10,624.542
2004-06-11,622.938
2004-06-14,617.432
2004-06-15,621.062
2004-06-16,622.731
2004-06-17,622.998
2004-06-18,625.804
2004-06-21,623.293
2004-06-22,622.247
2004-06-23,626.349
2004-06-24,628.024
2004-06-25,624.062
2004-06-28,626.221
2004-06-29,624.913
2004-06-30,625.914
2004-07-01,621.605
2004-07-02,621.562
2004-07-05,621.096
2004-07-06,617.306
2004-07-07,619.566
2004-07-08,618.022
2004-07-09,619.047
2004-07-12,619.074
2004-07-13,618.177
2004-07-14,617.498
2004-07-15,612.685
2004-07-16,612.688
2004-07-19,611.34
2004-07-20,613.401
2004-07-21,607.835
2004-07-22,606.858
2004-07-23,600.905
2004-07-26,598.926
2004-07-27,602.716
2004-07-28,603.321
2004-07-29,608.141
2004-07-30,608.518
2004-08-02,610.097
2004-08-03,609.378
2004-08-04,607.344
2004-08-05,601.255
2004-08-06,594.846
2004-08-09,593.527
2004-08-10,600.386
2004-08-11,596.529
2004-08-12,592.038
2004-08-13,594.123
2004-08-16,600.775
2004-08-17,601.527
2004-08-18,605.725
2004-08-19,606.453
2004-08-20,608.106
2004-08-23,607.895
2004-08-24,606.335
2004-08-25,609.767
2004-08-26,611.017
2004-08-27,612.968
2004-08-30,609.585
2004-08-31,611.446
2004-09-01,614.046
2004-09-02,618.65
2004-09-03,616.676
2004-09-06,617.799
2004-09-07,620.44
2004-09-08,619.548
2004-09-09,619.611
2004-09-10,624.288
2004-09-13,625.897
2004-09-14,627.167
2004-09-15,621.655
2004-09-16,623.549
2004-09-17,626.732
2004-09-20,623.666
2004-09-21,629.161
2004-09-22,622.265
2004-09-23,620.088
2004-09-24,620.378
2004-09-27,617.224
2004-09-28,621.072
2004-09-29,623.668
2004-09-30,623.573
2004-10-01,632.823
2004-10-04,633.866
2004-10-05,635.079
2004-10-06,637.776
2004-10-07,633.32
2004-10-08,631.742
2004-10-11,631.954
2004-10-12,628.164
2004-10-13,625.093
2004-10-14,622.286
2004-10-15,625.086
2004-10-18,626.991
2004-10-19,625.206
2004-10-20,624.832
2004-10-21,626.602
2004-10-22,622.708
2004-10-25,620.922
2004-10-26,627.597
2004-10-27,635.313
2004-10-28,637.35
2004-10-29,637.413
2004-11-01,639.614
2004-11-02,640.81
2004-11-03,648.304
2004-11-04,655.449
2004-11-05,658.77
2004-11-08,658.765
2004-11-09,657.631
2004-11-10,657.535
2004-11-11,662.98
2004-11-12,668.121
2004-11-15,668.103
2004-11-16,664.682
2004-11-17,670.136
2004-11-18,669.56
2004-11-19,664.379
2004-11-22,665.143
2004-11-23,666.04
2004-11-24,668.575
2004-11-25,671.839
2004-11-26,672.054
2004-11-29,670.938
2004-11-30,667.898
2004-12-01,677.257
2004-12-02,677.645
2004-12-03,678.611
2004-12-06,678.128
2004-12-07,674.27
2004-12-08,672.509
2004-12-09,672.827
2004-12-10,672.484
2004-12-13,679.392
2004-12-14,680.977
2004-12-15,684.351
2004-12-16,681.943
2004-12-17,676.159
2004-12-20,680.494
2004-12-21,683.154
2004-12-22,686.474
2004-12-23,688.879
2004-12-24,690.216
2004-12-27,689.722
2004-12-28,692.485
2004-12-29,691.835
2004-12-30,692.905
2004-12-31,691.83
2005-01-03,687.461
2005-01-04,680.213
2005-01-05,676.817
2005-01-06,677.489
2005-01-07,676.248
2005-01-10,678.767
2005-01-11,675.546
2005-01-12,677.994
2005-01-13,673.342
2005-01-14,674.428
2005-01-17,675.23
2005-01-18,678.141
2005-01-19,674.557
2005-01-20,668.73
2005-01-21,666.989
2005-01-24,666.666
2005-01-25,668.206
2005-01-26,672.68
2005-01-27,673.177
2005-01-28,670.647
2005-01-31,675.911
2005-02-01,680.133
2005-02-02,682.576
2005-02-03,679.51
2005-02-04,686.102
2005-02-07,685.256
2005-02-08,684.639
2005-02-09,681.633
2005-02-10,685.838
2005-02-11,690.626
2005-02-14,693.111
2005-02-15,695.18
2005-02-16,694.264
2005-02-17,692.848
2005-02-18,693.775
2005-02-21,694.044
2005-02-22,689.13
2005-02-23,689.299
2005-02-24,692.239
2005-02-25,698.936
2005-02-28,697.269
2005-03-01,699.585
2005-03-02,698.688
2005-03-03,699.043
2005-03-04,707.255
2005-03-07,707.004
2005-03-08,707.189
2005-03-09,701.896
2005-03-10,701.248
2005-03-11,699.482
2005-03-14,699.994
2005-03-15,697.918
2005-03-16,693.742
2005-03-17,693.771
2005-03-18,692.582
2005-03-21,687.831
2005-03-22,684.499
2005-03-23,679.789
2005-03-24,679.448
2005-03-25,679.448
2005-03-28,679.103
2005-03-29,677.417
2005-03-30,683.293
2005-03-31,683.71
2005-04-01,681.212
2005-04-04,678.839
2005-04-05,683.091
2005-04-06,685.088
2005-04-07,689.556
2005-04-08,685.681
2005-04-11,687.125
2005-04-12,687.026
2005-04-13,683.741
2005-04-14,677.67
2005-04-15,669.828
2005-04-18,667.783
2005-04-19,672.3
2005-04-20,666.664
2005-04-21,675.072
2005-04-22,674.116
2005-04-25,676.666
2005-04-26,672.326
2005-04-27,671.392
2005-04-28,666.602
2005-04-29,671.956
2005-05-02,673.423
2005-05-03,674.85
2005-05-04,682.887
2005-05-05,683.057
2005-05-06,682.05
2005-05-09,683.415
2005-05-10,678.268
2005-05-11,678.286
2005-05-12,674.01
2005-05-13,670.664
2005-05-16,672.855
2005-05-17,676.134
2005-05-18,683.217
2005-05-19,686.363
2005-05-20,684.356
2005-05-23,687.975
2005-05-24,688.437
2005-05-25,686.845
2005-05-26,689.671
2005-05-27,690.745
2005-05-30,691.118
2005-05-31,685.259
2005-06-01,691.311
2005-06-02,692.48
2005-06-03,688.869
2005-06-06,689.051
2005-06-07,691.533
2005-06-08,691.405
2005-06-09,691.045
2005-06-10,690.117
2005-06-13,690.233
2005-06-14,691.602
2005-06-15,693.257
2005-06-16,695.724
2005-06-17,701.278
2005-06-20,699.824
2005-06-21,700.062
2005-06-22,700.653
2005-06-23,695.315
2005-06-24,691.015
2005-06-27,689.965
2005-06-28,694.18
2005-06-29,693.801
2005-06-30,690.294
2005-07-01,689.99
2005-07-04,689.635
2005-07-05,692.813
2005-07-06,691.329
2005-07-07,688.367
2005-07-08,696.414
2005-07-11,703.105
2005-07-12,706.044
2005-07-13,705.899
2005-07-14,708.698
2005-07-15,707.5
2005-07-18,704.628
2005-07-19,706.982
2005-07-20,708.961
2005-07-21,708.896
2005-07-22,711.35
2005-07-25,709.786
2005-07-26,709.482
2005-07-27,712.897
2005-07-28,717.247
2005-07-29,714.941
2005-08-01,716.934
2005-08-02,722.672
2005-08-03,724.845
2005-08-04,720.992
2005-08-05,715.971
2005-08-08,717.412
2005-08-09,721.559
2005-08-10,724.153
2005-08-11,728.368
2005-08-12,725.306
2005-08-15,724.737
2005-08-16,718.288
2005-08-17,717.376
2005-08-18,712.949
2005-08-19,715.288
2005-08-22,718.232
2005-08-23,714.435
2005-08-24,711.249
2005-08-25,711.31
2005-08-26,707.685
2005-08-29,709.718
2005-08-30,707.119
2005-08-31,715.516
2005-09-01,721.723
2005-09-02,721.8
2005-09-05,722.674
2005-09-06,729.544
2005-09-07,730.881
2005-09-08,728.282
2005-09-09,733.112
2005-09-12,729.927
2005-09-13,724.964
2005-09-14,725.39
2005-09-15,723.834
2005-09-16,729.402
2005-09-19,726.927
2005-09-20,724.698
2005-09-21,719.458
2005-09-22,718.469
2005-09-23,717.912
2005-09-26,720.833
2005-09-27,719.453
2005-09-28,722.016
2005-09-29,725.204
2005-09-30,727.311
2005-10-03,725.423
2005-10-04,721.964
2005-10-05,712.581
2005-10-06,710.66
2005-10-07,710.83
2005-10-10,707.696
2005-10-11,706.198
2005-10-12,702.877
2005-10-13,698.017
2005-10-14,704.506
2005-10-17,705.025
2005-10-18,698.112
2005-10-19,701.897
2005-10-20,695.969
2005-10-21,696.271
2005-10-24,704.953
2005-10-25,706.007
2005-10-26,705.019
2005-10-27,699.346
2005-10-28,705.227
2005-10-31,711.56
2005-11-01,710.479
2005-11-02,717.106
2005-11-03,722.242
2005-11-04,718.143
2005-11-07,719.421
