Date,KOKUSAI INDEX (WORLD ex JP) LARGE CAP Large Cap
2017-01-31,1473.794
2017-02-28,1519.992
2017-03-31,1539.679
2017-04-28,1562.543
2017-05-31,1596.971
2017-06-30,1601.992
2017-07-31,1641.707
2017-08-31,1646.016
2017-09-29,1683.38
2017-10-31,1712.267
2017-11-30,1748.429
2017-12-29,1773.016
2018-01-31,1870.896
2018-02-28,1789.695
2018-03-30,1746.51
2018-04-30,1769.634
2018-05-31,1785.42
2018-06-29,1790.725
2018-07-31,1855.317
2018-08-31,1881.992
2018-09-28,1892.913
2018-10-31,1763.779
2018-11-30,1789.069
2018-12-31,1652.648
2019-01-31,1778.399
2019-02-28,1836.21
2019-03-29,1865.679
2019-04-30,1936.876
2019-05-31,1822.865
2019-06-28,1948.601
2019-07-31,1960.512
2019-08-30,1922.137
2019-09-30,1959.989
2019-10-31,2006.753
2019-11-29,2067.601
2019-12-31,2134.52
2020-01-31,2125.475
2020-02-28,1950.09
2020-03-31,1703.032
2020-04-30,1894.131
2020-05-29,1977.757
2020-06-30,2036.304
2020-07-31,2143.099
2020-08-31,2294.949
2020-09-30,2202.83
2020-10-30,2123.632
2020-11-30,2389.399
2020-12-31,2487.27
2021-01-29,2461.333
2021-02-26,2520.222
2021-03-31,2616.588
2021-04-30,2751.945
2021-05-31,2791.841
2021-06-30,2844.349
2021-07-30,2905.985
2021-08-31,2977.873
2021-09-30,2839.952
2021-10-29,3025.479
2021-11-30,2967.955
2021-12-31,3101.258
2022-01-31,2949.614
2022-02-28,2864.506
2022-03-31,2957.91
2022-04-29,2710.171
2022-05-31,2713.337
2022-06-30,2485.713
2022-07-29,2685.605
2022-08-31,2569.005
2022-09-30,2337.564
2022-10-31,2511.995
2022-11-30,2681.042
2022-12-30,2555.525
2023-01-31,2731.158
2023-02-28,2670.628
2023-03-31,2774.481
2023-04-28,2833.78
2023-05-31,2814.196
2023-06-30,2986.753
2023-07-31,3084.251
2023-08-31,3019.244
2023-09-29,2887.977
2023-10-31,2819.847
2023-11-30,3082.923
2023-12-29,3223.413
2024-01-31,3270.714
2024-02-29,3413.918
2024-03-29,3520.581
2024-04-30,3398.282
2024-05-31,3567.845
2024-06-28,3669.366
2024-07-31,3709.277
2024-08-30,3813.939
2024-09-30,3886.443
2024-10-31,3816.645
2024-11-29,3990.642
2024-12-31,3905.522
2025-01-31,4043.614
2025-02-28,4023.067
2025-03-31,3826.818
2025-04-30,3852.555
2025-05-30,4088.85
2025-06-30,4277.033
2025-07-31,4342.107
2025-08-29,4446.37
2025-09-30,4610.589
2025-10-31,4714.846
