Date,KOKUSAI INDEX (WORLD ex JP) LARGE CAP Large Cap
2002-01-30,580.211
2002-01-31,587.998
2002-02-01,585.581
2002-02-04,575.137
2002-02-05,570.586
2002-02-06,566.166
2002-02-07,567.131
2002-02-08,573.432
2002-02-11,581.513
2002-02-12,579.027
2002-02-13,583.21
2002-02-14,584.408
2002-02-15,578.787
2002-02-18,577.177
2002-02-19,567.154
2002-02-20,570.29
2002-02-21,566.245
2002-02-22,568.08
2002-02-25,576.378
2002-02-26,576.946
2002-02-27,579.346
2002-02-28,578.461
2002-03-01,588.988
2002-03-04,601.39
2002-03-05,598.338
2002-03-06,605.56
2002-03-07,606.433
2002-03-08,608.889
2002-03-11,608.732
2002-03-12,605.217
2002-03-13,601.997
2002-03-14,603.317
2002-03-15,609.785
2002-03-18,610.412
2002-03-19,612.789
2002-03-20,605.39
2002-03-21,604.919
2002-03-22,603.775
2002-03-25,596.125
2002-03-26,598.245
2002-03-27,599.404
2002-03-28,602.506
2002-03-29,602.506
2002-04-01,604.054
2002-04-02,599.789
2002-04-03,595.7
2002-04-04,594.231
2002-04-05,592.549
2002-04-08,589.146
2002-04-09,587.106
2002-04-10,593.366
2002-04-11,581.67
2002-04-12,584.537
2002-04-15,583.455
2002-04-16,596.216
2002-04-17,596.984
2002-04-18,595.737
2002-04-19,596.199
2002-04-22,588.462
2002-04-23,585.414
2002-04-24,582.675
2002-04-25,581.126
2002-04-26,574.84
2002-04-29,571.146
2002-04-30,575.793
2002-05-01,579.84
2002-05-02,577.877
2002-05-03,574.67
2002-05-06,567.624
2002-05-07,563.521
2002-05-08,580.706
2002-05-09,574.603
2002-05-10,567.474
2002-05-13,575.685
2002-05-14,583.979
2002-05-15,584.731
2002-05-16,587.009
2002-05-17,591.504
2002-05-20,585.48
2002-05-21,580.325
2002-05-22,581.248
2002-05-23,584.069
2002-05-24,580.026
2002-05-27,579.71
2002-05-28,576.759
2002-05-29,574.219
2002-05-30,571.58
2002-05-31,573.242
2002-06-03,563.116
2002-06-04,560.637
2002-06-05,561.573
2002-06-06,554.638
2002-06-07,551.287
2002-06-10,552.482
2002-06-11,547.494
2002-06-12,547.054
2002-06-13,541.271
2002-06-14,536.387
2002-06-17,551.598
2002-06-18,551.808
2002-06-19,543.789
2002-06-20,536.694
2002-06-21,530.498
2002-06-24,529.068
2002-06-25,526.192
2002-06-26,524.828
2002-06-27,532.148
2002-06-28,537.846
2002-07-01,531.006
2002-07-02,518.506
2002-07-03,515.462
2002-07-04,518.988
2002-07-05,537.189
2002-07-08,534.829
2002-07-09,525.489
2002-07-10,507.913
2002-07-11,504.158
2002-07-12,502.479
2002-07-15,494.819
2002-07-16,489.869
2002-07-17,496.933
2002-07-18,490.452
2002-07-19,471.664
2002-07-22,452.296
2002-07-23,439.56
2002-07-24,454.345
2002-07-25,459.107
2002-07-26,464.982
2002-07-29,489.054
2002-07-30,491.06
2002-07-31,494.952
2002-08-01,478.82
2002-08-02,472.573
2002-08-05,457.203
2002-08-06,468.986
2002-08-07,475.045
2002-08-08,491.413
2002-08-09,495.542
2002-08-12,490.892
2002-08-13,485.927
2002-08-14,495.848
2002-08-15,503.458
2002-08-16,504.344
2002-08-19,515.717
2002-08-20,508.307
2002-08-21,514.755
2002-08-22,521.223
2002-08-23,510.878
2002-08-26,512.095
2002-08-27,511.615
2002-08-28,499.478
2002-08-29,497.198
2002-08-30,497.596
2002-09-02,495.281
2002-09-03,476.437
2002-09-04,482.287
2002-09-05,476.518
2002-09-06,485.238
2002-09-09,486.255
2002-09-10,491.475
2002-09-11,494.466
2002-09-12,481.244
2002-09-13,479.334
2002-09-16,478.996
2002-09-17,471.089
2002-09-18,465.07
2002-09-19,453.704
2002-09-20,454.435
2002-09-23,445.832
2002-09-24,438.894
2002-09-25,447.653
2002-09-26,459.126
2002-09-27,448.752
2002-09-30,439.499
2002-10-01,453.47
2002-10-02,450.783
2002-10-03,446.048
2002-10-04,435.607
2002-10-07,428.766
2002-10-08,430.723
2002-10-09,423.226
2002-10-10,435.828
2002-10-11,454.128
2002-10-14,455.229
2002-10-15,477.885
2002-10-16,468.02
2002-10-17,478.266
2002-10-18,479.385
2002-10-21,484.489
2002-10-22,480.645
2002-10-23,477.852
2002-10-24,476.462
2002-10-25,481.634
2002-10-28,481.859
2002-10-29,472.724
2002-10-30,479.324
2002-10-31,480.497
2002-11-01,484.558
2002-11-04,492.455
2002-11-05,496.805
2002-11-06,497.283
2002-11-07,488.631
2002-11-08,485.028
2002-11-11,477.108
2002-11-12,481.322
2002-11-13,479.425
2002-11-14,489.664
2002-11-15,493.093
2002-11-18,491.349
2002-11-19,489.867
2002-11-20,494.584
2002-11-21,505.803
2002-11-22,504.372
2002-11-25,503.042
2002-11-26,492.98
2002-11-27,504.858
2002-11-28,506.812
2002-11-29,505.026
2002-12-02,504.73
2002-12-03,496.849
2002-12-04,495.611
2002-12-05,489.813
2002-12-06,492.472
2002-12-09,482.02
2002-12-10,487.234
2002-12-11,488.66
2002-12-12,486.187
2002-12-13,480.93
2002-12-16,492.381
2002-12-17,488.81
2002-12-18,481.176
2002-12-19,478.112
2002-12-20,483.816
2002-12-23,485.155
2002-12-24,483.986
2002-12-25,483.986
2002-12-26,482.952
2002-12-27,473.812
2002-12-30,477.243
2002-12-31,478.943
2003-01-01,478.943
2003-01-02,492.389
2003-01-03,494.127
2003-01-06,503.354
2003-01-07,499.101
2003-01-08,491.861
2003-01-09,500.269
2003-01-10,501.51
2003-01-13,501.575
2003-01-14,504.812
2003-01-15,497.609
2003-01-16,495.863
2003-01-17,488.801
2003-01-20,486.604
2003-01-21,480.18
2003-01-22,474.495
2003-01-23,477.116
2003-01-24,466.994
2003-01-27,457.2
2003-01-28,461.113
2003-01-29,464.621
2003-01-30,459.607
2003-01-31,463.644
2003-02-03,467.936
2003-02-04,460.564
2003-02-05,461.266
2003-02-06,455.865
2003-02-07,451.447
2003-02-10,452.019
2003-02-11,452.286
2003-02-12,446.472
2003-02-13,446.428
2003-02-14,454.501
2003-02-17,456.713
2003-02-18,463.429
2003-02-19,458.76
2003-02-20,455.806
2003-02-21,460.931
2003-02-24,453.48
2003-02-25,451.301
2003-02-26,447.272
2003-02-27,451.301
2003-02-28,455.245
2003-03-03,454.583
2003-03-04,447.725
2003-03-05,450.257
2003-03-06,445.995
2003-03-07,446.355
2003-03-10,435.605
2003-03-11,433.312
2003-03-12,429.634
2003-03-13,445.042
2003-03-14,450.013
2003-03-17,463.933
2003-03-18,464.987
2003-03-19,469.738
2003-03-20,470.029
2003-03-21,480.871
2003-03-24,464.911
2003-03-25,470.624
2003-03-26,469.01
2003-03-27,466.421
2003-03-28,464.585
2003-03-31,455.695
2003-04-01,461.543
2003-04-02,472.899
2003-04-03,471.991
2003-04-04,474.596
2003-04-07,478.789
2003-04-08,476.799
2003-04-09,472.537
2003-04-10,473.165
2003-04-11,472.473
2003-04-14,480.467
2003-04-15,485.143
2003-04-16,480.629
2003-04-17,487.043
2003-04-18,487.043
2003-04-21,485.391
2003-04-22,494.893
2003-04-23,499.523
2003-04-24,494.911
2003-04-25,488.512
2003-04-28,497.447
2003-04-29,498.131
2003-04-30,499.5
2003-05-01,500.305
2003-05-02,505.384
2003-05-05,505.849
2003-05-06,511.513
2003-05-07,507.961
2003-05-08,502.308
2003-05-09,508.904
2003-05-12,514.305
2003-05-13,513.17
2003-05-14,512.298
2003-05-15,516.248
2003-05-16,516.756
2003-05-19,505.41
2003-05-20,505.367
2003-05-21,506.0
2003-05-22,510.797
2003-05-23,511.548
2003-05-26,511.974
2003-05-27,519.31
2003-05-28,521.583
2003-05-29,521.965
2003-05-30,525.312
2003-06-02,529.904
2003-06-03,530.743
2003-06-04,537.155
2003-06-05,539.384
2003-06-06,540.177
2003-06-09,534.82
2003-06-10,537.844
2003-06-11,546.019
2003-06-12,547.475
2003-06-13,542.846
2003-06-16,554.331
2003-06-17,556.43
2003-06-18,555.458
2003-06-19,547.02
2003-06-20,547.763
2003-06-23,538.598
2003-06-24,538.307
2003-06-25,536.512
2003-06-26,538.255
2003-06-27,534.591
2003-06-30,532.518
2003-07-01,533.822
2003-07-02,539.918
2003-07-03,538.072
2003-07-04,537.055
2003-07-07,545.46
2003-07-08,544.887
2003-07-09,541.68
2003-07-10,535.772
2003-07-11,540.709
2003-07-14,545.302
2003-07-15,541.679
2003-07-16,538.337
2003-07-17,531.885
2003-07-18,536.34
2003-07-21,530.986
2003-07-22,535.282
2003-07-23,536.862
2003-07-24,537.8
2003-07-25,543.536
2003-07-28,544.31
2003-07-29,540.979
2003-07-30,539.295
2003-07-31,540.152
2003-08-01,534.51
2003-08-04,535.555
2003-08-05,530.461
2003-08-06,529.25
2003-08-07,533.011
2003-08-08,535.07
2003-08-11,537.211
2003-08-12,541.228
2003-08-13,539.394
2003-08-14,543.312
2003-08-15,543.651
2003-08-18,547.028
2003-08-19,546.633
2003-08-20,545.532
2003-08-21,545.253
2003-08-22,540.628
2003-08-25,540.285
2003-08-26,539.628
2003-08-27,540.994
2003-08-28,543.731
2003-08-29,545.077
2003-09-01,547.021
2003-09-02,550.89
2003-09-03,554.69
2003-09-04,556.46
2003-09-05,555.296
2003-09-08,561.113
2003-09-09,557.571
2003-09-10,552.35
2003-09-11,554.394
2003-09-12,555.61
2003-09-15,554.597
2003-09-16,560.022
2003-09-17,560.309
2003-09-18,566.699
2003-09-19,564.998
2003-09-22,559.17
2003-09-23,560.765
2003-09-24,553.901
2003-09-25,551.402
2003-09-26,547.248
2003-09-29,550.437
2003-09-30,545.348
2003-10-01,557.049
2003-10-02,558.491
2003-10-03,564.711
2003-10-06,566.104
2003-10-07,568.17
2003-10-08,566.376
2003-10-09,570.414
2003-10-10,570.534
2003-10-13,574.281
2003-10-14,575.395
2003-10-15,575.28
2003-10-16,576.842
2003-10-17,571.969
2003-10-20,574.347
2003-10-21,575.639
2003-10-22,568.469
2003-10-23,567.776
2003-10-24,566.386
2003-10-27,567.691
2003-10-28,573.97
2003-10-29,574.861
2003-10-30,575.476
2003-10-31,575.908
2003-11-03,579.398
2003-11-04,576.824
2003-11-05,575.056
2003-11-06,577.03
2003-11-07,577.708
2003-11-10,574.805
2003-11-11,574.059
2003-11-12,580.813
2003-11-13,582.575
2003-11-14,581.909
2003-11-17,576.393
2003-11-18,574.876
2003-11-19,577.562
2003-11-20,574.1
2003-11-21,575.111
2003-11-24,581.731
2003-11-25,582.488
2003-11-26,585.382
2003-11-27,585.808
2003-11-28,586.158
2003-12-01,593.018
2003-12-02,592.935
2003-12-03,594.007
2003-12-04,594.84
2003-12-05,591.975
2003-12-08,594.995
2003-12-09,592.992
2003-12-10,592.028
2003-12-11,595.844
2003-12-12,598.737
2003-12-15,597.807
2003-12-16,600.186
2003-12-17,601.544
2003-12-18,607.555
2003-12-19,607.832
2003-12-22,609.688
2003-12-23,611.766
2003-12-24,612.299
2003-12-25,612.299
2003-12-26,612.949
2003-12-29,619.299
2003-12-30,620.851
2003-12-31,623.806
2004-01-01,623.806
2004-01-02,624.981
2004-01-05,632.768
2004-01-06,634.59
2004-01-07,633.593
2004-01-08,638.013
2004-01-09,635.114
2004-01-12,635.941
2004-01-13,634.005
2004-01-14,637.054
2004-01-15,635.895
2004-01-16,637.144
2004-01-19,637.306
2004-01-20,639.53
2004-01-21,644.886
2004-01-22,645.494
2004-01-23,643.828
2004-01-26,646.4
2004-01-27,643.096
2004-01-28,637.749
2004-01-29,634.062
2004-01-30,632.731
2004-02-02,634.921
2004-02-03,636.755
2004-02-04,632.253
2004-02-05,633.717
2004-02-06,641.501
2004-02-09,642.933
2004-02-10,645.366
2004-02-11,649.794
2004-02-12,649.843
2004-02-13,646.932
2004-02-16,647.516
2004-02-17,653.873
2004-02-18,651.955
2004-02-19,650.48
2004-02-20,646.149
2004-02-23,645.411
2004-02-24,644.659
2004-02-25,645.185
2004-02-26,643.812
2004-02-27,643.691
2004-03-01,649.95
2004-03-02,645.713
2004-03-03,642.587
2004-03-04,646.111
2004-03-05,650.431
2004-03-08,646.796
2004-03-09,643.591
2004-03-10,634.095
2004-03-11,622.637
2004-03-12,626.407
2004-03-15,617.572
2004-03-16,623.206
2004-03-17,628.195
2004-03-18,627.312
2004-03-19,623.15
2004-03-22,614.611
2004-03-23,613.299
2004-03-24,610.321
2004-03-25,618.482
2004-03-26,617.457
2004-03-29,625.758
2004-03-30,628.325
2004-03-31,628.853
2004-04-01,635.025
2004-04-02,638.433
2004-04-05,640.832
2004-04-06,639.927
2004-04-07,638.532
2004-04-08,637.904
2004-04-09,637.904
2004-04-12,640.065
2004-04-13,633.158
2004-04-14,629.276
2004-04-15,629.635
2004-04-16,634.504
2004-04-19,635.465
2004-04-20,628.222
2004-04-21,627.407
2004-04-22,633.507
2004-04-23,634.159
2004-04-26,633.733
2004-04-27,635.192
2004-04-28,625.083
2004-04-29,622.437
2004-04-30,619.473
2004-05-03,623.707
2004-05-04,628.295
2004-05-05,630.721
2004-05-06,624.708
2004-05-07,616.4
2004-05-10,605.654
2004-05-11,609.956
2004-05-12,610.411
2004-05-13,610.461
2004-05-14,609.348
2004-05-17,604.679
2004-05-18,607.912
2004-05-19,612.008
2004-05-20,609.152
2004-05-21,611.997
2004-05-24,612.648
2004-05-25,620.128
2004-05-26,622.261
2004-05-27,628.882
2004-05-28,626.311
2004-05-31,626.947
2004-06-01,626.068
2004-06-02,629.029
2004-06-03,626.124
2004-06-04,629.685
2004-06-07,639.063
2004-06-08,639.484
2004-06-09,632.511
2004-06-10,634.893
2004-06-11,633.291
2004-06-14,627.661
2004-06-15,631.315
2004-06-16,633.01
2004-06-17,633.282
2004-06-18,636.134
2004-06-21,633.54
2004-06-22,632.474
2004-06-23,636.642
2004-06-24,638.309
2004-06-25,634.281
2004-06-28,636.452
2004-06-29,635.121
2004-06-30,636.126
2004-07-01,631.721
2004-07-02,631.672
2004-07-05,631.198
2004-07-06,627.347
2004-07-07,629.61
2004-07-08,628.034
2004-07-09,629.069
2004-07-12,629.087
2004-07-13,628.169
2004-07-14,627.482
2004-07-15,622.588
2004-07-16,622.589
2004-07-19,621.219
2004-07-20,623.313
2004-07-21,617.645
2004-07-22,616.648
2004-07-23,610.597
2004-07-26,608.586
2004-07-27,612.437
2004-07-28,613.029
2004-07-29,617.888
2004-07-30,618.249
2004-08-02,619.851
2004-08-03,619.109
2004-08-04,617.019
2004-08-05,610.83
2004-08-06,604.3
2004-08-09,602.961
2004-08-10,609.925
2004-08-11,605.932
2004-08-12,601.367
2004-08-13,603.474
2004-08-16,610.208
2004-08-17,610.96
2004-08-18,615.206
2004-08-19,615.943
2004-08-20,617.621
2004-08-23,617.396
2004-08-24,615.808
2004-08-25,619.287
2004-08-26,620.556
2004-08-27,622.523
2004-08-30,619.067
2004-08-31,620.953
2004-09-01,623.546
2004-09-02,628.22
2004-09-03,626.212
2004-09-06,627.353
2004-09-07,630.032
2004-09-08,629.107
2004-09-09,629.168
2004-09-10,633.916
2004-09-13,635.511
2004-09-14,636.798
2004-09-15,631.202
2004-09-16,633.121
2004-09-17,636.353
2004-09-20,633.238
2004-09-21,638.815
2004-09-22,631.812
2004-09-23,629.572
2004-09-24,629.865
2004-09-27,626.656
2004-09-28,630.539
2004-09-29,633.163
2004-09-30,633.064
2004-10-01,642.452
2004-10-04,643.494
2004-10-05,644.725
2004-10-06,647.421
2004-10-07,642.89
2004-10-08,641.288
2004-10-11,641.499
2004-10-12,637.651
2004-10-13,634.52
2004-10-14,631.671
2004-10-15,634.512
2004-10-18,636.446
2004-10-19,634.634
2004-10-20,634.246
2004-10-21,636.034
2004-10-22,632.078
2004-10-25,630.266
2004-10-26,636.995
2004-10-27,644.852
2004-10-28,646.869
2004-10-29,646.934
2004-11-01,649.167
2004-11-02,650.378
2004-11-03,657.956
2004-11-04,665.203
2004-11-05,668.57
2004-11-08,668.547
2004-11-09,667.339
2004-11-10,667.216
2004-11-11,672.741
2004-11-12,677.936
2004-11-15,677.891
2004-11-16,674.408
2004-11-17,679.929
2004-11-18,679.336
2004-11-19,674.074
2004-11-22,674.826
2004-11-23,675.734
2004-11-24,678.277
2004-11-25,681.588
2004-11-26,681.789
2004-11-29,680.633
2004-11-30,677.546
2004-12-01,686.996
2004-12-02,687.388
2004-12-03,688.367
2004-12-06,687.874
2004-12-07,683.957
2004-12-08,682.142
2004-12-09,682.459
2004-12-10,682.111
2004-12-13,689.106
2004-12-14,690.712
2004-12-15,694.126
2004-12-16,691.68
2004-12-17,685.814
2004-12-20,690.208
2004-12-21,692.904
2004-12-22,696.217
2004-12-23,698.65
2004-12-24,700.006
2004-12-27,699.505
2004-12-28,702.307
2004-12-29,701.626
2004-12-30,702.703
2004-12-31,701.613
2005-01-03,697.177
2005-01-04,689.81
2005-01-05,686.353
2005-01-06,687.002
2005-01-07,685.744
2005-01-10,688.295
2005-01-11,685.016
2005-01-12,687.482
2005-01-13,682.765
2005-01-14,683.866
2005-01-17,684.68
2005-01-18,687.63
2005-01-19,683.987
2005-01-20,678.076
2005-01-21,676.309
2005-01-24,675.977
2005-01-25,677.539
2005-01-26,682.071
2005-01-27,682.564
2005-01-28,679.978
2005-01-31,685.315
2005-02-01,689.591
2005-02-02,692.05
2005-02-03,688.897
2005-02-04,695.547
2005-02-07,694.685
2005-02-08,694.022
2005-02-09,690.937
2005-02-10,695.197
2005-02-11,700.019
2005-02-14,702.511
2005-02-15,704.596
2005-02-16,703.655
2005-02-17,702.217
2005-02-18,703.154
2005-02-21,703.426
2005-02-22,698.442
2005-02-23,698.599
2005-02-24,701.532
2005-02-25,708.305
2005-02-28,706.606
2005-03-01,708.944
2005-03-02,707.982
2005-03-03,708.321
2005-03-04,716.608
2005-03-07,716.35
2005-03-08,716.524
2005-03-09,711.15
2005-03-10,710.485
2005-03-11,708.657
2005-03-14,709.172
2005-03-15,707.066
2005-03-16,702.82
2005-03-17,702.85
2005-03-18,701.645
2005-03-21,696.832
2005-03-22,693.453
2005-03-23,688.672
2005-03-24,688.316
2005-03-25,688.316
2005-03-28,687.967
2005-03-29,686.229
2005-03-30,692.163
2005-03-31,692.584
2005-04-01,690.032
2005-04-04,687.612
2005-04-05,691.917
2005-04-06,693.908
2005-04-07,698.404
2005-04-08,694.453
2005-04-11,695.896
2005-04-12,695.786
2005-04-13,692.438
2005-04-14,686.278
2005-04-15,678.325
2005-04-18,676.211
2005-04-19,680.781
2005-04-20,675.02
2005-04-21,683.529
2005-04-22,682.491
2005-04-25,685.065
2005-04-26,680.671
2005-04-27,679.671
2005-04-28,674.73
2005-04-29,680.115
2005-05-02,681.568
2005-05-03,683.013
2005-05-04,691.099
2005-05-05,691.261
2005-05-06,690.211
2005-05-09,691.592
2005-05-10,686.379
2005-05-11,686.321
2005-05-12,681.96
2005-05-13,678.539
2005-05-16,680.724
2005-05-17,684.014
2005-05-18,691.146
2005-05-19,694.311
2005-05-20,692.282
2005-05-23,695.897
2005-05-24,696.324
2005-05-25,694.708
2005-05-26,697.545
2005-05-27,698.594
2005-05-30,698.931
2005-05-31,693.004
2005-06-01,699.059
2005-06-02,700.229
2005-06-03,696.563
2005-06-06,696.742
2005-06-07,699.225
2005-06-08,699.076
2005-06-09,698.708
2005-06-10,697.769
2005-06-13,697.847
2005-06-14,699.224
2005-06-15,700.895
2005-06-16,703.389
2005-06-17,709.004
2005-06-20,707.48
2005-06-21,707.719
2005-06-22,708.315
2005-06-23,702.881
2005-06-24,698.526
2005-06-27,697.464
2005-06-28,701.701
2005-06-29,701.306
2005-06-30,697.748
2005-07-01,697.417
2005-07-04,697.058
2005-07-05,700.268
2005-07-06,698.734
2005-07-07,695.732
2005-07-08,703.865
2005-07-11,710.624
2005-07-12,713.586
2005-07-13,713.423
2005-07-14,716.253
2005-07-15,715.042
2005-07-18,712.139
2005-07-19,714.518
2005-07-20,716.504
2005-07-21,716.437
2005-07-22,718.908
2005-07-25,717.328
2005-07-26,717.02
2005-07-27,720.453
2005-07-28,724.808
2005-07-29,722.476
2005-08-01,724.484
2005-08-02,730.27
2005-08-03,732.435
2005-08-04,728.541
2005-08-05,723.465
2005-08-08,724.917
2005-08-09,729.102
2005-08-10,731.644
2005-08-11,735.885
2005-08-12,732.774
2005-08-15,732.16
2005-08-16,725.643
2005-08-17,724.686
2005-08-18,720.21
2005-08-19,722.558
2005-08-22,725.531
2005-08-23,721.693
2005-08-24,718.465
2005-08-25,718.526
2005-08-26,714.854
2005-08-29,716.885
2005-08-30,714.245
2005-08-31,722.671
2005-09-01,728.936
2005-09-02,729.007
2005-09-05,729.879
2005-09-06,736.815
2005-09-07,738.144
2005-09-08,735.514
2005-09-09,740.391
2005-09-12,737.168
2005-09-13,732.115
2005-09-14,732.543
2005-09-15,730.968
2005-09-16,736.592
2005-09-19,734.087
2005-09-20,731.835
2005-09-21,726.54
2005-09-22,725.509
2005-09-23,724.947
2005-09-26,727.887
2005-09-27,726.494
2005-09-28,729.055
2005-09-29,732.268
2005-09-30,734.392
2005-10-03,732.485
2005-10-04,728.976
2005-10-05,719.452
2005-10-06,717.51
2005-10-07,717.681
2005-10-10,714.514
2005-10-11,712.992
2005-10-12,709.622
2005-10-13,704.712
2005-10-14,711.263
2005-10-17,711.785
2005-10-18,704.807
2005-10-19,708.614
2005-10-20,702.624
2005-10-21,702.925
2005-10-24,711.668
2005-10-25,712.732
2005-10-26,711.733
2005-10-27,705.989
2005-10-28,711.915
2005-10-31,718.307
2005-11-01,717.211
2005-11-02,723.87
2005-11-03,729.004
2005-11-04,724.861
2005-11-07,726.147
