Date,HONG KONG SMALL CAP Small Cap
2005-11-10,187.681
2005-11-11,188.892
2005-11-14,187.176
2005-11-15,187.791
2005-11-16,186.864
2005-11-17,187.637
2005-11-18,189.681
2005-11-21,191.673
2005-11-22,191.093
2005-11-23,194.625
2005-11-24,195.553
2005-11-25,196.22
2005-11-28,196.358
2005-11-29,194.683
2005-11-30,195.127
2005-12-01,195.779
2005-12-02,195.59
2005-12-05,194.923
2005-12-06,193.617
2005-12-07,195.65
2005-12-08,194.81
2005-12-09,196.099
2005-12-12,195.773
2005-12-13,196.224
2005-12-14,196.459
2005-12-15,196.747
2005-12-16,198.383
2005-12-19,198.692
2005-12-20,197.928
2005-12-21,199.212
2005-12-22,198.591
2005-12-23,199.027
2005-12-26,199.027
2005-12-27,199.034
2005-12-28,198.845
2005-12-29,199.215
2005-12-30,199.853
2006-01-02,199.853
2006-01-03,201.49
2006-01-04,204.1
2006-01-05,205.254
2006-01-06,206.301
2006-01-09,207.535
2006-01-10,206.235
2006-01-11,205.622
2006-01-12,207.48
2006-01-13,207.837
2006-01-16,209.738
2006-01-17,207.586
2006-01-18,206.126
2006-01-19,209.307
2006-01-20,209.035
2006-01-23,205.695
2006-01-24,208.355
2006-01-25,210.793
2006-01-26,210.086
2006-01-27,212.776
2006-01-30,212.759
2006-01-31,212.756
2006-02-01,215.505
2006-02-02,216.821
2006-02-03,215.276
2006-02-06,216.797
2006-02-07,217.921
2006-02-08,215.483
2006-02-09,215.521
2006-02-10,217.258
2006-02-13,216.684
2006-02-14,217.297
2006-02-15,218.455
2006-02-16,217.861
2006-02-17,218.573
2006-02-20,217.706
2006-02-21,216.879
2006-02-22,217.147
2006-02-23,219.568
2006-02-24,219.964
2006-02-27,220.743
2006-02-28,218.746
2006-03-01,218.606
2006-03-02,221.492
2006-03-03,222.489
2006-03-06,221.871
2006-03-07,218.973
2006-03-08,215.851
2006-03-09,217.666
2006-03-10,217.217
2006-03-13,218.781
2006-03-14,219.121
2006-03-15,220.073
2006-03-16,221.252
2006-03-17,222.491
2006-03-20,223.017
2006-03-21,223.135
2006-03-22,221.336
2006-03-23,223.18
2006-03-24,223.97
2006-03-27,226.545
2006-03-28,227.806
2006-03-29,228.506
2006-03-30,229.136
2006-03-31,229.709
2006-04-03,235.39
2006-04-04,237.21
2006-04-05,237.216
2006-04-06,240.446
2006-04-07,239.587
2006-04-10,237.801
2006-04-11,239.165
2006-04-12,237.287
2006-04-13,241.188
2006-04-14,241.188
2006-04-17,241.199
2006-04-18,241.259
2006-04-19,241.556
2006-04-20,241.519
2006-04-21,242.625
2006-04-24,238.116
2006-04-25,233.249
2006-04-26,235.586
2006-04-27,236.879
2006-04-28,236.431
2006-05-01,236.442
2006-05-02,239.66
2006-05-03,241.616
2006-05-04,242.171
2006-05-05,242.181
2006-05-08,243.904
2006-05-09,242.636
2006-05-10,241.487
2006-05-11,240.897
2006-05-12,238.324
2006-05-15,232.993
2006-05-16,231.303
2006-05-17,236.374
2006-05-18,229.358
2006-05-19,229.487
2006-05-22,220.724
2006-05-23,219.54
2006-05-24,219.78
2006-05-25,219.044
2006-05-26,220.756
2006-05-29,220.981
2006-05-30,219.743
2006-05-31,219.742
2006-06-01,215.208
2006-06-02,218.03
2006-06-05,217.507
2006-06-06,215.88
2006-06-07,213.786
2006-06-08,207.345
2006-06-09,206.92
2006-06-12,206.392
2006-06-13,199.747
2006-06-14,197.014
2006-06-15,199.263
2006-06-16,204.951
2006-06-19,202.457
2006-06-20,200.293
2006-06-21,200.823
2006-06-22,204.582
2006-06-23,203.767
2006-06-26,203.722
2006-06-27,204.929
2006-06-28,203.312
2006-06-29,206.855
2006-06-30,211.906
2006-07-03,213.606
2006-07-04,213.704
2006-07-05,211.919
2006-07-06,212.697
2006-07-07,213.481
2006-07-10,214.674
2006-07-11,215.206
2006-07-12,216.803
2006-07-13,214.748
2006-07-14,212.086
2006-07-17,210.086
2006-07-18,210.963
2006-07-19,210.747
2006-07-20,210.331
2006-07-21,209.03
2006-07-24,208.039
2006-07-25,208.156
2006-07-26,209.096
2006-07-27,211.547
2006-07-28,211.553
2006-07-31,212.232
2006-08-01,211.678
2006-08-02,212.072
2006-08-03,213.512
2006-08-04,210.512
2006-08-07,211.747
2006-08-08,211.421
2006-08-09,213.315
2006-08-10,213.205
2006-08-11,213.517
2006-08-14,213.656
2006-08-15,212.856
2006-08-16,215.387
2006-08-17,216.285
2006-08-18,216.354
2006-08-21,213.476
2006-08-22,214.313
2006-08-23,213.773
2006-08-24,212.545
2006-08-25,213.145
2006-08-28,211.953
2006-08-29,213.07
2006-08-30,214.589
2006-08-31,216.328
2006-09-01,217.467
2006-09-04,221.238
2006-09-05,220.515
2006-09-06,221.021
2006-09-07,220.867
2006-09-08,221.768
2006-09-11,221.633
2006-09-12,220.493
2006-09-13,221.083
2006-09-14,220.627
2006-09-15,220.166
2006-09-18,222.665
2006-09-19,222.719
2006-09-20,222.236
2006-09-21,224.328
2006-09-22,223.774
2006-09-25,222.125
2006-09-26,219.181
2006-09-27,221.428
2006-09-28,222.544
2006-09-29,223.29
2006-10-02,223.288
2006-10-03,225.11
2006-10-04,224.412
2006-10-05,226.043
2006-10-06,225.64
2006-10-09,224.124
2006-10-10,225.395
2006-10-11,225.999
2006-10-12,227.536
2006-10-13,226.673
2006-10-16,226.681
2006-10-17,226.373
2006-10-18,227.897
2006-10-19,228.667
2006-10-20,229.404
2006-10-23,229.719
2006-10-24,229.585
2006-10-25,230.162
2006-10-26,229.112
2006-10-27,226.788
2006-10-30,226.884
2006-10-31,228.662
2006-11-01,229.784
2006-11-02,231.022
2006-11-03,231.062
2006-11-06,231.969
2006-11-07,232.858
2006-11-08,232.645
2006-11-09,235.517
2006-11-10,235.537
2006-11-13,233.819
2006-11-14,233.928
2006-11-15,234.695
2006-11-16,235.995
2006-11-17,238.969
2006-11-20,238.259
2006-11-21,240.235
2006-11-22,242.251
2006-11-23,243.774
2006-11-24,245.367
2006-11-27,243.723
2006-11-28,237.378
2006-11-29,240.8
2006-11-30,242.986
2006-12-01,244.062
2006-12-04,244.634
2006-12-05,247.565
2006-12-06,248.649
2006-12-07,246.709
2006-12-08,245.899
2006-12-11,245.522
2006-12-12,245.806
2006-12-13,245.502
2006-12-14,248.026
2006-12-15,248.254
2006-12-18,249.063
2006-12-19,247.363
2006-12-20,248.171
2006-12-21,248.224
2006-12-22,249.826
2006-12-25,249.826
2006-12-26,249.765
2006-12-27,250.426
2006-12-28,250.078
2006-12-29,251.434
2007-01-01,251.434
2007-01-02,252.185
2007-01-03,253.381
2007-01-04,251.601
2007-01-05,252.926
2007-01-08,253.732
2007-01-09,257.163
2007-01-10,254.359
2007-01-11,255.305
2007-01-12,256.891
2007-01-15,261.325
2007-01-16,266.649
2007-01-17,267.904
2007-01-18,268.532
2007-01-19,268.986
2007-01-22,272.445
2007-01-23,272.552
2007-01-24,270.053
2007-01-25,268.516
2007-01-26,265.268
2007-01-29,267.111
2007-01-30,270.958
2007-01-31,270.813
2007-02-01,273.762
2007-02-02,278.585
2007-02-05,281.051
2007-02-06,280.334
2007-02-07,281.865
2007-02-08,283.083
2007-02-09,282.626
2007-02-12,281.709
2007-02-13,279.423
2007-02-14,280.101
2007-02-15,281.401
2007-02-16,283.754
2007-02-19,283.765
2007-02-20,283.74
2007-02-21,286.819
2007-02-22,288.783
2007-02-23,289.171
2007-02-26,291.655
2007-02-27,288.335
2007-02-28,278.094
2007-03-01,279.186
2007-03-02,275.596
2007-03-05,258.471
2007-03-06,264.655
2007-03-07,266.037
2007-03-08,269.024
2007-03-09,272.021
2007-03-12,274.096
2007-03-13,276.243
2007-03-14,272.159
2007-03-15,274.051
2007-03-16,273.458
2007-03-19,274.608
2007-03-20,275.068
2007-03-21,276.789
2007-03-22,280.486
2007-03-23,282.199
2007-03-26,284.559
2007-03-27,283.266
2007-03-28,281.917
2007-03-29,284.218
2007-03-30,286.572
2007-04-02,290.148
2007-04-03,293.397
2007-04-04,296.675
2007-04-05,296.675
2007-04-06,296.675
2007-04-09,296.622
2007-04-10,299.391
2007-04-11,295.704
2007-04-12,295.956
2007-04-13,295.8
2007-04-16,299.155
2007-04-17,299.494
2007-04-18,300.711
2007-04-19,296.048
2007-04-20,297.637
2007-04-23,300.949
2007-04-24,295.582
2007-04-25,294.195
2007-04-26,295.123
2007-04-27,294.031
2007-04-30,299.614
2007-05-01,299.568
2007-05-02,305.716
2007-05-03,310.257
2007-05-04,308.65
2007-05-07,307.443
2007-05-08,306.174
2007-05-09,314.132
2007-05-10,316.469
2007-05-11,318.498
2007-05-14,316.298
2007-05-15,316.731
2007-05-16,317.579
2007-05-17,317.019
2007-05-18,315.187
2007-05-21,316.22
2007-05-22,316.801
2007-05-23,320.99
2007-05-24,320.98
2007-05-25,319.458
2007-05-28,322.76
2007-05-29,325.088
2007-05-30,324.673
2007-05-31,327.899
2007-06-01,332.271
2007-06-04,333.744
2007-06-05,330.999
2007-06-06,332.196
2007-06-07,330.765
2007-06-08,329.027
2007-06-11,331.449
2007-06-12,331.784
2007-06-13,331.977
2007-06-14,334.594
2007-06-15,333.1
2007-06-18,328.47
2007-06-19,328.479
2007-06-20,329.192
2007-06-21,328.189
2007-06-22,333.957
2007-06-25,334.243
2007-06-26,334.317
2007-06-27,332.219
2007-06-28,332.506
2007-06-29,333.584
2007-07-02,333.684
2007-07-03,340.288
2007-07-04,339.833
2007-07-05,340.105
2007-07-06,341.364
2007-07-09,345.892
2007-07-10,346.463
2007-07-11,341.262
2007-07-12,343.655
2007-07-13,348.498
2007-07-16,353.78
2007-07-17,357.839
2007-07-18,354.582
2007-07-19,356.218
2007-07-20,357.74
2007-07-23,360.781
2007-07-24,363.61
2007-07-25,364.589
2007-07-26,363.297
2007-07-27,348.24
2007-07-30,346.951
2007-07-31,350.664
2007-08-01,335.887
2007-08-02,332.301
2007-08-03,333.33
2007-08-06,319.859
2007-08-07,310.517
2007-08-08,316.257
2007-08-09,324.347
2007-08-10,312.755
2007-08-13,311.713
2007-08-14,313.607
2007-08-15,305.557
2007-08-16,296.715
2007-08-17,281.025
2007-08-20,296.349
2007-08-21,301.538
2007-08-22,306.292
2007-08-23,316.832
2007-08-24,315.824
2007-08-27,326.597
2007-08-28,320.045
2007-08-29,314.012
2007-08-30,322.876
2007-08-31,331.682
2007-09-03,330.149
2007-09-04,328.659
2007-09-05,327.046
2007-09-06,329.206
2007-09-07,331.945
2007-09-10,328.387
2007-09-11,325.578
2007-09-12,328.483
2007-09-13,329.892
2007-09-14,332.713
2007-09-17,330.134
2007-09-18,328.572
2007-09-19,334.383
2007-09-20,337.635
2007-09-21,343.069
2007-09-24,342.77
2007-09-25,337.418
2007-09-26,337.503
2007-09-27,340.265
2007-09-28,342.641
2007-10-01,342.595
2007-10-02,349.433
2007-10-03,341.832
2007-10-04,336.331
2007-10-05,342.779
2007-10-08,342.199
2007-10-09,343.941
2007-10-10,348.753
2007-10-11,354.62
2007-10-12,352.115
2007-10-15,348.809
2007-10-16,342.644
2007-10-17,342.197
2007-10-18,344.144
2007-10-19,344.137
2007-10-22,338.093
2007-10-23,345.639
2007-10-24,345.386
2007-10-25,346.604
2007-10-26,349.652
2007-10-29,355.555
2007-10-30,353.195
2007-10-31,357.557
2007-11-01,359.506
2007-11-02,356.473
2007-11-05,349.275
2007-11-06,351.699
2007-11-07,358.723
2007-11-08,353.853
2007-11-09,354.039
2007-11-12,343.302
2007-11-13,341.117
2007-11-14,351.017
2007-11-15,347.872
2007-11-16,341.265
2007-11-19,340.433
2007-11-20,335.078
2007-11-21,328.559
2007-11-22,314.627
2007-11-23,314.078
2007-11-26,318.926
2007-11-27,316.082
2007-11-28,320.756
2007-11-29,328.45
2007-11-30,334.857
2007-12-03,336.841
2007-12-04,334.848
2007-12-05,334.643
2007-12-06,336.994
2007-12-07,335.268
2007-12-10,332.253
2007-12-11,335.445
2007-12-12,330.572
2007-12-13,327.056
2007-12-14,322.216
2007-12-17,310.376
2007-12-18,308.949
2007-12-19,312.028
2007-12-20,314.919
2007-12-21,319.936
2007-12-24,324.417
2007-12-25,324.417
2007-12-26,324.307
2007-12-27,325.998
2007-12-28,325.547
2007-12-31,332.801
2008-01-01,332.801
2008-01-02,330.844
2008-01-03,326.325
2008-01-04,329.232
2008-01-07,324.565
2008-01-08,324.596
2008-01-09,324.638
2008-01-10,323.311
2008-01-11,322.27
2008-01-14,316.981
2008-01-15,311.286
2008-01-16,297.575
2008-01-17,299.504
2008-01-18,297.996
2008-01-21,287.231
2008-01-22,261.768
2008-01-23,271.971
2008-01-24,273.498
2008-01-25,281.969
2008-01-28,276.289
2008-01-29,276.43
2008-01-30,274.077
2008-01-31,272.059
2008-02-01,273.869
2008-02-04,280.384
2008-02-05,280.0
2008-02-06,273.96
2008-02-07,274.001
2008-02-08,274.011
2008-02-11,270.829
2008-02-12,271.021
2008-02-13,271.565
2008-02-14,276.998
2008-02-15,277.545
2008-02-18,277.345
2008-02-19,280.303
2008-02-20,278.227
2008-02-21,277.855
2008-02-22,274.185
2008-02-25,271.746
2008-02-26,271.989
2008-02-27,276.001
2008-02-28,276.234
2008-02-29,277.846
2008-03-03,273.579
2008-03-04,270.619
2008-03-05,266.351
2008-03-06,266.199
2008-03-07,261.556
2008-03-10,255.473
2008-03-11,253.294
2008-03-12,255.305
2008-03-13,249.055
2008-03-14,245.349
2008-03-17,234.986
2008-03-18,227.948
2008-03-19,232.843
2008-03-20,225.794
2008-03-21,225.794
2008-03-24,225.749
2008-03-25,235.29
2008-03-26,238.979
2008-03-27,241.185
2008-03-28,246.108
2008-03-31,248.926
2008-04-01,249.043
2008-04-02,252.906
2008-04-03,253.63
2008-04-04,253.646
2008-04-07,256.604
2008-04-08,256.117
2008-04-09,253.873
2008-04-10,255.347
2008-04-11,255.28
2008-04-14,249.601
2008-04-15,250.919
2008-04-16,250.309
2008-04-17,252.125
2008-04-18,250.497
2008-04-21,253.534
2008-04-22,253.835
2008-04-23,255.744
2008-04-24,259.87
2008-04-25,260.88
2008-04-28,262.096
2008-04-29,263.649
2008-04-30,266.198
2008-05-01,266.244
2008-05-02,270.206
2008-05-05,272.604
2008-05-06,274.047
2008-05-07,269.116
2008-05-08,270.875
2008-05-09,269.707
2008-05-12,269.727
2008-05-13,270.556
2008-05-14,270.786
2008-05-15,271.961
2008-05-16,273.104
2008-05-19,274.249
2008-05-20,270.245
2008-05-21,268.22
2008-05-22,267.28
2008-05-23,266.897
2008-05-26,264.44
2008-05-27,266.138
2008-05-28,264.829
2008-05-29,267.448
2008-05-30,266.889
2008-06-02,267.38
2008-06-03,265.401
2008-06-04,265.552
2008-06-05,264.804
2008-06-06,265.899
2008-06-09,265.931
2008-06-10,257.277
2008-06-11,254.681
2008-06-12,247.788
2008-06-13,246.944
2008-06-16,250.044
2008-06-17,250.003
2008-06-18,252.024
2008-06-19,247.659
2008-06-20,245.873
2008-06-23,242.646
2008-06-24,239.468
2008-06-25,240.816
2008-06-26,241.482
2008-06-27,236.441
2008-06-30,237.03
2008-07-01,236.992
2008-07-02,232.394
2008-07-03,228.043
2008-07-04,227.708
2008-07-07,229.069
2008-07-08,225.415
2008-07-09,229.152
2008-07-10,228.349
2008-07-11,229.173
2008-07-14,225.849
2008-07-15,221.816
2008-07-16,220.051
2008-07-17,219.636
2008-07-18,219.071
2008-07-21,222.311
2008-07-22,222.57
2008-07-23,225.311
2008-07-24,225.759
2008-07-25,223.277
2008-07-28,223.131
2008-07-29,220.616
2008-07-30,223.281
2008-07-31,222.777
2008-08-01,222.113
2008-08-04,219.785
2008-08-05,216.442
2008-08-06,216.444
2008-08-07,216.289
2008-08-08,213.75
2008-08-11,210.625
2008-08-12,208.407
2008-08-13,206.989
2008-08-14,207.506
2008-08-15,209.603
2008-08-18,207.465
2008-08-19,203.308
2008-08-20,203.785
2008-08-21,199.943
2008-08-22,199.947
2008-08-25,200.865
2008-08-26,199.388
2008-08-27,198.963
2008-08-28,198.087
2008-08-29,201.196
2008-09-01,199.479
2008-09-02,198.86
2008-09-03,198.174
2008-09-04,195.969
2008-09-05,191.247
2008-09-08,192.819
2008-09-09,191.433
2008-09-10,188.758
2008-09-11,182.118
2008-09-12,183.847
2008-09-15,183.933
2008-09-16,175.86
2008-09-17,172.836
2008-09-18,163.966
2008-09-19,172.512
2008-09-22,174.125
2008-09-23,169.85
2008-09-24,168.598
2008-09-25,167.648
2008-09-26,165.84
2008-09-29,161.439
2008-09-30,160.03
2008-10-01,159.987
2008-10-02,159.096
2008-10-03,156.946
2008-10-06,151.718
2008-10-07,151.659
2008-10-08,138.756
2008-10-09,138.796
2008-10-10,127.827
2008-10-13,129.569
2008-10-14,133.93
2008-10-15,127.79
2008-10-16,121.052
2008-10-17,118.703
2008-10-20,117.014
2008-10-21,114.914
2008-10-22,110.77
2008-10-23,105.848
2008-10-24,98.057
2008-10-27,88.476
2008-10-28,89.726
2008-10-29,91.386
2008-10-30,98.846
2008-10-31,103.18
2008-11-03,105.974
2008-11-04,106.349
2008-11-05,111.087
2008-11-06,105.959
2008-11-07,106.237
2008-11-10,107.411
2008-11-11,106.439
2008-11-12,106.305
2008-11-13,102.515
2008-11-14,104.185
2008-11-17,102.225
2008-11-18,98.051
2008-11-19,96.706
2008-11-20,93.124
2008-11-21,93.514
2008-11-24,92.876
2008-11-25,93.461
2008-11-26,94.942
2008-11-27,96.032
2008-11-28,97.86
2008-12-01,99.942
2008-12-02,96.102
2008-12-03,97.603
2008-12-04,98.078
2008-12-05,99.256
2008-12-08,104.038
2008-12-09,104.546
2008-12-10,108.225
2008-12-11,110.135
2008-12-12,106.234
2008-12-15,107.581
2008-12-16,107.847
2008-12-17,109.896
2008-12-18,113.333
2008-12-19,116.362
2008-12-22,114.356
2008-12-23,111.526
2008-12-24,112.642
2008-12-25,112.642
2008-12-26,112.648
2008-12-29,113.877
2008-12-30,114.07
2008-12-31,115.669
2009-01-01,115.669
2009-01-02,118.88
2009-01-05,121.568
2009-01-06,123.997
2009-01-07,125.382
2009-01-08,119.622
2009-01-09,121.861
2009-01-12,116.718
2009-01-13,115.331
2009-01-14,116.43
2009-01-15,114.05
2009-01-16,115.175
2009-01-19,114.609
2009-01-20,111.987
2009-01-21,110.382
2009-01-22,112.021
2009-01-23,110.181
2009-01-26,110.185
2009-01-27,110.139
2009-01-28,110.154
2009-01-29,112.744
2009-01-30,113.706
2009-02-02,111.933
2009-02-03,111.859
2009-02-04,113.25
2009-02-05,113.989
2009-02-06,115.977
2009-02-09,116.512
2009-02-10,117.44
2009-02-11,116.804
2009-02-12,115.741
2009-02-13,118.299
2009-02-16,118.159
2009-02-17,116.191
2009-02-18,116.196
2009-02-19,116.87
2009-02-20,115.763
2009-02-23,115.561
2009-02-24,113.556
2009-02-25,114.486
2009-02-26,113.079
2009-02-27,113.215
2009-03-02,109.546
2009-03-03,107.758
2009-03-04,109.51
2009-03-05,108.551
2009-03-06,107.515
2009-03-09,103.776
2009-03-10,104.302
2009-03-11,105.294
2009-03-12,105.284
2009-03-13,107.401
2009-03-16,108.718
2009-03-17,107.561
2009-03-18,109.052
2009-03-19,109.8
2009-03-20,108.104
2009-03-23,111.233
2009-03-24,114.802
2009-03-25,114.534
2009-03-26,117.035
2009-03-27,118.867
2009-03-30,114.627
2009-03-31,115.038
2009-04-01,117.272
2009-04-02,123.358
2009-04-03,125.527
2009-04-06,128.499
2009-04-07,127.574
2009-04-08,124.698
2009-04-09,128.125
2009-04-10,128.125
2009-04-13,128.122
2009-04-14,134.028
2009-04-15,135.321
2009-04-16,135.769
2009-04-17,137.9
2009-04-20,140.333
2009-04-21,138.253
2009-04-22,137.385
2009-04-23,139.181
2009-04-24,139.6
2009-04-27,133.36
2009-04-28,129.842
2009-04-29,134.014
2009-04-30,138.445
2009-05-01,138.447
2009-05-04,145.639
2009-05-05,147.844
2009-05-06,153.454
2009-05-07,155.35
2009-05-08,158.789
2009-05-11,159.053
2009-05-12,158.074
2009-05-13,161.118
2009-05-14,158.638
2009-05-15,163.986
2009-05-18,168.13
2009-05-19,172.802
2009-05-20,174.037
2009-05-21,174.9
2009-05-22,172.142
2009-05-25,178.046
2009-05-26,180.147
2009-05-27,185.406
2009-05-28,185.409
2009-05-29,184.957
2009-06-01,189.929
2009-06-02,187.62
2009-06-03,191.801
2009-06-04,188.404
2009-06-05,190.206
2009-06-08,188.996
2009-06-09,183.261
2009-06-10,186.924
2009-06-11,187.866
2009-06-12,187.863
2009-06-15,184.769
2009-06-16,180.309
2009-06-17,183.478
2009-06-18,181.21
2009-06-19,183.652
2009-06-22,184.204
2009-06-23,178.302
2009-06-24,182.024
2009-06-25,185.681
2009-06-26,189.336
2009-06-29,187.904
2009-06-30,185.079
2009-07-01,185.077
2009-07-02,184.979
2009-07-03,185.113
2009-07-06,185.574
2009-07-07,185.286
2009-07-08,183.146
2009-07-09,184.296
2009-07-10,184.663
2009-07-13,182.676
2009-07-14,185.378
2009-07-15,191.353
2009-07-16,191.449
2009-07-17,193.356
2009-07-20,198.773
2009-07-21,200.69
2009-07-22,202.492
2009-07-23,206.005
2009-07-24,209.099
2009-07-27,213.128
2009-07-28,217.227
2009-07-29,210.372
2009-07-30,209.129
2009-07-31,214.853
2009-08-03,220.843
2009-08-04,222.089
2009-08-05,218.232
2009-08-06,217.894
2009-08-07,211.728
2009-08-10,215.585
2009-08-11,215.465
2009-08-12,211.577
2009-08-13,213.983
2009-08-14,212.183
2009-08-17,203.206
2009-08-18,201.764
2009-08-19,201.777
2009-08-20,205.498
2009-08-21,206.443
2009-08-24,211.058
2009-08-25,211.794
2009-08-26,213.208
2009-08-27,210.667
2009-08-28,207.569
2009-08-31,205.001
2009-09-01,206.846
2009-09-02,204.9
2009-09-03,209.455
2009-09-04,213.909
2009-09-07,216.913
2009-09-08,218.285
2009-09-09,218.988
2009-09-10,221.546
2009-09-11,221.57
2009-09-14,222.193
2009-09-15,221.01
2009-09-16,224.478
2009-09-17,226.903
2009-09-18,224.649
2009-09-21,224.835
2009-09-22,225.862
2009-09-23,224.752
2009-09-24,221.162
2009-09-25,222.014
2009-09-28,215.344
2009-09-29,217.906
2009-09-30,217.443
2009-10-01,217.443
2009-10-02,215.194
2009-10-05,215.181
2009-10-06,219.698
2009-10-07,224.468
2009-10-08,225.264
2009-10-09,226.243
2009-10-12,226.411
2009-10-13,227.917
2009-10-14,229.333
2009-10-15,228.929
2009-10-16,227.223
2009-10-19,230.175
2009-10-20,233.009
2009-10-21,233.608
2009-10-22,233.149
2009-10-23,235.227
2009-10-26,235.227
2009-10-27,231.828
2009-10-28,228.936
2009-10-29,223.534
2009-10-30,228.531
2009-11-02,227.518
2009-11-03,225.787
2009-11-04,229.431
2009-11-05,229.154
2009-11-06,231.199
2009-11-09,234.265
2009-11-10,233.935
2009-11-11,234.437
2009-11-12,233.94
2009-11-13,235.432
2009-11-16,239.211
2009-11-17,238.173
2009-11-18,237.457
2009-11-19,237.4
2009-11-20,235.243
2009-11-23,237.057
2009-11-24,237.468
2009-11-25,237.461
2009-11-26,236.802
2009-11-27,229.377
2009-11-30,234.726
2009-12-01,241.29
2009-12-02,244.155
2009-12-03,247.258
2009-12-04,246.842
2009-12-07,246.545
2009-12-08,245.922
2009-12-09,244.663
2009-12-10,244.247
2009-12-11,243.538
2009-12-14,243.806
2009-12-15,242.902
2009-12-16,239.667
2009-12-17,235.684
2009-12-18,230.705
2009-12-21,230.345
2009-12-22,232.238
2009-12-23,234.956
2009-12-24,237.108
2009-12-25,237.108
2009-12-28,237.887
2009-12-29,237.986
2009-12-30,239.914
2009-12-31,242.117
2010-01-01,242.117
2010-01-04,243.717
2010-01-05,248.995
2010-01-06,249.294
2010-01-07,248.372
2010-01-08,250.428
2010-01-11,254.545
2010-01-12,255.923
2010-01-13,252.497
2010-01-14,256.815
2010-01-15,260.364
2010-01-18,258.137
2010-01-19,258.491
2010-01-20,257.321
2010-01-21,250.94
2010-01-22,246.761
2010-01-25,245.42
2010-01-26,239.162
2010-01-27,233.793
2010-01-28,237.738
2010-01-29,235.31
2010-02-01,236.116
2010-02-02,241.203
2010-02-03,245.3
2010-02-04,243.112
2010-02-05,235.714
2010-02-08,232.123
2010-02-09,232.502
2010-02-10,236.243
2010-02-11,239.627
2010-02-12,241.53
2010-02-15,241.496
2010-02-16,241.533
2010-02-17,243.039
2010-02-18,241.673
2010-02-19,238.281
2010-02-22,240.831
2010-02-23,241.887
2010-02-24,242.525
2010-02-25,241.698
2010-02-26,242.79
2010-03-01,245.948
2010-03-02,247.79
2010-03-03,248.642
2010-03-04,246.578
2010-03-05,249.717
2010-03-08,252.801
2010-03-09,253.409
2010-03-10,253.955
2010-03-11,255.256
2010-03-12,254.577
2010-03-15,255.365
2010-03-16,254.839
2010-03-17,259.641
2010-03-18,260.146
2010-03-19,261.519
2010-03-22,260.609
2010-03-23,261.3
2010-03-24,263.12
2010-03-25,263.23
2010-03-26,264.411
2010-03-29,266.362
2010-03-30,267.264
2010-03-31,265.795
2010-04-01,268.784
2010-04-02,268.784
2010-04-05,268.824
2010-04-06,268.844
2010-04-07,273.947
2010-04-08,273.091
2010-04-09,274.564
2010-04-12,273.666
2010-04-13,271.431
2010-04-14,272.702
2010-04-15,274.276
2010-04-16,272.682
2010-04-19,267.142
2010-04-20,270.451
2010-04-21,273.353
2010-04-22,272.739
2010-04-23,273.801
2010-04-26,277.168
2010-04-27,275.338
2010-04-28,272.391
2010-04-29,271.686
2010-04-30,273.411
2010-05-03,272.922
2010-05-04,272.24
2010-05-05,267.22
2010-05-06,258.308
2010-05-07,255.342
2010-05-10,260.649
2010-05-11,258.733
2010-05-12,257.419
2010-05-13,262.41
2010-05-14,261.617
2010-05-17,253.615
2010-05-18,252.7
2010-05-19,247.823
2010-05-20,240.487
2010-05-21,240.452
2010-05-24,243.737
2010-05-25,233.12
2010-05-26,235.809
2010-05-27,242.193
2010-05-28,245.993
2010-05-31,246.636
2010-06-01,244.517
2010-06-02,244.392
2010-06-03,247.943
2010-06-04,249.749
2010-06-07,243.822
2010-06-08,246.206
2010-06-09,245.261
2010-06-10,245.505
2010-06-11,248.208
2010-06-14,252.18
2010-06-15,252.832
2010-06-16,252.846
2010-06-17,255.268
2010-06-18,256.687
2010-06-21,261.806
2010-06-22,261.439
2010-06-23,258.409
2010-06-24,258.719
2010-06-25,257.853
2010-06-28,256.923
2010-06-29,252.627
2010-06-30,252.675
2010-07-01,252.404
2010-07-02,248.136
2010-07-05,246.067
2010-07-06,249.489
2010-07-07,248.882
2010-07-08,251.358
2010-07-09,255.082
2010-07-12,256.716
2010-07-13,255.557
2010-07-14,257.511
2010-07-15,254.589
2010-07-16,254.361
2010-07-19,252.177
2010-07-20,253.801
2010-07-21,256.861
2010-07-22,259.765
2010-07-23,261.211
2010-07-26,263.578
2010-07-27,265.053
2010-07-28,266.512
2010-07-29,268.123
2010-07-30,268.856
2010-08-02,271.8
2010-08-03,272.488
2010-08-04,272.568
2010-08-05,272.146
2010-08-06,272.681
2010-08-09,274.949
2010-08-10,271.726
2010-08-11,271.259
2010-08-12,268.568
2010-08-13,269.615
2010-08-16,267.868
2010-08-17,269.215
2010-08-18,270.001
2010-08-19,271.482
2010-08-20,272.108
2010-08-23,271.615
2010-08-24,270.24
2010-08-25,268.074
2010-08-26,268.771
2010-08-27,266.158
2010-08-30,268.424
2010-08-31,269.875
2010-09-01,271.725
2010-09-02,274.983
2010-09-03,277.549
2010-09-06,281.957
2010-09-07,284.04
2010-09-08,283.147
2010-09-09,284.513
2010-09-10,284.667
2010-09-13,288.668
2010-09-14,290.281
2010-09-15,290.003
2010-09-16,292.702
2010-09-17,295.759
2010-09-20,298.402
2010-09-21,300.567
2010-09-22,304.176
