Date,SINGAPORE SMID CAP SMID (Small+Mid Cap)
2001-09-24,209.874
2001-09-25,209.828
2001-09-26,220.803
2001-09-27,226.14
2001-09-28,230.304
2001-10-01,228.422
2001-10-02,226.923
2001-10-03,225.119
2001-10-04,232.142
2001-10-05,232.422
2001-10-08,225.066
2001-10-09,232.815
2001-10-10,228.733
2001-10-11,233.489
2001-10-12,234.522
2001-10-15,233.756
2001-10-16,234.088
2001-10-17,240.055
2001-10-18,235.343
2001-10-19,233.333
2001-10-22,232.178
2001-10-23,236.004
2001-10-24,238.376
2001-10-25,239.816
2001-10-26,238.523
2001-10-29,235.877
2001-10-30,235.174
2001-10-31,233.936
2001-11-01,228.057
2001-11-02,226.711
2001-11-05,229.35
2001-11-06,229.98
2001-11-07,229.198
2001-11-08,232.518
2001-11-09,235.711
2001-11-12,236.658
2001-11-13,235.959
2001-11-14,235.95
2001-11-15,245.053
2001-11-16,242.792
2001-11-19,248.027
2001-11-20,248.609
2001-11-21,248.779
2001-11-22,246.452
2001-11-23,247.874
2001-11-26,248.912
2001-11-27,249.741
2001-11-28,249.181
2001-11-29,249.182
2001-11-30,248.705
2001-12-03,248.175
2001-12-04,258.385
2001-12-05,263.755
2001-12-06,264.496
2001-12-07,264.839
2001-12-10,264.455
2001-12-11,264.873
2001-12-12,266.97
2001-12-13,263.801
2001-12-14,263.962
2001-12-17,263.727
2001-12-18,265.619
2001-12-19,268.964
2001-12-20,266.91
2001-12-21,262.92
2001-12-24,263.836
2001-12-25,263.822
2001-12-26,262.236
2001-12-27,264.779
2001-12-28,265.874
2001-12-31,266.772
2002-01-01,266.772
2002-01-02,268.332
2002-01-03,273.505
2002-01-04,280.409
2002-01-07,279.314
2002-01-08,278.657
2002-01-09,276.267
2002-01-10,281.979
2002-01-11,282.568
2002-01-14,284.441
2002-01-15,282.382
2002-01-16,278.723
2002-01-17,278.98
2002-01-18,274.151
2002-01-21,275.123
2002-01-22,272.406
2002-01-23,272.08
2002-01-24,272.768
2002-01-25,279.851
2002-01-28,284.257
2002-01-29,284.592
2002-01-30,281.734
2002-01-31,286.155
2002-02-01,283.187
2002-02-04,279.78
2002-02-05,278.091
2002-02-06,281.34
2002-02-07,277.724
2002-02-08,277.583
2002-02-11,280.094
2002-02-12,280.31
2002-02-13,280.388
2002-02-14,288.655
2002-02-15,288.076
2002-02-18,286.857
2002-02-19,285.098
2002-02-20,284.819
2002-02-21,283.204
2002-02-22,278.434
2002-02-25,274.811
2002-02-26,275.663
2002-02-27,278.925
2002-02-28,281.768
2002-03-01,284.964
2002-03-04,296.319
2002-03-05,295.149
2002-03-06,297.781
2002-03-07,299.457
2002-03-08,297.994
2002-03-11,298.781
2002-03-12,294.734
2002-03-13,296.359
2002-03-14,296.941
2002-03-15,297.347
2002-03-18,299.391
2002-03-19,300.235
2002-03-20,298.681
2002-03-21,296.158
2002-03-22,296.07
2002-03-25,292.516
2002-03-26,290.368
2002-03-27,290.405
2002-03-28,290.001
2002-03-29,290.001
2002-04-01,288.293
2002-04-02,288.142
2002-04-03,287.036
2002-04-04,286.21
2002-04-05,287.702
2002-04-08,284.26
2002-04-09,282.786
2002-04-10,278.793
2002-04-11,283.506
2002-04-12,285.061
2002-04-15,285.413
2002-04-16,288.549
2002-04-17,289.341
2002-04-18,288.154
2002-04-19,285.377
2002-04-22,286.981
2002-04-23,288.545
2002-04-24,287.809
2002-04-25,284.89
2002-04-26,287.484
2002-04-29,284.446
2002-04-30,285.274
2002-05-01,285.592
2002-05-02,288.047
2002-05-03,288.766
2002-05-06,285.867
2002-05-07,284.475
2002-05-08,286.949
2002-05-09,286.392
2002-05-10,286.545
2002-05-13,287.086
2002-05-14,286.83
2002-05-15,288.268
2002-05-16,286.141
2002-05-17,287.799
2002-05-20,287.695
2002-05-21,287.254
2002-05-22,286.275
2002-05-23,283.461
2002-05-24,283.806
2002-05-27,283.961
2002-05-28,282.285
2002-05-29,279.73
2002-05-30,282.018
2002-05-31,279.636
2002-06-03,280.755
2002-06-04,279.04
2002-06-05,279.091
2002-06-06,279.087
2002-06-07,277.853
2002-06-10,277.274
2002-06-11,277.474
2002-06-12,275.513
2002-06-13,275.688
2002-06-14,271.677
2002-06-17,270.415
2002-06-18,270.442
2002-06-19,265.429
2002-06-20,267.605
2002-06-21,265.744
2002-06-24,265.815
2002-06-25,272.768
2002-06-26,265.476
2002-06-27,266.479
2002-06-28,270.611
2002-07-01,270.218
2002-07-02,269.527
2002-07-03,274.433
2002-07-04,276.011
2002-07-05,283.618
2002-07-08,280.787
2002-07-09,286.238
2002-07-10,285.321
2002-07-11,280.725
2002-07-12,282.654
2002-07-15,282.019
2002-07-16,278.642
2002-07-17,279.149
2002-07-18,277.759
2002-07-19,276.235
2002-07-22,270.108
2002-07-23,274.547
2002-07-24,265.375
2002-07-25,265.102
2002-07-26,257.009
2002-07-29,258.418
2002-07-30,260.721
2002-07-31,258.755
2002-08-01,259.787
2002-08-02,260.281
2002-08-05,255.198
2002-08-06,251.986
2002-08-07,257.771
2002-08-08,254.927
2002-08-09,255.353
2002-08-12,253.342
2002-08-13,257.653
2002-08-14,260.139
2002-08-15,259.655
2002-08-16,259.059
2002-08-19,257.839
2002-08-20,261.215
2002-08-21,262.257
2002-08-22,261.204
2002-08-23,261.227
2002-08-26,258.143
2002-08-27,259.239
2002-08-28,257.528
2002-08-29,257.771
2002-08-30,254.136
2002-09-02,247.086
2002-09-03,246.277
2002-09-04,247.536
2002-09-05,245.565
2002-09-06,243.195
2002-09-09,240.397
2002-09-10,243.174
2002-09-11,242.552
2002-09-12,240.327
2002-09-13,236.876
2002-09-16,235.879
2002-09-17,239.442
2002-09-18,235.979
2002-09-19,236.85
2002-09-20,230.925
2002-09-23,228.476
2002-09-24,223.407
2002-09-25,220.466
2002-09-26,221.001
2002-09-27,224.545
2002-09-30,221.762
2002-10-01,220.451
2002-10-02,221.766
2002-10-03,223.605
2002-10-04,225.787
2002-10-07,223.533
2002-10-08,225.315
2002-10-09,223.364
2002-10-10,219.538
2002-10-11,222.064
2002-10-14,219.978
2002-10-15,226.072
2002-10-16,230.267
2002-10-17,236.685
2002-10-18,236.069
2002-10-21,233.838
2002-10-22,232.366
2002-10-23,238.099
2002-10-24,237.479
2002-10-25,238.64
2002-10-28,238.293
2002-10-29,237.899
2002-10-30,237.507
2002-10-31,238.254
2002-11-01,235.096
2002-11-04,235.31
2002-11-05,236.992
2002-11-06,238.514
2002-11-07,236.87
2002-11-08,236.918
2002-11-11,232.661
2002-11-12,233.076
2002-11-13,230.27
2002-11-14,232.658
2002-11-15,235.534
2002-11-18,234.174
2002-11-19,233.863
2002-11-20,232.995
2002-11-21,235.586
2002-11-22,240.267
2002-11-25,241.701
2002-11-26,241.561
2002-11-27,240.435
2002-11-28,242.977
2002-11-29,239.67
2002-12-02,238.67
2002-12-03,236.455
2002-12-04,230.908
2002-12-05,229.962
2002-12-06,231.023
2002-12-09,230.232
2002-12-10,230.992
2002-12-11,230.955
2002-12-12,231.15
2002-12-13,230.678
2002-12-16,228.636
2002-12-17,228.491
2002-12-18,227.58
2002-12-19,230.415
2002-12-20,229.057
2002-12-23,229.353
2002-12-24,228.677
2002-12-25,228.677
2002-12-26,227.418
2002-12-27,229.995
2002-12-30,227.847
2002-12-31,228.484
2003-01-01,228.537
2003-01-02,228.421
2003-01-03,231.072
2003-01-06,232.514
2003-01-07,231.084
2003-01-08,232.903
2003-01-09,232.414
2003-01-10,236.476
2003-01-13,243.743
2003-01-14,243.896
2003-01-15,245.658
2003-01-16,243.416
2003-01-17,241.394
2003-01-20,238.332
2003-01-21,239.372
2003-01-22,239.515
2003-01-23,241.304
2003-01-24,239.497
2003-01-27,233.413
2003-01-28,234.069
2003-01-29,231.15
2003-01-30,228.522
2003-01-31,228.881
2003-02-03,228.533
2003-02-04,232.448
2003-02-05,231.883
2003-02-06,232.372
2003-02-07,231.321
2003-02-10,228.195
2003-02-11,230.38
2003-02-12,229.735
2003-02-13,228.612
2003-02-14,227.35
2003-02-17,232.103
2003-02-18,231.826
2003-02-19,234.682
2003-02-20,235.867
2003-02-21,236.426
2003-02-24,236.956
2003-02-25,234.787
2003-02-26,234.719
2003-02-27,233.475
2003-02-28,234.178
2003-03-03,237.217
2003-03-04,235.68
2003-03-05,235.245
2003-03-06,233.435
2003-03-07,231.287
2003-03-10,228.273
2003-03-11,228.626
2003-03-12,231.728
2003-03-13,231.009
2003-03-14,231.042
2003-03-17,227.729
2003-03-18,233.641
2003-03-19,234.373
2003-03-20,236.251
2003-03-21,238.844
2003-03-24,235.528
2003-03-25,236.863
2003-03-26,238.808
2003-03-27,237.247
2003-03-28,237.152
2003-03-31,231.97
2003-04-01,233.252
2003-04-02,233.743
2003-04-03,233.892
2003-04-04,237.641
2003-04-07,241.864
2003-04-08,239.351
2003-04-09,236.547
2003-04-10,239.484
2003-04-11,238.671
2003-04-14,235.565
2003-04-15,236.06
2003-04-16,238.594
2003-04-17,238.883
2003-04-18,238.883
2003-04-21,237.048
2003-04-22,235.646
2003-04-23,234.304
2003-04-24,230.822
2003-04-25,229.409
2003-04-28,231.433
2003-04-29,236.724
2003-04-30,236.934
2003-05-01,237.866
2003-05-02,240.03
2003-05-05,244.125
2003-05-06,245.761
2003-05-07,246.908
2003-05-08,248.279
2003-05-09,248.572
2003-05-12,252.448
2003-05-13,249.937
2003-05-14,250.482
2003-05-15,252.362
2003-05-16,250.727
2003-05-19,247.928
2003-05-20,249.549
2003-05-21,249.728
2003-05-22,254.132
2003-05-23,259.294
2003-05-26,263.028
2003-05-27,260.24
2003-05-28,263.478
2003-05-29,261.794
2003-05-30,262.728
2003-06-02,269.038
2003-06-03,268.155
2003-06-04,272.723
2003-06-05,278.591
2003-06-06,279.253
2003-06-09,281.533
2003-06-10,281.17
2003-06-11,278.918
2003-06-12,284.475
2003-06-13,285.152
2003-06-16,282.292
2003-06-17,286.173
2003-06-18,285.839
2003-06-19,289.906
2003-06-20,290.773
2003-06-23,284.803
2003-06-24,282.795
2003-06-25,283.989
2003-06-26,278.451
2003-06-27,282.066
2003-06-30,277.476
2003-07-01,280.566
2003-07-02,283.85
2003-07-03,286.062
2003-07-04,286.068
2003-07-07,291.453
2003-07-08,292.755
2003-07-09,295.62
2003-07-10,294.656
2003-07-11,297.654
2003-07-14,302.64
2003-07-15,303.412
2003-07-16,302.916
2003-07-17,298.753
2003-07-18,299.723
2003-07-21,298.255
2003-07-22,295.298
2003-07-23,295.928
2003-07-24,296.213
2003-07-25,299.691
2003-07-28,303.492
2003-07-29,301.798
2003-07-30,301.142
2003-07-31,297.536
2003-08-01,297.974
2003-08-04,297.233
2003-08-05,290.188
2003-08-06,289.836
2003-08-07,294.328
2003-08-08,294.265
2003-08-11,298.504
2003-08-12,299.78
2003-08-13,301.954
2003-08-14,304.127
2003-08-15,306.035
2003-08-18,310.002
2003-08-19,309.947
2003-08-20,309.289
2003-08-21,311.618
2003-08-22,311.428
2003-08-25,307.617
2003-08-26,301.241
2003-08-27,303.013
2003-08-28,303.74
2003-08-29,306.884
2003-09-01,308.252
2003-09-02,305.982
2003-09-03,307.863
2003-09-04,308.122
2003-09-05,310.675
2003-09-08,310.94
2003-09-09,304.814
2003-09-10,305.607
2003-09-11,308.511
2003-09-12,308.721
2003-09-15,307.083
2003-09-16,308.908
2003-09-17,312.496
2003-09-18,315.916
2003-09-19,314.699
2003-09-22,315.361
2003-09-23,314.916
2003-09-24,320.989
2003-09-25,320.112
2003-09-26,318.682
2003-09-29,320.356
2003-09-30,320.221
2003-10-01,319.066
2003-10-02,322.108
2003-10-03,327.44
2003-10-06,337.743
2003-10-07,339.245
2003-10-08,340.086
2003-10-09,342.256
2003-10-10,343.272
2003-10-13,346.047
2003-10-14,339.237
2003-10-15,343.642
2003-10-16,346.947
2003-10-17,347.877
2003-10-20,347.137
2003-10-21,349.951
2003-10-22,348.272
2003-10-23,339.027
2003-10-24,339.367
2003-10-27,336.626
2003-10-28,341.24
2003-10-29,340.447
2003-10-30,337.756
2003-10-31,336.305
2003-11-03,341.051
2003-11-04,342.552
2003-11-05,343.952
2003-11-06,339.365
2003-11-07,341.87
2003-11-10,338.442
2003-11-11,328.148
2003-11-12,332.685
2003-11-13,339.283
2003-11-14,336.097
2003-11-17,328.661
2003-11-18,331.535
2003-11-19,327.327
2003-11-20,324.134
2003-11-21,322.215
2003-11-24,325.598
2003-11-25,325.598
2003-11-26,327.753
2003-11-27,328.514
2003-11-28,335.054
2003-12-01,338.774
2003-12-02,337.004
2003-12-03,340.344
2003-12-04,340.895
2003-12-05,338.303
2003-12-08,338.98
2003-12-09,337.875
2003-12-10,335.866
2003-12-11,336.73
2003-12-12,339.155
2003-12-15,342.196
2003-12-16,340.646
2003-12-17,338.058
2003-12-18,337.724
2003-12-19,337.742
2003-12-22,337.544
2003-12-23,337.767
2003-12-24,339.753
2003-12-25,339.753
2003-12-26,341.528
2003-12-29,346.193
2003-12-30,349.672
2003-12-31,350.48
2004-01-01,350.504
2004-01-02,356.247
2004-01-05,361.224
2004-01-06,359.91
2004-01-07,366.772
2004-01-08,368.144
2004-01-09,369.388
2004-01-12,365.973
2004-01-13,371.594
2004-01-14,376.131
2004-01-15,369.114
2004-01-16,370.471
2004-01-19,371.535
2004-01-20,374.09
2004-01-21,379.395
2004-01-22,380.808
2004-01-23,380.243
2004-01-26,381.172
2004-01-27,378.816
2004-01-28,372.689
2004-01-29,369.948
2004-01-30,372.785
2004-02-02,373.042
2004-02-03,369.93
2004-02-04,368.955
2004-02-05,369.917
2004-02-06,373.976
2004-02-09,380.402
2004-02-10,379.208
2004-02-11,378.26
2004-02-12,377.487
2004-02-13,376.364
2004-02-16,374.674
2004-02-17,379.101
2004-02-18,378.536
2004-02-19,377.573
2004-02-20,378.449
2004-02-23,378.579
2004-02-24,377.186
2004-02-25,375.919
2004-02-26,375.511
2004-02-27,376.158
2004-03-01,376.953
2004-03-02,375.235
2004-03-03,372.637
2004-03-04,373.329
2004-03-05,375.707
2004-03-08,373.932
2004-03-09,372.135
2004-03-10,369.064
2004-03-11,364.593
2004-03-12,364.673
2004-03-15,364.989
2004-03-16,367.179
2004-03-17,369.074
2004-03-18,370.389
2004-03-19,369.546
2004-03-22,367.09
2004-03-23,369.523
2004-03-24,371.13
2004-03-25,369.711
2004-03-26,369.91
2004-03-29,371.7
2004-03-30,375.27
2004-03-31,377.178
2004-04-01,383.489
2004-04-02,384.607
2004-04-05,388.517
2004-04-06,386.401
2004-04-07,389.809
2004-04-08,392.256
2004-04-09,392.256
2004-04-12,393.024
2004-04-13,392.083
2004-04-14,385.979
2004-04-15,382.371
2004-04-16,384.443
2004-04-19,382.144
2004-04-20,382.438
2004-04-21,378.379
2004-04-22,377.851
2004-04-23,379.306
2004-04-26,375.62
2004-04-27,375.933
2004-04-28,374.951
2004-04-29,364.099
2004-04-30,365.678
2004-05-03,365.086
2004-05-04,373.112
2004-05-05,376.746
2004-05-06,374.689
2004-05-07,371.345
2004-05-10,355.887
2004-05-11,357.829
2004-05-12,358.913
2004-05-13,352.76
2004-05-14,350.945
2004-05-17,339.159
2004-05-18,342.71
2004-05-19,353.352
2004-05-20,348.16
2004-05-21,355.379
2004-05-24,357.695
2004-05-25,355.388
2004-05-26,359.442
2004-05-27,364.584
2004-05-28,363.964
2004-05-31,364.681
2004-06-01,363.035
2004-06-02,362.22
2004-06-03,358.043
2004-06-04,360.861
2004-06-07,368.166
2004-06-08,367.61
2004-06-09,369.504
2004-06-10,368.784
2004-06-11,367.117
2004-06-14,364.766
2004-06-15,366.925
2004-06-16,367.615
2004-06-17,363.862
2004-06-18,361.27
2004-06-21,359.699
2004-06-22,360.555
2004-06-23,362.403
2004-06-24,364.741
2004-06-25,365.865
2004-06-28,368.806
2004-06-29,369.227
2004-06-30,369.102
2004-07-01,371.383
2004-07-02,372.381
2004-07-05,373.323
2004-07-06,375.526
2004-07-07,377.229
2004-07-08,374.277
2004-07-09,376.53
2004-07-12,376.686
2004-07-13,375.772
2004-07-14,371.392
2004-07-15,371.184
2004-07-16,373.146
2004-07-19,373.826
2004-07-20,370.074
2004-07-21,371.12
2004-07-22,367.117
2004-07-23,362.335
2004-07-26,363.865
2004-07-27,366.054
2004-07-28,366.127
2004-07-29,368.359
2004-07-30,371.308
2004-08-02,371.562
2004-08-03,376.615
2004-08-04,377.257
2004-08-05,381.871
2004-08-06,379.4
2004-08-09,379.517
2004-08-10,378.028
2004-08-11,372.937
2004-08-12,372.739
2004-08-13,370.71
2004-08-16,368.428
2004-08-17,369.63
2004-08-18,371.205
2004-08-19,377.361
2004-08-20,375.026
2004-08-23,377.311
2004-08-24,378.348
2004-08-25,381.349
2004-08-26,381.108
2004-08-27,380.525
2004-08-30,377.603
2004-08-31,380.149
2004-09-01,385.221
2004-09-02,387.013
2004-09-03,384.11
2004-09-06,383.799
2004-09-07,388.225
2004-09-08,387.906
2004-09-09,386.517
2004-09-10,389.419
2004-09-13,393.916
2004-09-14,396.225
2004-09-15,395.961
2004-09-16,395.893
2004-09-17,399.369
2004-09-20,397.815
2004-09-21,400.882
2004-09-22,398.895
2004-09-23,399.602
2004-09-24,399.867
2004-09-27,401.304
2004-09-28,400.333
2004-09-29,400.01
2004-09-30,402.691
2004-10-01,403.194
2004-10-04,409.081
2004-10-05,408.759
2004-10-06,409.107
2004-10-07,409.726
2004-10-08,412.095
2004-10-11,409.453
2004-10-12,403.429
2004-10-13,403.357
2004-10-14,400.73
2004-10-15,403.2
2004-10-18,401.257
2004-10-19,405.399
2004-10-20,401.976
2004-10-21,405.124
2004-10-22,407.567
2004-10-25,404.098
2004-10-26,405.198
2004-10-27,405.053
2004-10-28,409.008
2004-10-29,405.26
2004-11-01,403.474
2004-11-02,407.735
2004-11-03,411.005
2004-11-04,413.897
2004-11-05,417.307
2004-11-08,415.492
2004-11-09,416.005
2004-11-10,414.686
2004-11-11,415.197
2004-11-12,419.15
2004-11-15,419.089
2004-11-16,415.837
2004-11-17,420.695
2004-11-18,416.996
2004-11-19,419.373
2004-11-22,416.988
2004-11-23,423.328
2004-11-24,424.552
2004-11-25,426.372
2004-11-26,423.135
2004-11-29,425.462
2004-11-30,423.913
2004-12-01,425.375
2004-12-02,430.509
2004-12-03,431.16
2004-12-06,429.641
2004-12-07,424.251
2004-12-08,420.686
2004-12-09,417.223
2004-12-10,418.367
2004-12-13,418.415
2004-12-14,420.646
2004-12-15,429.446
2004-12-16,425.702
2004-12-17,427.023
2004-12-20,429.47
2004-12-21,431.879
2004-12-22,430.043
2004-12-23,431.362
2004-12-24,432.826
2004-12-27,434.144
2004-12-28,436.932
2004-12-29,436.569
2004-12-30,439.335
2004-12-31,441.838
2005-01-03,443.502
2005-01-04,440.48
2005-01-05,442.366
2005-01-06,445.32
2005-01-07,444.518
2005-01-10,444.356
2005-01-11,446.447
2005-01-12,447.567
2005-01-13,453.139
2005-01-14,450.324
2005-01-17,454.602
2005-01-18,455.877
2005-01-19,458.581
2005-01-20,455.916
2005-01-21,456.078
2005-01-24,453.56
2005-01-25,449.705
2005-01-26,453.49
2005-01-27,449.762
2005-01-28,450.8
2005-01-31,454.07
2005-02-01,453.035
2005-02-02,455.586
2005-02-03,453.275
2005-02-04,454.021
2005-02-07,454.616
2005-02-08,454.076
2005-02-09,453.929
2005-02-10,453.608
2005-02-11,454.232
2005-02-14,460.93
2005-02-15,462.398
2005-02-16,461.952
2005-02-17,462.455
2005-02-18,466.267
2005-02-21,466.144
2005-02-22,463.092
2005-02-23,459.749
2005-02-24,460.125
2005-02-25,459.999
2005-02-28,462.059
2005-03-01,460.483
2005-03-02,461.283
2005-03-03,461.684
2005-03-04,464.184
2005-03-07,466.347
2005-03-08,467.549
2005-03-09,474.299
2005-03-10,472.605
2005-03-11,474.204
2005-03-14,473.297
2005-03-15,470.702
2005-03-16,474.799
2005-03-17,474.526
2005-03-18,476.747
2005-03-21,477.559
2005-03-22,473.321
2005-03-23,464.958
2005-03-24,465.025
2005-03-25,465.025
2005-03-28,461.496
2005-03-29,455.949
2005-03-30,454.283
2005-03-31,458.162
2005-04-01,457.452
2005-04-04,457.246
2005-04-05,459.485
2005-04-06,461.327
2005-04-07,465.803
2005-04-08,469.293
2005-04-11,471.492
2005-04-12,472.058
2005-04-13,474.062
2005-04-14,468.785
2005-04-15,462.536
2005-04-18,451.967
2005-04-19,459.63
2005-04-20,460.226
2005-04-21,462.236
2005-04-22,463.359
2005-04-25,464.195
2005-04-26,465.321
2005-04-27,465.226
2005-04-28,465.99
2005-04-29,467.761
2005-05-02,466.786
2005-05-03,469.123
2005-05-04,474.039
2005-05-05,474.361
2005-05-06,479.44
2005-05-09,478.586
2005-05-10,479.412
2005-05-11,480.814
2005-05-12,478.758
2005-05-13,475.613
2005-05-16,472.211
2005-05-17,470.064
2005-05-18,471.019
2005-05-19,473.1
2005-05-20,470.627
2005-05-23,471.472
2005-05-24,475.89
2005-05-25,473.273
2005-05-26,471.938
2005-05-27,473.918
2005-05-30,475.988
2005-05-31,475.917
2005-06-01,475.025
2005-06-02,477.261
2005-06-03,479.657
2005-06-06,484.095
2005-06-07,484.809
2005-06-08,485.537
2005-06-09,486.033
2005-06-10,488.772
2005-06-13,484.463
2005-06-14,482.504
2005-06-15,484.698
2005-06-16,486.485
2005-06-17,487.801
2005-06-20,484.11
2005-06-21,486.697
2005-06-22,489.42
2005-06-23,493.462
2005-06-24,492.846
2005-06-27,488.878
2005-06-28,489.03
2005-06-29,486.803
2005-06-30,486.777
2005-07-01,487.341
2005-07-04,488.649
2005-07-05,490.15
2005-07-06,495.65
2005-07-07,492.662
2005-07-08,492.313
2005-07-11,500.451
2005-07-12,503.706
2005-07-13,502.968
2005-07-14,503.27
2005-07-15,501.618
2005-07-18,501.611
2005-07-19,510.951
2005-07-20,513.244
2005-07-21,524.211
2005-07-22,528.688
2005-07-25,525.304
2005-07-26,524.753
2005-07-27,525.792
2005-07-28,529.989
2005-07-29,529.898
2005-08-01,535.382
2005-08-02,541.206
2005-08-03,538.706
2005-08-04,537.432
2005-08-05,532.631
2005-08-08,535.53
2005-08-09,534.918
2005-08-10,535.477
2005-08-11,528.328
2005-08-12,527.672
2005-08-15,519.238
2005-08-16,525.107
2005-08-17,521.9
2005-08-18,519.33
2005-08-19,519.139
2005-08-22,522.444
2005-08-23,520.364
2005-08-24,518.514
2005-08-25,519.697
2005-08-26,521.386
2005-08-29,514.527
2005-08-30,513.053
2005-08-31,515.939
2005-09-01,522.585
2005-09-02,523.982
2005-09-05,521.439
2005-09-06,522.442
2005-09-07,521.9
2005-09-08,519.191
2005-09-09,523.609
2005-09-12,528.85
2005-09-13,526.182
2005-09-14,529.362
2005-09-15,531.454
2005-09-16,529.489
2005-09-19,527.344
2005-09-20,531.815
2005-09-21,531.348
2005-09-22,528.308
2005-09-23,526.753
2005-09-26,530.844
2005-09-27,528.41
2005-09-28,526.058
2005-09-29,528.451
2005-09-30,530.533
2005-10-03,527.369
2005-10-04,534.198
2005-10-05,535.881
2005-10-06,530.688
2005-10-07,534.129
2005-10-10,541.709
2005-10-11,539.559
2005-10-12,532.316
2005-10-13,530.271
2005-10-14,528.214
2005-10-17,522.271
2005-10-18,519.014
2005-10-19,504.194
2005-10-20,505.398
2005-10-21,509.744
2005-10-24,508.146
2005-10-25,510.711
2005-10-26,511.597
2005-10-27,506.451
2005-10-28,504.338
2005-10-31,510.138
2005-11-01,510.109
2005-11-02,515.383
2005-11-03,514.748
2005-11-04,518.435
2005-11-07,516.937
2005-11-08,516.654
