Date,NORWAY GROWTH Standard (Large+Mid Cap)
2001-11-08,562.01
2001-11-09,566.809
2001-11-12,558.59
2001-11-13,566.245
2001-11-14,571.738
2001-11-15,559.154
2001-11-16,552.652
2001-11-19,547.96
2001-11-20,554.648
2001-11-21,549.834
2001-11-22,563.904
2001-11-23,554.908
2001-11-26,552.436
2001-11-27,556.131
2001-11-28,557.886
2001-11-29,560.806
2001-11-30,565.613
2001-12-03,557.927
2001-12-04,567.997
2001-12-05,575.372
2001-12-06,570.989
2001-12-07,567.97
2001-12-10,562.751
2001-12-11,563.555
2001-12-12,570.816
2001-12-13,560.236
2001-12-14,562.325
2001-12-17,557.064
2001-12-18,557.566
2001-12-19,548.019
2001-12-20,550.987
2001-12-21,550.357
2001-12-24,543.33
2001-12-25,543.33
2001-12-26,544.068
2001-12-27,563.978
2001-12-28,567.261
2001-12-31,571.378
2002-01-01,571.378
2002-01-02,582.838
2002-01-03,592.111
2002-01-04,588.699
2002-01-07,582.901
2002-01-08,580.135
2002-01-09,584.657
2002-01-10,584.477
2002-01-11,580.954
2002-01-14,583.302
2002-01-15,559.64
2002-01-16,545.64
2002-01-17,554.896
2002-01-18,549.538
2002-01-21,545.635
2002-01-22,545.682
2002-01-23,543.53
2002-01-24,551.319
2002-01-25,542.593
2002-01-28,550.619
2002-01-29,546.523
2002-01-30,537.399
2002-01-31,538.483
2002-02-01,539.072
2002-02-04,540.705
2002-02-05,537.83
2002-02-06,544.673
2002-02-07,551.947
2002-02-08,543.855
2002-02-11,548.412
2002-02-12,542.538
2002-02-13,547.056
2002-02-14,545.714
2002-02-15,548.738
2002-02-18,546.254
2002-02-19,543.659
2002-02-20,538.197
2002-02-21,541.096
2002-02-22,554.066
2002-02-25,552.251
2002-02-26,555.878
2002-02-27,565.673
2002-02-28,562.951
2002-03-01,564.652
2002-03-04,567.272
2002-03-05,573.521
2002-03-06,572.086
2002-03-07,590.593
2002-03-08,594.6
2002-03-11,585.547
2002-03-12,584.758
2002-03-13,582.988
2002-03-14,588.989
2002-03-15,587.375
2002-03-18,589.157
2002-03-19,598.044
2002-03-20,593.57
2002-03-21,602.421
2002-03-22,602.939
2002-03-25,601.769
2002-03-26,600.375
2002-03-27,602.28
2002-03-28,602.583
2002-03-29,602.583
2002-04-01,607.131
2002-04-02,610.643
2002-04-03,607.638
2002-04-04,598.33
2002-04-05,602.665
2002-04-08,597.412
2002-04-09,601.794
2002-04-10,599.787
2002-04-11,602.082
2002-04-12,596.534
2002-04-15,598.925
2002-04-16,607.654
2002-04-17,612.296
2002-04-18,614.94
2002-04-19,611.147
2002-04-22,606.737
2002-04-23,604.216
2002-04-24,603.937
2002-04-25,598.054
2002-04-26,600.804
2002-04-29,596.928
2002-04-30,595.625
2002-05-01,599.296
2002-05-02,612.998
2002-05-03,612.595
2002-05-06,611.826
2002-05-07,601.399
2002-05-08,615.26
2002-05-09,616.346
2002-05-10,620.555
2002-05-13,621.143
2002-05-14,628.262
2002-05-15,626.739
2002-05-16,633.873
2002-05-17,640.647
2002-05-20,642.534
2002-05-21,639.352
2002-05-22,640.98
2002-05-23,642.972
2002-05-24,642.827
2002-05-27,641.316
2002-05-28,644.869
2002-05-29,624.742
2002-05-30,619.377
2002-05-31,618.336
2002-06-03,616.994
2002-06-04,604.227
2002-06-05,604.953
2002-06-06,611.787
2002-06-07,595.182
2002-06-10,597.751
2002-06-11,610.374
2002-06-12,612.237
2002-06-13,620.467
2002-06-14,605.796
2002-06-17,619.181
2002-06-18,625.033
2002-06-19,624.954
2002-06-20,609.079
2002-06-21,605.248
2002-06-24,591.793
2002-06-25,594.542
2002-06-26,582.406
2002-06-27,605.757
2002-06-28,615.845
2002-07-01,622.252
2002-07-02,621.58
2002-07-03,613.489
2002-07-04,615.805
2002-07-05,632.039
2002-07-08,645.07
2002-07-09,648.511
2002-07-10,636.172
2002-07-11,633.927
2002-07-12,628.661
2002-07-15,631.157
2002-07-16,623.238
2002-07-17,632.475
2002-07-18,633.279
2002-07-19,623.019
2002-07-22,593.801
2002-07-23,567.356
2002-07-24,537.792
2002-07-25,566.423
2002-07-26,566.336
2002-07-29,570.906
2002-07-30,577.996
2002-07-31,587.952
2002-08-01,586.687
2002-08-02,583.926
2002-08-05,566.005
2002-08-06,565.531
2002-08-07,575.046
2002-08-08,585.636
2002-08-09,588.824
2002-08-12,581.849
2002-08-13,589.159
2002-08-14,589.49
2002-08-15,598.262
2002-08-16,597.937
2002-08-19,595.231
2002-08-20,599.506
2002-08-21,597.276
2002-08-22,595.689
2002-08-23,590.438
2002-08-26,588.216
2002-08-27,593.273
2002-08-28,579.738
2002-08-29,572.514
2002-08-30,574.329
2002-09-02,564.994
2002-09-03,553.952
2002-09-04,545.917
2002-09-05,536.104
2002-09-06,545.48
2002-09-09,537.006
2002-09-10,531.857
2002-09-11,537.654
2002-09-12,534.393
2002-09-13,525.838
2002-09-16,524.177
2002-09-17,521.976
2002-09-18,513.058
2002-09-19,505.665
2002-09-20,508.53
2002-09-23,509.524
2002-09-24,494.488
2002-09-25,497.548
2002-09-26,506.853
2002-09-27,505.197
2002-09-30,508.957
2002-10-01,508.326
2002-10-02,517.073
2002-10-03,521.219
2002-10-04,522.683
2002-10-07,519.04
2002-10-08,520.47
2002-10-09,519.13
2002-10-10,514.527
2002-10-11,531.593
2002-10-14,533.385
2002-10-15,548.919
2002-10-16,541.086
2002-10-17,539.551
2002-10-18,528.042
2002-10-21,532.682
2002-10-22,522.71
2002-10-23,525.055
2002-10-24,524.686
2002-10-25,524.594
2002-10-28,527.177
2002-10-29,515.328
2002-10-30,514.327
2002-10-31,528.013
2002-11-01,532.396
2002-11-04,545.61
2002-11-05,545.957
2002-11-06,541.21
2002-11-07,542.868
2002-11-08,537.898
2002-11-11,538.59
2002-11-12,536.325
2002-11-13,544.469
2002-11-14,543.851
2002-11-15,545.657
2002-11-18,553.948
2002-11-19,547.547
2002-11-20,536.823
2002-11-21,548.265
2002-11-22,554.271
2002-11-25,548.237
2002-11-26,548.17
2002-11-27,556.166
2002-11-28,566.618
2002-11-29,579.393
2002-12-02,585.38
2002-12-03,567.87
2002-12-04,572.422
2002-12-05,562.415
2002-12-06,517.581
2002-12-09,520.092
2002-12-10,519.6
2002-12-11,517.145
2002-12-12,520.656
2002-12-13,520.393
2002-12-16,519.312
2002-12-17,525.909
2002-12-18,529.33
2002-12-19,529.561
2002-12-20,532.06
2002-12-23,523.338
2002-12-24,525.735
2002-12-25,525.735
2002-12-26,526.302
2002-12-27,525.714
2002-12-30,527.696
2002-12-31,530.13
2003-01-01,530.13
2003-01-02,531.831
2003-01-03,541.568
2003-01-06,538.465
2003-01-07,541.906
2003-01-08,528.324
2003-01-09,537.498
2003-01-10,540.386
2003-01-13,548.114
2003-01-14,548.945
2003-01-15,548.418
2003-01-16,549.977
2003-01-17,545.292
2003-01-20,543.027
2003-01-21,536.013
2003-01-22,529.038
2003-01-23,527.404
2003-01-24,530.667
2003-01-27,495.089
2003-01-28,488.26
2003-01-29,478.283
2003-01-30,483.349
2003-01-31,483.88
2003-02-03,480.587
2003-02-04,479.861
2003-02-05,474.927
2003-02-06,471.13
2003-02-07,473.35
2003-02-10,465.212
2003-02-11,472.77
2003-02-12,469.46
2003-02-13,464.117
2003-02-14,464.904
2003-02-17,468.27
2003-02-18,472.848
2003-02-19,462.554
2003-02-20,452.411
2003-02-21,451.711
2003-02-24,443.605
2003-02-25,428.251
2003-02-26,433.046
2003-02-27,430.848
2003-02-28,447.476
2003-03-03,451.774
2003-03-04,450.58
2003-03-05,454.849
2003-03-06,447.476
2003-03-07,438.972
2003-03-10,443.899
2003-03-11,445.877
2003-03-12,453.939
2003-03-13,456.383
2003-03-14,451.315
2003-03-17,441.288
2003-03-18,438.57
2003-03-19,445.299
2003-03-20,445.063
2003-03-21,452.593
2003-03-24,436.11
2003-03-25,445.036
2003-03-26,443.681
2003-03-27,442.753
2003-03-28,439.858
2003-03-31,443.763
2003-04-01,445.504
2003-04-02,451.145
2003-04-03,451.713
2003-04-04,453.074
2003-04-07,465.243
2003-04-08,463.127
2003-04-09,469.914
2003-04-10,464.258
2003-04-11,464.979
2003-04-14,467.8
2003-04-15,474.634
2003-04-16,481.267
2003-04-17,482.225
2003-04-18,482.225
2003-04-21,482.138
2003-04-22,483.578
2003-04-23,492.789
2003-04-24,490.565
2003-04-25,491.429
2003-04-28,490.185
2003-04-29,503.543
2003-04-30,503.793
2003-05-01,506.963
2003-05-02,506.91
2003-05-05,509.672
2003-05-06,517.544
2003-05-07,523.066
2003-05-08,520.544
2003-05-09,529.358
2003-05-12,533.29
2003-05-13,537.516
2003-05-14,540.75
2003-05-15,551.021
2003-05-16,566.882
2003-05-19,553.943
2003-05-20,556.833
2003-05-21,552.413
2003-05-22,554.857
2003-05-23,564.355
2003-05-26,561.839
2003-05-27,557.827
2003-05-28,563.781
2003-05-29,567.796
2003-05-30,563.874
2003-06-02,573.388
2003-06-03,567.923
2003-06-04,566.774
2003-06-05,564.088
2003-06-06,568.502
2003-06-09,569.562
2003-06-10,564.092
2003-06-11,570.899
2003-06-12,567.441
2003-06-13,566.623
2003-06-16,573.081
2003-06-17,571.796
2003-06-18,563.202
2003-06-19,568.557
2003-06-20,559.957
2003-06-23,555.4
2003-06-24,554.288
2003-06-25,549.375
2003-06-26,540.81
2003-06-27,544.895
2003-06-30,540.78
2003-07-01,545.439
2003-07-02,548.738
2003-07-03,547.178
2003-07-04,544.705
2003-07-07,541.995
2003-07-08,540.71
2003-07-09,533.361
2003-07-10,531.044
2003-07-11,536.188
2003-07-14,550.831
2003-07-15,548.075
2003-07-16,552.663
2003-07-17,545.255
2003-07-18,546.251
2003-07-21,550.898
2003-07-22,551.635
2003-07-23,562.398
2003-07-24,573.645
2003-07-25,582.011
2003-07-28,581.724
2003-07-29,580.165
2003-07-30,578.145
2003-07-31,576.929
2003-08-01,580.932
2003-08-04,581.739
2003-08-05,587.425
2003-08-06,590.453
2003-08-07,596.752
2003-08-08,608.86
2003-08-11,601.797
2003-08-12,600.236
2003-08-13,598.166
2003-08-14,595.89
2003-08-15,601.628
2003-08-18,597.42
2003-08-19,593.946
2003-08-20,593.163
2003-08-21,590.288
2003-08-22,586.494
2003-08-25,583.166
2003-08-26,575.607
2003-08-27,576.058
2003-08-28,586.46
2003-08-29,600.792
2003-09-01,611.309
2003-09-02,601.964
2003-09-03,603.928
2003-09-04,615.436
2003-09-05,615.506
2003-09-08,621.994
2003-09-09,625.208
2003-09-10,615.29
2003-09-11,609.564
2003-09-12,607.934
2003-09-15,609.506
2003-09-16,611.372
2003-09-17,620.638
2003-09-18,621.639
2003-09-19,618.877
2003-09-22,613.297
2003-09-23,616.258
2003-09-24,625.888
2003-09-25,615.123
2003-09-26,596.982
2003-09-29,611.328
2003-09-30,600.779
2003-10-01,617.106
2003-10-02,620.098
2003-10-03,623.331
2003-10-06,631.418
2003-10-07,632.069
2003-10-08,639.616
2003-10-09,642.153
2003-10-10,648.531
2003-10-13,646.254
2003-10-14,644.708
2003-10-15,652.632
2003-10-16,651.535
2003-10-17,649.16
2003-10-20,647.466
2003-10-21,649.611
2003-10-22,655.753
2003-10-23,646.867
2003-10-24,651.556
2003-10-27,659.663
2003-10-28,657.829
2003-10-29,662.845
2003-10-30,677.69
2003-10-31,668.698
2003-11-03,669.101
2003-11-04,673.086
2003-11-05,663.716
2003-11-06,673.788
2003-11-07,684.53
2003-11-10,688.878
2003-11-11,685.783
2003-11-12,696.748
2003-11-13,702.669
2003-11-14,703.549
2003-11-17,693.003
2003-11-18,696.378
2003-11-19,693.127
2003-11-20,694.158
2003-11-21,700.454
2003-11-24,702.668
2003-11-25,704.834
2003-11-26,706.786
2003-11-27,709.732
2003-11-28,711.14
2003-12-01,716.775
2003-12-02,724.199
2003-12-03,732.443
2003-12-04,728.671
2003-12-05,738.25
2003-12-08,741.791
2003-12-09,749.567
2003-12-10,746.47
2003-12-11,738.878
2003-12-12,738.943
2003-12-15,740.312
2003-12-16,738.58
2003-12-17,735.202
2003-12-18,735.224
2003-12-19,734.694
2003-12-22,741.08
2003-12-23,745.381
2003-12-24,743.373
2003-12-25,743.373
2003-12-26,742.324
2003-12-29,748.709
2003-12-30,751.253
2003-12-31,758.644
2004-01-01,758.644
2004-01-02,763.757
2004-01-05,774.805
2004-01-06,781.628
2004-01-07,770.691
2004-01-08,771.8
2004-01-09,784.174
2004-01-12,790.752
2004-01-13,794.083
2004-01-14,798.894
2004-01-15,780.766
2004-01-16,779.497
2004-01-19,785.72
2004-01-20,798.886
2004-01-21,810.113
2004-01-22,825.662
2004-01-23,810.617
2004-01-26,804.106
2004-01-27,809.846
2004-01-28,792.295
2004-01-29,770.887
2004-01-30,778.059
2004-02-02,782.593
2004-02-03,784.246
2004-02-04,787.752
2004-02-05,791.257
2004-02-06,794.136
2004-02-09,813.286
2004-02-10,799.683
2004-02-11,799.337
2004-02-12,813.739
2004-02-13,791.772
2004-02-16,793.276
2004-02-17,810.394
2004-02-18,821.774
2004-02-19,845.634
2004-02-20,846.49
2004-02-23,849.021
2004-02-24,844.889
2004-02-25,837.445
2004-02-26,835.425
2004-02-27,851.746
2004-03-01,876.561
2004-03-02,864.619
2004-03-03,850.205
2004-03-04,848.513
2004-03-05,872.396
2004-03-08,874.348
2004-03-09,868.381
2004-03-10,840.873
2004-03-11,827.745
2004-03-12,829.096
2004-03-15,818.077
2004-03-16,839.41
2004-03-17,832.697
2004-03-18,845.239
2004-03-19,854.644
2004-03-22,837.812
2004-03-23,833.654
2004-03-24,832.262
2004-03-25,831.499
2004-03-26,828.824
2004-03-29,851.741
2004-03-30,828.043
2004-03-31,842.643
2004-04-01,848.301
2004-04-02,848.786
2004-04-05,854.522
2004-04-06,849.632
2004-04-07,868.062
2004-04-08,864.415
2004-04-09,864.415
2004-04-12,857.028
2004-04-13,863.406
2004-04-14,854.543
2004-04-15,862.1
2004-04-16,867.357
2004-04-19,864.795
2004-04-20,859.594
2004-04-21,856.312
2004-04-22,851.061
2004-04-23,850.873
2004-04-26,850.444
2004-04-27,850.15
2004-04-28,841.778
2004-04-29,834.616
2004-04-30,828.214
2004-05-03,823.863
2004-05-04,841.191
2004-05-05,869.479
2004-05-06,865.566
2004-05-07,842.698
2004-05-10,802.81
2004-05-11,803.731
2004-05-12,809.021
2004-05-13,816.918
2004-05-14,821.579
2004-05-17,825.029
2004-05-18,825.164
2004-05-19,835.043
2004-05-20,829.681
2004-05-21,837.539
2004-05-24,840.069
2004-05-25,855.528
2004-05-26,864.785
2004-05-27,878.597
2004-05-28,880.245
2004-05-31,880.245
2004-06-01,885.268
2004-06-02,887.404
2004-06-03,881.711
2004-06-04,889.41
2004-06-07,899.41
2004-06-08,899.797
2004-06-09,881.645
2004-06-10,872.414
2004-06-11,868.6
2004-06-14,863.055
2004-06-15,867.136
2004-06-16,866.306
2004-06-17,868.675
2004-06-18,880.442
2004-06-21,876.066
2004-06-22,879.975
2004-06-23,886.207
2004-06-24,896.262
2004-06-25,909.462
2004-06-28,905.125
2004-06-29,897.988
2004-06-30,890.822
2004-07-01,892.918
2004-07-02,890.245
2004-07-05,893.992
2004-07-06,901.365
2004-07-07,893.214
2004-07-08,884.702
2004-07-09,885.409
2004-07-12,879.544
2004-07-13,878.551
2004-07-14,874.622
2004-07-15,869.391
2004-07-16,869.811
2004-07-19,863.417
2004-07-20,864.947
2004-07-21,859.94
2004-07-22,856.138
2004-07-23,853.088
2004-07-26,850.151
2004-07-27,846.408
2004-07-28,848.215
2004-07-29,858.997
2004-07-30,851.34
2004-08-02,859.481
2004-08-03,870.356
2004-08-04,870.096
2004-08-05,862.295
2004-08-06,862.594
2004-08-09,860.483
2004-08-10,865.751
2004-08-11,847.554
2004-08-12,859.073
2004-08-13,883.016
2004-08-16,888.427
2004-08-17,889.153
2004-08-18,883.009
2004-08-19,894.351
2004-08-20,895.003
2004-08-23,891.405
2004-08-24,883.151
2004-08-25,878.454
2004-08-26,879.945
2004-08-27,877.501
2004-08-30,883.255
2004-08-31,880.075
2004-09-01,887.743
2004-09-02,899.591
2004-09-03,899.316
2004-09-06,898.628
2004-09-07,893.975
2004-09-08,892.259
2004-09-09,906.436
2004-09-10,909.98
2004-09-13,903.114
2004-09-14,907.463
2004-09-15,903.313
2004-09-16,910.64
2004-09-17,918.762
2004-09-20,910.422
2004-09-21,922.401
2004-09-22,924.189
2004-09-23,937.758
2004-09-24,941.655
2004-09-27,943.882
2004-09-28,956.811
2004-09-29,956.689
2004-09-30,965.754
2004-10-01,993.352
2004-10-04,1001.596
2004-10-05,999.271
2004-10-06,993.589
2004-10-07,1002.481
2004-10-08,1007.885
2004-10-11,1001.208
2004-10-12,991.615
2004-10-13,988.758
2004-10-14,981.31
2004-10-15,981.331
2004-10-18,990.869
2004-10-19,995.413
2004-10-20,993.343
2004-10-21,1003.622
2004-10-22,1020.87
2004-10-25,1015.119
2004-10-26,1002.515
2004-10-27,1003.849
2004-10-28,997.23
2004-10-29,991.217
2004-11-01,1003.538
2004-11-02,996.819
2004-11-03,1011.362
2004-11-04,1013.143
2004-11-05,1027.035
2004-11-08,1029.329
2004-11-09,1026.167
2004-11-10,1023.949
2004-11-11,1029.839
2004-11-12,1040.321
2004-11-15,1045.612
2004-11-16,1046.948
2004-11-17,1051.648
2004-11-18,1053.866
2004-11-19,1074.876
2004-11-22,1064.378
2004-11-23,1075.87
2004-11-24,1084.88
2004-11-25,1104.519
2004-11-26,1110.05
2004-11-29,1121.831
2004-11-30,1116.43
2004-12-01,1122.063
2004-12-02,1092.129
2004-12-03,1093.721
2004-12-06,1106.77
2004-12-07,1110.365
2004-12-08,1067.553
2004-12-09,1064.532
2004-12-10,1077.234
2004-12-13,1080.007
2004-12-14,1087.433
2004-12-15,1105.629
2004-12-16,1098.573
2004-12-17,1084.764
2004-12-20,1110.446
2004-12-21,1125.157
2004-12-22,1118.716
2004-12-23,1133.008
2004-12-24,1135.257
2004-12-27,1145.756
2004-12-28,1132.984
2004-12-29,1129.363
2004-12-30,1135.871
2004-12-31,1135.806
2005-01-03,1135.317
2005-01-04,1103.804
2005-01-05,1086.062
2005-01-06,1089.372
2005-01-07,1093.523
2005-01-10,1111.111
2005-01-11,1112.774
2005-01-12,1123.245
2005-01-13,1126.701
2005-01-14,1118.278
2005-01-17,1130.625
2005-01-18,1129.423
2005-01-19,1124.938
2005-01-20,1099.682
2005-01-21,1112.895
2005-01-24,1113.554
2005-01-25,1120.816
2005-01-26,1122.186
2005-01-27,1118.721
2005-01-28,1115.307
2005-01-31,1118.033
2005-02-01,1129.181
2005-02-02,1142.023
2005-02-03,1135.594
2005-02-04,1146.487
2005-02-07,1148.599
2005-02-08,1120.147
2005-02-09,1130.63
2005-02-10,1132.959
2005-02-11,1133.486
2005-02-14,1145.568
2005-02-15,1152.753
2005-02-16,1147.979
2005-02-17,1162.522
2005-02-18,1161.494
2005-02-21,1165.876
2005-02-22,1174.757
2005-02-23,1178.411
2005-02-24,1196.619
2005-02-25,1207.54
2005-02-28,1220.67
2005-03-01,1220.429
2005-03-02,1202.968
2005-03-03,1217.177
2005-03-04,1236.326
2005-03-07,1230.553
2005-03-08,1241.289
2005-03-09,1236.989
2005-03-10,1232.0
2005-03-11,1238.608
2005-03-14,1228.592
2005-03-15,1223.791
2005-03-16,1223.823
2005-03-17,1252.418
2005-03-18,1241.594
2005-03-21,1227.428
2005-03-22,1226.121
2005-03-23,1187.78
2005-03-24,1180.006
2005-03-25,1180.006
2005-03-28,1170.806
2005-03-29,1171.825
2005-03-30,1168.652
2005-03-31,1185.367
2005-04-01,1192.059
2005-04-04,1199.011
2005-04-05,1206.882
2005-04-06,1207.434
2005-04-07,1220.977
2005-04-08,1207.868
2005-04-11,1214.493
2005-04-12,1212.958
2005-04-13,1206.73
2005-04-14,1194.095
2005-04-15,1182.587
2005-04-18,1159.809
2005-04-19,1175.904
2005-04-20,1186.334
2005-04-21,1200.795
2005-04-22,1210.146
2005-04-25,1208.753
2005-04-26,1188.539
2005-04-27,1151.802
2005-04-28,1129.602
2005-04-29,1134.04
2005-05-02,1131.66
2005-05-03,1143.229
2005-05-04,1150.058
2005-05-05,1148.846
2005-05-06,1164.765
2005-05-09,1171.572
2005-05-10,1169.403
2005-05-11,1172.854
2005-05-12,1165.348
2005-05-13,1139.391
2005-05-16,1136.405
2005-05-17,1136.866
2005-05-18,1151.297
2005-05-19,1159.974
2005-05-20,1163.928
2005-05-23,1163.695
2005-05-24,1172.76
2005-05-25,1171.176
2005-05-26,1192.544
2005-05-27,1195.493
2005-05-30,1193.963
2005-05-31,1178.596
2005-06-01,1192.904
2005-06-02,1194.998
2005-06-03,1195.063
2005-06-06,1205.967
2005-06-07,1205.357
2005-06-08,1228.64
2005-06-09,1218.401
2005-06-10,1236.41
2005-06-13,1220.287
2005-06-14,1230.751
2005-06-15,1236.178
2005-06-16,1243.751
2005-06-17,1259.505
2005-06-20,1257.002
2005-06-21,1251.727
2005-06-22,1245.425
2005-06-23,1237.686
2005-06-24,1247.148
2005-06-27,1248.257
2005-06-28,1260.6
2005-06-29,1267.357
2005-06-30,1279.747
2005-07-01,1281.942
2005-07-04,1303.346
2005-07-05,1298.524
2005-07-06,1323.746
2005-07-07,1300.866
2005-07-08,1343.159
2005-07-11,1353.819
2005-07-12,1360.263
2005-07-13,1355.149
2005-07-14,1344.73
2005-07-15,1311.05
2005-07-18,1298.01
2005-07-19,1285.562
2005-07-20,1282.862
2005-07-21,1287.348
2005-07-22,1321.143
2005-07-25,1345.354
2005-07-26,1346.825
2005-07-27,1339.393
2005-07-28,1347.923
2005-07-29,1379.622
2005-08-01,1390.174
2005-08-02,1408.136
2005-08-03,1437.599
2005-08-04,1428.437
2005-08-05,1406.057
2005-08-08,1429.664
2005-08-09,1439.787
2005-08-10,1445.805
2005-08-11,1470.563
2005-08-12,1467.559
2005-08-15,1452.596
2005-08-16,1426.184
2005-08-17,1411.165
2005-08-18,1393.398
2005-08-19,1401.26
2005-08-22,1433.933
2005-08-23,1441.395
2005-08-24,1437.485
2005-08-25,1448.659
2005-08-26,1455.378
2005-08-29,1456.815
2005-08-30,1454.823
2005-08-31,1487.125
2005-09-01,1536.283
2005-09-02,1547.162
2005-09-05,1528.984
2005-09-06,1540.743
2005-09-07,1533.939
2005-09-08,1507.305
2005-09-09,1527.495
2005-09-12,1516.874
2005-09-13,1492.408
2005-09-14,1504.837
2005-09-15,1507.615
2005-09-16,1503.992
2005-09-19,1521.005
2005-09-20,1540.167
2005-09-21,1545.121
2005-09-22,1539.993
2005-09-23,1505.511
2005-09-26,1484.966
2005-09-27,1485.866
2005-09-28,1508.484
2005-09-29,1523.844
2005-09-30,1513.921
2005-10-03,1500.089
2005-10-04,1494.286
2005-10-05,1471.699
2005-10-06,1422.441
