Date,FINLAND SMALL VALUE Small Cap
2002-03-11,191.332
2002-03-12,190.13
2002-03-13,189.921
2002-03-14,191.009
2002-03-15,191.123
2002-03-18,192.028
2002-03-19,192.067
2002-03-20,191.439
2002-03-21,191.227
2002-03-22,191.995
2002-03-25,191.882
2002-03-26,191.353
2002-03-27,191.03
2002-03-28,190.954
2002-03-29,190.954
2002-04-01,192.519
2002-04-02,194.955
2002-04-03,195.226
2002-04-04,195.569
2002-04-05,196.151
2002-04-08,195.124
2002-04-09,195.675
2002-04-10,196.292
2002-04-11,196.955
2002-04-12,195.289
2002-04-15,195.916
2002-04-16,198.034
2002-04-17,200.362
2002-04-18,201.736
2002-04-19,200.929
2002-04-22,200.213
2002-04-23,199.505
2002-04-24,199.947
2002-04-25,198.919
2002-04-26,200.693
2002-04-29,201.76
2002-04-30,200.598
2002-05-01,201.734
2002-05-02,203.682
2002-05-03,207.387
2002-05-06,208.604
2002-05-07,207.494
2002-05-08,209.423
2002-05-09,209.377
2002-05-10,210.382
2002-05-13,211.459
2002-05-14,210.021
2002-05-15,210.827
2002-05-16,211.117
2002-05-17,213.921
2002-05-20,214.704
2002-05-21,213.291
2002-05-22,215.558
2002-05-23,213.388
2002-05-24,214.415
2002-05-27,213.475
2002-05-28,215.727
2002-05-29,215.773
2002-05-30,215.581
2002-05-31,213.675
2002-06-03,215.289
2002-06-04,214.8
2002-06-05,213.765
2002-06-06,214.328
2002-06-07,212.096
2002-06-10,213.473
2002-06-11,213.769
2002-06-12,212.595
2002-06-13,212.573
2002-06-14,211.046
2002-06-17,210.502
2002-06-18,212.336
2002-06-19,211.629
2002-06-20,211.801
2002-06-21,212.833
2002-06-24,212.942
2002-06-25,212.259
2002-06-26,212.571
2002-06-27,213.878
2002-06-28,216.39
2002-07-01,218.47
2002-07-02,217.616
2002-07-03,216.83
2002-07-04,216.304
2002-07-05,215.699
2002-07-08,218.778
2002-07-09,219.243
2002-07-10,218.016
2002-07-11,216.814
2002-07-12,215.506
2002-07-15,218.552
2002-07-16,216.836
2002-07-17,214.671
2002-07-18,216.327
2002-07-19,215.744
2002-07-22,211.091
2002-07-23,205.133
2002-07-24,196.09
2002-07-25,200.544
2002-07-26,196.296
2002-07-29,195.631
2002-07-30,197.823
2002-07-31,197.032
2002-08-01,196.961
2002-08-02,196.811
2002-08-05,191.607
2002-08-06,188.627
2002-08-07,190.354
2002-08-08,190.504
2002-08-09,192.64
2002-08-12,194.192
2002-08-13,193.793
2002-08-14,194.76
2002-08-15,193.378
2002-08-16,194.998
2002-08-19,193.634
2002-08-20,194.042
2002-08-21,196.837
2002-08-22,196.653
2002-08-23,195.279
2002-08-26,195.025
2002-08-27,196.303
2002-08-28,197.047
2002-08-29,196.225
2002-08-30,195.425
2002-09-02,195.836
2002-09-03,196.928
2002-09-04,195.276
2002-09-05,194.42
2002-09-06,194.202
2002-09-09,193.358
2002-09-10,192.904
2002-09-11,192.891
2002-09-12,193.867
2002-09-13,194.14
2002-09-16,192.021
2002-09-17,191.83
2002-09-18,191.448
2002-09-19,192.474
2002-09-20,191.666
2002-09-23,189.865
2002-09-24,183.548
2002-09-25,182.075
2002-09-26,179.095
2002-09-27,177.956
2002-09-30,178.172
2002-10-01,175.523
2002-10-02,175.025
2002-10-03,173.412
2002-10-04,170.738
2002-10-07,168.19
2002-10-08,166.048
2002-10-09,167.614
2002-10-10,166.732
2002-10-11,169.089
2002-10-14,169.514
2002-10-15,173.18
2002-10-16,174.407
2002-10-17,174.564
2002-10-18,175.892
2002-10-21,176.462
2002-10-22,175.756
2002-10-23,174.392
2002-10-24,173.42
2002-10-25,172.358
2002-10-28,174.151
2002-10-29,171.885
2002-10-30,172.826
2002-10-31,175.431
2002-11-01,175.098
2002-11-04,175.525
2002-11-05,175.837
2002-11-06,176.009
2002-11-07,177.491
2002-11-08,177.877
2002-11-11,177.352
2002-11-12,176.821
2002-11-13,176.435
2002-11-14,176.608
2002-11-15,179.134
2002-11-18,180.602
2002-11-19,180.985
2002-11-20,179.746
2002-11-21,180.512
2002-11-22,181.653
2002-11-25,182.721
2002-11-26,182.866
2002-11-27,184.186
2002-11-28,186.987
2002-11-29,187.207
2002-12-02,190.295
2002-12-03,187.772
2002-12-04,187.156
2002-12-05,188.44
2002-12-06,189.824
2002-12-09,187.933
2002-12-10,187.244
2002-12-11,188.766
2002-12-12,189.765
2002-12-13,188.338
2002-12-16,188.092
2002-12-17,190.966
2002-12-18,191.247
2002-12-19,191.933
2002-12-20,191.401
2002-12-23,191.893
2002-12-24,192.687
2002-12-25,192.687
2002-12-26,193.173
2002-12-27,193.866
2002-12-30,196.218
2002-12-31,196.988
2003-01-01,196.988
2003-01-02,198.121
2003-01-03,200.602
2003-01-06,201.834
2003-01-07,201.445
2003-01-08,198.097
2003-01-09,198.922
2003-01-10,201.02
2003-01-13,203.478
2003-01-14,204.979
2003-01-15,204.797
2003-01-16,204.953
2003-01-17,205.794
2003-01-20,206.102
2003-01-21,207.145
2003-01-22,206.83
2003-01-23,208.184
2003-01-24,209.571
2003-01-27,207.893
2003-01-28,205.948
2003-01-29,204.973
2003-01-30,200.924
2003-01-31,198.769
2003-02-03,199.187
2003-02-04,201.968
2003-02-05,199.014
2003-02-06,199.004
2003-02-07,198.302
2003-02-10,198.848
2003-02-11,197.927
2003-02-12,197.188
2003-02-13,197.2
2003-02-14,195.488
2003-02-17,195.896
2003-02-18,189.948
2003-02-19,190.369
2003-02-20,190.499
2003-02-21,189.85
2003-02-24,189.024
2003-02-25,187.08
2003-02-26,187.142
2003-02-27,185.058
2003-02-28,188.103
2003-03-03,188.51
2003-03-04,188.658
2003-03-05,188.841
2003-03-06,188.191
2003-03-07,187.182
2003-03-10,187.664
2003-03-11,187.995
2003-03-12,185.791
2003-03-13,183.93
2003-03-14,182.392
2003-03-17,181.866
2003-03-18,183.71
2003-03-19,183.973
2003-03-20,184.665
2003-03-21,185.616
2003-03-24,187.174
2003-03-25,186.13
2003-03-26,187.111
2003-03-27,186.775
2003-03-28,186.456
2003-03-31,187.174
2003-04-01,188.658
2003-04-02,187.574
2003-04-03,186.824
2003-04-04,184.774
2003-04-07,185.572
2003-04-08,184.674
2003-04-09,184.539
2003-04-10,187.272
2003-04-11,186.942
2003-04-14,186.236
2003-04-15,188.477
2003-04-16,189.312
2003-04-17,190.803
2003-04-18,190.803
2003-04-21,189.981
2003-04-22,193.04
2003-04-23,195.592
2003-04-24,196.716
2003-04-25,196.273
2003-04-28,197.667
2003-04-29,196.295
2003-04-30,201.607
2003-05-01,203.459
2003-05-02,204.497
2003-05-05,206.864
2003-05-06,208.538
2003-05-07,208.208
2003-05-08,208.576
2003-05-09,208.112
2003-05-12,209.14
2003-05-13,209.393
2003-05-14,208.065
2003-05-15,208.137
2003-05-16,211.194
2003-05-19,213.071
2003-05-20,212.375
2003-05-21,211.709
2003-05-22,211.57
2003-05-23,213.027
2003-05-26,214.51
2003-05-27,213.623
2003-05-28,212.225
2003-05-29,213.798
2003-05-30,212.251
2003-06-02,214.004
2003-06-03,212.171
2003-06-04,214.313
2003-06-05,217.949
2003-06-06,218.229
2003-06-09,218.463
2003-06-10,217.402
2003-06-11,218.931
2003-06-12,218.241
2003-06-13,220.899
2003-06-16,220.555
2003-06-17,220.484
2003-06-18,217.975
2003-06-19,216.995
2003-06-20,215.834
2003-06-23,213.167
2003-06-24,209.766
2003-06-25,212.277
2003-06-26,208.693
2003-06-27,210.923
2003-06-30,212.214
2003-07-01,213.222
2003-07-02,212.853
2003-07-03,213.839
2003-07-04,215.803
2003-07-07,216.96
2003-07-08,217.723
2003-07-09,218.103
2003-07-10,218.34
2003-07-11,218.393
2003-07-14,219.975
2003-07-15,220.496
2003-07-16,220.706
2003-07-17,217.707
2003-07-18,220.495
2003-07-21,221.772
2003-07-22,220.91
2003-07-23,223.674
2003-07-24,226.362
2003-07-25,228.115
2003-07-28,226.83
2003-07-29,227.812
2003-07-30,224.473
2003-07-31,224.105
2003-08-01,225.254
2003-08-04,226.656
2003-08-05,226.233
2003-08-06,223.956
2003-08-07,223.0
2003-08-08,222.43
2003-08-11,222.816
2003-08-12,223.018
2003-08-13,223.739
2003-08-14,223.216
2003-08-15,223.322
2003-08-18,223.491
2003-08-19,225.212
2003-08-20,225.913
2003-08-21,226.561
2003-08-22,225.591
2003-08-25,226.071
2003-08-26,224.297
2003-08-27,225.269
2003-08-28,226.564
2003-08-29,228.339
2003-09-01,231.334
2003-09-02,231.353
2003-09-03,236.172
2003-09-04,239.593
2003-09-05,241.583
2003-09-08,244.198
2003-09-09,243.912
2003-09-10,239.766
2003-09-11,241.303
2003-09-12,244.67
2003-09-15,245.484
2003-09-16,244.181
2003-09-17,245.951
2003-09-18,244.828
2003-09-19,245.917
2003-09-22,245.573
2003-09-23,246.086
2003-09-24,246.802
2003-09-25,243.91
2003-09-26,242.464
2003-09-29,246.462
2003-09-30,246.683
2003-10-01,248.418
2003-10-02,247.42
2003-10-03,250.069
2003-10-06,252.074
2003-10-07,253.913
2003-10-08,255.305
2003-10-09,256.186
2003-10-10,258.601
2003-10-13,257.607
2003-10-14,259.275
2003-10-15,262.716
2003-10-16,262.902
2003-10-17,264.277
2003-10-20,265.365
2003-10-21,266.72
2003-10-22,268.364
2003-10-23,269.034
2003-10-24,270.476
2003-10-27,269.161
2003-10-28,271.767
2003-10-29,273.592
2003-10-30,274.596
2003-10-31,273.272
2003-11-03,271.469
2003-11-04,273.19
2003-11-05,271.46
2003-11-06,271.046
2003-11-07,276.001
2003-11-10,276.931
2003-11-11,275.074
2003-11-12,280.015
2003-11-13,283.085
2003-11-14,285.787
2003-11-17,282.39
2003-11-18,285.974
2003-11-19,286.582
2003-11-20,289.067
2003-11-21,290.19
2003-11-24,290.125
2003-11-25,292.206
2003-11-26,293.921
2003-11-27,294.47
2003-11-28,296.91
2003-12-01,300.264
2003-12-02,300.572
2003-12-03,301.843
2003-12-04,299.695
2003-12-05,302.097
2003-12-08,304.643
2003-12-09,303.036
2003-12-10,302.363
2003-12-11,300.073
2003-12-12,302.882
2003-12-15,303.341
2003-12-16,299.956
2003-12-17,299.617
2003-12-18,298.459
2003-12-19,296.47
2003-12-22,297.879
2003-12-23,299.465
2003-12-24,300.309
2003-12-25,300.309
2003-12-26,300.189
2003-12-29,303.021
2003-12-30,305.385
2003-12-31,307.408
2004-01-01,307.408
2004-01-02,312.172
2004-01-05,314.766
2004-01-06,316.654
2004-01-07,316.317
2004-01-08,318.582
2004-01-09,321.055
2004-01-12,319.502
2004-01-13,320.266
2004-01-14,317.698
2004-01-15,317.927
2004-01-16,313.962
2004-01-19,316.009
2004-01-20,318.057
2004-01-21,318.785
2004-01-22,322.597
2004-01-23,322.648
2004-01-26,320.061
2004-01-27,322.603
2004-01-28,320.534
2004-01-29,315.315
2004-01-30,315.354
2004-02-02,315.428
2004-02-03,319.616
2004-02-04,320.427
2004-02-05,323.481
2004-02-06,328.641
2004-02-09,330.489
2004-02-10,331.491
2004-02-11,330.666
2004-02-12,335.999
2004-02-13,335.536
2004-02-16,335.115
2004-02-17,337.358
2004-02-18,341.233
2004-02-19,338.931
2004-02-20,336.912
2004-02-23,337.68
2004-02-24,340.136
2004-02-25,337.515
2004-02-26,335.009
2004-02-27,334.796
2004-03-01,338.733
2004-03-02,335.825
2004-03-03,331.075
2004-03-04,332.706
2004-03-05,339.171
2004-03-08,339.905
2004-03-09,338.954
2004-03-10,331.273
2004-03-11,328.906
2004-03-12,327.481
2004-03-15,325.81
2004-03-16,326.479
2004-03-17,325.483
2004-03-18,327.21
2004-03-19,326.853
2004-03-22,323.417
2004-03-23,322.581
2004-03-24,321.75
2004-03-25,326.04
2004-03-26,324.383
2004-03-29,325.547
2004-03-30,326.637
2004-03-31,330.248
2004-04-01,333.283
2004-04-02,332.43
2004-04-05,329.023
2004-04-06,330.05
2004-04-07,332.675
2004-04-08,332.371
2004-04-09,332.371
2004-04-12,331.438
2004-04-13,329.508
2004-04-14,328.118
2004-04-15,329.642
2004-04-16,331.601
2004-04-19,333.04
2004-04-20,331.721
2004-04-21,330.01
2004-04-22,332.536
2004-04-23,332.016
2004-04-26,336.904
2004-04-27,337.985
2004-04-28,333.992
2004-04-29,333.302
2004-04-30,330.799
2004-05-03,331.495
2004-05-04,333.054
2004-05-05,334.583
2004-05-06,331.082
2004-05-07,327.35
2004-05-10,318.307
2004-05-11,321.232
2004-05-12,320.474
2004-05-13,316.039
2004-05-14,315.676
2004-05-17,313.18
2004-05-18,313.857
2004-05-19,319.637
2004-05-20,316.795
2004-05-21,319.645
2004-05-24,321.857
2004-05-25,324.592
2004-05-26,325.908
2004-05-27,331.881
2004-05-28,330.903
2004-05-31,330.3
2004-06-01,331.148
2004-06-02,335.035
2004-06-03,334.469
2004-06-04,335.936
2004-06-07,340.658
2004-06-08,340.932
2004-06-09,337.416
2004-06-10,336.579
2004-06-11,334.651
2004-06-14,334.441
2004-06-15,333.229
2004-06-16,331.86
2004-06-17,332.37
2004-06-18,335.993
2004-06-21,336.254
2004-06-22,336.166
2004-06-23,337.226
2004-06-24,341.612
2004-06-25,340.49
2004-06-28,343.02
2004-06-29,341.854
2004-06-30,344.545
2004-07-01,344.321
2004-07-02,346.858
2004-07-05,345.586
2004-07-06,344.269
2004-07-07,347.972
2004-07-08,350.039
2004-07-09,349.194
2004-07-12,350.213
2004-07-13,347.497
2004-07-14,349.371
2004-07-15,347.573
2004-07-16,349.641
2004-07-19,345.996
2004-07-20,345.006
2004-07-21,342.589
2004-07-22,342.716
2004-07-23,338.257
2004-07-26,339.691
2004-07-27,336.963
2004-07-28,338.099
2004-07-29,340.128
2004-07-30,340.063
2004-08-02,341.881
2004-08-03,344.015
2004-08-04,343.041
2004-08-05,342.543
2004-08-06,344.702
2004-08-09,340.822
2004-08-10,346.666
2004-08-11,342.781
2004-08-12,342.822
2004-08-13,347.707
2004-08-16,346.836
2004-08-17,347.215
2004-08-18,343.456
2004-08-19,345.426
2004-08-20,347.633
2004-08-23,348.096
2004-08-24,346.344
2004-08-25,343.999
2004-08-26,343.507
2004-08-27,342.769
2004-08-30,343.39
2004-08-31,347.217
2004-09-01,347.473
2004-09-02,347.001
2004-09-03,344.964
2004-09-06,345.033
2004-09-07,345.255
2004-09-08,347.568
2004-09-09,350.845
2004-09-10,357.472
2004-09-13,357.11
2004-09-14,358.298
2004-09-15,353.296
2004-09-16,352.97
2004-09-17,353.989
2004-09-20,353.286
2004-09-21,356.808
2004-09-22,357.36
2004-09-23,356.323
2004-09-24,355.727
2004-09-27,356.198
2004-09-28,354.955
2004-09-29,357.076
2004-09-30,361.332
2004-10-01,363.46
2004-10-04,362.788
2004-10-05,366.793
2004-10-06,364.285
2004-10-07,365.424
2004-10-08,369.837
2004-10-11,370.736
2004-10-12,367.895
2004-10-13,366.923
2004-10-14,369.569
2004-10-15,371.572
2004-10-18,373.711
2004-10-19,376.531
2004-10-20,375.658
2004-10-21,376.82
2004-10-22,378.199
2004-10-25,380.547
2004-10-26,381.549
2004-10-27,382.265
2004-10-28,379.834
2004-10-29,378.827
2004-11-01,382.145
2004-11-02,382.23
2004-11-03,385.139
2004-11-04,389.855
2004-11-05,391.924
2004-11-08,393.178
2004-11-09,395.038
2004-11-10,397.619
2004-11-11,399.291
2004-11-12,401.718
2004-11-15,402.119
2004-11-16,401.557
2004-11-17,403.69
2004-11-18,403.684
2004-11-19,406.968
2004-11-22,404.83
2004-11-23,408.744
2004-11-24,411.981
2004-11-25,417.548
2004-11-26,418.875
2004-11-29,420.936
2004-11-30,420.31
2004-12-01,420.371
2004-12-02,419.468
2004-12-03,423.996
2004-12-06,425.771
2004-12-07,426.269
2004-12-08,417.051
2004-12-09,415.163
2004-12-10,411.994
2004-12-13,410.555
2004-12-14,410.175
2004-12-15,413.678
2004-12-16,408.648
2004-12-17,407.296
2004-12-20,415.179
2004-12-21,416.735
2004-12-22,420.638
2004-12-23,423.953
2004-12-24,425.052
2004-12-27,426.255
2004-12-28,426.356
2004-12-29,427.388
2004-12-30,430.73
2004-12-31,429.545
2005-01-03,429.826
2005-01-04,428.248
2005-01-05,424.863
2005-01-06,421.519
2005-01-07,421.149
2005-01-10,422.935
2005-01-11,422.672
2005-01-12,425.314
2005-01-13,426.6
2005-01-14,423.202
2005-01-17,426.366
2005-01-18,426.648
2005-01-19,426.807
2005-01-20,422.822
2005-01-21,424.702
2005-01-24,423.831
2005-01-25,422.567
2005-01-26,428.321
2005-01-27,428.491
2005-01-28,427.441
2005-01-31,427.782
2005-02-01,431.308
2005-02-02,439.496
2005-02-03,441.729
2005-02-04,444.077
2005-02-07,446.557
2005-02-08,446.34
2005-02-09,449.261
2005-02-10,443.81
2005-02-11,447.372
2005-02-14,450.885
2005-02-15,454.314
2005-02-16,456.162
2005-02-17,461.612
2005-02-18,463.631
2005-02-21,464.352
2005-02-22,466.287
2005-02-23,461.041
2005-02-24,462.558
2005-02-25,465.218
2005-02-28,468.212
2005-03-01,464.109
2005-03-02,466.006
2005-03-03,469.295
2005-03-04,477.656
2005-03-07,480.991
2005-03-08,484.284
2005-03-09,484.33
2005-03-10,482.833
2005-03-11,486.882
2005-03-14,482.699
2005-03-15,481.508
2005-03-16,482.836
2005-03-17,479.593
2005-03-18,475.191
2005-03-21,471.993
2005-03-22,473.771
2005-03-23,462.859
2005-03-24,463.487
2005-03-25,463.487
2005-03-28,460.234
2005-03-29,460.453
2005-03-30,461.607
2005-03-31,467.171
2005-04-01,466.115
2005-04-04,458.213
2005-04-05,461.503
2005-04-06,466.686
2005-04-07,471.168
2005-04-08,471.349
2005-04-11,474.45
2005-04-12,474.016
2005-04-13,476.426
2005-04-14,469.412
2005-04-15,466.435
2005-04-18,462.439
2005-04-19,463.196
2005-04-20,466.037
2005-04-21,464.902
2005-04-22,466.163
2005-04-25,465.614
2005-04-26,465.635
2005-04-27,458.129
2005-04-28,455.107
2005-04-29,454.527
2005-05-02,453.95
2005-05-03,455.625
2005-05-04,458.309
2005-05-05,457.76
2005-05-06,459.718
2005-05-09,459.214
2005-05-10,459.512
2005-05-11,459.876
2005-05-12,456.929
2005-05-13,455.016
2005-05-16,454.447
2005-05-17,455.311
2005-05-18,462.332
2005-05-19,465.518
2005-05-20,465.765
2005-05-23,471.296
2005-05-24,472.926
2005-05-25,472.703
2005-05-26,472.5
2005-05-27,475.068
2005-05-30,472.55
2005-05-31,470.456
2005-06-01,469.742
2005-06-02,473.616
2005-06-03,472.031
2005-06-06,472.257
2005-06-07,473.49
2005-06-08,475.562
2005-06-09,472.113
2005-06-10,474.626
2005-06-13,474.445
2005-06-14,476.194
2005-06-15,477.566
2005-06-16,478.798
2005-06-17,488.125
2005-06-20,483.71
2005-06-21,483.158
2005-06-22,483.195
2005-06-23,480.397
2005-06-24,481.852
2005-06-27,480.515
2005-06-28,478.412
2005-06-29,481.134
2005-06-30,485.754
2005-07-01,480.015
2005-07-04,479.474
2005-07-05,477.576
2005-07-06,481.586
2005-07-07,479.475
2005-07-08,485.399
2005-07-11,493.729
2005-07-12,501.361
2005-07-13,497.299
2005-07-14,497.348
2005-07-15,494.137
2005-07-18,495.422
2005-07-19,496.22
2005-07-20,497.948
2005-07-21,503.794
2005-07-22,504.604
2005-07-25,499.615
2005-07-26,500.291
2005-07-27,508.814
2005-07-28,515.123
2005-07-29,517.562
2005-08-01,521.517
2005-08-02,524.917
2005-08-03,531.835
2005-08-04,534.503
2005-08-05,524.865
2005-08-08,530.916
2005-08-09,528.962
2005-08-10,530.674
2005-08-11,528.129
2005-08-12,527.534
2005-08-15,526.562
2005-08-16,522.964
2005-08-17,519.147
2005-08-18,512.885
2005-08-19,515.757
2005-08-22,522.432
2005-08-23,520.823
2005-08-24,518.671
2005-08-25,516.852
2005-08-26,516.782
2005-08-29,513.102
2005-08-30,513.509
2005-08-31,523.549
2005-09-01,535.093
2005-09-02,537.404
2005-09-05,537.853
2005-09-06,540.918
2005-09-07,542.686
2005-09-08,540.567
2005-09-09,544.027
2005-09-12,543.296
2005-09-13,545.187
2005-09-14,547.925
2005-09-15,542.904
2005-09-16,543.937
2005-09-19,543.456
2005-09-20,545.164
2005-09-21,544.024
2005-09-22,540.755
2005-09-23,536.855
2005-09-26,535.329
2005-09-27,533.665
2005-09-28,534.261
2005-09-29,533.268
2005-09-30,539.65
2005-10-03,533.165
2005-10-04,534.484
2005-10-05,532.244
2005-10-06,534.482
2005-10-07,531.115
2005-10-10,533.528
2005-10-11,530.055
2005-10-12,526.614
2005-10-13,512.255
2005-10-14,514.035
2005-10-17,511.138
2005-10-18,507.573
2005-10-19,496.657
2005-10-20,499.493
2005-10-21,493.137
2005-10-24,499.073
2005-10-25,504.291
2005-10-26,509.205
2005-10-27,506.53
2005-10-28,501.389
2005-10-31,509.366
2005-11-01,512.604
2005-11-02,515.369
2005-11-03,514.383
2005-11-04,507.373
2005-11-07,503.417
2005-11-08,503.18
2005-11-09,501.752
