Date,FINLAND SMALL VALUE Small Cap
2008-01-31,713.515
2008-02-29,754.884
2008-03-31,797.324
2008-04-30,762.975
2008-05-30,726.976
2008-06-30,651.535
2008-07-31,620.089
2008-08-29,591.328
2008-09-30,489.087
2008-10-31,357.267
2008-11-28,327.598
2008-12-31,346.839
2009-01-30,335.319
2009-02-27,326.722
2009-03-31,323.815
2009-04-30,423.81
2009-05-29,478.59
2009-06-30,471.885
2009-07-31,530.196
2009-08-31,613.0
2009-09-30,673.683
2009-10-30,670.406
2009-11-30,708.516
2009-12-31,718.72
2010-01-29,739.492
2010-02-26,718.027
2010-03-31,766.976
2010-04-30,758.704
2010-05-31,639.471
2010-06-30,625.377
2010-07-30,739.013
2010-08-31,688.493
2010-09-30,810.263
2010-10-29,819.669
2010-11-30,756.659
2010-12-31,855.487
2011-01-31,869.749
2011-02-28,865.862
2011-03-31,903.87
2011-04-29,978.07
2011-05-31,924.623
2011-06-30,892.838
2011-07-29,800.356
2011-08-31,698.619
2011-09-30,576.776
2011-10-31,674.845
2011-11-30,635.509
2011-12-30,587.239
2012-01-31,676.555
2012-02-29,756.921
2012-03-30,746.555
2012-04-30,739.216
2012-05-31,580.641
2012-06-29,601.341
2012-07-31,606.64
2012-08-31,611.518
2012-09-28,650.734
2012-10-31,661.415
2012-11-30,677.407
2012-12-31,702.792
2013-01-31,752.817
2013-02-28,760.374
2013-03-29,733.104
2013-04-30,749.431
2013-05-31,758.094
2013-06-28,699.948
2013-07-31,745.246
2013-08-30,766.234
2013-09-30,824.572
2013-10-31,837.105
2013-11-29,872.698
2013-12-31,881.226
2014-01-31,852.212
2014-02-28,934.688
2014-03-31,919.955
2014-04-30,944.347
2014-05-30,971.238
2014-06-30,976.989
2014-07-31,902.904
2014-08-29,885.605
2014-09-30,816.833
2014-10-31,798.724
2014-11-28,819.716
2014-12-31,804.343
2015-01-30,827.529
2015-02-27,897.715
2015-03-31,888.418
2015-04-30,909.608
2015-05-29,888.783
2015-06-30,861.238
2015-07-31,913.991
2015-08-31,860.687
2015-09-30,791.066
2015-10-30,835.189
2015-11-30,844.942
2015-12-31,847.217
2016-01-29,814.875
2016-02-29,812.869
2016-03-31,887.273
2016-04-29,907.535
2016-05-31,922.815
2016-06-30,919.304
2016-07-29,999.463
2016-08-31,1017.621
2016-09-30,1081.47
2016-10-31,1023.325
2016-11-30,1011.958
2016-12-30,1057.365
2017-01-31,1085.093
2017-02-28,1036.038
2017-03-31,1052.058
2017-04-28,1160.686
2017-05-31,1212.576
2017-06-30,1244.674
2017-07-31,1262.4
2017-08-31,1278.972
2017-09-29,1294.663
2017-10-31,1259.144
2017-11-30,1255.959
2017-12-29,1312.835
2018-01-31,1382.705
2018-02-28,1353.767
2018-03-30,1329.919
2018-04-30,1352.666
2018-05-31,1331.491
2018-06-29,1335.892
2018-07-31,1305.502
2018-08-31,1308.501
2018-09-28,1286.542
2018-10-31,1212.372
2018-11-30,1147.67
2018-12-31,1059.068
2019-01-31,1162.608
2019-02-28,1183.883
2019-03-29,1200.997
2019-04-30,1228.007
2019-05-31,1119.466
2019-06-28,1248.15
2019-07-31,1202.813
2019-08-30,1200.758
2019-09-30,1238.565
2019-10-31,1335.694
2019-11-29,1354.165
2019-12-31,1391.266
2020-01-31,1401.898
2020-02-28,1298.679
2020-03-31,979.299
2020-04-30,1149.252
2020-05-29,1224.75
2020-06-30,1223.241
2020-07-31,1411.772
2020-08-31,1499.791
2020-09-30,1558.656
2020-10-30,1561.342
2020-11-30,1723.931
2020-12-31,1823.389
2021-01-29,1869.49
2021-02-26,1849.23
2021-03-31,1894.232
2021-04-30,2065.338
2021-05-31,2037.167
2021-06-30,1995.144
2021-07-30,2129.9
2021-08-31,2104.447
2021-09-30,1880.282
2021-10-29,1928.354
2021-11-30,1850.771
2021-12-31,1933.785
2022-01-31,1844.582
2022-02-28,1602.085
2022-03-31,1543.881
2022-04-29,1437.643
2022-05-31,1480.709
2022-06-30,1274.063
2022-07-29,1372.605
2022-08-31,1291.141
2022-09-30,1116.796
2022-10-31,1233.774
2022-11-30,1346.305
2022-12-30,1388.79
2023-01-31,1511.792
2023-02-28,1520.397
2023-03-31,1475.654
2023-04-28,1531.872
2023-05-31,1398.084
2023-06-30,1399.08
2023-07-31,1349.51
2023-08-31,1305.828
2023-09-29,1221.539
2023-10-31,1173.374
2023-11-30,1327.085
2023-12-29,1462.068
2024-01-31,1415.12
2024-02-29,1439.009
2024-03-29,1466.284
2024-04-30,1476.935
2024-05-31,1578.218
2024-06-28,1554.534
2024-07-31,1610.422
2024-08-30,1648.533
2024-09-30,1767.693
2024-10-31,1561.328
2024-11-29,1490.832
2024-12-31,1480.466
2025-01-31,1613.332
2025-02-28,1626.194
2025-03-31,1600.066
2025-04-30,1765.175
2025-05-30,1778.874
2025-06-30,1818.409
