Date,IRELAND SMID VALUE SMID (Small+Mid Cap)
2001-09-07,305.582
2001-09-10,297.818
2001-09-11,294.087
2001-09-12,285.786
2001-09-13,287.232
2001-09-14,290.516
2001-09-17,283.035
2001-09-18,282.205
2001-09-19,279.126
2001-09-20,266.647
2001-09-21,255.627
2001-09-24,264.284
2001-09-25,265.606
2001-09-26,265.841
2001-09-27,263.863
2001-09-28,263.236
2001-10-01,262.769
2001-10-02,260.261
2001-10-03,260.831
2001-10-04,263.122
2001-10-05,266.253
2001-10-08,261.592
2001-10-09,261.145
2001-10-10,260.861
2001-10-11,263.364
2001-10-12,268.044
2001-10-15,269.876
2001-10-16,274.547
2001-10-17,277.702
2001-10-18,275.208
2001-10-19,269.612
2001-10-22,269.807
2001-10-23,272.144
2001-10-24,272.758
2001-10-25,275.578
2001-10-26,275.308
2001-10-29,277.192
2001-10-30,278.39
2001-10-31,276.521
2001-11-01,278.974
2001-11-02,278.421
2001-11-05,280.236
2001-11-06,284.48
2001-11-07,285.118
2001-11-08,280.288
2001-11-09,278.762
2001-11-12,279.645
2001-11-13,277.746
2001-11-14,281.586
2001-11-15,285.29
2001-11-16,288.953
2001-11-19,288.461
2001-11-20,289.485
2001-11-21,284.534
2001-11-22,287.337
2001-11-23,288.04
2001-11-26,290.153
2001-11-27,289.846
2001-11-28,291.719
2001-11-29,288.99
2001-11-30,292.778
2001-12-03,290.516
2001-12-04,291.035
2001-12-05,294.39
2001-12-06,299.673
2001-12-07,299.934
2001-12-10,297.32
2001-12-11,298.93
2001-12-12,301.22
2001-12-13,302.308
2001-12-14,298.161
2001-12-17,297.47
2001-12-18,299.842
2001-12-19,297.051
2001-12-20,294.491
2001-12-21,292.094
2001-12-24,289.179
2001-12-25,289.179
2001-12-26,289.426
2001-12-27,290.223
2001-12-28,292.097
2001-12-31,296.815
2002-01-01,296.815
2002-01-02,300.701
2002-01-03,305.343
2002-01-04,305.184
2002-01-07,308.874
2002-01-08,308.582
2002-01-09,305.293
2002-01-10,300.151
2002-01-11,301.148
2002-01-14,301.628
2002-01-15,300.567
2002-01-16,298.664
2002-01-17,299.722
2002-01-18,299.318
2002-01-21,297.664
2002-01-22,298.463
2002-01-23,298.313
2002-01-24,297.877
2002-01-25,293.524
2002-01-28,295.697
2002-01-29,293.457
2002-01-30,289.635
2002-01-31,291.443
2002-02-01,295.186
2002-02-04,298.574
2002-02-05,294.592
2002-02-06,292.218
2002-02-07,288.314
2002-02-08,291.63
2002-02-11,292.627
2002-02-12,296.52
2002-02-13,296.318
2002-02-14,297.964
2002-02-15,302.653
2002-02-18,298.824
2002-02-19,298.658
2002-02-20,298.367
2002-02-21,300.799
2002-02-22,303.435
2002-02-25,301.588
2002-02-26,302.288
2002-02-27,301.88
2002-02-28,301.221
2002-03-01,303.666
2002-03-04,308.281
2002-03-05,310.823
2002-03-06,311.143
2002-03-07,315.25
2002-03-08,319.528
2002-03-11,320.921
2002-03-12,320.81
2002-03-13,320.61
2002-03-14,322.435
2002-03-15,323.702
2002-03-18,322.953
2002-03-19,326.949
2002-03-20,326.234
2002-03-21,325.895
2002-03-22,326.318
2002-03-25,326.091
2002-03-26,327.135
2002-03-27,326.134
2002-03-28,325.388
2002-03-29,325.388
2002-04-01,328.055
2002-04-02,332.678
2002-04-03,331.964
2002-04-04,335.962
2002-04-05,341.255
2002-04-08,335.996
2002-04-09,334.186
2002-04-10,335.868
2002-04-11,337.855
2002-04-12,335.123
2002-04-15,335.424
2002-04-16,337.488
2002-04-17,339.929
2002-04-18,341.592
2002-04-19,341.337
2002-04-22,342.468
2002-04-23,343.797
2002-04-24,346.362
2002-04-25,349.105
2002-04-26,348.195
2002-04-29,349.714
2002-04-30,353.335
2002-05-01,355.597
2002-05-02,369.448
2002-05-03,377.65
2002-05-06,378.912
2002-05-07,375.995
2002-05-08,377.312
2002-05-09,380.673
2002-05-10,381.003
2002-05-13,380.533
2002-05-14,375.065
2002-05-15,379.431
2002-05-16,379.287
2002-05-17,382.351
2002-05-20,383.707
2002-05-21,383.15
2002-05-22,385.847
2002-05-23,383.801
2002-05-24,382.097
2002-05-27,381.037
2002-05-28,387.007
2002-05-29,387.612
2002-05-30,388.476
2002-05-31,388.588
2002-06-03,390.148
2002-06-04,387.968
2002-06-05,384.694
2002-06-06,387.534
2002-06-07,376.931
2002-06-10,380.777
2002-06-11,376.702
2002-06-12,370.936
2002-06-13,374.07
2002-06-14,368.157
2002-06-17,364.568
2002-06-18,368.74
2002-06-19,368.214
2002-06-20,368.446
2002-06-21,368.912
2002-06-24,367.378
2002-06-25,369.753
2002-06-26,360.417
2002-06-27,355.682
2002-06-28,359.205
2002-07-01,350.574
2002-07-02,334.899
2002-07-03,318.948
2002-07-04,323.891
2002-07-05,327.513
2002-07-08,333.597
2002-07-09,338.05
2002-07-10,332.39
2002-07-11,325.572
2002-07-12,329.215
2002-07-15,328.451
2002-07-16,327.563
2002-07-17,332.298
2002-07-18,333.879
2002-07-19,332.699
2002-07-22,324.374
2002-07-23,313.681
2002-07-24,304.069
2002-07-25,312.354
2002-07-26,304.104
2002-07-29,304.497
2002-07-30,309.615
2002-07-31,306.964
2002-08-01,306.092
2002-08-02,301.625
2002-08-05,294.913
2002-08-06,288.973
2002-08-07,293.074
2002-08-08,292.353
2002-08-09,297.705
2002-08-12,301.065
2002-08-13,305.147
2002-08-14,305.376
2002-08-15,307.308
2002-08-16,313.178
2002-08-19,309.845
2002-08-20,311.061
2002-08-21,315.699
2002-08-22,317.924
2002-08-23,319.625
2002-08-26,322.487
2002-08-27,321.836
2002-08-28,317.425
2002-08-29,317.18
2002-08-30,315.786
2002-09-02,314.462
2002-09-03,315.253
2002-09-04,311.074
2002-09-05,306.153
2002-09-06,304.087
2002-09-09,304.437
2002-09-10,305.64
2002-09-11,309.921
2002-09-12,308.467
2002-09-13,306.326
2002-09-16,307.003
2002-09-17,308.157
2002-09-18,301.407
2002-09-19,296.48
2002-09-20,294.431
2002-09-23,287.155
2002-09-24,282.882
2002-09-25,283.175
2002-09-26,285.538
2002-09-27,283.005
2002-09-30,264.48
2002-10-01,262.199
2002-10-02,265.95
2002-10-03,261.335
2002-10-04,257.308
2002-10-07,254.561
2002-10-08,255.184
2002-10-09,249.141
2002-10-10,250.672
2002-10-11,266.72
2002-10-14,264.961
2002-10-15,276.782
2002-10-16,274.618
2002-10-17,272.766
2002-10-18,275.863
2002-10-21,279.343
2002-10-22,277.175
2002-10-23,272.882
2002-10-24,280.386
2002-10-25,273.769
2002-10-28,274.067
2002-10-29,268.509
2002-10-30,268.169
2002-10-31,283.5
2002-11-01,284.594
2002-11-04,292.078
2002-11-05,290.501
2002-11-06,288.105
2002-11-07,292.151
2002-11-08,292.614
2002-11-11,291.794
2002-11-12,292.023
2002-11-13,291.372
2002-11-14,289.395
2002-11-15,294.029
2002-11-18,297.505
2002-11-19,298.554
2002-11-20,293.052
2002-11-21,296.113
2002-11-22,292.638
2002-11-25,293.459
2002-11-26,293.389
2002-11-27,293.196
2002-11-28,297.242
2002-11-29,305.988
2002-12-02,309.261
2002-12-03,307.409
2002-12-04,305.014
2002-12-05,302.663
2002-12-06,299.162
2002-12-09,296.247
2002-12-10,292.845
2002-12-11,295.146
2002-12-12,292.071
2002-12-13,284.032
2002-12-16,280.098
2002-12-17,286.016
2002-12-18,280.586
2002-12-19,282.119
2002-12-20,284.063
2002-12-23,281.959
2002-12-24,282.872
2002-12-25,282.872
2002-12-26,283.585
2002-12-27,284.668
2002-12-30,285.381
2002-12-31,286.077
2003-01-01,286.077
2003-01-02,287.849
2003-01-03,293.017
2003-01-06,294.308
2003-01-07,294.726
2003-01-08,293.833
2003-01-09,294.535
2003-01-10,300.193
2003-01-13,298.561
2003-01-14,295.624
2003-01-15,289.621
2003-01-16,289.844
2003-01-17,290.493
2003-01-20,291.866
2003-01-21,292.521
2003-01-22,290.969
2003-01-23,292.716
2003-01-24,292.35
2003-01-27,286.3
2003-01-28,286.579
2003-01-29,281.243
2003-01-30,284.835
2003-01-31,289.314
2003-02-03,296.049
2003-02-04,292.969
2003-02-05,287.639
2003-02-06,283.857
2003-02-07,281.342
2003-02-10,281.06
2003-02-11,283.566
2003-02-12,280.763
2003-02-13,280.474
2003-02-14,278.811
2003-02-17,279.24
2003-02-18,280.99
2003-02-19,281.907
2003-02-20,285.985
2003-02-21,283.9
2003-02-24,281.798
2003-02-25,274.979
2003-02-26,273.191
2003-02-27,270.154
2003-02-28,271.826
2003-03-03,271.771
2003-03-04,281.179
2003-03-05,281.965
2003-03-06,283.238
2003-03-07,286.735
2003-03-10,290.505
2003-03-11,285.673
2003-03-12,286.9
2003-03-13,291.189
2003-03-14,294.793
2003-03-17,292.887
2003-03-18,294.792
2003-03-19,294.793
2003-03-20,292.536
2003-03-21,298.035
2003-03-24,298.639
2003-03-25,299.127
2003-03-26,300.915
2003-03-27,302.154
2003-03-28,301.733
2003-03-31,301.486
2003-04-01,302.292
2003-04-02,296.611
2003-04-03,298.082
2003-04-04,297.912
2003-04-07,298.91
2003-04-08,300.02
2003-04-09,301.4
2003-04-10,300.77
2003-04-11,300.794
2003-04-14,303.973
2003-04-15,307.844
2003-04-16,311.553
2003-04-17,314.259
2003-04-18,314.291
2003-04-21,312.936
2003-04-22,315.003
2003-04-23,320.819
2003-04-24,320.712
2003-04-25,316.474
2003-04-28,315.238
2003-04-29,320.226
2003-04-30,326.063
2003-05-01,329.336
2003-05-02,332.474
2003-05-05,334.193
2003-05-06,341.279
2003-05-07,339.231
2003-05-08,338.134
2003-05-09,336.615
2003-05-12,340.629
2003-05-13,340.063
2003-05-14,337.003
2003-05-15,336.355
2003-05-16,343.892
2003-05-19,341.51
2003-05-20,340.523
2003-05-21,340.238
2003-05-22,339.157
2003-05-23,340.641
2003-05-26,343.825
2003-05-27,340.728
2003-05-28,341.689
2003-05-29,343.504
2003-05-30,347.481
2003-06-02,346.181
2003-06-03,351.544
2003-06-04,353.54
2003-06-05,362.261
2003-06-06,358.899
2003-06-09,355.969
2003-06-10,352.732
2003-06-11,355.44
2003-06-12,362.609
2003-06-13,365.881
2003-06-16,369.722
2003-06-17,375.817
2003-06-18,369.307
2003-06-19,362.023
2003-06-20,359.963
2003-06-23,351.712
2003-06-24,347.814
2003-06-25,354.823
2003-06-26,335.936
2003-06-27,330.568
2003-06-30,338.928
2003-07-01,348.272
2003-07-02,349.663
2003-07-03,354.748
2003-07-04,354.583
2003-07-07,359.26
2003-07-08,359.819
2003-07-09,365.744
2003-07-10,369.766
2003-07-11,366.648
2003-07-14,366.922
2003-07-15,368.745
2003-07-16,368.867
2003-07-17,365.508
2003-07-18,371.704
2003-07-21,377.369
2003-07-22,373.608
2003-07-23,372.635
2003-07-24,369.76
2003-07-25,370.598
2003-07-28,371.946
2003-07-29,375.929
2003-07-30,378.61
2003-07-31,379.671
2003-08-01,379.619
2003-08-04,380.826
2003-08-05,375.834
2003-08-06,371.316
2003-08-07,374.059
2003-08-08,364.238
2003-08-11,366.864
2003-08-12,362.341
2003-08-13,366.386
2003-08-14,367.251
2003-08-15,367.47
2003-08-18,365.463
2003-08-19,368.125
2003-08-20,372.917
2003-08-21,369.734
2003-08-22,367.589
2003-08-25,370.891
2003-08-26,366.902
2003-08-27,371.136
2003-08-28,373.494
2003-08-29,385.756
2003-09-01,382.644
2003-09-02,369.5
2003-09-03,372.837
2003-09-04,376.401
2003-09-05,386.911
2003-09-08,392.91
2003-09-09,393.94
2003-09-10,388.619
2003-09-11,387.577
2003-09-12,389.86
2003-09-15,393.752
2003-09-16,389.973
2003-09-17,397.753
2003-09-18,400.851
2003-09-19,402.374
2003-09-22,400.807
2003-09-23,398.69
2003-09-24,399.653
2003-09-25,395.053
2003-09-26,392.621
2003-09-29,391.723
2003-09-30,390.106
2003-10-01,392.851
2003-10-02,391.152
2003-10-03,393.476
2003-10-06,402.395
2003-10-07,406.142
2003-10-08,407.71
2003-10-09,410.473
2003-10-10,413.25
2003-10-13,415.615
2003-10-14,419.981
2003-10-15,421.443
2003-10-16,417.414
2003-10-17,415.705
2003-10-20,417.582
2003-10-21,418.84
2003-10-22,418.151
2003-10-23,412.092
2003-10-24,413.109
2003-10-27,408.273
2003-10-28,409.589
2003-10-29,416.316
2003-10-30,416.371
2003-10-31,406.807
2003-11-03,405.575
2003-11-04,407.73
2003-11-05,402.309
2003-11-06,401.545
2003-11-07,407.767
2003-11-10,408.392
2003-11-11,407.889
2003-11-12,410.102
2003-11-13,412.829
2003-11-14,418.948
2003-11-17,416.151
2003-11-18,418.658
2003-11-19,415.761
2003-11-20,407.883
2003-11-21,409.241
2003-11-24,405.911
2003-11-25,414.348
2003-11-26,421.834
2003-11-27,419.274
2003-11-28,422.061
2003-12-01,433.516
2003-12-02,439.542
2003-12-03,440.594
2003-12-04,442.187
2003-12-05,444.382
2003-12-08,445.186
2003-12-09,447.902
2003-12-10,442.832
2003-12-11,437.839
2003-12-12,440.182
2003-12-15,446.379
2003-12-16,442.486
2003-12-17,443.52
2003-12-18,445.012
2003-12-19,449.967
2003-12-22,454.874
2003-12-23,458.815
2003-12-24,460.108
2003-12-25,460.108
2003-12-26,459.924
2003-12-29,463.011
2003-12-30,463.935
2003-12-31,467.862
2004-01-01,467.862
2004-01-02,470.035
2004-01-05,486.539
2004-01-06,488.484
2004-01-07,487.941
2004-01-08,489.085
2004-01-09,493.162
2004-01-12,497.465
2004-01-13,500.201
2004-01-14,502.823
2004-01-15,503.146
2004-01-16,493.011
2004-01-19,491.131
2004-01-20,498.922
2004-01-21,503.968
2004-01-22,514.377
2004-01-23,506.69
2004-01-26,501.133
2004-01-27,503.579
2004-01-28,496.685
2004-01-29,488.43
2004-01-30,489.859
2004-02-02,490.689
2004-02-03,496.227
2004-02-04,496.288
2004-02-05,495.173
2004-02-06,502.79
2004-02-09,508.342
2004-02-10,504.775
2004-02-11,504.395
2004-02-12,508.049
2004-02-13,506.256
2004-02-16,504.335
2004-02-17,505.233
2004-02-18,513.476
2004-02-19,517.988
2004-02-20,508.588
2004-02-23,512.863
2004-02-24,509.371
2004-02-25,500.82
2004-02-26,497.17
2004-02-27,499.615
2004-03-01,514.745
2004-03-02,514.242
2004-03-03,506.204
2004-03-04,507.058
2004-03-05,516.596
2004-03-08,513.721
2004-03-09,516.405
2004-03-10,507.463
2004-03-11,501.809
2004-03-12,500.293
2004-03-15,499.196
2004-03-16,502.819
2004-03-17,500.23
2004-03-18,510.803
2004-03-19,514.735
2004-03-22,508.707
2004-03-23,510.011
2004-03-24,507.363
2004-03-25,511.844
2004-03-26,506.409
2004-03-29,509.461
2004-03-30,508.458
2004-03-31,514.348
2004-04-01,521.057
2004-04-02,520.283
2004-04-05,518.318
2004-04-06,524.115
2004-04-07,530.078
2004-04-08,525.891
2004-04-09,525.891
2004-04-12,524.414
2004-04-13,521.959
2004-04-14,520.127
2004-04-15,518.787
2004-04-16,520.966
2004-04-19,526.914
2004-04-20,526.733
2004-04-21,522.802
2004-04-22,529.204
2004-04-23,538.954
2004-04-26,536.405
2004-04-27,539.255
2004-04-28,536.84
2004-04-29,537.667
2004-04-30,528.331
2004-05-03,526.876
2004-05-04,530.641
2004-05-05,532.699
2004-05-06,527.139
2004-05-07,521.651
2004-05-10,501.411
2004-05-11,506.274
2004-05-12,505.972
2004-05-13,511.234
2004-05-14,510.514
2004-05-17,515.141
2004-05-18,516.935
2004-05-19,525.835
2004-05-20,513.624
2004-05-21,519.681
2004-05-24,514.408
2004-05-25,518.091
2004-05-26,522.869
2004-05-27,531.926
2004-05-28,532.228
2004-05-31,531.668
2004-06-01,529.184
2004-06-02,534.446
2004-06-03,532.156
2004-06-04,536.637
2004-06-07,539.662
2004-06-08,541.813
2004-06-09,526.887
2004-06-10,521.008
2004-06-11,522.538
2004-06-14,518.571
2004-06-15,520.881
2004-06-16,515.771
2004-06-17,517.992
2004-06-18,524.313
2004-06-21,522.328
2004-06-22,525.815
2004-06-23,525.841
2004-06-24,533.51
2004-06-25,532.83
2004-06-28,550.141
2004-06-29,537.219
2004-06-30,545.239
2004-07-01,539.98
2004-07-02,551.128
2004-07-05,548.506
2004-07-06,548.044
2004-07-07,553.615
2004-07-08,558.964
2004-07-09,557.583
2004-07-12,559.252
2004-07-13,548.423
2004-07-14,553.565
2004-07-15,549.355
2004-07-16,547.197
2004-07-19,546.442
2004-07-20,536.908
2004-07-21,536.534
2004-07-22,514.895
2004-07-23,511.13
2004-07-26,515.585
2004-07-27,495.89
2004-07-28,503.603
2004-07-29,502.409
2004-07-30,507.372
2004-08-02,509.534
2004-08-03,506.659
2004-08-04,502.436
2004-08-05,501.222
2004-08-06,492.099
2004-08-09,490.296
2004-08-10,485.502
2004-08-11,499.325
2004-08-12,509.291
2004-08-13,502.558
2004-08-16,508.244
2004-08-17,519.16
2004-08-18,514.989
2004-08-19,519.096
2004-08-20,521.067
2004-08-23,520.343
2004-08-24,517.987
2004-08-25,514.956
2004-08-26,519.835
2004-08-27,521.843
2004-08-30,521.243
2004-08-31,525.926
2004-09-01,534.37
2004-09-02,535.154
2004-09-03,532.207
2004-09-06,532.865
2004-09-07,531.658
2004-09-08,534.34
2004-09-09,538.265
2004-09-10,545.0
2004-09-13,545.884
2004-09-14,551.073
2004-09-15,552.509
2004-09-16,549.169
2004-09-17,553.1
2004-09-20,549.928
2004-09-21,552.22
2004-09-22,544.636
2004-09-23,543.753
2004-09-24,545.624
2004-09-27,545.804
2004-09-28,550.584
2004-09-29,551.939
2004-09-30,554.701
2004-10-01,556.435
2004-10-04,557.656
2004-10-05,556.282
2004-10-06,559.311
2004-10-07,557.802
2004-10-08,554.2
2004-10-11,555.587
2004-10-12,549.632
2004-10-13,550.609
2004-10-14,545.711
2004-10-15,551.749
2004-10-18,560.466
2004-10-19,567.24
2004-10-20,568.68
2004-10-21,571.661
2004-10-22,583.865
2004-10-25,588.148
2004-10-26,589.731
2004-10-27,595.996
2004-10-28,600.735
2004-10-29,594.092
2004-11-01,598.417
2004-11-02,600.209
2004-11-03,612.563
2004-11-04,608.962
2004-11-05,621.884
2004-11-08,634.225
2004-11-09,632.927
2004-11-10,635.316
2004-11-11,627.218
2004-11-12,635.714
2004-11-15,648.523
2004-11-16,640.446
2004-11-17,642.445
2004-11-18,636.559
2004-11-19,624.316
2004-11-22,627.662
2004-11-23,625.804
2004-11-24,629.996
2004-11-25,629.949
2004-11-26,630.34
2004-11-29,630.934
2004-11-30,621.038
2004-12-01,625.911
2004-12-02,629.058
2004-12-03,636.903
2004-12-06,638.168
2004-12-07,633.613
2004-12-08,626.594
2004-12-09,629.412
2004-12-10,636.02
2004-12-13,636.066
2004-12-14,641.225
2004-12-15,646.799
2004-12-16,639.367
2004-12-17,638.574
2004-12-20,641.444
2004-12-21,634.855
2004-12-22,639.016
2004-12-23,641.446
2004-12-24,643.109
2004-12-27,647.123
2004-12-28,646.197
2004-12-29,654.719
2004-12-30,654.344
2004-12-31,655.367
2005-01-03,649.026
2005-01-04,655.291
2005-01-05,658.203
2005-01-06,654.408
2005-01-07,658.18
2005-01-10,659.837
2005-01-11,662.167
2005-01-12,670.333
2005-01-13,673.736
2005-01-14,664.608
2005-01-17,670.056
2005-01-18,665.33
2005-01-19,672.306
2005-01-20,661.71
2005-01-21,655.875
2005-01-24,654.486
2005-01-25,651.451
2005-01-26,653.722
2005-01-27,654.249
2005-01-28,647.262
2005-01-31,638.903
2005-02-01,656.858
2005-02-02,660.039
2005-02-03,657.67
2005-02-04,661.696
2005-02-07,656.715
2005-02-08,646.141
2005-02-09,648.445
2005-02-10,652.953
2005-02-11,659.018
2005-02-14,668.545
2005-02-15,667.601
2005-02-16,672.291
2005-02-17,679.419
2005-02-18,679.129
2005-02-21,675.651
2005-02-22,684.591
2005-02-23,674.155
2005-02-24,674.411
2005-02-25,682.161
2005-02-28,575.552
2005-03-01,567.255
2005-03-02,558.215
2005-03-03,550.828
2005-03-04,549.258
2005-03-07,544.053
2005-03-08,552.918
2005-03-09,551.42
2005-03-10,551.219
2005-03-11,548.852
2005-03-14,543.34
2005-03-15,544.287
2005-03-16,538.763
2005-03-17,543.369
2005-03-18,540.916
2005-03-21,534.265
2005-03-22,535.256
2005-03-23,528.19
2005-03-24,528.404
2005-03-25,528.404
2005-03-28,524.695
2005-03-29,526.352
2005-03-30,527.71
2005-03-31,504.955
2005-04-01,504.009
2005-04-04,500.167
2005-04-05,503.003
2005-04-06,508.252
2005-04-07,510.155
2005-04-08,510.386
2005-04-11,516.523
2005-04-12,511.186
2005-04-13,519.23
2005-04-14,512.883
2005-04-15,514.416
2005-04-18,509.376
2005-04-19,510.226
2005-04-20,511.155
2005-04-21,511.412
2005-04-22,510.034
2005-04-25,504.447
2005-04-26,505.302
2005-04-27,504.139
2005-04-28,501.436
2005-04-29,509.32
2005-05-02,506.518
2005-05-03,509.613
2005-05-04,513.885
2005-05-05,522.448
2005-05-06,520.271
2005-05-09,519.3
2005-05-10,522.482
2005-05-11,522.949
2005-05-12,528.617
2005-05-13,523.492
2005-05-16,523.282
2005-05-17,524.351
2005-05-18,530.101
2005-05-19,535.137
2005-05-20,529.227
2005-05-23,529.184
2005-05-24,532.222
2005-05-25,532.78
2005-05-26,534.712
2005-05-27,538.149
2005-05-30,537.324
2005-05-31,527.124
2005-06-01,531.298
2005-06-02,520.793
2005-06-03,524.536
2005-06-06,524.92
2005-06-07,522.655
2005-06-08,527.129
2005-06-09,517.575
2005-06-10,520.047
2005-06-13,519.129
2005-06-14,520.893
2005-06-15,526.463
2005-06-16,525.743
2005-06-17,532.244
2005-06-20,527.378
2005-06-21,531.054
2005-06-22,531.06
2005-06-23,531.935
2005-06-24,528.663
2005-06-27,528.691
2005-06-28,526.767
2005-06-29,536.232
2005-06-30,539.36
2005-07-01,532.79
2005-07-04,522.105
2005-07-05,527.194
2005-07-06,534.768
2005-07-07,530.988
2005-07-08,530.287
2005-07-11,538.847
2005-07-12,543.992
2005-07-13,540.582
2005-07-14,543.093
2005-07-15,541.055
2005-07-18,541.035
2005-07-19,549.037
2005-07-20,546.656
2005-07-21,557.564
2005-07-22,557.682
2005-07-25,553.784
2005-07-26,553.073
2005-07-27,558.136
2005-07-28,550.829
2005-07-29,556.544
2005-08-01,569.229
2005-08-02,568.444
2005-08-03,568.006
2005-08-04,567.235
2005-08-05,569.005
2005-08-08,568.631
2005-08-09,578.241
2005-08-10,580.39
2005-08-11,580.49
2005-08-12,576.528
2005-08-15,572.82
2005-08-16,572.883
2005-08-17,570.155
2005-08-18,564.911
2005-08-19,560.955
2005-08-22,567.887
2005-08-23,568.98
2005-08-24,570.14
2005-08-25,570.235
2005-08-26,569.691
2005-08-29,569.574
2005-08-30,571.9
2005-08-31,589.471
2005-09-01,592.274
2005-09-02,599.388
2005-09-05,597.983
2005-09-06,605.423
2005-09-07,600.94
2005-09-08,600.573
2005-09-09,603.186
2005-09-12,599.546
2005-09-13,593.744
2005-09-14,596.08
2005-09-15,589.054
2005-09-16,587.595
2005-09-19,586.976
2005-09-20,591.708
2005-09-21,589.191
2005-09-22,578.75
2005-09-23,578.723
2005-09-26,574.837
2005-09-27,574.213
2005-09-28,579.415
2005-09-29,584.39
2005-09-30,595.42
2005-10-03,581.777
2005-10-04,589.439
2005-10-05,594.596
2005-10-06,599.236
2005-10-07,593.716
2005-10-10,585.804
2005-10-11,589.618
2005-10-12,590.336
2005-10-13,585.109
2005-10-14,588.358
2005-10-17,584.288
2005-10-18,576.325
2005-10-19,566.75
2005-10-20,567.232
2005-10-21,557.57
2005-10-24,566.628
2005-10-25,576.681
2005-10-26,576.804
2005-10-27,572.169
2005-10-28,570.796
2005-10-31,574.133
2005-11-01,575.012
2005-11-02,592.161
2005-11-03,595.442
2005-11-04,581.466
2005-11-07,588.519
2005-11-08,591.075
