Date,HONG KONG SMID VALUE SMID (Small+Mid Cap)
2005-10-24,551.761
2005-10-25,549.274
2005-10-26,545.322
2005-10-27,542.434
2005-10-28,540.594
2005-10-31,545.25
2005-11-01,554.433
2005-11-02,556.713
2005-11-03,557.046
2005-11-04,556.758
2005-11-07,548.949
2005-11-08,547.162
2005-11-09,549.085
2005-11-10,545.726
2005-11-11,550.101
2005-11-14,547.309
2005-11-15,545.401
2005-11-16,545.979
2005-11-17,550.437
2005-11-18,557.493
2005-11-21,559.11
2005-11-22,555.26
2005-11-23,566.697
2005-11-24,571.628
2005-11-25,570.842
2005-11-28,572.094
2005-11-29,570.823
2005-11-30,572.229
2005-12-01,579.7
2005-12-02,580.686
2005-12-05,579.124
2005-12-06,580.708
2005-12-07,585.824
2005-12-08,582.219
2005-12-09,591.782
2005-12-12,593.48
2005-12-13,584.882
2005-12-14,588.308
2005-12-15,592.303
2005-12-16,588.32
2005-12-19,589.147
2005-12-20,587.373
2005-12-21,592.756
2005-12-22,592.138
2005-12-23,593.098
2005-12-26,593.098
2005-12-27,593.121
2005-12-28,591.185
2005-12-29,591.057
2005-12-30,588.855
2006-01-02,588.855
2006-01-03,590.645
2006-01-04,601.631
2006-01-05,607.309
2006-01-06,608.456
2006-01-09,615.757
2006-01-10,610.57
2006-01-11,610.894
2006-01-12,614.16
2006-01-13,614.667
2006-01-16,614.847
2006-01-17,608.758
2006-01-18,605.501
2006-01-19,615.933
2006-01-20,615.309
2006-01-23,603.394
2006-01-24,608.702
2006-01-25,613.732
2006-01-26,616.259
2006-01-27,626.652
2006-01-30,626.604
2006-01-31,626.596
2006-02-01,634.234
2006-02-02,634.231
2006-02-03,624.739
2006-02-06,626.467
2006-02-07,631.71
2006-02-08,625.958
2006-02-09,628.731
2006-02-10,630.917
2006-02-13,628.617
2006-02-14,634.683
2006-02-15,638.056
2006-02-16,640.912
2006-02-17,644.296
2006-02-20,647.334
2006-02-21,646.794
2006-02-22,646.938
2006-02-23,660.351
2006-02-24,660.467
2006-02-27,659.258
2006-02-28,658.67
2006-03-01,659.735
2006-03-02,664.127
2006-03-03,663.705
2006-03-06,661.206
2006-03-07,651.528
2006-03-08,647.736
2006-03-09,653.043
2006-03-10,651.365
2006-03-13,659.255
2006-03-14,656.699
2006-03-15,667.971
2006-03-16,676.713
2006-03-17,681.683
2006-03-20,681.023
2006-03-21,684.094
2006-03-22,680.179
2006-03-23,684.833
2006-03-24,687.443
2006-03-27,694.801
2006-03-28,693.995
2006-03-29,694.239
2006-03-30,699.416
2006-03-31,701.647
2006-04-03,711.535
2006-04-04,717.048
2006-04-05,717.066
2006-04-06,737.85
2006-04-07,739.854
2006-04-10,735.584
2006-04-11,733.713
2006-04-12,723.534
2006-04-13,730.993
2006-04-14,730.993
2006-04-17,731.026
2006-04-18,731.812
2006-04-19,739.572
2006-04-20,744.307
2006-04-21,742.608
2006-04-24,726.14
2006-04-25,710.651
2006-04-26,714.815
2006-04-27,729.127
2006-04-28,727.315
2006-05-01,727.348
2006-05-02,740.761
2006-05-03,749.595
2006-05-04,749.582
2006-05-05,749.616
2006-05-08,759.013
2006-05-09,748.211
2006-05-10,741.758
2006-05-11,739.917
2006-05-12,732.416
2006-05-15,713.561
2006-05-16,702.443
2006-05-17,711.522
2006-05-18,692.797
2006-05-19,694.055
2006-05-22,675.483
2006-05-23,674.311
2006-05-24,679.717
2006-05-25,670.654
2006-05-26,682.646
2006-05-29,682.474
2006-05-30,681.593
2006-05-31,681.589
2006-06-01,673.043
2006-06-02,683.629
2006-06-05,683.233
2006-06-06,679.282
2006-06-07,672.406
2006-06-08,654.073
2006-06-09,659.712
2006-06-12,655.897
2006-06-13,632.331
2006-06-14,631.501
2006-06-15,639.127
2006-06-16,659.319
2006-06-19,651.118
2006-06-20,645.009
2006-06-21,645.487
2006-06-22,654.99
2006-06-23,655.327
2006-06-26,655.96
2006-06-27,656.352
2006-06-28,654.114
2006-06-29,661.521
2006-06-30,681.684
2006-07-03,685.732
2006-07-04,684.195
2006-07-05,680.981
2006-07-06,685.728
2006-07-07,686.267
2006-07-10,688.54
2006-07-11,688.488
2006-07-12,690.344
2006-07-13,684.683
2006-07-14,678.11
2006-07-17,673.137
2006-07-18,674.144
2006-07-19,672.642
2006-07-20,681.93
2006-07-21,681.05
2006-07-24,678.34
2006-07-25,683.423
2006-07-26,689.329
2006-07-27,697.942
2006-07-28,698.137
2006-07-31,700.213
2006-08-01,700.549
2006-08-02,704.497
2006-08-03,706.526
2006-08-04,697.512
2006-08-07,697.484
2006-08-08,698.257
2006-08-09,710.446
2006-08-10,707.207
2006-08-11,712.18
2006-08-14,714.374
2006-08-15,716.332
2006-08-16,724.293
2006-08-17,720.403
2006-08-18,721.89
2006-08-21,708.457
2006-08-22,717.727
2006-08-23,714.267
2006-08-24,709.324
2006-08-25,712.058
2006-08-28,708.803
2006-08-29,716.926
2006-08-30,725.761
2006-08-31,732.228
2006-09-01,735.106
2006-09-04,739.026
2006-09-05,735.423
2006-09-06,732.834
2006-09-07,731.632
2006-09-08,733.222
2006-09-11,733.552
2006-09-12,735.193
2006-09-13,740.97
2006-09-14,743.561
2006-09-15,741.982
2006-09-18,749.292
2006-09-19,751.322
2006-09-20,751.378
2006-09-21,758.017
2006-09-22,752.123
2006-09-25,748.734
2006-09-26,741.886
2006-09-27,747.866
2006-09-28,744.325
2006-09-29,745.085
2006-10-02,745.081
2006-10-03,750.409
2006-10-04,751.2
2006-10-05,757.369
2006-10-06,762.845
2006-10-09,753.748
2006-10-10,755.632
2006-10-11,758.649
2006-10-12,757.118
2006-10-13,758.694
2006-10-16,756.451
2006-10-17,754.86
2006-10-18,757.256
2006-10-19,760.742
2006-10-20,767.969
2006-10-23,766.108
2006-10-24,767.133
2006-10-25,764.16
2006-10-26,763.414
2006-10-27,760.633
2006-10-30,760.956
2006-10-31,761.11
2006-11-01,762.487
2006-11-02,765.452
2006-11-03,767.658
2006-11-06,769.303
2006-11-07,773.026
2006-11-08,777.048
2006-11-09,778.844
2006-11-10,780.497
2006-11-13,777.718
2006-11-14,780.083
2006-11-15,789.233
2006-11-16,796.179
2006-11-17,811.945
2006-11-20,801.555
2006-11-21,808.619
2006-11-22,813.623
2006-11-23,820.102
2006-11-24,830.786
2006-11-27,829.718
2006-11-28,808.09
2006-11-29,813.855
2006-11-30,821.649
2006-12-01,820.083
2006-12-04,823.258
2006-12-05,833.406
2006-12-06,836.495
2006-12-07,832.317
2006-12-08,832.371
2006-12-11,835.338
2006-12-12,833.562
2006-12-13,827.195
2006-12-14,828.932
2006-12-15,831.037
2006-12-18,834.558
2006-12-19,829.517
2006-12-20,835.69
2006-12-21,833.822
2006-12-22,835.531
2006-12-25,835.531
2006-12-26,835.326
2006-12-27,838.42
2006-12-28,840.936
2006-12-29,844.88
2007-01-01,844.88
2007-01-02,850.115
2007-01-03,846.271
2007-01-04,838.927
2007-01-05,854.299
2007-01-08,865.928
2007-01-09,872.677
2007-01-10,860.803
2007-01-11,865.402
2007-01-12,870.693
2007-01-15,891.526
2007-01-16,895.924
2007-01-17,899.752
2007-01-18,900.631
2007-01-19,908.533
2007-01-22,922.446
2007-01-23,912.631
2007-01-24,905.91
2007-01-25,901.467
2007-01-26,891.719
2007-01-29,894.388
2007-01-30,904.156
2007-01-31,900.596
2007-02-01,913.757
2007-02-02,928.829
2007-02-05,933.53
2007-02-06,930.232
2007-02-07,929.458
2007-02-08,929.994
2007-02-09,926.049
2007-02-12,929.274
2007-02-13,917.051
2007-02-14,923.99
2007-02-15,936.763
2007-02-16,948.306
2007-02-19,948.343
2007-02-20,948.258
2007-02-21,949.565
2007-02-22,955.411
2007-02-23,958.806
2007-02-26,953.798
2007-02-27,940.896
2007-02-28,914.361
2007-03-01,915.989
2007-03-02,911.424
2007-03-05,867.91
2007-03-06,882.634
2007-03-07,892.926
2007-03-08,902.22
2007-03-09,904.205
2007-03-12,921.493
2007-03-13,925.619
2007-03-14,903.348
2007-03-15,908.934
2007-03-16,904.198
2007-03-19,913.529
2007-03-20,913.232
2007-03-21,915.683
2007-03-22,926.1
2007-03-23,924.69
2007-03-26,937.591
2007-03-27,932.504
2007-03-28,926.548
2007-03-29,931.321
2007-03-30,933.208
2007-04-02,932.493
2007-04-03,947.817
2007-04-04,957.159
2007-04-05,957.159
2007-04-06,957.159
2007-04-09,956.988
2007-04-10,956.992
2007-04-11,956.886
2007-04-12,958.346
2007-04-13,952.593
2007-04-16,961.446
2007-04-17,963.183
2007-04-18,962.385
2007-04-19,949.857
2007-04-20,957.035
2007-04-23,967.014
2007-04-24,968.505
2007-04-25,969.597
2007-04-26,975.299
2007-04-27,972.873
2007-04-30,971.096
2007-05-01,970.947
2007-05-02,981.917
2007-05-03,994.188
2007-05-04,1004.676
2007-05-07,1004.372
2007-05-08,991.525
2007-05-09,1007.8
2007-05-10,1010.143
2007-05-11,1000.541
2007-05-14,1006.899
2007-05-15,1004.368
2007-05-16,994.59
2007-05-17,999.545
2007-05-18,990.078
2007-05-21,997.018
2007-05-22,1003.409
2007-05-23,1003.592
2007-05-24,1003.56
2007-05-25,990.406
2007-05-28,993.63
2007-05-29,994.44
2007-05-30,990.499
2007-05-31,1000.0
2007-06-01,1005.755
2007-06-04,1013.677
2007-06-05,1010.287
2007-06-06,1005.409
2007-06-07,1001.823
2007-06-08,989.054
2007-06-11,993.049
2007-06-12,994.202
2007-06-13,989.287
2007-06-14,1000.39
2007-06-15,1001.033
2007-06-18,1001.798
2007-06-19,1001.824
2007-06-20,996.685
2007-06-21,996.959
2007-06-22,996.754
2007-06-25,991.821
2007-06-26,990.115
2007-06-27,989.507
2007-06-28,997.898
2007-06-29,999.264
2007-07-02,999.564
2007-07-03,1012.432
2007-07-04,1019.083
2007-07-05,1019.751
2007-07-06,1018.19
2007-07-09,1034.306
2007-07-10,1039.106
2007-07-11,1030.071
2007-07-12,1037.793
2007-07-13,1047.626
2007-07-16,1049.766
2007-07-17,1054.838
2007-07-18,1051.157
2007-07-19,1052.544
2007-07-20,1060.437
2007-07-23,1064.099
2007-07-24,1070.395
2007-07-25,1075.731
2007-07-26,1067.789
2007-07-27,1039.963
2007-07-30,1042.22
2007-07-31,1049.388
2007-08-01,1022.032
2007-08-02,1012.628
2007-08-03,1014.545
2007-08-06,985.215
2007-08-07,979.733
2007-08-08,1005.086
2007-08-09,1009.317
2007-08-10,985.661
2007-08-13,983.976
2007-08-14,990.634
2007-08-15,962.437
2007-08-16,926.144
2007-08-17,895.486
2007-08-20,934.331
2007-08-21,949.195
2007-08-22,966.297
2007-08-23,985.91
2007-08-24,981.3
2007-08-27,1004.748
2007-08-28,991.659
2007-08-29,972.011
2007-08-30,987.606
2007-08-31,1004.632
2007-09-03,1010.515
2007-09-04,1014.847
2007-09-05,1017.915
2007-09-06,1019.793
2007-09-07,1024.139
2007-09-10,1018.993
2007-09-11,1016.332
2007-09-12,1031.84
2007-09-13,1037.813
2007-09-14,1047.599
2007-09-17,1036.499
2007-09-18,1036.524
2007-09-19,1060.603
2007-09-20,1064.089
2007-09-21,1065.581
2007-09-24,1066.58
2007-09-25,1061.65
2007-09-26,1061.916
2007-09-27,1072.332
2007-09-28,1074.8
2007-10-01,1074.654
2007-10-02,1093.077
2007-10-03,1080.727
2007-10-04,1071.885
2007-10-05,1093.423
2007-10-08,1097.43
2007-10-09,1104.155
2007-10-10,1121.515
2007-10-11,1129.062
2007-10-12,1121.174
2007-10-15,1121.233
2007-10-16,1106.832
2007-10-17,1104.162
2007-10-18,1105.945
2007-10-19,1105.924
2007-10-22,1082.004
2007-10-23,1096.557
2007-10-24,1094.15
2007-10-25,1101.78
2007-10-26,1117.529
2007-10-29,1153.097
2007-10-30,1147.139
2007-10-31,1150.043
2007-11-01,1148.679
2007-11-02,1132.579
2007-11-05,1109.726
2007-11-06,1114.406
2007-11-07,1139.587
2007-11-08,1113.587
2007-11-09,1115.694
2007-11-12,1079.634
2007-11-13,1074.502
2007-11-14,1096.208
2007-11-15,1088.612
2007-11-16,1070.382
2007-11-19,1063.021
2007-11-20,1052.245
2007-11-21,1030.297
2007-11-22,1002.454
2007-11-23,1000.785
2007-11-26,1020.31
2007-11-27,1009.724
2007-11-28,1025.294
2007-11-29,1050.166
2007-11-30,1062.795
2007-12-03,1071.413
2007-12-04,1067.789
2007-12-05,1072.241
2007-12-06,1081.389
2007-12-07,1081.701
2007-12-10,1073.164
2007-12-11,1084.311
2007-12-12,1066.511
2007-12-13,1063.735
2007-12-14,1053.841
2007-12-17,1019.591
2007-12-18,1013.879
2007-12-19,1022.242
2007-12-20,1026.452
2007-12-21,1041.416
2007-12-24,1051.804
2007-12-25,1051.804
2007-12-26,1051.447
2007-12-27,1053.424
2007-12-28,1044.362
2007-12-31,1065.262
2008-01-01,1065.262
2008-01-02,1061.12
2008-01-03,1041.731
2008-01-04,1050.245
2008-01-07,1039.113
2008-01-08,1039.872
2008-01-09,1044.126
2008-01-10,1047.363
2008-01-11,1055.37
2008-01-14,1057.526
2008-01-15,1038.364
2008-01-16,999.65
2008-01-17,1005.736
2008-01-18,1005.019
2008-01-21,967.025
2008-01-22,901.864
2008-01-23,948.43
2008-01-24,948.872
2008-01-25,968.024
2008-01-28,944.434
2008-01-29,954.019
2008-01-30,947.52
2008-01-31,953.978
2008-02-01,948.435
2008-02-04,973.587
2008-02-05,970.909
2008-02-06,948.52
2008-02-07,948.659
2008-02-08,948.696
2008-02-11,939.395
2008-02-12,939.037
2008-02-13,941.764
2008-02-14,961.159
2008-02-15,961.591
2008-02-18,959.166
2008-02-19,962.811
2008-02-20,953.916
2008-02-21,949.396
2008-02-22,940.234
2008-02-25,938.277
2008-02-26,944.894
2008-02-27,955.429
2008-02-28,963.938
2008-02-29,970.131
2008-03-03,951.681
2008-03-04,945.641
2008-03-05,937.512
2008-03-06,936.822
2008-03-07,922.776
2008-03-10,909.391
2008-03-11,910.857
2008-03-12,913.359
2008-03-13,897.029
2008-03-14,887.237
2008-03-17,860.827
2008-03-18,852.404
2008-03-19,874.155
2008-03-20,860.128
2008-03-21,860.128
2008-03-24,859.956
2008-03-25,888.71
2008-03-26,901.215
2008-03-27,903.158
2008-03-28,911.63
2008-03-31,923.002
2008-04-01,925.564
2008-04-02,937.643
2008-04-03,943.494
2008-04-04,943.555
2008-04-07,947.341
2008-04-08,945.198
2008-04-09,938.46
2008-04-10,944.634
2008-04-11,945.03
2008-04-14,928.509
2008-04-15,933.38
2008-04-16,931.652
2008-04-17,933.694
2008-04-18,929.438
2008-04-21,936.877
2008-04-22,948.946
2008-04-23,951.696
2008-04-24,962.382
2008-04-25,961.638
2008-04-28,969.166
2008-04-29,969.829
2008-04-30,973.149
2008-05-01,973.317
2008-05-02,985.995
2008-05-05,991.056
2008-05-06,994.147
2008-05-07,985.613
2008-05-08,986.394
2008-05-09,979.787
2008-05-12,979.863
2008-05-13,984.953
2008-05-14,989.228
2008-05-15,992.534
2008-05-16,996.818
2008-05-19,998.418
2008-05-20,987.685
2008-05-21,984.995
2008-05-22,975.596
2008-05-23,979.167
2008-05-26,973.261
2008-05-27,975.205
2008-05-28,977.845
2008-05-29,990.058
2008-05-30,996.641
2008-06-02,996.075
2008-06-03,988.784
2008-06-04,989.915
2008-06-05,990.557
2008-06-06,990.927
2008-06-09,991.048
2008-06-10,962.281
2008-06-11,954.112
2008-06-12,932.158
2008-06-13,927.069
2008-06-16,937.54
2008-06-17,941.209
2008-06-18,943.244
2008-06-19,924.159
2008-06-20,916.463
2008-06-23,906.166
2008-06-24,896.503
2008-06-25,898.822
2008-06-26,900.117
2008-06-27,882.767
2008-06-30,887.483
2008-07-01,887.34
2008-07-02,879.926
2008-07-03,869.356
2008-07-04,867.35
2008-07-07,882.311
2008-07-08,869.242
2008-07-09,876.592
2008-07-10,876.225
2008-07-11,881.088
2008-07-14,870.426
2008-07-15,850.095
2008-07-16,847.731
2008-07-17,847.7
2008-07-18,849.347
2008-07-21,861.942
2008-07-22,862.174
2008-07-23,869.701
2008-07-24,871.869
2008-07-25,863.185
2008-07-28,858.816
2008-07-29,851.612
2008-07-30,860.353
2008-07-31,862.775
2008-08-01,863.466
2008-08-04,855.706
2008-08-05,843.479
2008-08-06,843.484
2008-08-07,843.002
2008-08-08,839.766
2008-08-11,838.548
2008-08-12,836.035
2008-08-13,835.733
2008-08-14,836.533
2008-08-15,844.168
2008-08-18,835.314
2008-08-19,817.39
2008-08-20,822.788
2008-08-21,804.265
2008-08-22,804.281
2008-08-25,814.862
2008-08-26,815.618
2008-08-27,821.96
2008-08-28,821.617
2008-08-29,833.903
2008-09-01,824.225
2008-09-02,821.202
2008-09-03,811.994
2008-09-04,801.807
2008-09-05,785.366
2008-09-08,803.176
2008-09-09,791.136
2008-09-10,775.599
2008-09-11,757.55
2008-09-12,766.74
2008-09-15,767.099
2008-09-16,737.162
2008-09-17,721.705
2008-09-18,689.629
2008-09-19,721.246
2008-09-22,729.637
2008-09-23,713.118
2008-09-24,715.751
2008-09-25,714.258
2008-09-26,702.155
2008-09-29,692.56
2008-09-30,687.807
2008-10-01,687.626
2008-10-02,674.265
2008-10-03,658.837
2008-10-06,634.109
2008-10-07,633.864
2008-10-08,574.0
2008-10-09,580.206
2008-10-10,526.7
2008-10-13,543.252
2008-10-14,567.903
2008-10-15,552.429
2008-10-16,528.004
2008-10-17,514.216
2008-10-20,518.727
2008-10-21,513.93
2008-10-22,501.731
2008-10-23,486.127
2008-10-24,469.268
2008-10-27,432.217
2008-10-28,445.375
2008-10-29,449.037
2008-10-30,473.817
2008-10-31,490.038
2008-11-03,506.276
2008-11-04,509.087
2008-11-05,527.895
2008-11-06,519.97
2008-11-07,527.609
2008-11-10,525.644
2008-11-11,504.581
2008-11-12,508.426
2008-11-13,492.837
2008-11-14,500.555
2008-11-17,497.808
2008-11-18,476.625
2008-11-19,475.157
2008-11-20,456.003
2008-11-21,451.303
2008-11-24,455.057
2008-11-25,473.496
2008-11-26,473.624
2008-11-27,483.776
2008-11-28,498.513
2008-12-01,504.845
2008-12-02,484.944
2008-12-03,490.794
2008-12-04,489.193
2008-12-05,496.943
2008-12-08,518.972
2008-12-09,514.953
2008-12-10,537.799
2008-12-11,551.756
2008-12-12,529.135
2008-12-15,540.305
2008-12-16,537.46
2008-12-17,547.751
2008-12-18,559.463
2008-12-19,560.516
2008-12-22,558.851
2008-12-23,545.002
2008-12-24,551.847
2008-12-25,551.847
2008-12-26,551.876
2008-12-29,561.954
2008-12-30,563.286
2008-12-31,574.39
2009-01-01,574.39
2009-01-02,586.89
2009-01-05,604.316
2009-01-06,616.195
2009-01-07,618.527
2009-01-08,595.371
2009-01-09,596.472
2009-01-12,578.43
2009-01-13,570.684
2009-01-14,575.172
2009-01-15,558.412
2009-01-16,562.347
2009-01-19,563.017
2009-01-20,554.273
2009-01-21,543.907
2009-01-22,548.87
2009-01-23,546.559
2009-01-26,546.58
2009-01-27,546.355
2009-01-28,546.429
2009-01-29,568.367
2009-01-30,576.202
2009-02-02,563.98
2009-02-03,563.47
2009-02-04,572.822
2009-02-05,573.157
2009-02-06,582.796
2009-02-09,581.745
2009-02-10,581.264
2009-02-11,573.456
2009-02-12,566.727
2009-02-13,574.314
2009-02-16,573.283
2009-02-17,565.776
2009-02-18,569.336
2009-02-19,573.221
2009-02-20,566.937
2009-02-23,567.786
2009-02-24,558.488
2009-02-25,561.641
2009-02-26,553.242
2009-02-27,557.475
2009-03-02,537.383
2009-03-03,530.364
2009-03-04,541.829
2009-03-05,539.591
2009-03-06,531.915
2009-03-09,515.589
2009-03-10,521.985
2009-03-11,528.69
2009-03-12,525.3
2009-03-13,539.604
2009-03-16,547.998
2009-03-17,544.422
2009-03-18,549.045
2009-03-19,557.038
2009-03-20,551.955
2009-03-23,575.961
2009-03-24,592.392
2009-03-25,579.574
2009-03-26,588.604
2009-03-27,596.807
2009-03-30,579.327
2009-03-31,577.422
2009-04-01,587.455
2009-04-02,615.835
2009-04-03,618.891
2009-04-06,635.695
2009-04-07,630.302
2009-04-08,620.61
2009-04-09,635.872
2009-04-10,635.872
2009-04-13,635.856
2009-04-14,656.532
2009-04-15,660.046
2009-04-16,655.441
2009-04-17,658.956
2009-04-20,667.13
2009-04-21,657.701
2009-04-22,645.487
2009-04-23,659.758
2009-04-24,660.312
2009-04-27,638.244
2009-04-28,623.487
2009-04-29,637.759
2009-04-30,659.412
2009-05-01,659.42
2009-05-04,688.848
2009-05-05,696.719
2009-05-06,720.587
2009-05-07,728.126
2009-05-08,734.595
2009-05-11,722.802
2009-05-12,713.495
2009-05-13,731.378
2009-05-14,716.101
2009-05-15,733.883
2009-05-18,750.775
2009-05-19,769.513
2009-05-20,770.851
2009-05-21,772.767
2009-05-22,774.841
2009-05-25,798.412
2009-05-26,806.909
2009-05-27,822.385
2009-05-28,822.396
2009-05-29,836.062
2009-06-01,866.302
2009-06-02,855.045
2009-06-03,882.636
2009-06-04,870.248
2009-06-05,883.779
2009-06-08,873.072
2009-06-09,849.586
2009-06-10,863.967
2009-06-11,860.605
2009-06-12,861.185
2009-06-15,849.727
2009-06-16,834.076
2009-06-17,839.398
2009-06-18,826.815
2009-06-19,831.201
2009-06-22,831.876
2009-06-23,811.047
2009-06-24,827.715
2009-06-25,849.13
2009-06-26,867.274
2009-06-29,860.184
2009-06-30,843.066
2009-07-01,843.061
2009-07-02,846.323
2009-07-03,843.779
2009-07-06,843.217
2009-07-07,836.328
2009-07-08,828.836
2009-07-09,828.342
2009-07-10,831.03
2009-07-13,820.086
2009-07-14,836.653
2009-07-15,860.337
2009-07-16,853.09
2009-07-17,873.545
2009-07-20,894.549
2009-07-21,904.869
2009-07-22,906.858
2009-07-23,917.775
2009-07-24,926.305
2009-07-27,940.582
2009-07-28,958.434
2009-07-29,936.151
2009-07-30,939.59
2009-07-31,966.22
2009-08-03,988.51
2009-08-04,987.791
2009-08-05,977.339
2009-08-06,971.936
2009-08-07,952.177
2009-08-10,968.375
2009-08-11,977.184
2009-08-12,958.414
2009-08-13,959.182
2009-08-14,958.119
2009-08-17,928.85
2009-08-18,921.904
2009-08-19,922.167
2009-08-20,934.947
2009-08-21,936.964
2009-08-24,949.874
2009-08-25,946.629
2009-08-26,947.77
2009-08-27,940.109
2009-08-28,929.866
2009-08-31,913.414
2009-09-01,919.088
2009-09-02,915.561
2009-09-03,932.767
2009-09-04,944.248
2009-09-07,956.298
2009-09-08,960.496
2009-09-09,959.943
2009-09-10,969.132
2009-09-11,969.535
2009-09-14,962.413
2009-09-15,956.905
2009-09-16,972.583
2009-09-17,980.498
2009-09-18,967.417
2009-09-21,966.328
2009-09-22,968.998
2009-09-23,964.439
2009-09-24,950.522
2009-09-25,952.198
2009-09-28,940.198
2009-09-29,949.509
2009-09-30,957.402
2009-10-01,957.402
2009-10-02,948.725
2009-10-05,945.055
2009-10-06,959.166
2009-10-07,970.001
2009-10-08,983.192
2009-10-09,991.902
2009-10-12,986.183
2009-10-13,990.63
2009-10-14,992.445
2009-10-15,993.087
2009-10-16,994.535
2009-10-19,997.449
2009-10-20,1014.263
2009-10-21,1022.7
2009-10-22,1021.548
2009-10-23,1027.73
2009-10-26,1027.73
2009-10-27,1014.0
2009-10-28,996.381
2009-10-29,976.698
2009-10-30,998.561
2009-11-02,990.148
2009-11-03,980.797
2009-11-04,993.081
2009-11-05,990.651
2009-11-06,997.439
2009-11-09,1008.768
2009-11-10,1006.471
2009-11-11,1015.441
2009-11-12,1021.155
2009-11-13,1015.549
2009-11-16,1027.977
2009-11-17,1023.439
2009-11-18,1015.186
2009-11-19,1020.918
2009-11-20,1019.826
2009-11-23,1029.014
2009-11-24,1022.926
2009-11-25,1025.612
2009-11-26,1021.568
2009-11-27,991.996
2009-11-30,1020.459
2009-12-01,1041.605
2009-12-02,1054.107
2009-12-03,1063.495
2009-12-04,1064.797
2009-12-07,1058.124
2009-12-08,1055.105
2009-12-09,1049.554
2009-12-10,1056.699
2009-12-11,1049.391
2009-12-14,1048.617
2009-12-15,1046.387
2009-12-16,1034.405
2009-12-17,1015.012
2009-12-18,1001.295
2009-12-21,1000.817
2009-12-22,1006.356
2009-12-23,1018.243
2009-12-24,1019.629
2009-12-25,1019.629
2009-12-28,1021.616
2009-12-29,1021.868
2009-12-30,1024.328
2009-12-31,1032.035
2010-01-01,1032.035
2010-01-04,1038.268
2010-01-05,1062.212
2010-01-06,1059.399
2010-01-07,1057.606
2010-01-08,1065.26
2010-01-11,1074.016
2010-01-12,1074.577
2010-01-13,1061.747
2010-01-14,1070.338
2010-01-15,1074.128
2010-01-18,1070.391
2010-01-19,1080.004
2010-01-20,1075.045
2010-01-21,1050.123
2010-01-22,1036.669
2010-01-25,1030.079
2010-01-26,1016.338
2010-01-27,993.082
2010-01-28,1002.566
2010-01-29,995.717
2010-02-01,1000.611
2010-02-02,1011.351
2010-02-03,1028.21
2010-02-04,1017.036
2010-02-05,991.679
2010-02-08,980.038
2010-02-09,987.463
2010-02-10,1003.236
2010-02-11,1009.906
2010-02-12,1019.356
2010-02-15,1019.212
2010-02-16,1019.37
2010-02-17,1022.396
2010-02-18,1019.087
2010-02-19,1005.368
2010-02-22,1013.037
2010-02-23,1019.747
2010-02-24,1021.85
2010-02-25,1023.518
2010-02-26,1027.64
2010-03-01,1039.188
2010-03-02,1044.046
2010-03-03,1040.584
2010-03-04,1036.436
2010-03-05,1040.049
2010-03-08,1057.68
2010-03-09,1055.561
2010-03-10,1062.034
2010-03-11,1060.539
2010-03-12,1055.347
2010-03-15,1058.339
2010-03-16,1056.387
2010-03-17,1074.107
2010-03-18,1073.099
2010-03-19,1082.177
2010-03-22,1073.94
2010-03-23,1073.833
2010-03-24,1082.064
2010-03-25,1080.636
2010-03-26,1092.945
2010-03-29,1096.043
2010-03-30,1102.823
2010-03-31,1094.201
2010-04-01,1105.159
2010-04-02,1105.159
2010-04-05,1105.323
2010-04-06,1105.408
2010-04-07,1122.736
2010-04-08,1117.328
2010-04-09,1124.7
2010-04-12,1118.852
2010-04-13,1116.247
2010-04-14,1121.212
2010-04-15,1127.126
2010-04-16,1121.78
2010-04-19,1101.268
2010-04-20,1112.985
2010-04-21,1123.539
2010-04-22,1116.87
2010-04-23,1117.432
2010-04-26,1127.617
2010-04-27,1120.798
2010-04-28,1111.678
2010-04-29,1113.481
2010-04-30,1116.16
2010-05-03,1116.099
2010-05-04,1114.68
2010-05-05,1095.416
2010-05-06,1069.095
2010-05-07,1053.063
2010-05-10,1063.179
2010-05-11,1055.005
2010-05-12,1055.61
2010-05-13,1073.024
2010-05-14,1069.359
2010-05-17,1045.328
2010-05-18,1039.696
2010-05-19,1024.024
2010-05-20,1001.626
2010-05-21,1001.478
2010-05-24,1005.019
2010-05-25,972.031
2010-05-26,978.066
2010-05-27,1001.036
2010-05-28,1011.988
2010-05-31,1014.351
2010-06-01,1003.651
2010-06-02,1004.216
2010-06-03,1014.736
2010-06-04,1021.464
2010-06-07,1002.983
2010-06-08,1008.013
2010-06-09,1011.889
2010-06-10,1010.839
2010-06-11,1027.915
2010-06-14,1041.862
2010-06-15,1042.847
2010-06-16,1042.907
2010-06-17,1060.123
2010-06-18,1061.146
2010-06-21,1082.326
2010-06-22,1078.753
2010-06-23,1074.496
2010-06-24,1074.799
2010-06-25,1072.794
2010-06-28,1072.535
2010-06-29,1057.984
2010-06-30,1057.072
2010-07-01,1055.94
2010-07-02,1052.554
2010-07-05,1046.651
2010-07-06,1058.867
2010-07-07,1056.4
2010-07-08,1064.008
2010-07-09,1075.819
2010-07-12,1077.224
2010-07-13,1075.187
2010-07-14,1081.519
2010-07-15,1071.839
2010-07-16,1075.091
2010-07-19,1068.091
2010-07-20,1075.174
2010-07-21,1080.936
2010-07-22,1089.862
