Date,USA SMID CAP SMID (Small+Mid Cap)
2003-01-31,408.593
2003-02-28,400.709
2003-03-31,405.585
2003-04-30,437.494
2003-05-30,479.145
2003-06-30,483.268
2003-07-31,500.793
2003-08-29,522.816
2003-09-30,515.142
2003-10-31,554.789
2003-11-28,571.245
2003-12-31,588.387
2004-01-30,605.538
2004-02-27,617.637
2004-03-31,619.953
2004-04-30,595.529
2004-05-31,608.658
2004-06-30,627.666
2004-07-30,597.597
2004-08-31,597.031
2004-09-30,620.417
2004-10-29,635.979
2004-11-30,679.233
2004-12-31,705.796
2005-01-31,684.289
2005-02-28,704.064
2005-03-31,693.667
2005-04-29,666.489
2005-05-31,702.917
2005-06-30,723.434
2005-07-29,763.818
2005-08-31,756.25
2005-09-30,764.522
2005-10-31,741.25
2005-11-30,776.855
2005-12-30,782.539
2006-01-31,831.652
2006-02-28,826.956
2006-03-31,852.488
2006-04-28,858.683
2006-05-31,822.972
2006-06-30,823.838
2006-07-31,801.276
2006-08-31,818.268
2006-09-29,829.576
2006-10-31,865.173
2006-11-30,895.783
2006-12-29,894.335
2007-01-31,920.608
2007-02-28,921.333
2007-03-30,929.316
2007-04-30,959.949
2007-05-31,1000.0
2007-06-29,982.878
2007-07-31,934.141
2007-08-31,941.344
2007-09-28,965.304
2007-10-31,983.231
2007-11-30,926.787
2007-12-31,924.563
2008-01-31,863.379
2008-02-29,840.505
2008-03-31,829.805
2008-04-30,881.018
2008-05-30,923.617
2008-06-30,845.81
2008-07-31,832.408
2008-08-29,850.269
2008-09-30,754.207
2008-10-31,589.099
2008-11-28,530.596
2008-12-31,556.781
2009-01-30,511.69
2009-02-27,456.779
2009-03-31,497.874
2009-04-30,577.006
2009-05-29,600.173
2009-06-30,601.444
2009-07-31,656.804
2009-08-31,689.039
2009-09-30,731.049
2009-10-30,693.074
2009-11-30,722.477
2009-12-31,771.295
2010-01-29,744.108
2010-02-26,782.21
2010-03-31,840.411
2010-04-30,878.549
2010-05-31,811.998
2010-06-30,756.922
2010-07-30,810.367
2010-08-31,767.249
2010-09-30,853.09
2010-10-29,886.706
2010-11-30,909.708
2010-12-31,976.188
2011-01-31,992.211
2011-02-28,1036.726
2011-03-31,1055.121
2011-04-29,1086.544
2011-05-31,1075.308
2011-06-30,1051.781
2011-07-29,1014.49
2011-08-31,937.907
2011-09-30,840.873
2011-10-31,960.744
2011-11-30,955.779
2011-12-30,953.016
2012-01-31,1016.144
2012-02-29,1056.923
2012-03-30,1079.163
2012-04-30,1071.137
2012-05-31,994.27
2012-06-29,1026.742
2012-07-31,1025.5
2012-08-31,1060.252
2012-09-28,1084.739
2012-10-31,1069.658
2012-11-30,1084.389
2012-12-31,1113.326
2013-01-31,1188.108
2013-02-28,1203.489
2013-03-29,1255.615
2013-04-30,1265.496
2013-05-31,1301.577
2013-06-28,1287.126
2013-07-31,1367.024
2013-08-30,1328.022
2013-09-30,1397.698
2013-10-31,1442.358
2013-11-29,1473.355
2013-12-31,1514.025
2014-01-31,1478.475
2014-02-28,1559.938
2014-03-31,1553.691
2014-04-30,1527.581
2014-05-30,1555.741
2014-06-30,1618.24
2014-07-31,1555.551
2014-08-29,1631.238
2014-09-30,1560.733
2014-10-31,1622.12
2014-11-28,1646.377
2014-12-31,1657.997
2015-01-30,1619.531
2015-02-27,1717.187
2015-03-31,1728.623
2015-04-30,1711.156
2015-05-29,1737.939
2015-06-30,1715.847
2015-07-31,1717.853
2015-08-31,1621.931
2015-09-30,1552.028
2015-10-30,1647.347
2015-11-30,1667.472
2015-12-31,1607.279
2016-01-29,1484.25
2016-02-29,1498.912
2016-03-31,1624.049
2016-04-29,1646.241
2016-05-31,1676.455
2016-06-30,1673.786
2016-07-29,1756.594
2016-08-31,1762.145
2016-09-30,1770.03
2016-10-31,1709.228
2016-11-30,1833.039
2016-12-30,1855.315
2017-01-31,1894.599
2017-02-28,1945.997
2017-03-31,1942.173
2017-04-28,1959.176
2017-05-31,1951.809
2017-06-30,1988.508
2017-07-31,2015.937
2017-08-31,2001.08
2017-09-29,2074.438
2017-10-31,2105.708
2017-11-30,2175.657
2017-12-29,2189.663
2018-01-31,2268.915
2018-02-28,2175.288
2018-03-30,2186.022
2018-04-30,2189.029
2018-05-31,2270.434
2018-06-29,2288.111
2018-07-31,2335.393
2018-08-31,2418.261
2018-09-28,2386.613
2018-10-31,2158.379
2018-11-30,2200.401
2018-12-31,1968.476
2019-01-31,2188.161
2019-02-28,2286.507
2019-03-29,2284.948
2019-04-30,2368.027
2019-05-31,2208.335
2019-06-28,2360.28
2019-07-31,2390.723
2019-08-30,2305.946
2019-09-30,2352.318
2019-10-31,2387.607
2019-11-29,2477.164
2019-12-31,2529.747
2020-01-31,2494.935
2020-02-28,2274.416
2020-03-31,1804.398
2020-04-30,2067.354
2020-05-29,2221.268
2020-06-30,2280.258
2020-07-31,2400.264
2020-08-31,2490.635
2020-09-30,2430.19
2020-10-30,2466.194
2020-11-30,2842.355
2020-12-31,3021.207
2021-01-29,3066.85
2021-02-26,3252.882
2021-03-31,3323.099
2021-04-30,3476.473
2021-05-31,3489.894
2021-06-30,3540.508
2021-07-30,3526.038
2021-08-31,3620.87
2021-09-30,3490.965
2021-10-29,3688.594
2021-11-30,3563.298
2021-12-31,3693.145
2022-01-31,3408.413
2022-02-28,3409.167
2022-03-31,3463.172
2022-04-29,3179.257
2022-05-31,3180.203
2022-06-30,2875.696
2022-07-29,3168.229
2022-08-31,3084.078
2022-09-30,2783.892
2022-10-31,3040.058
2022-11-30,3199.308
2022-12-30,3024.77
2023-01-31,3304.675
2023-02-28,3223.187
2023-03-31,3115.122
2023-04-28,3077.409
2023-05-31,3012.93
2023-06-30,3265.163
2023-07-31,3409.123
2023-08-31,3280.799
2023-09-29,3101.464
2023-10-31,2926.276
2023-11-30,3212.091
2023-12-29,3513.016
2024-01-31,3426.984
2024-02-29,3617.042
2024-03-29,3770.742
2024-04-30,3547.781
2024-05-31,3666.277
2024-06-28,3627.344
2024-07-31,3850.415
2024-08-30,3892.401
2024-09-30,3969.489
2024-10-31,3938.491
2024-11-29,4302.858
2024-12-31,3981.0
2025-01-31,4143.572
2025-02-28,3988.174
2025-03-31,3767.746
2025-04-30,3692.017
2025-05-30,3896.831
2025-06-30,4064.879
2025-07-31,4144.095
2025-08-29,4281.467
2025-09-30,4324.802
2025-10-31,4330.641
2025-11-28,4376.845
2025-12-31,4373.091
