Date,USA SMID CAP SMID (Small+Mid Cap)
2014-10-31,1678.619
2014-11-28,1704.729
2014-12-31,1717.678
2015-01-30,1678.082
2015-02-27,1779.99
2015-03-31,1792.751
2015-04-30,1775.038
2015-05-29,1803.547
2015-06-30,1781.451
2015-07-31,1783.859
2015-08-31,1684.937
2015-09-30,1613.172
2015-10-30,1712.685
2015-11-30,1734.598
2015-12-31,1672.999
2016-01-29,1545.414
2016-02-29,1561.403
2016-03-31,1692.807
2016-04-29,1716.266
2016-05-31,1748.587
2016-06-30,1746.764
2016-07-29,1833.558
2016-08-31,1840.223
2016-09-30,1849.441
2016-10-31,1786.44
2016-11-30,1916.743
2016-12-30,1941.13
2017-01-31,1982.678
2017-02-28,2037.183
2017-03-31,2034.357
2017-04-28,2052.551
2017-05-31,2045.697
2017-06-30,2085.273
2017-07-31,2114.485
2017-08-31,2099.868
2017-09-29,2177.92
2017-10-31,2211.209
2017-11-30,2285.704
2017-12-29,2301.622
2018-01-31,2385.361
2018-02-28,2287.684
2018-03-30,2300.334
2018-04-30,2303.963
2018-05-31,2390.591
2018-06-29,2410.403
2018-07-31,2460.702
2018-08-31,2549.055
2018-09-28,2516.879
2018-10-31,2276.74
2018-11-30,2322.187
2018-12-31,2078.731
2019-01-31,2311.258
2019-02-28,2416.052
2019-03-29,2415.831
2019-04-30,2504.271
2019-05-31,2336.518
2019-06-28,2498.549
2019-07-31,2531.333
2019-08-30,2442.79
2019-09-30,2493.268
2019-10-31,2531.363
2019-11-29,2627.517
2019-12-31,2684.791
2020-01-31,2648.441
2020-02-28,2415.282
2020-03-31,1917.509
2020-04-30,2197.471
2020-05-29,2362.102
2020-06-30,2425.971
2020-07-31,2554.199
2020-08-31,2651.417
2020-09-30,2588.256
2020-10-30,2627.176
2020-11-30,3029.173
2020-12-31,3221.316
2021-01-29,3270.502
2021-02-26,3469.879
2021-03-31,3546.288
2021-04-30,3710.554
2021-05-31,3726.027
2021-06-30,3781.58
2021-07-30,3766.754
2021-08-31,3869.44
2021-09-30,3732.125
2021-10-29,3944.121
2021-11-30,3811.831
2021-12-31,3952.457
2022-01-31,3648.301
2022-02-28,3650.384
2022-03-31,3710.163
2022-04-29,3406.654
2022-05-31,3409.283
2022-06-30,3084.471
2022-07-29,3399.038
2022-08-31,3310.257
2022-09-30,2989.66
2022-10-31,3265.498
2022-11-30,3438.315
2022-12-30,3252.513
2023-01-31,3554.194
2023-02-28,3467.914
2023-03-31,3353.816
2023-04-28,3313.928
2023-05-31,3246.116
2023-06-30,3519.65
2023-07-31,3675.588
2023-08-31,3538.928
2023-09-29,3347.125
2023-10-31,3158.833
2023-11-30,3469.292
2023-12-29,3796.249
2024-01-31,3703.98
2024-02-29,3910.93
2024-03-29,4079.353
2024-04-30,3838.923
2024-05-31,3968.695
2024-06-28,3928.519
2024-07-31,4170.944
2024-08-30,4218.235
2024-09-30,4303.842
2024-10-31,4271.018
2024-11-29,4667.924
2024-12-31,4320.865
2025-01-31,4498.363
2025-02-28,4331.044
2025-03-31,4094.197
2025-04-30,4012.775
2025-05-30,4237.239
