Date,USA SMID CAP SMID (Small+Mid Cap)
1994-05-31,198.351
1994-06-30,192.927
1994-07-29,198.156
1994-08-31,208.708
1994-09-30,206.154
1994-10-31,206.391
1994-11-30,197.511
1994-12-30,201.314
1995-01-31,202.183
1995-02-28,211.712
1995-03-31,216.83
1995-04-28,220.587
1995-05-31,225.063
1995-06-30,235.516
1995-07-31,248.866
1995-08-31,253.188
1995-09-29,258.387
1995-10-31,250.302
1995-11-30,261.252
1995-12-29,265.066
1996-01-31,267.122
1996-02-29,274.243
1996-03-29,279.961
1996-04-30,292.73
1996-05-31,300.196
1996-06-28,291.255
1996-07-31,269.953
1996-08-30,284.967
1996-09-30,297.712
1996-10-31,295.233
1996-11-29,308.794
1996-12-31,311.322
1997-01-31,319.903
1997-02-28,314.772
1997-03-31,299.603
1997-04-30,301.628
1997-05-30,330.593
1997-06-30,346.206
1997-07-31,369.372
1997-08-29,372.949
1997-09-30,397.789
1997-10-31,380.829
1997-11-28,382.528
1997-12-31,390.108
1998-01-30,384.089
1998-02-27,413.691
1998-03-31,432.845
1998-04-30,436.022
1998-05-29,415.89
1998-06-30,418.502
1998-07-31,393.373
1998-08-31,317.407
1998-09-30,339.203
1998-10-30,359.244
1998-11-30,378.247
1998-12-31,400.396
1999-01-29,404.08
1999-02-26,379.245
1999-03-31,388.477
1999-04-30,422.14
1999-05-31,425.492
1999-06-30,447.462
1999-07-30,436.894
1999-08-31,426.635
1999-09-30,419.777
1999-10-29,435.897
1999-11-30,464.54
1999-12-31,517.439
2000-01-31,501.575
2000-02-29,573.147
2000-03-31,574.492
2000-04-28,531.394
2000-05-31,508.402
2000-06-30,544.121
2000-07-31,531.344
2000-08-31,578.886
2000-09-29,558.981
2000-10-31,534.423
2000-11-30,472.868
2000-12-29,507.355
2001-01-31,534.128
2001-02-28,490.383
2001-03-30,458.779
2001-04-30,502.612
2001-05-31,516.94
2001-06-29,521.746
2001-07-31,502.485
2001-08-31,480.082
2001-09-28,416.322
2001-10-31,437.66
2001-11-30,473.094
2001-12-31,498.686
2002-01-31,493.768
2002-02-28,483.81
2002-03-29,518.51
2002-04-30,513.24
2002-05-31,500.578
2002-06-28,464.548
2002-07-31,414.297
2002-08-30,415.789
2002-09-30,380.365
2002-10-31,398.584
2002-11-29,428.199
2002-12-31,409.391
2003-01-31,401.275
2003-02-28,393.716
2003-03-31,398.703
2003-04-30,430.187
2003-05-30,471.339
2003-06-30,475.594
2003-07-31,492.977
2003-08-29,514.857
2003-09-30,507.5
2003-10-31,546.687
2003-11-28,563.114
2003-12-31,580.29
2004-01-30,597.314
2004-02-27,609.465
2004-03-31,611.993
2004-04-30,588.01
2004-05-31,601.203
2004-06-30,620.226
2004-07-30,590.652
2004-08-31,590.354
2004-09-30,613.721
2004-10-29,629.257
2004-11-30,672.335
2004-12-31,698.98
2005-01-31,677.801
2005-02-28,697.648
2005-03-31,687.62
2005-04-29,660.823
2005-05-31,697.207
2005-06-30,717.844
2005-07-29,758.072
2005-08-31,750.854
2005-09-30,759.365
2005-10-31,736.413
2005-11-30,772.138
2005-12-30,778.162
2006-01-31,827.162
2006-02-28,822.792
2006-03-31,848.544
2006-04-28,854.865
2006-05-31,819.639
2006-06-30,820.86
2006-07-31,798.537
2006-08-31,815.785
2006-09-29,827.412
2006-10-31,863.085
2006-11-30,893.969
2006-12-29,892.994
2007-01-31,919.384
2007-02-28,920.439
2007-03-30,928.812
2007-04-30,959.6
2007-05-31,1000.0
2007-06-29,983.236
2007-07-31,934.649
2007-08-31,942.23
2007-09-28,966.582
2007-10-31,984.733
2007-11-30,928.588
2007-12-31,926.801
2008-01-31,865.634
2008-02-29,843.027
2008-03-31,832.712
2008-04-30,884.32
2008-05-30,927.447
2008-06-30,849.714
2008-07-31,836.466
2008-08-29,854.754
2008-09-30,758.549
2008-10-31,592.696
2008-11-28,534.198
2008-12-31,561.044
2009-01-30,515.722
2009-02-27,460.667
2009-03-31,502.492
2009-04-30,582.505
2009-05-29,606.204
2009-06-30,607.774
2009-07-31,663.856
2009-08-31,696.748
2009-09-30,739.527
2009-10-30,701.233
2009-11-30,731.355
2009-12-31,781.099
2010-01-29,753.667
2010-02-26,792.584
2010-03-31,851.902
2010-04-30,890.695
2010-05-31,823.529
2010-06-30,767.966
2010-07-30,822.329
2010-08-31,778.892
2010-09-30,866.372
2010-10-29,900.66
2010-11-30,924.415
2010-12-31,992.427
2011-01-31,1008.846
2011-02-28,1054.468
2011-03-31,1073.59
2011-04-29,1105.734
2011-05-31,1094.761
2011-06-30,1071.265
2011-07-29,1033.443
2011-08-31,955.87
2011-09-30,857.38
2011-10-31,979.786
2011-11-30,975.262
2011-12-30,972.962
2012-01-31,1037.563
2012-02-29,1079.623
2012-03-30,1102.94
2012-04-30,1094.956
2012-05-31,1016.865
2012-06-29,1050.722
2012-07-31,1049.653
2012-08-31,1085.817
2012-09-28,1111.454
2012-10-31,1096.313
2012-11-30,1112.164
2012-12-31,1143.099
2013-01-31,1220.034
2013-02-28,1236.305
2013-03-29,1290.505
2013-04-30,1300.933
2013-05-31,1338.607
2013-06-28,1324.42
2013-07-31,1406.966
2013-08-30,1367.411
2013-09-30,1439.792
2013-10-31,1486.048
2013-11-29,1518.641
2013-12-31,1561.332
2014-01-31,1524.97
2014-02-28,1609.682
2014-03-31,1604.0
2014-04-30,1577.302
2014-05-30,1607.068
2014-06-30,1672.511
2014-07-31,1607.986
2014-08-29,1686.895
2014-09-30,1614.77
