Date,USA SMID CAP SMID (Small+Mid Cap)
2002-08-16,428.816
2002-08-19,435.948
2002-08-20,431.355
2002-08-21,437.847
2002-08-22,443.515
2002-08-23,434.336
2002-08-26,439.258
2002-08-27,431.307
2002-08-28,423.294
2002-08-29,425.714
2002-08-30,424.221
2002-09-02,424.221
2002-09-03,410.781
2002-09-04,418.388
2002-09-05,411.699
2002-09-06,420.455
2002-09-09,423.003
2002-09-10,424.731
2002-09-11,424.791
2002-09-12,415.437
2002-09-13,417.665
2002-09-16,415.615
2002-09-17,407.687
2002-09-18,406.062
2002-09-19,394.941
2002-09-20,395.831
2002-09-23,388.862
2002-09-24,382.873
2002-09-25,393.018
2002-09-26,399.961
2002-09-27,391.061
2002-09-30,387.906
2002-10-01,396.919
2002-10-02,387.291
2002-10-03,382.392
2002-10-04,372.576
2002-10-07,363.372
2002-10-08,367.395
2002-10-09,355.412
2002-10-10,368.427
2002-10-11,380.458
2002-10-14,383.458
2002-10-15,399.017
2002-10-16,388.09
2002-10-17,400.195
2002-10-18,401.099
2002-10-21,409.9
2002-10-22,402.51
2002-10-23,407.797
2002-10-24,402.965
2002-10-25,409.139
2002-10-28,405.012
2002-10-29,401.51
2002-10-30,406.686
2002-10-31,406.352
2002-11-01,415.079
2002-11-04,418.147
2002-11-05,417.697
2002-11-06,424.365
2002-11-07,413.962
2002-11-08,408.099
2002-11-11,399.194
2002-11-12,403.938
2002-11-13,404.543
2002-11-14,414.884
2002-11-15,417.717
2002-11-18,414.663
2002-11-19,411.481
2002-11-20,420.777
2002-11-21,431.025
2002-11-22,431.875
2002-11-25,434.274
2002-11-26,425.81
2002-11-27,437.466
2002-11-28,437.473
2002-11-29,436.344
2002-12-02,436.958
2002-12-03,429.922
2002-12-04,426.671
2002-12-05,423.44
2002-12-06,425.458
2002-12-09,415.591
2002-12-10,421.996
2002-12-11,423.022
2002-12-12,423.702
2002-12-13,417.381
2002-12-16,425.897
2002-12-17,423.159
2002-12-18,417.208
2002-12-19,414.829
2002-12-20,419.8
2002-12-23,421.766
2002-12-24,419.977
2002-12-25,419.977
2002-12-26,420.765
2002-12-27,414.792
2002-12-30,415.192
2002-12-31,416.953
2003-01-01,416.953
2003-01-02,428.945
2003-01-03,427.722
2003-01-06,435.569
2003-01-07,432.078
2003-01-08,426.656
2003-01-09,434.03
2003-01-10,434.613
2003-01-13,433.65
2003-01-14,434.561
2003-01-15,430.889
2003-01-16,429.916
2003-01-17,423.899
2003-01-20,423.864
2003-01-21,417.357
2003-01-22,414.529
2003-01-23,419.321
2003-01-24,409.959
2003-01-27,402.533
2003-01-28,407.851
2003-01-29,410.487
2003-01-30,403.728
2003-01-31,408.593
2003-02-03,408.61
2003-02-04,404.454
2003-02-05,402.797
2003-02-06,399.955
2003-02-07,395.467
2003-02-10,398.691
2003-02-11,396.435
2003-02-12,390.542
2003-02-13,388.694
2003-02-14,393.974
2003-02-17,393.974
2003-02-18,401.869
2003-02-19,398.52
2003-02-20,397.311
2003-02-21,402.889
2003-02-24,396.228
2003-02-25,398.777
2003-02-26,394.862
2003-02-27,399.034
2003-02-28,400.709
2003-03-03,398.481
2003-03-04,392.991
2003-03-05,393.862
2003-03-06,392.208
2003-03-07,394.285
2003-03-10,385.957
2003-03-11,382.221
2003-03-12,381.807
2003-03-13,394.196
2003-03-14,394.048
2003-03-17,406.871
2003-03-18,409.646
2003-03-19,409.773
2003-03-20,412.74
2003-03-21,420.767
2003-03-24,407.564
2003-03-25,413.048
2003-03-26,410.744
2003-03-27,411.136
2003-03-28,410.35
2003-03-31,405.585
2003-04-01,408.718
2003-04-02,417.887
2003-04-03,415.897
2003-04-04,414.493
2003-04-07,416.188
2003-04-08,413.676
2003-04-09,409.649
2003-04-10,411.682
2003-04-11,410.93
2003-04-14,417.872
2003-04-15,420.667
2003-04-16,416.401
2003-04-17,423.223
2003-04-18,423.223
2003-04-21,424.313
2003-04-22,432.398
2003-04-23,435.42
2003-04-24,432.78
2003-04-25,427.548
2003-04-28,434.733
2003-04-29,436.357
2003-04-30,437.494
2003-05-01,437.084
2003-05-02,445.245
2003-05-05,446.835
2003-05-06,450.505
2003-05-07,448.552
2003-05-08,444.868
2003-05-09,450.919
2003-05-12,456.695
2003-05-13,456.815
2003-05-14,456.753
2003-05-15,460.362
2003-05-16,460.003
2003-05-19,449.504
2003-05-20,449.018
2003-05-21,451.595
2003-05-22,456.807
2003-05-23,459.838
2003-05-26,459.838
2003-05-27,469.326
2003-05-28,469.891
2003-05-29,469.383
2003-05-30,479.145
2003-06-02,480.859
2003-06-03,480.43
2003-06-04,488.716
2003-06-05,493.442
2003-06-06,491.319
2003-06-09,482.545
2003-06-10,487.47
2003-06-11,494.501
2003-06-12,495.437
2003-06-13,488.673
2003-06-16,497.863
2003-06-17,497.303
2003-06-18,495.993
2003-06-19,489.104
2003-06-20,488.547
2003-06-23,479.814
2003-06-24,480.379
2003-06-25,480.645
2003-06-26,486.102
2003-06-27,483.967
2003-06-30,483.268
2003-07-01,485.527
2003-07-02,493.035
2003-07-03,490.711
2003-07-04,490.711
2003-07-07,499.37
2003-07-08,504.713
2003-07-09,504.853
2003-07-10,496.909
2003-07-11,500.843
2003-07-14,505.385
2003-07-15,503.091
2003-07-16,499.213
2003-07-17,490.601
2003-07-18,495.871
2003-07-21,489.9
2003-07-22,495.44
2003-07-23,496.349
2003-07-24,494.603
2003-07-25,499.686
2003-07-28,501.545
2003-07-29,499.842
2003-07-30,498.947
2003-07-31,500.793
2003-08-01,495.799
2003-08-04,494.244
2003-08-05,486.717
2003-08-06,484.976
2003-08-07,486.726
2003-08-08,487.876
2003-08-11,491.0
2003-08-12,497.091
2003-08-13,496.713
2003-08-14,499.895
2003-08-15,500.698
2003-08-18,507.245
2003-08-19,511.593
2003-08-20,512.899
2003-08-21,517.976
2003-08-22,511.554
2003-08-25,509.698
2003-08-26,511.088
2003-08-27,513.88
2003-08-28,519.358
2003-08-29,522.816
2003-09-01,522.816
2003-09-02,529.903
2003-09-03,532.006
2003-09-04,533.073
2003-09-05,529.812
2003-09-08,536.061
2003-09-09,531.498
2003-09-10,521.058
2003-09-11,524.822
2003-09-12,526.73
2003-09-15,525.224
2003-09-16,532.61
2003-09-17,531.48
2003-09-18,537.36
2003-09-19,537.663
2003-09-22,531.082
2003-09-23,535.362
2003-09-24,525.723
2003-09-25,518.93
2003-09-26,512.628
2003-09-29,518.758
2003-09-30,515.142
2003-10-01,525.575
2003-10-02,528.446
2003-10-03,536.117
2003-10-06,539.541
2003-10-07,542.494
2003-10-08,540.151
2003-10-09,543.637
2003-10-10,543.549
2003-10-13,549.403
2003-10-14,551.789
2003-10-15,548.59
2003-10-16,550.809
2003-10-17,543.168
2003-10-20,544.828
2003-10-21,547.446
2003-10-22,539.147
2003-10-23,539.206
2003-10-24,537.303
2003-10-27,542.13
2003-10-28,550.453
2003-10-29,554.078
2003-10-30,554.156
2003-10-31,554.789
2003-11-03,561.509
2003-11-04,560.55
2003-11-05,561.799
2003-11-06,565.654
2003-11-07,565.376
2003-11-10,558.438
2003-11-11,556.107
2003-11-12,565.526
2003-11-13,566.826
2003-11-14,560.655
2003-11-17,555.012
2003-11-18,549.705
2003-11-19,551.848
2003-11-20,548.851
2003-11-21,551.078
2003-11-24,562.798
2003-11-25,566.383
2003-11-26,569.528
2003-11-27,569.528
2003-11-28,571.245
2003-12-01,578.93
2003-12-02,577.628
2003-12-03,573.196
2003-12-04,572.698
2003-12-05,568.113
2003-12-08,571.998
2003-12-09,565.14
2003-12-10,560.733
2003-12-11,570.843
2003-12-12,573.356
2003-12-15,566.14
2003-12-16,567.252
2003-12-17,568.728
2003-12-18,577.305
2003-12-19,576.703
2003-12-22,579.449
2003-12-23,582.374
2003-12-24,581.504
2003-12-25,581.504
2003-12-26,582.926
2003-12-29,590.3
2003-12-30,591.19
2003-12-31,588.387
2004-01-01,588.387
2004-01-02,587.851
2004-01-05,594.293
2004-01-06,595.726
2004-01-07,597.532
2004-01-08,600.779
2004-01-09,598.937
2004-01-12,603.048
2004-01-13,600.031
2004-01-14,604.615
2004-01-15,605.558
2004-01-16,611.04
2004-01-19,611.04
2004-01-20,615.224
2004-01-21,616.952
2004-01-22,613.543
2004-01-23,614.454
2004-01-26,619.187
2004-01-27,614.321
2004-01-28,605.738
2004-01-29,604.204
2004-01-30,605.538
2004-02-02,606.237
2004-02-03,605.925
2004-02-04,597.084
2004-02-05,599.537
2004-02-06,610.916
2004-02-09,612.152
2004-02-10,616.444
2004-02-11,622.424
2004-02-12,620.115
2004-02-13,615.596
2004-02-16,615.596
2004-02-17,622.245
2004-02-18,619.905
2004-02-19,614.682
2004-02-20,611.477
2004-02-23,605.256
2004-02-24,605.28
2004-02-25,610.417
2004-02-26,614.745
2004-02-27,617.637
2004-03-01,626.214
2004-03-02,623.783
2004-03-03,623.82
2004-03-04,627.845
2004-03-05,630.165
2004-03-08,624.0
2004-03-09,618.204
2004-03-10,607.89
2004-03-11,600.427
2004-03-12,610.982
2004-03-15,600.339
2004-03-16,601.722
2004-03-17,611.537
2004-03-18,609.816
2004-03-19,605.423
2004-03-22,595.649
2004-03-23,596.178
2004-03-24,593.708
2004-03-25,604.868
2004-03-26,605.551
2004-03-29,613.827
2004-03-30,618.392
2004-03-31,619.953
2004-04-01,624.255
2004-04-02,629.808
2004-04-05,632.849
2004-04-06,628.823
2004-04-07,627.99
2004-04-08,625.944
2004-04-09,625.944
2004-04-12,626.843
2004-04-13,615.722
2004-04-14,612.483
2004-04-15,612.048
2004-04-16,615.393
2004-04-19,617.557
2004-04-20,607.926
2004-04-21,612.618
2004-04-22,623.581
2004-04-23,621.456
2004-04-26,618.974
2004-04-27,620.017
2004-04-28,609.602
2004-04-29,600.509
2004-04-30,595.529
2004-05-03,601.313
2004-05-04,603.501
2004-05-05,605.778
2004-05-06,599.591
2004-05-07,587.042
2004-05-10,576.623
2004-05-11,584.624
2004-05-12,584.195
2004-05-13,584.848
2004-05-14,583.495
2004-05-17,576.225
2004-05-18,581.912
2004-05-19,580.861
2004-05-20,580.666
2004-05-21,584.527
2004-05-24,589.794
2004-05-25,601.476
2004-05-26,604.178
2004-05-27,606.326
2004-05-28,608.658
2004-05-31,608.658
2004-06-01,609.832
2004-06-02,610.895
2004-06-03,602.903
2004-06-04,607.139
2004-06-07,617.835
2004-06-08,617.459
2004-06-09,609.562
2004-06-10,610.967
2004-06-11,610.967
2004-06-14,602.349
2004-06-15,609.723
2004-06-16,611.224
2004-06-17,610.862
2004-06-18,612.098
2004-06-21,611.034
2004-06-22,614.965
2004-06-23,622.042
2004-06-24,620.581
2004-06-25,624.478
2004-06-28,620.942
2004-06-29,622.825
2004-06-30,627.666
2004-07-01,620.11
2004-07-02,618.906
2004-07-05,618.906
2004-07-06,610.872
2004-07-07,612.165
2004-07-08,603.666
2004-07-09,606.375
2004-07-12,605.127
2004-07-13,605.352
2004-07-14,604.063
2004-07-15,605.98
2004-07-16,601.94
2004-07-19,601.865
2004-07-20,608.418
2004-07-21,596.146
2004-07-22,594.651
2004-07-23,588.247
2004-07-26,582.631
2004-07-27,590.324
2004-07-28,589.17
2004-07-29,596.151
2004-07-30,597.597
2004-08-02,599.129
2004-08-03,592.891
2004-08-04,591.146
2004-08-05,580.83
2004-08-06,570.354
2004-08-09,570.791
2004-08-10,579.864
2004-08-11,576.448
2004-08-12,568.661
2004-08-13,568.623
2004-08-16,578.529
2004-08-17,580.84
2004-08-18,590.055
2004-08-19,586.808
2004-08-20,594.309
2004-08-23,591.462
2004-08-24,592.166
2004-08-25,596.892
2004-08-26,596.768
2004-08-27,599.437
2004-08-30,593.628
2004-08-31,597.031
2004-09-01,600.888
2004-09-02,607.641
2004-09-03,605.057
2004-09-06,605.057
2004-09-07,610.382
2004-09-08,606.107
2004-09-09,610.029
2004-09-10,613.43
2004-09-13,616.873
2004-09-14,616.161
2004-09-15,612.288
2004-09-16,617.129
2004-09-17,618.012
2004-09-20,615.786
2004-09-21,621.582
2004-09-22,613.621
2004-09-23,612.398
2004-09-24,614.044
2004-09-27,608.521
2004-09-28,613.15
2004-09-29,616.36
2004-09-30,620.417
2004-10-01,630.384
2004-10-04,633.564
2004-10-05,632.281
2004-10-06,637.079
2004-10-07,629.34
2004-10-08,624.254
2004-10-11,624.844
2004-10-12,623.545
2004-10-13,617.599
2004-10-14,614.139
2004-10-15,617.326
2004-10-18,620.021
2004-10-19,615.211
2004-10-20,617.592
2004-10-21,623.767
2004-10-22,617.679
2004-10-25,619.249
2004-10-26,626.303
2004-10-27,635.031
2004-10-28,634.129
2004-10-29,635.979
2004-11-01,637.354
2004-11-02,636.585
2004-11-03,644.953
2004-11-04,654.132
2004-11-05,655.931
2004-11-08,654.287
2004-11-09,656.125
2004-11-10,658.275
2004-11-11,664.66
2004-11-12,671.902
2004-11-15,672.275
2004-11-16,667.866
2004-11-17,672.082
2004-11-18,672.652
2004-11-19,665.305
2004-11-22,671.975
2004-11-23,674.5
2004-11-24,680.07
2004-11-25,680.07
2004-11-26,681.434
2004-11-29,680.785
2004-11-30,679.233
2004-12-01,688.343
2004-12-02,685.61
2004-12-03,687.602
2004-12-06,686.594
2004-12-07,676.222
2004-12-08,678.865
2004-12-09,681.23
2004-12-10,682.87
2004-12-13,688.454
2004-12-14,693.283
2004-12-15,697.829
2004-12-16,693.619
2004-12-17,693.654
2004-12-20,691.526
2004-12-21,698.508
2004-12-22,700.439
2004-12-23,700.761
2004-12-24,700.761
2004-12-27,696.546
2004-12-28,704.501
2004-12-29,705.408
2004-12-30,706.242
2004-12-31,705.796
2005-01-03,694.595
2005-01-04,683.103
2005-01-05,674.88
2005-01-06,678.18
2005-01-07,675.021
2005-01-10,678.206
2005-01-11,673.353
2005-01-12,675.99
2005-01-13,674.426
2005-01-14,680.652
2005-01-17,680.652
2005-01-18,687.482
2005-01-19,681.463
2005-01-20,677.039
2005-01-21,674.299
2005-01-24,668.773
2005-01-25,669.489
2005-01-26,676.038
2005-01-27,678.095
2005-01-28,675.132
2005-01-31,684.289
2005-02-01,688.872
2005-02-02,692.718
2005-02-03,691.721
2005-02-04,700.947
2005-02-07,699.458
2005-02-08,700.993
2005-02-09,691.859
2005-02-10,694.116
2005-02-11,701.475
2005-02-14,701.543
2005-02-15,703.346
2005-02-16,705.946
2005-02-17,700.082
2005-02-18,699.982
2005-02-21,699.982
2005-02-22,688.288
2005-02-23,691.604
2005-02-24,698.815
2005-02-25,707.831
2005-02-28,704.064
2005-03-01,708.713
2005-03-02,708.633
2005-03-03,709.426
2005-03-04,717.289
2005-03-07,720.03
2005-03-08,714.972
2005-03-09,706.506
2005-03-10,704.721
2005-03-11,703.418
2005-03-14,708.587
2005-03-15,704.556
2005-03-16,698.316
2005-03-17,700.823
2005-03-18,698.507
2005-03-21,697.202
2005-03-22,692.529
2005-03-23,688.232
2005-03-24,690.424
2005-03-25,690.424
2005-03-28,689.859
2005-03-29,681.263
2005-03-30,690.879
2005-03-31,693.667
2005-04-01,691.805
2005-04-04,692.176
2005-04-05,693.62
2005-04-06,695.659
2005-04-07,699.394
2005-04-08,692.258
2005-04-11,691.299
2005-04-12,695.595
2005-04-13,685.253
2005-04-14,674.798
2005-04-15,661.413
2005-04-18,665.578
2005-04-19,674.315
2005-04-20,664.469
2005-04-21,676.952
2005-04-22,671.404
2005-04-25,679.343
2005-04-26,671.723
2005-04-27,671.275
2005-04-28,661.175
2005-04-29,666.489
2005-05-02,671.245
2005-05-03,669.409
2005-05-04,679.225
2005-05-05,679.519
2005-05-06,681.152
2005-05-09,686.631
2005-05-10,680.155
2005-05-11,682.273
2005-05-12,672.776
2005-05-13,668.487
2005-05-16,676.619
2005-05-17,681.781
2005-05-18,692.595
2005-05-19,695.737
2005-05-20,695.473
2005-05-23,699.36
2005-05-24,699.242
2005-05-25,694.203
2005-05-26,700.592
2005-05-27,703.121
2005-05-30,703.121
2005-05-31,702.917
2005-06-01,708.919
2005-06-02,710.972
2005-06-03,707.474
2005-06-06,709.468
2005-06-07,710.055
2005-06-08,708.014
2005-06-09,712.854
2005-06-10,712.097
2005-06-13,715.509
2005-06-14,719.43
2005-06-15,721.615
2005-06-16,727.012
2005-06-17,729.353
2005-06-20,727.589
2005-06-21,725.938
2005-06-22,727.408
2005-06-23,720.912
2005-06-24,714.998
2005-06-27,714.878
2005-06-28,724.527
2005-06-29,725.654
2005-06-30,723.434
2005-07-01,727.512
2005-07-04,727.512
2005-07-05,735.527
2005-07-06,731.333
2005-07-07,734.032
2005-07-08,743.701
2005-07-11,750.368
2005-07-12,751.301
2005-07-13,749.407
2005-07-14,746.844
2005-07-15,748.163
2005-07-18,745.837
2005-07-19,754.242
2005-07-20,760.534
2005-07-21,752.028
2005-07-22,759.266
2005-07-25,754.796
2005-07-26,757.738
2005-07-27,759.368
2005-07-28,766.976
2005-07-29,763.818
2005-08-01,765.666
2005-08-02,770.948
2005-08-03,769.265
2005-08-04,761.232
2005-08-05,751.929
2005-08-08,747.637
2005-08-09,750.279
2005-08-10,751.468
2005-08-11,757.093
2005-08-12,753.619
2005-08-15,756.41
2005-08-16,746.575
2005-08-17,746.117
2005-08-18,743.723
2005-08-19,745.431
2005-08-22,747.443
2005-08-23,745.85
2005-08-24,744.713
2005-08-25,747.275
2005-08-26,740.775
2005-08-29,745.596
2005-08-30,744.174
2005-08-31,756.25
2005-09-01,758.27
2005-09-02,753.62
2005-09-05,753.62
2005-09-06,762.969
2005-09-07,766.026
2005-09-08,762.381
2005-09-09,769.16
2005-09-12,769.927
2005-09-13,764.05
2005-09-14,760.271
2005-09-15,760.157
2005-09-16,764.003
2005-09-19,759.7
2005-09-20,752.699
2005-09-21,743.478
2005-09-22,744.834
2005-09-23,748.146
2005-09-26,751.807
2005-09-27,751.643
2005-09-28,751.645
2005-09-29,760.14
2005-09-30,764.522
2005-10-03,767.839
2005-10-04,758.758
2005-10-05,741.365
2005-10-06,733.765
2005-10-07,738.482
2005-10-10,730.765
2005-10-11,726.506
2005-10-12,717.557
2005-10-13,715.808
2005-10-14,725.23
2005-10-17,728.618
2005-10-18,718.808
2005-10-19,729.148
2005-10-20,718.815
2005-10-21,724.09
2005-10-24,738.145
2005-10-25,735.898
2005-10-26,731.371
2005-10-27,718.023
2005-10-28,730.262
2005-10-31,741.25
2005-11-01,739.687
2005-11-02,751.904
2005-11-03,754.206
2005-11-04,753.057
2005-11-07,754.65
2005-11-08,749.984
2005-11-09,752.593
