Date,EUROPE MID CAP Mid Cap
1994-05-31,194.613
1994-06-30,191.707
1994-07-29,200.272
1994-08-31,204.905
1994-09-30,197.267
1994-10-31,202.228
1994-11-30,194.135
1994-12-30,195.979
1995-01-31,194.292
1995-02-28,196.63
1995-03-31,201.121
1995-04-28,208.12
1995-05-31,212.388
1995-06-30,214.995
1995-07-31,225.092
1995-08-31,215.999
1995-09-29,220.982
1995-10-31,217.217
1995-11-30,213.817
1995-12-29,220.104
1996-01-31,222.864
1996-02-29,231.984
1996-03-29,235.552
1996-04-30,239.894
1996-05-31,245.443
1996-06-28,247.941
1996-07-31,244.666
1996-08-30,249.951
1996-09-30,250.583
1996-10-31,255.622
1996-11-29,263.607
1996-12-31,271.961
1997-01-31,271.853
1997-02-28,274.621
1997-03-31,278.634
1997-04-30,272.334
1997-05-30,284.692
1997-06-30,295.483
1997-07-31,298.005
1997-08-29,291.753
1997-09-30,312.569
1997-10-31,305.98
1997-11-28,305.197
1997-12-31,310.041
1998-01-30,320.308
1998-02-27,345.147
1998-03-31,377.33
1998-04-30,390.897
1998-05-29,404.642
1998-06-30,394.079
1998-07-31,402.445
1998-08-31,353.452
1998-09-30,334.725
1998-10-30,358.538
1998-11-30,371.126
1998-12-31,383.655
1999-01-29,385.858
1999-02-26,374.955
1999-03-31,373.195
1999-04-30,382.833
1999-05-31,375.375
1999-06-30,379.592
1999-07-30,390.727
1999-08-31,394.17
1999-09-30,390.282
1999-10-29,386.868
1999-11-30,400.887
1999-12-31,444.078
2000-01-31,421.648
2000-02-29,464.774
2000-03-31,455.211
2000-04-28,422.207
2000-05-31,415.675
2000-06-30,429.683
2000-07-31,428.937
2000-08-31,428.216
2000-09-29,407.682
2000-10-31,390.729
2000-11-30,374.232
2000-12-29,402.138
2001-01-31,407.185
2001-02-28,388.204
2001-03-30,351.158
2001-04-30,369.438
2001-05-31,360.608
2001-06-29,345.697
2001-07-31,345.023
2001-08-31,342.422
2001-09-28,293.216
2001-10-31,308.557
2001-11-30,324.714
2001-12-31,329.413
2002-01-31,321.873
2002-02-28,321.868
2002-03-29,342.343
2002-04-30,344.925
2002-05-31,350.405
2002-06-28,338.443
2002-07-31,302.777
2002-08-30,302.091
2002-09-30,267.596
2002-10-31,286.097
2002-11-29,301.125
2002-12-31,288.063
2003-01-31,274.025
2003-02-28,261.295
2003-03-31,258.986
2003-04-30,295.54
2003-05-30,319.261
2003-06-30,322.203
2003-07-31,333.754
2003-08-29,337.021
2003-09-30,343.795
2003-10-31,372.465
2003-11-28,387.021
2003-12-31,411.029
2004-01-30,426.043
2004-02-27,441.939
2004-03-31,430.613
2004-04-30,426.107
2004-05-31,436.039
2004-06-30,446.001
2004-07-30,431.029
2004-08-31,431.493
2004-09-30,448.614
2004-10-29,466.332
2004-11-30,506.986
2004-12-31,531.351
2005-01-31,528.001
2005-02-28,553.861
2005-03-31,537.641
2005-04-29,522.546
2005-05-31,529.431
2005-06-30,537.994
2005-07-29,557.749
2005-08-31,570.305
2005-09-30,581.958
2005-10-31,559.672
2005-11-30,579.075
2005-12-30,604.716
2006-01-31,654.894
2006-02-28,662.645
2006-03-31,692.946
2006-04-28,727.925
2006-05-31,706.296
2006-06-30,707.486
2006-07-31,716.821
2006-08-31,747.926
2006-09-29,761.995
2006-10-31,799.31
2006-11-30,838.815
2006-12-29,876.997
2007-01-31,882.697
2007-02-28,885.269
2007-03-30,926.403
2007-04-30,976.9
2007-05-31,1000.0
2007-06-29,983.596
2007-07-31,965.732
2007-08-31,943.258
2007-09-28,961.749
2007-10-31,1010.282
2007-11-30,940.25
2007-12-31,915.149
2008-01-31,827.202
2008-02-29,848.177
2008-03-31,858.257
2008-04-30,887.582
2008-05-30,903.339
2008-06-30,813.74
2008-07-31,766.289
2008-08-29,755.63
2008-09-30,622.565
2008-10-31,459.176
2008-11-28,432.44
2008-12-31,451.13
2009-01-30,415.695
2009-02-27,377.688
2009-03-31,401.427
2009-04-30,472.885
2009-05-29,528.962
2009-06-30,515.749
2009-07-31,568.244
2009-08-31,608.402
2009-09-30,645.207
2009-10-30,628.509
2009-11-30,646.551
2009-12-31,657.384
2010-01-29,630.894
2010-02-26,615.504
2010-03-31,664.062
2010-04-30,658.671
2010-05-31,575.18
2010-06-30,573.418
2010-07-30,642.813
2010-08-31,613.048
2010-09-30,695.051
2010-10-29,722.161
2010-11-30,674.726
2010-12-31,737.486
2011-01-31,761.537
2011-02-28,788.144
2011-03-31,790.684
2011-04-29,848.197
2011-05-31,824.273
2011-06-30,799.517
2011-07-29,764.219
2011-08-31,692.522
2011-09-30,601.958
2011-10-31,668.827
2011-11-30,633.371
2011-12-30,620.207
2012-01-31,659.499
2012-02-29,707.119
2012-03-30,712.559
2012-04-30,695.333
2012-05-31,606.521
2012-06-29,647.635
2012-07-31,654.213
2012-08-31,683.404
2012-09-28,710.02
2012-10-31,718.201
2012-11-30,740.522
2012-12-31,763.742
2013-01-31,800.448
2013-02-28,791.136
2013-03-29,790.764
2013-04-30,822.775
2013-05-31,831.442
2013-06-28,798.624
2013-07-31,870.803
2013-08-30,863.363
2013-09-30,921.8
2013-10-31,959.186
2013-11-29,966.436
2013-12-31,996.12
2014-01-31,975.164
2014-02-28,1054.778
2014-03-31,1040.957
2014-04-30,1057.107
2014-05-30,1066.368
2014-06-30,1058.146
2014-07-31,1010.306
2014-08-29,1010.97
2014-09-30,956.244
2014-10-31,942.392
2014-11-28,975.018
2014-12-31,955.386
2015-01-30,959.911
2015-02-27,1023.473
2015-03-31,995.682
2015-04-30,1044.153
2015-05-29,1047.776
2015-06-30,1022.549
2015-07-31,1050.558
2015-08-31,992.231
2015-09-30,953.61
2015-10-30,1016.725
2015-11-30,1006.581
2015-12-31,990.927
2016-01-29,919.259
2016-02-29,910.416
2016-03-31,984.218
2016-04-29,1002.65
2016-05-31,997.446
2016-06-30,928.52
2016-07-29,983.968
2016-08-31,989.295
2016-09-30,1001.851
2016-10-31,954.456
2016-11-30,937.385
2016-12-30,974.16
2017-01-31,1008.28
2017-02-28,1020.296
2017-03-31,1057.586
2017-04-28,1111.687
2017-05-31,1161.977
2017-06-30,1148.304
2017-07-31,1194.331
2017-08-31,1201.498
2017-09-29,1239.213
2017-10-31,1252.65
2017-11-30,1249.555
2017-12-29,1274.467
2018-01-31,1343.226
2018-02-28,1279.374
2018-03-30,1261.762
2018-04-30,1289.744
2018-05-31,1273.032
2018-06-29,1255.705
2018-07-31,1292.299
2018-08-31,1281.199
2018-09-28,1270.323
2018-10-31,1147.742
2018-11-30,1115.834
2018-12-31,1058.773
2019-01-31,1145.72
2019-02-28,1183.566
2019-03-29,1179.683
2019-04-30,1231.173
2019-05-31,1158.542
2019-06-28,1236.034
2019-07-31,1214.671
2019-08-30,1188.419
2019-09-30,1218.904
2019-10-31,1271.093
2019-11-29,1303.487
2019-12-31,1358.952
2020-01-31,1328.93
2020-02-28,1215.401
2020-03-31,994.49
2020-04-30,1083.716
2020-05-29,1156.33
2020-06-30,1193.496
2020-07-31,1261.101
2020-08-31,1341.947
2020-09-30,1305.703
2020-10-30,1251.188
2020-11-30,1460.571
2020-12-31,1550.541
2021-01-29,1536.255
2021-02-26,1562.761
2021-03-31,1596.967
2021-04-30,1685.346
2021-05-31,1750.782
2021-06-30,1724.571
2021-07-30,1777.75
2021-08-31,1797.245
2021-09-30,1690.426
2021-10-29,1749.342
2021-11-30,1667.087
2021-12-31,1760.736
2022-01-31,1621.243
2022-02-28,1570.063
2022-03-31,1558.722
2022-04-29,1456.475
2022-05-31,1446.457
2022-06-30,1276.116
2022-07-29,1355.401
2022-08-31,1247.585
2022-09-30,1109.564
2022-10-31,1198.626
2022-11-30,1329.714
2022-12-30,1341.204
2023-01-31,1482.748
2023-02-28,1472.849
2023-03-31,1476.651
2023-04-28,1530.515
2023-05-31,1429.377
2023-06-30,1477.544
2023-07-31,1559.149
2023-08-31,1491.821
2023-09-29,1413.436
2023-10-31,1343.708
2023-11-30,1498.451
2023-12-29,1594.645
2024-01-31,1563.806
2024-02-29,1576.077
2024-03-29,1634.449
2024-04-30,1602.623
2024-05-31,1703.925
2024-06-28,1637.948
2024-07-31,1697.197
2024-08-30,1754.152
2024-09-30,1789.51
2024-10-31,1684.199
2024-11-29,1683.025
2024-12-31,1645.116
2025-01-31,1740.242
2025-02-28,1782.333
2025-03-31,1802.276
2025-04-30,1924.908
2025-05-30,2066.73
2025-06-30,2124.253
2025-07-31,2101.825
2025-08-29,2172.886
2025-09-30,2192.419
