Date,EUROPE MID CAP Mid Cap
2002-01-01,329.413
2002-01-02,331.987
2002-01-03,336.471
2002-01-04,337.601
2002-01-07,336.411
2002-01-08,334.791
2002-01-09,334.388
2002-01-10,333.651
2002-01-11,333.869
2002-01-14,331.591
2002-01-15,331.085
2002-01-16,325.8
2002-01-17,327.416
2002-01-18,328.231
2002-01-21,327.513
2002-01-22,327.231
2002-01-23,327.852
2002-01-24,327.867
2002-01-25,322.652
2002-01-28,322.869
2002-01-29,321.38
2002-01-30,319.212
2002-01-31,321.873
2002-02-01,322.384
2002-02-04,322.66
2002-02-05,320.412
2002-02-06,318.455
2002-02-07,318.234
2002-02-08,319.681
2002-02-11,322.531
2002-02-12,322.715
2002-02-13,322.546
2002-02-14,323.198
2002-02-15,324.102
2002-02-18,321.992
2002-02-19,319.42
2002-02-20,317.26
2002-02-21,318.76
2002-02-22,319.011
2002-02-25,319.533
2002-02-26,321.257
2002-02-27,322.557
2002-02-28,321.868
2002-03-01,324.391
2002-03-04,331.286
2002-03-05,330.178
2002-03-06,332.847
2002-03-07,338.259
2002-03-08,338.757
2002-03-11,338.542
2002-03-12,334.605
2002-03-13,335.81
2002-03-14,338.873
2002-03-15,340.549
2002-03-18,342.764
2002-03-19,344.164
2002-03-20,343.87
2002-03-21,343.037
2002-03-22,342.881
2002-03-25,340.768
2002-03-26,340.997
2002-03-27,340.145
2002-03-28,342.343
2002-03-29,342.343
2002-04-01,345.433
2002-04-02,345.437
2002-04-03,343.986
2002-04-04,342.366
2002-04-05,342.429
2002-04-08,337.917
2002-04-09,339.351
2002-04-10,342.169
2002-04-11,341.55
2002-04-12,341.313
2002-04-15,342.047
2002-04-16,344.729
2002-04-17,347.094
2002-04-18,346.715
2002-04-19,347.104
2002-04-22,346.04
2002-04-23,345.594
2002-04-24,345.614
2002-04-25,344.486
2002-04-26,343.895
2002-04-29,344.258
2002-04-30,344.925
2002-05-01,346.691
2002-05-02,346.873
2002-05-03,348.769
2002-05-06,349.362
2002-05-07,345.823
2002-05-08,348.806
2002-05-09,348.151
2002-05-10,348.259
2002-05-13,348.645
2002-05-14,347.416
2002-05-15,349.885
2002-05-16,350.416
2002-05-17,353.661
2002-05-20,353.055
2002-05-21,351.677
2002-05-22,351.518
2002-05-23,349.066
2002-05-24,349.231
2002-05-27,348.232
2002-05-28,350.198
2002-05-29,349.916
2002-05-30,349.507
2002-05-31,350.405
2002-06-03,349.853
2002-06-04,347.537
2002-06-05,344.039
2002-06-06,345.088
2002-06-07,341.889
2002-06-10,342.813
2002-06-11,344.606
2002-06-12,341.104
2002-06-13,337.398
2002-06-14,329.327
2002-06-17,335.029
2002-06-18,335.731
2002-06-19,334.387
2002-06-20,329.395
2002-06-21,329.735
2002-06-24,325.776
2002-06-25,328.644
2002-06-26,329.691
2002-06-27,330.286
2002-06-28,338.443
2002-07-01,339.181
2002-07-02,332.043
2002-07-03,321.549
2002-07-04,324.146
2002-07-05,331.349
2002-07-08,334.601
2002-07-09,333.815
2002-07-10,325.636
2002-07-11,315.854
2002-07-12,315.594
2002-07-15,308.423
2002-07-16,307.657
2002-07-17,314.603
2002-07-18,319.832
2002-07-19,311.977
2002-07-22,298.297
2002-07-23,290.132
2002-07-24,282.814
2002-07-25,292.15
2002-07-26,288.735
2002-07-29,299.191
2002-07-30,302.259
2002-07-31,302.777
2002-08-01,293.6
2002-08-02,293.063
2002-08-05,283.969
2002-08-06,284.768
2002-08-07,284.284
2002-08-08,289.402
2002-08-09,293.154
2002-08-12,291.517
2002-08-13,293.821
2002-08-14,292.627
2002-08-15,297.459
2002-08-16,299.454
2002-08-19,304.275
2002-08-20,301.762
2002-08-21,306.932
2002-08-22,311.365
2002-08-23,308.809
2002-08-26,307.515
2002-08-27,312.781
2002-08-28,304.622
2002-08-29,301.404
2002-08-30,302.091
2002-09-02,299.34
2002-09-03,294.044
2002-09-04,294.213
2002-09-05,290.582
2002-09-06,295.094
2002-09-09,291.358
2002-09-10,295.901
2002-09-11,299.157
2002-09-12,294.013
2002-09-13,290.457
2002-09-16,287.386
2002-09-17,284.851
2002-09-18,278.533
2002-09-19,275.181
2002-09-20,276.77
2002-09-23,269.495
2002-09-24,263.296
2002-09-25,266.071
2002-09-26,273.059
2002-09-27,273.519
2002-09-30,267.596
2002-10-01,266.835
2002-10-02,270.047
2002-10-03,267.604
2002-10-04,264.175
2002-10-07,259.786
2002-10-08,256.336
2002-10-09,255.15
2002-10-10,257.708
2002-10-11,269.808
2002-10-14,267.568
2002-10-15,279.531
2002-10-16,276.952
2002-10-17,282.465
2002-10-18,281.468
2002-10-21,282.521
2002-10-22,282.292
2002-10-23,276.149
2002-10-24,281.868
2002-10-25,280.177
2002-10-28,285.219
2002-10-29,277.072
2002-10-30,280.53
2002-10-31,286.097
2002-11-01,284.804
2002-11-04,294.15
2002-11-05,296.203
2002-11-06,293.825
2002-11-07,292.935
2002-11-08,290.899
2002-11-11,287.405
2002-11-12,290.642
2002-11-13,286.931
2002-11-14,289.045
2002-11-15,290.309
2002-11-18,293.435
2002-11-19,292.43
2002-11-20,289.32
2002-11-21,297.516
2002-11-22,298.986
2002-11-25,295.652
2002-11-26,291.247
2002-11-27,295.201
2002-11-28,300.158
2002-11-29,301.125
2002-12-02,300.571
2002-12-03,295.846
2002-12-04,294.899
2002-12-05,293.277
2002-12-06,292.457
2002-12-09,286.684
2002-12-10,286.825
2002-12-11,290.028
2002-12-12,289.255
2002-12-13,287.454
2002-12-16,290.467
2002-12-17,288.862
2002-12-18,284.309
2002-12-19,283.612
2002-12-20,285.973
2002-12-23,284.479
2002-12-24,285.222
2002-12-25,285.222
2002-12-26,285.591
2002-12-27,281.348
2002-12-30,285.177
2002-12-31,288.063
2003-01-01,288.063
2003-01-02,292.251
2003-01-03,293.821
2003-01-06,295.749
2003-01-07,292.857
2003-01-08,286.782
2003-01-09,289.9
2003-01-10,292.89
2003-01-13,293.011
2003-01-14,294.652
2003-01-15,290.231
2003-01-16,291.551
2003-01-17,289.272
2003-01-20,288.107
2003-01-21,284.7
2003-01-22,281.636
2003-01-23,280.693
2003-01-24,280.74
2003-01-27,272.581
2003-01-28,272.559
2003-01-29,270.421
2003-01-30,274.547
2003-01-31,274.025
2003-02-03,278.605
2003-02-04,273.82
2003-02-05,276.229
2003-02-06,272.677
2003-02-07,270.712
2003-02-10,267.325
2003-02-11,270.002
2003-02-12,265.789
2003-02-13,266.406
2003-02-14,266.75
2003-02-17,269.95
2003-02-18,270.912
2003-02-19,268.48
2003-02-20,268.353
2003-02-21,268.915
2003-02-24,265.208
2003-02-25,257.041
2003-02-26,255.629
2003-02-27,255.862
2003-02-28,261.295
2003-03-03,263.507
2003-03-04,259.537
2003-03-05,258.433
2003-03-06,256.993
2003-03-07,253.184
2003-03-10,249.744
2003-03-11,250.193
2003-03-12,243.464
2003-03-13,251.147
2003-03-14,256.871
2003-03-17,261.702
2003-03-18,263.128
2003-03-19,264.951
2003-03-20,264.077
2003-03-21,269.7
2003-03-24,263.48
2003-03-25,265.938
2003-03-26,266.421
2003-03-27,263.781
2003-03-28,263.036
2003-03-31,258.986
2003-04-01,260.547
2003-04-02,266.004
2003-04-03,267.104
2003-04-04,268.343
2003-04-07,275.295
2003-04-08,272.016
2003-04-09,272.103
2003-04-10,271.984
2003-04-11,272.307
2003-04-14,274.571
2003-04-15,279.285
2003-04-16,280.198
2003-04-17,282.712
2003-04-18,282.712
2003-04-21,280.889
2003-04-22,284.423
2003-04-23,289.831
2003-04-24,288.513
2003-04-25,285.781
2003-04-28,290.116
2003-04-29,291.633
2003-04-30,295.54
2003-05-01,296.949
2003-05-02,297.615
2003-05-05,301.385
2003-05-06,307.823
2003-05-07,305.362
2003-05-08,301.279
2003-05-09,303.761
2003-05-12,305.143
2003-05-13,305.764
2003-05-14,306.766
2003-05-15,308.907
2003-05-16,312.914
2003-05-19,307.534
2003-05-20,307.608
2003-05-21,306.497
2003-05-22,309.698
2003-05-23,310.876
2003-05-26,311.782
2003-05-27,312.541
2003-05-28,315.966
2003-05-29,318.939
2003-05-30,319.261
2003-06-02,322.483
2003-06-03,319.04
2003-06-04,321.65
2003-06-05,325.797
2003-06-06,330.567
2003-06-09,328.037
2003-06-10,326.465
2003-06-11,331.875
2003-06-12,333.239
2003-06-13,331.232
2003-06-16,337.088
2003-06-17,340.322
2003-06-18,336.29
2003-06-19,332.166
2003-06-20,332.078
2003-06-23,325.392
2003-06-24,321.746
2003-06-25,325.648
2003-06-26,322.287
2003-06-27,323.553
2003-06-30,322.203
2003-07-01,320.871
2003-07-02,324.751
2003-07-03,326.799
2003-07-04,325.792
2003-07-07,330.029
2003-07-08,329.904
2003-07-09,328.052
2003-07-10,325.849
2003-07-11,328.015
2003-07-14,331.976
2003-07-15,329.098
2003-07-16,326.537
2003-07-17,323.023
2003-07-18,324.84
2003-07-21,325.285
2003-07-22,326.235
2003-07-23,328.808
2003-07-24,333.722
2003-07-25,334.674
2003-07-28,335.658
2003-07-29,335.671
2003-07-30,334.274
2003-07-31,333.754
2003-08-01,333.089
2003-08-04,332.834
2003-08-05,334.559
2003-08-06,331.481
2003-08-07,331.291
2003-08-08,331.082
2003-08-11,331.188
2003-08-12,332.535
2003-08-13,335.18
2003-08-14,336.835
2003-08-15,336.912
2003-08-18,337.247
2003-08-19,337.28
2003-08-20,338.541
2003-08-21,338.331
2003-08-22,337.448
2003-08-25,336.306
2003-08-26,332.064
2003-08-27,334.307
2003-08-28,335.973
2003-08-29,337.021
2003-09-01,340.582
2003-09-02,339.11
2003-09-03,343.941
2003-09-04,344.482
2003-09-05,347.095
2003-09-08,349.754
2003-09-09,347.631
2003-09-10,344.042
2003-09-11,344.791
2003-09-12,346.812
2003-09-15,348.684
2003-09-16,348.108
2003-09-17,350.933
2003-09-18,354.243
2003-09-19,355.391
2003-09-22,353.496
2003-09-23,353.1
2003-09-24,352.864
2003-09-25,349.957
2003-09-26,346.843
2003-09-29,346.847
2003-09-30,343.795
2003-10-01,349.68
2003-10-02,351.503
2003-10-03,357.427
2003-10-06,358.726
2003-10-07,358.904
2003-10-08,360.636
2003-10-09,363.36
2003-10-10,365.581
2003-10-13,366.816
2003-10-14,367.127
2003-10-15,371.055
2003-10-16,371.839
2003-10-17,369.139
2003-10-20,369.589
2003-10-21,370.084
2003-10-22,367.65
2003-10-23,365.673
2003-10-24,366.252
2003-10-27,367.82
2003-10-28,368.802
2003-10-29,371.131
2003-10-30,374.599
2003-10-31,372.465
2003-11-03,372.692
2003-11-04,372.682
2003-11-05,369.965
2003-11-06,369.466
2003-11-07,374.289
2003-11-10,373.199
2003-11-11,371.267
2003-11-12,376.263
2003-11-13,379.576
2003-11-14,382.361
2003-11-17,376.729
2003-11-18,379.272
2003-11-19,378.952
2003-11-20,377.062
2003-11-21,378.615
2003-11-24,379.623
2003-11-25,381.536
2003-11-26,384.742
2003-11-27,385.882
2003-11-28,387.021
2003-12-01,391.056
2003-12-02,394.12
2003-12-03,396.576
2003-12-04,394.559
2003-12-05,394.774
2003-12-08,395.929
2003-12-09,397.45
2003-12-10,394.603
2003-12-11,392.858
2003-12-12,396.224
2003-12-15,397.476
2003-12-16,395.437
2003-12-17,396.082
2003-12-18,398.262
2003-12-19,398.074
2003-12-22,398.232
2003-12-23,400.763
2003-12-24,402.799
2003-12-25,402.799
2003-12-26,402.799
2003-12-29,404.765
2003-12-30,408.196
2003-12-31,411.029
2004-01-01,411.029
2004-01-02,414.748
2004-01-05,419.402
2004-01-06,421.209
2004-01-07,419.21
2004-01-08,423.834
2004-01-09,427.39
2004-01-12,426.092
2004-01-13,427.302
2004-01-14,429.29
2004-01-15,428.15
2004-01-16,426.204
2004-01-19,426.177
2004-01-20,430.362
2004-01-21,433.861
2004-01-22,436.54
2004-01-23,434.664
2004-01-26,429.831
2004-01-27,433.427
2004-01-28,434.211
2004-01-29,424.204
2004-01-30,426.043
2004-02-02,427.607
2004-02-03,430.208
2004-02-04,427.847
2004-02-05,431.037
2004-02-06,437.354
2004-02-09,440.762
2004-02-10,441.908
2004-02-11,442.747
2004-02-12,449.319
2004-02-13,447.986
2004-02-16,449.557
2004-02-17,455.649
2004-02-18,456.707
2004-02-19,455.703
2004-02-20,449.003
2004-02-23,449.746
2004-02-24,449.209
2004-02-25,446.529
2004-02-26,442.251
2004-02-27,441.939
2004-03-01,447.847
2004-03-02,445.22
2004-03-03,438.952
2004-03-04,442.247
2004-03-05,449.965
2004-03-08,449.1
2004-03-09,445.435
2004-03-10,435.71
2004-03-11,425.562
2004-03-12,425.261
2004-03-15,417.412
2004-03-16,423.76
2004-03-17,425.409
2004-03-18,426.662
2004-03-19,427.17
2004-03-22,420.323
2004-03-23,419.712
2004-03-24,415.987
2004-03-25,420.571
2004-03-26,418.381
2004-03-29,425.589
2004-03-30,425.525
2004-03-31,430.613
2004-04-01,438.029
2004-04-02,437.128
2004-04-05,434.61
2004-04-06,434.685
2004-04-07,438.588
2004-04-08,438.63
2004-04-09,438.63
2004-04-12,437.754
2004-04-13,434.378
2004-04-14,427.598
2004-04-15,426.633
2004-04-16,432.677
2004-04-19,434.11
2004-04-20,433.738
2004-04-21,427.724
2004-04-22,430.434
2004-04-23,431.767
2004-04-26,435.221
2004-04-27,435.693
2004-04-28,429.436
2004-04-29,428.601
2004-04-30,426.107
2004-05-03,427.298
2004-05-04,433.234
2004-05-05,435.972
2004-05-06,427.547
2004-05-07,422.174
2004-05-10,407.928
2004-05-11,410.872
2004-05-12,410.515
2004-05-13,412.899
2004-05-14,410.573
2004-05-17,409.078
2004-05-18,412.26
2004-05-19,422.068
2004-05-20,415.924
2004-05-21,420.172
2004-05-24,420.989
2004-05-25,423.018
2004-05-26,426.877
2004-05-27,436.354
2004-05-28,435.933
2004-05-31,436.039
2004-06-01,433.084
2004-06-02,436.767
2004-06-03,437.374
2004-06-04,440.908
2004-06-07,445.606
2004-06-08,444.497
2004-06-09,438.899
2004-06-10,439.11
2004-06-11,434.92
2004-06-14,431.861
2004-06-15,434.585
2004-06-16,435.99
2004-06-17,437.876
2004-06-18,441.458
2004-06-21,440.631
2004-06-22,437.67
2004-06-23,438.994
2004-06-24,443.213
2004-06-25,442.746
2004-06-28,448.68
2004-06-29,445.258
2004-06-30,446.001
2004-07-01,443.915
2004-07-02,446.108
2004-07-05,444.374
2004-07-06,441.764
2004-07-07,444.519
2004-07-08,445.856
2004-07-09,445.084
2004-07-12,444.318
2004-07-13,442.662
2004-07-14,444.039
2004-07-15,440.146
2004-07-16,444.921
2004-07-19,442.348
2004-07-20,440.825
2004-07-21,439.466
2004-07-22,434.384
2004-07-23,429.731
2004-07-26,428.621
2004-07-27,427.648
2004-07-28,427.463
2004-07-29,431.277
2004-07-30,431.029
2004-08-02,430.149
2004-08-03,432.305
2004-08-04,428.447
2004-08-05,429.173
2004-08-06,427.459
2004-08-09,423.096
2004-08-10,427.36
2004-08-11,422.428
2004-08-12,421.841
2004-08-13,424.866
2004-08-16,428.138
2004-08-17,428.987
2004-08-18,428.545
2004-08-19,431.337
2004-08-20,428.61
2004-08-23,429.939
2004-08-24,427.126
2004-08-25,427.603
2004-08-26,430.517
2004-08-27,431.179
2004-08-30,430.694
2004-08-31,431.493
2004-09-01,434.107
2004-09-02,434.564
2004-09-03,433.824
2004-09-06,436.737
2004-09-07,436.823
2004-09-08,438.792
2004-09-09,437.238
2004-09-10,443.466
2004-09-13,445.368
2004-09-14,446.071
2004-09-15,440.14
2004-09-16,441.847
2004-09-17,445.154
2004-09-20,442.684
2004-09-21,447.816
2004-09-22,445.46
2004-09-23,444.007
2004-09-24,444.367
2004-09-27,442.161
2004-09-28,444.154
2004-09-29,446.858
2004-09-30,448.614
2004-10-01,453.949
2004-10-04,454.162
2004-10-05,455.412
2004-10-06,454.43
2004-10-07,454.213
2004-10-08,457.558
2004-10-11,456.529
2004-10-12,449.899
2004-10-13,450.727
2004-10-14,452.233
2004-10-15,454.591
2004-10-18,454.523
2004-10-19,458.497
2004-10-20,458.243
2004-10-21,461.406
2004-10-22,463.078
2004-10-25,461.45
2004-10-26,463.46
2004-10-27,467.234
2004-10-28,467.661
2004-10-29,466.332
2004-11-01,470.663
2004-11-02,473.377
2004-11-03,477.633
2004-11-04,478.844
2004-11-05,482.691
2004-11-08,484.324
2004-11-09,483.831
2004-11-10,487.212
2004-11-11,490.261
2004-11-12,493.21
2004-11-15,492.749
2004-11-16,491.146
2004-11-17,497.169
2004-11-18,495.728
2004-11-19,496.596
2004-11-22,493.726
2004-11-23,496.208
2004-11-24,499.745
2004-11-25,506.511
2004-11-26,507.412
2004-11-29,508.495
2004-11-30,506.986
2004-12-01,511.914
2004-12-02,513.24
2004-12-03,516.246
2004-12-06,516.809
2004-12-07,518.445
2004-12-08,511.624
2004-12-09,507.86
2004-12-10,507.98
2004-12-13,514.592
2004-12-14,514.88
2004-12-15,520.452
2004-12-16,517.449
2004-12-17,514.85
2004-12-20,522.385
2004-12-21,520.596
2004-12-22,522.113
2004-12-23,526.782
2004-12-24,528.696
2004-12-27,531.492
2004-12-28,531.009
2004-12-29,530.213
2004-12-30,532.391
2004-12-31,531.351
2005-01-03,529.975
2005-01-04,525.833
2005-01-05,521.681
2005-01-06,519.387
2005-01-07,518.235
2005-01-10,520.469
2005-01-11,519.656
2005-01-12,522.78
2005-01-13,521.694
2005-01-14,519.955
2005-01-17,521.761
2005-01-18,520.484
2005-01-19,523.213
2005-01-20,518.631
2005-01-21,519.846
2005-01-24,519.722
2005-01-25,520.205
2005-01-26,525.479
2005-01-27,525.06
2005-01-28,523.329
2005-01-31,528.001
2005-02-01,530.209
2005-02-02,533.515
2005-02-03,531.015
2005-02-04,535.444
2005-02-07,533.655
2005-02-08,532.236
2005-02-09,532.271
2005-02-10,535.203
2005-02-11,538.476
2005-02-14,544.552
2005-02-15,547.417
2005-02-16,544.816
2005-02-17,550.282
2005-02-18,550.679
2005-02-21,547.588
2005-02-22,549.67
2005-02-23,546.949
2005-02-24,548.461
2005-02-25,553.735
2005-02-28,553.861
2005-03-01,553.579
2005-03-02,548.431
2005-03-03,548.551
2005-03-04,556.911
2005-03-07,554.488
2005-03-08,558.143
2005-03-09,556.35
2005-03-10,554.504
2005-03-11,557.529
2005-03-14,553.05
2005-03-15,553.975
2005-03-16,553.164
2005-03-17,549.916
2005-03-18,547.123
2005-03-21,542.015
2005-03-22,543.92
2005-03-23,534.856
2005-03-24,536.42
2005-03-25,536.42
2005-03-28,533.588
2005-03-29,534.307
2005-03-30,535.469
2005-03-31,537.641
2005-04-01,540.227
2005-04-04,533.096
2005-04-05,539.049
2005-04-06,542.007
2005-04-07,544.887
2005-04-08,544.686
2005-04-11,549.053
2005-04-12,545.044
2005-04-13,548.506
2005-04-14,542.56
2005-04-15,538.218
2005-04-18,532.461
2005-04-19,537.003
2005-04-20,536.776
2005-04-21,538.067
2005-04-22,541.303
2005-04-25,538.535
2005-04-26,534.122
2005-04-27,525.899
2005-04-28,521.516
2005-04-29,522.546
2005-05-02,522.264
2005-05-03,526.227
2005-05-04,530.501
2005-05-05,532.664
2005-05-06,529.885
2005-05-09,527.819
2005-05-10,527.344
2005-05-11,525.357
2005-05-12,524.817
2005-05-13,523.128
2005-05-16,520.46
2005-05-17,521.429
2005-05-18,526.769
2005-05-19,529.31
2005-05-20,527.64
2005-05-23,531.426
2005-05-24,530.74
2005-05-25,532.202
2005-05-26,534.52
2005-05-27,534.04
2005-05-30,533.657
2005-05-31,529.431
2005-06-01,531.593
2005-06-02,532.47
2005-06-03,532.482
2005-06-06,532.061
2005-06-07,536.94
2005-06-08,539.092
2005-06-09,533.92
2005-06-10,535.169
2005-06-13,533.701
2005-06-14,533.926
2005-06-15,534.997
2005-06-16,538.171
2005-06-17,544.753
2005-06-20,540.05
2005-06-21,541.876
2005-06-22,542.548
2005-06-23,541.075
2005-06-24,538.026
2005-06-27,535.553
2005-06-28,535.595
2005-06-29,537.301
2005-06-30,537.994
2005-07-01,535.634
2005-07-04,532.434
2005-07-05,531.431
2005-07-06,536.023
2005-07-07,527.099
2005-07-08,532.966
2005-07-11,542.581
2005-07-12,547.346
2005-07-13,545.237
2005-07-14,546.501
2005-07-15,542.748
2005-07-18,542.647
2005-07-19,542.017
2005-07-20,542.13
2005-07-21,550.257
2005-07-22,551.461
2005-07-25,550.051
2005-07-26,548.323
2005-07-27,550.994
2005-07-28,555.298
2005-07-29,557.749
2005-08-01,562.308
2005-08-02,565.278
2005-08-03,570.184
2005-08-04,570.486
2005-08-05,567.021
2005-08-08,571.068
2005-08-09,572.046
2005-08-10,578.496
2005-08-11,578.608
2005-08-12,577.25
2005-08-15,574.292
2005-08-16,572.148
2005-08-17,570.33
2005-08-18,563.529
2005-08-19,565.593
2005-08-22,571.715
2005-08-23,568.766
2005-08-24,568.665
2005-08-25,567.364
2005-08-26,567.187
2005-08-29,565.358
2005-08-30,561.157
2005-08-31,570.305
2005-09-01,582.764
2005-09-02,587.726
2005-09-05,588.832
2005-09-06,589.837
2005-09-07,591.315
2005-09-08,590.041
2005-09-09,592.545
2005-09-12,587.78
2005-09-13,583.654
2005-09-14,586.791
2005-09-15,582.253
2005-09-16,585.09
2005-09-19,582.8
2005-09-20,584.675
2005-09-21,581.84
2005-09-22,574.687
2005-09-23,573.074
2005-09-26,575.802
2005-09-27,573.009
2005-09-28,577.73
2005-09-29,577.055
2005-09-30,581.958
2005-10-03,578.933
2005-10-04,582.942
2005-10-05,579.54
2005-10-06,579.071
2005-10-07,574.932
2005-10-10,573.81
2005-10-11,571.945
2005-10-12,568.613
2005-10-13,556.459
2005-10-14,563.247
2005-10-17,561.126
2005-10-18,555.013
2005-10-19,546.639
2005-10-20,549.824
2005-10-21,548.611
2005-10-24,553.921
2005-10-25,558.68
2005-10-26,558.599
2005-10-27,554.282
2005-10-28,552.55
2005-10-31,559.672
2005-11-01,561.948
2005-11-02,568.548
2005-11-03,574.731
2005-11-04,565.407
2005-11-07,566.711
2005-11-08,565.079
2005-11-09,564.526
2005-11-10,565.969
