Date,EUROPE MID CAP Mid Cap
2001-11-21,328.026
2001-11-22,330.347
2001-11-23,328.877
2001-11-26,330.942
2001-11-27,330.229
2001-11-28,328.595
2001-11-29,327.868
2001-11-30,331.332
2001-12-03,328.218
2001-12-04,331.446
2001-12-05,337.513
2001-12-06,340.341
2001-12-07,339.232
2001-12-10,335.191
2001-12-11,334.176
2001-12-12,333.576
2001-12-13,329.668
2001-12-14,329.325
2001-12-17,333.954
2001-12-18,334.102
2001-12-19,331.074
2001-12-20,328.908
2001-12-21,327.542
2001-12-24,325.692
2001-12-25,325.689
2001-12-26,326.396
2001-12-27,332.148
2001-12-28,333.293
2001-12-31,336.114
2002-01-01,336.114
2002-01-02,338.733
2002-01-03,343.308
2002-01-04,344.456
2002-01-07,343.241
2002-01-08,341.588
2002-01-09,341.177
2002-01-10,340.414
2002-01-11,340.637
2002-01-14,338.311
2002-01-15,337.795
2002-01-16,332.403
2002-01-17,334.035
2002-01-18,334.874
2002-01-21,334.14
2002-01-22,333.852
2002-01-23,334.486
2002-01-24,334.501
2002-01-25,329.18
2002-01-28,329.397
2002-01-29,327.878
2002-01-30,325.666
2002-01-31,328.381
2002-02-01,328.903
2002-02-04,329.184
2002-02-05,326.891
2002-02-06,324.894
2002-02-07,324.669
2002-02-08,326.144
2002-02-11,329.051
2002-02-12,329.239
2002-02-13,329.066
2002-02-14,329.732
2002-02-15,330.653
2002-02-18,328.501
2002-02-19,325.877
2002-02-20,323.674
2002-02-21,325.203
2002-02-22,325.459
2002-02-25,325.989
2002-02-26,327.747
2002-02-27,329.074
2002-02-28,328.371
2002-03-01,330.944
2002-03-04,337.979
2002-03-05,336.842
2002-03-06,339.565
2002-03-07,345.086
2002-03-08,345.594
2002-03-11,345.374
2002-03-12,341.358
2002-03-13,342.587
2002-03-14,345.707
2002-03-15,347.409
2002-03-18,349.664
2002-03-19,351.089
2002-03-20,350.782
2002-03-21,349.927
2002-03-22,349.759
2002-03-25,347.604
2002-03-26,347.822
2002-03-27,346.925
2002-03-28,349.168
2002-03-29,349.168
2002-04-01,352.319
2002-04-02,352.297
2002-04-03,350.81
2002-04-04,349.154
2002-04-05,349.218
2002-04-08,344.617
2002-04-09,346.072
2002-04-10,348.937
2002-04-11,348.271
2002-04-12,348.03
2002-04-15,348.768
2002-04-16,351.497
2002-04-17,353.902
2002-04-18,353.515
2002-04-19,353.896
2002-04-22,352.804
2002-04-23,352.335
2002-04-24,352.347
2002-04-25,351.184
2002-04-26,350.544
2002-04-29,350.907
2002-04-30,351.562
2002-05-01,353.362
2002-05-02,353.531
2002-05-03,355.457
2002-05-06,356.051
2002-05-07,352.429
2002-05-08,355.457
2002-05-09,354.765
2002-05-10,354.867
2002-05-13,355.249
2002-05-14,353.991
2002-05-15,356.492
2002-05-16,357.022
2002-05-17,360.304
2002-05-20,359.539
2002-05-21,358.121
2002-05-22,357.941
2002-05-23,355.438
2002-05-24,355.587
2002-05-27,354.55
2002-05-28,356.544
2002-05-29,356.24
2002-05-30,355.823
2002-05-31,356.724
2002-06-03,356.101
2002-06-04,353.74
2002-06-05,350.176
2002-06-06,351.243
2002-06-07,347.988
2002-06-10,348.909
2002-06-11,350.729
2002-06-12,347.164
2002-06-13,343.382
2002-06-14,335.161
2002-06-17,340.964
2002-06-18,341.678
2002-06-19,340.31
2002-06-20,335.222
2002-06-21,335.568
2002-06-24,331.529
2002-06-25,334.449
2002-06-26,335.514
2002-06-27,336.096
2002-06-28,344.389
2002-07-01,345.116
2002-07-02,337.854
2002-07-03,327.175
2002-07-04,329.818
2002-07-05,337.147
2002-07-08,340.456
2002-07-09,339.656
2002-07-10,331.332
2002-07-11,321.378
2002-07-12,321.114
2002-07-15,313.817
2002-07-16,313.038
2002-07-17,320.105
2002-07-18,325.426
2002-07-19,317.433
2002-07-22,303.513
2002-07-23,295.205
2002-07-24,287.76
2002-07-25,297.259
2002-07-26,293.779
2002-07-29,304.418
2002-07-30,307.539
2002-07-31,308.066
2002-08-01,298.729
2002-08-02,298.183
2002-08-05,288.929
2002-08-06,289.737
2002-08-07,289.244
2002-08-08,294.452
2002-08-09,298.262
2002-08-12,296.597
2002-08-13,298.942
2002-08-14,297.727
2002-08-15,302.64
2002-08-16,304.665
2002-08-19,309.569
2002-08-20,307.012
2002-08-21,312.273
2002-08-22,316.783
2002-08-23,314.182
2002-08-26,312.866
2002-08-27,318.223
2002-08-28,309.922
2002-08-29,306.648
2002-08-30,307.347
2002-09-02,304.549
2002-09-03,299.16
2002-09-04,299.332
2002-09-05,295.638
2002-09-06,300.229
2002-09-09,296.427
2002-09-10,301.05
2002-09-11,304.362
2002-09-12,299.129
2002-09-13,295.511
2002-09-16,292.386
2002-09-17,289.807
2002-09-18,283.379
2002-09-19,279.969
2002-09-20,281.586
2002-09-23,274.184
2002-09-24,267.877
2002-09-25,270.7
2002-09-26,277.81
2002-09-27,278.278
2002-09-30,272.252
2002-10-01,271.473
2002-10-02,274.741
2002-10-03,272.255
2002-10-04,268.767
2002-10-07,264.301
2002-10-08,260.791
2002-10-09,259.584
2002-10-10,262.187
2002-10-11,274.497
2002-10-14,272.218
2002-10-15,284.389
2002-10-16,281.765
2002-10-17,287.374
2002-10-18,286.36
2002-10-21,287.43
2002-10-22,287.198
2002-10-23,280.948
2002-10-24,286.767
2002-10-25,285.046
2002-10-28,290.175
2002-10-29,281.887
2002-10-30,285.405
2002-10-31,291.07
2002-11-01,289.754
2002-11-04,299.262
2002-11-05,301.35
2002-11-06,298.931
2002-11-07,298.026
2002-11-08,295.954
2002-11-11,292.399
2002-11-12,295.693
2002-11-13,291.917
2002-11-14,294.068
2002-11-15,295.355
2002-11-18,298.526
2002-11-19,297.504
2002-11-20,294.34
2002-11-21,302.677
2002-11-22,304.173
2002-11-25,300.781
2002-11-26,296.299
2002-11-27,300.322
2002-11-28,305.365
2002-11-29,306.349
2002-12-02,305.786
2002-12-03,300.976
2002-12-04,300.013
2002-12-05,298.363
2002-12-06,297.529
2002-12-09,291.656
2002-12-10,291.799
2002-12-11,295.058
2002-12-12,294.271
2002-12-13,292.439
2002-12-16,295.504
2002-12-17,293.872
2002-12-18,289.239
2002-12-19,288.53
2002-12-20,290.932
2002-12-23,289.412
2002-12-24,290.169
2002-12-25,290.169
2002-12-26,290.543
2002-12-27,286.227
2002-12-30,290.123
2002-12-31,293.059
2003-01-01,293.059
2003-01-02,297.314
2003-01-03,298.907
2003-01-06,300.869
2003-01-07,297.926
2003-01-08,291.747
2003-01-09,294.914
2003-01-10,297.952
2003-01-13,298.076
2003-01-14,299.74
2003-01-15,295.242
2003-01-16,296.586
2003-01-17,294.267
2003-01-20,293.082
2003-01-21,289.616
2003-01-22,286.499
2003-01-23,285.54
2003-01-24,285.588
2003-01-27,277.272
2003-01-28,277.25
2003-01-29,275.076
2003-01-30,279.272
2003-01-31,278.741
2003-02-03,283.401
2003-02-04,278.533
2003-02-05,280.984
2003-02-06,277.37
2003-02-07,275.371
2003-02-10,271.926
2003-02-11,274.649
2003-02-12,270.364
2003-02-13,270.992
2003-02-14,271.341
2003-02-17,274.597
2003-02-18,275.575
2003-02-19,273.102
2003-02-20,272.973
2003-02-21,273.544
2003-02-24,269.758
2003-02-25,261.451
2003-02-26,260.015
2003-02-27,260.251
2003-02-28,265.778
2003-03-03,268.028
2003-03-04,263.983
2003-03-05,262.86
2003-03-06,261.395
2003-03-07,257.521
2003-03-10,254.022
2003-03-11,254.458
2003-03-12,247.615
2003-03-13,255.428
2003-03-14,261.25
2003-03-17,266.163
2003-03-18,267.613
2003-03-19,269.468
2003-03-20,268.522
2003-03-21,274.24
2003-03-24,267.909
2003-03-25,270.408
2003-03-26,270.895
2003-03-27,268.204
2003-03-28,267.431
2003-03-31,263.313
2003-04-01,264.885
2003-04-02,270.432
2003-04-03,271.54
2003-04-04,272.756
2003-04-07,279.813
2003-04-08,276.481
2003-04-09,276.558
2003-04-10,276.314
2003-04-11,276.624
2003-04-14,278.924
2003-04-15,283.713
2003-04-16,284.628
2003-04-17,287.169
2003-04-18,287.169
2003-04-21,285.317
2003-04-22,288.886
2003-04-23,294.346
2003-04-24,293.007
2003-04-25,290.216
2003-04-28,294.584
2003-04-29,296.11
2003-04-30,300.069
2003-05-01,301.499
2003-05-02,302.165
2003-05-05,305.98
2003-05-06,312.475
2003-05-07,309.96
2003-05-08,305.817
2003-05-09,308.306
2003-05-12,309.707
2003-05-13,310.337
2003-05-14,311.354
2003-05-15,313.517
2003-05-16,317.584
2003-05-19,311.981
2003-05-20,312.014
2003-05-21,310.887
2003-05-22,314.115
2003-05-23,315.277
2003-05-26,316.196
2003-05-27,316.956
2003-05-28,320.413
2003-05-29,323.428
2003-05-30,323.754
2003-06-02,326.974
2003-06-03,323.484
2003-06-04,326.13
2003-06-05,330.335
2003-06-06,335.164
2003-06-09,332.599
2003-06-10,330.978
2003-06-11,336.462
2003-06-12,337.827
2003-06-13,335.759
2003-06-16,341.696
2003-06-17,344.973
2003-06-18,340.886
2003-06-19,336.68
2003-06-20,336.591
2003-06-23,329.795
2003-06-24,326.101
2003-06-25,330.056
2003-06-26,326.644
2003-06-27,327.911
2003-06-30,326.538
2003-07-01,325.164
2003-07-02,329.096
2003-07-03,331.168
2003-07-04,330.148
2003-07-07,334.438
2003-07-08,334.312
2003-07-09,332.435
2003-07-10,330.202
2003-07-11,332.398
2003-07-14,336.411
2003-07-15,333.495
2003-07-16,330.9
2003-07-17,327.339
2003-07-18,329.177
2003-07-21,329.629
2003-07-22,330.591
2003-07-23,333.198
2003-07-24,338.178
2003-07-25,339.143
2003-07-28,340.133
2003-07-29,340.147
2003-07-30,338.731
2003-07-31,338.204
2003-08-01,337.53
2003-08-04,337.272
2003-08-05,339.019
2003-08-06,335.892
2003-08-07,335.7
2003-08-08,335.481
2003-08-11,335.589
2003-08-12,336.953
2003-08-13,339.633
2003-08-14,341.307
2003-08-15,341.385
2003-08-18,341.724
2003-08-19,341.758
2003-08-20,343.035
2003-08-21,342.822
2003-08-22,341.928
2003-08-25,340.77
2003-08-26,336.472
2003-08-27,338.745
2003-08-28,340.433
2003-08-29,341.495
2003-09-01,345.103
2003-09-02,343.611
2003-09-03,348.507
2003-09-04,349.055
2003-09-05,351.703
2003-09-08,354.397
2003-09-09,352.245
2003-09-10,348.61
2003-09-11,349.368
2003-09-12,351.416
2003-09-15,353.313
2003-09-16,352.729
2003-09-17,355.592
2003-09-18,358.945
2003-09-19,360.109
2003-09-22,358.189
2003-09-23,357.788
2003-09-24,357.548
2003-09-25,354.603
2003-09-26,351.448
2003-09-29,351.452
2003-09-30,348.359
2003-10-01,354.317
2003-10-02,356.164
2003-10-03,362.167
2003-10-06,363.483
2003-10-07,363.663
2003-10-08,365.418
2003-10-09,368.179
2003-10-10,370.421
2003-10-13,371.673
2003-10-14,371.988
2003-10-15,375.968
2003-10-16,376.763
2003-10-17,374.026
2003-10-20,374.483
2003-10-21,374.985
2003-10-22,372.518
2003-10-23,370.514
2003-10-24,371.102
2003-10-27,372.688
2003-10-28,373.683
2003-10-29,376.042
2003-10-30,379.556
2003-10-31,377.393
2003-11-03,377.621
2003-11-04,377.611
2003-11-05,374.858
2003-11-06,374.352
2003-11-07,379.239
2003-11-10,378.134
2003-11-11,376.177
2003-11-12,381.234
2003-11-13,384.592
2003-11-14,387.412
2003-11-17,381.705
2003-11-18,384.282
2003-11-19,383.958
2003-11-20,382.042
2003-11-21,383.617
2003-11-24,384.624
2003-11-25,386.563
2003-11-26,389.811
2003-11-27,390.966
2003-11-28,392.12
2003-12-01,396.208
2003-12-02,399.312
2003-12-03,401.801
2003-12-04,399.755
2003-12-05,399.973
2003-12-08,401.143
2003-12-09,402.684
2003-12-10,399.8
2003-12-11,398.031
2003-12-12,401.443
2003-12-15,402.711
2003-12-16,400.644
2003-12-17,401.299
2003-12-18,403.506
2003-12-19,403.316
2003-12-22,403.477
2003-12-23,406.041
2003-12-24,408.103
2003-12-25,408.103
2003-12-26,408.104
2003-12-29,410.096
2003-12-30,413.572
2003-12-31,416.442
2004-01-01,416.442
2004-01-02,420.21
2004-01-05,424.92
2004-01-06,426.751
2004-01-07,424.725
2004-01-08,429.41
2004-01-09,433.012
2004-01-12,431.694
2004-01-13,432.912
2004-01-14,434.926
2004-01-15,433.763
2004-01-16,431.791
2004-01-19,431.761
2004-01-20,436.0
2004-01-21,439.545
2004-01-22,442.259
2004-01-23,440.359
2004-01-26,435.44
2004-01-27,439.083
2004-01-28,439.877
2004-01-29,429.739
2004-01-30,431.602
2004-02-02,433.187
2004-02-03,435.822
2004-02-04,433.43
2004-02-05,436.662
2004-02-06,443.058
2004-02-09,446.51
2004-02-10,447.67
2004-02-11,448.521
2004-02-12,455.178
2004-02-13,453.827
2004-02-16,455.42
2004-02-17,461.59
2004-02-18,462.663
2004-02-19,461.645
2004-02-20,454.858
2004-02-23,455.611
2004-02-24,455.066
2004-02-25,452.351
2004-02-26,448.018
2004-02-27,447.702
2004-03-01,453.687
2004-03-02,451.026
2004-03-03,444.676
2004-03-04,448.006
2004-03-05,455.824
2004-03-08,454.947
2004-03-09,451.235
2004-03-10,441.383
2004-03-11,431.103
2004-03-12,430.798
2004-03-15,422.848
2004-03-16,429.278
2004-03-17,430.949
2004-03-18,432.217
2004-03-19,432.732
2004-03-22,425.796
2004-03-23,425.177
2004-03-24,421.376
2004-03-25,425.953
2004-03-26,423.712
2004-03-29,431.006
2004-03-30,430.907
2004-03-31,436.059
2004-04-01,443.565
2004-04-02,442.565
2004-04-05,440.016
2004-04-06,440.081
2004-04-07,444.004
2004-04-08,443.976
2004-04-09,443.976
2004-04-12,443.089
2004-04-13,439.657
2004-04-14,432.795
2004-04-15,431.818
2004-04-16,437.931
2004-04-19,439.373
2004-04-20,438.996
2004-04-21,432.866
2004-04-22,435.558
2004-04-23,436.845
2004-04-26,440.339
2004-04-27,440.788
2004-04-28,434.397
2004-04-29,433.538
2004-04-30,430.99
2004-05-03,432.161
2004-05-04,438.165
2004-05-05,440.93
2004-05-06,432.402
2004-05-07,426.883
2004-05-10,412.478
2004-05-11,415.431
2004-05-12,415.071
2004-05-13,417.474
2004-05-14,415.115
2004-05-17,413.567
2004-05-18,416.757
2004-05-19,426.627
2004-05-20,420.409
2004-05-21,424.703
2004-05-24,425.345
2004-05-25,427.387
2004-05-26,431.261
2004-05-27,440.827
2004-05-28,440.389
2004-05-31,440.488
2004-06-01,437.48
2004-06-02,441.193
2004-06-03,441.798
2004-06-04,445.365
2004-06-07,450.106
2004-06-08,448.975
2004-06-09,443.316
2004-06-10,443.494
2004-06-11,439.242
2004-06-14,436.153
2004-06-15,438.881
2004-06-16,440.3
2004-06-17,442.205
2004-06-18,445.822
2004-06-21,444.972
2004-06-22,441.967
2004-06-23,443.304
2004-06-24,447.565
2004-06-25,447.092
2004-06-28,453.084
2004-06-29,449.628
2004-06-30,450.379
2004-07-01,448.26
2004-07-02,450.475
2004-07-05,448.716
2004-07-06,446.081
2004-07-07,448.863
2004-07-08,450.212
2004-07-09,449.433
2004-07-12,448.66
2004-07-13,446.988
2004-07-14,448.378
2004-07-15,444.447
2004-07-16,449.268
2004-07-19,446.671
2004-07-20,445.133
2004-07-21,443.76
2004-07-22,438.628
2004-07-23,433.93
2004-07-26,432.809
2004-07-27,431.826
2004-07-28,431.633
2004-07-29,435.484
2004-07-30,435.233
2004-08-02,434.345
2004-08-03,436.522
2004-08-04,432.617
2004-08-05,433.35
2004-08-06,431.609
2004-08-09,427.204
2004-08-10,431.509
2004-08-11,426.53
2004-08-12,425.932
2004-08-13,428.987
2004-08-16,432.29
2004-08-17,433.148
2004-08-18,432.701
2004-08-19,435.52
2004-08-20,432.767
2004-08-23,434.109
2004-08-24,431.269
2004-08-25,431.75
2004-08-26,434.692
2004-08-27,435.361
2004-08-30,434.872
2004-08-31,435.678
2004-09-01,438.317
2004-09-02,438.778
2004-09-03,438.032
2004-09-06,440.972
2004-09-07,441.059
2004-09-08,443.048
2004-09-09,441.478
2004-09-10,447.767
2004-09-13,449.688
2004-09-14,450.397
2004-09-15,444.409
2004-09-16,446.132
2004-09-17,449.471
2004-09-20,446.978
2004-09-21,452.159
2004-09-22,449.781
2004-09-23,448.313
2004-09-24,448.677
2004-09-27,446.448
2004-09-28,448.46
2004-09-29,451.191
2004-09-30,452.958
2004-10-01,458.345
2004-10-04,458.56
2004-10-05,459.823
2004-10-06,458.831
2004-10-07,458.611
2004-10-08,461.981
2004-10-11,460.942
2004-10-12,454.247
2004-10-13,455.083
2004-10-14,456.605
2004-10-15,458.979
2004-10-18,458.91
2004-10-19,462.922
2004-10-20,462.666
2004-10-21,465.859
2004-10-22,467.548
2004-10-25,465.904
2004-10-26,467.933
2004-10-27,471.744
2004-10-28,472.169
2004-10-29,470.827
2004-11-01,475.2
2004-11-02,477.934
2004-11-03,482.222
2004-11-04,483.445
2004-11-05,487.329
2004-11-08,488.977
2004-11-09,488.48
2004-11-10,491.894
2004-11-11,494.972
2004-11-12,497.949
2004-11-15,497.482
2004-11-16,495.864
2004-11-17,501.944
2004-11-18,500.49
2004-11-19,501.366
2004-11-22,498.434
2004-11-23,500.94
2004-11-24,504.51
2004-11-25,511.341
2004-11-26,512.251
2004-11-29,513.344
2004-11-30,511.821
2004-12-01,516.796
2004-12-02,518.134
2004-12-03,521.169
2004-12-06,521.738
2004-12-07,523.389
2004-12-08,516.503
2004-12-09,512.703
2004-12-10,512.823
2004-12-13,519.498
2004-12-14,519.789
2004-12-15,525.414
2004-12-16,522.382
2004-12-17,519.758
2004-12-20,527.365
2004-12-21,525.543
2004-12-22,527.075
2004-12-23,531.788
2004-12-24,533.72
2004-12-27,536.543
2004-12-28,536.055
2004-12-29,535.252
2004-12-30,537.45
2004-12-31,536.401
2005-01-03,535.005
2005-01-04,530.823
2005-01-05,526.632
2005-01-06,524.316
2005-01-07,523.154
2005-01-10,525.405
2005-01-11,524.576
2005-01-12,527.729
2005-01-13,526.622
2005-01-14,524.867
2005-01-17,526.688
2005-01-18,525.392
2005-01-19,528.146
2005-01-20,523.521
2005-01-21,524.748
2005-01-24,524.59
2005-01-25,525.077
2005-01-26,530.401
2005-01-27,529.978
2005-01-28,528.231
2005-01-31,532.942
2005-02-01,535.17
2005-02-02,538.507
2005-02-03,535.984
2005-02-04,540.455
2005-02-07,538.649
2005-02-08,537.217
2005-02-09,537.252
2005-02-10,540.211
2005-02-11,543.515
2005-02-14,549.648
2005-02-15,552.54
2005-02-16,549.915
2005-02-17,555.431
2005-02-18,555.832
2005-02-21,552.713
2005-02-22,554.814
2005-02-23,552.068
2005-02-24,553.593
2005-02-25,558.917
2005-02-28,559.044
2005-03-01,558.76
2005-03-02,553.564
2005-03-03,553.665
2005-03-04,562.091
2005-03-07,559.645
2005-03-08,563.323
2005-03-09,561.514
2005-03-10,559.648
2005-03-11,562.702
2005-03-14,558.181
2005-03-15,559.114
2005-03-16,558.297
2005-03-17,555.018
2005-03-18,552.133
2005-03-21,546.978
2005-03-22,548.9
2005-03-23,539.754
2005-03-24,541.332
2005-03-25,541.332
2005-03-28,538.474
2005-03-29,539.2
2005-03-30,540.364
2005-03-31,542.554
2005-04-01,545.164
2005-04-04,537.966
2005-04-05,543.961
2005-04-06,546.899
2005-04-07,549.805
2005-04-08,549.532
2005-04-11,553.938
2005-04-12,549.853
2005-04-13,553.34
2005-04-14,547.335
2005-04-15,542.901
2005-04-18,537.044
2005-04-19,541.625
2005-04-20,541.363
2005-04-21,542.6
2005-04-22,545.846
2005-04-25,543.039
2005-04-26,538.549
2005-04-27,530.258
2005-04-28,525.764
2005-04-29,526.793
2005-05-02,526.408
2005-05-03,530.393
2005-05-04,534.637
2005-05-05,536.793
2005-05-06,533.962
2005-05-09,531.842
2005-05-10,531.363
2005-05-11,529.351
2005-05-12,528.778
2005-05-13,527.057
2005-05-16,524.355
2005-05-17,525.287
2005-05-18,530.654
2005-05-19,533.178
2005-05-20,531.472
2005-05-23,535.031
2005-05-24,534.309
2005-05-25,535.762
2005-05-26,538.075
2005-05-27,537.581
2005-05-30,537.195
2005-05-31,532.902
2005-06-01,535.075
2005-06-02,535.952
2005-06-03,535.964
2005-06-06,535.52
2005-06-07,540.421
2005-06-08,542.564
2005-06-09,537.318
2005-06-10,538.56
2005-06-13,537.083
2005-06-14,537.309
2005-06-15,538.379
2005-06-16,541.574
2005-06-17,548.184
2005-06-20,543.433
2005-06-21,545.27
2005-06-22,545.946
2005-06-23,544.464
2005-06-24,541.396
2005-06-27,538.907
2005-06-28,538.945
2005-06-29,540.661
2005-06-30,541.355
2005-07-01,538.962
2005-07-04,535.74
2005-07-05,534.724
2005-07-06,539.305
2005-07-07,530.326
2005-07-08,536.229
2005-07-11,545.903
2005-07-12,550.697
2005-07-13,548.576
2005-07-14,549.847
2005-07-15,546.063
2005-07-18,545.961
2005-07-19,545.325
2005-07-20,545.438
2005-07-21,553.615
2005-07-22,554.826
2005-07-25,553.407
2005-07-26,551.669
2005-07-27,554.356
2005-07-28,558.679
2005-07-29,561.144
2005-08-01,565.72
2005-08-02,568.708
2005-08-03,573.644
2005-08-04,573.948
2005-08-05,570.461
2005-08-08,574.533
2005-08-09,575.517
2005-08-10,582.006
2005-08-11,582.114
2005-08-12,580.748
2005-08-15,577.772
2005-08-16,575.615
2005-08-17,573.786
2005-08-18,566.943
2005-08-19,569.02
2005-08-22,575.179
2005-08-23,572.212
2005-08-24,572.11
2005-08-25,570.802
2005-08-26,570.624
2005-08-29,568.783
2005-08-30,564.557
2005-08-31,573.76
2005-09-01,586.295
2005-09-02,591.273
2005-09-05,592.385
2005-09-06,593.396
2005-09-07,594.883
2005-09-08,593.601
2005-09-09,596.121
2005-09-12,591.325
2005-09-13,587.174
2005-09-14,590.33
2005-09-15,585.765
2005-09-16,588.619
2005-09-19,586.315
2005-09-20,588.202
2005-09-21,585.35
2005-09-22,578.152
2005-09-23,576.529
2005-09-26,579.274
2005-09-27,576.464
2005-09-28,581.214
2005-09-29,580.535
2005-09-30,585.468
2005-10-03,582.424
2005-10-04,586.451
2005-10-05,583.021
2005-10-06,582.55
2005-10-07,578.377
2005-10-10,577.248
2005-10-11,575.372
2005-10-12,572.02
2005-10-13,559.793
2005-10-14,566.61
2005-10-17,564.468
2005-10-18,558.32
2005-10-19,549.894
2005-10-20,553.098
2005-10-21,551.879
2005-10-24,557.22
2005-10-25,562.008
2005-10-26,561.925
2005-10-27,557.583
2005-10-28,555.836
2005-10-31,563.0
2005-11-01,565.289
2005-11-02,571.921
2005-11-03,578.14
2005-11-04,568.761
2005-11-07,570.073
2005-11-08,568.431
2005-11-09,567.875
2005-11-10,569.326
