Date,WORLD SMID CAP SMID (Small+Mid Cap)
2001-09-26,356.848
2001-09-27,358.217
2001-09-28,366.117
2001-10-01,363.97
2001-10-02,366.713
2001-10-03,372.719
2001-10-04,376.711
2001-10-05,376.573
2001-10-08,374.605
2001-10-09,373.459
2001-10-10,378.083
2001-10-11,384.708
2001-10-12,384.471
2001-10-15,384.218
2001-10-16,387.641
2001-10-17,384.673
2001-10-18,380.287
2001-10-19,380.84
2001-10-22,382.752
2001-10-23,383.574
2001-10-24,384.881
2001-10-25,388.939
2001-10-26,390.629
2001-10-29,386.828
2001-10-30,381.587
2001-10-31,382.929
2001-11-01,386.479
2001-11-02,386.38
2001-11-05,390.168
2001-11-06,393.835
2001-11-07,394.067
2001-11-08,393.686
2001-11-09,393.016
2001-11-12,392.129
2001-11-13,395.604
2001-11-14,397.922
2001-11-15,398.29
2001-11-16,399.54
2001-11-19,403.046
2001-11-20,400.864
2001-11-21,398.698
2001-11-22,399.302
2001-11-23,401.359
2001-11-26,405.164
2001-11-27,404.881
2001-11-28,400.635
2001-11-29,402.879
2001-11-30,403.936
2001-12-03,400.011
2001-12-04,405.167
2001-12-05,413.45
2001-12-06,415.478
2001-12-07,413.435
2001-12-10,408.516
2001-12-11,407.961
2001-12-12,408.79
2001-12-13,403.808
2001-12-14,403.697
2001-12-17,406.039
2001-12-18,408.481
2001-12-19,406.641
2001-12-20,403.921
2001-12-21,405.388
2001-12-24,405.465
2001-12-25,405.447
2001-12-26,406.98
2001-12-27,410.873
2001-12-28,413.57
2001-12-31,413.077
2002-01-01,413.074
2002-01-02,413.381
2002-01-03,417.316
2002-01-04,420.719
2002-01-07,418.915
2002-01-08,417.291
2002-01-09,416.277
2002-01-10,415.375
2002-01-11,413.147
2002-01-14,409.443
2002-01-15,409.41
2002-01-16,403.787
2002-01-17,406.009
2002-01-18,404.671
2002-01-21,404.946
2002-01-22,401.766
2002-01-23,405.012
2002-01-24,406.718
2002-01-25,405.513
2002-01-28,406.537
2002-01-29,402.281
2002-01-30,403.011
2002-01-31,405.926
2002-02-01,404.658
2002-02-04,399.513
2002-02-05,396.588
2002-02-06,393.9
2002-02-07,392.396
2002-02-08,396.526
2002-02-11,401.233
2002-02-12,402.492
2002-02-13,404.832
2002-02-14,404.486
2002-02-15,403.158
2002-02-18,402.652
2002-02-19,396.554
2002-02-20,397.997
2002-02-21,396.713
2002-02-22,398.389
2002-02-25,400.659
2002-02-26,402.533
2002-02-27,404.398
2002-02-28,403.958
2002-03-01,409.593
2002-03-04,419.718
2002-03-05,419.032
2002-03-06,423.587
2002-03-07,427.263
2002-03-08,429.312
2002-03-11,430.968
2002-03-12,427.593
2002-03-13,424.906
2002-03-14,426.725
2002-03-15,429.259
2002-03-18,430.37
2002-03-19,432.354
2002-03-20,429.55
2002-03-21,430.555
2002-03-22,428.555
2002-03-25,424.362
2002-03-26,425.692
2002-03-27,428.747
2002-03-28,430.218
2002-03-29,429.564
2002-04-01,429.659
2002-04-02,427.663
2002-04-03,425.739
2002-04-04,426.623
2002-04-05,427.011
2002-04-08,427.621
2002-04-09,426.944
2002-04-10,431.511
2002-04-11,427.597
2002-04-12,429.438
2002-04-15,429.517
2002-04-16,435.27
2002-04-17,436.518
2002-04-18,436.845
2002-04-19,436.963
2002-04-22,434.58
2002-04-23,434.098
2002-04-24,433.135
2002-04-25,433.71
2002-04-26,430.774
2002-04-29,428.898
2002-04-30,432.215
2002-05-01,434.309
2002-05-02,434.406
2002-05-03,434.493
2002-05-06,430.806
2002-05-07,427.589
2002-05-08,434.169
2002-05-09,431.294
2002-05-10,428.541
2002-05-13,431.015
2002-05-14,434.763
2002-05-15,436.802
2002-05-16,436.615
2002-05-17,440.026
2002-05-20,438.163
2002-05-21,435.788
2002-05-22,436.382
2002-05-23,438.299
2002-05-24,436.698
2002-05-27,436.397
2002-05-28,436.439
2002-05-29,434.629
2002-05-30,434.545
2002-05-31,434.978
2002-06-03,428.95
2002-06-04,426.755
2002-06-05,426.999
2002-06-06,422.975
2002-06-07,422.921
2002-06-10,422.918
2002-06-11,419.04
2002-06-12,417.428
2002-06-13,413.107
2002-06-14,410.387
2002-06-17,417.046
2002-06-18,417.523
2002-06-19,413.06
2002-06-20,409.789
2002-06-21,407.723
2002-06-24,406.123
2002-06-25,402.644
2002-06-26,400.856
2002-06-27,404.429
2002-06-28,409.487
2002-07-01,403.693
2002-07-02,394.616
2002-07-03,391.87
2002-07-04,392.107
2002-07-05,402.042
2002-07-08,400.269
2002-07-09,396.238
2002-07-10,387.379
2002-07-11,383.998
2002-07-12,383.054
2002-07-15,379.493
2002-07-16,376.471
2002-07-17,378.106
2002-07-18,374.606
2002-07-19,366.147
2002-07-22,355.959
2002-07-23,346.224
2002-07-24,353.0
2002-07-25,354.538
2002-07-26,353.199
2002-07-29,366.431
2002-07-30,369.568
2002-07-31,368.379
2002-08-01,361.435
2002-08-02,354.836
2002-08-05,346.185
2002-08-06,350.31
2002-08-07,353.764
2002-08-08,359.848
2002-08-09,362.439
2002-08-12,361.525
2002-08-13,357.078
2002-08-14,364.466
2002-08-15,368.622
2002-08-16,370.278
2002-08-19,374.086
2002-08-20,371.359
2002-08-21,376.248
2002-08-22,380.275
2002-08-23,375.155
2002-08-26,378.144
2002-08-27,375.61
2002-08-28,369.218
2002-08-29,368.889
2002-08-30,368.343
2002-09-02,367.589
2002-09-03,358.928
2002-09-04,361.329
2002-09-05,357.135
2002-09-06,361.851
2002-09-09,362.586
2002-09-10,364.201
2002-09-11,365.098
2002-09-12,359.358
2002-09-13,358.828
2002-09-16,356.403
2002-09-17,352.455
2002-09-18,349.818
2002-09-19,343.783
2002-09-20,343.377
2002-09-23,337.327
2002-09-24,332.066
2002-09-25,337.567
2002-09-26,343.214
2002-09-27,339.452
2002-09-30,336.246
2002-10-01,339.451
2002-10-02,334.555
2002-10-03,331.055
2002-10-04,324.914
2002-10-07,317.365
2002-10-08,318.385
2002-10-09,311.264
2002-10-10,317.829
2002-10-11,327.678
2002-10-14,328.625
2002-10-15,340.813
2002-10-16,335.063
2002-10-17,342.89
2002-10-18,343.398
2002-10-21,348.453
2002-10-22,343.793
2002-10-23,345.447
2002-10-24,343.793
2002-10-25,347.247
2002-10-28,346.854
2002-10-29,343.098
2002-10-30,346.754
2002-10-31,348.055
2002-11-01,352.521
2002-11-04,356.623
2002-11-05,357.748
2002-11-06,360.689
2002-11-07,355.708
2002-11-08,352.119
2002-11-11,345.559
2002-11-12,348.679
2002-11-13,347.566
2002-11-14,352.665
2002-11-15,355.002
2002-11-18,353.657
2002-11-19,351.1
2002-11-20,355.085
2002-11-21,363.015
2002-11-22,364.371
2002-11-25,365.444
2002-11-26,359.856
2002-11-27,366.883
2002-11-28,369.212
2002-11-29,369.299
2002-12-02,369.196
2002-12-03,364.346
2002-12-04,361.63
2002-12-05,359.249
2002-12-06,360.094
2002-12-09,353.715
2002-12-10,357.019
2002-12-11,358.07
2002-12-12,358.231
2002-12-13,354.898
2002-12-16,359.181
2002-12-17,357.977
2002-12-18,353.017
2002-12-19,352.092
2002-12-20,355.285
2002-12-23,356.178
2002-12-24,355.77
2002-12-25,355.754
2002-12-26,356.972
2002-12-27,353.609
2002-12-30,354.923
2002-12-31,356.617
2003-01-01,356.614
2003-01-02,363.362
2003-01-03,363.768
2003-01-06,369.539
2003-01-07,366.293
2003-01-08,361.443
2003-01-09,366.31
2003-01-10,367.603
2003-01-13,367.576
2003-01-14,369.241
2003-01-15,366.889
2003-01-16,366.712
2003-01-17,363.289
2003-01-20,362.606
2003-01-21,358.876
2003-01-22,356.153
2003-01-23,359.245
2003-01-24,354.563
2003-01-27,347.647
2003-01-28,349.629
2003-01-29,349.766
2003-01-30,346.753
2003-01-31,348.737
2003-02-03,350.318
2003-02-04,348.125
2003-02-05,347.673
2003-02-06,345.118
2003-02-07,342.118
2003-02-10,342.604
2003-02-11,341.84
2003-02-12,338.449
2003-02-13,337.733
2003-02-14,340.499
2003-02-17,341.644
2003-02-18,346.118
2003-02-19,344.206
2003-02-20,343.576
2003-02-21,345.888
2003-02-24,342.043
2003-02-25,340.245
2003-02-26,338.227
2003-02-27,340.085
2003-02-28,342.398
2003-03-03,342.496
2003-03-04,338.955
2003-03-05,339.246
2003-03-06,337.614
2003-03-07,336.981
2003-03-10,331.102
2003-03-11,328.345
2003-03-12,326.349
2003-03-13,333.811
2003-03-14,335.08
2003-03-17,342.11
2003-03-18,344.498
2003-03-19,345.03
2003-03-20,347.119
2003-03-21,352.14
2003-03-24,345.202
2003-03-25,348.191
2003-03-26,347.833
2003-03-27,347.683
2003-03-28,347.093
2003-03-31,343.417
2003-04-01,345.285
2003-04-02,351.36
2003-04-03,350.376
2003-04-04,350.246
2003-04-07,353.442
2003-04-08,351.366
2003-04-09,349.384
2003-04-10,351.094
2003-04-11,350.492
2003-04-14,354.453
2003-04-15,357.516
2003-04-16,356.17
2003-04-17,360.545
2003-04-18,360.636
2003-04-21,360.781
2003-04-22,365.908
2003-04-23,368.885
2003-04-24,367.476
2003-04-25,363.682
2003-04-28,368.239
2003-04-29,369.896
2003-04-30,373.079
2003-05-01,374.225
2003-05-02,378.59
2003-05-05,380.932
2003-05-06,385.392
2003-05-07,384.601
2003-05-08,381.722
2003-05-09,385.729
2003-05-12,389.814
2003-05-13,390.048
2003-05-14,390.761
2003-05-15,392.825
2003-05-16,394.143
2003-05-19,387.204
2003-05-20,386.965
2003-05-21,387.672
2003-05-22,391.305
2003-05-23,393.97
2003-05-26,394.519
2003-05-27,399.051
2003-05-28,399.832
2003-05-29,401.153
2003-05-30,406.04
2003-06-02,408.771
2003-06-03,407.626
2003-06-04,412.94
2003-06-05,418.094
2003-06-06,418.263
2003-06-09,413.573
2003-06-10,415.482
2003-06-11,421.205
2003-06-12,422.175
2003-06-13,418.911
2003-06-16,424.796
2003-06-17,425.782
2003-06-18,424.079
2003-06-19,419.338
2003-06-20,419.136
2003-06-23,413.403
2003-06-24,411.602
2003-06-25,413.654
2003-06-26,414.47
2003-06-27,414.322
2003-06-30,413.74
2003-07-01,415.714
2003-07-02,421.592
2003-07-03,421.335
2003-07-04,420.886
2003-07-07,426.639
2003-07-08,429.052
2003-07-09,429.152
2003-07-10,424.685
2003-07-11,426.071
2003-07-14,430.245
2003-07-15,428.111
2003-07-16,425.139
2003-07-17,418.668
2003-07-18,421.655
2003-07-21,419.498
2003-07-22,421.953
2003-07-23,424.524
2003-07-24,425.519
2003-07-25,428.574
2003-07-28,430.488
2003-07-29,429.632
2003-07-30,427.648
2003-07-31,427.951
2003-08-01,426.348
2003-08-04,425.258
2003-08-05,421.392
2003-08-06,419.25
2003-08-07,420.792
2003-08-08,421.42
2003-08-11,423.965
2003-08-12,427.8
2003-08-13,429.124
2003-08-14,431.667
2003-08-15,432.303
2003-08-18,436.232
2003-08-19,439.002
2003-08-20,441.169
2003-08-21,444.019
2003-08-22,440.378
2003-08-25,439.333
2003-08-26,438.819
2003-08-27,440.493
2003-08-28,443.71
2003-08-29,447.23
2003-09-01,449.499
2003-09-02,452.694
2003-09-03,455.599
2003-09-04,456.111
2003-09-05,455.324
2003-09-08,459.62
2003-09-09,458.13
2003-09-10,451.365
2003-09-11,452.581
2003-09-12,455.178
2003-09-15,454.928
2003-09-16,459.336
2003-09-17,460.219
2003-09-18,464.855
2003-09-19,466.624
2003-09-22,462.995
2003-09-23,465.153
2003-09-24,460.366
2003-09-25,455.324
2003-09-26,450.764
2003-09-29,454.051
2003-09-30,452.094
2003-10-01,459.876
2003-10-02,463.66
2003-10-03,469.452
2003-10-06,471.854
2003-10-07,474.542
2003-10-08,473.542
2003-10-09,476.381
2003-10-10,478.271
2003-10-13,481.292
2003-10-14,483.069
2003-10-15,482.555
2003-10-16,485.198
2003-10-17,480.911
2003-10-20,482.074
2003-10-21,483.734
2003-10-22,478.581
2003-10-23,474.073
2003-10-24,474.164
2003-10-27,478.113
2003-10-28,483.191
2003-10-29,486.981
2003-10-30,487.936
2003-10-31,486.746
2003-11-03,489.212
2003-11-04,490.969
2003-11-05,490.449
2003-11-06,490.658
2003-11-07,492.585
2003-11-10,489.413
2003-11-11,485.398
2003-11-12,491.201
2003-11-13,493.787
2003-11-14,490.673
2003-11-17,483.168
2003-11-18,481.931
2003-11-19,481.828
2003-11-20,480.59
2003-11-21,482.181
2003-11-24,487.669
2003-11-25,491.037
2003-11-26,495.298
2003-11-27,495.62
2003-11-28,496.633
2003-12-01,502.75
2003-12-02,503.98
2003-12-03,502.607
2003-12-04,501.868
2003-12-05,499.895
2003-12-08,501.418
2003-12-09,498.247
2003-12-10,494.172
2003-12-11,498.561
2003-12-12,501.975
2003-12-15,499.981
2003-12-16,499.291
2003-12-17,499.84
2003-12-18,504.587
2003-12-19,504.465
2003-12-22,506.56
2003-12-23,509.071
2003-12-24,509.663
2003-12-25,509.814
2003-12-26,511.001
2003-12-29,516.239
2003-12-30,518.793
2003-12-31,518.542
2004-01-01,518.545
2004-01-02,519.688
2004-01-05,526.356
2004-01-06,527.965
2004-01-07,528.253
2004-01-08,531.903
2004-01-09,532.795
2004-01-12,534.36
2004-01-13,533.216
2004-01-14,535.904
2004-01-15,535.032
2004-01-16,537.195
2004-01-19,537.714
2004-01-20,542.332
2004-01-21,544.31
2004-01-22,543.95
2004-01-23,543.966
2004-01-26,544.526
2004-01-27,543.263
2004-01-28,538.058
2004-01-29,532.546
2004-01-30,534.502
2004-02-02,535.874
2004-02-03,536.602
2004-02-04,529.924
2004-02-05,532.406
2004-02-06,540.979
2004-02-09,542.899
2004-02-10,545.415
2004-02-11,548.77
2004-02-12,550.645
2004-02-13,548.555
2004-02-16,549.351
2004-02-17,554.803
2004-02-18,553.869
2004-02-19,549.862
2004-02-20,544.875
2004-02-23,542.443
2004-02-24,542.054
2004-02-25,543.355
2004-02-26,544.296
2004-02-27,547.586
2004-03-01,555.499
2004-03-02,552.849
2004-03-03,550.273
2004-03-04,553.518
2004-03-05,558.143
2004-03-08,554.397
2004-03-09,551.186
2004-03-10,541.847
2004-03-11,534.519
2004-03-12,539.106
2004-03-15,532.533
2004-03-16,536.219
2004-03-17,543.162
2004-03-18,544.447
2004-03-19,542.069
2004-03-22,534.78
2004-03-23,534.84
2004-03-24,533.434
2004-03-25,541.332
2004-03-26,542.198
2004-03-29,548.928
2004-03-30,551.593
2004-03-31,555.714
2004-04-01,561.084
2004-04-02,563.362
2004-04-05,563.936
2004-04-06,561.98
2004-04-07,563.484
2004-04-08,562.092
2004-04-09,561.125
2004-04-12,562.628
2004-04-13,555.49
2004-04-14,549.99
2004-04-15,548.036
2004-04-16,552.314
2004-04-19,552.682
2004-04-20,548.445
2004-04-21,548.118
2004-04-22,554.066
2004-04-23,554.187
2004-04-26,554.476
2004-04-27,554.258
2004-04-28,546.299
2004-04-29,540.689
2004-04-30,536.223
2004-05-03,539.226
2004-05-04,543.051
2004-05-05,545.598
2004-05-06,538.27
2004-05-07,527.028
2004-05-10,511.551
2004-05-11,516.742
2004-05-12,518.967
2004-05-13,517.364
2004-05-14,515.585
2004-05-17,508.846
2004-05-18,513.78
2004-05-19,519.912
2004-05-20,517.672
2004-05-21,523.032
2004-05-24,525.959
2004-05-25,532.671
2004-05-26,536.471
2004-05-27,541.039
2004-05-28,543.096
2004-05-31,543.25
2004-06-01,543.816
2004-06-02,545.012
2004-06-03,539.092
2004-06-04,542.727
2004-06-07,552.21
2004-06-08,552.236
2004-06-09,546.637
2004-06-10,548.081
2004-06-11,546.351
2004-06-14,540.732
2004-06-15,544.937
2004-06-16,547.252
2004-06-17,548.235
2004-06-18,549.699
2004-06-21,549.956
2004-06-22,550.737
2004-06-23,554.863
2004-06-24,557.464
2004-06-25,559.046
2004-06-28,559.945
2004-06-29,559.453
2004-06-30,562.68
2004-07-01,559.309
2004-07-02,558.816
2004-07-05,556.713
2004-07-06,551.5
2004-07-07,553.378
2004-07-08,548.825
2004-07-09,551.12
2004-07-12,551.504
2004-07-13,550.279
2004-07-14,548.583
2004-07-15,547.82
2004-07-16,548.689
2004-07-19,548.245
2004-07-20,549.734
2004-07-21,542.511
2004-07-22,539.999
2004-07-23,534.223
2004-07-26,529.948
2004-07-27,531.684
2004-07-28,531.616
2004-07-29,535.456
2004-07-30,537.694
2004-08-02,538.542
2004-08-03,535.662
2004-08-04,532.261
2004-08-05,527.383
2004-08-06,522.531
2004-08-09,520.392
2004-08-10,526.592
2004-08-11,523.35
2004-08-12,519.172
2004-08-13,519.576
2004-08-16,524.801
2004-08-17,526.523
2004-08-18,531.253
2004-08-19,532.434
2004-08-20,535.829
2004-08-23,534.706
2004-08-24,533.702
2004-08-25,536.765
2004-08-26,537.844
2004-08-27,539.839
2004-08-30,536.456
2004-08-31,538.76
2004-09-01,542.329
2004-09-02,546.14
2004-09-03,542.916
2004-09-06,545.016
2004-09-07,548.36
2004-09-08,547.033
2004-09-09,547.766
2004-09-10,551.757
2004-09-13,554.209
2004-09-14,554.885
2004-09-15,549.575
2004-09-16,552.839
2004-09-17,553.588
2004-09-20,552.071
2004-09-21,556.515
2004-09-22,551.644
2004-09-23,551.18
2004-09-24,551.28
2004-09-27,547.701
2004-09-28,550.548
2004-09-29,553.373
2004-09-30,557.751
2004-10-01,564.905
2004-10-04,567.19
2004-10-05,567.263
2004-10-06,569.929
2004-10-07,566.204
2004-10-08,565.778
2004-10-11,565.897
2004-10-12,562.08
2004-10-13,558.25
2004-10-14,556.39
2004-10-15,559.128
2004-10-18,559.887
2004-10-19,559.546
2004-10-20,560.245
2004-10-21,564.536
2004-10-22,562.472
2004-10-25,562.965
2004-10-26,566.775
2004-10-27,572.595
2004-10-28,573.197
2004-10-29,573.732
2004-11-01,575.245
2004-11-02,576.635
2004-11-03,583.132
2004-11-04,589.021
2004-11-05,592.509
2004-11-08,591.586
2004-11-09,592.326
2004-11-10,593.493
2004-11-11,597.231
2004-11-12,603.591
2004-11-15,604.958
2004-11-16,602.564
2004-11-17,607.159
2004-11-18,606.513
2004-11-19,604.427
2004-11-22,605.596
2004-11-23,607.982
2004-11-24,612.929
2004-11-25,615.548
2004-11-26,616.112
2004-11-29,616.96
2004-11-30,615.408
2004-12-01,620.624
2004-12-02,620.24
2004-12-03,623.016
2004-12-06,622.364
2004-12-07,616.638
2004-12-08,613.545
2004-12-09,612.64
2004-12-10,613.011
2004-12-13,618.353
2004-12-14,621.139
2004-12-15,627.147
2004-12-16,623.818
2004-12-17,623.956
2004-12-20,626.161
2004-12-21,629.249
2004-12-22,631.454
2004-12-23,633.485
2004-12-24,635.188
2004-12-27,634.618
2004-12-28,638.808
2004-12-29,638.566
2004-12-30,641.551
2004-12-31,641.87
2005-01-03,635.021
2005-01-04,626.576
2005-01-05,620.551
2005-01-06,620.727
2005-01-07,619.112
2005-01-10,622.072
2005-01-11,620.973
2005-01-12,624.69
2005-01-13,623.407
2005-01-14,626.003
2005-01-17,627.742
2005-01-18,630.204
2005-01-19,628.38
2005-01-20,623.445
2005-01-21,622.807
2005-01-24,621.094
2005-01-25,620.381
2005-01-26,627.208
2005-01-27,627.918
2005-01-28,625.498
2005-01-31,632.496
2005-02-01,635.237
2005-02-02,639.313
2005-02-03,637.497
2005-02-04,643.954
2005-02-07,642.575
2005-02-08,641.714
2005-02-09,637.297
2005-02-10,640.108
2005-02-11,644.892
2005-02-14,647.752
2005-02-15,649.291
2005-02-16,648.678
2005-02-17,647.582
2005-02-18,647.787
2005-02-21,647.39
2005-02-22,642.657
2005-02-23,641.921
2005-02-24,646.268
2005-02-25,653.642
2005-02-28,654.441
2005-03-01,656.633
2005-03-02,655.259
2005-03-03,655.988
2005-03-04,663.735
2005-03-07,664.202
2005-03-08,663.675
2005-03-09,659.526
2005-03-10,657.389
2005-03-11,658.681
2005-03-14,658.864
2005-03-15,657.295
2005-03-16,654.832
2005-03-17,654.586
2005-03-18,653.029
2005-03-21,650.242
2005-03-22,648.453
2005-03-23,640.351
2005-03-24,641.142
2005-03-25,641.229
2005-03-28,639.567
2005-03-29,633.561
2005-03-30,638.209
2005-03-31,642.756
2005-04-01,642.766
2005-04-04,639.347
2005-04-05,641.838
2005-04-06,643.876
2005-04-07,647.176
2005-04-08,643.71
2005-04-11,644.338
2005-04-12,644.245
2005-04-13,640.53
2005-04-14,631.205
2005-04-15,621.97
2005-04-18,618.708
2005-04-19,627.156
2005-04-20,622.949
2005-04-21,628.537
2005-04-22,628.703
2005-04-25,632.008
2005-04-26,626.55
2005-04-27,623.371
2005-04-28,616.465
2005-04-29,620.228
2005-05-02,622.384
2005-05-03,622.211
2005-05-04,628.977
2005-05-05,629.869
2005-05-06,630.721
2005-05-09,632.937
2005-05-10,629.223
2005-05-11,629.138
2005-05-12,622.694
2005-05-13,618.477
2005-05-16,620.456
2005-05-17,622.235
2005-05-18,629.382
2005-05-19,633.09
2005-05-20,631.73
2005-05-23,636.122
2005-05-24,636.232
2005-05-25,632.85
2005-05-26,636.407
2005-05-27,638.668
2005-05-30,639.56
2005-05-31,639.007
2005-06-01,642.696
2005-06-02,644.273
2005-06-03,643.533
2005-06-06,645.152
2005-06-07,646.597
2005-06-08,646.918
2005-06-09,646.324
2005-06-10,646.658
2005-06-13,647.237
2005-06-14,649.782
2005-06-15,652.45
2005-06-16,656.935
2005-06-17,661.338
2005-06-20,659.072
2005-06-21,658.905
2005-06-22,659.812
2005-06-23,655.94
2005-06-24,651.694
2005-06-27,650.385
2005-06-28,655.919
2005-06-29,656.716
2005-06-30,655.473
2005-07-01,655.885
2005-07-04,655.612
2005-07-05,659.013
2005-07-06,658.556
2005-07-07,656.907
2005-07-08,663.713
2005-07-11,671.328
2005-07-12,674.425
2005-07-13,671.745
2005-07-14,671.006
2005-07-15,670.273
2005-07-18,669.688
2005-07-19,672.722
2005-07-20,676.174
2005-07-21,676.772
2005-07-22,680.54
2005-07-25,677.716
2005-07-26,677.985
2005-07-27,680.446
2005-07-28,685.975
2005-07-29,686.073
2005-08-01,688.986
2005-08-02,693.409
2005-08-03,694.398
2005-08-04,689.913
2005-08-05,682.192
2005-08-08,681.806
2005-08-09,684.043
2005-08-10,688.984
2005-08-11,693.94
2005-08-12,692.21
2005-08-15,692.668
2005-08-16,687.668
2005-08-17,685.996
2005-08-18,681.271
2005-08-19,682.54
2005-08-22,687.77
2005-08-23,686.191
2005-08-24,685.262
2005-08-25,686.236
2005-08-26,683.865
2005-08-29,683.89
2005-08-30,682.088
2005-08-31,691.573
2005-09-01,698.959
2005-09-02,698.552
2005-09-05,699.533
2005-09-06,703.968
2005-09-07,705.833
2005-09-08,702.798
2005-09-09,709.119
2005-09-12,708.656
2005-09-13,704.05
2005-09-14,704.075
2005-09-15,703.05
2005-09-16,705.646
2005-09-19,703.134
2005-09-20,701.292
2005-09-21,696.477
2005-09-22,694.194
2005-09-23,694.529
2005-09-26,698.978
2005-09-27,696.969
2005-09-28,699.281
2005-09-29,705.335
2005-09-30,708.587
2005-10-03,708.251
2005-10-04,705.08
2005-10-05,693.469
2005-10-06,686.891
2005-10-07,688.297
2005-10-10,683.892
2005-10-11,682.697
2005-10-12,677.489
2005-10-13,671.156
2005-10-14,677.935
2005-10-17,678.635
2005-10-18,670.246
2005-10-19,671.501
2005-10-20,667.671
2005-10-21,669.613
2005-10-24,678.566
2005-10-25,681.195
2005-10-26,679.787
2005-10-27,673.003
2005-10-28,677.634
2005-10-31,686.672
2005-11-01,687.727
2005-11-02,696.083
2005-11-03,699.004
2005-11-04,695.552
2005-11-07,696.857
2005-11-08,694.124
