Date,NORWAY LARGE VALUE Large Cap
2001-05-23,199.661
2001-05-24,199.756
2001-05-25,203.272
2001-05-28,203.525
2001-05-29,201.288
2001-05-30,201.318
2001-05-31,197.971
2001-06-01,194.576
2001-06-04,194.852
2001-06-05,194.424
2001-06-06,195.765
2001-06-07,194.642
2001-06-08,196.18
2001-06-11,193.474
2001-06-12,190.976
2001-06-13,197.734
2001-06-14,196.837
2001-06-15,198.288
2001-06-18,196.031
2001-06-19,199.681
2001-06-20,196.935
2001-06-21,195.827
2001-06-22,198.084
2001-06-25,197.786
2001-06-26,196.215
2001-06-27,194.871
2001-06-28,194.597
2001-06-29,196.495
2001-07-02,196.74
2001-07-03,197.32
2001-07-04,196.478
2001-07-05,195.345
2001-07-06,194.739
2001-07-09,195.741
2001-07-10,196.375
2001-07-11,193.995
2001-07-12,190.778
2001-07-13,194.27
2001-07-16,191.973
2001-07-17,189.423
2001-07-18,191.815
2001-07-19,194.739
2001-07-20,194.357
2001-07-23,194.916
2001-07-24,195.179
2001-07-25,194.344
2001-07-26,196.855
2001-07-27,197.187
2001-07-30,199.844
2001-07-31,198.993
2001-08-01,199.916
2001-08-02,201.657
2001-08-03,200.078
2001-08-06,198.135
2001-08-07,198.55
2001-08-08,196.941
2001-08-09,198.942
2001-08-10,198.446
2001-08-13,197.52
2001-08-14,199.621
2001-08-15,201.392
2001-08-16,201.224
2001-08-17,199.671
2001-08-20,198.099
2001-08-21,199.936
2001-08-22,199.896
2001-08-23,195.974
2001-08-24,199.953
2001-08-27,198.511
2001-08-28,197.336
2001-08-29,195.754
2001-08-30,194.144
2001-08-31,193.983
2001-09-03,193.298
2001-09-04,191.576
2001-09-05,192.296
2001-09-06,189.624
2001-09-07,188.083
2001-09-10,181.636
2001-09-11,190.566
2001-09-12,183.375
2001-09-13,183.319
2001-09-14,183.47
2001-09-17,182.085
2001-09-18,178.496
2001-09-19,179.466
2001-09-20,174.625
2001-09-21,165.036
2001-09-24,170.734
2001-09-25,177.373
2001-09-26,173.67
2001-09-27,173.006
2001-09-28,172.332
2001-10-01,168.743
2001-10-02,171.322
2001-10-03,172.55
2001-10-04,175.7
2001-10-05,175.505
2001-10-08,176.054
2001-10-09,177.496
2001-10-10,175.943
2001-10-11,175.038
2001-10-12,173.578
2001-10-15,169.489
2001-10-16,170.132
2001-10-17,176.932
2001-10-18,172.438
2001-10-19,166.472
2001-10-22,166.624
2001-10-23,172.333
2001-10-24,173.423
2001-10-25,174.862
2001-10-26,181.134
2001-10-29,181.403
2001-10-30,180.687
2001-10-31,179.128
2001-11-01,179.266
2001-11-02,179.29
2001-11-05,181.612
2001-11-06,182.328
2001-11-07,184.788
2001-11-08,186.759
2001-11-09,185.729
2001-11-12,184.188
2001-11-13,184.631
2001-11-14,186.541
2001-11-15,183.968
2001-11-16,179.778
2001-11-19,180.46
2001-11-20,182.228
2001-11-21,180.727
2001-11-22,184.878
2001-11-23,182.423
2001-11-26,180.489
2001-11-27,182.053
2001-11-28,182.35
2001-11-29,183.79
2001-11-30,184.959
2001-12-03,185.841
2001-12-04,189.538
2001-12-05,191.826
2001-12-06,193.265
2001-12-07,191.718
2001-12-10,189.47
2001-12-11,190.034
2001-12-12,193.514
2001-12-13,189.07
2001-12-14,188.198
2001-12-17,189.1
2001-12-18,191.38
2001-12-19,189.918
2001-12-20,191.704
2001-12-21,189.165
2001-12-24,186.75
2001-12-25,186.75
2001-12-26,187.004
2001-12-27,194.156
2001-12-28,195.262
2001-12-31,196.679
2002-01-01,196.679
2002-01-02,198.48
2002-01-03,200.941
2002-01-04,201.674
2002-01-07,199.712
2002-01-08,198.126
2002-01-09,198.834
2002-01-10,198.357
2002-01-11,195.113
2002-01-14,192.765
2002-01-15,190.602
2002-01-16,188.694
2002-01-17,190.667
2002-01-18,191.234
2002-01-21,189.365
2002-01-22,189.812
2002-01-23,187.42
2002-01-24,190.898
2002-01-25,188.558
2002-01-28,190.909
2002-01-29,188.837
2002-01-30,185.866
2002-01-31,188.034
2002-02-01,189.627
2002-02-04,190.478
2002-02-05,189.564
2002-02-06,189.789
2002-02-07,188.462
2002-02-08,187.275
2002-02-11,189.841
2002-02-12,190.177
2002-02-13,192.404
2002-02-14,195.029
2002-02-15,196.004
2002-02-18,194.573
2002-02-19,193.163
2002-02-20,189.981
2002-02-21,192.364
2002-02-22,195.843
2002-02-25,196.316
2002-02-26,196.92
2002-02-27,200.578
2002-02-28,200.669
2002-03-01,201.702
2002-03-04,205.176
2002-03-05,207.613
2002-03-06,207.094
2002-03-07,213.135
2002-03-08,216.749
2002-03-11,213.579
2002-03-12,212.7
2002-03-13,211.286
2002-03-14,214.788
2002-03-15,215.043
2002-03-18,214.68
2002-03-19,217.991
2002-03-20,216.959
2002-03-21,220.327
2002-03-22,220.64
2002-03-25,219.996
2002-03-26,220.715
2002-03-27,222.116
2002-03-28,222.228
2002-03-29,222.228
2002-04-01,223.905
2002-04-02,230.587
2002-04-03,231.017
2002-04-04,228.732
2002-04-05,222.902
2002-04-08,225.622
2002-04-09,222.825
2002-04-10,221.895
2002-04-11,223.785
2002-04-12,222.661
2002-04-15,224.29
2002-04-16,228.249
2002-04-17,230.409
2002-04-18,233.776
2002-04-19,230.851
2002-04-22,229.287
2002-04-23,229.705
2002-04-24,230.829
2002-04-25,227.804
2002-04-26,227.233
2002-04-29,227.208
2002-04-30,230.893
2002-05-01,232.317
2002-05-02,237.084
2002-05-03,238.802
2002-05-06,237.381
2002-05-07,230.35
2002-05-08,233.131
2002-05-09,233.542
2002-05-10,237.585
2002-05-13,240.187
2002-05-14,240.358
2002-05-15,237.996
2002-05-16,242.834
2002-05-17,245.43
2002-05-20,246.152
2002-05-21,244.544
2002-05-22,243.447
2002-05-23,243.569
2002-05-24,245.22
2002-05-27,245.982
2002-05-28,249.069
2002-05-29,243.58
2002-05-30,243.549
2002-05-31,239.021
2002-06-03,239.36
2002-06-04,235.02
2002-06-05,229.93
2002-06-06,234.131
2002-06-07,227.477
2002-06-10,229.817
2002-06-11,234.948
2002-06-12,238.669
2002-06-13,237.809
2002-06-14,228.941
2002-06-17,233.552
2002-06-18,235.22
2002-06-19,237.749
2002-06-20,236.505
2002-06-21,236.321
2002-06-24,235.098
2002-06-25,233.004
2002-06-26,227.516
2002-06-27,233.81
2002-06-28,233.844
2002-07-01,233.648
2002-07-02,233.777
2002-07-03,230.937
2002-07-04,230.384
2002-07-05,235.091
2002-07-08,237.446
2002-07-09,236.359
2002-07-10,232.16
2002-07-11,230.689
2002-07-12,221.888
2002-07-15,226.06
2002-07-16,224.259
2002-07-17,227.811
2002-07-18,227.729
2002-07-19,225.585
2002-07-22,211.03
2002-07-23,199.108
2002-07-24,186.108
2002-07-25,195.555
2002-07-26,194.436
2002-07-29,198.11
2002-07-30,201.171
2002-07-31,207.66
2002-08-01,209.199
2002-08-02,203.652
2002-08-05,197.471
2002-08-06,198.619
2002-08-07,202.598
2002-08-08,208.724
2002-08-09,209.106
2002-08-12,208.704
2002-08-13,212.239
2002-08-14,213.37
2002-08-15,217.879
2002-08-16,216.57
2002-08-19,216.505
2002-08-20,214.666
2002-08-21,215.943
2002-08-22,214.746
2002-08-23,214.705
2002-08-26,214.015
2002-08-27,217.853
2002-08-28,215.241
2002-08-29,209.304
2002-08-30,213.369
2002-09-02,215.0
2002-09-03,211.285
2002-09-04,208.999
2002-09-05,205.182
2002-09-06,210.14
2002-09-09,208.535
2002-09-10,208.735
2002-09-11,210.165
2002-09-12,210.13
2002-09-13,206.118
2002-09-16,204.901
2002-09-17,200.741
2002-09-18,197.214
2002-09-19,190.841
2002-09-20,191.84
2002-09-23,193.616
2002-09-24,186.159
2002-09-25,186.451
2002-09-26,190.014
2002-09-27,190.572
2002-09-30,189.971
2002-10-01,187.406
2002-10-02,190.889
2002-10-03,195.153
2002-10-04,196.69
2002-10-07,195.95
2002-10-08,194.537
2002-10-09,192.915
2002-10-10,191.233
2002-10-11,197.871
2002-10-14,198.997
2002-10-15,196.621
2002-10-16,192.746
2002-10-17,192.606
2002-10-18,191.448
2002-10-21,192.205
2002-10-22,185.909
2002-10-23,184.135
2002-10-24,185.628
2002-10-25,186.935
2002-10-28,185.524
2002-10-29,182.388
2002-10-30,184.405
2002-10-31,189.326
2002-11-01,189.096
2002-11-04,192.897
2002-11-05,192.222
2002-11-06,192.068
2002-11-07,194.94
2002-11-08,193.768
2002-11-11,194.85
2002-11-12,194.551
2002-11-13,194.629
2002-11-14,192.902
2002-11-15,193.044
2002-11-18,193.176
2002-11-19,192.397
2002-11-20,188.271
2002-11-21,190.225
2002-11-22,188.47
2002-11-25,187.005
2002-11-26,182.701
2002-11-27,187.75
2002-11-28,191.777
2002-11-29,193.971
2002-12-02,197.906
2002-12-03,196.746
2002-12-04,201.663
2002-12-05,198.319
2002-12-06,197.254
2002-12-09,197.819
2002-12-10,201.364
2002-12-11,200.57
2002-12-12,202.719
2002-12-13,204.344
2002-12-16,202.708
2002-12-17,205.314
2002-12-18,209.801
2002-12-19,212.039
2002-12-20,214.76
2002-12-23,213.851
2002-12-24,214.83
2002-12-25,214.83
2002-12-26,215.062
2002-12-27,217.969
2002-12-30,219.214
2002-12-31,220.225
2003-01-01,220.225
2003-01-02,218.209
2003-01-03,221.778
2003-01-06,223.719
2003-01-07,218.56
2003-01-08,213.987
2003-01-09,211.617
2003-01-10,215.734
2003-01-13,213.128
2003-01-14,212.946
2003-01-15,215.123
2003-01-16,218.101
2003-01-17,217.449
2003-01-20,219.122
2003-01-21,215.033
2003-01-22,212.51
2003-01-23,209.736
2003-01-24,207.228
2003-01-27,201.665
2003-01-28,200.957
2003-01-29,200.36
2003-01-30,204.339
2003-01-31,203.553
2003-02-03,200.394
2003-02-04,200.382
2003-02-05,199.611
2003-02-06,200.076
2003-02-07,203.114
2003-02-10,200.95
2003-02-11,201.101
2003-02-12,200.2
2003-02-13,196.86
2003-02-14,192.747
2003-02-17,190.813
2003-02-18,190.036
2003-02-19,189.691
2003-02-20,190.803
2003-02-21,189.877
2003-02-24,188.654
2003-02-25,186.852
2003-02-26,187.944
2003-02-27,187.798
2003-02-28,192.546
2003-03-03,197.292
2003-03-04,195.423
2003-03-05,196.213
2003-03-06,193.037
2003-03-07,192.219
2003-03-10,191.346
2003-03-11,191.127
2003-03-12,193.153
2003-03-13,192.069
2003-03-14,190.279
2003-03-17,188.337
2003-03-18,180.547
2003-03-19,185.555
2003-03-20,184.923
2003-03-21,188.038
2003-03-24,188.62
2003-03-25,192.07
2003-03-26,191.764
2003-03-27,192.025
2003-03-28,191.726
2003-03-31,191.838
2003-04-01,192.129
2003-04-02,192.706
2003-04-03,191.668
2003-04-04,193.758
2003-04-07,198.146
2003-04-08,195.964
2003-04-09,196.547
2003-04-10,194.397
2003-04-11,194.79
2003-04-14,196.417
2003-04-15,199.949
2003-04-16,201.812
2003-04-17,202.214
2003-04-18,202.214
2003-04-21,202.177
2003-04-22,205.056
2003-04-23,207.171
2003-04-24,207.67
2003-04-25,208.944
2003-04-28,205.322
2003-04-29,208.949
2003-04-30,207.479
2003-05-01,208.784
2003-05-02,208.603
2003-05-05,210.756
2003-05-06,216.947
2003-05-07,219.223
2003-05-08,219.722
2003-05-09,218.567
2003-05-12,217.588
2003-05-13,215.54
2003-05-14,215.775
2003-05-15,218.199
2003-05-16,222.284
2003-05-19,219.697
2003-05-20,222.448
2003-05-21,221.41
2003-05-22,224.933
2003-05-23,226.7
2003-05-26,225.685
2003-05-27,222.857
2003-05-28,230.288
2003-05-29,231.928
2003-05-30,227.998
2003-06-02,232.227
2003-06-03,231.194
2003-06-04,240.217
2003-06-05,237.951
2003-06-06,242.179
2003-06-09,242.63
2003-06-10,239.412
2003-06-11,247.586
2003-06-12,244.012
2003-06-13,240.901
2003-06-16,239.02
2003-06-17,238.483
2003-06-18,234.719
2003-06-19,251.346
2003-06-20,244.521
2003-06-23,246.612
2003-06-24,243.523
2003-06-25,241.466
2003-06-26,239.402
2003-06-27,242.016
2003-06-30,241.909
2003-07-01,241.691
2003-07-02,243.268
2003-07-03,241.532
2003-07-04,238.992
2003-07-07,239.645
2003-07-08,235.501
2003-07-09,232.393
2003-07-10,228.529
2003-07-11,232.923
2003-07-14,234.76
2003-07-15,238.126
2003-07-16,241.387
2003-07-17,238.496
2003-07-18,235.774
2003-07-21,236.648
2003-07-22,237.956
2003-07-23,244.369
2003-07-24,251.228
2003-07-25,254.858
2003-07-28,252.607
2003-07-29,255.824
2003-07-30,253.265
2003-07-31,255.238
2003-08-01,257.609
2003-08-04,254.699
2003-08-05,254.276
2003-08-06,255.843
2003-08-07,258.445
2003-08-08,260.908
2003-08-11,256.838
2003-08-12,257.484
2003-08-13,256.274
2003-08-14,255.6
2003-08-15,258.194
2003-08-18,256.94
2003-08-19,254.889
2003-08-20,253.103
2003-08-21,251.298
2003-08-22,249.023
2003-08-25,248.886
2003-08-26,248.34
2003-08-27,252.007
2003-08-28,253.245
2003-08-29,257.561
2003-09-01,259.224
2003-09-02,256.138
2003-09-03,255.715
2003-09-04,259.341
2003-09-05,257.378
2003-09-08,260.203
2003-09-09,262.239
2003-09-10,257.959
2003-09-11,255.046
2003-09-12,255.191
2003-09-15,256.929
2003-09-16,256.672
2003-09-17,259.879
2003-09-18,260.892
2003-09-19,261.201
2003-09-22,256.146
2003-09-23,256.582
2003-09-24,260.751
2003-09-25,258.556
2003-09-26,251.017
2003-09-29,254.503
2003-09-30,251.72
2003-10-01,259.749
2003-10-02,263.918
2003-10-03,264.982
2003-10-06,265.8
2003-10-07,264.224
2003-10-08,264.564
2003-10-09,262.807
2003-10-10,266.593
2003-10-13,267.192
2003-10-14,270.07
2003-10-15,270.511
2003-10-16,271.579
2003-10-17,271.379
2003-10-20,268.89
2003-10-21,269.368
2003-10-22,271.538
2003-10-23,266.884
2003-10-24,267.875
2003-10-27,269.408
2003-10-28,267.852
2003-10-29,269.177
2003-10-30,273.072
2003-10-31,273.471
2003-11-03,275.274
2003-11-04,275.755
2003-11-05,271.892
2003-11-06,272.514
2003-11-07,278.472
2003-11-10,279.982
2003-11-11,278.847
2003-11-12,282.79
2003-11-13,283.811
2003-11-14,282.551
2003-11-17,280.405
2003-11-18,279.962
2003-11-19,278.242
2003-11-20,279.849
2003-11-21,284.275
2003-11-24,283.238
2003-11-25,283.218
2003-11-26,281.523
2003-11-27,279.307
2003-11-28,282.001
2003-12-01,281.732
2003-12-02,286.388
2003-12-03,288.466
2003-12-04,283.922
2003-12-05,287.511
2003-12-08,289.591
2003-12-09,295.201
2003-12-10,294.656
2003-12-11,290.605
2003-12-12,291.457
2003-12-15,292.752
2003-12-16,293.067
2003-12-17,290.709
2003-12-18,295.235
2003-12-19,299.537
2003-12-22,303.359
2003-12-23,303.797
2003-12-24,302.979
2003-12-25,302.979
2003-12-26,302.551
2003-12-29,304.013
2003-12-30,305.793
2003-12-31,308.801
2004-01-01,308.801
2004-01-02,314.104
2004-01-05,321.628
2004-01-06,322.531
2004-01-07,311.378
2004-01-08,310.159
2004-01-09,311.324
2004-01-12,316.906
2004-01-13,319.887
2004-01-14,320.434
2004-01-15,312.239
2004-01-16,307.465
2004-01-19,308.97
2004-01-20,320.062
2004-01-21,323.209
2004-01-22,331.408
2004-01-23,327.926
2004-01-26,320.492
2004-01-27,318.444
2004-01-28,309.989
2004-01-29,305.79
2004-01-30,308.1
2004-02-02,304.626
2004-02-03,306.931
2004-02-04,311.827
2004-02-05,311.408
2004-02-06,310.922
2004-02-09,316.856
2004-02-10,318.044
2004-02-11,323.433
2004-02-12,330.279
2004-02-13,328.021
2004-02-16,327.524
2004-02-17,330.275
2004-02-18,333.534
2004-02-19,336.071
2004-02-20,338.324
2004-02-23,341.953
2004-02-24,343.135
2004-02-25,338.11
2004-02-26,340.182
2004-02-27,347.621
2004-03-01,359.711
2004-03-02,358.052
2004-03-03,352.588
2004-03-04,353.673
2004-03-05,361.935
2004-03-08,364.23
2004-03-09,354.281
2004-03-10,341.719
2004-03-11,345.302
2004-03-12,344.835
2004-03-15,340.868
2004-03-16,349.289
2004-03-17,347.618
2004-03-18,353.764
2004-03-19,350.171
2004-03-22,347.562
2004-03-23,351.996
2004-03-24,350.411
2004-03-25,343.311
2004-03-26,341.499
2004-03-29,346.588
2004-03-30,343.111
2004-03-31,346.052
2004-04-01,346.677
2004-04-02,356.155
2004-04-05,357.13
2004-04-06,356.752
2004-04-07,363.981
2004-04-08,362.452
2004-04-09,362.452
2004-04-12,359.355
2004-04-13,368.831
2004-04-14,361.394
2004-04-15,365.658
2004-04-16,374.574
2004-04-19,370.321
2004-04-20,367.796
2004-04-21,361.383
2004-04-22,353.959
2004-04-23,356.833
2004-04-26,352.004
2004-04-27,354.909
2004-04-28,348.916
2004-04-29,340.073
2004-04-30,334.653
2004-05-03,336.044
2004-05-04,348.426
2004-05-05,356.175
2004-05-06,352.841
2004-05-07,340.929
2004-05-10,324.267
2004-05-11,327.859
2004-05-12,337.212
2004-05-13,343.737
2004-05-14,345.212
2004-05-17,346.662
2004-05-18,339.812
2004-05-19,336.456
2004-05-20,334.296
2004-05-21,338.737
2004-05-24,339.899
2004-05-25,351.071
2004-05-26,354.997
2004-05-27,358.465
2004-05-28,354.972
2004-05-31,354.972
2004-06-01,362.87
2004-06-02,365.274
2004-06-03,361.973
2004-06-04,361.245
2004-06-07,367.737
2004-06-08,367.379
2004-06-09,362.307
2004-06-10,359.491
2004-06-11,358.825
2004-06-14,355.971
2004-06-15,357.772
2004-06-16,356.326
2004-06-17,361.189
2004-06-18,372.331
2004-06-21,367.139
2004-06-22,363.304
2004-06-23,370.306
2004-06-24,373.383
2004-06-25,379.779
2004-06-28,371.581
2004-06-29,370.03
2004-06-30,366.537
2004-07-01,365.939
2004-07-02,363.355
2004-07-05,368.959
2004-07-06,370.867
2004-07-07,363.586
2004-07-08,365.976
2004-07-09,371.804
2004-07-12,369.024
2004-07-13,364.619
2004-07-14,363.064
2004-07-15,362.963
2004-07-16,367.019
2004-07-19,362.369
2004-07-20,357.79
2004-07-21,355.681
2004-07-22,354.337
2004-07-23,348.477
2004-07-26,345.846
2004-07-27,341.399
2004-07-28,343.972
2004-07-29,352.928
2004-07-30,358.675
2004-08-02,361.324
2004-08-03,365.111
2004-08-04,363.197
2004-08-05,358.127
2004-08-06,356.722
2004-08-09,353.997
2004-08-10,360.243
2004-08-11,353.475
2004-08-12,355.698
2004-08-13,363.865
2004-08-16,369.253
2004-08-17,368.003
2004-08-18,363.565
2004-08-19,369.597
2004-08-20,373.566
2004-08-23,371.448
2004-08-24,360.874
2004-08-25,357.924
2004-08-26,358.753
2004-08-27,358.79
2004-08-30,358.749
2004-08-31,357.204
2004-09-01,363.103
2004-09-02,373.316
2004-09-03,372.943
2004-09-06,369.391
2004-09-07,367.32
2004-09-08,367.743
2004-09-09,373.697
2004-09-10,377.223
2004-09-13,373.262
2004-09-14,376.305
2004-09-15,373.321
2004-09-16,375.922
2004-09-17,383.208
2004-09-20,383.553
2004-09-21,392.534
2004-09-22,393.927
2004-09-23,401.517
2004-09-24,402.015
2004-09-27,409.383
2004-09-28,415.925
2004-09-29,409.009
2004-09-30,410.875
2004-10-01,423.541
2004-10-04,422.173
2004-10-05,428.696
2004-10-06,428.273
2004-10-07,435.191
2004-10-08,434.709
2004-10-11,436.073
2004-10-12,427.204
2004-10-13,414.364
2004-10-14,420.963
2004-10-15,414.241
2004-10-18,417.002
2004-10-19,415.135
2004-10-20,414.604
2004-10-21,423.615
2004-10-22,426.523
2004-10-25,423.132
2004-10-26,414.277
2004-10-27,421.406
2004-10-28,410.64
2004-10-29,413.945
2004-11-01,420.843
2004-11-02,412.758
2004-11-03,420.068
2004-11-04,423.603
2004-11-05,427.169
2004-11-08,426.006
2004-11-09,423.232
2004-11-10,416.246
2004-11-11,414.887
2004-11-12,415.176
2004-11-15,419.613
2004-11-16,421.874
2004-11-17,425.606
2004-11-18,430.266
2004-11-19,434.446
2004-11-22,430.351
2004-11-23,443.191
2004-11-24,449.603
2004-11-25,454.704
2004-11-26,457.667
2004-11-29,463.387
2004-11-30,458.957
2004-12-01,454.285
2004-12-02,436.914
2004-12-03,435.098
2004-12-06,440.167
2004-12-07,445.54
2004-12-08,426.437
2004-12-09,431.428
2004-12-10,435.721
2004-12-13,437.107
2004-12-14,434.65
2004-12-15,437.158
2004-12-16,442.602
2004-12-17,435.446
2004-12-20,450.331
2004-12-21,449.318
2004-12-22,448.427
2004-12-23,449.376
2004-12-24,450.269
2004-12-27,456.201
2004-12-28,452.024
2004-12-29,451.359
2004-12-30,454.428
2004-12-31,454.402
2005-01-03,449.264
2005-01-04,435.839
2005-01-05,431.26
2005-01-06,427.448
2005-01-07,429.133
2005-01-10,434.158
2005-01-11,435.396
2005-01-12,436.272
2005-01-13,439.173
2005-01-14,441.006
2005-01-17,443.657
2005-01-18,447.55
2005-01-19,443.053
2005-01-20,433.124
2005-01-21,438.893
2005-01-24,442.954
2005-01-25,441.201
2005-01-26,440.769
2005-01-27,441.845
2005-01-28,435.406
2005-01-31,435.272
2005-02-01,441.158
2005-02-02,450.082
2005-02-03,442.596
2005-02-04,446.694
2005-02-07,444.579
2005-02-08,438.683
2005-02-09,437.522
2005-02-10,442.456
2005-02-11,450.704
2005-02-14,452.43
2005-02-15,458.611
2005-02-16,458.742
2005-02-17,469.502
2005-02-18,473.346
2005-02-21,477.406
2005-02-22,482.817
2005-02-23,480.018
2005-02-24,485.647
2005-02-25,485.945
2005-02-28,502.219
2005-03-01,495.183
2005-03-02,482.309
2005-03-03,488.949
2005-03-04,502.667
2005-03-07,502.175
2005-03-08,505.767
2005-03-09,508.008
2005-03-10,501.094
2005-03-11,505.433
2005-03-14,499.485
2005-03-15,500.09
2005-03-16,500.627
2005-03-17,513.655
2005-03-18,508.393
2005-03-21,506.092
2005-03-22,502.203
2005-03-23,484.136
2005-03-24,480.968
2005-03-25,480.968
2005-03-28,477.218
2005-03-29,477.864
2005-03-30,477.169
2005-03-31,481.569
2005-04-01,484.301
2005-04-04,488.96
2005-04-05,488.311
2005-04-06,491.268
2005-04-07,499.347
2005-04-08,496.186
2005-04-11,494.733
2005-04-12,493.791
2005-04-13,490.326
2005-04-14,483.391
2005-04-15,480.688
2005-04-18,470.461
2005-04-19,475.379
2005-04-20,480.271
2005-04-21,485.895
2005-04-22,491.531
2005-04-25,496.289
2005-04-26,487.707
2005-04-27,483.561
2005-04-28,472.424
2005-04-29,478.338
2005-05-02,475.661
2005-05-03,483.16
2005-05-04,487.336
2005-05-05,486.823
2005-05-06,495.116
2005-05-09,497.706
2005-05-10,502.416
2005-05-11,500.003
2005-05-12,490.757
2005-05-13,474.62
2005-05-16,473.376
2005-05-17,473.568
2005-05-18,482.571
2005-05-19,480.145
2005-05-20,478.809
2005-05-23,477.308
2005-05-24,484.086
2005-05-25,490.415
2005-05-26,499.038
2005-05-27,501.646
2005-05-30,503.432
2005-05-31,494.859
2005-06-01,500.307
2005-06-02,505.823
2005-06-03,507.715
2005-06-06,512.931
2005-06-07,513.257
2005-06-08,519.035
2005-06-09,513.454
2005-06-10,524.448
2005-06-13,516.733
2005-06-14,524.036
2005-06-15,522.549
2005-06-16,530.335
2005-06-17,541.459
2005-06-20,537.856
2005-06-21,538.564
2005-06-22,530.816
2005-06-23,531.011
2005-06-24,542.672
2005-06-27,543.703
2005-06-28,550.116
2005-06-29,553.133
2005-06-30,556.758
2005-07-01,558.0
2005-07-04,569.667
2005-07-05,563.099
2005-07-06,577.449
2005-07-07,567.333
2005-07-08,589.388
2005-07-11,583.861
2005-07-12,588.461
2005-07-13,586.073
2005-07-14,585.928
2005-07-15,572.917
2005-07-18,567.413
2005-07-19,564.387
2005-07-20,561.603
2005-07-21,566.559
2005-07-22,569.931
2005-07-25,576.336
2005-07-26,574.141
2005-07-27,572.87
2005-07-28,574.223
2005-07-29,580.72
2005-08-01,584.139
2005-08-02,596.117
2005-08-03,610.047
2005-08-04,602.682
2005-08-05,597.551
2005-08-08,609.884
2005-08-09,619.758
2005-08-10,617.29
2005-08-11,625.841
2005-08-12,623.002
2005-08-15,617.417
2005-08-16,604.612
2005-08-17,602.067
2005-08-18,593.045
2005-08-19,601.867
2005-08-22,618.271
2005-08-23,619.855
2005-08-24,616.538
2005-08-25,618.623
2005-08-26,618.404
2005-08-29,623.599
2005-08-30,615.038
2005-08-31,634.685
2005-09-01,654.02
2005-09-02,656.838
2005-09-05,650.856
2005-09-06,658.326
2005-09-07,651.552
2005-09-08,646.571
2005-09-09,654.006
2005-09-12,653.845
2005-09-13,648.518
2005-09-14,656.827
2005-09-15,662.094
2005-09-16,660.182
2005-09-19,663.535
2005-09-20,665.161
2005-09-21,671.383
2005-09-22,675.903
2005-09-23,660.671
2005-09-26,644.187
2005-09-27,645.122
2005-09-28,655.164
2005-09-29,661.975
2005-09-30,653.634
2005-10-03,648.764
2005-10-04,640.383
2005-10-05,628.897
2005-10-06,608.865
2005-10-07,603.717
2005-10-10,601.36
2005-10-11,609.176
2005-10-12,615.251
2005-10-13,585.497
2005-10-14,581.871
2005-10-17,588.736
2005-10-18,565.493
2005-10-19,553.954
2005-10-20,572.731
2005-10-21,568.442
2005-10-24,576.048
2005-10-25,577.389
2005-10-26,591.93
2005-10-27,590.061
2005-10-28,578.646
2005-10-31,595.835
2005-11-01,593.531
2005-11-02,601.738
2005-11-03,623.177
2005-11-04,609.671
2005-11-07,604.759
2005-11-08,599.346
2005-11-09,603.939
