Date,USA SMALL CAP Small Cap
2002-01-21,112.742
2002-01-22,111.47
2002-01-23,113.357
2002-01-24,114.204
2002-01-25,114.167
2002-01-28,114.289
2002-01-29,112.358
2002-01-30,113.561
2002-01-31,114.395
2002-02-01,113.888
2002-02-04,111.49
2002-02-05,110.837
2002-02-06,109.392
2002-02-07,108.44
2002-02-08,110.583
2002-02-11,111.863
2002-02-12,112.075
2002-02-13,113.107
2002-02-14,111.913
2002-02-15,111.158
2002-02-18,111.158
2002-02-19,108.638
2002-02-20,110.262
2002-02-21,108.27
2002-02-22,109.361
2002-02-25,110.548
2002-02-26,111.522
2002-02-27,111.78
2002-02-28,111.007
2002-03-01,113.397
2002-03-04,116.563
2002-03-05,116.235
2002-03-06,117.969
2002-03-07,118.026
2002-03-08,119.215
2002-03-11,119.643
2002-03-12,118.956
2002-03-13,117.788
2002-03-14,118.175
2002-03-15,118.618
2002-03-18,119.588
2002-03-19,120.229
2002-03-20,118.753
2002-03-21,120.292
2002-03-22,119.641
2002-03-25,118.069
2002-03-26,119.342
2002-03-27,120.465
2002-03-28,120.854
2002-03-29,120.854
2002-04-01,120.589
2002-04-02,119.616
2002-04-03,118.512
2002-04-04,118.936
2002-04-05,118.696
2002-04-08,119.954
2002-04-09,119.755
2002-04-10,121.717
2002-04-11,120.005
2002-04-12,122.293
2002-04-15,121.908
2002-04-16,124.373
2002-04-17,123.64
2002-04-18,123.55
2002-04-19,123.156
2002-04-22,121.617
2002-04-23,121.447
2002-04-24,120.822
2002-04-25,120.996
2002-04-26,119.22
2002-04-29,118.636
2002-04-30,120.97
2002-05-01,121.041
2002-05-02,121.17
2002-05-03,120.608
2002-05-06,118.158
2002-05-07,117.064
2002-05-08,120.142
2002-05-09,118.436
2002-05-10,116.575
2002-05-13,118.079
2002-05-14,121.098
2002-05-15,121.335
2002-05-16,119.977
2002-05-17,120.316
2002-05-20,118.87
2002-05-21,116.929
2002-05-22,116.664
2002-05-23,118.559
2002-05-24,116.999
2002-05-27,116.999
2002-05-28,116.631
2002-05-29,115.355
2002-05-30,115.129
2002-05-31,115.301
2002-06-03,111.909
2002-06-04,111.516
2002-06-05,111.843
2002-06-06,109.715
2002-06-07,110.8
2002-06-10,110.623
2002-06-11,108.796
2002-06-12,108.624
2002-06-13,107.126
2002-06-14,107.59
2002-06-17,110.699
2002-06-18,110.314
2002-06-19,108.828
2002-06-20,107.657
2002-06-21,107.454
2002-06-24,107.152
2002-06-25,105.461
2002-06-26,105.372
2002-06-27,106.967
2002-06-28,108.017
2002-07-01,104.989
2002-07-02,101.439
2002-07-03,100.623
2002-07-04,100.623
2002-07-05,103.629
2002-07-08,101.899
2002-07-09,100.368
2002-07-10,97.996
2002-07-11,97.503
2002-07-12,96.75
2002-07-15,95.519
2002-07-16,95.064
2002-07-17,95.225
2002-07-18,92.41
2002-07-19,89.822
2002-07-22,87.75
2002-07-23,84.77
2002-07-24,88.63
2002-07-25,88.524
2002-07-26,89.486
2002-07-29,94.596
2002-07-30,94.746
2002-07-31,93.185
2002-08-01,91.866
2002-08-02,88.517
2002-08-05,85.964
2002-08-06,89.228
2002-08-07,89.848
2002-08-08,91.765
2002-08-09,91.914
2002-08-12,92.09
2002-08-13,89.828
2002-08-14,92.353
2002-08-15,93.343
2002-08-16,94.345
2002-08-19,95.974
2002-08-20,95.156
2002-08-21,96.946
2002-08-22,97.791
2002-08-23,95.648
2002-08-26,97.226
2002-08-27,94.928
2002-08-28,93.027
2002-08-29,94.046
2002-08-30,93.469
2002-09-02,93.469
2002-09-03,90.613
2002-09-04,92.85
2002-09-05,91.087
2002-09-06,93.439
2002-09-09,94.056
2002-09-10,94.549
2002-09-11,94.43
2002-09-12,92.593
2002-09-13,93.179
2002-09-16,92.443
2002-09-17,90.551
2002-09-18,89.763
2002-09-19,87.159
2002-09-20,87.388
2002-09-23,85.681
2002-09-24,85.094
2002-09-25,87.234
2002-09-26,88.657
2002-09-27,86.699
2002-09-30,86.536
2002-10-01,88.07
2002-10-02,86.33
2002-10-03,85.021
2002-10-04,82.746
2002-10-07,80.296
2002-10-08,80.95
2002-10-09,78.183
2002-10-10,80.783
2002-10-11,83.172
2002-10-14,83.781
2002-10-15,87.343
2002-10-16,84.856
2002-10-17,87.823
2002-10-18,88.069
2002-10-21,89.606
2002-10-22,87.822
2002-10-23,89.095
2002-10-24,88.356
2002-10-25,89.585
2002-10-28,88.765
2002-10-29,88.359
2002-10-30,89.576
2002-10-31,89.464
2002-11-01,91.661
2002-11-04,92.504
2002-11-05,92.184
2002-11-06,93.777
2002-11-07,91.228
2002-11-08,90.053
2002-11-11,87.839
2002-11-12,88.962
2002-11-13,89.289
2002-11-14,91.581
2002-11-15,91.881
2002-11-18,91.194
2002-11-19,90.445
2002-11-20,92.552
2002-11-21,95.035
2002-11-22,95.463
2002-11-25,96.526
2002-11-26,94.875
2002-11-27,97.807
2002-11-28,97.811
2002-11-29,97.125
2002-12-02,97.333
2002-12-03,94.986
2002-12-04,93.757
2002-12-05,93.061
2002-12-06,93.677
2002-12-09,90.689
2002-12-10,92.507
2002-12-11,92.447
2002-12-12,92.867
2002-12-13,91.145
2002-12-16,92.89
2002-12-17,92.116
2002-12-18,90.16
2002-12-19,89.638
2002-12-20,90.454
2002-12-23,91.035
2002-12-24,90.705
2002-12-25,90.705
2002-12-26,91.053
2002-12-27,89.913
2002-12-30,89.491
2002-12-31,90.009
2003-01-01,90.009
2003-01-02,92.703
2003-01-03,92.325
2003-01-06,94.235
2003-01-07,93.915
2003-01-08,92.671
2003-01-09,94.642
2003-01-10,95.003
2003-01-13,94.909
2003-01-14,95.305
2003-01-15,94.319
2003-01-16,93.784
2003-01-17,91.996
2003-01-20,91.954
2003-01-21,90.62
2003-01-22,89.958
2003-01-23,90.936
2003-01-24,88.585
2003-01-27,86.881
2003-01-28,88.09
2003-01-29,88.678
2003-01-30,87.016
2003-01-31,87.785
2003-02-03,87.301
2003-02-04,86.79
2003-02-05,86.368
2003-02-06,85.734
2003-02-07,84.621
2003-02-10,85.317
2003-02-11,84.931
2003-02-12,83.59
2003-02-13,83.089
2003-02-14,84.25
2003-02-17,84.25
2003-02-18,86.072
2003-02-19,84.992
2003-02-20,85.072
2003-02-21,86.042
2003-02-24,84.443
2003-02-25,85.032
2003-02-26,84.074
2003-02-27,85.052
2003-02-28,85.343
2003-03-03,84.856
2003-03-04,83.795
2003-03-05,83.719
2003-03-06,83.267
2003-03-07,83.485
2003-03-10,81.691
2003-03-11,80.99
2003-03-12,80.754
2003-03-13,83.689
2003-03-14,83.511
2003-03-17,86.273
2003-03-18,87.185
2003-03-19,87.157
2003-03-20,87.772
2003-03-21,89.6
2003-03-24,86.924
2003-03-25,88.076
2003-03-26,87.44
2003-03-27,87.655
2003-03-28,87.487
2003-03-31,86.525
2003-04-01,87.456
2003-04-02,89.718
2003-04-03,89.406
2003-04-04,88.919
2003-04-07,89.628
2003-04-08,88.836
2003-04-09,88.14
2003-04-10,88.319
2003-04-11,88.223
2003-04-14,89.811
2003-04-15,90.58
2003-04-16,89.994
2003-04-17,91.678
2003-04-18,91.678
2003-04-21,92.22
2003-04-22,93.859
2003-04-23,95.038
2003-04-24,94.5
2003-04-25,93.342
2003-04-28,95.091
2003-04-29,95.715
2003-04-30,96.435
2003-05-01,96.45
2003-05-02,98.849
2003-05-05,99.581
2003-05-06,100.265
2003-05-07,99.689
2003-05-08,98.738
2003-05-09,100.205
2003-05-12,101.665
2003-05-13,101.892
2003-05-14,102.165
2003-05-15,103.03
2003-05-16,102.374
2003-05-19,99.985
2003-05-20,99.721
2003-05-21,100.209
2003-05-22,101.521
2003-05-23,102.286
2003-05-26,102.286
2003-05-27,104.807
2003-05-28,105.564
2003-05-29,105.963
2003-05-30,108.002
2003-06-02,108.48
2003-06-03,108.421
2003-06-04,110.673
2003-06-05,112.514
2003-06-06,111.496
2003-06-09,108.793
2003-06-10,110.105
2003-06-11,111.666
2003-06-12,112.026
2003-06-13,109.974
2003-06-16,112.044
2003-06-17,112.471
2003-06-18,112.438
2003-06-19,110.563
2003-06-20,110.175
2003-06-23,107.483
2003-06-24,107.72
2003-06-25,108.318
2003-06-26,109.958
2003-06-27,109.669
2003-06-30,109.455
2003-07-01,110.062
2003-07-02,112.642
2003-07-03,111.984
2003-07-04,111.984
2003-07-07,114.499
2003-07-08,116.698
2003-07-09,117.329
2003-07-10,114.944
2003-07-11,115.972
2003-07-14,117.477
2003-07-15,116.645
2003-07-16,115.241
2003-07-17,111.952
2003-07-18,113.246
2003-07-21,111.494
2003-07-22,113.193
2003-07-23,113.807
2003-07-24,113.091
2003-07-25,114.06
2003-07-28,115.265
2003-07-29,114.902
2003-07-30,114.414
2003-07-31,114.939
2003-08-01,113.357
2003-08-04,112.593
2003-08-05,110.848
2003-08-06,110.013
2003-08-07,110.047
2003-08-08,110.079
2003-08-11,111.28
2003-08-12,113.163
2003-08-13,113.376
2003-08-14,113.985
2003-08-15,114.183
2003-08-18,116.522
2003-08-19,118.313
2003-08-20,118.699
2003-08-21,120.19
2003-08-22,118.388
2003-08-25,117.706
2003-08-26,118.325
2003-08-27,119.556
2003-08-28,121.115
2003-08-29,121.796
2003-09-01,121.796
2003-09-02,123.841
2003-09-03,124.533
2003-09-04,125.163
2003-09-05,124.518
2003-09-08,126.709
2003-09-09,125.631
2003-09-10,122.385
2003-09-11,123.474
2003-09-12,123.871
2003-09-15,123.479
2003-09-16,125.578
2003-09-17,125.711
2003-09-18,126.778
2003-09-19,126.979
2003-09-22,125.17
2003-09-23,126.566
2003-09-24,123.494
2003-09-25,120.881
2003-09-26,118.73
2003-09-29,120.348
2003-09-30,119.491
2003-10-01,122.114
2003-10-02,123.262
2003-10-03,125.602
2003-10-06,126.869
2003-10-07,127.925
2003-10-08,126.93
2003-10-09,128.246
2003-10-10,128.088
2003-10-13,129.911
2003-10-14,130.707
2003-10-15,129.594
2003-10-16,130.239
2003-10-17,127.914
2003-10-20,128.29
2003-10-21,129.498
2003-10-22,126.792
2003-10-23,126.105
2003-10-24,125.466
2003-10-27,127.439
2003-10-28,129.983
2003-10-29,131.5
2003-10-30,131.367
2003-10-31,131.095
2003-11-03,133.348
2003-11-04,133.451
2003-11-05,133.806
2003-11-06,134.625
2003-11-07,134.82
2003-11-10,132.566
2003-11-11,131.513
2003-11-12,134.596
2003-11-13,134.836
2003-11-14,132.658
2003-11-17,130.867
2003-11-18,129.633
2003-11-19,130.292
2003-11-20,129.671
2003-11-21,130.125
2003-11-24,133.456
2003-11-25,134.382
2003-11-26,135.102
2003-11-27,135.102
2003-11-28,135.766
2003-12-01,137.721
2003-12-02,137.364
2003-12-03,135.79
2003-12-04,135.308
2003-12-05,134.092
2003-12-08,134.983
2003-12-09,132.691
2003-12-10,131.216
2003-12-11,134.521
2003-12-12,135.442
2003-12-15,132.818
2003-12-16,133.21
2003-12-17,133.601
2003-12-18,135.631
2003-12-19,135.888
2003-12-22,136.748
2003-12-23,137.808
2003-12-24,137.301
2003-12-25,137.301
2003-12-26,137.872
2003-12-29,139.917
2003-12-30,140.351
2003-12-31,138.708
2004-01-01,138.708
2004-01-02,139.415
2004-01-05,141.406
2004-01-06,141.752
2004-01-07,142.639
2004-01-08,143.79
2004-01-09,143.088
2004-01-12,144.708
2004-01-13,143.874
2004-01-14,145.059
2004-01-15,145.312
2004-01-16,146.756
2004-01-19,146.756
2004-01-20,148.489
2004-01-21,148.751
2004-01-22,147.555
2004-01-23,148.291
2004-01-26,149.503
2004-01-27,147.819
2004-01-28,145.038
2004-01-29,143.95
2004-01-30,144.676
2004-02-02,144.65
2004-02-03,144.305
2004-02-04,140.727
2004-02-05,141.675
2004-02-06,145.252
2004-02-09,145.878
2004-02-10,147.402
2004-02-11,148.687
2004-02-12,147.573
2004-02-13,146.093
2004-02-16,146.093
2004-02-17,148.047
2004-02-18,147.45
2004-02-19,145.432
2004-02-20,144.651
2004-02-23,142.449
2004-02-24,142.785
2004-02-25,144.353
2004-02-26,145.64
2004-02-27,146.153
2004-03-01,149.112
2004-03-02,148.73
2004-03-03,148.744
2004-03-04,150.387
2004-03-05,150.82
2004-03-08,149.207
2004-03-09,147.382
2004-03-10,144.651
2004-03-11,143.117
2004-03-12,146.225
2004-03-15,142.725
2004-03-16,142.815
2004-03-17,145.567
2004-03-18,144.825
2004-03-19,144.101
2004-03-22,141.118
2004-03-23,141.392
2004-03-24,140.543
2004-03-25,144.021
2004-03-26,144.515
2004-03-29,146.819
2004-03-30,148.495
2004-03-31,148.527
2004-04-01,149.737
2004-04-02,151.161
2004-04-05,151.653
2004-04-06,150.324
2004-04-07,150.805
2004-04-08,150.029
2004-04-09,150.029
2004-04-12,150.125
2004-04-13,146.912
2004-04-14,145.956
2004-04-15,145.698
2004-04-16,146.567
2004-04-19,147.458
2004-04-20,144.678
2004-04-21,146.123
2004-04-22,148.794
2004-04-23,148.036
2004-04-26,148.1
2004-04-27,147.98
2004-04-28,144.706
2004-04-29,142.126
2004-04-30,140.129
2004-05-03,141.598
2004-05-04,142.773
2004-05-05,143.168
2004-05-06,141.242
2004-05-07,137.51
2004-05-10,134.71
2004-05-11,137.388
2004-05-12,137.194
2004-05-13,137.073
2004-05-14,136.348
2004-05-17,134.322
2004-05-18,136.14
2004-05-19,135.907
2004-05-20,135.772
2004-05-21,136.725
2004-05-24,138.285
2004-05-25,141.861
2004-05-26,142.691
2004-05-27,143.06
2004-05-28,143.205
2004-05-31,143.205
2004-06-01,144.024
2004-06-02,144.241
2004-06-03,141.394
2004-06-04,142.658
2004-06-07,145.245
2004-06-08,144.901
2004-06-09,142.592
2004-06-10,142.505
2004-06-11,142.505
2004-06-14,139.943
2004-06-15,142.409
2004-06-16,142.911
2004-06-17,142.949
2004-06-18,143.339
2004-06-21,142.934
2004-06-22,143.918
2004-06-23,145.901
2004-06-24,145.677
2004-06-25,147.265
2004-06-28,146.44
2004-06-29,147.347
2004-06-30,148.608
2004-07-01,146.373
2004-07-02,146.367
2004-07-05,146.367
2004-07-06,143.848
2004-07-07,143.959
2004-07-08,141.533
2004-07-09,142.131
2004-07-12,141.567
2004-07-13,141.819
2004-07-14,141.123
2004-07-15,141.716
2004-07-16,140.368
2004-07-19,139.986
2004-07-20,142.302
2004-07-21,138.37
2004-07-22,138.17
2004-07-23,136.291
2004-07-26,134.788
2004-07-27,137.546
2004-07-28,137.062
2004-07-29,139.134
2004-07-30,139.754
2004-08-02,139.927
2004-08-03,138.013
2004-08-04,137.684
2004-08-05,134.806
2004-08-06,131.638
2004-08-09,131.452
2004-08-10,133.998
2004-08-11,133.285
2004-08-12,130.909
2004-08-13,130.827
2004-08-16,133.48
2004-08-17,134.299
2004-08-18,137.001
2004-08-19,136.218
2004-08-20,138.595
2004-08-23,137.665
2004-08-24,137.883
2004-08-25,139.111
2004-08-26,138.614
2004-08-27,139.784
2004-08-30,137.886
2004-08-31,138.572
2004-09-01,139.767
2004-09-02,141.469
2004-09-03,140.667
2004-09-06,140.667
2004-09-07,142.325
2004-09-08,141.221
2004-09-09,142.755
2004-09-10,144.024
2004-09-13,144.903
2004-09-14,144.566
2004-09-15,143.872
2004-09-16,145.352
2004-09-17,145.173
2004-09-20,144.848
2004-09-21,146.405
2004-09-22,143.947
2004-09-23,143.83
2004-09-24,143.836
2004-09-27,141.883
2004-09-28,143.454
2004-09-29,144.629
2004-09-30,145.107
2004-10-01,147.889
2004-10-04,149.203
2004-10-05,148.939
2004-10-06,150.033
2004-10-07,147.734
2004-10-08,146.085
2004-10-11,146.401
2004-10-12,146.227
2004-10-13,144.593
2004-10-14,143.684
2004-10-15,144.593
2004-10-18,145.239
2004-10-19,144.095
2004-10-20,144.617
2004-10-21,146.389
2004-10-22,144.382
2004-10-25,144.938
2004-10-26,146.638
2004-10-27,148.969
2004-10-28,148.449
2004-10-29,148.103
2004-11-01,148.807
2004-11-02,148.5
2004-11-03,150.758
2004-11-04,152.637
2004-11-05,153.298
2004-11-08,152.93
2004-11-09,153.948
2004-11-10,154.602
2004-11-11,156.264
2004-11-12,157.995
2004-11-15,158.472
2004-11-16,157.058
2004-11-17,158.103
2004-11-18,158.031
2004-11-19,155.549
2004-11-22,157.307
2004-11-23,158.002
2004-11-24,159.216
2004-11-25,159.216
2004-11-26,159.648
2004-11-29,160.081
2004-11-30,159.9
2004-12-01,162.325
2004-12-02,161.926
2004-12-03,162.177
2004-12-06,161.635
2004-12-07,158.322
2004-12-08,159.234
2004-12-09,158.848
2004-12-10,159.605
2004-12-13,161.241
2004-12-14,162.567
2004-12-15,164.087
2004-12-16,162.86
2004-12-17,162.749
2004-12-20,161.621
2004-12-21,163.546
2004-12-22,164.252
2004-12-23,164.561
2004-12-24,164.561
2004-12-27,163.322
2004-12-28,165.899
2004-12-29,165.806
2004-12-30,165.809
2004-12-31,165.505
2005-01-03,162.566
2005-01-04,159.091
2005-01-05,156.483
2005-01-06,157.129
2005-01-07,155.628
2005-01-10,156.567
2005-01-11,154.755
2005-01-12,155.308
2005-01-13,154.679
2005-01-14,156.58
2005-01-17,156.58
2005-01-18,158.27
2005-01-19,156.695
2005-01-20,155.376
2005-01-21,154.961
2005-01-24,153.219
2005-01-25,153.709
2005-01-26,156.279
2005-01-27,156.501
2005-01-28,155.647
2005-01-31,158.275
2005-02-01,159.543
2005-02-02,160.623
2005-02-03,160.098
2005-02-04,162.109
2005-02-07,161.836
2005-02-08,162.216
2005-02-09,159.055
2005-02-10,159.339
2005-02-11,161.398
2005-02-14,161.415
2005-02-15,161.605
2005-02-16,162.478
2005-02-17,160.56
2005-02-18,160.364
2005-02-21,160.364
2005-02-22,157.242
2005-02-23,158.177
2005-02-24,160.088
2005-02-25,162.387
2005-02-28,161.535
2005-03-01,162.587
2005-03-02,162.182
2005-03-03,162.318
2005-03-04,164.105
2005-03-07,163.998
2005-03-08,162.394
2005-03-09,160.689
2005-03-10,159.622
2005-03-11,159.697
2005-03-14,160.421
2005-03-15,159.654
2005-03-16,158.437
2005-03-17,159.106
2005-03-18,158.394
2005-03-21,158.199
2005-03-22,157.395
2005-03-23,155.898
2005-03-24,156.703
2005-03-25,156.703
2005-03-28,156.592
2005-03-29,153.764
2005-03-30,156.291
2005-03-31,156.485
2005-04-01,155.737
2005-04-04,156.188
2005-04-05,156.359
2005-04-06,156.705
2005-04-07,157.689
2005-04-08,155.633
2005-04-11,154.918
2005-04-12,156.117
2005-04-13,153.558
2005-04-14,151.032
2005-04-15,148.09
2005-04-18,149.34
2005-04-19,151.836
2005-04-20,149.457
2005-04-21,152.839
2005-04-22,151.064
2005-04-25,152.726
2005-04-26,150.429
2005-04-27,150.241
2005-04-28,147.085
2005-04-29,148.167
2005-05-02,149.611
2005-05-03,149.205
2005-05-04,151.92
2005-05-05,152.136
2005-05-06,152.341
2005-05-09,153.805
2005-05-10,151.937
2005-05-11,152.301
2005-05-12,149.995
2005-05-13,148.922
2005-05-16,151.199
2005-05-17,152.128
2005-05-18,155.406
2005-05-19,156.193
2005-05-20,156.011
2005-05-23,156.923
2005-05-24,157.151
2005-05-25,155.493
2005-05-26,157.505
2005-05-27,158.008
2005-05-30,158.008
2005-05-31,158.011
2005-06-01,159.666
2005-06-02,160.225
2005-06-03,159.018
2005-06-06,159.699
2005-06-07,159.877
2005-06-08,159.105
2005-06-09,160.578
2005-06-10,160.512
2005-06-13,161.195
2005-06-14,162.546
2005-06-15,163.279
2005-06-16,164.902
2005-06-17,164.894
2005-06-20,164.282
2005-06-21,164.018
2005-06-22,164.595
2005-06-23,162.333
2005-06-24,160.847
2005-06-27,160.446
2005-06-28,163.636
2005-06-29,164.009
2005-06-30,163.263
2005-07-01,164.191
2005-07-04,164.191
2005-07-05,166.466
2005-07-06,165.372
2005-07-07,165.908
2005-07-08,168.855
2005-07-11,171.136
2005-07-12,171.17
2005-07-13,170.5
2005-07-14,169.53
2005-07-15,169.831
2005-07-18,168.679
2005-07-19,171.268
2005-07-20,172.979
2005-07-21,170.33
2005-07-22,172.775
2005-07-25,171.367
2005-07-26,172.149
2005-07-27,172.162
2005-07-28,174.123
2005-07-29,173.396
2005-08-01,174.099
2005-08-02,175.394
2005-08-03,174.203
2005-08-04,171.727
2005-08-05,169.572
2005-08-08,168.613
2005-08-09,168.892
2005-08-10,169.087
2005-08-11,170.78
2005-08-12,169.398
2005-08-15,170.571
2005-08-16,168.158
2005-08-17,168.117
2005-08-18,167.341
2005-08-19,167.597
2005-08-22,168.634
2005-08-23,168.207
2005-08-24,168.329
2005-08-25,169.012
2005-08-26,166.834
2005-08-29,168.287
2005-08-30,167.983
2005-08-31,170.897
2005-09-01,171.357
2005-09-02,170.23
2005-09-05,170.23
2005-09-06,172.927
2005-09-07,173.665
2005-09-08,172.942
2005-09-09,174.145
2005-09-12,174.577
2005-09-13,172.889
2005-09-14,171.398
2005-09-15,171.129
2005-09-16,172.468
2005-09-19,171.589
2005-09-20,169.995
2005-09-21,167.183
2005-09-22,167.472
2005-09-23,168.597
2005-09-26,169.784
2005-09-27,169.689
2005-09-28,169.205
2005-09-29,171.323
2005-09-30,172.018
2005-10-03,172.767
2005-10-04,170.92
2005-10-05,166.543
2005-10-06,165.024
2005-10-07,166.141
2005-10-10,164.454
2005-10-11,162.447
2005-10-12,160.168
2005-10-13,160.471
2005-10-14,162.819
2005-10-17,163.28
2005-10-18,161.049
2005-10-19,164.111
2005-10-20,161.608
2005-10-21,163.128
2005-10-24,166.77
2005-10-25,166.0
2005-10-26,164.786
2005-10-27,161.408
2005-10-28,164.277
2005-10-31,166.956
2005-11-01,166.105
2005-11-02,169.383
2005-11-03,169.774
2005-11-04,169.846
2005-11-07,170.721
2005-11-08,169.508
2005-11-09,170.196
2005-11-10,171.312
