Date,SWITZERLAND GROWTH Standard (Large+Mid Cap)
2001-08-28,2388.988
2001-08-29,2355.81
2001-08-30,2331.714
2001-08-31,2358.446
2001-09-03,2310.199
2001-09-04,2307.98
2001-09-05,2297.663
2001-09-06,2282.853
2001-09-07,2272.664
2001-09-10,2217.37
2001-09-11,2150.547
2001-09-12,2239.92
2001-09-13,2265.534
2001-09-14,2220.394
2001-09-17,2274.138
2001-09-18,2279.796
2001-09-19,2276.804
2001-09-20,2212.546
2001-09-21,2133.074
2001-09-24,2205.837
2001-09-25,2280.564
2001-09-26,2281.305
2001-09-27,2307.499
2001-09-28,2352.776
2001-10-01,2319.197
2001-10-02,2337.154
2001-10-03,2328.565
2001-10-04,2361.425
2001-10-05,2354.923
2001-10-08,2371.877
2001-10-09,2361.948
2001-10-10,2345.169
2001-10-11,2355.993
2001-10-12,2329.92
2001-10-15,2333.841
2001-10-16,2319.22
2001-10-17,2308.418
2001-10-18,2343.695
2001-10-19,2347.252
2001-10-22,2361.547
2001-10-23,2366.681
2001-10-24,2367.995
2001-10-25,2349.991
2001-10-26,2363.179
2001-10-29,2341.495
2001-10-30,2326.593
2001-10-31,2332.897
2001-11-01,2361.97
2001-11-02,2354.593
2001-11-05,2367.101
2001-11-06,2373.82
2001-11-07,2375.423
2001-11-08,2397.542
2001-11-09,2384.112
2001-11-12,2359.226
2001-11-13,2360.513
2001-11-14,2384.116
2001-11-15,2412.762
2001-11-16,2432.851
2001-11-19,2424.388
2001-11-20,2406.964
2001-11-21,2401.232
2001-11-22,2408.781
2001-11-23,2354.292
2001-11-26,2357.656
2001-11-27,2343.663
2001-11-28,2319.036
2001-11-29,2321.622
2001-11-30,2320.303
2001-12-03,2306.723
2001-12-04,2363.781
2001-12-05,2367.93
2001-12-06,2345.159
2001-12-07,2330.868
2001-12-10,2281.506
2001-12-11,2283.75
2001-12-12,2304.552
2001-12-13,2294.449
2001-12-14,2283.551
2001-12-17,2321.225
2001-12-18,2314.773
2001-12-19,2278.769
2001-12-20,2350.239
2001-12-21,2362.2
2001-12-24,2311.479
2001-12-25,2311.479
2001-12-26,2311.0
2001-12-27,2352.769
2001-12-28,2359.394
2001-12-31,2385.684
2002-01-01,2385.684
2002-01-02,2389.764
2002-01-03,2359.222
2002-01-04,2348.569
2002-01-07,2345.388
2002-01-08,2324.909
2002-01-09,2337.579
2002-01-10,2339.565
2002-01-11,2362.865
2002-01-14,2346.171
2002-01-15,2349.141
2002-01-16,2325.518
2002-01-17,2347.426
2002-01-18,2355.17
2002-01-21,2349.102
2002-01-22,2363.814
2002-01-23,2399.496
2002-01-24,2403.036
2002-01-25,2349.655
2002-01-28,2355.245
2002-01-29,2341.126
2002-01-30,2323.233
2002-01-31,2341.279
2002-02-01,2342.867
2002-02-04,2366.749
2002-02-05,2369.006
2002-02-06,2380.996
2002-02-07,2419.961
2002-02-08,2426.69
2002-02-11,2459.371
2002-02-12,2463.693
2002-02-13,2482.162
2002-02-14,2476.724
2002-02-15,2477.949
2002-02-18,2471.942
2002-02-19,2446.67
2002-02-20,2444.958
2002-02-21,2453.235
2002-02-22,2468.262
2002-02-25,2468.116
2002-02-26,2454.525
2002-02-27,2468.542
2002-02-28,2491.23
2002-03-01,2460.098
2002-03-04,2462.073
2002-03-05,2439.995
2002-03-06,2451.152
2002-03-07,2461.09
2002-03-08,2479.907
2002-03-11,2476.618
2002-03-12,2480.902
2002-03-13,2504.286
2002-03-14,2548.64
2002-03-15,2562.854
2002-03-18,2566.74
2002-03-19,2571.261
2002-03-20,2580.564
2002-03-21,2586.609
2002-03-22,2591.012
2002-03-25,2579.629
2002-03-26,2581.677
2002-03-27,2571.935
2002-03-28,2576.881
2002-03-29,2576.881
2002-04-01,2606.718
2002-04-02,2624.037
2002-04-03,2604.133
2002-04-04,2596.24
2002-04-05,2585.308
2002-04-08,2561.352
2002-04-09,2574.589
2002-04-10,2582.59
2002-04-11,2559.484
2002-04-12,2575.448
2002-04-15,2590.882
2002-04-16,2617.035
2002-04-17,2626.464
2002-04-18,2659.063
2002-04-19,2653.785
2002-04-22,2669.317
2002-04-23,2681.054
2002-04-24,2703.545
2002-04-25,2705.922
2002-04-26,2698.795
2002-04-29,2717.817
2002-04-30,2721.263
2002-05-01,2747.635
2002-05-02,2749.429
2002-05-03,2797.801
2002-05-06,2792.063
2002-05-07,2749.815
2002-05-08,2763.654
2002-05-09,2762.69
2002-05-10,2755.515
2002-05-13,2757.993
2002-05-14,2720.73
2002-05-15,2754.952
2002-05-16,2773.573
2002-05-17,2779.499
2002-05-20,2761.286
2002-05-21,2766.125
2002-05-22,2792.551
2002-05-23,2765.585
2002-05-24,2773.969
2002-05-27,2774.709
2002-05-28,2793.6
2002-05-29,2795.557
2002-05-30,2794.947
2002-05-31,2787.317
2002-06-03,2781.495
2002-06-04,2743.689
2002-06-05,2700.33
2002-06-06,2706.875
2002-06-07,2678.928
2002-06-10,2684.384
2002-06-11,2689.154
2002-06-12,2618.179
2002-06-13,2582.449
2002-06-14,2571.109
2002-06-17,2635.464
2002-06-18,2627.56
2002-06-19,2627.87
2002-06-20,2586.353
2002-06-21,2586.444
2002-06-24,2553.994
2002-06-25,2615.549
2002-06-26,2607.311
2002-06-27,2622.193
2002-06-28,2752.082
2002-07-01,2750.449
2002-07-02,2718.733
2002-07-03,2652.226
2002-07-04,2704.156
2002-07-05,2738.846
2002-07-08,2762.099
2002-07-09,2767.724
2002-07-10,2668.903
2002-07-11,2599.448
2002-07-12,2632.534
2002-07-15,2573.878
2002-07-16,2501.416
2002-07-17,2493.474
2002-07-18,2465.77
2002-07-19,2360.596
2002-07-22,2278.809
2002-07-23,2227.885
2002-07-24,2288.234
2002-07-25,2426.235
2002-07-26,2441.652
2002-07-29,2486.307
2002-07-30,2492.253
2002-07-31,2489.881
2002-08-01,2466.323
2002-08-02,2476.908
2002-08-05,2407.421
2002-08-06,2463.348
2002-08-07,2462.224
2002-08-08,2549.825
2002-08-09,2564.742
2002-08-12,2532.818
2002-08-13,2571.257
2002-08-14,2584.722
2002-08-15,2613.477
2002-08-16,2591.812
2002-08-19,2610.664
2002-08-20,2504.826
2002-08-21,2569.225
2002-08-22,2535.434
2002-08-23,2539.193
2002-08-26,2505.069
2002-08-27,2540.575
2002-08-28,2454.825
2002-08-29,2425.649
2002-08-30,2485.003
2002-09-02,2433.119
2002-09-03,2383.727
2002-09-04,2419.187
2002-09-05,2433.576
2002-09-06,2474.721
2002-09-09,2434.01
2002-09-10,2450.098
2002-09-11,2490.033
2002-09-12,2439.407
2002-09-13,2406.836
2002-09-16,2373.674
2002-09-17,2348.779
2002-09-18,2377.797
2002-09-19,2369.6
2002-09-20,2375.473
2002-09-23,2309.799
2002-09-24,2299.845
2002-09-25,2314.325
2002-09-26,2417.773
2002-09-27,2414.579
2002-09-30,2415.167
2002-10-01,2374.731
2002-10-02,2446.402
2002-10-03,2457.471
2002-10-04,2427.163
2002-10-07,2399.351
2002-10-08,2325.796
2002-10-09,2303.124
2002-10-10,2329.241
2002-10-11,2405.614
2002-10-14,2386.779
2002-10-15,2449.754
2002-10-16,2408.854
2002-10-17,2365.068
2002-10-18,2332.933
2002-10-21,2307.371
2002-10-22,2303.063
2002-10-23,2271.541
2002-10-24,2305.468
2002-10-25,2352.057
2002-10-28,2322.58
2002-10-29,2278.42
2002-10-30,2325.74
2002-10-31,2360.191
2002-11-01,2348.708
2002-11-04,2385.401
2002-11-05,2393.019
2002-11-06,2390.934
2002-11-07,2372.293
2002-11-08,2358.103
2002-11-11,2348.781
2002-11-12,2376.076
2002-11-13,2367.075
2002-11-14,2377.92
2002-11-15,2409.98
2002-11-18,2400.336
2002-11-19,2392.344
2002-11-20,2382.912
2002-11-21,2392.848
2002-11-22,2370.143
2002-11-25,2338.272
2002-11-26,2344.619
2002-11-27,2356.749
2002-11-28,2336.398
2002-11-29,2316.652
2002-12-02,2320.913
2002-12-03,2274.852
2002-12-04,2306.941
2002-12-05,2279.855
2002-12-06,2294.208
2002-12-09,2282.485
2002-12-10,2307.345
2002-12-11,2289.079
2002-12-12,2291.179
2002-12-13,2296.53
2002-12-16,2328.697
2002-12-17,2345.308
2002-12-18,2306.856
2002-12-19,2307.723
2002-12-20,2308.875
2002-12-23,2294.938
2002-12-24,2310.989
2002-12-25,2310.989
2002-12-26,2314.687
2002-12-27,2266.671
2002-12-30,2307.398
2002-12-31,2323.919
2003-01-01,2323.919
2003-01-02,2293.236
2003-01-03,2421.726
2003-01-06,2439.335
2003-01-07,2421.705
2003-01-08,2411.263
2003-01-09,2416.407
2003-01-10,2414.637
2003-01-13,2414.359
2003-01-14,2448.611
2003-01-15,2393.702
2003-01-16,2376.533
2003-01-17,2373.912
2003-01-20,2340.58
2003-01-21,2331.171
2003-01-22,2290.397
2003-01-23,2286.991
2003-01-24,2281.535
2003-01-27,2199.332
2003-01-28,2196.215
2003-01-29,2241.499
2003-01-30,2252.19
2003-01-31,2283.128
2003-02-03,2287.843
2003-02-04,2268.078
2003-02-05,2265.768
2003-02-06,2201.991
2003-02-07,2201.299
2003-02-10,2180.972
2003-02-11,2219.521
2003-02-12,2159.228
2003-02-13,2175.669
2003-02-14,2217.176
2003-02-17,2229.04
2003-02-18,2217.503
2003-02-19,2167.39
2003-02-20,2192.795
2003-02-21,2210.387
2003-02-24,2206.269
2003-02-25,2205.851
2003-02-26,2201.871
2003-02-27,2189.125
2003-02-28,2247.258
2003-03-03,2263.238
2003-03-04,2214.171
2003-03-05,2192.376
2003-03-06,2165.976
2003-03-07,2154.292
2003-03-10,2109.553
2003-03-11,2094.985
2003-03-12,2103.65
2003-03-13,2109.203
2003-03-14,2164.262
2003-03-17,2183.483
2003-03-18,2182.873
2003-03-19,2234.876
2003-03-20,2290.038
2003-03-21,2342.121
2003-03-24,2254.155
2003-03-25,2288.734
2003-03-26,2283.252
2003-03-27,2266.807
2003-03-28,2275.775
2003-03-31,2257.473
2003-04-01,2272.512
2003-04-02,2292.608
2003-04-03,2305.588
2003-04-04,2329.212
2003-04-07,2334.77
2003-04-08,2349.939
2003-04-09,2358.458
2003-04-10,2332.549
2003-04-11,2332.474
2003-04-14,2351.586
2003-04-15,2395.98
2003-04-16,2390.794
2003-04-17,2389.098
2003-04-18,2389.098
2003-04-21,2365.805
2003-04-22,2383.834
2003-04-23,2390.041
2003-04-24,2396.965
2003-04-25,2380.024
2003-04-28,2409.795
2003-04-29,2377.314
2003-04-30,2409.999
2003-05-01,2438.314
2003-05-02,2407.047
2003-05-05,2454.428
2003-05-06,2484.149
2003-05-07,2486.269
2003-05-08,2463.63
2003-05-09,2474.518
2003-05-12,2456.329
2003-05-13,2457.117
2003-05-14,2450.375
2003-05-15,2441.167
2003-05-16,2463.929
2003-05-19,2437.364
2003-05-20,2440.703
2003-05-21,2417.536
2003-05-22,2450.132
2003-05-23,2459.154
2003-05-26,2447.572
2003-05-27,2490.582
2003-05-28,2496.281
2003-05-29,2511.259
2003-05-30,2452.51
2003-06-02,2532.873
2003-06-03,2493.097
2003-06-04,2515.131
2003-06-05,2518.707
2003-06-06,2525.379
2003-06-09,2550.815
2003-06-10,2536.783
2003-06-11,2572.515
2003-06-12,2570.164
2003-06-13,2536.231
2003-06-16,2609.368
2003-06-17,2620.555
2003-06-18,2598.063
2003-06-19,2556.866
2003-06-20,2556.852
2003-06-23,2506.32
2003-06-24,2502.532
2003-06-25,2520.971
2003-06-26,2507.15
2003-06-27,2509.062
2003-06-30,2493.976
2003-07-01,2460.576
2003-07-02,2485.818
2003-07-03,2519.288
2003-07-04,2509.141
2003-07-07,2516.552
2003-07-08,2504.236
2003-07-09,2505.175
2003-07-10,2502.048
2003-07-11,2517.638
2003-07-14,2551.614
2003-07-15,2536.904
2003-07-16,2520.698
2003-07-17,2512.692
2003-07-18,2520.947
2003-07-21,2535.608
2003-07-22,2530.318
2003-07-23,2567.945
2003-07-24,2608.372
2003-07-25,2613.156
2003-07-28,2625.826
2003-07-29,2624.278
2003-07-30,2617.793
2003-07-31,2614.241
2003-08-01,2600.517
2003-08-04,2599.517
2003-08-05,2622.874
2003-08-06,2603.778
2003-08-07,2602.038
2003-08-08,2598.944
2003-08-11,2593.25
2003-08-12,2596.336
2003-08-13,2576.053
2003-08-14,2577.813
2003-08-15,2605.409
2003-08-18,2586.309
2003-08-19,2570.885
2003-08-20,2566.745
2003-08-21,2542.183
2003-08-22,2525.454
2003-08-25,2501.928
2003-08-26,2492.026
2003-08-27,2497.833
2003-08-28,2501.334
2003-08-29,2483.291
2003-09-01,2531.372
2003-09-02,2494.827
2003-09-03,2540.252
2003-09-04,2554.883
2003-09-05,2597.135
2003-09-08,2623.204
2003-09-09,2614.108
2003-09-10,2606.468
2003-09-11,2606.731
2003-09-12,2625.005
2003-09-15,2639.683
2003-09-16,2638.496
2003-09-17,2670.299
2003-09-18,2682.296
2003-09-19,2692.703
2003-09-22,2659.533
2003-09-23,2647.125
2003-09-24,2638.092
2003-09-25,2628.612
2003-09-26,2607.698
2003-09-29,2607.757
2003-09-30,2604.322
2003-10-01,2628.237
2003-10-02,2632.67
2003-10-03,2668.652
2003-10-06,2657.154
2003-10-07,2667.76
2003-10-08,2688.797
2003-10-09,2715.823
2003-10-10,2724.892
2003-10-13,2730.52
2003-10-14,2732.871
2003-10-15,2721.08
2003-10-16,2737.888
2003-10-17,2704.023
2003-10-20,2736.842
2003-10-21,2735.092
2003-10-22,2718.507
2003-10-23,2695.122
2003-10-24,2709.139
2003-10-27,2714.392
2003-10-28,2697.606
2003-10-29,2700.497
2003-10-30,2730.141
2003-10-31,2717.492
2003-11-03,2720.52
2003-11-04,2676.964
2003-11-05,2636.665
2003-11-06,2641.334
2003-11-07,2684.203
2003-11-10,2650.206
2003-11-11,2691.962
2003-11-12,2724.867
2003-11-13,2770.614
2003-11-14,2830.657
2003-11-17,2800.224
2003-11-18,2820.901
2003-11-19,2798.393
2003-11-20,2811.086
2003-11-21,2821.746
2003-11-24,2821.636
2003-11-25,2824.497
2003-11-26,2855.901
2003-11-27,2861.178
2003-11-28,2877.785
2003-12-01,2888.9
2003-12-02,2910.259
2003-12-03,2934.672
2003-12-04,2920.604
2003-12-05,2921.771
2003-12-08,2950.441
2003-12-09,2963.182
2003-12-10,2951.619
2003-12-11,2955.173
2003-12-12,2984.255
2003-12-15,2998.826
2003-12-16,2989.386
2003-12-17,2994.396
2003-12-18,3037.052
2003-12-19,3024.232
2003-12-22,3023.936
2003-12-23,3032.747
2003-12-24,3052.668
2003-12-25,3052.668
2003-12-26,3046.81
2003-12-29,3061.532
2003-12-30,3091.239
2003-12-31,3111.36
2004-01-01,3111.36
2004-01-02,3104.832
2004-01-05,3170.027
2004-01-06,3187.58
2004-01-07,3164.763
2004-01-08,3178.503
2004-01-09,3188.941
2004-01-12,3125.803
2004-01-13,3149.773
2004-01-14,3162.597
2004-01-15,3129.908
2004-01-16,3103.027
2004-01-19,3102.454
2004-01-20,3134.112
2004-01-21,3167.909
2004-01-22,3212.986
2004-01-23,3225.732
2004-01-26,3197.559
2004-01-27,3225.634
2004-01-28,3227.574
2004-01-29,3179.659
2004-01-30,3161.803
2004-02-02,3199.39
2004-02-03,3200.145
2004-02-04,3211.508
2004-02-05,3229.028
2004-02-06,3279.543
2004-02-09,3294.097
2004-02-10,3303.461
2004-02-11,3289.022
2004-02-12,3308.241
2004-02-13,3303.065
2004-02-16,3300.934
2004-02-17,3313.61
2004-02-18,3288.685
2004-02-19,3255.254
2004-02-20,3211.12
2004-02-23,3221.886
2004-02-24,3220.085
2004-02-25,3189.691
2004-02-26,3161.46
2004-02-27,3170.191
2004-03-01,3200.826
2004-03-02,3181.771
2004-03-03,3138.01
2004-03-04,3170.186
2004-03-05,3205.675
2004-03-08,3182.294
2004-03-09,3193.543
2004-03-10,3173.944
2004-03-11,3106.278
2004-03-12,3085.415
2004-03-15,3068.546
2004-03-16,3092.081
2004-03-17,3075.075
2004-03-18,3096.692
2004-03-19,3097.612
2004-03-22,3035.215
2004-03-23,3037.004
2004-03-24,3026.729
2004-03-25,3053.005
2004-03-26,3027.813
2004-03-29,3051.004
2004-03-30,3056.661
2004-03-31,3082.742
2004-04-01,3149.987
2004-04-02,3110.922
2004-04-05,3094.851
2004-04-06,3088.859
2004-04-07,3136.7
2004-04-08,3158.811
2004-04-09,3158.811
2004-04-12,3154.506
2004-04-13,3096.961
2004-04-14,3096.763
2004-04-15,3130.023
2004-04-16,3156.745
2004-04-19,3178.611
2004-04-20,3143.705
2004-04-21,3126.524
2004-04-22,3116.368
2004-04-23,3122.211
2004-04-26,3191.154
2004-04-27,3200.193
2004-04-28,3146.584
2004-04-29,3176.324
2004-04-30,3160.444
2004-05-03,3173.42
2004-05-04,3222.382
2004-05-05,3268.554
2004-05-06,3229.044
2004-05-07,3193.777
2004-05-10,3093.124
2004-05-11,3118.424
2004-05-12,3108.262
2004-05-13,3131.344
2004-05-14,3127.938
2004-05-17,3138.485
2004-05-18,3149.874
2004-05-19,3199.984
2004-05-20,3168.939
2004-05-21,3157.696
2004-05-24,3156.308
2004-05-25,3176.748
2004-05-26,3184.908
2004-05-27,3256.312
2004-05-28,3203.889
2004-05-31,3203.889
2004-06-01,3185.137
2004-06-02,3230.271
2004-06-03,3236.936
2004-06-04,3252.637
2004-06-07,3290.85
2004-06-08,3280.227
2004-06-09,3236.269
2004-06-10,3225.349
2004-06-11,3200.825
2004-06-14,3179.106
2004-06-15,3195.135
2004-06-16,3195.211
2004-06-17,3218.905
2004-06-18,3251.233
2004-06-21,3250.377
2004-06-22,3216.965
2004-06-23,3208.339
2004-06-24,3238.805
2004-06-25,3210.715
2004-06-28,3219.58
2004-06-29,3170.859
2004-06-30,3152.255
2004-07-01,3163.511
2004-07-02,3215.391
2004-07-05,3189.439
2004-07-06,3173.53
2004-07-07,3190.84
2004-07-08,3233.206
2004-07-09,3202.399
2004-07-12,3197.178
2004-07-13,3161.82
2004-07-14,3197.226
2004-07-15,3149.935
2004-07-16,3160.652
2004-07-19,3127.286
2004-07-20,3167.337
2004-07-21,3161.524
2004-07-22,3139.346
2004-07-23,3104.197
2004-07-26,3079.51
2004-07-27,3075.541
2004-07-28,3074.32
2004-07-29,3095.128
2004-07-30,3088.344
2004-08-02,3088.28
2004-08-03,3115.069
2004-08-04,3099.949
2004-08-05,3091.327
2004-08-06,3081.202
2004-08-09,3052.969
2004-08-10,3080.515
2004-08-11,3041.975
2004-08-12,3061.66
2004-08-13,3077.083
2004-08-16,3088.962
2004-08-17,3086.347
2004-08-18,3050.948
2004-08-19,3086.534
2004-08-20,3060.315
2004-08-23,3052.822
2004-08-24,3026.174
2004-08-25,3022.893
2004-08-26,3053.318
2004-08-27,3059.413
2004-08-30,3055.938
2004-08-31,3067.461
2004-09-01,3116.26
2004-09-02,3102.391
2004-09-03,3094.653
2004-09-06,3121.097
2004-09-07,3129.402
2004-09-08,3128.729
2004-09-09,3119.837
2004-09-10,3161.363
2004-09-13,3171.413
2004-09-14,3162.911
2004-09-15,3124.803
2004-09-16,3110.918
2004-09-17,3125.249
2004-09-20,3129.299
2004-09-21,3193.119
2004-09-22,3174.108
2004-09-23,3155.492
2004-09-24,3137.415
2004-09-27,3123.6
2004-09-28,3153.668
2004-09-29,3169.411
2004-09-30,3159.209
2004-10-01,3186.464
2004-10-04,3182.89
2004-10-05,3183.834
2004-10-06,3179.343
2004-10-07,3125.083
2004-10-08,3142.657
2004-10-11,3120.655
2004-10-12,3083.604
2004-10-13,3094.496
2004-10-14,3091.792
2004-10-15,3109.267
2004-10-18,3124.198
2004-10-19,3163.965
2004-10-20,3163.095
2004-10-21,3173.675
2004-10-22,3175.741
2004-10-25,3171.129
2004-10-26,3174.917
2004-10-27,3203.568
2004-10-28,3215.243
2004-10-29,3179.138
2004-11-01,3207.103
2004-11-02,3224.489
2004-11-03,3296.717
2004-11-04,3326.625
2004-11-05,3364.972
2004-11-08,3360.147
2004-11-09,3328.739
2004-11-10,3362.998
2004-11-11,3384.486
2004-11-12,3406.534
2004-11-15,3393.585
2004-11-16,3390.736
2004-11-17,3426.229
2004-11-18,3414.909
2004-11-19,3386.725
2004-11-22,3351.533
2004-11-23,3342.588
2004-11-24,3349.89
2004-11-25,3399.976
2004-11-26,3396.541
2004-11-29,3389.652
2004-11-30,3348.095
2004-12-01,3376.809
2004-12-02,3387.032
2004-12-03,3396.576
2004-12-06,3380.743
2004-12-07,3398.973
2004-12-08,3342.306
2004-12-09,3348.93
2004-12-10,3348.989
2004-12-13,3389.549
2004-12-14,3407.545
2004-12-15,3437.937
2004-12-16,3408.294
2004-12-17,3370.189
2004-12-20,3447.616
2004-12-21,3418.265
2004-12-22,3447.876
2004-12-23,3477.796
2004-12-24,3482.822
2004-12-27,3500.283
2004-12-28,3506.387
2004-12-29,3514.039
2004-12-30,3521.964
2004-12-31,3510.349
2005-01-03,3517.354
2005-01-04,3460.914
2005-01-05,3422.333
2005-01-06,3400.81
2005-01-07,3360.899
2005-01-10,3375.821
2005-01-11,3365.79
2005-01-12,3364.922
2005-01-13,3362.136
2005-01-14,3365.903
2005-01-17,3386.387
2005-01-18,3363.94
2005-01-19,3379.053
2005-01-20,3334.942
2005-01-21,3342.398
2005-01-24,3367.303
2005-01-25,3341.633
2005-01-26,3373.386
2005-01-27,3365.789
2005-01-28,3332.853
2005-01-31,3352.75
2005-02-01,3346.257
2005-02-02,3331.837
2005-02-03,3317.689
2005-02-04,3322.688
2005-02-07,3303.835
2005-02-08,3296.55
2005-02-09,3309.024
2005-02-10,3338.93
2005-02-11,3359.397
2005-02-14,3382.526
2005-02-15,3389.447
2005-02-16,3380.02
2005-02-17,3383.888
2005-02-18,3408.645
2005-02-21,3459.459
2005-02-22,3505.896
2005-02-23,3457.43
2005-02-24,3458.071
2005-02-25,3476.876
2005-02-28,3504.865
2005-03-01,3500.925
2005-03-02,3505.479
2005-03-03,3485.199
2005-03-04,3529.085
2005-03-07,3496.177
2005-03-08,3520.376
2005-03-09,3491.649
2005-03-10,3501.791
2005-03-11,3528.301
2005-03-14,3480.521
2005-03-15,3517.653
2005-03-16,3523.313
2005-03-17,3511.001
2005-03-18,3455.396
2005-03-21,3455.125
2005-03-22,3458.977
2005-03-23,3409.059
2005-03-24,3398.228
2005-03-25,3398.228
2005-03-28,3378.083
2005-03-29,3401.275
2005-03-30,3410.774
2005-03-31,3407.37
2005-04-01,3403.602
2005-04-04,3339.817
2005-04-05,3383.985
2005-04-06,3429.907
2005-04-07,3437.251
2005-04-08,3427.574
2005-04-11,3450.714
2005-04-12,3419.892
2005-04-13,3425.763
2005-04-14,3413.197
2005-04-15,3485.784
2005-04-18,3460.691
2005-04-19,3521.329
2005-04-20,3518.573
2005-04-21,3532.803
2005-04-22,3539.074
2005-04-25,3496.684
2005-04-26,3522.625
2005-04-27,3491.704
2005-04-28,3502.382
2005-04-29,3522.917
2005-05-02,3519.011
2005-05-03,3540.164
2005-05-04,3599.736
2005-05-05,3580.327
2005-05-06,3576.356
2005-05-09,3560.751
2005-05-10,3530.826
2005-05-11,3520.957
2005-05-12,3511.504
2005-05-13,3495.451
2005-05-16,3489.167
2005-05-17,3497.807
2005-05-18,3521.39
2005-05-19,3525.55
2005-05-20,3499.687
2005-05-23,3525.603
2005-05-24,3573.177
2005-05-25,3598.204
2005-05-26,3602.017
2005-05-27,3621.534
2005-05-30,3598.234
2005-05-31,3567.536
2005-06-01,3596.356
2005-06-02,3605.98
2005-06-03,3594.868
2005-06-06,3592.864
2005-06-07,3618.184
2005-06-08,3631.171
2005-06-09,3597.176
2005-06-10,3560.791
2005-06-13,3556.317
